EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,FG3A,FtPoints,Points,OpponentPoints,NonHeaveArc3FGA,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,Minutes,PlusMinus,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,LiveBallTurnoverPct,DefThreePtRebounds,DefRebounds,Rebounds,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,FG2M,FG2A,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffRebounds,LostBallTurnovers,SecondChanceTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefTwoPtRebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyFG2M,PenaltyFG2A,PenaltyFg2Pct,DefAtRimReboundPct,AtRimFGM,AtRimFGA,PtsUnassisted3s,AtRimAssists,Steals,BadPassSteals,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,Fg2aBlocked,OffTwoPtRebounds,2pt And 1 Free Throw Trips,SecondChanceTsPct,FG2APctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffLongMidRangeReboundPct,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,PtsUnassisted2s,Loose Ball Fouls,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,HeaveAttempts,LongMidRangeAssists,FTDefRebounds,DeadBallTurnovers,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,DefFTReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,LostBallSteals,BadPassOutOfBoundsTurnovers,OffShortMidRangeReboundPct,Corner3FGM,PtsPutbacks,Corner3Assists,SelfOReb,ShortMidRangePctBlocked,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGA,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Travels,PenaltyTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceArc3FGM,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,OffAtRimReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
1627671-1628286-1629483-1629524-1630101,1611661324,"Rachel Banham, Erica McCall, Napheesa Collier, Bridget Carleton, Crystal Dangerfield","Banham, McCall, Collier, Carleton, Dangerfield",1627671-1628286-1629483-1629524-1630101,MIN,17.0,1,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,254.11764705882354,5.5,6.0,5.5,6.0,1.0,1.0,0.5,1.0,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2020,2020,True
1627671-1628286-1629483-1629524-203824,1611661324,"Rachel Banham, Erica McCall, Napheesa Collier, Bridget Carleton, Odyssey Sims","Banham, McCall, Collier, Carleton, Sims",1627671-1628286-1629483-1629524-203824,MIN,44.0,1,1.0,2.0,,3.0,,,,,3.0,,,,,,,,98.18181818181819,13.0,15.5,13.0,9.0,,,,,,1.0,-3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2020,2020,True
1627671-1628286-1629483-1630101-1630114,1611661324,"Rachel Banham, Erica McCall, Napheesa Collier, Crystal Dangerfield, Mikiah Herbert Harrigan","Banham, McCall, Collier, Dangerfield, Herbert Harrigan",1627671-1628286-1629483-1630101-1630114,MIN,8.0,1,,1.0,1.0,1.0,,,,,,,,,,,,,180.0,,8.0,,8.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2020,2020,True
1627671-1628286-1629483-1630114-203824,1611661324,"Rachel Banham, Erica McCall, Napheesa Collier, Mikiah Herbert Harrigan, Odyssey Sims","Banham, McCall, Collier, Herbert Harrigan, Sims",1627671-1628286-1629483-1630114-203824,MIN,99.0,1,3.0,2.0,,5.0,,1.0,,2.0,5.0,,,,,2.0,0.3333333333333333,0.3333333333333333,72.72727272727273,21.333333333333332,17.5,20.0,17.5,,0.3333333333333333,,,23.4,2.0,-3.0,1.0,,1.0,1.0,2.0,,,,1.0,,,1.0,,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.5,1.0,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,0.47928333333333334,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2020,2020,True
1627671-1628286-1629524-1630101-1630114,1611661324,"Rachel Banham, Erica McCall, Bridget Carleton, Crystal Dangerfield, Mikiah Herbert Harrigan","Banham, McCall, Carleton, Dangerfield, Herbert Harrigan",1627671-1628286-1629524-1630101-1630114,MIN,87.0,1,2.0,3.0,3.0,5.0,3.0,3.0,,3.0,,3.0,,,,3.0,0.5,1.0,82.75862068965517,19.5,16.0,10.5,16.0,1.0,1.0,,,23.666666666666668,1.0,3.0,,,,,,,,,,,2.0,3.0,,1.0,,1.0,,,,,,,,1.0,,3.0,1.0,1.0,,,,,,0.5,0.5,0.5,,,,,,,0.55895,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.55895,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2020,2020,True
1627671-1628286-1629524-1630101-203024,1611661324,"Rachel Banham, Erica McCall, Bridget Carleton, Crystal Dangerfield, Damiris Dantas","Banham, McCall, Carleton, Dangerfield, Dantas",1627671-1628286-1629524-1630101-203024,MIN,50.0,1,1.0,1.0,1.0,2.0,,,,2.0,,,,,,2.0,1.0,,57.599999999999994,9.0,41.0,9.0,41.0,,,,,,1.0,2.0,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,0.4092,6.4,1.0,,,,,,,,,2.0,,,,,1.0,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,0.4092,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2020,2020,True
1627671-1628286-1629524-1630101-203824,1611661324,"Rachel Banham, Erica McCall, Bridget Carleton, Crystal Dangerfield, Odyssey Sims","Banham, McCall, Carleton, Dangerfield, Sims",1627671-1628286-1629524-1630101-203824,MIN,96.0,1,3.0,2.0,2.0,5.0,1.0,1.0,,7.0,3.0,1.0,2.0,,,7.0,1.1666666666666667,0.3333333333333333,75.0,12.666666666666666,29.0,12.666666666666666,20.5,0.3333333333333333,1.0,,,25.3,2.0,4.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,2.0,2.0,,4.0,,,,,1.0,1.0,1.0,1.1666666666666667,,,,,,,,,0.5969166666666667,2.4,,1.0,,,,1.0,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,2.0,2.0,3.0,2.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2020,2020,True
1627671-1628286-1630101-1630114-203024,1611661324,"Rachel Banham, Erica McCall, Crystal Dangerfield, Mikiah Herbert Harrigan, Damiris Dantas","Banham, McCall, Dangerfield, Herbert Harrigan, Dantas",1627671-1628286-1630101-1630114-203024,MIN,59.0,1,3.0,2.0,2.0,5.0,,,4.0,8.0,2.0,,3.0,4.0,3.0,6.0,1.0,,122.03389830508475,10.0,14.5,10.0,14.5,,0.3333333333333333,0.75,0.75,,1.0,6.0,,,,,,,,,,,1.0,2.0,,1.0,,1.0,1.0,1.0,,2.0,3.0,4.0,2.0,2.0,1.0,4.0,,1.0,,,1.0,1.0,0.6666666666666666,0.6666666666666666,,1.0,,0.3333333333333333,1.0,1.0,1.0,,0.4786333333333333,8.1,2.0,,,,,,,,,6.0,,,,,1.0,6.0,2.0,,,,,1.0,1.5,1.0,,1.0,,,,,,,,,0.5331,0.75,0.6666666666666666,2.0,2.0,1.0,,1.0,1.0,,1.0,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2020,2020,True
1627671-1628286-1630114-203018-203824,1611661324,"Rachel Banham, Erica McCall, Mikiah Herbert Harrigan, Shenise Johnson, Odyssey Sims","Banham, McCall, Herbert Harrigan, Johnson, Sims",1627671-1628286-1630114-203018-203824,MIN,139.0,1,3.0,4.0,,7.0,1.0,1.0,,3.0,2.0,1.0,1.0,,,3.0,0.5,0.3333333333333333,72.51798561151078,19.333333333333332,20.25,19.333333333333332,20.25,0.3333333333333333,0.3333333333333333,,,24.0,2.0,1.0,,,,,2.0,,,,,1.0,2.0,2.0,1.0,1.0,1.0,,,1.0,,,2.0,,,1.0,,3.0,,,,,,,,0.5,,,,0.3333333333333333,,,,,0.42008333333333336,13.4,,1.0,,,,1.0,,,,,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2020,2020,True
1627671-1629483-1629524-1630101-1630114,1611661324,"Rachel Banham, Napheesa Collier, Bridget Carleton, Crystal Dangerfield, Mikiah Herbert Harrigan","Banham, Collier, Carleton, Dangerfield, Herbert Harrigan",1627671-1629483-1629524-1630101-1630114,MIN,181.0,1,7.0,6.0,4.0,13.0,,,1.0,7.0,4.0,,1.0,1.0,1.0,7.0,0.5833333333333334,,103.42541436464089,13.571428571428571,14.333333333333334,13.571428571428571,14.333333333333334,,0.6666666666666666,0.16666666666666666,0.16666666666666666,,3.0,3.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,3.0,3.0,1.0,0.75,1.0,,,2.0,,3.0,6.0,2.0,1.0,1.0,,2.0,,,,,0.3333333333333333,0.3333333333333333,0.5,0.5,,,,0.3333333333333333,,,,,0.42195,4.383333333333334,,,,,,,,,,,,,,,2.0,,,,,,,,,0.6666666666666666,,0.5,1.0,,,,,,,,,,,,,,,3.0,4.0,,1.0,,,0.6666666666666666,0.75,0.75,0.3333333333333333,,,,,,,,,1.0,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2020,2020,True
