EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,SelfOReb,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,NonHeaveArc3FGM,TwoPtAssists,Arc3Assists,AtRimAssists,Steals,BadPassSteals,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyTurnovers,BadPassTurnovers,ShortMidRangeAssists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3FGA,SecondChanceFG3A,Fg2aBlocked,LostBallSteals,Charge Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,DefAtRimReboundPct,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,StepOutOfBoundsTurnovers,Travels,3SecondViolations,OffLongMidRangeReboundPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,team_id,year,season,team_vs
1627674-1628297-1628931-1630113-203828,1611661329,"Kahleah Copper, Alexis Prince, Gabby Williams, Ruthy Hebard, Stefanie Dolson","Copper, Prince, Williams, Hebard, Dolson",1627674-1628297-1628931-1630113-203828,CHI,134.0,1,2.0,-1.0,5.0,4.0,4.0,9,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,0.5,0.375,0.375,0.5,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,96.71641791044776,1.0,14.4,15.5,14.4,15.25,0.25,0.25,0.25,1.0,1.0,1.0,0.25,0.75,0.3869,10.25,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2020,2020,False
1627674-1628297-1628931-1630113-204323,1611661329,"Kahleah Copper, Alexis Prince, Gabby Williams, Ruthy Hebard, Cheyenne Parker","Copper, Prince, Williams, Hebard, Parker",1627674-1628297-1628931-1630113-204323,CHI,56.0,1,1.0,-1.0,2.0,2.0,,4,1.0,,,,,2.0,,,3.0,4.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,0.5,0.5,,,,,,,,102.85714285714286,,17.0,11.0,17.0,11.0,0.5,,,,,,,0.5,0.55105,4.6,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.6778,0.55105,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2020,2020,False
1627674-1628297-1628931-202664-203828,1611661329,"Kahleah Copper, Alexis Prince, Gabby Williams, Courtney Vandersloot, Stefanie Dolson","Copper, Prince, Williams, Vandersloot, Dolson",1627674-1628297-1628931-202664-203828,CHI,28.0,1,,-2.0,1.0,1.0,,2,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.85714285714286,,18.0,10.0,18.0,10.0,,,,,,,,,0.3915,5.5,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2020,2020,False
1627674-1628297-1628931-202664-204323,1611661329,"Kahleah Copper, Alexis Prince, Gabby Williams, Courtney Vandersloot, Cheyenne Parker","Copper, Prince, Williams, Vandersloot, Parker",1627674-1628297-1628931-202664-204323,CHI,179.0,1,3.0,7.0,6.0,5.0,5.0,11,2.0,1.0,,,1.0,4.0,1.0,1.0,13.0,6.0,3.0,1.0,1.0,2.0,,5.0,,1.0,1.0,1.0,,,,,,,,13.0,1.0,1.0,1.0,0.9,1.0833333333333333,0.2,,0.3333333333333333,,0.3333333333333333,,,88.49162011173185,,12.0,21.4,12.0,21.4,0.4,0.2,,,,,0.2,0.6,0.48052,6.225,24.4,5.0,,2.0,,,1.0,1.0,1.0,3.0,4.0,,,,2.0,3.0,3.0,10.0,4.0,,,,,1.0,1.0,3.0,4.0,1.0,10.0,5.0,1.0,0.75,,0.6666666666666666,,0.875,,1.0,,,,,1.0,1.0,0.2,,,0.25,1.0,,0.513,,0.7692307692307693,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2020,2020,False
1627674-1628297-1628931-203828-204323,1611661329,"Kahleah Copper, Alexis Prince, Gabby Williams, Stefanie Dolson, Cheyenne Parker","Copper, Prince, Williams, Dolson, Parker",1627674-1628297-1628931-203828-204323,CHI,47.0,1,1.0,-2.0,2.0,1.0,,3,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,91.91489361702128,,19.0,9.0,19.0,9.0,,1.0,,,,,,,0.378,20.7,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.378,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2020,2020,False
1627674-1628297-1630113-202664-204323,1611661329,"Kahleah Copper, Alexis Prince, Ruthy Hebard, Courtney Vandersloot, Cheyenne Parker","Copper, Prince, Hebard, Vandersloot, Parker",1627674-1628297-1630113-202664-204323,CHI,28.0,1,,,1.0,1.0,,2,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,102.85714285714286,,4.0,24.0,4.0,22.0,,,,,,,1.0,1.0,0.5184,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2020,2020,False
1627674-1628906-1628931-201516-202664,1611661329,"Kahleah Copper, Stephanie Mavunga, Gabby Williams, Allie Quigley, Courtney Vandersloot","Copper, Mavunga, Williams, Quigley, Vandersloot",1627674-1628906-1628931-201516-202664,CHI,42.0,1,1.0,-2.0,2.0,2.0,,4,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,137.14285714285714,,13.5,7.5,13.5,7.5,,1.0,,,,,,,0.4184,16.1,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2020,2020,False
1627674-1628931-1630113-202664-203828,1611661329,"Kahleah Copper, Gabby Williams, Ruthy Hebard, Courtney Vandersloot, Stefanie Dolson","Copper, Williams, Hebard, Vandersloot, Dolson",1627674-1628931-1630113-202664-203828,CHI,137.0,1,2.0,,4.0,4.0,,8,1.0,,,,1.0,3.0,,1.0,4.0,4.0,,1.0,,2.0,,4.0,,,,1.0,,,1.0,1.0,1.0,1.0,,4.0,,,,0.5,0.5,0.25,,,,,,,84.08759124087592,,18.5,15.75,16.75,15.5,0.25,,,,,,0.25,0.5,0.4486125,5.066666666666666,24.0,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,0.6666666666666666,,,,,,,,0.5,,,1.0,1.0,0.5,,,,,,,,,,1.0,,,,,,4.0,,2.0,,1.0,,,,,1.0,1.0,,,1.0,0.5,0.5,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2020,2020,False
1627674-1628931-1630113-202664-204323,1611661329,"Kahleah Copper, Gabby Williams, Ruthy Hebard, Courtney Vandersloot, Cheyenne Parker","Copper, Williams, Hebard, Vandersloot, Parker",1627674-1628931-1630113-202664-204323,CHI,88.0,1,1.0,,3.0,3.0,,6,,1.0,,,1.0,2.0,,1.0,2.0,2.0,,1.0,,,,,1.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,2.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,1.0,1.0,1.0,1.0,98.18181818181819,1.0,14.333333333333334,15.0,14.333333333333334,15.0,,0.3333333333333333,,,,,0.3333333333333333,0.3333333333333333,0.4036,11.6,24.2,,,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2020,2020,False
1627674-1628931-201516-202664-203828,1611661329,"Kahleah Copper, Gabby Williams, Allie Quigley, Courtney Vandersloot, Stefanie Dolson","Copper, Williams, Quigley, Vandersloot, Dolson",1627674-1628931-201516-202664-203828,CHI,522.0,1,9.0,-3.0,16.0,18.0,,34,3.0,3.0,,1.0,5.0,9.0,2.0,6.0,20.0,23.0,6.0,5.0,2.0,4.0,,10.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,,,,,20.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.625,0.4,1.0,0.6666666666666666,0.5,0.6,1.0,0.5,93.79310344827587,,14.375,16.22222222222222,13.4375,15.5,0.2,0.2,0.06666666666666667,,,,0.3333333333333333,0.6,0.46334666666666663,8.3,24.616666666666664,,1.0,1.0,,,,,3.0,6.0,2.0,,,,,,,,8.0,,1.0,1.0,1.0,3.0,5.0,3.0,2.0,,,,,0.6666666666666666,,,,,,,0.3333333333333333,0.14285714285714285,,0.16666666666666666,0.3333333333333333,0.5,0.2,,,,,0.44775,,,,,3.0,2.0,,,,,4.0,2.0,2.0,2.0,1.0,3.0,2.0,,1.0,0.3333333333333333,0.3333333333333333,,0.5,1.0,1.0,1.0,0.4,0.4,1.0,,,0.4,0.0625,0.1,,,1.0,,,,,,,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,1611661329,2020,2020,False
