EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceCorner3FGA,HeaveMakes,HeaveAttempts,StepOutOfBoundsTurnovers,Loose Ball Fouls,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,Corner3PctBlocked,SecondChanceCorner3FGM,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,BlockedCorner3,team_id,year,season,team_vs
1627668-1628886-202252-203827-204319,1611661328,"Breanna Stewart, Jordin Canada, Alysha Clark, Natasha Howard, Jewell Loyd","Stewart, Canada, Clark, Howard, Loyd",1627668-1628886-202252-203827-204319,SEA,9324.0,14,155.0,310.0,303.0,61.0,45.0,37.0,613.0,38.0,48.0,6.0,9.0,11.0,14.0,27.0,81.0,12.0,49.0,5.0,12.0,1.0,2.0,31.0,77.0,3.0,8.0,5.0,17.0,77.0,178.0,36.0,89.0,42.0,304.0,304.0,7.0,22.0,3.0,8.0,17.0,40.0,17.0,35.0,6.0,19.0,9.0,61.0,86.0,68.0,93.0,15.0,12.0,77.0,31.0,11.0,1.0,43.0,31.0,74.0,26.0,5.0,21.0,14.0,8.0,179.0,14.0,31.0,32.0,76.0,4.0,112.0,45.0,157.0,5.0,29.0,17.0,12.0,42.0,11.0,23.0,28.0,3.0,19.0,3.0,70.0,4.0,10.0,30.0,65.0,5.0,1.0,59.0,6.0,1.0,3.0,52.0,8.0,27.0,3.0,16.0,4.0,1.0,11.0,16.0,9.0,264.0,61.0,61.0,9.0,3.0,0.5584415584415584,0.6056338028169014,0.8611111111111112,0.4044943820224719,0.375,0.3157894736842105,0.4044943820224719,0.43258426966292135,0.3181818181818182,0.4857142857142857,0.49063670411985016,0.38333333333333336,0.48148148148148145,0.5259515570934256,0.5128205128205128,0.5169491525423728,0.3333333333333333,0.011235955056179775,0.06179775280898876,0.020833333333333332,0.1111111111111111,0.02040816326530612,0.012987012987012988,0.6,0.8,0.7238095238095238,0.31313131313131315,0.7111111111111111,0.27450980392156865,0.72,0.3,0.3,0.3148148148148148,0.3142857142857143,0.29545454545454547,0.14285714285714285,0.7,0.7169811320754716,0.75,0.7142857142857143,0.7,0.036231884057971016,94.67181467181467,0.5625,15.85483870967742,14.551155115511552,15.148387096774194,13.811881188118813,0.1797752808988764,0.7916666666666666,0.8085106382978723,0.5526315789473685,0.30337078651685395,0.3333333333333333,0.375,0.5185185185185185,0.18352059925093633,0.24489795918367346,0.25,0.6666666666666666,0.0449438202247191,0.4166666666666667,0.4166666666666667,1.0,0.2883895131086142,0.4025974025974026,0.40789473684210525,0.8387096774193549,0.3,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.375,0.6666666666666666,0.25925925925925924,0.7857142857142857,0.037037037037037035,0.5,0.3148148148148148,0.29411764705882354,0.5131086142322098,0.4025974025974026,0.462600936329588,0.47942619047619045,0.4537555555555556,0.0944055944055944,0.13705583756345177,0.13157894736842105,0.20065789473684212,9.311797752808989,24.83483146067416,0.1967741935483871,,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,True
100720-1627668-1628244-1628886-201518,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Jordin Canada, Crystal Langhorne","Bird, Stewart, Whitcomb, Canada, Langhorne",100720-1627668-1628244-1628886-201518,SEA,189.0,2,3.0,6.0,5.0,,,3.0,11.0,,1.0,,1.0,,,1.0,2.0,2.0,3.0,,,,,2.0,3.0,2.0,2.0,,,3.0,6.0,2.0,3.0,,12.0,5.0,,1.0,2.0,2.0,,6.0,,,,,,,4.0,2.0,6.0,,,3.0,2.0,1.0,,2.0,2.0,4.0,2.0,,,1.0,1.0,10.0,1.0,2.0,2.0,,,2.0,3.0,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,6.0,,,,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,,0.6666666666666666,0.5,,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.3333333333333333,,0.16666666666666666,,0.5,,,,,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.75,,1.0,1.0,1.0,,,,,0.6666666666666666,,,83.80952380952381,,16.833333333333332,17.6,14.666666666666666,17.4,0.1111111111111111,,,,0.2222222222222222,0.5,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,,0.6666666666666666,1.0,1.0,,,,,,,0.4444444444444444,0.6666666666666666,0.45254999999999995,0.537825,,,,0.5,,11.216666666666667,25.0,,7.0,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,True
100720-1627668-1628886-1628920-202252,1611661328,"Sue Bird, Breanna Stewart, Jordin Canada, Mercedes Russell, Alysha Clark","Bird, Stewart, Canada, Russell, Clark",100720-1627668-1628886-1628920-202252,SEA,331.0,2,6.0,9.0,10.0,,,2.0,19.0,1.0,1.0,,,,,2.0,6.0,,,,1.0,,,,2.0,,1.0,,,3.0,7.0,,3.0,,6.0,18.0,1.0,2.0,,1.0,,2.0,,,,,,,2.0,4.0,,,,2.0,,1.0,,1.0,,1.0,,,,1.0,,2.0,,3.0,3.0,,,3.0,3.0,6.0,1.0,,,,,,,2.0,,,,2.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,4.0,,,,,0.3333333333333333,0.3333333333333333,,,,,,0.42857142857142855,0.5,,0.3,0.3333333333333333,,0.3,0.3333333333333333,,0.3,,0.14285714285714285,,0.16666666666666666,,,,,,0.75,1.0,,0.75,0.42857142857142855,,0.75,,,,,,,1.0,,0.16666666666666666,82.65861027190333,,23.11111111111111,12.3,20.555555555555557,11.4,0.1,1.0,1.0,,0.6,0.3333333333333333,0.4,0.5,,,,,0.1,,,,0.2,,,,,,,0.3333333333333333,,,,,,,,,0.4,,0.41183,0.3681666666666667,,,,0.3333333333333333,,8.4,24.333333333333332,,-12.0,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,True
1627668-1627670-1628886-1628920-202259,1611661328,"Breanna Stewart, Morgan Tuck, Jordin Canada, Mercedes Russell, Epiphanny Prince","Stewart, Tuck, Canada, Russell, Prince",1627668-1627670-1628886-1628920-202259,SEA,15.0,1,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,True
1627668-1628244-1628886-201518-202252,1611661328,"Breanna Stewart, Sami Whitcomb, Jordin Canada, Crystal Langhorne, Alysha Clark","Stewart, Whitcomb, Canada, Langhorne, Clark",1627668-1628244-1628886-201518-202252,SEA,5.0,1,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,True
100720-1627668-1628244-1628920-202259,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Mercedes Russell, Epiphanny Prince","Bird, Stewart, Whitcomb, Russell, Prince",100720-1627668-1628244-1628920-202259,SEA,87.0,1,1.0,3.0,2.0,,,,5.0,1.0,1.0,,,,,,,,,,,,,1.0,2.0,,,,,1.0,1.0,1.0,2.0,,5.0,4.0,,,,,,,,,,,,,,2.0,3.0,,,2.0,1.0,,,,1.0,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,1.0,0.5,,,0.5,1.0,,,0.8333333333333334,,,0.8333333333333334,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,82.75862068965517,,17.333333333333332,17.5,17.333333333333332,15.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,1.0,0.5,0.44323333333333337,,,,,,,3.3,25.05,,1.0,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,True
100720-1627668-202252-203827-204319,1611661328,"Sue Bird, Breanna Stewart, Alysha Clark, Natasha Howard, Jewell Loyd","Bird, Stewart, Clark, Howard, Loyd",100720-1627668-202252-203827-204319,SEA,9951.0,11,166.0,335.0,337.0,37.0,31.0,40.0,672.0,36.0,59.0,7.0,19.0,5.0,9.0,30.0,86.0,19.0,45.0,8.0,15.0,,1.0,24.0,86.0,5.0,11.0,4.0,13.0,85.0,190.0,32.0,101.0,40.0,306.0,386.0,11.0,29.0,5.0,12.0,1.0,38.0,7.0,19.0,4.0,14.0,10.0,36.0,76.0,94.0,90.0,6.0,12.0,84.0,23.0,14.0,,38.0,30.0,68.0,22.0,8.0,14.0,17.0,7.0,166.0,17.0,32.0,43.0,57.0,5.0,105.0,49.0,154.0,10.0,32.0,19.0,13.0,47.0,7.0,30.0,24.0,3.0,17.0,1.0,71.0,6.0,7.0,33.0,64.0,3.0,1.0,55.0,3.0,1.0,6.0,53.0,5.0,28.0,1.0,5.0,,,5.0,5.0,2.0,268.0,36.0,37.0,3.0,1.0,0.4470588235294118,0.4810126582278481,0.9375,0.31683168316831684,0.4166666666666667,0.2857142857142857,0.31,0.4473684210526316,0.3793103448275862,0.3684210526315789,0.4570446735395189,0.45121951219512196,0.3939393939393939,0.4857142857142857,0.4523809523809524,0.46153846153846156,0.3470790378006873,,0.07368421052631578,0.03389830508474576,0.11627906976744186,0.044444444444444446,,0.6619718309859155,1.0,0.7402597402597403,0.3047619047619048,0.7543859649122807,0.2537313432835821,0.746268656716418,0.28488372093023256,0.34782608695652173,0.30357142857142855,0.2692307692307692,0.2786885245901639,,0.6666666666666666,0.7142857142857143,0.85,0.7547169811320755,0.75,0.06329113924050633,97.24449804039796,0.4,16.755223880597015,12.872403560830861,15.988059701492537,12.486646884272997,0.2027491408934708,0.6101694915254238,0.631578947368421,0.3888888888888889,0.29553264604810997,0.3488372093023256,0.39473684210526316,0.5666666666666667,0.15463917525773196,0.4222222222222222,0.4418604651162791,0.3684210526315789,0.05154639175257732,0.5333333333333333,0.5333333333333333,1.0,0.29553264604810997,0.27906976744186046,0.27906976744186046,0.9166666666666666,0.4634146341463415,0.3684210526315789,,0.2682926829268293,0.45454545454545453,1.0,0.2727272727272727,0.5555555555555556,0.030303030303030304,,0.3939393939393939,0.3076923076923077,0.5498281786941581,0.27380952380952384,0.46320879310344826,0.52258,0.4608484375,0.08917197452229299,0.13145539906103287,0.12418300653594772,0.11764705882352941,8.454736842105264,24.871287128712872,0.11044776119402985,-80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.024390243902439025,,,,,,,,,,,,,,1611661328,2020,2020,True
1627668-1627670-1628244-1628920-204319,1611661328,"Breanna Stewart, Morgan Tuck, Sami Whitcomb, Mercedes Russell, Jewell Loyd","Stewart, Tuck, Whitcomb, Russell, Loyd",1627668-1627670-1628244-1628920-204319,SEA,114.0,1,2.0,4.0,3.0,,,1.0,7.0,,1.0,,1.0,,,1.0,3.0,,1.0,,,,,,,,,,,1.0,5.0,,,,2.0,2.0,,1.0,,,,,,,,,,,2.0,,,,,,,2.0,,1.0,,1.0,,,,1.0,,2.0,,1.0,,2.0,,2.0,1.0,3.0,,,,,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,0.2,,,0.2,,,0.2,,,,,0.4,,0.3333333333333333,1.0,,,,1.0,0.3333333333333333,,,1.0,0.3333333333333333,,0.5,,,,,1.0,,,,,88.42105263157895,1.0,15.0,18.0,12.75,15.0,0.2,,,,0.6,0.3333333333333333,0.5,1.0,0.2,,,,,,,,,,,,1.0,,,,,,,,,,,,0.2,,0.42026,0.4021,,,,,,8.32,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,True
1627668-1627670-1628244-1629496-204319,1611661328,"Breanna Stewart, Morgan Tuck, Sami Whitcomb, Ezi Magbegor, Jewell Loyd","Stewart, Tuck, Whitcomb, Magbegor, Loyd",1627668-1627670-1628244-1629496-204319,SEA,57.0,1,1.0,2.0,3.0,,,,5.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,1.0,,,,2.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.31578947368422,,15.0,9.0,15.0,9.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5343,,,0.5,0.5,,,4.5,,,-2.0,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,True
1627670-1628244-1628920-1629496-204319,1611661328,"Morgan Tuck, Sami Whitcomb, Mercedes Russell, Ezi Magbegor, Jewell Loyd","Tuck, Whitcomb, Russell, Magbegor, Loyd",1627670-1628244-1628920-1629496-204319,SEA,146.0,2,2.0,3.0,5.0,3.0,4.0,,8.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,2.0,,5.0,5.0,,,,,,,1.0,1.0,1.0,2.0,,5.0,2.0,,,3.0,,2.0,1.0,,,1.0,,1.0,,,1.0,,,2.0,,1.0,1.0,1.0,,2.0,1.0,3.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,5.0,5.0,3.0,,,1.0,1.0,,0.5,,0.5,0.5,0.5,,1.0,0.625,,0.8333333333333334,0.625,,0.8333333333333334,0.5,,,,,,,,,0.3333333333333333,1.0,1.0,,0.5,0.5,,,1.0,,,0.5,,,1.0,,,78.9041095890411,,22.333333333333332,15.8,22.333333333333332,15.6,0.25,1.0,1.0,1.0,,,,,0.25,,,,,,,,0.5,0.5,0.5,,,,,,,,0.3333333333333333,1.0,,,0.6666666666666666,0.5,0.75,0.5,0.431875,,0.47326666666666667,,,,1.0,11.3,25.7,1.0,,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,True
