EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Travels,OffAtRimReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,SelfOReb,SelfORebPct,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1628878-1628899-1629506-1630134-203403,1611661322,"Ariel Atkins, Myisha Hines-Allen, Kiara Leslie, Sug Sutton, Tianna Hawkins","Atkins, Hines-Allen, Leslie, Sutton, Hawkins",1628878-1628899-1629506-1630134-203403,WAS,219.0,1,4.0,7.0,8.0,8.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,8.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,6.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,0.2,0.4166666666666667,0.5,0.5,0.16666666666666666,0.4,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,105.2054794520548,13.875,13.5,13.875,13.5,0.16666666666666666,0.5,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,0.4341,0.14285714285714285,0.16666666666666666,0.125,7.62,23.7,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2020,2020,True
1627672-1628268-1629506-203035-203416,1611661322,"Aerial Powers, Alaina Coates, Kiara Leslie, Shey Peddy, Emma Meesseman","Powers, Coates, Leslie, Peddy, Meesseman",1627672-1628268-1629506-203035-203416,WAS,19.0,1,,-2.0,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,75.78947368421053,,19.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2020,2020,True
1627672-1628878-1628899-201507-203416,1611661322,"Aerial Powers, Ariel Atkins, Myisha Hines-Allen, Leilani Mitchell, Emma Meesseman","Powers, Atkins, Hines-Allen, Mitchell, Meesseman",1627672-1628878-1628899-201507-203416,WAS,5981.0,6,100.0,-69.0,201.0,205.0,33.0,406.0,27.0,47.0,10.0,30.0,18.0,49.0,48.0,104.0,20.0,59.0,36.0,192.0,261.0,14.0,33.0,42.0,57.0,49.0,18.0,1.0,21.0,19.0,40.0,17.0,3.0,99.0,20.0,39.0,5.0,64.0,80.0,21.0,52.0,42.0,41.0,14.0,7.0,174.0,0.4375,0.4666666666666667,0.95,0.3389830508474576,0.3389830508474576,0.46153846153846156,0.4785276073619632,0.5248618784530387,0.6111111111111112,0.3619631901840491,0.009615384615384616,,0.02127659574468085,1.0,0.7647058823529411,0.7142857142857143,0.7468354430379747,0.75,0.85,0.8260869565217391,97.7495402106671,15.532338308457712,13.946341463414635,15.199004975124378,13.326829268292682,0.1656441717791411,0.2883435582822086,0.18404907975460122,0.3333333333333333,0.3333333333333333,0.3,0.3006134969325153,0.3673469387755102,0.3673469387755102,0.9444444444444444,0.5276073619631901,0.3673469387755102,0.46029110429447856,0.08045977011494253,0.12173913043478261,0.171875,9.070192307692308,24.805084745762713,0.16417910447761194,33.0,14.0,21.0,5.0,6.0,1.0,1.0,17.0,2.0,10.0,1.0,2.0,3.0,3.0,7.0,5.0,8.0,2.0,3.0,2.0,18.0,5.0,11.0,3.0,8.0,54.0,3.0,6.0,2.0,7.0,11.0,6.0,9.0,1.0,16.0,16.0,12.0,4.0,20.0,4.0,13.0,14.0,1.0,7.0,2.0,34.0,1.0,7.0,2.0,2.0,5.0,1.0,2.0,1.0,3.0,2.0,7.0,1.0,3.0,3.0,7.0,3.0,1.0,33.0,33.0,5.0,7.0,0.6666666666666666,0.375,0.625,0.45454545454545453,0.7272727272727273,0.5,0.6923076923076923,0.5882352941176471,0.25,0.16363636363636364,0.15789473684210525,0.16129032258064516,0.2,0.15789473684210525,0.13333333333333333,0.25,0.5714285714285714,0.2,0.42857142857142855,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.3617021276595745,0.3695652173913043,0.6470588235294118,0.06134969325153374,0.2,0.2,1.0,0.5454545454545454,0.8333333333333334,0.4,0.2727272727272727,0.6666666666666666,1.0,0.05263157894736842,1.0,0.05263157894736842,0.3684210526315789,0.42857142857142855,0.5338625,0.3841605263157895,0.09375,,,,,,,,,,,,,,,,,,,,,,,1611661322,2020,2020,True
1627672-1628268-1628899-201502-201507,1611661322,"Aerial Powers, Alaina Coates, Myisha Hines-Allen, Essence Carson, Leilani Mitchell","Powers, Coates, Hines-Allen, Carson, Mitchell",1627672-1628268-1628899-201502-201507,WAS,20.0,1,,2.0,1.0,1.0,,2.0,1.0,,,,,,1.0,1.0,,,,2.0,,,,2.0,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,144.0,10.0,10.0,10.0,10.0,1.0,,,,,,,,,,1.0,,0.4757,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2020,2020,True
1628878-1628899-1629506-201502-201507,1611661322,"Ariel Atkins, Myisha Hines-Allen, Kiara Leslie, Essence Carson, Leilani Mitchell","Atkins, Hines-Allen, Leslie, Carson, Mitchell",1628878-1628899-1629506-201502-201507,WAS,28.0,1,,3.0,1.0,1.0,,2.0,,,,,1.0,1.0,,,1.0,1.0,,3.0,,,,,3.0,1.0,1.0,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,3.0,,,1.0,1.0,1.0,,1.5,1.5,,1.0,,,,,,,,,,,102.85714285714286,8.0,20.0,8.0,20.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.45795,,,,,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2020,2020,True
1628268-1628878-1629506-203043-203403,1611661322,"Alaina Coates, Ariel Atkins, Kiara Leslie, Jacki Gemelos, Tianna Hawkins","Coates, Atkins, Leslie, Gemelos, Hawkins",1628268-1628878-1629506-203043-203403,WAS,97.0,1,2.0,-1.0,3.0,3.0,,6.0,1.0,2.0,1.0,1.0,,,2.0,4.0,,,,4.0,5.0,,,4.0,,,,,2.0,,2.0,,1.0,4.0,1.0,,,1.0,2.0,,1.0,,,,,2.0,1.0,1.0,,,,0.5,0.5,0.5,,,,,,,,1.0,1.0,,,1.0,89.0721649484536,15.0,17.333333333333332,10.0,17.333333333333332,0.25,0.5,0.25,1.0,1.0,1.0,,,,,0.25,,0.43575,,,,8.9,,,,2.0,1.0,,,,,,,,,,,,,1.0,2.0,,,,2.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,0.5,,,0.5,,0.5,0.5,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.4825,,0.5,,,,,,,,,,,,,,,,,,,,,,,1611661322,2020,2020,True
1627672-1628899-1629506-201502-203035,1611661322,"Aerial Powers, Myisha Hines-Allen, Kiara Leslie, Essence Carson, Shey Peddy","Powers, Hines-Allen, Leslie, Carson, Peddy",1627672-1628899-1629506-201502-203035,WAS,176.0,1,3.0,-3.0,7.0,6.0,,13.0,1.0,1.0,,1.0,,1.0,1.0,3.0,,2.0,1.0,3.0,6.0,,,,,1.0,,,,,,,,,2.0,1.0,,3.0,3.0,1.0,3.0,2.0,2.0,1.0,,3.0,,,,,,0.3333333333333333,0.2,0.25,,0.4,,,,,0.5,1.0,0.75,,,1.0,106.36363636363637,13.857142857142858,13.166666666666666,13.857142857142858,13.0,0.2,0.2,0.2,,,,0.2,,,,0.6,,0.4568,0.16666666666666666,0.25,,8.633333333333333,24.45,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,1.0,,1.0,1.0,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2020,2020,True
1627672-1629506-201502-201507-203416,1611661322,"Aerial Powers, Kiara Leslie, Essence Carson, Leilani Mitchell, Emma Meesseman","Powers, Leslie, Carson, Mitchell, Meesseman",1627672-1629506-201502-201507-203416,WAS,96.0,1,2.0,-2.0,5.0,4.0,5.0,9.0,,1.0,,,,1.0,,1.0,,1.0,,,2.0,,,,,1.0,,,,,,,,,,1.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,0.5,,,,,1.0,,1.0,1.0,,,135.0,10.6,10.75,10.4,10.75,,0.5,,,,,0.5,,,,0.5,,0.337475,,,,11.8,24.9,1.0,4.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,1.0,,,1.0,1.0,,1.0,,1.0,,3.0,1.0,,,3.0,,3.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,1.0,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.3097,0.337475,,1.0,,,,,,,,,,,,,,,,,,,,,,1611661322,2020,2020,True
1628268-1628878-201502-201507-203416,1611661322,"Alaina Coates, Ariel Atkins, Essence Carson, Leilani Mitchell, Emma Meesseman","Coates, Atkins, Carson, Mitchell, Meesseman",1628268-1628878-201502-201507-203416,WAS,332.0,3,6.0,6.0,11.0,10.0,3.0,21.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,3.0,4.0,11.0,5.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,,4.0,6.0,,3.0,3.0,6.0,2.0,1.0,9.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.4,0.4375,0.5,0.3,0.375,0.2,,0.5,,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,,0.6666666666666666,91.08433734939759,13.727272727272727,18.1,12.181818181818182,16.9,0.25,0.25,0.125,1.0,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.625,0.3333333333333333,0.459075,0.2,0.2857142857142857,0.2727272727272727,6.840000000000001,25.400000000000002,0.2727272727272727,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,1.0,,1.0,1.0,1.0,,1.0,,2.0,1.0,3.0,,1.0,2.0,,,,,,,2.0,,2.0,2.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,3.0,3.0,,1.0,,,1.0,0.3333333333333333,0.5,0.25,0.5,,,0.6666666666666666,,0.4,0.5,,,,0.5,,,0.5,0.5,,,,,,,,,0.5,1.0,,0.5,,,0.5,0.5,,0.25,,0.478625,0.4585625,0.18181818181818182,,1.0,,,,,,,,,,,,,,,,,,,,,1611661322,2020,2020,True
1628268-1629506-201502-203035-203416,1611661322,"Alaina Coates, Kiara Leslie, Essence Carson, Shey Peddy, Emma Meesseman","Coates, Leslie, Carson, Peddy, Meesseman",1628268-1629506-201502-203035-203416,WAS,74.0,1,1.0,-1.0,2.0,3.0,,5.0,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,,1.0,1.0,,,,,,,,0.16666666666666666,,0.5,,,,,,,,,,,97.29729729729729,19.5,11.666666666666666,19.5,11.666666666666666,,,0.5,,,,0.5,,,,0.5,,0.516575,,,,16.6,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1611661322,2020,2020,True
