EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,HeaveAttempts,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Charge Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,LiveBallTurnoverPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeFGA,ShortMidRangeFrequency,ShortMidRangeFGM,Arc3FGM,FG3M,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Travels,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,PenaltyFtPoints,Fg2aBlocked,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,Steals,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeAssists,ShortMidRangePctAssisted,Offensive Fouls Drawn,BadPassSteals,LostBallOutOfBoundsTurnovers,Offensive Fouls,3SecondViolations,PtsPutbacks,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,Corner3FGA,SecondChanceCorner3FGA,OffCorner3ReboundPct,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceFG3M,FTDefRebounds,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,AtRimPctBlocked,DefFTReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,Defensive 3 Seconds Violations,Loose Ball Fouls,SelfOReb,SelfORebPct,SecondChanceFtPoints,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LongMidRangePctBlocked,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,PenaltyCorner3FGA,PenaltyCorner3Frequency,team_id,year,season,team_vs
1628242-1628263-1628932-1629498-203411,1611661319,"Emma Cannon, Lindsay Allen, A'ja Wilson, Jackie Young, Sugar Rodgers","Cannon, Allen, Wilson, Young, Rodgers",1628242-1628263-1628932-1629498-203411,LVA,84.0,2,1.0,1.0,2.0,3.0,1.0,3.0,1.0,5,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.5,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,1.0,1.0,85.71428571428572,23.0,12.666666666666666,20.0,9.666666666666666,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.25,0.3333333333333333,0.5,0.4027,0.3214,0.3421,0.5,0.5,12.866666666666667,40.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2020,2020,False
1628242-1628263-1628932-1629498-203825,1611661319,"Emma Cannon, Lindsay Allen, A'ja Wilson, Jackie Young, Kayla McBride","Cannon, Allen, Wilson, Young, McBride",1628242-1628263-1628932-1629498-203825,LVA,114.0,1,2.0,-4.0,3.0,4.0,,3.0,,7,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,88.42105263157895,10.0,21.0,10.0,21.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2020,2020,False
1628242-1628263-1628932-201881-203825,1611661319,"Emma Cannon, Lindsay Allen, A'ja Wilson, Angel McCoughtry, Kayla McBride","Cannon, Allen, Wilson, McCoughtry, McBride",1628242-1628263-1628932-201881-203825,LVA,49.0,1,1.0,,2.0,1.0,,,,3,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,88.16326530612245,13.0,23.0,13.0,15.0,,,,,,,,,,,,0.3288,,,,,8.5,,,,1.0,,1.0,1.0,,,,,,,0.5,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2020,2020,False
1628242-1628263-1629498-201881-202670,1611661319,"Emma Cannon, Lindsay Allen, Jackie Young, Angel McCoughtry, Carolyn Swords","Cannon, Allen, Young, McCoughtry, Swords",1628242-1628263-1629498-201881-202670,LVA,99.0,1,2.0,7.0,4.0,4.0,,,,8,,,,,2.0,,1.0,2.0,2.0,8.0,1.0,,,,,,,,,,,1.0,,,3.0,,3.0,3.0,,3.0,1.0,2.0,8.0,,,,,0.5,,,1.0,,,1.0,,,0.5,1.0,,1.0,,,,116.36363636363637,9.5,15.25,9.5,15.25,,,,,,,,,0.5,,0.5,0.464225,,,,,10.6,25.45,,,,,,,,,,,,,1.0,,2.0,0.5,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2020,2020,False
1628242-1628263-1629498-202670-203411,1611661319,"Emma Cannon, Lindsay Allen, Jackie Young, Carolyn Swords, Sugar Rodgers","Cannon, Allen, Young, Swords, Rodgers",1628242-1628263-1629498-202670-203411,LVA,42.0,1,1.0,,2.0,1.0,,1.0,1.0,3,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.85714285714286,10.0,22.0,6.5,22.0,,,,,1.0,,,,,,,0.3805,0.3805,,,,15.6,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2020,2020,False
1628242-1628263-1629498-203411-204332,1611661319,"Emma Cannon, Lindsay Allen, Jackie Young, Sugar Rodgers, Cierra Burdick","Cannon, Allen, Young, Rodgers, Burdick",1628242-1628263-1629498-203411-204332,LVA,730.0,3,12.0,-3.0,23.0,23.0,16.0,4.0,3.0,46,4.0,4.0,2.0,7.0,4.0,3.0,6.0,16.0,4.0,17.0,20.0,,1.0,,4.0,11.0,3.0,11.0,8.0,,4.0,4.0,3.0,1.0,8.0,2.0,5.0,10.0,4.0,14.0,1.0,1.0,17.0,11.0,16.0,0.6666666666666666,0.6666666666666666,0.375,,0.36363636363636365,0.3,,0.2857142857142857,0.3695652173913043,,0.34375,0.2,0.8333333333333334,0.2,0.7692307692307693,0.21428571428571427,,0.75,90.73972602739727,14.217391304347826,17.52173913043478,13.130434782608695,17.130434782608695,0.2,1.0,1.0,0.75,0.35,0.2857142857142857,0.2857142857142857,0.5,0.2,0.21428571428571427,0.4,0.46465750000000006,0.49725,0.4706964285714286,,0.6470588235294118,10.71875,24.3,0.6956521739130435,2.0,1.0,1.0,1.0,3.0,,1.0,,1.0,,0.6666666666666666,1.0,,5.0,0.25,,,,4.0,,,4.0,,,,,,,1.0,,,,,,,,3.0,3.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,8.0,2.0,4.0,1.0,1.0,1.0,0.0625,0.2,0.5,0.7142857142857143,0.25,0.4,0.25,0.6666666666666666,1.0,0.5,0.21428571428571427,1.0,0.18181818181818182,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2020,2020,False
1628242-1628932-1629498-201881-202658,1611661319,"Emma Cannon, A'ja Wilson, Jackie Young, Angel McCoughtry, Danielle Robinson","Cannon, Wilson, Young, McCoughtry, Robinson",1628242-1628932-1629498-201881-202658,LVA,188.0,2,3.0,-1.0,8.0,8.0,4.0,,,16,1.0,1.0,1.0,1.0,1.0,,3.0,5.0,1.0,8.0,9.0,,,,3.0,3.0,,8.0,2.0,,1.0,1.0,,1.0,2.0,,1.0,4.0,,4.0,1.0,1.0,8.0,8.0,4.0,0.3333333333333333,0.3333333333333333,0.6,,1.0,0.5,,1.0,0.5714285714285714,,1.0,0.16666666666666666,1.0,,1.0,,,1.0,122.55319148936171,9.375,14.125,9.375,14.125,0.16666666666666666,1.0,1.0,,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,,0.3333333333333333,0.4445333333333333,,0.44439999999999996,,1.0,8.459999999999999,25.7,0.5,,,,,,,,,,,,,,3.0,0.5,1.0,,,4.0,,,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,1.0,1.0,,2.0,,2.0,,,,3.0,,,,,,2.0,,3.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,0.3333333333333333,1.0,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2020,2020,False
1628242-1628932-1629498-201881-203411,1611661319,"Emma Cannon, A'ja Wilson, Jackie Young, Angel McCoughtry, Sugar Rodgers","Cannon, Wilson, Young, McCoughtry, Rodgers",1628242-1628932-1629498-201881-203411,LVA,327.0,2,5.0,-2.0,11.0,11.0,2.0,4.0,,22,1.0,1.0,,,2.0,,4.0,5.0,2.0,12.0,14.0,,,,,,,,2.0,,1.0,2.0,,,5.0,,2.0,4.0,1.0,5.0,,3.0,12.0,,2.0,0.25,0.25,0.8,,,0.7857142857142857,,,0.8571428571428571,,,0.2857142857142857,1.0,,1.0,0.5,,1.0,96.88073394495413,14.454545454545455,15.272727272727273,14.454545454545455,15.272727272727273,0.14285714285714285,1.0,1.0,,,,,,0.2857142857142857,,0.42857142857142855,0.41640714285714286,,,,,5.62,24.35,0.18181818181818182,3.0,2.0,2.0,2.0,5.0,,,,,,0.6,,,4.0,0.5714285714285714,3.0,1.0,1.0,6.0,3.0,,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.75,0.75,0.5,0.5,1.0,0.5,,,,,1.0,,,,1.0,,2.0,,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,0.14285714285714285,0.2,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2020,2020,False
1628242-1628932-1629498-201881-203825,1611661319,"Emma Cannon, A'ja Wilson, Jackie Young, Angel McCoughtry, Kayla McBride","Cannon, Wilson, Young, McCoughtry, McBride",1628242-1628932-1629498-201881-203825,LVA,134.0,1,2.0,-4.0,5.0,5.0,4.0,,,10,1.0,2.0,,1.0,,,1.0,5.0,,2.0,6.0,,,,1.0,4.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,4.0,,,0.2,,0.25,0.2,,0.25,0.2,,0.25,,,,,,,,107.46268656716417,16.8,10.0,16.8,6.8,0.4,0.5,0.5,,0.2,,,,,,0.4,0.3942,,0.397025,,1.0,8.72,,0.8,,,,,,,1.0,,1.0,,,,,2.0,0.4,,,,2.0,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,1.0,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,0.5,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2020,2020,False
1628242-1628932-1629498-202658-203411,1611661319,"Emma Cannon, A'ja Wilson, Jackie Young, Danielle Robinson, Sugar Rodgers","Cannon, Wilson, Young, Robinson, Rodgers",1628242-1628932-1629498-202658-203411,LVA,481.0,4,8.0,-9.0,18.0,16.0,12.0,8.0,3.0,34,1.0,1.0,,5.0,4.0,2.0,3.0,11.0,4.0,9.0,18.0,,1.0,,2.0,7.0,2.0,4.0,6.0,,3.0,4.0,1.0,,9.0,2.0,3.0,3.0,3.0,6.0,2.0,6.0,9.0,4.0,12.0,1.0,1.0,0.2727272727272727,,0.2857142857142857,0.3,,0.2222222222222222,0.28125,,0.2,0.26666666666666666,1.0,0.25,0.6,0.3,0.4,1.0,101.78794178794178,13.833333333333334,14.5,13.333333333333334,14.375,0.06666666666666667,1.0,1.0,1.0,0.3333333333333333,,,,0.26666666666666666,0.2222222222222222,0.3333333333333333,0.44128214285714285,0.3611,0.45044375,,0.4444444444444444,11.336363636363636,28.325,0.6666666666666666,3.0,,,3.0,6.0,,,,,,0.5,1.0,,5.0,0.3333333333333333,2.0,1.0,1.0,,3.0,,4.0,1.0,1.0,1.0,1.0,0.25,0.25,,0.4,0.4,0.25,0.25,1.0,0.25,,1.0,1.0,,,,,,1.0,,,4.0,1.0,3.0,3.0,5.0,1.0,,2.0,,,1.0,,1.0,,,,,0.5,,0.5,,,,0.1111111111111111,1.0,,,2.0,1.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2020,2020,False
