EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,SecondChanceOffPoss,TotalPoss,FtPoints,Points,SecondChanceFtPoints,SecondChancePoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,TsPct,SecondChanceTsPct,Pace,SecondsPerPossOff,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Minutes,DefPoss,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Avg3ptShotDistance,SecondChanceTurnovers,Blocked3s,BlockedCorner3,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,OffCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Technical Free Throw Trips,HeaveAttempts,FTOffRebounds,FTDefRebounds,LostBallSteals,BlockedShortMidRange,DefFTReboundPct,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,PtsUnassisted3s,Transition Take Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,BlockedArc3,Charge Fouls,3SecondViolations,Transition Take Fouls Drawn,BlockedLongMidRange,team_id,year,season,team_vs
1627669-1629488-1630150-1630389-1642289,1611661329,"Moriah Jefferson, Brianna Turner, Chennedy Carter, Dana Evans, Kamilla Cardoso","Jefferson, Turner, Carter, Evans, Cardoso",1627669-1629488-1630150-1630389-1642289,CHI,3.0,1,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,480.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,True
1628890-1629488-1630150-1630389-204330,1611661329,"Diamond DeShields, Brianna Turner, Chennedy Carter, Dana Evans, Isabelle Harrison","DeShields, Turner, Carter, Evans, Harrison",1628890-1629488-1630150-1630389-204330,CHI,138.0,1,-8.0,4.0,,8.0,,2.0,,,1.0,2.0,1.0,0.3333333333333333,,83.47826086956522,16.25,0.3333333333333333,0.3333333333333333,,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,10.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.3333333333333333,1.0,18.25,16.25,15.25,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5374,0.5374,1.0,3.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,True
1628263-1630150-1630446-1642289-204330,1611661329,"Lindsay Allen, Chennedy Carter, Michaela Onyenwere, Kamilla Cardoso, Isabelle Harrison","Allen, Carter, Onyenwere, Cardoso, Harrison",1628263-1630150-1630446-1642289-204330,CHI,2526.0,4,10.0,84.0,11.0,168.0,11.0,95.0,4.0,10.0,23.0,14.0,7.0,0.5523255813953488,0.38461538461538464,95.77197149643705,14.845238095238095,0.08235294117647059,0.12280701754385964,0.10526315789473684,42.0,84.0,18.0,9.0,15.0,24.0,4.0,4.0,16.0,27.0,52.0,85.0,6.0,12.0,18.0,36.0,18.0,28.0,10.0,66.0,5.0,,13.0,4.0,9.0,19.0,,85.0,18.0,18.0,,0.6666666666666666,0.6923076923076923,0.5192307692307693,0.5,0.525,0.46875,0.5294117647058824,0.38461538461538464,15.226190476190476,14.19047619047619,15.0,0.3,0.625,0.6521739130434783,0.6666666666666666,0.2,0.25,1.0,0.65,0.53761,0.485634375,0.18947368421052632,7.511538461538462,0.21428571428571427,2.0,5.0,3.0,9.0,12.0,3.0,6.0,1.0,7.0,22.0,2.0,1.0,4.0,10.0,28.0,3.0,8.0,3.0,1.0,4.0,3.0,18.0,30.0,2.0,22.0,7.0,2.0,10.0,7.0,3.0,2.0,6.0,3.0,12.0,4.0,23.0,27.0,15.0,42.0,2.0,5.0,5.0,3.0,5.0,8.0,1.0,4.0,4.0,4.0,2.0,1.0,6.0,6.0,6.0,3.0,1.0,1.0,0.35714285714285715,0.25,0.35714285714285715,0.375,0.2727272727272727,0.35,0.038461538461538464,0.041666666666666664,0.0625,0.696969696969697,0.48,1.0,0.16666666666666666,0.7297297297297297,0.3488372093023256,0.4444444444444444,0.5384615384615384,0.3333333333333333,0.2,0.5333333333333333,1.0,0.625,1.0,1.0,0.04878048780487805,0.5,0.1875,0.2,0.6666666666666666,0.15,0.75,0.75,0.6666666666666666,0.075,0.5,0.5,1.0,0.275,0.3181818181818182,0.3181818181818182,1.0,0.45454545454545453,0.4,0.09090909090909091,0.18181818181818182,0.25,0.25,0.3181818181818182,0.6190111111111112,23.860714285714288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,True
1627669-1628263-1629488-1630389-204330,1611661329,"Moriah Jefferson, Lindsay Allen, Brianna Turner, Dana Evans, Isabelle Harrison","Jefferson, Allen, Turner, Evans, Harrison",1627669-1628263-1629488-1630389-204330,CHI,278.0,1,-1.0,8.0,1.0,17.0,1.0,9.0,,,3.0,2.0,1.0,0.5625,,88.05755395683452,17.5,0.125,0.125,,5.0,9.0,3.0,,3.0,5.0,2.0,2.0,1.0,4.0,7.0,10.0,2.0,2.0,5.0,6.0,3.0,3.0,3.0,6.0,,,1.0,,1.0,1.0,,9.0,5.0,3.0,,0.75,0.75,0.5714285714285714,1.0,0.5714285714285714,1.0,0.8333333333333334,,15.333333333333334,17.25,13.333333333333334,0.7142857142857143,0.6,0.75,1.0,0.14285714285714285,1.0,1.0,0.7142857142857143,0.6034428571428572,0.75235,0.5555555555555556,4.714285714285714,0.375,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,2.0,,,,,2.0,,,,,,,1.0,1.0,2.0,3.0,1.0,4.0,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,0.2857142857142857,0.2,,1.0,0.5,0.5,,0.75,0.5,,,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,0.14285714285714285,,,,,,,,,,,,1.0,,,,,,,0.7946,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,True
1627671-1628263-1628273-1629488-1642289,1611661329,"Rachel Banham, Lindsay Allen, Kaela Davis, Brianna Turner, Kamilla Cardoso","Banham, Allen, Davis, Turner, Cardoso",1627671-1628263-1628273-1629488-1642289,CHI,106.0,1,-3.0,3.0,1.0,7.0,,2.0,,,,,,0.2,,95.09433962264151,24.333333333333332,,,,2.0,4.0,,,1.0,2.0,,,,1.0,3.0,5.0,,,,2.0,1.0,1.0,1.0,2.0,,,1.0,,,,,2.0,,,,1.0,1.0,0.3333333333333333,,0.2,,,,8.25,19.666666666666668,8.25,0.4,0.5,1.0,1.0,,,,0.8,0.53739,,,6.533333333333334,,,1.0,,,1.0,,1.0,,,1.0,,,,,2.0,,2.0,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,,1.0,2.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,0.4,0.3333333333333333,0.5,,,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,,,1.0,,,,,1.0,,,,,,0.2,,,,0.2,,,,0.2,,,,0.5,,,,,,,0.4988,23.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,True
1627671-1628263-1629488-1630446-1642289,1611661329,"Rachel Banham, Lindsay Allen, Brianna Turner, Michaela Onyenwere, Kamilla Cardoso","Banham, Allen, Turner, Onyenwere, Cardoso",1627671-1628263-1629488-1630446-1642289,CHI,204.0,1,6.0,6.0,1.0,12.0,2.0,12.0,,2.0,2.0,2.0,1.0,0.8571428571428571,1.0,84.70588235294117,17.0,0.14285714285714285,0.25,0.16666666666666666,3.0,6.0,,,,,,,2.0,2.0,3.0,6.0,,,,2.0,1.0,3.0,,8.0,,,,,1.0,1.0,,10.0,,,,0.5,0.5,0.6666666666666666,,0.8333333333333334,,,,17.0,15.166666666666666,17.0,,,,,0.3333333333333333,,,0.5,0.4489,,,12.033333333333333,,,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,,,,2.0,3.0,1.0,1.0,,,,,2.0,6.0,,2.0,1.0,,2.0,1.0,1.0,1.0,,1.0,,,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,1.0,0.6666666666666666,,0.6666666666666666,1.0,1.0,0.5,,,,1.0,,,1.0,1.0,0.5,,,,1.0,,1.0,1.0,,,,,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,,,,,,,0.5,,23.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,True
1627671-1628890-1630389-1630446-204330,1611661329,"Rachel Banham, Diamond DeShields, Dana Evans, Michaela Onyenwere, Isabelle Harrison","Banham, DeShields, Evans, Onyenwere, Harrison",1627671-1628890-1630389-1630446-204330,CHI,128.0,1,3.0,4.0,1.0,8.0,2.0,8.0,,2.0,1.0,2.0,1.0,0.8,1.0,90.0,14.5,0.2,0.25,0.25,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,,3.0,3.0,5.0,2.0,2.0,4.0,6.0,3.0,3.0,3.0,6.0,,,,,,,,6.0,4.0,2.0,,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,,17.5,13.0,17.5,0.75,1.0,1.0,1.0,,0.6666666666666666,1.0,1.0,0.5745125,0.5665833333333333,0.5,2.3333333333333335,0.5,1.0,1.0,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25,,,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.25,,,,1.0,1.0,,,0.3333333333333333,,,,23.7,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,True
1627669-1630150-1630389-1630446-1642289,1611661329,"Moriah Jefferson, Chennedy Carter, Dana Evans, Michaela Onyenwere, Kamilla Cardoso","Jefferson, Carter, Evans, Onyenwere, Cardoso",1627669-1630150-1630389-1630446-1642289,CHI,39.0,1,2.0,1.0,,2.0,,2.0,,,1.0,,,1.0,,73.84615384615384,24.0,,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,2.0,,,,1.0,1.0,1.0,,1.0,,,,15.0,24.0,15.0,1.0,1.0,1.0,1.0,,,,1.0,0.5758,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,True
1627671-1628263-1630389-1630446-1642289,1611661329,"Rachel Banham, Lindsay Allen, Dana Evans, Michaela Onyenwere, Kamilla Cardoso","Banham, Allen, Evans, Onyenwere, Cardoso",1627671-1628263-1630389-1630446-1642289,CHI,19.0,1,,,,1.0,,,,,1.0,,,,,75.78947368421053,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,True
1629488-1630150-1630389-1630446-1642289,1611661329,"Brianna Turner, Chennedy Carter, Dana Evans, Michaela Onyenwere, Kamilla Cardoso","Turner, Carter, Evans, Onyenwere, Cardoso",1629488-1630150-1630389-1630446-1642289,CHI,252.0,2,3.0,7.0,1.0,13.0,,7.0,,3.0,1.0,,,0.875,1.5,74.28571428571428,16.0,,,0.42857142857142855,4.0,6.0,,,,,,,2.0,2.0,3.0,4.0,,,,4.0,2.0,3.0,,7.0,2.0,,4.0,,,1.0,,4.0,,,,1.0,1.0,0.6666666666666666,,0.875,,,0.5,23.333333333333332,15.714285714285714,23.0,,,,,0.5,,,0.25,0.4479875,,,12.566666666666668,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,3.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,3.0,1.0,4.0,1.0,5.0,1.0,,,1.0,2.0,2.0,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.5,0.25,,,,0.5,1.0,1.0,,0.8,1.0,,1.0,,,0.5,,,1.0,1.0,1.0,,0.5,0.5,1.0,0.25,1.0,1.0,1.0,,,,,0.25,1.0,1.0,1.0,,,,1.0,,,1.0,0.64935,23.6,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,True
