EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,LongMidRangeFGA,FtPoints,Fg2aBlocked,ShortMidRangeAssists,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,LongMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsPutbacks,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Offensive Fouls,Offensive Fouls Drawn,Defensive 3 Seconds Violations,SecondChanceShotQualityAvg,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,LongMidRangeAssists,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,AtRimPctBlocked,Charge Fouls,LostBallTurnovers,FTDefRebounds,Travels,LongMidRangePctBlocked,DefFTReboundPct,SecondChanceArc3FGA,SelfOReb,LostBallSteals,ThreePtShootingFoulsDrawn,BlockedLongMidRange,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,BlockedAtRim,PenaltyArc3FGM,PenaltyFG3M,StepOutOfBoundsTurnovers,PenaltyFg3Pct,PenaltyArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PtsUnassisted3s,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,3SecondViolations,NonShootingPenaltyNonTakeFouls,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockedCorner3,HeaveAttempts,Transition Take Fouls Drawn,team_id,year,season,team_vs
1627675-1628508-1628899-1629483-1629524,1611661324,"Courtney Williams, Cecilia Zandalasini, Myisha Hines-Allen, Napheesa Collier, Bridget Carleton","Williams, Zandalasini, Hines-Allen, Collier, Carleton",1627675-1628508-1628899-1629483-1629524,MIN,120.0,1,2.0,2.0,4.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,7.0,0.5,0.5,1.0,0.5,0.5,1.0,0.875,0.875,0.5,1.0,1.0,1.0,96.0,15.0,15.0,15.0,15.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,0.5,0.5,0.5,1.0,0.75,0.5,0.5178875,4.3,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,False
1627675-1628508-1628899-1629483-1629567,1611661324,"Courtney Williams, Cecilia Zandalasini, Myisha Hines-Allen, Napheesa Collier, Natisha Hiedeman","Williams, Zandalasini, Hines-Allen, Collier, Hiedeman",1627675-1628508-1628899-1629483-1629567,MIN,198.0,1,3.0,-1.0,8.0,6.0,14.0,1.0,2.0,1.0,3.0,,,2.0,6.0,,,5.0,6.0,4.0,,,,,2.0,,2.0,,1.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,0.4166666666666667,,1.0,0.75,1.0,101.81818181818183,15.75,12.0,15.75,11.833333333333334,0.3333333333333333,0.5,0.5,1.0,0.5,0.3333333333333333,0.5,,,,,0.3333333333333333,,0.4303166666666667,7.583333333333333,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,False
1627675-1628508-1628899-1629483-203825,1611661324,"Courtney Williams, Cecilia Zandalasini, Myisha Hines-Allen, Napheesa Collier, Kayla McBride","Williams, Zandalasini, Hines-Allen, Collier, McBride",1627675-1628508-1628899-1629483-203825,MIN,464.0,4,8.0,-7.0,13.0,13.0,26.0,3.0,4.0,1.0,3.0,,1.0,5.0,9.0,1.0,2.0,17.0,24.0,2.0,8.0,3.0,1.0,,1.0,1.0,2.0,,,5.0,1.0,5.0,8.0,13.0,0.2,0.25,1.0,0.5,0.5,0.5555555555555556,0.5909090909090909,0.6538461538461539,0.18181818181818182,0.16666666666666666,0.45454545454545453,0.2,80.6896551724138,15.153846153846153,20.53846153846154,14.846153846153847,17.076923076923077,0.36363636363636365,0.75,0.75,,0.2727272727272727,0.3333333333333333,0.5,0.09090909090909091,,,,0.5454545454545454,,0.4907272727272727,8.877777777777778,23.65,1.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,,3.0,3.0,6.0,2.0,4.0,,2.0,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.8,,1.0,0.18181818181818182,0.15384615384615385,0.18181818181818182,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,0.6,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.5,0.09090909090909091,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.4918166666666666,0.23529411764705882,0.23529411764705882,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,False
1627675-1628508-1628899-1629501-1629524,1611661324,"Courtney Williams, Cecilia Zandalasini, Myisha Hines-Allen, Alanna Smith, Bridget Carleton","Williams, Zandalasini, Hines-Allen, Smith, Carleton",1627675-1628508-1628899-1629501-1629524,MIN,134.0,2,2.0,-3.0,4.0,4.0,8.0,,,,,,3.0,,,,3.0,,3.0,,,,3.0,,,,,,,,,2.0,2.0,,,,,,,,,,1.0,,1.0,,85.97014925373134,14.75,18.75,14.75,18.75,,,,,,,,1.0,,,,1.0,,0.5546,,24.099999999999998,,,,,,2.0,,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,False
1627675-1628508-1628899-1629501-203825,1611661324,"Courtney Williams, Cecilia Zandalasini, Myisha Hines-Allen, Alanna Smith, Kayla McBride","Williams, Zandalasini, Hines-Allen, Smith, McBride",1627675-1628508-1628899-1629501-203825,MIN,50.0,1,1.0,-3.0,2.0,1.0,3.0,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.39999999999999,16.5,17.0,10.5,17.0,,,,,,,,,,,,,,0.3244,19.3,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,False
1627675-1628508-1629483-1629501-1629524,1611661324,"Courtney Williams, Cecilia Zandalasini, Napheesa Collier, Alanna Smith, Bridget Carleton","Williams, Zandalasini, Collier, Smith, Carleton",1627675-1628508-1629483-1629501-1629524,MIN,119.0,1,2.0,2.0,5.0,4.0,9.0,,,,,,,1.0,1.0,1.0,1.0,7.0,5.0,,2.0,3.0,,,,1.0,1.0,,,3.0,1.0,1.0,1.0,7.0,,,1.0,1.0,1.0,1.0,1.25,1.1666666666666667,0.5,1.0,1.0,1.0,108.90756302521008,13.6,12.75,13.0,12.75,,,,,,,,,,,,0.5,,0.472175,18.4,23.6,,1.0,2.0,,,,1.0,1.0,,,1.0,,,1.0,2.0,,1.0,,,1.0,,,,0.5,0.3333333333333333,0.5,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,False
1627675-1628508-1629483-1629501-203825,1611661324,"Courtney Williams, Cecilia Zandalasini, Napheesa Collier, Alanna Smith, Kayla McBride","Williams, Zandalasini, Collier, Smith, McBride",1627675-1628508-1629483-1629501-203825,MIN,436.0,4,7.0,-2.0,16.0,15.0,31.0,1.0,1.0,1.0,5.0,,4.0,4.0,11.0,1.0,6.0,13.0,15.0,2.0,6.0,3.0,4.0,,1.0,1.0,2.0,,,5.0,2.0,6.0,9.0,8.0,0.25,0.25,1.0,0.16666666666666666,0.16666666666666666,0.36363636363636365,0.3235294117647059,0.3611111111111111,0.35294117647058826,0.6666666666666666,0.75,,102.38532110091744,14.5625,13.533333333333333,12.8125,13.4,0.058823529411764705,1.0,1.0,,0.29411764705882354,0.2,0.2,0.23529411764705882,,,,0.4117647058823529,,0.446365625,12.227272727272727,26.383333333333336,3.0,5.0,2.0,,,4.0,,,2.0,,2.0,2.0,3.0,4.0,4.0,2.0,2.0,,,,0.8,1.0,,0.29411764705882354,0.11764705882352941,0.18181818181818182,4.0,2.0,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,,5.0,1.0,1.0,2.0,3.0,,1.0,,3.0,3.0,2.0,2.0,,,,,,,3.0,4.0,0.3333333333333333,1.0,0.625,0.3333333333333333,0.625,0.375,0.5,,0.3,,1.0,,1.0,,,0.4,0.4,0.11764705882352941,0.5,0.5,1.0,,,0.3333333333333333,1.0,0.6666666666666666,0.540325,0.38461538461538464,0.23076923076923078,0.25,1.0,,,0.4428375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,False
1627675-1628508-1629483-1629524-1641657,1611661324,"Courtney Williams, Cecilia Zandalasini, Napheesa Collier, Bridget Carleton, Dorka Juhász","Williams, Zandalasini, Collier, Carleton, Juhász",1627675-1628508-1629483-1629524-1641657,MIN,146.0,1,2.0,-1.0,4.0,4.0,8.0,,,,,,2.0,,2.0,,2.0,1.0,2.0,,,,2.0,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,0.1,0.5,1.0,1.0,1.0,78.9041095890411,20.5,16.0,20.5,16.0,,,,,,,,0.5,,,,0.5,,0.490375,15.05,25.15,,2.0,1.0,,,1.0,,,,,,,1.0,2.0,2.0,,1.0,,,,1.0,1.0,,0.5,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,False
1627675-1628508-1629483-1629524-203825,1611661324,"Courtney Williams, Cecilia Zandalasini, Napheesa Collier, Bridget Carleton, Kayla McBride","Williams, Zandalasini, Collier, Carleton, McBride",1627675-1628508-1629483-1629524-203825,MIN,146.0,1,2.0,-4.0,4.0,4.0,8.0,1.0,2.0,1.0,2.0,,,2.0,4.0,,,4.0,8.0,,4.0,,,,,,,,,,,,,4.0,,,,,,0.5,0.5,0.5,,,,,78.9041095890411,22.25,14.25,22.25,14.25,0.5,0.5,0.5,,0.5,0.5,0.5,,,,,0.5,,0.445425,6.225,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,2.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,0.5606,,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,False
1627675-1628508-1629483-1641657-203825,1611661324,"Courtney Williams, Cecilia Zandalasini, Napheesa Collier, Dorka Juhász, Kayla McBride","Williams, Zandalasini, Collier, Juhász, McBride",1627675-1628508-1629483-1641657-203825,MIN,160.0,2,3.0,-5.0,4.0,4.0,8.0,,1.0,,2.0,1.0,1.0,,4.0,1.0,1.0,3.0,8.0,,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,,1.0,3.0,,,1.0,1.0,1.0,,0.3,0.3,0.2,,,,72.0,26.0,14.0,21.5,14.0,0.2,,,,0.4,,,0.2,1.0,1.0,1.0,0.4,1.0,0.45587999999999995,9.925,26.0,,1.0,,1.0,,,,,,,,2.0,2.0,,,,,0.25,,,,,,0.2,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.25,,0.25,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3896,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,False
