EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,PlusMinus,PenaltyDefPoss,NonShootingPenaltyNonTakeFouls,PenaltyOffPoss,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,DefThreePtRebounds,FTDefRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,FG3M,SecondChanceFG2A,PenaltyFG2M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,DeadBallTurnovers,SecondChanceTurnovers,Charge Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Travels,PtsUnassisted3s,Transition Take Fouls Drawn,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,Transition Take Fouls,team_id,year,season,team_vs
1628317-1630134-1631021-1631083-1631141,1611661322,"Karlie Samuelson, Sug Sutton, Sika Koné, Emily Engstler, Jade Melbourne","Samuelson, Sutton, Koné, Engstler, Melbourne",1628317-1630134-1631021-1631083-1631141,WAS,187.0,1,3.0,5.0,5.0,10,,1.0,1.0,2.0,7.0,4.0,2.0,1.0,2.0,,5.0,,,,,1.0,7.0,1.0,1.0,0.5,0.625,0.7,,,,77.00534759358288,14.4,23.0,14.4,23.0,0.25,,,,0.4738625,4.65,3.0,1.0,,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,,,,,,,1.0,2.0,1.0,7.0,5.0,1.0,0.7,0.5,,,,,0.5,0.5,0.75,0.4738625,1.0,26.25,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,0.5,0.5,0.5,0.625,,,,,,,,,,0.25,1.0,1.0,1.0,,,0.5,0.5,1.0,,0.25,1.0,,0.5,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2024,2024,False
1628878-1628899-1630459-1642210-203828,1611661322,"Ariel Atkins, Myisha Hines-Allen, DiDi Richards, Julie Vanloo, Stefanie Dolson","Atkins, Hines-Allen, Richards, Vanloo, Dolson",1628878-1628899-1630459-1642210-203828,WAS,2372.0,6,40.0,74.0,73.0,147,7.0,15.0,16.0,47.0,77.0,83.0,20.0,10.0,23.0,5.0,59.0,15.0,27.0,44.0,7.0,14.0,67.0,0.625,0.6666666666666666,0.3404255319148936,0.4797297297297297,0.4935897435897436,0.8333333333333334,0.8181818181818182,0.8,89.24114671163575,16.405405405405407,15.863013698630137,15.27027027027027,15.520547945205479,0.20270270270270271,0.4666666666666667,0.5,0.7142857142857143,0.526022972972973,7.074468085106383,-6.0,,,,25.0,,27.0,6.0,,,,,25.0,12.0,,3.0,1.0,13.0,,20.0,9.0,,,,,,0.36486486486486486,0.23076923076923078,,0.8,0.8,0.33783783783783783,,0.6756756756756757,,,25.177777777777777,,13.0,8.0,23.0,4.0,,,9.0,2.0,,12.0,13.0,7.0,,39.0,12.0,13.0,12.0,5.0,5.0,12.0,17.0,2.0,2.0,2.0,,2.0,10.0,2.0,,1.0,0.48148148148148145,0.48148148148148145,,,0.3870967741935484,0.35714285714285715,0.37777777777777777,0.4666666666666667,0.375,,0.875,0.8,0.05405405405405406,0.3108108108108108,0.34782608695652173,0.47058823529411764,0.625,0.12162162162162163,0.02702702702702703,0.48,0.48,1.0,0.36363636363636365,,,,0.48,1.0,1.0,1.0,,1.0,4.0,,2.0,1.0,4.0,3.0,10.0,,12.0,2.0,,8.0,1.0,,4.0,,,1.0,3.0,4.0,2.0,1.0,5.0,4.0,,,2.0,,,2.0,4.0,3.0,,0.25,,0.2857142857142857,0.3181818181818182,0.35714285714285715,0.1702127659574468,0.2608695652173913,0.06666666666666667,0.1111111111111111,0.25,0.38461538461538464,0.8,0.75,0.1111111111111111,0.125,,0.5,0.5,1.0,0.25,,0.36363636363636365,0.25,1.0,,0.58208125,0.0641025641025641,0.09803921568627451,0.12987012987012986,,,2.0,,,,,,,,,,,,,,,,,,,,1611661322,2024,2024,False
1628878-1630459-1631141-1642210-1642290,1611661322,"Ariel Atkins, DiDi Richards, Jade Melbourne, Julie Vanloo, Aaliyah Edwards","Atkins, Richards, Melbourne, Vanloo, Edwards",1628878-1630459-1631141-1642210-1642290,WAS,143.0,1,2.0,6.0,7.0,13,,3.0,,4.0,,6.0,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,1.0,,130.9090909090909,15.166666666666666,7.428571428571429,15.166666666666666,6.571428571428571,0.75,,,,0.41765,9.65,-6.0,,,1.0,,,,,1.0,,,,,2.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,1.0,1.0,,,,0.3623,,,0.16666666666666666,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2024,2024,False
1628278-1628279-1628317-1628899-1642290,1611661322,"Shatori Walker-Kimbrough, Brittney Sykes, Karlie Samuelson, Myisha Hines-Allen, Aaliyah Edwards","Walker-Kimbrough, Sykes, Samuelson, Hines-Allen, Edwards",1628278-1628279-1628317-1628899-1642290,WAS,87.0,1,1.0,2.0,3.0,5,,,,,,4.0,,,,,,,,,1.0,1.0,,,,,,,,,,82.75862068965517,27.5,10.666666666666666,27.5,7.333333333333333,,,,,0.50625,,-4.0,1.0,,,1.0,,1.0,,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,,1.0,,,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2024,2024,False
1628899-1630459-1631083-1631141-1642309,1611661322,"Myisha Hines-Allen, DiDi Richards, Emily Engstler, Jade Melbourne, Jakia Brown-Turner","Hines-Allen, Richards, Engstler, Melbourne, Brown-Turner",1628899-1630459-1631083-1631141-1642309,WAS,140.0,1,2.0,5.0,4.0,9,1.0,2.0,1.0,4.0,4.0,10.0,2.0,1.0,1.0,1.0,2.0,,,3.0,,1.0,,1.0,1.0,0.25,0.2,0.3333333333333333,,,,92.57142857142857,18.8,11.5,16.8,11.5,0.4,0.5,1.0,1.0,0.41041999999999995,13.275,-6.0,,,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,,1.0,,2.0,1.0,3.0,2.0,,2.0,3.0,,0.25,0.2,0.5,,,,0.2,0.3333333333333333,0.2,0.44803333333333334,0.5,24.4,0.6,2.0,,,,,,2.0,,,,,2.0,,,,,,,,3.0,3.0,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,0.75,,1.0,,,,,,,,,0.4,,,,,,,,,,,,,,,,,1.0,,,2.0,4.0,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,0.5,0.5,0.6666666666666666,0.25,,0.5,,1.0,,,,,,,,,,,,,,,,0.4209,0.16666666666666666,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661322,2024,2024,False
1628278-1630459-1631083-1631141-203828,1611661322,"Shatori Walker-Kimbrough, DiDi Richards, Emily Engstler, Jade Melbourne, Stefanie Dolson","Walker-Kimbrough, Richards, Engstler, Melbourne, Dolson",1628278-1630459-1631083-1631141-203828,WAS,588.0,5,10.0,18.0,19.0,37,,5.0,1.0,13.0,8.0,18.0,2.0,1.0,3.0,,8.0,6.0,8.0,10.0,1.0,4.0,6.0,1.0,1.0,0.07692307692307693,0.23529411764705882,0.23529411764705882,0.6666666666666666,0.6666666666666666,0.6,90.61224489795917,17.444444444444443,14.421052631578947,16.88888888888889,13.421052631578947,0.29411764705882354,,,,0.47227647058823535,9.853846153846153,-10.0,3.0,,,3.0,,4.0,,,,,,3.0,2.0,,1.0,,3.0,,1.0,,,,,,,0.23529411764705882,0.3333333333333333,,0.6666666666666666,0.5,0.17647058823529413,,0.4117647058823529,,,25.125,,2.0,1.0,3.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,,6.0,1.0,2.0,1.0,1.0,,2.0,2.0,,,,,1.0,2.0,,,1.0,0.5,0.5,,,0.16666666666666666,,0.14285714285714285,0.5,0.2,,1.0,0.5,,0.17647058823529413,0.3333333333333333,0.5,1.0,0.29411764705882354,0.058823529411764705,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,0.3333333333333333,1.0,,1.0,,,,,1.0,,,,2.0,,,,,2.0,1.0,,1.0,,,1.0,,,1.0,,,2.0,,,1.0,,,1.0,2.0,1.0,,,,0.5,0.5,0.5,0.15384615384615385,0.3333333333333333,0.2,,,,1.0,0.5,,,,1.0,1.0,1.0,1.0,,,,,,0.56335,,,0.25,,,,,,,1.0,,,,,,,,,,,,,,,,1611661322,2024,2024,False
1628878-1628899-1642210-1642290-203828,1611661322,"Ariel Atkins, Myisha Hines-Allen, Julie Vanloo, Aaliyah Edwards, Stefanie Dolson","Atkins, Hines-Allen, Vanloo, Edwards, Dolson",1628878-1628899-1642210-1642290-203828,WAS,307.0,1,5.0,10.0,11.0,21,3.0,3.0,5.0,6.0,13.0,13.0,8.0,4.0,5.0,2.0,11.0,,1.0,1.0,2.0,2.0,13.0,0.8,0.8,0.8333333333333334,0.7222222222222222,0.7222222222222222,,1.0,,98.50162866449512,14.6,14.636363636363637,14.6,14.636363636363637,0.3333333333333333,1.0,1.0,0.6666666666666666,0.42765555555555557,7.25,,7.0,,,2.0,,3.0,,,,,,2.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,0.3333333333333333,1.0,,1.0,,0.2222222222222222,,0.5555555555555556,,,27.766666666666666,,,2.0,2.0,,,,1.0,1.0,,,1.0,,,3.0,,1.0,,2.0,,,,,1.0,,1.0,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,0.2222222222222222,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2024,2024,False
1628278-1628317-1628878-1631022-1642290,1611661322,"Shatori Walker-Kimbrough, Karlie Samuelson, Ariel Atkins, Shakira Austin, Aaliyah Edwards","Walker-Kimbrough, Samuelson, Atkins, Austin, Edwards",1628278-1628317-1628878-1631022-1642290,WAS,152.0,2,3.0,4.0,4.0,8,,1.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,,2.0,,1.0,2.0,,,4.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,,1.0,,75.78947368421053,15.75,22.25,14.0,22.25,0.3333333333333333,,,,0.4497333333333333,7.133333333333333,2.0,3.0,,4.0,,,,,3.0,,,4.0,,1.0,,,,1.0,1.0,,,,4.0,4.0,,0.6666666666666666,,,,1.0,1.0,,,0.3333333333333333,0.4497333333333333,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,2.0,,,,,1.0,,,1.0,,,,,,1.0,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,0.3333333333333333,1.0,,,,1.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.2827,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1611661322,2024,2024,False
1628278-1628899-1630459-1631141-203828,1611661322,"Shatori Walker-Kimbrough, Myisha Hines-Allen, DiDi Richards, Jade Melbourne, Stefanie Dolson","Walker-Kimbrough, Hines-Allen, Richards, Melbourne, Dolson",1628278-1628899-1630459-1631141-203828,WAS,170.0,3,3.0,4.0,4.0,8,,1.0,,1.0,4.0,5.0,,,1.0,,3.0,1.0,1.0,1.0,,1.0,4.0,,,,0.75,0.6666666666666666,0.5,0.5,1.0,67.76470588235294,16.0,26.5,16.0,25.75,0.5,,,,0.5418,4.3,-1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,1.0,2.0,,1.0,1.0,,0.5,0.5,,,,,,,0.5,,0.25,23.2,0.25,,,,,,,,1.0,,,1.0,,,3.0,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2024,2024,False
1628317-1628878-1628899-1630459-203828,1611661322,"Karlie Samuelson, Ariel Atkins, Myisha Hines-Allen, DiDi Richards, Stefanie Dolson","Samuelson, Atkins, Hines-Allen, Richards, Dolson",1628317-1628878-1628899-1630459-203828,WAS,22.0,1,,1.0,,1,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,65.45454545454545,13.0,,13.0,,1.0,,,,0.5154,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2024,2024,False
1628278-1628317-1628899-1630459-1642290,1611661322,"Shatori Walker-Kimbrough, Karlie Samuelson, Myisha Hines-Allen, DiDi Richards, Aaliyah Edwards","Walker-Kimbrough, Samuelson, Hines-Allen, Richards, Edwards",1628278-1628317-1628899-1630459-1642290,WAS,,1,,,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1146,,,1.0,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,0.1146,,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2024,2024,False
1628278-1628878-1630459-1631022-203828,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, DiDi Richards, Shakira Austin, Stefanie Dolson","Walker-Kimbrough, Atkins, Richards, Austin, Dolson",1628278-1628878-1630459-1631022-203828,WAS,249.0,1,4.0,8.0,8.0,16,,,,2.0,6.0,8.0,,,1.0,,3.0,,2.0,4.0,,1.0,4.0,,,,0.21428571428571427,0.3333333333333333,,1.0,,92.5301204819277,18.25,12.875,16.875,12.875,,,,,0.4603428571428571,18.65,-2.0,5.0,,4.0,4.0,1.0,5.0,3.0,1.0,2.0,,3.0,4.0,2.0,,1.0,1.0,2.0,1.0,2.0,4.0,,3.0,4.0,,0.5,0.7142857142857143,0.5,,1.0,1.0,0.5714285714285714,0.3333333333333333,0.7142857142857143,0.4072,0.5,24.759999999999998,0.5,2.0,,,,,,2.0,1.0,1.0,,1.0,,,3.0,,1.0,,,1.0,1.0,2.0,1.0,3.0,1.0,2.0,,1.0,,,1.0,0.2,0.2,,0.5,0.5,0.25,0.3333333333333333,,0.5,,,,0.16666666666666666,,,,,0.2857142857142857,0.14285714285714285,,,,,,,0.3333333333333333,,,,1.0,,,1.0,,,,1.0,2.0,2.0,1.0,,,,,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,0.5,,,0.5,,,,,,0.25,,,,,,1.0,1.0,1.0,,,1.0,,,,,0.2222222222222222,0.5,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1611661322,2024,2024,False
1628278-1628899-1630459-1642210-203828,1611661322,"Shatori Walker-Kimbrough, Myisha Hines-Allen, DiDi Richards, Julie Vanloo, Stefanie Dolson","Walker-Kimbrough, Hines-Allen, Richards, Vanloo, Dolson",1628278-1628899-1630459-1642210-203828,WAS,381.0,2,6.0,15.0,15.0,30,1.0,1.0,4.0,5.0,16.0,16.0,6.0,3.0,5.0,1.0,12.0,1.0,4.0,4.0,1.0,3.0,16.0,0.75,0.75,0.8,0.6363636363636364,0.6153846153846154,0.5,0.6,,113.38582677165356,11.8,13.6,11.8,12.2,0.09090909090909091,1.0,1.0,1.0,0.55123,3.7,,4.0,1.0,4.0,4.0,1.0,6.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,,,2.0,,2.0,4.0,,4.0,4.0,,0.5,0.5454545454545454,,1.0,0.6666666666666666,0.5,0.36363636363636365,0.5,0.9090909090909091,0.6911,0.25,27.46666666666667,0.26666666666666666,,3.0,4.0,,1.0,1.0,,2.0,,1.0,2.0,,1.0,6.0,1.0,2.0,1.0,2.0,,,,,1.0,1.0,,,2.0,,,1.0,0.3333333333333333,0.4,1.0,0.5,,,,,,,1.0,,,0.36363636363636365,0.75,0.75,0.6666666666666666,,0.18181818181818182,0.25,0.25,1.0,,0.5,1.0,,0.3333333333333333,,,1.0,,,,,,,,,,,2.0,,1.0,,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.5,0.5,1.0,,,,,,,,0.15384615384615385,0.2857142857142857,,,,1.0,,,,,,,,,,,,,,,,,,,,1611661322,2024,2024,False
1628317-1628878-1631022-1642210-1642290,1611661322,"Karlie Samuelson, Ariel Atkins, Shakira Austin, Julie Vanloo, Aaliyah Edwards","Samuelson, Atkins, Austin, Vanloo, Edwards",1628317-1628878-1631022-1642210-1642290,WAS,338.0,2,6.0,11.0,11.0,22,1.0,2.0,2.0,3.0,7.0,11.0,2.0,1.0,1.0,,2.0,,,,,2.0,6.0,0.5,0.5,0.6666666666666666,0.4,0.4375,,,,93.72781065088756,16.181818181818183,14.545454545454545,15.0,13.545454545454545,0.4,0.5,0.5,,0.417,11.299999999999999,-4.0,5.0,2.0,5.0,2.0,,2.0,3.0,3.0,,,4.0,2.0,,,,,3.0,2.0,5.0,6.0,,4.0,5.0,,0.5,0.4,,,,,0.4,,0.4,0.3813,0.5714285714285714,26.75,0.45454545454545453,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,3.0,2.0,1.0,,3.0,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,0.2,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,2.0,,,,,1.0,,,,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,0.5,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.375,0.5,0.14285714285714285,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1611661322,2024,2024,False
1628278-1628878-1628899-1631083-1631141,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, Myisha Hines-Allen, Emily Engstler, Jade Melbourne","Walker-Kimbrough, Atkins, Hines-Allen, Engstler, Melbourne",1628278-1628878-1628899-1631083-1631141,WAS,647.0,5,11.0,23.0,23.0,46,1.0,5.0,5.0,12.0,20.0,23.0,6.0,3.0,5.0,,12.0,4.0,8.0,10.0,,3.0,18.0,0.6,0.6,0.4166666666666667,0.4444444444444444,0.47619047619047616,0.8,0.8,0.8,102.38021638330757,14.217391304347826,13.91304347826087,14.043478260869565,13.565217391304348,0.2777777777777778,0.2,0.25,,0.45942500000000003,9.65,-3.0,15.0,3.0,7.0,3.0,1.0,6.0,4.0,5.0,2.0,2.0,4.0,3.0,4.0,,2.0,,3.0,,4.0,6.0,1.0,4.0,7.0,1.0,0.25,0.3333333333333333,0.6666666666666666,,0.8,0.75,0.16666666666666666,0.14285714285714285,0.5,0.4809571428571428,0.2,24.21666666666667,0.30434782608695654,1.0,2.0,3.0,,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,3.0,3.0,,2.0,1.0,,,1.0,0.3333333333333333,0.3333333333333333,0.2,0.14285714285714285,0.14285714285714285,0.25,0.18181818181818182,,,0.5,,,,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,,0.2857142857142857,0.5,0.14285714285714285,0.3333333333333333,,2.0,1.0,,,,,,,,2.0,2.0,,4.0,,,1.0,1.0,2.0,,,,,,,,,2.0,1.0,,,,,,1.0,1.0,,,,,,,0.5,0.08333333333333333,,0.2,,0.25,,1.0,,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.1,0.14285714285714285,0.1,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1611661322,2024,2024,False
1628278-1628878-1631141-1642210-1642290,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, Jade Melbourne, Julie Vanloo, Aaliyah Edwards","Walker-Kimbrough, Atkins, Melbourne, Vanloo, Edwards",1628278-1628878-1631141-1642210-1642290,WAS,65.0,2,1.0,3.0,2.0,5,,,,,,4.0,,,,,,,,,,,,,,,,,,,,110.76923076923077,11.0,16.0,11.0,15.0,,,,,0.31725,,-4.0,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,,2.0,,,,,,1.0,,,1.0,0.5,,,,1.0,1.0,1.0,0.31725,,26.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2024,2024,False
1631083-1631141-1642210-1642290-1642309,1611661322,"Emily Engstler, Jade Melbourne, Julie Vanloo, Aaliyah Edwards, Jakia Brown-Turner","Engstler, Melbourne, Vanloo, Edwards, Brown-Turner",1631083-1631141-1642210-1642290-1642309,WAS,24.0,1,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,24.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2024,2024,False
