EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,FG2M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,FTDefRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,PenaltyFg3Pct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,PtsUnassisted2s,BlockedLongMidRange,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangeAssists,SecondChanceTurnovers,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFGA,SecondChanceFG2A,Travels,Charge Fouls,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2M,PtsPutbacks,Arc3Assists,SelfOReb,Offensive Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,OffLongMidRangeReboundPct,SelfORebPct,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyArc3Accuracy,LongMidRangeFGM,LongMidRangeAssists,LostBallTurnovers,Offensive Fouls Drawn,Transition Take Fouls Drawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceFG3M,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,DefCorner3ReboundPct,LongMidRangePctBlocked,SecondChanceArc3FGM,LostBallOutOfBoundsTurnovers,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,Transition Take Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,3SecondViolations,HeaveAttempts,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1627668-1629477-1629568-202664-204335,1611661313,"Breanna Stewart, Sabrina Ionescu, Kennedy Burke, Courtney Vandersloot, Betnijah Laney-Hamilton","Stewart, Ionescu, Burke, Vandersloot, Laney-Hamilton",1627668-1629477-1629568-202664-204335,NYL,155.0,3,3.0,-4.0,7.0,9.0,4.0,1.0,16,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,5.0,9.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,0.25,0.25,0.21428571428571427,0.3125,0.5,0.5714285714285714,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,148.64516129032256,12.142857142857142,7.777777777777778,10.285714285714286,6.666666666666667,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.3333333333333333,0.48482857142857144,0.4692,0.125,0.25,0.4,9.066666666666666,25.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,False
1629568-1630142-1641602-1642301-203866,1611661313,"Kennedy Burke, Leonie Fiebich, Ivana Dojkic, Marquesha Davis, Kayla Thornton","Burke, Fiebich, Dojkic, Davis, Thornton",1629568-1630142-1641602-1642301-203866,NYL,354.0,3,6.0,3.0,13.0,12.0,10.0,,25,2.0,2.0,1.0,1.0,,,2.0,5.0,1.0,3.0,2.0,9.0,6.0,,,,,2.0,,,,,,6.0,9.0,,9.0,1.0,,,,3.0,3.0,5.0,2.0,2.0,,9.0,0.3333333333333333,0.3333333333333333,0.4375,0.5,,0.375,,,,0.8571428571428571,,,,0.8571428571428571,,,,0.75,,101.69491525423729,13.846153846153847,14.5,13.846153846153847,12.666666666666666,0.25,0.25,0.125,0.125,0.25,,,,0.625,,0.5007,,,,,8.559999999999999,24.766666666666666,8.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,7.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,7.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,7.0,8.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.4,0.5,0.5,0.5833333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.2,1.0,0.4,0.5143,0.7777777777777778,0.6153846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,False
1627668-1627673-1629477-1629568-204335,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Kennedy Burke, Betnijah Laney-Hamilton","Stewart, Jones, Ionescu, Burke, Laney-Hamilton",1627668-1627673-1629477-1629568-204335,NYL,127.0,1,2.0,,4.0,4.0,,1.0,8,,1.0,1.0,1.0,,,1.0,2.0,,2.0,2.0,4.0,4.0,,2.0,2.0,,1.0,,,1.0,,,2.0,2.0,1.0,3.0,,,,,,,,2.0,2.0,1.0,2.0,,,0.25,0.4,1.0,0.5,,,,0.6666666666666666,,,0.5,0.6666666666666666,0.3333333333333333,,,,,90.70866141732283,11.25,20.5,11.25,20.0,,0.25,0.25,0.25,0.25,,,,0.5,,0.4785625,,0.2,0.3333333333333333,0.5,13.35,24.05,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,0.5,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,False
1627668-1629477-1630142-1631055-1641602,1611661313,"Breanna Stewart, Sabrina Ionescu, Leonie Fiebich, Nyara Sabally, Ivana Dojkic","Stewart, Ionescu, Fiebich, Sabally, Dojkic",1627668-1629477-1630142-1631055-1641602,NYL,178.0,2,3.0,-6.0,6.0,6.0,,1.0,12,,2.0,1.0,,,,1.0,3.0,,1.0,,2.0,8.0,,,,,1.0,,1.0,,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,2.0,,,0.25,0.25,,0.25,0.3333333333333333,,0.3333333333333333,,0.5,,,,0.3333333333333333,,,,,97.07865168539325,15.5,14.166666666666666,15.5,14.166666666666666,,0.5,0.25,,0.25,,,,0.25,,0.51605,,,,,7.8999999999999995,29.3,6.0,,,,,,,1.0,1.0,1.0,3.0,,1.0,,2.0,2.0,,1.0,,1.0,,,2.0,,1.0,1.0,2.0,3.0,,,1.0,,,1.0,,2.0,6.0,,,1.0,1.0,,,0.3333333333333333,0.3333333333333333,0.25,0.25,,,,,,,,,,,,,,,0.25,0.51605,1.0,1.0,1.0,,1.0,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,False
1627673-1629477-1630142-202664-203866,1611661313,"Jonquel Jones, Sabrina Ionescu, Leonie Fiebich, Courtney Vandersloot, Kayla Thornton","Jones, Ionescu, Fiebich, Vandersloot, Thornton",1627673-1629477-1630142-202664-203866,NYL,16.0,1,,,1.0,,,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,90.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,False
1627668-1627673-1629477-1629568-1630142,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Kennedy Burke, Leonie Fiebich","Stewart, Jones, Ionescu, Burke, Fiebich",1627668-1627673-1629477-1629568-1630142,NYL,331.0,3,6.0,-10.0,9.0,12.0,5.0,1.0,21,1.0,4.0,,,,,1.0,5.0,,1.0,,2.0,12.0,,,,,1.0,,1.0,,1.0,1.0,3.0,4.0,1.0,5.0,,,1.0,1.0,4.0,2.0,3.0,1.0,,,2.0,,,0.16666666666666666,0.16666666666666666,,0.16666666666666666,0.2,,0.25,1.0,0.25,1.0,,1.0,0.2,,,1.0,1.0,91.3595166163142,12.666666666666666,18.083333333333332,12.555555555555555,18.083333333333332,0.16666666666666666,0.6666666666666666,,,0.16666666666666666,,,,0.3333333333333333,,0.4550083333333333,0.6458,,,,6.34,28.7,6.0,,,,,,,1.0,1.0,1.0,3.0,,1.0,,2.0,,,,,,,,,,,1.0,3.0,2.0,,,1.0,1.0,,1.0,1.0,2.0,6.0,,,,,,,0.2,0.3333333333333333,0.25,0.25,,1.0,1.0,1.0,,,,,,,,,,,0.25,0.4190625,1.0,0.6666666666666666,1.0,2.0,,,0.25,0.3333333333333333,,,0.25,0.3333333333333333,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,False
1627668-1627673-1629477-1642301-203866,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Marquesha Davis, Kayla Thornton","Stewart, Jones, Ionescu, Davis, Thornton",1627668-1627673-1629477-1642301-203866,NYL,159.0,2,3.0,5.0,4.0,5.0,2.0,,9,1.0,,,2.0,,,,1.0,2.0,2.0,1.0,9.0,4.0,,,,3.0,,,,,,1.0,,2.0,,2.0,1.0,1.0,,,,,,3.0,2.0,1.0,9.0,1.0,1.0,1.3333333333333333,1.125,,0.6666666666666666,,,,,,1.0,,1.0,,,,,1.0,81.50943396226415,24.0,12.6,24.0,12.6,0.3333333333333333,,,0.6666666666666666,,,,,1.0,,0.6031333333333333,,0.25,0.5,,1.1,23.65,,1.0,,,2.0,,,,1.0,,,,,,,2.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,0.5,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,False
1627668-1627673-1629477-202664-203866,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Courtney Vandersloot, Kayla Thornton","Stewart, Jones, Ionescu, Vandersloot, Thornton",1627668-1627673-1629477-202664-203866,NYL,671.0,6,11.0,-12.0,24.0,23.0,4.0,4.0,47,7.0,5.0,3.0,1.0,,1.0,4.0,15.0,1.0,5.0,2.0,13.0,25.0,1.0,2.0,4.0,,4.0,1.0,2.0,1.0,4.0,2.0,4.0,6.0,5.0,11.0,4.0,1.0,2.0,2.0,5.0,2.0,4.0,5.0,3.0,2.0,9.0,0.2,0.2,0.275,0.30952380952380953,0.4,0.25,0.13333333333333333,0.14285714285714285,0.4,0.8,0.36363636363636365,0.6666666666666666,0.25,0.75,0.3333333333333333,0.25,,1.0,0.6666666666666666,100.86438152011922,14.333333333333334,14.217391304347826,13.708333333333334,13.826086956521738,0.35,0.25,0.15,0.05,0.2,0.25,0.25,,0.6,0.25,0.4849025,0.4594,0.09523809523809523,0.125,0.3076923076923077,7.239999999999999,24.8,18.0,3.0,2.0,5.0,,,1.0,2.0,4.0,3.0,12.0,1.0,3.0,1.0,10.0,4.0,3.0,2.0,1.0,3.0,,1.0,7.0,,3.0,,3.0,4.0,,,,,,,,10.0,18.0,,,0.5,0.6666666666666666,1.0,0.3333333333333333,0.26666666666666666,0.25,0.3,0.3333333333333333,,,0.75,,0.42857142857142855,0.5,0.3333333333333333,,,,0.3333333333333333,0.4,0.06666666666666667,,0.13333333333333333,0.4572,0.7692307692307693,0.75,1.0,4.0,,0.3333333333333333,0.2,0.25,1.0,,0.2,0.5,1.0,2.0,3.0,,,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,0.15384615384615385,1.0,0.5,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,False
1627668-1627673-1630142-1641602-203866,1611661313,"Breanna Stewart, Jonquel Jones, Leonie Fiebich, Ivana Dojkic, Kayla Thornton","Stewart, Jones, Fiebich, Dojkic, Thornton",1627668-1627673-1630142-1641602-203866,NYL,123.0,1,2.0,7.0,5.0,6.0,6.0,1.0,11,3.0,,1.0,1.0,,,,4.0,,1.0,1.0,9.0,2.0,,,2.0,,,,,1.0,,,,,1.0,1.0,4.0,,1.0,,1.0,,,2.0,1.0,,7.0,,,0.8,0.75,1.0,0.2,,,1.0,,,,1.0,,1.0,,1.0,,,128.78048780487805,10.4,11.833333333333334,9.8,11.833333333333334,0.6,,0.2,0.2,,,,,0.8,,0.64752,,,,0.2222222222222222,6.675,23.7,,3.0,,,,,,,4.0,,,,,,,4.0,,2.0,,2.0,,1.0,4.0,,4.0,,,,,1.0,,,,,,,,,,0.5,0.5,,,1.0,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,4.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,False
1627668-1627673-1631055-1641602-202664,1611661313,"Breanna Stewart, Jonquel Jones, Nyara Sabally, Ivana Dojkic, Courtney Vandersloot","Stewart, Jones, Sabally, Dojkic, Vandersloot",1627668-1627673-1631055-1641602-202664,NYL,162.0,1,3.0,-3.0,5.0,6.0,,,11,1.0,1.0,,1.0,,,,2.0,,1.0,2.0,4.0,7.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,2.0,2.0,1.0,4.0,,,0.3333333333333333,0.5,,0.3333333333333333,,,,0.5,,,,0.5,,,,1.0,,97.77777777777777,20.2,10.166666666666666,20.2,10.166666666666666,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,,0.6666666666666666,,0.4841333333333333,,0.25,0.3333333333333333,,5.1,22.5,,1.0,,,,,,,1.0,,,,,,,2.0,,1.0,,1.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,0.5,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,False
