EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,SelfOReb,BadPassSteals,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,Fg3aBlocked,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,LostBallOutOfBoundsTurnovers,3SecondViolations,Charge Fouls,Charge Fouls Drawn,PenaltyCorner3FGM,PenaltyCorner3FGA,NonShootingFoulsDrawn,BlockedArc3,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1629497-1630096-1631007-1631135-201886,1611661323,"Marina Mabrey, DiJonai Carrington, Veronica Burton, Olivia Nelson-Ododa, DeWanna Bonner","Mabrey, Carrington, Burton, Nelson-Ododa, Bonner",1629497-1630096-1631007-1631135-201886,CON,80.0,1,1,3.0,3,2,,,,5,,,,,1.0,1.0,1.0,1.0,,5.0,2.0,,,,,2.0,1.0,,,1.0,,3.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,5.0,,,,,1.0,1.25,1.25,,0.5,,,1.0,,,,,,,,,,,90.0,14.333333333333334,18.5,14.333333333333334,18.5,,,,,,0.5,,0.5,0.46755,,,,,4.3,24.3,,,,1.0,1.0,,,,1.0,,1.0,,,,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2024,2024,False
1629497-1630096-1631007-1631135-203826,1611661323,"Marina Mabrey, DiJonai Carrington, Veronica Burton, Olivia Nelson-Ododa, Alyssa Thomas","Mabrey, Carrington, Burton, Nelson-Ododa, Thomas",1629497-1630096-1631007-1631135-203826,CON,1325.0,5,22,-2.0,39,42,1.0,8.0,10.0,81,7.0,13.0,5.0,5.0,11.0,14.0,35.0,15.0,6.0,40.0,42.0,13.0,,2.0,14.0,14.0,10.0,3.0,7.0,9.0,4.0,20.0,4.0,10.0,4.0,6.0,10.0,14.0,24.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,9.0,1.0,6.0,3.0,30.0,2.0,1.0,0.5,0.6363636363636364,0.4,0.34,0.375,1.0,0.3,0.08571428571428572,,1.0,0.6666666666666666,0.47619047619047616,0.5714285714285714,0.3333333333333333,0.625,0.42424242424242425,0.3333333333333333,0.3333333333333333,,0.4,88.03018867924528,18.756410256410255,14.130952380952381,16.91025641025641,13.392857142857142,0.26,0.5384615384615384,0.5384615384615384,0.5714285714285714,0.1,0.22,0.38461538461538464,0.56,0.5044673469387755,0.50476,0.057692307692307696,0.08108108108108109,0.05,7.074285714285714,26.42,0.02564102564102564,4.0,,6.0,17.0,1.0,1.0,4.0,1.0,,2.0,5.0,10.0,1.0,,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,2.0,3.0,,,,,1.0,0.13333333333333333,0.14285714285714285,0.38461538461538464,0.38461538461538464,0.38461538461538464,,,0.45454545454545453,0.75,0.75,1.0,0.06666666666666667,0.34,0.35294117647058826,0.4,0.3333333333333333,0.2,0.25,1.0,0.08,0.25,0.25,1.0,0.09090909090909091,0.09090909090909091,1.0,0.8,0.25,,,0.1,0.3318,0.25,,,,,,,,,1.0,,,6.0,,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,1.0,,0.11764705882352941,0.2,,0.75,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2024,2024,False
1629497-1630096-1631007-201886-203826,1611661323,"Marina Mabrey, DiJonai Carrington, Veronica Burton, DeWanna Bonner, Alyssa Thomas","Mabrey, Carrington, Burton, Bonner, Thomas",1629497-1630096-1631007-201886-203826,CON,1003.0,4,17,8.0,52,53,14.0,8.0,6.0,105,13.0,20.0,3.0,7.0,12.0,16.0,33.0,14.0,10.0,54.0,46.0,4.0,7.0,18.0,24.0,8.0,12.0,8.0,12.0,16.0,9.0,36.0,2.0,4.0,5.0,12.0,19.0,6.0,25.0,5.0,3.0,5.0,3.0,10.0,4.0,10.0,15.0,,14.0,7.0,48.0,16.0,13.0,0.75,0.8,0.48484848484848486,0.46808510638297873,0.5192307692307693,0.6,0.2978723404255319,0.24242424242424243,0.2,0.5,0.7058823529411765,0.26666666666666666,0.625,0.2857142857142857,0.68,0.2727272727272727,0.3333333333333333,0.2857142857142857,1.0,0.625,150.7477567298106,3.5923076923076924,15.4,3.030769230769231,15.011320754716982,0.425531914893617,0.65,0.8125,0.6923076923076923,0.14893617021276595,0.2553191489361702,0.6,0.723404255319149,0.5116957446808511,0.52995,0.14,0.19444444444444445,0.3333333333333333,6.012121212121213,25.2,0.2692307692307692,2.0,4.0,1.0,6.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,6.0,7.0,4.0,12.0,,2.0,4.0,2.0,2.0,1.0,2.0,,2.0,,2.0,5.0,2.0,2.0,,1.0,0.2857142857142857,0.2857142857142857,0.75,0.6,0.6,1.0,,0.4,0.3333333333333333,0.875,,,0.1276595744680851,0.16666666666666666,0.3333333333333333,1.0,0.2857142857142857,0.3333333333333333,1.0,0.0425531914893617,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.6666666666666666,,0.36363636363636365,0.2727272727272727,0.16666666666666666,0.5281318181818182,0.1111111111111111,3.0,,,1.0,,,1.0,,4.0,1.0,,2.0,,1.0,,,3.0,,1.0,4.0,,,2.0,,1.0,,,2.0,1.0,1.0,,0.25,0.5714285714285714,0.5,,0.5,0.14285714285714285,,,,0.5,,0.2,,,0.75,,,,,,,1.0,1.0,1.0,2.0,,,1.0,0.09090909090909091,1.0,1.0,,,,1611661323,2024,2024,False
1629497-1630096-1631135-201886-203826,1611661323,"Marina Mabrey, DiJonai Carrington, Olivia Nelson-Ododa, DeWanna Bonner, Alyssa Thomas","Mabrey, Carrington, Nelson-Ododa, Bonner, Thomas",1629497-1630096-1631135-201886-203826,CON,792.0,3,13,5.0,27,29,10.0,,2.0,56,7.0,8.0,1.0,4.0,4.0,9.0,17.0,5.0,6.0,30.0,25.0,1.0,4.0,14.0,12.0,6.0,4.0,,6.0,8.0,5.0,18.0,1.0,2.0,5.0,4.0,9.0,3.0,12.0,4.0,1.0,2.0,2.0,6.0,3.0,3.0,7.0,,6.0,1.0,28.0,10.0,8.0,0.6666666666666666,0.75,0.5294117647058824,0.5454545454545454,0.6041666666666666,0.875,0.22727272727272727,,,0.3333333333333333,0.4444444444444444,0.25,0.8333333333333334,0.3333333333333333,0.6,0.2727272727272727,1.0,0.5,0.5,0.8,101.81818181818183,15.25925925925926,13.10344827586207,15.0,12.413793103448276,0.36363636363636365,0.875,0.875,0.7142857142857143,0.18181818181818182,0.18181818181818182,1.0,0.5909090909090909,0.4895181818181818,0.5653,0.045454545454545456,0.058823529411764705,0.4666666666666667,7.229411764705882,25.68,0.37037037037037035,1.0,2.0,2.0,5.0,,,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,6.0,,2.0,2.0,2.0,,1.0,,,,,3.0,4.0,,2.0,,1.0,0.4,0.4,1.0,1.0,1.0,,,0.3333333333333333,0.3333333333333333,0.5,1.0,,0.22727272727272727,0.4,0.4,0.5,,,,0.045454545454545456,,,,0.5,0.5,1.0,1.0,,0.3333333333333333,0.3333333333333333,0.5,0.5053583333333334,0.06666666666666667,2.0,,,,2.0,,,,2.0,2.0,,2.0,,4.0,,,1.0,,2.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,0.6666666666666666,0.6666666666666666,0.8333333333333334,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,,,,0.16666666666666666,,,,,,1611661323,2024,2024,False
1629497-1630112-1631007-1631135-203826,1611661323,"Marina Mabrey, Tyasha Harris, Veronica Burton, Olivia Nelson-Ododa, Alyssa Thomas","Mabrey, Harris, Burton, Nelson-Ododa, Thomas",1629497-1630112-1631007-1631135-203826,CON,43.0,1,1,,1,1,1.0,1.0,,2,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,,1.0,66.97674418604652,20.0,23.0,20.0,23.0,,,,,,1.0,,1.0,0.3843,,,,,,24.7,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.3843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2024,2024,False
1629497-1630112-1631007-201886-203826,1611661323,"Marina Mabrey, Tyasha Harris, Veronica Burton, DeWanna Bonner, Alyssa Thomas","Mabrey, Harris, Burton, Bonner, Thomas",1629497-1630112-1631007-201886-203826,CON,580.0,3,10,2.0,19,17,1.0,,2.0,36,6.0,7.0,,1.0,4.0,7.0,12.0,6.0,,20.0,18.0,,,2.0,2.0,12.0,4.0,,1.0,2.0,1.0,5.0,,2.0,1.0,3.0,4.0,2.0,6.0,3.0,2.0,,,3.0,1.0,2.0,3.0,1.0,,,17.0,2.0,1.0,0.14285714285714285,0.14285714285714285,0.5833333333333334,0.5555555555555556,0.5555555555555556,1.0,0.3333333333333333,,,,1.0,0.4,0.5,,0.8,0.25,1.0,,,0.5,89.37931034482759,16.68421052631579,15.470588235294118,15.473684210526315,15.470588235294118,0.3888888888888889,0.8571428571428571,0.8571428571428571,0.16666666666666666,0.05555555555555555,0.2222222222222222,,0.7222222222222222,0.5548088235294117,0.5448,,,0.1,5.866666666666667,25.599999999999998,0.05263157894736842,,,1.0,4.0,,,2.0,2.0,,2.0,,3.0,1.0,,3.0,,2.0,1.0,1.0,,,,,,2.0,1.0,3.0,,,,0.5,0.3333333333333333,0.3333333333333333,,1.5,1.5,,,0.3333333333333333,,1.0,,0.25,0.2222222222222222,0.25,0.25,,,,,0.1111111111111111,,,,0.5,0.5,0.5,,,,,0.5,0.2603,0.15,,,1.0,1.0,,1.0,1.0,,1.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1611661323,2024,2024,False
1629497-1631007-1631135-201886-203826,1611661323,"Marina Mabrey, Veronica Burton, Olivia Nelson-Ododa, DeWanna Bonner, Alyssa Thomas","Mabrey, Burton, Nelson-Ododa, Bonner, Thomas",1629497-1631007-1631135-201886-203826,CON,1671.0,4,28,10.0,52,53,13.0,2.0,6.0,105,7.0,13.0,2.0,8.0,10.0,17.0,34.0,13.0,13.0,68.0,58.0,3.0,5.0,13.0,28.0,6.0,10.0,3.0,14.0,20.0,5.0,46.0,2.0,4.0,8.0,10.0,18.0,6.0,24.0,4.0,2.0,3.0,2.0,5.0,5.0,8.0,12.0,1.0,15.0,7.0,60.0,13.0,13.0,0.8235294117647058,0.8235294117647058,0.5,0.5851063829787234,0.6415094339622641,0.5909090909090909,0.2765957446808511,0.08823529411764706,0.15384615384615385,0.6,0.7142857142857143,0.23529411764705882,0.8,0.4,0.75,0.2727272727272727,0.3333333333333333,0.4,1.0,0.7777777777777778,90.4847396768402,16.0,15.830188679245284,15.192307692307692,15.415094339622641,0.2765957446808511,0.5384615384615384,0.6363636363636364,0.7142857142857143,0.1702127659574468,0.2127659574468085,0.3333333333333333,0.5531914893617021,0.4817968085106383,0.4717125,0.13725490196078433,0.18421052631578946,0.19117647058823528,8.008823529411766,26.26923076923077,0.25,1.0,1.0,7.0,13.0,3.0,3.0,3.0,4.0,4.0,7.0,1.0,8.0,4.0,4.0,18.0,,4.0,6.0,3.0,3.0,6.0,3.0,,,,2.0,2.0,1.0,3.0,,0.8571428571428571,0.5384615384615384,0.5384615384615384,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,0.4,0.75,1.0,,0.2765957446808511,0.5384615384615384,0.5833333333333334,0.8571428571428571,0.375,0.375,1.0,0.06382978723404255,1.0,1.0,1.0,0.4,0.4,0.75,0.5,1.0,0.125,0.5,0.4,0.3968,0.11764705882352941,,1.0,1.0,2.0,2.0,2.0,3.0,,1.0,2.0,3.0,,,2.0,,,1.0,1.0,,3.0,,,3.0,,1.0,,2.0,3.0,2.0,,0.6666666666666666,0.5,0.25,0.5,,0.07692307692307693,,,0.4,,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.5,1.0,,0.5,,,,,,,,,2.0,,,2.0,,,,1.0,1.0,1.0,1611661323,2024,2024,False
1630096-1630112-1631007-201886-203826,1611661323,"DiJonai Carrington, Tyasha Harris, Veronica Burton, DeWanna Bonner, Alyssa Thomas","Carrington, Harris, Burton, Bonner, Thomas",1630096-1630112-1631007-201886-203826,CON,296.0,1,5,8.0,10,9,2.0,9.0,3.0,19,1.0,1.0,,1.0,4.0,3.0,5.0,6.0,2.0,20.0,12.0,2.0,,3.0,,6.0,4.0,2.0,,4.0,,12.0,1.0,2.0,2.0,,3.0,3.0,6.0,1.0,,,,1.0,2.0,3.0,1.0,,2.0,1.0,16.0,3.0,2.0,,,0.6,0.8181818181818182,0.8333333333333334,1.5,0.5454545454545454,0.4,,,,1.0,1.0,0.5,0.6666666666666666,0.75,,0.5,,1.0,92.43243243243242,13.7,17.666666666666668,11.1,16.88888888888889,0.09090909090909091,1.0,1.0,,0.09090909090909091,0.36363636363636365,,0.6363636363636364,0.4587863636363636,0.3866833333333333,0.08333333333333333,0.16666666666666666,0.15,9.74,24.183333333333334,0.2,,,1.0,3.0,1.0,2.0,2.0,2.0,,4.0,1.0,4.0,,1.0,12.0,,2.0,4.0,2.0,2.0,,,,1.0,,1.0,1.0,,1.0,,1.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.5,1.0,,1.0,,,1.0,,0.2727272727272727,0.3333333333333333,1.0,,1.0,1.0,,0.18181818181818182,1.0,1.0,1.0,0.5,0.5,1.0,,,,,0.5,0.54375,0.2,,,,1.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.5,,0.6666666666666666,,,,,,,0.3333333333333333,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,1611661323,2024,2024,False
1630096-1630112-1631135-201886-203826,1611661323,"DiJonai Carrington, Tyasha Harris, Olivia Nelson-Ododa, DeWanna Bonner, Alyssa Thomas","Carrington, Harris, Nelson-Ododa, Bonner, Thomas",1630096-1630112-1631135-201886-203826,CON,119.0,1,2,-2.0,3,3,,,1.0,6,1.0,2.0,1.0,,,1.0,2.0,1.0,2.0,4.0,6.0,1.0,,,,2.0,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,1.0,,2.0,1.0,2.0,,,,,0.5,0.3333333333333333,0.5,,0.3333333333333333,,,,,,1.0,1.0,0.5,0.5,,,,1.0,72.60504201680672,23.0,16.666666666666668,23.0,16.333333333333332,0.6666666666666666,0.5,0.5,,,,1.0,1.0,0.6699833333333333,,0.25,0.3333333333333333,,0.95,22.5,,1.0,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2024,2024,False
1630096-1631007-1631135-1641698-203838,1611661323,"DiJonai Carrington, Veronica Burton, Olivia Nelson-Ododa, Caitlin Bickle, Astou Ndour-Fall","Carrington, Burton, Nelson-Ododa, Bickle, Ndour-Fall",1630096-1631007-1631135-1641698-203838,CON,100.0,1,2,2.0,3,3,,,,6,,,,,,2.0,2.0,,,4.0,2.0,,,,4.0,,,,2.0,2.0,,4.0,,,,2.0,2.0,,2.0,,,,,,,,,,,,4.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,86.39999999999999,16.333333333333332,17.0,16.333333333333332,17.0,,,,,,,,,0.40075,,,,,13.45,,,,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2024,2024,False
1630096-1631007-1631135-201886-203826,1611661323,"DiJonai Carrington, Veronica Burton, Olivia Nelson-Ododa, DeWanna Bonner, Alyssa Thomas","Carrington, Burton, Nelson-Ododa, Bonner, Thomas",1630096-1631007-1631135-201886-203826,CON,152.0,2,3,1.0,6,5,,,1.0,11,1.0,1.0,,1.0,1.0,2.0,3.0,1.0,,4.0,3.0,,,,4.0,,1.0,,2.0,2.0,1.0,4.0,,,1.0,2.0,3.0,,3.0,1.0,,1.0,,2.0,1.0,2.0,,,,,4.0,,,1.0,1.0,0.6666666666666666,0.5,0.5,,0.25,,,0.5,0.6666666666666666,,1.0,,0.75,,,,,1.0,104.21052631578948,13.5,14.2,11.0,11.4,0.25,1.0,1.0,1.0,0.25,0.25,,0.5,0.4706,,,,,11.066666666666668,25.2,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,0.5,1.0,,,0.25,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2024,2024,False
1630112-1631007-1631135-1641698-203838,1611661323,"Tyasha Harris, Veronica Burton, Olivia Nelson-Ododa, Caitlin Bickle, Astou Ndour-Fall","Harris, Burton, Nelson-Ododa, Bickle, Ndour-Fall",1630112-1631007-1631135-1641698-203838,CON,74.0,2,1,,1,3,1.0,2.0,1.0,4,,,,,2.0,,,2.0,,,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,0.5,1.0,0.5,,0.5,,1.0,77.83783783783784,20.0,18.0,10.0,18.0,,,,,,1.0,,1.0,0.4356,,,,,,24.6,1.0,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.4356,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661323,2024,2024,False
