EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,Fouls,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShotQualityAvg,Avg2ptShotDistance,SecondChanceOffPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG3A,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,FoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimFrequency,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,AtRimFGM,SecondChanceAtRimFGA,Arc3FGM,FG3M,FtPoints,PtsUnassisted3s,NonHeaveArc3FGM,AtRimAssists,DefTwoPtRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PtsPutbacks,ShootingFouls,ShortMidRangePctBlocked,SecondChanceAtRimAccuracy,PenaltyOffPoss,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Arc3Assists,BlockedAtRim,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,FTDefRebounds,DefFTReboundPct,Charge Fouls,SecondChanceArc3FGA,SecondChanceFG3A,OffThreePtRebounds,Loose Ball Fouls Drawn,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,Travels,NonShootingPenaltyNonTakeFouls,LostBallTurnovers,Fg3aBlocked,FTOffRebounds,Loose Ball Fouls,2pt And 1 Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,Arc3PctBlocked,Offensive Fouls Drawn,Technical Free Throw Trips,SecondChanceFtPoints,PenaltyFtPoints,NonShootingFoulsDrawn,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,DefCorner3ReboundPct,PenaltyTurnovers,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceArc3FGM,SecondChanceFG3M,Charge Fouls Drawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,Transition Take Fouls Drawn,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,Transition Take Fouls,Clear Path Fouls,team_id,year,season,team_vs
1627671-1629488-1630389-1630446-204330,1611661329,"Rachel Banham, Brianna Turner, Dana Evans, Michaela Onyenwere, Isabelle Harrison","Banham, Turner, Evans, Onyenwere, Harrison",1627671-1629488-1630389-1630446-204330,CHI,54.0,1,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,53.33333333333333,23.0,31.0,23.0,31.0,1.0,1.0,1.0,0.323,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,False
1629488-1630150-1630389-1630446-1642289,1611661329,"Brianna Turner, Chennedy Carter, Dana Evans, Michaela Onyenwere, Kamilla Cardoso","Turner, Carter, Evans, Onyenwere, Cardoso",1629488-1630150-1630389-1630446-1642289,CHI,252.0,2,4.0,-3.0,6.0,7.0,13.0,1.0,1.0,2.0,4.0,4.0,,,,1.0,1.0,2.0,0.5,0.2857142857142857,0.2857142857142857,,,,74.28571428571428,23.333333333333332,16.0,23.0,15.714285714285714,0.14285714285714285,1.0,1.0,0.5036357142857143,9.125,1.0,2.0,1.0,1.0,1.0,2.0,3.0,7.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.25,0.5,0.5,0.2,0.5,0.2857142857142857,1.0,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.3931,0.5,23.066666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,False
1627671-1629488-1630150-1630389-204330,1611661329,"Rachel Banham, Brianna Turner, Chennedy Carter, Dana Evans, Isabelle Harrison","Banham, Turner, Carter, Evans, Harrison",1627671-1629488-1630150-1630389-204330,CHI,385.0,2,6.0,2.0,12.0,11.0,23.0,,3.0,3.0,8.0,10.0,4.0,1.0,6.0,8.0,2.0,10.0,0.375,0.5,0.5,1.0,1.0,1.0,86.02597402597402,17.166666666666668,16.272727272727273,17.0,16.272727272727273,0.3333333333333333,,,0.504688888888889,6.5375,1.0,4.0,1.0,1.0,,1.0,1.0,8.0,,1.0,,2.0,1.0,,1.0,1.0,,,2.0,2.0,2.0,1.0,,2.0,0.3333333333333333,0.3333333333333333,,,,0.1111111111111111,,,0.4,0.4,0.5,0.4444444444444444,,0.1111111111111111,1.0,1.0,,,0.1111111111111111,0.5555555555555556,0.682,,23.9,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.1,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,False
1627669-1628263-1630389-1642289-204330,1611661329,"Moriah Jefferson, Lindsay Allen, Dana Evans, Kamilla Cardoso, Isabelle Harrison","Jefferson, Allen, Evans, Cardoso, Harrison",1627669-1628263-1630389-1642289-204330,CHI,152.0,1,3.0,-7.0,6.0,5.0,11.0,,2.0,1.0,6.0,2.0,2.0,,,1.0,2.0,,0.16666666666666666,0.14285714285714285,0.14285714285714285,,,,104.21052631578948,19.0,7.6,18.666666666666668,7.6,0.2857142857142857,,,0.5078071428571429,5.75,1.0,3.0,,1.0,,1.0,1.0,9.0,1.0,1.0,2.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,0.14285714285714285,0.16666666666666666,,0.2,0.16666666666666666,,0.42857142857142855,,0.14285714285714285,,,,,0.14285714285714285,0.5714285714285714,0.6384,1.0,24.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.3333333333333333,0.3333333333333333,,,,1.0,,,,1.0,2.0,2.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,False
1627669-1629488-1630150-1630389-1642289,1611661329,"Moriah Jefferson, Brianna Turner, Chennedy Carter, Dana Evans, Kamilla Cardoso","Jefferson, Turner, Carter, Evans, Cardoso",1627669-1629488-1630150-1630389-1642289,CHI,3.0,1,,-2.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,480.0,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,False
1627671-1628263-1630150-1630446-1642289,1611661329,"Rachel Banham, Lindsay Allen, Chennedy Carter, Michaela Onyenwere, Kamilla Cardoso","Banham, Allen, Carter, Onyenwere, Cardoso",1627671-1628263-1630150-1630446-1642289,CHI,303.0,1,5.0,9.0,10.0,9.0,19.0,2.0,4.0,3.0,7.0,16.0,2.0,4.0,6.0,7.0,3.0,16.0,0.42857142857142855,0.75,0.7272727272727273,0.8,0.6666666666666666,0.8,90.2970297029703,13.7,18.444444444444443,13.2,17.77777777777778,0.4,0.5,0.5,0.514645,6.542857142857143,1.0,2.0,,1.0,,3.0,3.0,7.0,,1.0,,4.0,3.0,1.0,2.0,5.0,1.0,,13.0,1.0,1.0,,,1.0,0.6666666666666666,0.6666666666666666,,,,0.3,0.14285714285714285,0.5,0.25,0.25,,0.2,0.5,0.1,,,,,0.3,0.5,0.6995,,25.599999999999998,1.0,1.0,3.0,3.0,1.0,,3.0,1.0,2.0,,,,,,,,,,2.0,1.0,3.0,,3.0,1.0,1.0,1.0,,0.5,0.5,0.3333333333333333,1.0,,,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.125,,,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,3.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,1.25,1.25,1.0,0.5,1.0,0.40885,0.3125,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,False
1627671-1628263-1630389-1630446-204330,1611661329,"Rachel Banham, Lindsay Allen, Dana Evans, Michaela Onyenwere, Isabelle Harrison","Banham, Allen, Evans, Onyenwere, Harrison",1627671-1628263-1630389-1630446-204330,CHI,374.0,2,6.0,-4.0,12.0,13.0,25.0,,,1.0,3.0,13.0,2.0,1.0,3.0,3.0,1.0,13.0,0.3333333333333333,0.6111111111111112,0.65,1.0,1.0,1.0,96.2566844919786,15.416666666666666,14.538461538461538,15.416666666666666,14.538461538461538,,,,0.5678333333333333,5.866666666666667,,2.0,,1.0,2.0,4.0,6.0,17.0,,,,,4.0,,,3.0,,,9.0,,,,,2.0,,,,,,0.6666666666666666,,,,,,0.2222222222222222,,0.1111111111111111,,,,0.2222222222222222,0.4444444444444444,0.8888888888888888,,,24.233333333333334,1.0,,2.0,3.0,2.0,,2.0,,2.0,,,2.0,,2.0,,2.0,,,2.0,1.0,,,,,0.5,0.5,1.0,1.0,,1.0,1.0,,,,0.5,0.5,,0.5,0.5,,0.5,0.1,0.25,,,1.0,,,,,,,,,,,9.0,3.0,2.0,,,,1.0,,,,,1.0,,,,,,9.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,False
1628263-1629488-1629497-1630446-204322,1611661329,"Lindsay Allen, Brianna Turner, Marina Mabrey, Michaela Onyenwere, Elizabeth Williams","Allen, Turner, Mabrey, Onyenwere, Williams",1628263-1629488-1629497-1630446-204322,CHI,165.0,1,3.0,,7.0,7.0,14.0,1.0,4.0,3.0,7.0,6.0,6.0,,2.0,3.0,3.0,4.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,,0.3333333333333333,,122.18181818181819,13.0,10.571428571428571,13.0,8.571428571428571,0.5714285714285714,0.25,0.5,0.5445142857142857,5.271428571428571,1.0,3.0,,,,,,6.0,1.0,1.0,2.0,,,2.0,,,,,,1.0,1.0,3.0,1.0,,,,1.0,1.0,1.0,,0.2857142857142857,,0.25,0.25,,0.42857142857142855,,,,,,,,0.42857142857142855,0.5643,0.3333333333333333,,2.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,0.5,0.3333333333333333,,,0.5,,,0.6666666666666666,0.6666666666666666,,,,,,,,,2.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,False
1627671-1628263-1630389-1630446-1642289,1611661329,"Rachel Banham, Lindsay Allen, Dana Evans, Michaela Onyenwere, Kamilla Cardoso","Banham, Allen, Evans, Onyenwere, Cardoso",1627671-1628263-1630389-1630446-1642289,CHI,19.0,1,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,75.78947368421053,19.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,False
1627669-1627671-1628263-1642289-1642291,1611661329,"Moriah Jefferson, Rachel Banham, Lindsay Allen, Kamilla Cardoso, Angel Reese","Jefferson, Banham, Allen, Cardoso, Reese",1627669-1627671-1628263-1642289-1642291,CHI,407.0,1,7.0,-2.0,11.0,10.0,21.0,1.0,2.0,4.0,9.0,11.0,4.0,1.0,3.0,6.0,2.0,11.0,0.4444444444444444,0.4230769230769231,0.39285714285714285,0.5,0.75,0.5,74.2997542997543,19.454545454545453,19.3,18.454545454545453,19.1,0.15384615384615385,0.5,0.5,0.523776923076923,7.800000000000001,2.0,4.0,1.0,3.0,,4.0,4.0,13.0,,1.0,,4.0,4.0,1.0,2.0,2.0,1.0,,4.0,2.0,3.0,,,5.0,0.5,0.5,,,,0.3076923076923077,0.1111111111111111,0.25,0.5,0.42857142857142855,0.5,0.3076923076923077,1.0,0.23076923076923078,0.3333333333333333,0.3333333333333333,,,0.3076923076923077,0.6153846153846154,0.5119,,23.95,2.0,,1.0,1.0,,3.0,1.0,1.0,2.0,1.0,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,,1.0,,1.0,1.0,,0.16666666666666666,1.0,0.5,0.6666666666666666,0.5,0.25,0.25,,0.25,0.07142857142857142,0.1,,,1.0,,,5.0,,2.0,2.0,4.0,,2.0,4.0,,,,,4.0,5.0,,,0.5,0.3333333333333333,0.2857142857142857,,0.3333333333333333,,0.4666416666666667,0.36363636363636365,0.45454545454545453,4.0,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2024,2024,False
