EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,FG3A,FtPoints,Points,OpponentPoints,NonHeaveArc3FGA,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,FG2M,FG2A,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,PenaltyFG2M,PenaltyPoints,LongMidRangeAssists,BlockedAtRim,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,Loose Ball Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,HeaveAttempts,BadPassTurnovers,Travels,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,NonShootingPenaltyNonTakeFouls,3SecondViolations,LostBallOutOfBoundsTurnovers,OffCorner3ReboundPct,team_id,year,season,team_vs
1628269-1628277-1628886-1631009-1631032,1611661330,"Nia Coffey, Allisha Gray, Jordin Canada, Rhyne Howard, Lorela Cubaj","Coffey, Gray, Canada, Howard, Cubaj",1628269-1628277-1628886-1631009-1631032,ATL,109.0,1,2.0,-1.0,3.0,3.0,1.0,6.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.5,0.5,0.5,1.0,0.5,79.26605504587155,16.0,20.333333333333332,14.333333333333334,18.333333333333332,1.0,1.0,0.5514,0.3333333333333333,1.0,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2024,2024,True
1628269-1628277-1628886-1631009-202250,1611661330,"Nia Coffey, Allisha Gray, Jordin Canada, Rhyne Howard, Tina Charles","Coffey, Gray, Canada, Howard, Charles",1628269-1628277-1628886-1631009-202250,ATL,531.0,2,9.0,21.0,18.0,17.0,4.0,35.0,2.0,3.0,7.0,34.0,13.0,2.0,,3.0,7.0,4.0,11.0,1.0,1.0,3.0,1.0,5.0,7.0,5.0,28.0,0.8947368421052632,0.17647058823529413,0.3333333333333333,0.75,,0.6,0.8,,,0.75,94.91525423728814,12.11111111111111,18.41176470588235,11.666666666666666,16.647058823529413,0.11764705882352941,0.5294117647058824,0.48473235294117645,0.2631578947368421,0.3125,26.5,1.0,2.0,4.0,6.0,2.0,2.0,5.0,7.0,1.0,1.0,1.0,2.0,9.0,14.0,3.0,3.0,3.0,6.0,1.0,12.0,6.0,6.0,3.0,4.0,2.0,1.0,6.0,2.0,8.0,1.0,1.0,1.0,5.0,18.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8571428571428571,0.6666666666666666,1.0,1.0,0.6428571428571429,1.0,0.7941176470588235,1.0,1.0,0.07142857142857142,0.16666666666666666,1.0,0.8,0.5,0.5,1.0,1.0,0.5,0.5,0.25,1.0,0.35294117647058826,0.6666666666666666,0.8,0.25,0.4117647058823529,0.7142857142857143,0.7142857142857143,1.0,0.058823529411764705,0.058823529411764705,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.6231333333333333,0.3319,0.17647058823529413,5.3500000000000005,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2024,2024,True
1628269-1628277-1630471-1631009-1631032,1611661330,"Nia Coffey, Allisha Gray, Maya Caldwell, Rhyne Howard, Lorela Cubaj","Coffey, Gray, Caldwell, Howard, Cubaj",1628269-1628277-1630471-1631009-1631032,ATL,82.0,1,1.0,1.0,2.0,2.0,,4.0,1.0,1.0,,3.0,2.0,1.0,,,1.0,,1.0,,,,,,,,3.0,0.75,0.5,,,,0.5,,,,,70.2439024390244,20.5,20.5,20.5,17.5,0.5,0.5,0.494175,,,24.1,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,3.0,,,1.0,,,1.0,1.0,1.0,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,0.75,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2024,2024,True
1628269-1628277-1631009-1631032-1641650,1611661330,"Nia Coffey, Allisha Gray, Rhyne Howard, Lorela Cubaj, Haley Jones","Coffey, Gray, Howard, Cubaj, Jones",1628269-1628277-1631009-1631032-1641650,ATL,302.0,2,5.0,-6.0,7.0,7.0,1.0,14.0,1.0,2.0,,6.0,12.0,1.0,,,,2.0,2.0,,,,,2.0,,,6.0,0.3333333333333333,0.2222222222222222,,,,,0.5,,,,66.75496688741723,21.571428571428573,21.571428571428573,19.428571428571427,18.714285714285715,0.1111111111111111,0.3333333333333333,0.3861833333333333,,,25.4,2.0,,1.0,1.0,,,1.0,4.0,2.0,,1.0,,3.0,7.0,,,1.0,,2.0,6.0,,,,,,,3.0,,3.0,,,1.0,1.0,6.0,2.0,,,1.0,,,,,,,1.0,1.0,,,,1.0,,1.0,,2.0,1.0,1.0,,,,0.42857142857142855,,0.3333333333333333,,,,,,0.6666666666666666,,,0.6666666666666666,,,,0.25,,0.1111111111111111,1.0,1.0,1.0,0.4444444444444444,0.25,0.25,1.0,0.2222222222222222,0.1111111111111111,,,,,,,,,,0.3319,0.42305,,10.657142857142857,0.2857142857142857,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2024,2024,True
1628269-1628277-1631009-1642534-202250,1611661330,"Nia Coffey, Allisha Gray, Rhyne Howard, Ezinne Kalu, Tina Charles","Coffey, Gray, Howard, Kalu, Charles",1628269-1628277-1631009-1642534-202250,ATL,225.0,1,4.0,,7.0,7.0,,14.0,2.0,2.0,2.0,9.0,9.0,2.0,,1.0,4.0,,4.0,,,,,1.0,2.0,,9.0,0.6428571428571429,0.3333333333333333,,1.0,,1.0,,,,,89.6,13.0,19.142857142857142,13.0,19.142857142857142,0.3333333333333333,0.3333333333333333,0.4795583333333333,,,23.5,5.0,5.0,,,,,2.0,4.0,,,,1.0,2.0,4.0,1.0,,,,2.0,2.0,2.0,3.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,5.0,,2.0,1.0,,,,,,,,2.0,3.0,,,,,,,,5.0,0.5,0.5,1.0,0.5,0.5,0.5,,0.5833333333333334,,,0.25,,1.0,,1.0,,,,1.0,,,,,,,,0.6666666666666666,0.5,0.6666666666666666,0.5,,,,,,0.5,0.5,1.0,,,0.5,,0.5009375,,4.725,0.7142857142857143,,,,1.0,7.0,,,7.0,0.5,0.625,0.7,,,,,,0.7777777777777778,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.5,0.25,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2024,2024,True
1628269-1630471-1631009-1631032-1641650,1611661330,"Nia Coffey, Maya Caldwell, Rhyne Howard, Lorela Cubaj, Haley Jones","Coffey, Caldwell, Howard, Cubaj, Jones",1628269-1630471-1631009-1631032-1641650,ATL,88.0,1,1.0,2.0,3.0,3.0,1.0,6.0,,,2.0,4.0,2.0,,,,1.0,,1.0,,,,,2.0,2.0,1.0,2.0,0.6666666666666666,,,,,1.0,,,,,98.18181818181819,10.0,19.333333333333332,7.0,19.333333333333332,,,0.4024,0.3333333333333333,0.3333333333333333,,1.0,2.0,,,,,,1.0,1.0,,,,1.0,2.0,,1.0,1.0,2.0,,2.0,,,,,,,1.0,,1.0,,,,,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,0.5,1.0,0.5,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,0.5,,,,,,,,,,,0.3707,,0.5,11.25,0.3333333333333333,,,1.0,,2.0,1.0,,2.0,,,1.0,1.0,1.0,1.0,,,0.5,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2024,2024,True
1628277-1628886-1630471-1631044-202250,1611661330,"Allisha Gray, Jordin Canada, Maya Caldwell, Naz Hillmon, Tina Charles","Gray, Canada, Caldwell, Hillmon, Charles",1628277-1628886-1630471-1631044-202250,ATL,9.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2024,2024,True
1628277-1628886-1631009-1631032-1631044,1611661330,"Allisha Gray, Jordin Canada, Rhyne Howard, Lorela Cubaj, Naz Hillmon","Gray, Canada, Howard, Cubaj, Hillmon",1628277-1628886-1631009-1631032-1631044,ATL,51.0,2,1.0,3.0,2.0,1.0,,3.0,,,3.0,5.0,2.0,,,,,,,,,,,2.0,3.0,1.0,5.0,1.25,,,,,,,,,,84.70588235294117,13.5,24.0,13.5,24.0,,,0.4728,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,2.0,,,,,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,4.6,0.5,,,,,2.0,,,,,,1.0,,,,,,0.4,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2024,2024,True
1628277-1628886-1631009-1631044-202250,1611661330,"Allisha Gray, Jordin Canada, Rhyne Howard, Naz Hillmon, Tina Charles","Gray, Canada, Howard, Hillmon, Charles",1628277-1628886-1631009-1631044-202250,ATL,2438.0,2,41.0,5.0,78.0,78.0,8.0,156.0,22.0,29.0,12.0,88.0,83.0,21.0,3.0,17.0,24.0,9.0,33.0,6.0,1.0,12.0,2.0,11.0,13.0,5.0,76.0,0.5945945945945946,0.42028985507246375,0.5,0.85,0.16666666666666666,0.7931034482758621,0.2571428571428571,0.21428571428571427,1.0,0.8,92.14109926168992,14.461538461538462,16.794871794871796,13.961538461538462,16.46153846153846,0.3188405797101449,0.5507246376811594,0.483722794117647,0.0821917808219178,0.11627906976744186,25.051724137931036,2.0,5.0,8.0,9.0,3.0,3.0,11.0,26.0,5.0,3.0,7.0,7.0,23.0,40.0,10.0,4.0,4.0,12.0,,28.0,18.0,24.0,6.0,4.0,7.0,4.0,14.0,8.0,22.0,5.0,3.0,5.0,7.0,52.0,6.0,6.0,1.0,2.0,9.0,6.0,3.0,4.0,6.0,,6.0,12.0,,1.0,2.0,2.0,1.0,3.0,3.0,1.0,0.6086956521739131,0.6666666666666666,0.8,0.3448275862068966,0.35714285714285715,0.575,1.0,0.5507246376811594,0.7857142857142857,0.8571428571428571,0.1,,1.0,0.35294117647058826,0.6666666666666666,1.0,0.26666666666666666,1.0,0.6666666666666666,,0.06451612903225806,1.0,0.13043478260869565,0.8888888888888888,0.8888888888888888,0.625,0.37681159420289856,0.4230769230769231,0.5,0.6363636363636364,0.07246376811594203,0.10144927536231885,0.42857142857142855,0.42857142857142855,1.0,0.3181818181818182,0.3181818181818182,0.7142857142857143,0.42857142857142855,1.0,0.3333333333333333,0.5419625,,0.13636363636363635,7.577500000000001,0.02564102564102564,,,4.0,,2.0,2.0,1.0,,,,1.0,0.8,0.8,0.5,,,0.022727272727272728,,,,,2.0,1.0,,,0.15384615384615385,1.0,,,,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.5,1.0,0.14285714285714285,0.03333333333333333,,,,,1611661330,2024,2024,True
1628277-1630471-1631009-1631044-202250,1611661330,"Allisha Gray, Maya Caldwell, Rhyne Howard, Naz Hillmon, Tina Charles","Gray, Caldwell, Howard, Hillmon, Charles",1628277-1630471-1631009-1631044-202250,ATL,136.0,1,2.0,1.0,4.0,5.0,1.0,9.0,1.0,2.0,,2.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,,,,,,,,2.0,0.2,0.4,,0.6666666666666666,0.5,0.6,0.25,1.0,1.0,0.5,95.29411764705883,14.25,15.8,13.25,15.2,0.2,0.4,0.43944,,,24.6,,3.0,,,,,,1.0,2.0,,1.0,,1.0,3.0,,,1.0,,,2.0,,,,,,1.0,1.0,,1.0,,,,,2.0,,1.0,,,1.0,1.0,,,,,,2.0,,,,2.0,1.0,2.0,1.0,,1.0,1.0,,,,0.3333333333333333,,0.2,,,0.3333333333333333,,,,0.5,,,,0.5,,,0.5,,,,,0.2,,,,0.4,0.2,,,,,,,,,,0.3655,,,12.633333333333333,,,,1.0,,,1.0,1.0,,,,,0.5,0.5,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1611661330,2024,2024,True
