EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,ShootingFouls,Fouls,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,FTDefRebounds,DefRebounds,Rebounds,DefFTReboundPct,Minutes,OffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,NonHeaveArc3FGA,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Defensive 3 Seconds Violations,ShortMidRangeFGM,PtsPutbacks,DefThreePtRebounds,Steals,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls Drawn,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyOffPoss,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,BadPassSteals,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangePctAssisted,PenaltyArc3FGA,PenaltyFG3A,AtRimAssists,Travels,AtRimPctAssisted,PenaltyArc3Frequency,PenaltyShotQualityAvg,Corner3FGA,Arc3FGM,FG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Offensive Fouls,Loose Ball Fouls Drawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefLongMidRangeReboundPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyAtRimFGA,PenaltyFG2A,DefAtRimReboundPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyArc3FGM,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyArc3Accuracy,PenaltyPointsPct,LongMidRangeFGA,SecondChanceArc3FGA,SecondChanceFG3A,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,LongMidRangeFrequency,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SelfOReb,SelfORebPct,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,PenaltyFG2M,Corner3Assists,LongMidRangeAssists,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg3Pct,PenaltyFg2Pct,AtRimPctBlocked,OffAtRimReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,SecondChanceArc3FGM,NonShootingPenaltyNonTakeFouls,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,HeaveAttempts,Loose Ball Fouls,Transition Take Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,Transition Take Fouls Drawn,FTOffRebounds,OffFTReboundPct,Charge Fouls Drawn,PenaltyCorner3FGM,OffCorner3ReboundPct,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Charge Fouls,3pt And 1 Free Throw Trips,3SecondViolations,BlockedCorner3,LongMidRangePctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1627701-1628909-1628929-1631019-1641658,1611661325,"Temi Fagbenle, Kelsey Mitchell, Kristy Wallace, NaLyssa Smith, Grace Berger","Fagbenle, Mitchell, Wallace, Smith, Berger",1627701-1628909-1628929-1631019-1641658,IND,8.0,1,-2.0,1.0,1.0,1.0,2.0,1.0,1.0,180.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,False
1627701-1631019-1641658-1642286-204365,1611661325,"Temi Fagbenle, NaLyssa Smith, Grace Berger, Caitlin Clark, Erica Wheeler","Fagbenle, Smith, Berger, Clark, Wheeler",1627701-1631019-1641658-1642286-204365,IND,4.0,1,,1.0,1.0,1.0,,,,360.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,False
1631019-1641648-1641658-1642286-204365,1611661325,"NaLyssa Smith, Aliyah Boston, Grace Berger, Caitlin Clark, Erica Wheeler","Smith, Boston, Berger, Clark, Wheeler",1631019-1641648-1641658-1642286-204365,IND,151.0,1,-3.0,5.0,,10.0,9.0,1.0,1.0,95.36423841059603,15.4,15.2,,1.0,3.0,,3.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,6.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.6666666666666666,1.0,0.5,1.0,0.6,1.0,0.25,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,14.8,13.8,0.5,1.0,1.0,0.25,0.25,1.0,1.0,0.75,0.48605,0.5488,0.2,0.25,0.6666666666666666,6.533333333333334,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,False
1628909-1628929-1631019-1641648-1641658,1611661325,"Kelsey Mitchell, Kristy Wallace, NaLyssa Smith, Aliyah Boston, Grace Berger","Mitchell, Wallace, Smith, Boston, Berger",1628909-1628929-1631019-1641648-1641658,IND,13.0,1,-1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,False
1627701-1628909-1629478-1642286-203024,1611661325,"Temi Fagbenle, Kelsey Mitchell, Katie Lou Samuelson, Caitlin Clark, Damiris Dantas","Fagbenle, Mitchell, Lou Samuelson, Clark, Dantas",1627701-1628909-1629478-1642286-203024,IND,155.0,1,-2.0,7.0,5.0,14.0,6.0,2.0,2.0,130.06451612903226,12.285714285714286,12.285714285714286,,2.0,3.0,,3.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,4.0,1.0,1.0,,2.0,4.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,,,2.0,0.6666666666666666,1.0,0.5,1.0,0.5,1.0,0.25,0.5,1.0,,1.0,1.0,0.5,,1.0,1.0,9.857142857142858,9.857142857142858,0.25,1.0,1.0,0.5,0.25,1.0,1.0,0.5,0.4255875,,,,0.5,6.566666666666666,25.2,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,False
1627701-1628929-1629478-1642286-204365,1611661325,"Temi Fagbenle, Kristy Wallace, Katie Lou Samuelson, Caitlin Clark, Erica Wheeler","Fagbenle, Wallace, Lou Samuelson, Clark, Wheeler",1627701-1628929-1629478-1642286-204365,IND,17.0,1,,,,1.0,,,,84.70588235294117,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,False
1628909-1628929-1629478-1631019-1641648,1611661325,"Kelsey Mitchell, Kristy Wallace, Katie Lou Samuelson, NaLyssa Smith, Aliyah Boston","Mitchell, Wallace, Lou Samuelson, Smith, Boston",1628909-1628929-1629478-1631019-1641648,IND,65.0,1,-1.0,2.0,,4.0,3.0,,1.0,88.61538461538463,13.5,13.5,,,,,1.0,2.0,,,1.0,,,1.0,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,1.0,,,2.0,0.5,,0.5,,0.5,,,,,,,,,,,,19.0,19.0,0.5,,,0.5,,,,0.5,0.4922,,,,,4.3,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,False
1627701-1628929-1631019-1641658-204365,1611661325,"Temi Fagbenle, Kristy Wallace, NaLyssa Smith, Grace Berger, Erica Wheeler","Fagbenle, Wallace, Smith, Berger, Wheeler",1627701-1628929-1631019-1641658-204365,IND,218.0,1,-4.0,5.0,1.0,11.0,6.0,2.0,2.0,72.66055045871559,23.4,23.0,,2.0,2.0,,4.0,6.0,,1.0,1.0,,,1.0,2.0,1.0,2.0,2.0,,2.0,,,,,,2.0,,,1.0,,,,,1.0,1.0,1.0,2.0,1.0,2.0,0.5,,0.25,,0.2,,0.5,,0.3333333333333333,,,0.5,,,,0.5,16.833333333333332,16.833333333333332,0.25,1.0,1.0,0.25,0.5,,,0.75,0.5011,,0.2,0.3333333333333333,,7.65,25.75,,,,1.0,,,,,,1.0,1.0,,,2.0,,2.0,0.3333333333333333,2.0,1.0,1.0,,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.43335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,False
1628909-1629478-1641648-1641658-1642286,1611661325,"Kelsey Mitchell, Katie Lou Samuelson, Aliyah Boston, Grace Berger, Caitlin Clark","Mitchell, Lou Samuelson, Boston, Berger, Clark",1628909-1629478-1641648-1641658-1642286,IND,408.0,2,-2.0,15.0,3.0,30.0,17.0,1.0,3.0,105.88235294117648,14.866666666666667,14.733333333333333,,4.0,4.0,,7.0,15.0,,2.0,3.0,,,,5.0,2.0,3.0,6.0,2.0,15.0,,,,,2.0,5.0,,,1.0,,4.0,,2.0,1.0,5.0,3.0,2.0,1.0,15.0,0.6666666666666666,,0.7222222222222222,,0.75,,0.6666666666666666,0.8,0.5,,,0.8,,,,,12.333333333333334,12.333333333333334,0.3333333333333333,0.6666666666666666,0.6666666666666666,,0.5555555555555556,,,1.0,0.5149944444444444,,0.1,0.25,,2.6333333333333333,26.133333333333336,,,,3.0,2.0,,,2.0,,1.0,1.0,,,,,,,2.0,1.0,3.0,,8.0,2.0,0.5,0.5,,,,1.0,,0.5,,,1.0,3.0,3.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,0.6666666666666666,0.5,0.5,1.0,0.1111111111111111,0.6,0.6,0.6666666666666666,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,False
1627701-1628909-1641648-1641658-1642286,1611661325,"Temi Fagbenle, Kelsey Mitchell, Aliyah Boston, Grace Berger, Caitlin Clark","Fagbenle, Mitchell, Boston, Berger, Clark",1627701-1628909-1641648-1641658-1642286,IND,126.0,2,2.0,4.0,2.0,8.0,3.0,,,91.42857142857143,13.75,13.0,,2.0,2.0,,2.0,4.0,,,1.0,,,1.0,1.0,,2.0,1.0,2.0,5.0,,,,,,1.0,,,1.0,,,,,,,2.0,2.0,1.0,5.0,,,0.5,,0.625,,0.3333333333333333,,1.0,,,0.6666666666666666,,,,,17.75,17.75,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,,,0.6666666666666666,0.6015666666666667,,0.25,0.3333333333333333,,2.55,25.6,,,,1.0,1.0,,,,,0.5,,,,1.0,,1.0,0.25,,,,,,1.0,,,,,,,,,,0.8724,,1.0,1.0,,3.0,1.0,,,,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,False
