EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,BadPassSteals,LostBallTurnovers,ShootingFouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,FTDefRebounds,DefFTReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,Clear Path Fouls,Corner3PctBlocked,Transition Take Fouls,BlockedCorner3,BlockedLongMidRange,team_id,year,season,team_vs
1628276-1629498-203026-203833-204329,1611661319,"Kelsey Plum, Jackie Young, Tiffany Hayes, Chelsea Gray, Kiah Stokes","Plum, Young, Hayes, Gray, Stokes",1628276-1629498-203026-203833-204329,LVA,221.0,1,4.0,7.0,8.0,7.0,1.0,15.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,9.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,6.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.5,1.5,0.6428571428571429,1.5,0.6,0.5,0.6666666666666666,1.0,0.5,0.75,0.3333333333333333,0.5,1.0,1.0,97.73755656108598,12.75,17.0,12.25,16.428571428571427,0.4,0.5,0.5,1.0,0.6,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.50261,0.41865,0.2857142857142857,0.5,0.3333333333333333,2.85,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2024,2024,False
1628276-1629484-1629498-202641-204329,1611661319,"Kelsey Plum, Megan Gustafson, Jackie Young, Sydney Colson, Kiah Stokes","Plum, Gustafson, Young, Colson, Stokes",1628276-1629484-1629498-202641-204329,LVA,30.0,1,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,96.0,21.0,9.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2024,2024,False
1628276-202252-203026-203833-204329,1611661319,"Kelsey Plum, Alysha Clark, Tiffany Hayes, Chelsea Gray, Kiah Stokes","Plum, Clark, Hayes, Gray, Stokes",1628276-202252-203026-203833-204329,LVA,568.0,3,9.0,2.0,16.0,15.0,2.0,31.0,4.0,4.0,1.0,6.0,,1.0,5.0,8.0,1.0,7.0,5.0,18.0,16.0,,1.0,2.0,4.0,3.0,6.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,2.0,2.0,3.0,5.0,3.0,8.0,1.0,,2.0,,1.0,,2.0,4.0,7.0,,5.0,1.0,16.0,0.4,0.5,1.0,0.14285714285714285,,0.14285714285714285,0.625,0.43333333333333335,0.5,0.5294117647058824,0.5,0.4666666666666667,1.0,0.6,0.6666666666666666,0.3333333333333333,0.625,0.3333333333333333,0.2,0.6666666666666666,1.0,78.59154929577464,19.0625,17.533333333333335,18.375,16.0,0.26666666666666666,1.0,1.0,0.5,0.4,0.16666666666666666,0.16666666666666666,1.0,0.5,,,0.7333333333333333,0.16666666666666666,0.5285566666666667,0.4425,0.11764705882352941,0.1111111111111111,0.1111111111111111,6.2625,24.32857142857143,4.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,1.0,0.3333333333333333,0.25,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.2,0.06666666666666667,1.0,1.0,0.06666666666666667,0.5,1.0,0.25,0.41415,0.125,0.2777777777777778,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2024,2024,False
1629484-1629498-202252-202641-204329,1611661319,"Megan Gustafson, Jackie Young, Alysha Clark, Sydney Colson, Kiah Stokes","Gustafson, Young, Clark, Colson, Stokes",1629484-1629498-202252-202641-204329,LVA,40.0,1,1.0,-1.0,1.0,1.0,,2.0,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,0.5,,,,,,,,,,,,72.0,23.0,17.0,23.0,17.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2024,2024,False
1628276-1628932-1629498-202252-203026,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Alysha Clark, Tiffany Hayes","Plum, Wilson, Young, Clark, Hayes",1628276-1628932-1629498-202252-203026,LVA,7444.0,23,124.0,1.0,249.0,257.0,24.0,506.0,30.0,43.0,20.0,60.0,1.0,5.0,73.0,123.0,30.0,91.0,37.0,273.0,272.0,2.0,8.0,26.0,96.0,75.0,60.0,20.0,48.0,25.0,73.0,15.0,19.0,171.0,9.0,31.0,55.0,92.0,21.0,113.0,16.0,4.0,29.0,3.0,21.0,10.0,39.0,67.0,43.0,1.0,48.0,20.0,247.0,0.6575342465753424,0.6956521739130435,0.8333333333333334,0.32967032967032966,0.25,0.32967032967032966,0.5934959349593496,0.5514018691588785,0.5,0.575107296137339,0.5434782608695652,0.4252336448598131,0.7435897435897436,0.7432432432432432,0.7209302325581395,0.15,0.7350427350427351,0.17272727272727273,0.1794871794871795,0.7619047619047619,0.7428571428571429,97.88285867813003,14.939759036144578,14.490272373540856,14.261044176706827,13.634241245136186,0.20093457943925233,0.6976744186046512,0.75,0.6333333333333333,0.2803738317757009,0.3333333333333333,0.3333333333333333,0.75,0.25,0.2,1.0,0.6261682242990654,0.3333333333333333,0.5020789719626169,0.4940785714285714,0.09130434782608696,0.14492753623188406,0.09523809523809523,7.804065040650406,24.623076923076923,41.0,55.0,5.0,7.0,54.0,14.0,26.0,31.0,10.0,7.0,12.0,10.0,19.0,15.0,5.0,37.0,50.0,8.0,10.0,12.0,8.0,30.0,2.0,4.0,1.0,37.0,41.0,0.5833333333333334,0.5263157894736842,0.47058823529411764,0.4864864864864865,0.2,0.12,0.09523809523809523,0.7333333333333333,0.2523364485981308,0.12149532710280374,0.5384615384615384,0.5384615384615384,0.14485981308411214,0.35,0.7142857142857143,0.29411764705882354,0.49214411764705884,0.010869565217391304,0.13553113553113552,0.1646586345381526,6.0,1.0,2.0,6.0,29.0,10.0,1.0,3.0,2.0,5.0,2.0,6.0,4.0,15.0,7.0,10.0,16.0,13.0,2.0,5.0,1.0,1.0,1.0,7.0,2.0,6.0,3.0,1.0,5.0,5.0,3.0,14.0,7.0,7.0,14.0,8.0,6.0,2.0,0.26666666666666666,0.056910569105691054,0.06976744186046512,0.07407407407407407,0.4,0.46153846153846156,0.08333333333333333,0.7058823529411765,0.625,0.04854368932038835,0.5714285714285714,0.5370370370370371,0.58,0.5517241379310345,0.9285714285714286,0.3225806451612903,0.3225806451612903,1.0,0.2,0.15,0.3333333333333333,1.0,0.17647058823529413,0.3333333333333333,0.14705882352941177,0.4,0.2,,,,,,,,,,,,,,,,1611661319,2024,2024,False
1628276-1628932-1629498-202641-204329,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Sydney Colson, Kiah Stokes","Plum, Wilson, Young, Colson, Stokes",1628276-1628932-1629498-202641-204329,LVA,244.0,2,4.0,-4.0,9.0,8.0,1.0,17.0,,,,3.0,,,1.0,4.0,1.0,4.0,1.0,6.0,10.0,,,1.0,2.0,,3.0,,1.0,,1.0,,,2.0,,2.0,1.0,3.0,1.0,4.0,1.0,,,1.0,,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,1.0,1.0,,0.25,,0.25,0.25,0.3125,,0.3333333333333333,0.5,0.5,,0.5,1.0,,0.75,0.16666666666666666,,,,100.32786885245902,15.333333333333334,13.25,14.777777777777779,13.125,,,,,0.375,,,,,,,0.5,,0.4813125,,0.1111111111111111,0.2,0.16666666666666666,9.475,24.675,5.0,4.0,,,3.0,,1.0,1.0,2.0,,,1.0,2.0,3.0,,5.0,,,1.0,1.0,,1.0,1.0,,,5.0,5.0,,0.5,0.5,0.5,0.3333333333333333,,,1.0,0.375,0.125,,,0.125,,,0.4,0.47283,,0.8333333333333334,0.5555555555555556,,,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,0.3333333333333333,,,,,,1.0,,1.0,,1.0,0.3333333333333333,0.3333333333333333,1.0,,1.0,1.0,,,,,,,,0.2,1.0,,,,,,,,,,,,,,,,,1611661319,2024,2024,False
1628932-1642324-202252-203026-204329,1611661319,"A'ja Wilson, Kate Martin, Alysha Clark, Tiffany Hayes, Kiah Stokes","Wilson, Martin, Clark, Hayes, Stokes",1628932-1642324-202252-203026-204329,LVA,24.0,1,,-2.0,1.0,1.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,3.0,21.0,3.0,21.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2024,2024,False
1628242-1629484-1642324-202641-203026,1611661319,"Emma Cannon, Megan Gustafson, Kate Martin, Sydney Colson, Tiffany Hayes","Cannon, Gustafson, Martin, Colson, Hayes",1628242-1629484-1642324-202641-203026,LVA,254.0,2,4.0,9.0,9.0,10.0,1.0,19.0,,,3.0,5.0,,,3.0,3.0,3.0,5.0,3.0,18.0,9.0,,,3.0,2.0,9.0,5.0,3.0,1.0,3.0,4.0,3.0,,11.0,1.0,,3.0,4.0,1.0,5.0,,,1.0,,1.0,,1.0,2.0,2.0,,3.0,1.0,15.0,0.3333333333333333,0.5,1.0,0.6,,0.6,1.0,0.9375,1.0,1.0,1.5,0.625,1.0,1.0,,0.5,1.0,0.5,0.5,1.0,,107.71653543307086,10.0,16.4,10.0,16.4,,,,,0.625,0.6,0.6,1.0,,,,0.625,0.6,0.4739625,,0.125,0.3333333333333333,0.16666666666666666,7.0,25.74,9.0,10.0,,,3.0,,,,5.0,1.0,1.0,3.0,3.0,5.0,3.0,18.0,4.0,2.0,,,,2.0,,,,18.0,9.0,1.0,1.0,0.9375,1.0,,,,,0.375,,,,,,,0.625,0.4739625,,1.0,1.0,1.0,1.0,,,3.0,,,,,,3.0,1.0,3.0,,,,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,0.6,,,,,,,1.0,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,1611661319,2024,2024,False
1629484-1631031-1642324-202641-203026,1611661319,"Megan Gustafson, Queen Egbo, Kate Martin, Sydney Colson, Tiffany Hayes","Gustafson, Egbo, Martin, Colson, Hayes",1629484-1631031-1642324-202641-203026,LVA,31.0,1,1.0,,1.0,1.0,,2.0,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,92.9032258064516,20.0,11.0,20.0,11.0,,,,,1.0,,,,,,,1.0,,0.45345,,,,,,25.1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2024,2024,False
1628276-1628932-1629498-202252-202641,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Alysha Clark, Sydney Colson","Plum, Wilson, Young, Clark, Colson",1628276-1628932-1629498-202252-202641,LVA,1213.0,7,20.0,-1.0,41.0,42.0,6.0,83.0,3.0,5.0,2.0,15.0,,1.0,10.0,17.0,2.0,16.0,15.0,41.0,42.0,,1.0,4.0,12.0,6.0,15.0,2.0,6.0,2.0,8.0,2.0,2.0,18.0,4.0,5.0,10.0,17.0,5.0,22.0,,,3.0,1.0,3.0,3.0,6.0,6.0,14.0,,15.0,3.0,37.0,0.6,0.6,1.0,0.125,,0.125,0.5882352941176471,0.3939393939393939,0.25,0.5125,0.4,0.48484848484848486,0.5,0.9090909090909091,0.625,0.2857142857142857,0.7894736842105263,0.25,0.3076923076923077,1.0,0.625,98.53256389117891,16.585365853658537,12.69047619047619,15.926829268292684,12.380952380952381,0.15151515151515152,0.6,0.6,0.6666666666666666,0.45454545454545453,0.13333333333333333,0.13333333333333333,1.0,0.25,,,0.6363636363636364,0.13333333333333333,0.48811363636363636,0.29945,0.1111111111111111,0.15,0.0975609756097561,7.6647058823529415,24.86875,16.0,6.0,1.0,1.0,8.0,3.0,4.0,1.0,6.0,1.0,3.0,2.0,6.0,7.0,10.0,14.0,8.0,,1.0,,,2.0,1.0,2.0,1.0,14.0,16.0,0.3333333333333333,0.3333333333333333,0.15384615384615385,0.3888888888888889,0.16666666666666666,0.3333333333333333,,0.5,0.24242424242424243,0.12121212121212122,0.75,0.75,0.030303030303030304,0.25,1.0,0.46153846153846156,0.4414692307692307,0.0625,0.34146341463414637,0.3902439024390244,2.0,1.0,,1.0,4.0,,,,,1.0,,2.0,,,2.0,,1.0,3.0,,,,1.0,1.0,2.0,,1.0,1.0,,,,4.0,2.0,,2.0,2.0,2.0,1.0,4.0,,0.11764705882352941,,0.25,,,,1.0,,,1.0,0.5,0.6666666666666666,0.25,1.0,,,,1.0,,,,0.07692307692307693,,0.07692307692307693,,,1.0,,,,,,,,,,,,,,,1611661319,2024,2024,False
