EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,NonHeaveArc3FGA,Fg3aBlocked,OffThreePtRebounds,Steals,LostBallSteals,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,SecondChancePointsPct,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted2s,Fg2aBlocked,SecondChanceTurnovers,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3Frequency,AtRimFGM,DefTwoPtRebounds,DefRebounds,BadPassSteals,TwoPtShootingFoulsDrawn,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyFG2M,AtRimAssists,LongMidRangeAssists,DefThreePtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,ShootingFouls,2pt And 1 Free Throw Trips,BlockedAtRim,RecoveredBlocks,PenaltyFg2Pct,PenaltyEfgPct,DefFTReboundPct,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangePctAssisted,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,PenaltyTurnovers,3SecondViolations,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,OffFTReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,PenaltyArc3FGM,PenaltyArc3Accuracy,Clear Path Fouls,BlockedLongMidRange,OffCorner3ReboundPct,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,BlockedCorner3,team_id,year,season,team_vs
100627-100690-101023-201054-202283,1611661330,"Kelly Miller, Coco Miller, Sancho Lyttle, Alison Bales, Brittainey Raven","Miller, Miller, Lyttle, Bales, Raven",100627-100690-101023-201054-202283,ATL,190.0,2,3.0,3.0,6.0,6.0,2.0,2.0,1.0,12,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,7.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.625,0.7,0.3333333333333333,0.25,0.5,0.5,0.5,0.5,90.94736842105263,14.0,17.666666666666668,13.333333333333334,17.666666666666668,0.5,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.75,0.467225,0.4442,0.46115,0.2857142857142857,3.766666666666667,22.3,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,False
100690-100796-101023-201048-201881,1611661330,"Coco Miller, Iziane Castro Marques, Sancho Lyttle, Armintie Herrington, Angel McCoughtry","Miller, Castro Marques, Lyttle, Herrington, McCoughtry",100690-100796-101023-201048-201881,ATL,49.0,1,1.0,,4.0,4.0,4.0,4.0,3.0,8,3.0,1.0,3.0,,1.0,,,,4.0,,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,,,,,,,,,1.0,3.0,3.0,,,,,1.0,,1.0,,2.0,1.0,,1.0,4.0,1.0,,,,,,,,0.07142857142857142,0.07142857142857142,0.3333333333333333,,0.25,0.5,0.3333333333333333,235.10204081632654,8.75,3.5,6.75,3.5,0.5,0.16666666666666666,,,,,,,,0.5,0.5,0.8333333333333334,0.5121583333333334,0.4966,0.5121583333333334,1.0,3.4,22.25,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.16666666666666666,0.5,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,False
100690-101023-200715-201048-201881,1611661330,"Coco Miller, Sancho Lyttle, Yelena Leuchanka, Armintie Herrington, Angel McCoughtry","Miller, Lyttle, Leuchanka, Herrington, McCoughtry",100690-101023-200715-201048-201881,ATL,187.0,2,3.0,-6.0,6.0,5.0,,,2.0,11,1.0,,,,1.0,,1.0,1.0,4.0,,2.0,,2.0,8.0,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,,,,,2.0,,,,,,,,,0.25,0.16666666666666666,0.16666666666666666,,0.3333333333333333,1.0,0.6666666666666666,0.4,1.0,84.70588235294117,15.333333333333334,19.0,12.666666666666666,19.0,0.16666666666666666,0.16666666666666666,,,,0.16666666666666666,,,,,,0.5,0.4204583333333333,0.2616,,,10.125,22.55,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,0.16666666666666666,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,False
100690-200715-201048-201054-201898,1611661330,"Coco Miller, Yelena Leuchanka, Armintie Herrington, Alison Bales, Shalee Lehning","Miller, Leuchanka, Herrington, Bales, Lehning",100690-200715-201048-201054-201898,ATL,67.0,1,1.0,,2.0,3.0,,3.0,,5,1.0,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,2.0,,2.0,,,,,,,,,1.0,1.0,0.5,,,,,,,107.46268656716417,11.0,15.0,11.0,15.0,1.0,,,,,,,,,,,1.0,0.6871,,,,1.3,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,False
100627-100796-101023-201048-201054,1611661330,"Kelly Miller, Iziane Castro Marques, Sancho Lyttle, Armintie Herrington, Alison Bales","Miller, Castro Marques, Lyttle, Herrington, Bales",100627-100796-101023-201048-201054,ATL,584.0,6,10.0,3.0,22.0,22.0,9.0,11.0,1.0,44,8.0,1.0,3.0,,3.0,,,7.0,16.0,,1.0,4.0,18.0,15.0,1.0,8.0,2.0,6.0,12.0,,6.0,,6.0,,,12.0,1.0,1.0,9.0,2.0,1.0,1.0,3.0,2.0,,6.0,1.0,8.0,,18.0,6.0,9.0,,0.8571428571428571,0.8571428571428571,,,,0.4375,0.4117647058823529,0.45,0.3,0.058823529411764705,0.6666666666666666,0.1111111111111111,0.1,,108.49315068493152,12.772727272727273,13.772727272727273,12.636363636363637,12.681818181818182,0.47058823529411764,0.17647058823529413,,,,,,,,1.0,0.3333333333333333,0.5294117647058824,0.4773117647058824,0.4321,0.4602333333333333,0.3333333333333333,7.64375,22.8,0.4090909090909091,1.0,1.0,,,1.0,1.0,,,2.0,,,,,,,,,0.058823529411764705,0.1111111111111111,,2.0,5.0,,,2.0,1.0,,,2.0,,2.0,0.0625,,0.3333333333333333,,0.29411764705882354,0.4,0.4,,5.0,3.0,8.0,2.0,5.0,0.6,0.75,,0.625,0.625,0.25,0.2631578947368421,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.25,0.2222222222222222,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,1.0,1.0,0.5,0.8,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,False
100796-101023-201054-201881-201898,1611661330,"Iziane Castro Marques, Sancho Lyttle, Alison Bales, Angel McCoughtry, Shalee Lehning","Castro Marques, Lyttle, Bales, McCoughtry, Lehning",100796-101023-201054-201881-201898,ATL,2762.0,13,46.0,28.0,98.0,97.0,38.0,52.0,9.0,195,29.0,10.0,9.0,5.0,15.0,2.0,3.0,34.0,59.0,9.0,18.0,32.0,127.0,99.0,12.0,15.0,18.0,37.0,32.0,15.0,16.0,5.0,21.0,2.0,2.0,47.0,10.0,16.0,45.0,8.0,2.0,9.0,17.0,27.0,3.0,32.0,1.0,45.0,8.0,108.0,37.0,38.0,7.0,0.47058823529411764,0.5,0.5555555555555556,0.5,0.5,0.576271186440678,0.6168831168831169,0.654639175257732,0.5441176470588235,0.23376623376623376,0.47058823529411764,0.4,0.3939393939393939,0.6666666666666666,101.66545981173063,12.816326530612244,15.525773195876289,11.877551020408163,13.835051546391753,0.37662337662337664,0.19480519480519481,0.3333333333333333,0.38461538461538464,0.4,0.03896103896103896,0.6666666666666666,0.6666666666666666,1.0,0.7142857142857143,0.42857142857142855,0.6103896103896104,0.47708947368421056,0.4925538461538462,0.429495,0.29133858267716534,7.108474576271186,23.16111111111111,0.3877551020408163,15.0,5.0,6.0,19.0,6.0,15.0,1.0,3.0,14.0,9.0,3.0,5.0,0.5588235294117647,0.05555555555555555,0.06666666666666667,0.375,0.42857142857142855,0.19480519480519481,0.23809523809523808,0.14960629921259844,6.0,15.0,2.0,2.0,36.0,4.0,,4.0,3.0,,3.0,0.06779661016949153,0.06896551724137931,0.13333333333333333,0.3,0.19480519480519481,0.4,0.4,0.14285714285714285,23.0,14.0,29.0,5.0,17.0,0.6086956521739131,0.6666666666666666,0.5714285714285714,0.7931034482758621,0.8518518518518519,0.19101123595505617,0.23943661971830985,6.0,8.0,12.0,2.0,14.0,1.0,1.0,6.0,15.0,5.0,3.0,1.0,0.5333333333333333,0.4523809523809524,0.2,0.7368421052631579,0.3333333333333333,0.625,1.0,0.7857142857142857,0.6,0.3333333333333333,0.5217391304347826,0.3333333333333333,0.6666666666666666,5.0,1.0,1.0,7.0,1.0,5.0,1.0,1.0,12.0,4.0,7.0,3.0,3.0,1.0,2.0,1.0,10.0,1.0,0.5,0.16666666666666666,0.4166666666666667,0.4642857142857143,0.375,0.03571428571428571,0.4666666666666667,0.5,0.42857142857142855,0.5,0.6,0.5,0.047619047619047616,1.0,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,False
100690-100812-200715-201048-201881,1611661330,"Coco Miller, Erika de Souza, Yelena Leuchanka, Armintie Herrington, Angel McCoughtry","Miller, de Souza, Leuchanka, Herrington, McCoughtry",100690-100812-200715-201048-201881,ATL,71.0,2,1.0,-4.0,2.0,3.0,1.0,2.0,1.0,5,1.0,1.0,,,2.0,,,,3.0,,,2.0,2.0,6.0,2.0,,2.0,2.0,,,,,,,,,2.0,2.0,2.0,,,,,3.0,,1.0,,2.0,,2.0,2.0,1.0,,,,,,,,,0.25,1.0,,,0.6666666666666666,0.6666666666666666,1.0,101.40845070422534,15.5,13.333333333333334,10.0,9.666666666666666,0.3333333333333333,0.6666666666666666,,,,,,,,0.5,,0.3333333333333333,0.3924,0.41545,,1.0,5.433333333333334,,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,0.3333333333333333,1.0,,0.5,,,,,,,,,1.0,,,,,,0.25,0.25,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,False
100690-200715-201054-201881-201898,1611661330,"Coco Miller, Yelena Leuchanka, Alison Bales, Angel McCoughtry, Shalee Lehning","Miller, Leuchanka, Bales, McCoughtry, Lehning",100690-200715-201054-201881-201898,ATL,214.0,1,4.0,-3.0,7.0,7.0,,1.0,,14,,,,,,,,1.0,2.0,,2.0,1.0,3.0,6.0,,,,,,,,,,,,,,,4.0,1.0,,1.0,2.0,3.0,1.0,1.0,,2.0,,3.0,,,,,,,,,0.5,0.25,0.3,,0.5,0.5,,,,94.2056074766355,14.428571428571429,16.142857142857142,14.428571428571429,13.857142857142858,,,,,,,,,,,,0.5,0.4548625,,,,16.3,22.45,,2.0,,,,,2.0,,,,,,,,,,,,0.5,,,1.0,2.0,,,2.0,,,,,,,,,,,0.5,0.5,0.5,,,3.0,4.0,,1.0,0.6,0.5,1.0,,,0.2,0.3333333333333333,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,False
100796-100812-201054-201898-202283,1611661330,"Iziane Castro Marques, Erika de Souza, Alison Bales, Shalee Lehning, Brittainey Raven","Castro Marques, de Souza, Bales, Lehning, Raven",100796-100812-201054-201898-202283,ATL,110.0,2,2.0,-1.0,4.0,4.0,2.0,1.0,1.0,8,2.0,1.0,1.0,,,,,,2.0,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,4.0,1.0,2.0,1.0,1.0,,2.0,,,,,,,,,0.16666666666666666,,,0.5,0.5,0.5,0.5,104.72727272727273,21.25,6.25,16.5,5.25,1.0,,,,,,,,,1.0,1.0,1.0,0.54725,0.5487,0.5487,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,False
100796-200715-201048-201881-201898,1611661330,"Iziane Castro Marques, Yelena Leuchanka, Armintie Herrington, Angel McCoughtry, Shalee Lehning","Castro Marques, Leuchanka, Herrington, McCoughtry, Lehning",100796-200715-201048-201881-201898,ATL,260.0,2,4.0,-2.0,9.0,10.0,5.0,8.0,1.0,19,2.0,,1.0,1.0,1.0,,1.0,3.0,4.0,,3.0,3.0,9.0,11.0,,2.0,2.0,6.0,,,,,,,,,,1.0,4.0,1.0,,,1.0,3.0,,3.0,1.0,4.0,,9.0,6.0,5.0,,,,,,,0.75,0.42857142857142855,0.5,0.75,0.42857142857142855,1.0,,0.25,,105.23076923076924,12.666666666666666,14.6,12.11111111111111,14.6,0.2857142857142857,0.14285714285714285,1.0,1.0,,0.14285714285714285,,,,,0.3333333333333333,0.7142857142857143,0.5371571428571429,,0.5295333333333333,0.6666666666666666,6.15,21.666666666666668,0.5555555555555556,2.0,1.0,,,1.0,2.0,,1.0,1.0,,,1.0,,,,0.3333333333333333,0.5,0.2857142857142857,0.3333333333333333,,,1.0,,1.0,6.0,,,1.0,,,,,,,,0.14285714285714285,,,,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.3333333333333333,1.0,2.0,,,1.0,,,1.0,1.0,,,,1.0,0.6666666666666666,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,False
