EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,2pt And 1 Free Throw Trips,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,PtsPutbacks,Corner3Assists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsUnassisted3s,Clear Path Fouls,BlockedLongMidRange,SecondChanceArc3FGM,Fg3aBlocked,ThreePtShootingFoulsDrawn,3SecondViolations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Corner3PctBlocked,Technical Free Throw Trips,Blocked3s,BlockedCorner3,BlockedArc3,team_id,year,season,team_vs
100404-100433-201046-201518-201889,1611661322,"Katie Smith, Chasity Melvin, Lindsey Harding, Crystal Langhorne, Marissa Coleman","Smith, Melvin, Harding, Langhorne, Coleman",100404-100433-201046-201518-201889,WAS,4882.0,26,81.0,23.0,144.0,140.0,32.0,14.0,17.0,284.0,24.0,40.0,4.0,8.0,3.0,7.0,9.0,31.0,11.0,27.0,11.0,22.0,2.0,2.0,7.0,44.0,98.0,13.0,26.0,37.0,164.0,141.0,4.0,11.0,4.0,8.0,25.0,10.0,19.0,2.0,8.0,4.0,30.0,48.0,40.0,24.0,21.0,11.0,7.0,24.0,8.0,32.0,6.0,12.0,4.0,72.0,5.0,18.0,12.0,33.0,48.0,23.0,71.0,4.0,19.0,9.0,13.0,7.0,15.0,2.0,28.0,8.0,12.0,31.0,40.0,2.0,44.0,24.0,,6.0,4.0,6.0,2.0,139.0,30.0,32.0,,0.5454545454545454,0.5853658536585366,0.6153846153846154,0.5,0.25,0.52,0.4489795918367347,0.36363636363636365,0.5263157894736842,0.5120967741935484,0.5666666666666667,0.48148148148148145,0.5694444444444444,0.625,0.5172413793103449,0.20967741935483872,0.07142857142857142,0.03225806451612903,0.4642857142857143,0.5789473684210527,0.33962264150943394,0.6666666666666666,0.45454545454545453,0.6,0.359375,0.3125,0.4090909090909091,0.4444444444444444,0.55,0.6,0.06896551724137931,83.76894715280623,0.3333333333333333,15.819444444444445,18.6,14.73611111111111,16.835714285714285,0.3225806451612903,0.6,0.6857142857142857,0.5,0.25,0.2903225806451613,0.3,0.4444444444444444,0.21774193548387097,0.4074074074074074,0.4230769230769231,0.1774193548387097,0.5,0.5,0.5454545454545454,0.5333333333333333,0.5,,0.13333333333333333,0.25925925925925924,0.42857142857142855,0.25925925925925924,0.2857142857142857,0.532258064516129,0.5238095238095238,0.4660659836065574,0.4856363636363636,0.4541192307692308,0.16666666666666666,0.2033898305084746,0.1524390243902439,0.18292682926829268,7.646938775510204,23.74230769230769,0.2222222222222222,4.0,2.0,4.0,1.0,2.0,,1.0,3.0,6.0,2.0,8.0,,3.0,10.0,7.0,1.0,6.0,,4.0,3.0,4.0,2.0,2.0,1.0,0.75,0.125,1.0,,0.26666666666666666,0.5,0.6666666666666666,0.5263157894736842,1.0,0.7272727272727273,0.03225806451612903,0.5,0.5,1.0,0.13333333333333333,0.5,1.0,0.037037037037037035,,15.0,,,2.0,,,,,0.037037037037037035,,1.0,0.5,,1.0,,,,,,1611661322,2010,2010,True
100404-100433-201492-201889-202262,1611661322,"Katie Smith, Chasity Melvin, Matee Ajavon, Marissa Coleman, Ashley Houts","Smith, Melvin, Ajavon, Coleman, Houts",100404-100433-201492-201889-202262,WAS,93.0,2,2.0,3.0,4.0,3.0,,,,7.0,,1.0,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,3.0,1.0,1.0,,,1.0,1.0,1.0,,,3.0,,,,1.0,1.0,,1.0,,2.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,3.0,,,,,,1.0,1.0,,1.0,,,,0.75,,,0.75,,,0.5,,,0.5,1.0,,,,0.5,,,,,1.0,,,108.38709677419355,,7.75,20.666666666666668,7.75,18.666666666666668,0.5,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,1.0,1.0,0.557225,,,,,,,1.5,22.3,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,True
100404-100433-201518-201889-202262,1611661322,"Katie Smith, Chasity Melvin, Crystal Langhorne, Marissa Coleman, Ashley Houts","Smith, Melvin, Langhorne, Coleman, Houts",100404-100433-201518-201889-202262,WAS,268.0,3,4.0,8.0,10.0,9.0,,,,19.0,2.0,2.0,,,,,1.0,3.0,,2.0,,,,,,3.0,7.0,1.0,1.0,3.0,12.0,4.0,,,,,,,,,,,,6.0,,3.0,,,,3.0,1.0,4.0,,2.0,1.0,9.0,,,2.0,2.0,4.0,,4.0,,2.0,1.0,1.0,1.0,,,1.0,,1.0,2.0,4.0,1.0,3.0,2.0,,,,,,12.0,,,,1.0,1.0,1.0,1.0,,1.0,0.42857142857142855,,,0.5625,,,0.6666666666666666,,,0.125,,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,102.08955223880596,,11.2,17.333333333333332,11.2,17.333333333333332,0.25,1.0,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.25,,,,,,,,,,,,,,,0.375,,0.50265,,,0.2222222222222222,0.25,,,9.5,21.3,,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,0.125,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,True
100404-100556-200673-201046-201518,1611661322,"Katie Smith, Nakia Sanford, Monique Currie, Lindsey Harding, Crystal Langhorne","Smith, Sanford, Currie, Harding, Langhorne",100404-100556-200673-201046-201518,WAS,15028.0,29,250.0,-52.0,456.0,449.0,51.0,54.0,51.0,905.0,75.0,116.0,13.0,16.0,7.0,10.0,34.0,106.0,28.0,95.0,12.0,48.0,4.0,1.0,5.0,137.0,317.0,19.0,66.0,60.0,391.0,443.0,16.0,33.0,7.0,11.0,46.0,10.0,25.0,2.0,8.0,19.0,45.0,160.0,114.0,48.0,48.0,12.0,6.0,80.0,16.0,96.0,10.0,47.0,14.0,208.0,13.0,44.0,26.0,106.0,137.0,59.0,196.0,6.0,48.0,23.0,44.0,21.0,53.0,7.0,97.0,11.0,43.0,121.0,115.0,19.0,81.0,35.0,11.0,30.0,22.0,30.0,16.0,345.0,45.0,51.0,10.0,0.583941605839416,0.6153846153846154,0.8421052631578947,0.2878787878787879,0.25,0.2878787878787879,0.43217665615141954,0.48484848484848486,0.4,0.4321148825065274,0.4375,0.3939393939393939,0.4677033492822967,0.48936170212765956,0.4891304347826087,0.17232375979112272,0.01892744479495268,0.009433962264150943,0.4536082474226804,0.6272189349112426,0.24581005586592178,0.6842105263157895,0.2826086956521739,0.6376811594202898,0.25333333333333335,0.2926829268292683,0.2535211267605634,0.2857142857142857,0.55,0.6153846153846154,0.027522935779816515,86.71812616449294,0.5333333333333333,15.864035087719298,17.35857461024499,14.93421052631579,16.106904231625837,0.3028720626631854,0.646551724137931,0.6756756756756757,0.6266666666666667,0.27676240208877284,0.32075471698113206,0.3238095238095238,0.4117647058823529,0.24804177545691905,0.29473684210526313,0.29473684210526313,0.12532637075718014,0.25,0.25,0.8333333333333334,0.4,0.8125,0.23076923076923078,0.1,0.30303030303030304,0.7,0.15151515151515152,0.2,0.4751958224543081,0.25,0.464876832460733,0.4774088235294118,0.457603125,0.085995085995086,0.10263929618768329,0.11764705882352941,0.11508951406649616,8.41198738170347,22.654545454545456,0.1118421052631579,11.0,7.0,18.0,,3.0,1.0,3.0,1.0,14.0,6.0,19.0,2.0,5.0,25.0,18.0,5.0,23.0,2.0,9.0,6.0,16.0,7.0,7.0,9.0,0.14285714285714285,0.04310344827586207,0.7142857142857143,0.2,0.208955223880597,0.2727272727272727,0.6808510638297872,0.6612903225806451,0.8333333333333334,0.6785714285714286,0.04699738903394256,0.3888888888888889,0.4117647058823529,0.8571428571428571,0.075,,,0.09090909090909091,0.3333333333333333,9.0,,1.0,1.0,1.0,,,0.015151515151515152,,,0.25,1.0,,,0.05555555555555555,,,,,1611661322,2010,2010,True
100404-100556-200673-201492-201518,1611661322,"Katie Smith, Nakia Sanford, Monique Currie, Matee Ajavon, Crystal Langhorne","Smith, Sanford, Currie, Ajavon, Langhorne",100404-100556-200673-201492-201518,WAS,431.0,4,7.0,-1.0,15.0,15.0,3.0,8.0,,30.0,2.0,3.0,,,1.0,1.0,1.0,2.0,,2.0,,,,,,3.0,7.0,,,8.0,14.0,15.0,,,,,,1.0,2.0,,,1.0,3.0,2.0,4.0,,,,,1.0,,1.0,,1.0,,2.0,,,,2.0,3.0,,3.0,,3.0,2.0,2.0,2.0,2.0,,4.0,,2.0,6.0,6.0,1.0,9.0,3.0,1.0,3.0,2.0,3.0,1.0,14.0,3.0,3.0,,0.3333333333333333,0.3333333333333333,,,,,0.42857142857142855,,0.5,0.42857142857142855,,0.5,0.5909090909090909,,0.5,,,,0.5,0.5,,,,0.5,,,,,0.5,,,100.23201856148492,0.3333333333333333,13.733333333333333,15.0,13.733333333333333,14.8,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.2857142857142857,0.5,0.5,,0.2857142857142857,,,,,,,,,,,0.5,1.0,,,0.42857142857142855,,0.46492857142857147,,0.50185,0.3,0.3,,0.21428571428571427,8.185714285714285,,0.2,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,1.0,2.0,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1611661322,2010,2010,True
100404-100556-200673-201518-201889,1611661322,"Katie Smith, Nakia Sanford, Monique Currie, Crystal Langhorne, Marissa Coleman","Smith, Sanford, Currie, Langhorne, Coleman",100404-100556-200673-201518-201889,WAS,70.0,1,1.0,-1.0,3.0,3.0,,,,6.0,1.0,2.0,,,,,,,,1.0,,,,,,1.0,3.0,,,,2.0,3.0,,,,,,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,2.0,,,,2.0,2.0,,2.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,,1.0,,,,1.0,,,,,1.0,,,123.42857142857142,1.0,11.333333333333334,12.0,11.333333333333334,12.0,0.6666666666666666,0.5,0.5,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,0.6666666666666666,,0.6164666666666666,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,True
100404-100556-200673-202261-202262,1611661322,"Katie Smith, Nakia Sanford, Monique Currie, Jacinta Monroe, Ashley Houts","Smith, Sanford, Currie, Monroe, Houts",100404-100556-200673-202261-202262,WAS,34.0,1,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,1.0,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,84.70588235294117,,17.0,17.0,17.0,17.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,0.6371,,0.6371,,,,1.0,0.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,True
100404-200673-201518-201889-202261,1611661322,"Katie Smith, Monique Currie, Crystal Langhorne, Marissa Coleman, Jacinta Monroe","Smith, Currie, Langhorne, Coleman, Monroe",100404-200673-201518-201889-202261,WAS,172.0,1,3.0,2.0,2.0,3.0,,,2.0,5.0,1.0,2.0,1.0,2.0,,,,1.0,,1.0,,,,,,1.0,4.0,,1.0,,2.0,,1.0,3.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,,1.0,2.0,,1.0,1.0,3.0,4.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.25,0.3333333333333333,,0.2,0.3333333333333333,,0.2,0.3333333333333333,,0.2,,,,0.5,0.6666666666666666,,1.0,0.5,0.75,,1.0,,1.0,,,41.860465116279066,,43.5,28.333333333333332,18.0,25.333333333333332,0.4,0.5,0.5,,0.2,,,,0.2,,,,,,,0.6666666666666666,0.5,,,,,,,0.6,,0.45938,0.5223,,,,1.0,,5.125,21.6,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,True
100404-201046-201518-201889-202261,1611661322,"Katie Smith, Lindsey Harding, Crystal Langhorne, Marissa Coleman, Jacinta Monroe","Smith, Harding, Langhorne, Coleman, Monroe",100404-201046-201518-201889-202261,WAS,102.0,1,2.0,7.0,3.0,4.0,3.0,,2.0,7.0,,,,,,,1.0,1.0,1.0,2.0,,,,,,2.0,3.0,,,3.0,7.0,,1.0,1.0,,2.0,4.0,2.0,3.0,,,3.0,7.0,2.0,2.0,,,,,1.0,,1.0,,,1.0,2.0,,1.0,,1.0,2.0,2.0,4.0,,1.0,1.0,,,,,,,,,2.0,,4.0,,2.0,,,,,3.0,7.0,3.0,2.0,0.5,0.5,,,,,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.7,1.0,0.7,,,,,1.0,1.0,,,1.0,1.0,,,,,,,98.82352941176471,,15.333333333333334,14.0,13.666666666666666,14.0,,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,0.3856,0.3935,0.3856,,,0.5714285714285714,1.0,13.066666666666668,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,True
100404-201492-201518-201889-202261,1611661322,"Katie Smith, Matee Ajavon, Crystal Langhorne, Marissa Coleman, Jacinta Monroe","Smith, Ajavon, Langhorne, Coleman, Monroe",100404-201492-201518-201889-202261,WAS,192.0,3,3.0,3.0,8.0,7.0,3.0,,,15.0,2.0,3.0,,,,,,,,1.0,,,,,,2.0,4.0,,,4.0,8.0,5.0,,,,,,,1.0,,,3.0,3.0,2.0,2.0,,,,,1.0,,1.0,,1.0,,2.0,,,,2.0,2.0,,2.0,,3.0,1.0,2.0,2.0,,,2.0,,,1.0,5.0,,5.0,2.0,1.0,,,,,8.0,3.0,3.0,1.0,0.5,0.5,,,,,0.5,,,0.5,,,0.6666666666666666,,0.5,,,,1.0,1.0,,,,1.0,,,,,,,,112.5,,11.5,14.285714285714286,11.5,14.285714285714286,0.75,0.6666666666666666,0.6666666666666666,0.5,,,,,0.25,,,,,,,,,,,,,,,0.75,,0.5044,,0.3857,0.4,0.4,,0.375,4.725,,0.375,1.0,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,True
100404-201518-201889-202261-202262,1611661322,"Katie Smith, Crystal Langhorne, Marissa Coleman, Jacinta Monroe, Ashley Houts","Smith, Langhorne, Coleman, Monroe, Houts",100404-201518-201889-202261-202262,WAS,90.0,1,2.0,-1.0,2.0,2.0,,,,4.0,1.0,1.0,,,,,,,,1.0,,,,,,1.0,2.0,,,,2.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,64.0,,15.5,29.5,15.5,29.5,0.5,1.0,1.0,,,,,,0.5,,,,,,,,,,,,,,,0.5,,0.46145,,,,,,,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,True
100433-100556-200673-201046-201492,1611661322,"Chasity Melvin, Nakia Sanford, Monique Currie, Lindsey Harding, Matee Ajavon","Melvin, Sanford, Currie, Harding, Ajavon",100433-100556-200673-201046-201492,WAS,271.0,3,5.0,-2.0,7.0,7.0,2.0,2.0,,14.0,2.0,3.0,,,,1.0,,1.0,1.0,1.0,,,,,,3.0,5.0,,1.0,1.0,7.0,9.0,,,,,,,1.0,,1.0,,,6.0,,,,,,3.0,,3.0,,2.0,,6.0,,,,2.0,2.0,,2.0,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,,2.0,2.0,2.0,,7.0,,2.0,,1.0,1.0,,,,,0.6,,,0.5,,,0.5,,,0.16666666666666666,,,,0.25,,,,0.25,,,,,0.3333333333333333,,,74.39114391143912,,16.142857142857142,22.571428571428573,16.142857142857142,18.142857142857142,0.5,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,,,,0.16666666666666666,1.0,1.0,,,,,,,,,0.5,,,,0.6666666666666666,,0.5284833333333333,,0.5565,0.14285714285714285,0.16666666666666666,,,6.04,22.0,0.2857142857142857,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.16666666666666666,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,True
100433-100556-201046-201518-201889,1611661322,"Chasity Melvin, Nakia Sanford, Lindsey Harding, Crystal Langhorne, Marissa Coleman","Melvin, Sanford, Harding, Langhorne, Coleman",100433-100556-201046-201518-201889,WAS,39.0,1,1.0,-1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,36.92307692307692,,18.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,True
100433-200673-201046-201492-201518,1611661322,"Chasity Melvin, Monique Currie, Lindsey Harding, Matee Ajavon, Crystal Langhorne","Melvin, Currie, Harding, Ajavon, Langhorne",100433-200673-201046-201492-201518,WAS,2539.0,14,42.0,-24.0,79.0,73.0,32.0,24.0,14.0,152.0,10.0,16.0,3.0,4.0,5.0,8.0,4.0,16.0,4.0,16.0,1.0,9.0,,,4.0,18.0,48.0,4.0,15.0,18.0,66.0,90.0,3.0,10.0,,5.0,11.0,7.0,15.0,,5.0,6.0,20.0,22.0,14.0,12.0,9.0,1.0,1.0,11.0,4.0,15.0,1.0,7.0,2.0,34.0,4.0,11.0,3.0,10.0,16.0,15.0,31.0,2.0,6.0,4.0,9.0,6.0,11.0,3.0,20.0,10.0,11.0,23.0,17.0,1.0,22.0,9.0,3.0,5.0,1.0,5.0,1.0,55.0,20.0,32.0,3.0,0.6111111111111112,0.6470588235294118,1.0,0.26666666666666666,,0.26666666666666666,0.375,0.3,0.4666666666666667,0.38095238095238093,0.3,0.35,0.4520547945205479,0.4230769230769231,0.4166666666666667,0.23809523809523808,0.020833333333333332,0.0625,0.45,0.45454545454545453,0.36666666666666664,0.6,0.4,0.48148148148148145,0.375,0.16666666666666666,0.5,0.42857142857142855,0.2,0.6666666666666666,0.05128205128205128,86.20716817644741,0.2,16.20253164556962,17.246575342465754,15.139240506329115,15.780821917808218,0.25396825396825395,0.625,0.625,0.7,0.25396825396825395,0.25,0.26666666666666666,0.5,0.25396825396825395,0.25,0.25,0.14285714285714285,0.1111111111111111,0.1111111111111111,1.0,0.4,0.75,0.3333333333333333,,0.4,0.625,0.2,,0.49206349206349204,0.1111111111111111,0.45564047619047615,0.4318857142857143,0.5003525,0.12857142857142856,0.16363636363636364,0.16666666666666666,0.30303030303030304,8.710416666666667,22.52,0.4050632911392405,2.0,3.0,6.0,,,,1.0,,2.0,3.0,2.0,,3.0,2.0,2.0,3.0,3.0,,3.0,1.0,2.0,1.0,2.0,3.0,,,1.0,,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.625,0.5,0.5,0.09523809523809523,0.5,0.5,1.0,,,,0.05,,,,2.0,,,,,,,,,,,,,,,,,1611661322,2010,2010,True
100433-200673-201492-201889-202262,1611661322,"Chasity Melvin, Monique Currie, Matee Ajavon, Marissa Coleman, Ashley Houts","Melvin, Currie, Ajavon, Coleman, Houts",100433-200673-201492-201889-202262,WAS,119.0,1,2.0,-2.0,3.0,4.0,,,1.0,7.0,1.0,1.0,1.0,1.0,,,1.0,2.0,,,,,,,,2.0,3.0,,,,4.0,6.0,1.0,1.0,,,2.0,,,,,,,4.0,,,,,,2.0,,2.0,,1.0,1.0,4.0,,1.0,,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,,,,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,,,,1.0,1.0,1.0,,,0.5,1.0,,1.0,,1.0,,1.0,84.70588235294117,1.0,13.0,20.0,11.666666666666666,17.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,,,,,,,,1.0,1.0,1.0,,,,,,0.3333333333333333,,0.3323333333333333,0.4829,,,,0.5,,4.266666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,True
100433-201046-201492-201889-202261,1611661322,"Chasity Melvin, Lindsey Harding, Matee Ajavon, Marissa Coleman, Jacinta Monroe","Melvin, Harding, Ajavon, Coleman, Monroe",100433-201046-201492-201889-202261,WAS,132.0,1,2.0,4.0,6.0,5.0,1.0,5.0,2.0,11.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,2.0,4.0,,2.0,2.0,6.0,2.0,1.0,1.0,,2.0,4.0,1.0,2.0,,,1.0,3.0,,4.0,,,,,,,,,,,,,2.0,2.0,1.0,3.0,2.0,5.0,,1.0,1.0,,,1.0,,1.0,,,1.0,2.0,,3.0,2.0,,,,,,2.0,3.0,1.0,,,,,,,,0.5,1.0,0.5,0.3333333333333333,1.0,0.5,0.42857142857142855,1.0,0.75,0.3333333333333333,,,,1.0,1.0,1.0,,1.0,0.5,1.0,1.0,,,,,119.99999999999999,,9.666666666666666,14.8,9.666666666666666,14.8,0.5,0.6666666666666666,0.6666666666666666,,0.16666666666666666,,,,,,,,,,,1.0,1.0,,,0.5,1.0,,,0.8333333333333334,,0.5903583333333333,0.7569,0.5651,0.2857142857142857,0.4,0.6666666666666666,0.5,3.375,21.95,0.16666666666666666,1.0,,2.0,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2010,2010,True
