EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,LostBallSteals,Technical Free Throw Trips,OffLongMidRangeReboundPct,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,ShortMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,OffFTReboundPct,OffCorner3ReboundPct,team_id,year,season,team_vs
100658-100682-100720-100721-100973,1611661328,"Svetlana Abrosimova, Lauren Jackson, Sue Bird, Swin Cash, Le'coe Willingham","Abrosimova, Jackson, Bird, Cash, Willingham",100658-100682-100720-100721-100973,SEA,1647.0,6,27.0,4.0,56,55.0,13.0,13.0,9.0,111,7.0,12.0,3.0,4.0,1.0,1.0,2.0,7.0,3.0,6.0,3.0,1.0,2.0,7.0,18.0,1.0,2.0,12.0,25.0,7.0,21.0,11.0,56.0,52.0,4.0,5.0,1.0,4.0,12.0,1.0,4.0,1.0,4.0,2.0,7.0,14.0,10.0,21.0,4.0,1.0,17.0,7.0,4.0,7.0,7.0,14.0,7.0,4.0,1.0,2.0,35.0,4.0,6.0,2.0,19.0,2.0,23.0,10.0,33.0,1.0,1.0,1.0,8.0,1.0,7.0,8.0,2.0,1.0,1.0,16.0,2.0,5.0,8.0,16.0,3.0,1.0,10.0,1.0,1.0,15.0,1.0,7.0,1.0,3.0,1.0,2.0,3.0,3.0,44.0,7.0,13.0,1.0,1.0,0.5833333333333334,0.7,1.0,0.3333333333333333,0.25,0.35,0.48,0.8,0.25,0.4891304347826087,0.6666666666666666,0.3125,0.5283018867924528,0.75,0.35,0.45652173913043476,0.16,0.25,0.16666666666666666,0.5,1.0,0.76,0.5,0.5,0.3333333333333333,0.7241379310344828,0.4166666666666667,0.6,0.6,0.4444444444444444,0.8,0.75,0.75,1.0,0.3333333333333333,0.047619047619047616,97.04918032786885,1.0,15.303571428571429,14.363636363636363,14.535714285714286,13.327272727272728,0.2608695652173913,0.5833333333333334,0.7777777777777778,0.5714285714285714,0.15217391304347827,0.2857142857142857,0.2857142857142857,0.5,0.13043478260869565,0.5,0.6,0.6666666666666666,0.06521739130434782,0.391304347826087,0.3888888888888889,0.3888888888888889,1.0,0.6666666666666666,0.75,0.3333333333333333,0.16666666666666666,0.125,1.0,0.25,0.25,0.5,0.717391304347826,0.4117647058823529,0.5031211111111111,0.55057,0.4810125,0.1346153846153846,0.22580645161290322,0.21428571428571427,0.125,6.58,23.59047619047619,0.23214285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2010,2010,False
100658-100682-100720-100721-201067,1611661328,"Svetlana Abrosimova, Lauren Jackson, Sue Bird, Swin Cash, Camille Little","Abrosimova, Jackson, Bird, Cash, Little",100658-100682-100720-100721-201067,SEA,1269.0,6,21.0,2.0,37,37.0,1.0,8.0,4.0,74,6.0,11.0,1.0,2.0,,,3.0,6.0,2.0,4.0,1.0,,,4.0,7.0,,1.0,11.0,21.0,4.0,8.0,10.0,44.0,42.0,2.0,4.0,,,4.0,,,,1.0,1.0,1.0,8.0,14.0,9.0,4.0,,7.0,4.0,,4.0,3.0,7.0,3.0,2.0,2.0,,17.0,,4.0,3.0,11.0,,14.0,4.0,18.0,2.0,3.0,1.0,5.0,,5.0,2.0,1.0,,,7.0,,,5.0,9.0,,1.0,10.0,1.0,1.0,13.0,,4.0,1.0,2.0,1.0,1.0,2.0,,40.0,1.0,1.0,,1.0,0.36363636363636365,0.4444444444444444,0.75,0.5,,0.5,0.5238095238095238,0.5,,0.5862068965517241,0.5,,0.6176470588235294,0.5,0.25,0.27586206896551724,,,,0.7142857142857143,,0.5789473684210527,0.4,0.5,,0.56,0.2857142857142857,0.4,0.3333333333333333,,0.6666666666666666,0.5,0.6666666666666666,0.5,,0.14285714285714285,83.97163120567376,,18.486486486486488,15.81081081081081,18.08108108108108,14.054054054054054,0.3793103448275862,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.20689655172413793,0.5,0.5,0.6666666666666666,0.13793103448275862,0.5,0.5,,0.034482758620689655,0.2413793103448276,0.5714285714285714,0.5714285714285714,0.75,0.5,0.5,,,,,,1.0,,0.6551724137931034,0.5714285714285714,0.4893172413793104,0.490025,0.5667,0.12121212121212122,0.16,0.09090909090909091,0.022727272727272728,6.4523809523809526,22.6125,0.02702702702702703,3.0,2.0,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2010,2010,False
100658-100682-100720-100721-202239,1611661328,"Svetlana Abrosimova, Lauren Jackson, Sue Bird, Swin Cash, Jana Vesela","Abrosimova, Jackson, Bird, Cash, Vesela",100658-100682-100720-100721-202239,SEA,64.0,1,1.0,-3.0,1,2.0,,,,3,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,,34.0,15.0,34.0,15.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.3428,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2010,2010,False
100658-100682-100720-100973-101030,1611661328,"Svetlana Abrosimova, Lauren Jackson, Sue Bird, Le'coe Willingham, Tanisha Wright","Abrosimova, Jackson, Bird, Willingham, Wright",100658-100682-100720-100973-101030,SEA,548.0,3,9.0,-6.0,18,19.0,4.0,16.0,3.0,37,1.0,6.0,,4.0,,1.0,3.0,6.0,,2.0,1.0,,,1.0,2.0,,,4.0,14.0,1.0,3.0,5.0,16.0,22.0,1.0,5.0,,,2.0,1.0,3.0,,,4.0,6.0,6.0,2.0,,2.0,,2.0,1.0,2.0,3.0,,3.0,,1.0,2.0,,6.0,,5.0,1.0,6.0,,7.0,5.0,12.0,,1.0,,1.0,1.0,1.0,2.0,,,,3.0,,,1.0,4.0,1.0,1.0,4.0,1.0,,6.0,,3.0,,1.0,,1.0,1.0,,14.0,6.0,4.0,,,0.75,1.0,,0.3333333333333333,,0.3333333333333333,0.2857142857142857,0.2,0.3333333333333333,0.3235294117647059,0.2,0.3333333333333333,0.4,0.2,0.6,0.17647058823529413,0.14285714285714285,0.3333333333333333,,0.3333333333333333,,0.75,0.5,0.5,,0.7,0.4166666666666667,0.6,,,0.5,0.8333333333333334,,0.5,,,97.22627737226279,,17.38888888888889,12.368421052631579,15.61111111111111,12.0,0.35294117647058826,0.16666666666666666,0.25,1.0,0.35294117647058826,0.5,0.5,0.6666666666666666,0.11764705882352941,,,,0.058823529411764705,0.11764705882352941,0.5,0.5,,0.8,,,,0.3333333333333333,,,,,0.5294117647058824,0.5,0.4370088235294118,0.44664000000000004,0.4442,0.15,0.17647058823529413,0.125,0.375,6.95,21.5,0.2222222222222222,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2010,2010,False
100658-100682-100720-100973-202239,1611661328,"Svetlana Abrosimova, Lauren Jackson, Sue Bird, Le'coe Willingham, Jana Vesela","Abrosimova, Jackson, Bird, Willingham, Vesela",100658-100682-100720-100973-202239,SEA,61.0,1,1.0,-4.0,2,3.0,,,,5,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,118.03278688524591,,12.5,12.0,12.5,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2010,2010,False
100658-100682-100720-101030-201067,1611661328,"Svetlana Abrosimova, Lauren Jackson, Sue Bird, Tanisha Wright, Camille Little","Abrosimova, Jackson, Bird, Wright, Little",100658-100682-100720-101030-201067,SEA,707.0,3,12.0,,21,21.0,4.0,9.0,2.0,42,2.0,5.0,1.0,1.0,,,3.0,7.0,2.0,4.0,,,,2.0,5.0,1.0,2.0,7.0,16.0,2.0,5.0,3.0,23.0,23.0,1.0,3.0,,3.0,5.0,1.0,1.0,1.0,2.0,,5.0,8.0,6.0,6.0,2.0,,5.0,2.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,1.0,14.0,,5.0,,7.0,,7.0,5.0,12.0,,3.0,,2.0,1.0,2.0,2.0,,,,4.0,,1.0,1.0,3.0,1.0,,8.0,2.0,,3.0,1.0,2.0,,1.0,,1.0,1.0,,18.0,5.0,4.0,,,0.5714285714285714,0.6666666666666666,1.0,0.4,0.5,0.4,0.4375,0.3333333333333333,1.0,0.47619047619047616,0.3333333333333333,0.8333333333333334,0.5227272727272727,0.625,0.8333333333333334,0.23809523809523808,0.0625,0.2,,0.5,,0.7777777777777778,0.5555555555555556,,,0.7,0.45454545454545453,0.3333333333333333,1.0,,,0.6666666666666666,1.0,,,,85.54455445544555,,19.666666666666668,14.0,18.61904761904762,12.380952380952381,0.23809523809523808,0.4,0.5,0.5,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.19047619047619047,0.5,0.5,0.5,,0.23809523809523808,0.4,0.4,1.0,0.3333333333333333,1.0,,,,,,0.6666666666666666,0.5,0.47619047619047616,0.4,0.46489523809523814,0.4326666666666667,0.5257999999999999,0.09090909090909091,0.11764705882352941,0.21739130434782608,0.21739130434782608,9.24375,21.880000000000003,0.19047619047619047,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2010,2010,False
100658-100682-100720-201067-202239,1611661328,"Svetlana Abrosimova, Lauren Jackson, Sue Bird, Camille Little, Jana Vesela","Abrosimova, Jackson, Bird, Little, Vesela",100658-100682-100720-201067-202239,SEA,355.0,2,6.0,10.0,12,11.0,5.0,1.0,1.0,23,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,2.0,3.0,,2.0,1.0,1.0,,,3.0,5.0,3.0,4.0,,15.0,5.0,,,,,,2.0,2.0,1.0,2.0,,7.0,4.0,2.0,9.0,,,1.0,1.0,,2.0,3.0,5.0,1.0,1.0,,1.0,13.0,,1.0,,6.0,,6.0,1.0,7.0,,,,1.0,1.0,,3.0,1.0,1.0,,4.0,1.0,1.0,,2.0,,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,15.0,7.0,5.0,,,0.6666666666666666,0.6666666666666666,1.0,0.75,0.5,0.75,0.6,,1.0,0.8333333333333334,,0.875,0.8333333333333334,,0.875,0.4444444444444444,,,,0.25,,1.0,0.5,,,1.0,0.3333333333333333,,1.0,,1.0,1.0,1.0,,,,93.29577464788731,1.0,15.0,15.909090909090908,13.916666666666666,15.909090909090908,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,,0.2222222222222222,0.5,0.5,1.0,0.3333333333333333,0.1111111111111111,1.0,1.0,1.0,,,,,0.25,1.0,0.5,,,0.5555555555555556,1.0,0.4739611111111111,,0.5078125,,,,0.4666666666666667,9.52,22.825,0.4166666666666667,,,,,2.0,1.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,1611661328,2010,2010,False
100658-100682-100721-100973-101030,1611661328,"Svetlana Abrosimova, Lauren Jackson, Swin Cash, Le'coe Willingham, Tanisha Wright","Abrosimova, Jackson, Cash, Willingham, Wright",100658-100682-100721-100973-101030,SEA,411.0,4,7.0,2.0,12,12.0,3.0,8.0,2.0,24,4.0,6.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,,,1.0,3.0,,1.0,4.0,7.0,1.0,4.0,3.0,14.0,12.0,1.0,1.0,,,2.0,1.0,2.0,,1.0,2.0,4.0,4.0,4.0,,2.0,,3.0,1.0,,2.0,,2.0,,2.0,,,4.0,1.0,1.0,,5.0,,5.0,2.0,7.0,1.0,2.0,2.0,1.0,,1.0,1.0,,,,2.0,1.0,,2.0,6.0,1.0,,5.0,1.0,,3.0,1.0,1.0,1.0,,,,,,12.0,4.0,3.0,,1.0,0.5,0.6666666666666666,,0.25,,0.25,0.5714285714285714,1.0,0.5,0.5,1.0,0.3333333333333333,0.5833333333333334,1.0,0.5,0.36363636363636365,,,,0.5,,0.7142857142857143,0.3333333333333333,,0.3333333333333333,0.7142857142857143,0.3333333333333333,,1.0,0.5,1.0,,1.0,,,0.16666666666666666,84.08759124087592,,17.166666666666668,17.083333333333332,17.0,14.916666666666666,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.5,0.09090909090909091,,,,,,,,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.3333333333333333,,1.0,1.0,,,0.6666666666666666,0.5,,0.3333333333333333,,0.9090909090909091,0.3333333333333333,0.5625772727272728,,0.5996,0.09090909090909091,0.14285714285714285,0.14285714285714285,0.2857142857142857,2.7714285714285714,22.35,0.25,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2010,2010,False
100658-100682-100721-101030-201067,1611661328,"Svetlana Abrosimova, Lauren Jackson, Swin Cash, Tanisha Wright, Camille Little","Abrosimova, Jackson, Cash, Wright, Little",100658-100682-100721-101030-201067,SEA,60.0,1,1.0,-2.0,3,3.0,3.0,,,6,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,2.0,4.0,,,,,,1.0,1.0,,1.0,,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,2.0,3.0,,,,,,,,,1.0,,1.0,0.5,,0.5,0.5,,0.5,0.5,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,144.0,,11.333333333333334,8.666666666666666,11.333333333333334,8.666666666666666,0.5,1.0,1.0,,,,,,,,,,,0.5,,,,,,,,0.5,1.0,,0.5,,1.0,,0.576775,,0.576775,,,,1.0,,21.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2010,2010,False
100658-100682-100973-101030-202239,1611661328,"Svetlana Abrosimova, Lauren Jackson, Le'coe Willingham, Tanisha Wright, Jana Vesela","Abrosimova, Jackson, Willingham, Wright, Vesela",100658-100682-100973-101030-202239,SEA,74.0,1,1.0,-1.0,2,2.0,,,,4,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,2.0,,3.0,4.0,,,,,,,,,,,,,,3.0,,,2.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,3.0,,,,,,,1.0,0.5,,0.5,,,,0.75,,,0.75,,,1.0,,,,,,,,,,,,,,,,,,,,,77.83783783783784,,18.0,19.0,18.0,19.0,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,1.0,0.5,0.489675,,,,,,,,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2010,2010,False
