EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceCorner3FGA,Arc3FGM,FG3M,SecondChanceFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,DefThreePtRebounds,Travels,SecondChanceTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG3M,PenaltyFG3A,Corner3Assists,FTOffRebounds,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,BlockingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,OffFTReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,HeaveAttempts,BlockingFouls,Blocked3s,BlockedArc3,DefCorner3ReboundPct,PenaltyArc3FGM,PenaltyArc3Accuracy,BlockedLongMidRange,Technical Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,team_id,year,season,team_vs
100412-100915-100944-200671-201499,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Candice Wiggins","McWilliams-Franklin, Whalen, Brunson, Augustus, Wiggins",100412-100915-100944-200671-201499,MIN,1311.0,6,22.0,-12.0,41.0,41.0,6.0,7.0,82.0,7.0,12.0,3.0,3.0,1.0,2.0,3.0,6.0,6.0,11.0,1.0,5.0,16.0,29.0,6.0,9.0,41.0,53.0,3.0,4.0,3.0,9.0,1.0,5.0,5.0,7.0,14.0,18.0,4.0,5.0,1.0,7.0,7.0,4.0,3.0,14.0,1.0,6.0,7.0,1.0,8.0,7.0,15.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,7.0,6.0,9.0,1.0,9.0,2.0,13.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,32.0,7.0,6.0,3.0,0.4375,0.5,0.5517241379310345,0.75,0.2,0.45714285714285713,0.75,0.2,0.5,0.6428571428571429,0.4375,0.17142857142857143,0.034482758620689655,0.08333333333333333,0.5714285714285714,1.0,0.6363636363636364,0.46153846153846156,0.16666666666666666,0.5833333333333334,0.3684210526315789,0.6,0.3333333333333333,0.4,0.2,0.6666666666666666,0.6666666666666666,0.6,0.05555555555555555,90.06864988558351,0.5,14.78048780487805,17.195121951219512,14.341463414634147,16.195121951219512,0.34285714285714286,0.5833333333333334,0.6363636363636364,0.5714285714285714,0.17142857142857143,0.5,0.5,0.3142857142857143,0.5454545454545454,0.5454545454545454,0.5,0.02857142857142857,0.14285714285714285,0.75,1.0,0.4,0.5,0.5142857142857142,0.4773185714285715,0.5992333333333334,0.5005200000000001,0.10526315789473684,0.125,0.21951219512195122,0.17073170731707318,9.386206896551723,22.2,0.14634146341463414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100412-100915-100944-200671-202257,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Monica Wright","McWilliams-Franklin, Whalen, Brunson, Augustus, Wright",100412-100915-100944-200671-202257,MIN,1403.0,5,23.0,-6.0,44.0,41.0,3.0,10.0,85.0,5.0,12.0,2.0,3.0,1.0,1.0,8.0,14.0,2.0,12.0,1.0,7.0,15.0,38.0,8.0,3.0,48.0,54.0,4.0,8.0,,8.0,1.0,4.0,,2.0,18.0,12.0,2.0,7.0,5.0,9.0,12.0,4.0,1.0,27.0,,11.0,8.0,1.0,12.0,11.0,23.0,2.0,1.0,,1.0,5.0,4.0,2.0,,1.0,7.0,7.0,9.0,,6.0,,6.0,1.0,2.0,,2.0,2.0,2.0,1.0,40.0,2.0,3.0,,0.6,0.6428571428571429,0.39473684210526316,0.5,0.25,0.4891304347826087,0.4444444444444444,0.25,0.5,0.4,0.25,0.17391304347826086,0.13157894736842105,0.25,0.7142857142857143,1.0,0.6153846153846154,0.4782608695652174,,0.6875,0.44,0.42857142857142855,0.5,0.5,,0.75,0.8,0.25,0.1,87.2416250890948,0.5,17.25,15.707317073170731,15.090909090909092,15.097560975609756,0.2608695652173913,0.4166666666666667,0.5555555555555556,0.8,0.30434782608695654,0.5714285714285714,0.6666666666666666,0.2608695652173913,0.16666666666666666,0.16666666666666666,0.5,0.021739130434782608,0.15217391304347827,0.3333333333333333,0.6666666666666666,0.25,1.0,0.43478260869565216,0.4313782608695652,0.4390833333333333,0.4294,0.0625,0.05128205128205128,0.16666666666666666,0.041666666666666664,9.123684210526315,22.2125,0.06818181818181818,17.0,1.0,5.0,5.0,1.0,9.0,6.0,5.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,0.6,0.625,0.625,0.14285714285714285,1.0,1.0,0.5,0.7142857142857143,0.7142857142857143,0.6,0.5,0.1111111111111111,0.7142857142857143,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100412-100915-100944-200671-202632,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Maya Moore","McWilliams-Franklin, Whalen, Brunson, Augustus, Moore",100412-100915-100944-200671-202632,MIN,7066.0,8,118.0,-7.0,223.0,228.0,23.0,27.0,451.0,36.0,64.0,6.0,12.0,3.0,7.0,22.0,63.0,16.0,40.0,8.0,36.0,74.0,167.0,44.0,27.0,229.0,236.0,8.0,19.0,8.0,36.0,6.0,16.0,5.0,23.0,94.0,54.0,10.0,36.0,13.0,47.0,60.0,24.0,12.0,133.0,6.0,26.0,60.0,2.0,73.0,34.0,107.0,1.0,26.0,15.0,11.0,17.0,8.0,14.0,,9.0,31.0,18.0,51.0,1.0,50.0,4.0,37.0,4.0,18.0,1.0,8.0,4.0,8.0,4.0,193.0,23.0,23.0,1.0,0.6351351351351351,0.6811594202898551,0.4431137724550898,0.42105263157894735,0.375,0.4786729857819905,0.6086956521739131,0.42857142857142855,0.5044052863436124,0.6666666666666666,0.4791666666666667,0.20853080568720378,0.07784431137724551,0.109375,0.5483870967741935,0.4,0.625,0.2826086956521739,0.23076923076923078,0.6339285714285714,0.2711864406779661,0.4642857142857143,0.2,0.20833333333333334,0.21739130434782608,0.5862068965517241,0.7878787878787878,0.5,0.009523809523809525,91.91055759977357,0.5,14.73542600896861,16.57894736842105,14.062780269058296,15.232456140350877,0.3033175355450237,0.5625,0.631578947368421,0.6666666666666666,0.2985781990521327,0.3492063492063492,0.38596491228070173,0.1895734597156398,0.4,0.4,0.75,0.037914691943127965,0.17061611374407584,0.5217391304347826,0.5,0.3333333333333333,0.42857142857142855,0.5118483412322274,0.4915649289099526,0.5765525,0.49724999999999997,0.084070796460177,0.09944751381215469,0.1572052401746725,0.10043668122270742,8.087425149700598,22.36818181818182,0.1031390134529148,39.0,2.0,13.0,18.0,4.0,39.0,15.0,13.0,13.0,8.0,11.0,11.0,4.0,5.0,2.0,4.0,1.0,0.7222222222222222,0.4090909090909091,0.4090909090909091,0.09523809523809523,0.6875,0.7333333333333333,0.5,0.3611111111111111,0.3611111111111111,0.6153846153846154,0.16666666666666666,0.08695652173913043,0.3611111111111111,0.022222222222222223,5.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,5.0,5.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,0.4,0.6666666666666666,0.3333333333333333,0.625,0.625,1.0,1.0,1.0,0.08695652173913043,1.0,0.5,0.09523809523809523,1.0,0.14285714285714285,,,,,,,,,,,,,,1611661324,2011,2011,True
100412-100915-100944-201499-202257,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Rebekkah Brunson, Candice Wiggins, Monica Wright","McWilliams-Franklin, Whalen, Brunson, Wiggins, Wright",100412-100915-100944-201499-202257,MIN,100.0,1,2.0,5.0,3.0,3.0,,,6.0,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,7.0,2.0,,,,,,,,,,2.0,,1.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,2.0,,1.0,,,,,,7.0,,,,,,1.0,,,1.25,,,1.1666666666666667,,,0.5,,,,,,,,,,,,,,,,,,86.39999999999999,,11.666666666666666,21.666666666666668,11.666666666666666,21.666666666666668,,,,,,,,0.5,1.0,1.0,,,0.5,,,,,0.5,0.459,,,0.3333333333333333,0.5,,,14.5,21.0,,3.0,,1.0,1.0,,3.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100412-100915-100944-201499-202632,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Rebekkah Brunson, Candice Wiggins, Maya Moore","McWilliams-Franklin, Whalen, Brunson, Wiggins, Moore",100412-100915-100944-201499-202632,MIN,305.0,3,5.0,-11.0,8.0,10.0,5.0,,18.0,,2.0,,,,1.0,,,,3.0,,1.0,,5.0,1.0,,,11.0,,,,,,3.0,,,,,,,1.0,,,,,,,,4.0,,4.0,,4.0,,1.0,1.0,,2.0,,1.0,,2.0,3.0,2.0,5.0,1.0,2.0,,,,,,3.0,1.0,3.0,3.0,,,5.0,,,,,,,,,,,,,0.16666666666666666,0.2,0.5,0.6666666666666666,,1.0,,,1.0,,,,,,1.0,1.0,,,84.98360655737706,1.0,19.5,14.9,19.5,14.9,0.3333333333333333,,,,,,,0.5,,,,,0.16666666666666666,,,0.25,,0.5,0.34296000000000004,,0.33116666666666666,,,,,10.68,61.7,0.625,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,0.25,1.0,1.0,,,,,,,,,,,,1611661324,2011,2011,True
100412-100915-100944-202257-202632,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Rebekkah Brunson, Monica Wright, Maya Moore","McWilliams-Franklin, Whalen, Brunson, Wright, Moore",100412-100915-100944-202257-202632,MIN,245.0,2,4.0,-4.0,8.0,9.0,,,17.0,,1.0,,,,,,,2.0,2.0,,1.0,2.0,3.0,1.0,3.0,7.0,11.0,,,,,,,,,2.0,2.0,,1.0,,1.0,1.0,,1.0,2.0,,,2.0,,3.0,,3.0,,,,,2.0,2.0,,,,2.0,1.0,1.0,,3.0,,4.0,,2.0,,1.0,1.0,1.0,,7.0,,,,0.5,0.5,0.6666666666666666,,,0.5,,,0.5833333333333334,,,0.25,,,1.0,,0.5,,,0.6,,,,,,,1.0,,,99.91836734693878,,12.875,15.777777777777779,12.875,12.0,0.25,,,,,,,0.5,1.0,1.0,0.5,,0.25,,,,,0.5,0.4911875,,,0.3333333333333333,0.4,,,10.266666666666667,21.7,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1611661324,2011,2011,True
100412-100915-200671-201487-202257,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Seimone Augustus, Alexis Hornbuckle, Monica Wright","McWilliams-Franklin, Whalen, Augustus, Hornbuckle, Wright",100412-100915-200671-201487-202257,MIN,4.0,1,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100412-100915-200671-201487-202632,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Seimone Augustus, Alexis Hornbuckle, Maya Moore","McWilliams-Franklin, Whalen, Augustus, Hornbuckle, Moore",100412-100915-200671-201487-202632,MIN,186.0,1,3.0,-3.0,8.0,8.0,7.0,,16.0,,2.0,,,,1.0,,,,,1.0,,,2.0,1.0,7.0,7.0,10.0,,,,,,1.0,7.0,7.0,,,,,1.0,,,,,,,,1.0,,2.0,,2.0,,,,,1.0,,,,1.0,1.0,,1.0,,6.0,,8.0,,,4.0,1.0,1.0,1.0,1.0,7.0,3.0,5.0,2.0,,,,,,,,,0.5,,0.5833333333333334,0.3333333333333333,0.5,0.5,1.0,,0.5,,,0.2857142857142857,,,,,,1.0,,,,123.87096774193547,1.0,14.25,9.0,14.25,7.375,0.6666666666666666,,,,,,,,,,,0.3333333333333333,,,,0.5,,1.0,0.5591333333333334,,0.46315,,,,1.0,1.2,22.1,0.875,2.0,,,,,,,,,,,1.0,,,,1.0,,,,,,0.2,0.2,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100412-100915-200671-201499-201501,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Seimone Augustus, Candice Wiggins, Charde Houston","McWilliams-Franklin, Whalen, Augustus, Wiggins, Houston",100412-100915-200671-201499-201501,MIN,113.0,1,2.0,1.0,3.0,4.0,,,7.0,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,5.0,4.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,5.0,,,,,,1.0,,,0.8333333333333334,,,0.8333333333333334,,,0.6666666666666666,,,,,,,,1.0,,,,,,,,,,89.20353982300885,,15.0,17.0,15.0,17.0,,,,,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,,,,,0.6666666666666666,0.5145166666666666,,,,,,,12.9,21.8,,,,1.0,1.0,,,3.0,1.0,,,,1.0,,,,,,,0.5,0.5,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100412-100915-200671-201499-201882,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Seimone Augustus, Candice Wiggins, Jessica Adair","McWilliams-Franklin, Whalen, Augustus, Wiggins, Adair",100412-100915-200671-201499-201882,MIN,253.0,2,4.0,3.0,10.0,9.0,3.0,2.0,19.0,,,,,,,3.0,5.0,2.0,2.0,,1.0,5.0,7.0,1.0,2.0,15.0,12.0,,1.0,,,1.0,3.0,2.0,4.0,4.0,6.0,,1.0,,2.0,3.0,,,7.0,,1.0,2.0,,3.0,1.0,4.0,,1.0,1.0,,,,1.0,,,1.0,1.0,3.0,,1.0,,2.0,,,1.0,1.0,1.0,1.0,,15.0,4.0,3.0,1.0,0.4,0.4,0.7142857142857143,,0.3333333333333333,0.8125,,0.3333333333333333,0.8333333333333334,,0.5,0.125,,,,,0.5,1.0,,0.6,1.0,,1.0,,,,1.0,0.5,,108.14229249011858,,10.6,16.333333333333332,10.4,13.777777777777779,,,,,0.625,0.6,0.6,0.25,1.0,1.0,,,0.125,,,,,0.125,0.37580625,0.2297,0.30693333333333334,,,,0.26666666666666666,11.857142857142858,22.8,0.3,3.0,,1.0,1.0,,3.0,,1.0,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
