EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Minutes,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Fg2Pct,EfgPct,TsPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShotQualityAvg,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,BlockedShortMidRange,PenaltyOffPossExcludingTakeFouls,SecondChanceTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,AtRimFG3AFrequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,FG3A,PenaltyFG2M,PenaltyPoints,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,Avg3ptShotDistance,Corner3FGM,FG3M,SecondChanceFG2A,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,SelfOReb,LostBallSteals,Travels,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceShotQualityAvg,Arc3FGM,Arc3FGA,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,DefThreePtRebounds,Loose Ball Fouls Drawn,DefThreePtReboundPct,DefCorner3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,LostBallOutOfBoundsTurnovers,DefArc3ReboundPct,Fg2aBlocked,ShortMidRangeAssists,FG2APctBlocked,AtRimPctBlocked,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LostBallTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceTurnovers,PtsUnassisted3s,StepOutOfBoundsTurnovers,BlockedLongMidRange,3SecondViolations,Technical Free Throw Trips,BlockingFoulsDrawn,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,BlockingFouls,Charge Fouls Drawn,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveMakes,HeaveAttempts,Charge Fouls,Clear Path Fouls,team_id,year,season,team_vs
100384-100729-101049-202664-202670,1611661329,"Dominique Canty, Michelle Snow, Cathrine Kraayeveld, Courtney Vandersloot, Carolyn Swords","Canty, Snow, Kraayeveld, Vandersloot, Swords",100384-100729-101049-202664-202670,CHI,24.0,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120.0,1.0,5.0,19.0,5.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2011,2011,False
100384-100835-201480-202259-202670,1611661329,"Dominique Canty, Erin Thorn, Sylvia Fowles, Epiphanny Prince, Carolyn Swords","Canty, Thorn, Fowles, Prince, Swords",100384-100835-201480-202259-202670,CHI,67.0,1,1.0,1.0,1.0,2.0,,,,,,2.0,,,,,,,,,42.98507462686567,,23.0,44.0,23.0,30.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3224,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2011,2011,False
100835-201477-201480-202664-202670,1611661329,"Erin Thorn, Tamera Young, Sylvia Fowles, Courtney Vandersloot, Carolyn Swords","Thorn, Young, Fowles, Vandersloot, Swords",100835-201477-201480-202664-202670,CHI,303.0,3,9.0,9.0,,18.0,4.0,4.0,5.0,,2.0,2.0,,2.0,1.0,2.0,1.0,0.5714285714285714,0.5714285714285714,0.5,85.54455445544555,0.5,14.88888888888889,18.77777777777778,14.88888888888889,17.333333333333332,5.0,,2.0,2.0,6.0,6.0,5.0,4.0,5.0,,0.3333333333333333,0.3333333333333333,0.375,0.3333333333333333,,,0.4525666666666666,9.9,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,0.5,1.0,0.25,0.25,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333,0.25,0.25,0.16666666666666666,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2011,2011,False
201062-201480-202259-202664-202670,1611661329,"Shay Murphy, Sylvia Fowles, Epiphanny Prince, Courtney Vandersloot, Carolyn Swords","Murphy, Fowles, Prince, Vandersloot, Swords",201062-201480-202259-202664-202670,CHI,180.0,1,6.0,5.0,,11.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,0.6666666666666666,0.6666666666666666,,88.0,,10.666666666666666,23.2,10.666666666666666,22.6,3.0,,,1.0,2.0,5.0,2.0,2.0,5.0,,0.5,0.3333333333333333,0.5,,,,0.4716,2.4,3.0,1.0,,2.0,,,3.0,,,1.0,,,1.0,1.0,,,,,3.0,4.0,2.0,,1.0,,,,,,0.5,0.6666666666666666,,,,1.0,0.3045,0.4,0.5,,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.5,0.3333333333333333,1.0,1.0,0.4,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2011,2011,False
201477-201918-202259-202664-202670,1611661329,"Tamera Young, Lindsay Wisdom-Hylton, Epiphanny Prince, Courtney Vandersloot, Carolyn Swords","Young, Wisdom-Hylton, Prince, Vandersloot, Swords",201477-201918-202259-202664-202670,CHI,178.0,3,7.0,5.0,2.0,12.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,0.5,0.5,1.0,97.07865168539325,,13.571428571428571,16.6,13.142857142857142,16.2,3.0,,2.0,2.0,6.0,7.0,5.0,,7.0,,0.3333333333333333,0.5,0.5,0.2857142857142857,,,0.5325928571428571,7.016666666666667,2.0,1.0,1.0,3.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,0.25,0.25,,,0.42857142857142855,0.14285714285714285,,,0.5714285714285714,0.3651,,,,0.14285714285714285,2.0,,,1.0,1.0,,,,,,,,,0.14285714285714285,,0.6666666666666666,0.6666666666666666,0.14285714285714285,,,,21.8,1.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.4627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2011,2011,False
100384-101049-201480-202259-202664,1611661329,"Dominique Canty, Cathrine Kraayeveld, Sylvia Fowles, Epiphanny Prince, Courtney Vandersloot","Canty, Kraayeveld, Fowles, Prince, Vandersloot",100384-101049-201480-202259-202664,CHI,270.0,3,8.0,11.0,2.0,19.0,3.0,4.0,4.0,,3.0,5.0,,,,,,0.75,0.8,1.0,101.33333333333333,,13.125,15.0,13.125,12.909090909090908,4.0,,1.0,1.0,3.0,7.0,11.0,,7.0,,0.3333333333333333,0.625,0.7,0.25,,,0.4709,10.833333333333334,-4.0,1.0,,1.0,,1.0,2.0,,,,,,2.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,,1.0,,1.0,,,,,0.25,0.25,,,0.5,,0.2,0.25,,0.125,1.0,,,,1.0,,,,,,,,,0.25,0.6666666666666666,1.0,1.0,,,,,22.5,,1.0,,2.0,3.0,1.0,1.0,2.0,,1.0,5.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2011,2011,False
100729-101049-202259-202664-202670,1611661329,"Michelle Snow, Cathrine Kraayeveld, Epiphanny Prince, Courtney Vandersloot, Carolyn Swords","Snow, Kraayeveld, Prince, Vandersloot, Swords",100729-101049-202259-202664-202670,CHI,187.0,3,8.0,8.0,3.0,16.0,,2.0,2.0,2.0,2.0,2.0,,,,,,,1.0,,123.20855614973262,,11.875,11.5,11.875,11.5,3.0,,1.0,2.0,5.0,4.0,8.0,,4.0,,0.4,0.3333333333333333,0.3333333333333333,0.16666666666666666,,,0.4678083333333333,7.9799999999999995,-4.0,2.0,,2.0,,2.0,,,,2.0,,,1.0,1.0,,,,1.0,,,,,2.0,,,,,,,0.3333333333333333,0.3333333333333333,,,0.5,0.4255,,,,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,0.5,0.5,0.5,0.16666666666666666,,1.0,1.0,0.16666666666666666,0.5,1.0,0.5,21.4,,,,4.0,,2.0,,2.0,,2.0,4.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,2.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2011,2011,False
100729-201477-202259-202664-202670,1611661329,"Michelle Snow, Tamera Young, Epiphanny Prince, Courtney Vandersloot, Carolyn Swords","Snow, Young, Prince, Vandersloot, Swords",100729-201477-202259-202664-202670,CHI,425.0,3,15.0,14.0,,29.0,3.0,5.0,7.0,2.0,5.0,2.0,,,,,,0.75,0.8333333333333334,,98.25882352941177,,14.466666666666667,14.857142857142858,14.266666666666667,14.357142857142858,7.0,1.0,5.0,4.0,9.0,13.0,12.0,4.0,11.0,,0.4444444444444444,0.5,0.5416666666666666,0.45454545454545453,0.2,0.2,0.4592181818181818,6.988888888888889,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,,3.0,3.0,1.0,1.0,1.0,2.0,1.0,,1.0,0.5,0.6,0.4,0.3333333333333333,,1.0,0.18181818181818182,0.18181818181818182,1.0,1.0,0.36363636363636365,,0.08333333333333333,0.1,0.15384615384615385,0.06666666666666667,1.0,,,,2.0,,,1.0,,,,,,0.18181818181818182,0.5,0.5,1.0,,,,,21.55,,1.0,1.0,4.0,3.0,2.0,1.0,3.0,,1.0,7.0,1.0,1.0,,0.5,0.5,1.0,0.5,0.5,,0.2,1.0,,,,0.3934,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,0.18181818181818182,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.1111111111111111,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2011,2011,False
101049-201477-201480-202259-202664,1611661329,"Cathrine Kraayeveld, Tamera Young, Sylvia Fowles, Epiphanny Prince, Courtney Vandersloot","Kraayeveld, Young, Fowles, Prince, Vandersloot",101049-201477-201480-202259-202664,CHI,3179.0,18,101.0,100.0,8.0,201.0,22.0,34.0,49.0,5.0,18.0,15.0,1.0,6.0,4.0,6.0,3.0,0.6875,0.6666666666666666,0.5555555555555556,91.04749921358918,0.5,13.990099009900991,17.66,12.910891089108912,16.67,53.0,4.0,17.0,36.0,70.0,120.0,103.0,30.0,97.0,1.0,0.5142857142857142,0.5689655172413793,0.6060606060606061,0.19540229885057472,0.23529411764705882,0.3333333333333333,0.5186775862068965,5.917142857142857,17.0,27.0,11.0,41.0,5.0,12.0,21.0,3.0,23.0,19.0,14.0,15.0,10.0,8.0,13.0,9.0,5.0,10.0,28.0,27.0,12.0,2.0,27.0,0.71875,0.7222222222222222,0.4117647058823529,0.35714285714285715,0.35714285714285715,0.75,0.47126436781609193,0.13793103448275862,0.4166666666666667,0.45454545454545453,0.6666666666666666,0.5143391304347826,0.13402061855670103,0.15,0.19166666666666668,0.26732673267326734,27.0,9.0,11.0,1.0,17.0,11.0,32.0,,,32.0,0.5789473684210527,0.6086956521739131,0.6153846153846154,0.19540229885057472,0.7272727272727273,0.6585365853658537,0.6585365853658537,0.011494252873563218,0.4782608695652174,0.8181818181818182,0.26666666666666666,22.099999999999998,1.0,9.0,11.0,42.0,27.0,21.0,9.0,30.0,1.0,16.0,69.0,5.0,2.0,2.0,0.5833333333333334,0.65625,1.0,0.5294117647058824,0.5294117647058824,0.2857142857142857,0.1388888888888889,0.5925925925925926,1.0,1.0,1.0,0.52171,8.0,16.0,16.0,8.0,8.0,10.0,2.0,0.625,0.6,0.1839080459770115,0.5,0.5,1.0,0.5,1.0,0.6363636363636364,6.0,1.0,0.08571428571428572,,0.5384615384615384,0.25,5.0,5.0,1.0,1.0,1.0,3.0,2.0,4.0,7.0,2.0,4.0,2.0,4.0,4.0,8.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.6363636363636364,0.6666666666666666,0.29411764705882354,0.08333333333333333,1.0,0.125,0.125,0.8,0.3333333333333333,1.0,0.2,0.06666666666666667,1.0,1.0,0.2,0.3333333333333333,1.0,0.17391304347826086,0.5,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2011,2011,False
100384-100835-101049-201062-202670,1611661329,"Dominique Canty, Erin Thorn, Cathrine Kraayeveld, Shay Murphy, Carolyn Swords","Canty, Thorn, Kraayeveld, Murphy, Swords",100384-100835-101049-201062-202670,CHI,288.0,2,11.0,10.0,3.0,21.0,4.0,5.0,6.0,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,105.0,,15.272727272727273,12.0,14.727272727272727,12.0,5.0,,1.0,1.0,7.0,8.0,10.0,2.0,8.0,,0.14285714285714285,0.3125,0.4,0.125,,,0.4617125,8.285714285714286,-2.0,,1.0,3.0,,3.0,3.0,,,,1.0,1.0,,,1.0,1.0,,1.0,3.0,5.0,3.0,,,,0.5,0.16666666666666666,0.16666666666666666,,1.0,0.375,0.375,,,0.5,,0.3,0.3333333333333333,,,1.0,,,,1.0,,,1.0,,,,,,0.125,1.0,0.3333333333333333,0.5,,,,,22.1,,1.0,,,3.0,,1.0,1.0,,,3.0,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,0.125,1.0,1.0,1.0,1.0,,1.0,1.0,,0.14285714285714285,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2011,2011,False
