EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,PenaltyTurnovers,Charge Fouls,Offensive Fouls,BlockedShortMidRange,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PtsPutbacks,FTOffRebounds,LostBallOutOfBoundsTurnovers,BlockingFouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffFTReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,BlockingFoulsDrawn,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,Blocked3s,BlockedArc3,BlockedLongMidRange,team_id,year,season,team_vs
100412-100915-100944-200671-201499,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Candice Wiggins","McWilliams-Franklin, Whalen, Brunson, Augustus, Wiggins",100412-100915-100944-200671-201499,MIN,1311.0,6,22.0,12.0,41.0,41.0,6.0,5.0,82.0,6.0,9.0,5.0,8.0,6.0,11.0,1.0,2.0,1.0,1.0,2.0,2.0,17.0,28.0,3.0,4.0,10.0,53.0,41.0,1.0,2.0,1.0,1.0,2.0,7.0,22.0,12.0,9.0,2.0,2.0,2.0,11.0,3.0,14.0,2.0,1.0,4.0,3.0,4.0,31.0,1.0,4.0,5.0,7.0,1.0,13.0,5.0,18.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,8.0,1.0,4.0,9.0,2.0,9.0,1.0,11.0,1.0,6.0,1.0,1.0,1.0,46.0,3.0,0.6470588235294118,0.6470588235294118,1.0,0.75,1.0,0.75,0.6071428571428571,0.5,0.671875,0.8333333333333334,0.7162162162162162,0.875,0.125,0.07142857142857142,0.2222222222222222,0.5,1.0,0.5384615384615384,0.36363636363636365,0.8333333333333334,1.0,0.631578947368421,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.4,1.0,0.4,0.6666666666666666,0.6,0.8,1.0,0.1,90.06864988558351,17.195121951219512,14.78048780487805,16.195121951219512,14.341463414634147,0.28125,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.25,0.625,0.625,0.6,0.34375,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.0625,0.5,0.5,1.0,0.0625,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.40625,1.0,0.449975,0.42305,0.16216216216216217,0.18181818181818182,0.1320754716981132,9.392857142857142,21.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,False
100412-100915-100944-200671-202257,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Monica Wright","McWilliams-Franklin, Whalen, Brunson, Augustus, Wright",100412-100915-100944-200671-202257,MIN,1403.0,5,23.0,6.0,41.0,44.0,3.0,3.0,85.0,7.0,11.0,7.0,12.0,7.0,11.0,1.0,1.0,,,,3.0,21.0,34.0,1.0,4.0,9.0,54.0,48.0,1.0,2.0,,,2.0,4.0,10.0,32.0,,3.0,,2.0,5.0,,5.0,,,2.0,,3.0,10.0,,5.0,2.0,12.0,1.0,15.0,5.0,20.0,,5.0,4.0,1.0,1.0,,,2.0,1.0,,,3.0,1.0,3.0,6.0,,9.0,,12.0,2.0,7.0,5.0,3.0,5.0,50.0,,0.23809523809523808,0.23809523809523808,,0.25,,0.25,0.6176470588235294,0.5,0.5921052631578947,0.5,0.627906976744186,0.6666666666666666,0.10526315789473684,0.058823529411764705,0.18181818181818182,0.3333333333333333,1.0,0.5217391304347826,0.38461538461538464,1.0,,0.56,0.3125,0.25,0.2,0.75,,0.5714285714285714,0.5,0.5,1.0,,,87.2416250890948,15.707317073170731,17.25,15.097560975609756,15.090909090909092,0.2894736842105263,0.6363636363636364,0.7777777777777778,0.2857142857142857,0.3157894736842105,0.5833333333333334,0.5833333333333334,,0.2894736842105263,0.6363636363636364,0.6363636363636364,0.42857142857142855,0.02631578947368421,1.0,1.0,,0.07894736842105263,,,,,,,0.39473684210526316,,0.44353026315789473,0.4163,0.16279069767441862,0.1794871794871795,0.07407407407407407,8.802941176470588,22.175,17.0,2.0,3.0,1.0,1.0,1.0,7.0,11.0,1.0,2.0,3.0,20.0,3.0,2.0,1.0,1.0,2.0,3.0,20.0,17.0,0.5,0.6363636363636364,0.6538461538461539,0.6666666666666666,0.6,0.23076923076923078,0.6666666666666666,0.07692307692307693,1.0,0.07692307692307693,0.40920769230769233,0.37037037037037035,0.4146341463414634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,False
100412-100915-100944-200671-202632,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Maya Moore","McWilliams-Franklin, Whalen, Brunson, Augustus, Moore",100412-100915-100944-200671-202632,MIN,7066.0,8,118.0,7.0,228.0,223.0,23.0,38.0,451.0,30.0,59.0,28.0,62.0,16.0,50.0,2.0,3.0,,,12.0,27.0,74.0,171.0,14.0,30.0,46.0,236.0,229.0,11.0,24.0,2.0,6.0,12.0,40.0,86.0,62.0,33.0,27.0,12.0,8.0,43.0,11.0,54.0,9.0,2.0,21.0,11.0,11.0,119.0,5.0,36.0,20.0,66.0,1.0,87.0,44.0,131.0,8.0,17.0,8.0,9.0,26.0,5.0,15.0,16.0,11.0,,1.0,42.0,5.0,19.0,51.0,4.0,50.0,1.0,59.0,1.0,17.0,13.0,7.0,13.0,196.0,1.0,0.581081081081081,0.6056338028169014,0.7857142857142857,0.4666666666666667,0.3333333333333333,0.4666666666666667,0.4327485380116959,0.4583333333333333,0.472636815920398,0.4666666666666667,0.5131004366812227,0.5263157894736842,0.14925373134328357,0.04678362573099415,0.06779661016949153,0.6190476190476191,0.3333333333333333,0.717391304347826,0.375,0.7692307692307693,0.3125,0.7288135593220338,0.36607142857142855,0.41379310344827586,0.21212121212121213,0.5,1.0,0.5357142857142857,0.8,0.7916666666666666,0.782608695652174,0.6666666666666666,0.07692307692307693,91.91055759977357,16.57894736842105,14.73542600896861,15.232456140350877,14.062780269058296,0.2935323383084577,0.5084745762711864,0.5454545454545454,0.7,0.30845771144278605,0.45161290322580644,0.4827586206896552,0.39285714285714285,0.24875621890547264,0.32,0.32,0.6875,0.014925373134328358,0.6666666666666666,0.6666666666666666,1.0,0.13432835820895522,0.4444444444444444,0.4444444444444444,0.75,,,,0.4427860696517413,0.4444444444444444,0.4600664179104477,0.5169142857142857,0.08294930875576037,0.09090909090909091,0.1694915254237288,8.838011695906433,22.0,39.0,3.0,7.0,1.0,1.0,2.0,6.0,21.0,3.0,3.0,19.0,40.0,9.0,5.0,2.0,4.0,6.0,9.0,31.0,32.0,1.0,0.2857142857142857,0.4375,0.5263157894736842,0.6923076923076923,0.2916666666666667,0.42857142857142855,0.041666666666666664,1.0,0.08333333333333333,0.43794791666666666,0.1694915254237288,0.17105263157894737,4.0,11.0,2.0,6.0,2.0,6.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,12.0,4.0,0.06451612903225806,0.6,0.26666666666666666,0.36666666666666664,0.36363636363636365,0.25,0.2,0.3333333333333333,1.0,1.0,0.03333333333333333,,,,,,,,,,1611661324,2011,2011,False
100412-100915-100944-201499-202257,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Rebekkah Brunson, Candice Wiggins, Monica Wright","McWilliams-Franklin, Whalen, Brunson, Wiggins, Wright",100412-100915-100944-201499-202257,MIN,100.0,1,2.0,-5.0,3.0,3.0,,,6.0,,,,,,,,,,,,,,,,,2.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,2.0,,1.0,1.0,,2.0,,2.0,,1.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,86.39999999999999,21.666666666666668,11.666666666666666,21.666666666666668,11.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,3.0,,,,,,,,,,2.0,2.0,,2.0,,,,,2.0,3.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,False
100412-100915-100944-201499-202632,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Rebekkah Brunson, Candice Wiggins, Maya Moore","McWilliams-Franklin, Whalen, Brunson, Wiggins, Moore",100412-100915-100944-201499-202632,MIN,305.0,3,5.0,11.0,10.0,8.0,5.0,,18.0,3.0,5.0,,2.0,1.0,1.0,,,,,,1.0,4.0,8.0,,1.0,3.0,11.0,,,,,,,,4.0,4.0,,,,3.0,2.0,,2.0,,,2.0,,,4.0,,,,5.0,,5.0,,5.0,,2.0,,2.0,1.0,,1.0,,,,,1.0,,,2.0,,5.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,11.0,,0.5,0.5,,,,,0.5,,0.4444444444444444,,0.55,,0.1111111111111111,0.375,0.2,1.0,,1.0,,,,1.0,,,,,,1.0,,1.0,,,,84.98360655737706,14.9,19.5,14.9,19.5,0.5555555555555556,0.6,0.75,0.6666666666666666,0.2222222222222222,,,,0.1111111111111111,1.0,1.0,,,,,,0.1111111111111111,,,,,,,0.6666666666666666,,0.4982125,,0.2,0.2222222222222222,,5.4375,68.4,3.0,,1.0,,,,,2.0,,,,,,1.0,,,,1.0,,3.0,,,,,1.0,0.5,,,,,0.4356,,0.3,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,1611661324,2011,2011,False
100412-100915-100944-202257-202632,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Rebekkah Brunson, Monica Wright, Maya Moore","McWilliams-Franklin, Whalen, Brunson, Wright, Moore",100412-100915-100944-202257-202632,MIN,245.0,2,4.0,4.0,9.0,8.0,,1.0,17.0,1.0,2.0,,2.0,1.0,2.0,,,,,2.0,3.0,2.0,6.0,2.0,3.0,1.0,11.0,7.0,,2.0,,,,,4.0,,6.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,,1.0,,1.0,10.0,,2.0,1.0,1.0,,2.0,2.0,4.0,,2.0,2.0,,,,,1.0,,,,1.0,,2.0,3.0,,1.0,,2.0,,1.0,,,,11.0,,1.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,0.3333333333333333,,0.5555555555555556,,0.55,,0.3333333333333333,0.16666666666666666,0.5,,,1.0,0.5,1.0,,1.0,0.4,1.0,,1.0,,1.0,,,1.0,,,99.91836734693878,15.777777777777779,12.875,12.0,12.875,0.2222222222222222,0.5,1.0,1.0,0.2222222222222222,,,,0.2222222222222222,0.5,0.5,1.0,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,,,0.5555555555555556,0.6666666666666666,0.41579444444444447,0.3193,0.1,0.14285714285714285,,9.700000000000001,21.96666666666667,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1611661324,2011,2011,False
100412-100915-200671-201487-202257,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Seimone Augustus, Alexis Hornbuckle, Monica Wright","McWilliams-Franklin, Whalen, Augustus, Hornbuckle, Wright",100412-100915-200671-201487-202257,MIN,4.0,1,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,False
100412-100915-200671-201487-202632,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Seimone Augustus, Alexis Hornbuckle, Maya Moore","McWilliams-Franklin, Whalen, Augustus, Hornbuckle, Moore",100412-100915-200671-201487-202632,MIN,186.0,1,3.0,3.0,8.0,8.0,7.0,3.0,16.0,2.0,3.0,3.0,4.0,,,,,,,,5.0,5.0,7.0,,5.0,,10.0,7.0,2.0,4.0,,1.0,,4.0,2.0,8.0,,5.0,,1.0,1.0,,1.0,,,,1.0,,2.0,4.0,1.0,1.0,2.0,,3.0,5.0,8.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,6.0,,1.0,,,,,1.0,1.0,1.0,6.0,2.0,0.2,0.25,,,,,0.7142857142857143,0.5,0.4166666666666667,0.4,0.4166666666666667,0.4,0.4166666666666667,0.14285714285714285,0.3333333333333333,,,1.0,0.5,1.0,0.8,1.0,0.7142857142857143,,1.0,,,1.0,,,,1.0,0.16666666666666666,123.87096774193547,9.0,14.25,7.375,14.25,0.25,0.6666666666666666,1.0,,0.3333333333333333,0.75,0.75,0.3333333333333333,,,,,,,,,0.4166666666666667,,,,,,,0.6666666666666666,,0.5456833333333333,0.5166,,,0.4,5.3428571428571425,22.06,2.0,1.0,1.0,,,2.0,2.0,3.0,,2.0,,4.0,,,,1.0,,1.0,4.0,2.0,,0.6666666666666666,0.4,0.4,1.0,0.2,1.0,,,0.4,0.54698,0.4,0.25,,1.0,,1.0,,2.0,,,,,,,,,,,,,0.8,0.2,,,0.2,,,,,,,,,,,,,,1611661324,2011,2011,False
100412-100915-200671-201499-201501,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Seimone Augustus, Candice Wiggins, Charde Houston","McWilliams-Franklin, Whalen, Augustus, Wiggins, Houston",100412-100915-200671-201499-201501,MIN,113.0,1,2.0,-1.0,4.0,3.0,,,7.0,2.0,2.0,,,,,,,,,,1.0,2.0,2.0,,1.0,,4.0,5.0,,,,,,,2.0,2.0,,1.0,,,1.0,,1.0,,,1.0,,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,4.0,,0.5,0.5,,,,,1.0,,0.6666666666666666,,0.6666666666666666,,0.3333333333333333,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,89.20353982300885,17.0,15.0,17.0,15.0,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,,0.48841666666666667,,,,,2.5,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,False
100412-100915-200671-201499-201882,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Seimone Augustus, Candice Wiggins, Jessica Adair","McWilliams-Franklin, Whalen, Augustus, Wiggins, Adair",100412-100915-200671-201499-201882,MIN,253.0,2,4.0,-3.0,9.0,10.0,3.0,,19.0,,1.0,1.0,2.0,2.0,4.0,,,,,1.0,2.0,3.0,7.0,1.0,2.0,3.0,12.0,15.0,,1.0,,,,,6.0,,,2.0,1.0,1.0,3.0,,3.0,,,,1.0,2.0,6.0,,2.0,,,1.0,1.0,2.0,3.0,,,,,1.0,,1.0,,,,,1.0,,,1.0,,3.0,,3.0,1.0,1.0,,,,12.0,1.0,1.0,1.0,,0.5,,0.5,0.42857142857142855,,0.5,,0.6,,0.2222222222222222,0.14285714285714285,1.0,1.0,1.0,,0.5,,,,0.4,1.0,,0.5,,,,,,,,108.14229249011858,16.333333333333332,10.6,13.777777777777779,10.4,0.1111111111111111,,,,0.2222222222222222,0.5,0.5,1.0,0.4444444444444444,0.5,0.5,1.0,,,,,0.2222222222222222,0.5,0.5,,,,,0.3333333333333333,0.5,0.43065,0.6712,0.1111111111111111,0.14285714285714285,,12.685714285714285,22.65,3.0,,,,,,,2.0,,,2.0,2.0,3.0,,,,,,2.0,3.0,,,,0.3333333333333333,,,,,,,0.3562,0.16666666666666666,0.3333333333333333,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,1611661324,2011,2011,False
