EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Clear Path Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,FTOffRebounds,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,Blocked3s,BlockedArc3,BlockedLongMidRange,Technical Free Throw Trips,Loose Ball Fouls,ShortMidRangeAssists,ShortMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockingFouls,PenaltyCorner3FGM,Charge Fouls Drawn,PenaltyCorner3Accuracy,team_id,year,season,team_vs
100236-100628-201497-201919-202656,1611661325,"Tangela Smith, Tammy Sutton-Brown, Shannon Bobbitt, Shavonte Zellous, Jeanette Pohlen-Mavunga","Smith, Sutton-Brown, Bobbitt, Zellous, Pohlen-Mavunga",100236-100628-201497-201919-202656,IND,31.0,1,1.0,-2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4516129032258,,,18.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100236-100646-100666-101039-201047,1611661325,"Tangela Smith, Tamika Catchings, Katie Douglas, Erin Phillips, Jessica Davenport","Smith, Catchings, Douglas, Phillips, Davenport",100236-100646-100666-101039-201047,IND,635.0,4,11.0,,22.0,21.0,2.0,9.0,2.0,43.0,5.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,,,,,,2.0,,,,,8.0,13.0,,2.0,2.0,18.0,18.0,1.0,1.0,,,,2.0,1.0,2.0,,,,2.0,6.0,10.0,,,,2.0,,,3.0,,3.0,,,3.0,,6.0,1.0,1.0,2.0,5.0,1.0,8.0,2.0,10.0,,3.0,3.0,,4.0,2.0,3.0,4.0,1.0,,8.0,1.0,1.0,1.0,7.0,,,2.0,2.0,,,,2.0,,1.0,,1.0,,1.0,1.0,,,16.0,2.0,2.0,2.0,,0.375,0.375,,,,,,0.6153846153846154,1.0,0.5,0.5333333333333333,1.0,0.5,0.5625,1.0,0.5,0.13333333333333333,,,,,0.5,1.0,0.625,0.2,0.4,0.5,0.5384615384615384,0.2857142857142857,,,0.25,0.5,,1.0,0.5,0.5,0.4,,,97.51181102362204,,14.227272727272727,15.333333333333334,13.409090909090908,12.761904761904763,0.4,0.8333333333333334,0.8333333333333334,0.6,0.13333333333333333,1.0,1.0,0.3333333333333333,0.2,0.2,,,,,,0.13333333333333333,,,,1.0,1.0,,,,,,0.5,1.0,,,,0.5333333333333333,,0.5088933333333333,0.4901,0.3835,0.0625,0.07142857142857142,0.1111111111111111,0.1111111111111111,8.738461538461538,22.1,0.09090909090909091,,,,,,,,,,1.0,,,,,,,,,,1611661325,2011,2011,False
100236-100646-100666-201047-201497,1611661325,"Tangela Smith, Tamika Catchings, Katie Douglas, Jessica Davenport, Shannon Bobbitt","Smith, Catchings, Douglas, Davenport, Bobbitt",100236-100646-100666-201047-201497,IND,338.0,4,6.0,-10.0,13.0,15.0,,1.0,,28.0,3.0,4.0,,,,,,1.0,1.0,1.0,,,,,1.0,2.0,,,,,4.0,6.0,1.0,2.0,,11.0,21.0,,,,,,,,,,,,,6.0,2.0,3.0,,,2.0,1.0,,3.0,1.0,4.0,1.0,,2.0,1.0,9.0,,,,3.0,,3.0,,3.0,,2.0,1.0,1.0,5.0,,2.0,,3.0,,5.0,,,2.0,4.0,,1.0,,1.0,1.0,,,,,,,,,,,,,11.0,,,,,0.75,0.75,1.0,0.5,,,0.5,0.6666666666666666,,,0.6875,,,0.6875,,,0.25,,,,,1.0,,0.75,,,,0.6,,,,,,,,,1.0,,,,119.28994082840237,,12.538461538461538,11.666666666666666,12.538461538461538,11.266666666666667,0.5,0.75,0.75,0.6666666666666666,0.125,,,0.125,1.0,1.0,1.0,,,,,0.25,0.5,0.5,1.0,,,,,,,,,,,,,0.75,0.5,0.56519375,,,,,,,5.55,21.95,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100236-100646-100666-201047-201919,1611661325,"Tangela Smith, Tamika Catchings, Katie Douglas, Jessica Davenport, Shavonte Zellous","Smith, Catchings, Douglas, Davenport, Zellous",100236-100646-100666-201047-201919,IND,53.0,1,1.0,-2.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,2.0,2.0,4.0,,,,,,,,1.0,,,2.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,2.0,,1.0,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,0.5,,0.5,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,108.67924528301887,,22.5,4.0,22.5,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3901,,0.3901,0.5,0.5,,1.0,16.4,,1.0,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100236-100646-101039-201047-202656,1611661325,"Tangela Smith, Tamika Catchings, Erin Phillips, Jessica Davenport, Jeanette Pohlen-Mavunga","Smith, Catchings, Phillips, Davenport, Pohlen-Mavunga",100236-100646-101039-201047-202656,IND,93.0,2,2.0,-10.0,2.0,4.0,,2.0,,6.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,92.90322580645162,,25.0,10.75,25.0,10.75,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.349,,,,,,,15.4,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100236-100646-201047-201497-201919,1611661325,"Tangela Smith, Tamika Catchings, Jessica Davenport, Shannon Bobbitt, Shavonte Zellous","Smith, Catchings, Davenport, Bobbitt, Zellous",100236-100646-201047-201497-201919,IND,97.0,2,2.0,,5.0,5.0,,1.0,,10.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,2.0,1.0,2.0,,3.0,3.0,,,,,,,,,,,,,,,3.0,,,1.0,,,,1.0,1.0,,1.0,,,3.0,,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,1.0,0.5,,,0.5,,,,0.375,,,0.375,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,148.45360824742266,,12.8,6.6,12.8,6.6,0.25,,,,,,,0.25,,,,0.25,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,0.75,,0.55315,,,,,,,9.75,22.7,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100236-100646-201047-201497-202656,1611661325,"Tangela Smith, Tamika Catchings, Jessica Davenport, Shannon Bobbitt, Jeanette Pohlen-Mavunga","Smith, Catchings, Davenport, Bobbitt, Pohlen-Mavunga",100236-100646-201047-201497-202656,IND,142.0,1,2.0,,6.0,5.0,,3.0,,11.0,1.0,3.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,2.0,4.0,,1.0,,4.0,4.0,,,,,,,,,,,,,2.0,2.0,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,4.0,,,,,0.5,0.5,,,,,,0.5,,,0.4,,,0.4,,,0.2,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,111.54929577464789,,11.833333333333334,14.2,11.833333333333334,14.2,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,0.2,1.0,1.0,,0.2,,,,,,,,,,,,,,,,,,,,0.8,,0.53125,,,,,,,7.0,22.3,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100236-100666-101032-201047-201497,1611661325,"Tangela Smith, Katie Douglas, Shyra Ely-Gash, Jessica Davenport, Shannon Bobbitt","Smith, Douglas, Ely-Gash, Davenport, Bobbitt",100236-100666-101032-201047-201497,IND,98.0,1,2.0,-1.0,3.0,2.0,,,,5.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,3.0,4.0,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,1.0,,,1.0,,,,0.75,,,0.75,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,73.46938775510205,,14.666666666666666,27.0,14.666666666666666,27.0,0.5,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,0.5324,,,,,,,2.5,24.8,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100236-100666-101039-201047-201919,1611661325,"Tangela Smith, Katie Douglas, Erin Phillips, Jessica Davenport, Shavonte Zellous","Smith, Douglas, Phillips, Davenport, Zellous",100236-100666-101039-201047-201919,IND,70.0,2,1.0,-2.0,2.0,2.0,1.0,1.0,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.6666666666666666,,,,1.0,0.3333333333333333,,,1.0,0.3333333333333333,,0.3333333333333333,,,,,,1.0,,,,82.28571428571428,,26.0,9.0,26.0,9.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28550000000000003,,0.257,,,,,6.3999999999999995,,0.5,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100236-100666-101039-201047-202656,1611661325,"Tangela Smith, Katie Douglas, Erin Phillips, Jessica Davenport, Jeanette Pohlen-Mavunga","Smith, Douglas, Phillips, Davenport, Pohlen-Mavunga",100236-100666-101039-201047-202656,IND,73.0,1,1.0,,2.0,2.0,,,1.0,4.0,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,,,1.0,1.0,,2.0,,2.0,2.0,,,,1.0,,,,,,,,,2.0,,,,,1.0,,,1.0,,1.0,,,1.0,,2.0,1.0,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,1.0,,,0.3333333333333333,,,0.3333333333333333,,,0.6666666666666666,,,,,,,,,1.0,0.5,1.0,0.5,,,,,1.0,,,,,1.0,0.5,78.9041095890411,,15.0,21.5,12.0,21.5,0.3333333333333333,1.0,1.0,1.0,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,1.0,,,,,,,,1.0,,0.5352,,,,,,,2.4,22.85,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100236-100666-201047-201497-201919,1611661325,"Tangela Smith, Katie Douglas, Jessica Davenport, Shannon Bobbitt, Shavonte Zellous","Smith, Douglas, Davenport, Bobbitt, Zellous",100236-100666-201047-201497-201919,IND,506.0,3,8.0,,19.0,15.0,10.0,5.0,2.0,34.0,1.0,3.0,,,1.0,2.0,1.0,3.0,1.0,2.0,,2.0,1.0,2.0,2.0,5.0,,,,2.0,3.0,8.0,2.0,7.0,2.0,14.0,14.0,,1.0,,1.0,,,2.0,4.0,,4.0,1.0,5.0,4.0,2.0,6.0,,,5.0,2.0,,2.0,2.0,4.0,2.0,,1.0,,10.0,1.0,,1.0,5.0,,6.0,1.0,7.0,,1.0,1.0,,1.0,,1.0,1.0,,,2.0,,2.0,,4.0,,,1.0,4.0,,,,3.0,1.0,2.0,,,,,,,,14.0,5.0,10.0,2.0,,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,,,0.2857142857142857,0.375,,0.5,0.4,,0.25,0.4375,,0.3125,0.4666666666666667,,,,,0.5,,1.0,,0.5,0.2,0.8571428571428571,0.1,,,,,0.5,1.0,1.0,1.0,0.5,,,96.7588932806324,,14.894736842105264,14.866666666666667,13.736842105263158,13.933333333333334,0.2,0.3333333333333333,0.3333333333333333,1.0,0.2,0.3333333333333333,0.3333333333333333,0.13333333333333333,0.5,0.5,,0.13333333333333333,,,,0.3333333333333333,0.4,0.4,1.0,,,,0.5,,,,0.25,0.5,0.25,0.25,,0.6666666666666666,0.4,0.45843333333333336,0.2324,0.4906625,0.125,0.2222222222222222,,0.35714285714285715,7.775,23.357142857142858,0.5263157894736842,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1611661325,2011,2011,False
100236-100666-201047-201497-202656,1611661325,"Tangela Smith, Katie Douglas, Jessica Davenport, Shannon Bobbitt, Jeanette Pohlen-Mavunga","Smith, Douglas, Davenport, Bobbitt, Pohlen-Mavunga",100236-100666-201047-201497-202656,IND,47.0,1,1.0,-1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,61.276595744680854,,15.0,32.0,15.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100236-101032-201047-201497-201919,1611661325,"Tangela Smith, Shyra Ely-Gash, Jessica Davenport, Shannon Bobbitt, Shavonte Zellous","Smith, Ely-Gash, Davenport, Bobbitt, Zellous",100236-101032-201047-201497-201919,IND,123.0,1,2.0,,4.0,4.0,,4.0,1.0,8.0,,1.0,,,,,,2.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,4.0,1.0,1.0,,3.0,3.0,,,1.0,1.0,,3.0,,,,,,,,,3.0,,,1.0,1.0,2.0,,1.0,1.0,1.0,,,,3.0,,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,0.3,1.5,,0.3,1.5,,0.2,0.5,1.0,,1.0,,,0.5,0.25,,,0.5,0.25,,0.5,,,,,,0.5,,,0.5,93.65853658536587,,13.0,17.75,12.5,17.25,0.2,,,,0.4,,,0.2,,,,,,,,0.2,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,0.4,1.0,0.42394,0.6561,,,,1.0,,7.15,21.8,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100628-100646-100666-101039-201047,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Erin Phillips, Jessica Davenport","Sutton-Brown, Catchings, Douglas, Phillips, Davenport",100628-100646-100666-101039-201047,IND,690.0,4,12.0,4.0,19.0,23.0,3.0,,3.0,42.0,5.0,8.0,1.0,2.0,,1.0,,1.0,1.0,3.0,,1.0,,,1.0,2.0,,,,1.0,6.0,12.0,1.0,3.0,10.0,25.0,21.0,1.0,2.0,,,4.0,6.0,,2.0,,1.0,4.0,4.0,4.0,8.0,,3.0,2.0,2.0,1.0,2.0,2.0,,2.0,,,2.0,,4.0,1.0,4.0,3.0,5.0,,8.0,5.0,13.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,,,4.0,,,1.0,2.0,,,1.0,7.0,,1.0,,10.0,,3.0,2.0,2.0,1.0,,2.0,2.0,,19.0,4.0,3.0,,2.0,0.3333333333333333,0.4,,0.3333333333333333,,,0.3333333333333333,0.5,0.5,,0.5,0.5,,0.625,0.75,0.4,0.2,0.16666666666666666,0.125,1.0,,0.25,,1.0,0.6666666666666666,0.75,0.5,0.8888888888888888,0.625,0.6666666666666666,,1.0,,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.16666666666666666,87.65217391304348,1.0,15.894736842105264,16.869565217391305,15.052631578947368,16.26086956521739,0.5333333333333333,0.625,0.7142857142857143,0.4,0.06666666666666667,,,0.2,0.3333333333333333,0.3333333333333333,,0.06666666666666667,,,,0.13333333333333333,0.5,0.5,,1.0,0.5,,,,,,0.3333333333333333,,,0.3333333333333333,,0.7333333333333333,0.5,0.5402033333333333,0.6306,0.44698333333333334,0.16666666666666666,0.2,0.24,0.16,5.916666666666667,22.53333333333333,0.15789473684210525,,,,,,,,1.0,,,,,,,,,,,,1611661325,2011,2011,False
100628-100646-100666-101039-201919,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Erin Phillips, Shavonte Zellous","Sutton-Brown, Catchings, Douglas, Phillips, Zellous",100628-100646-100666-101039-201919,IND,557.0,2,9.0,-3.0,22.0,21.0,14.0,10.0,5.0,43.0,5.0,10.0,1.0,4.0,4.0,8.0,,1.0,,4.0,1.0,1.0,1.0,,2.0,6.0,,,2.0,4.0,5.0,15.0,3.0,7.0,4.0,23.0,26.0,1.0,4.0,1.0,1.0,2.0,7.0,4.0,11.0,2.0,4.0,4.0,18.0,6.0,4.0,9.0,,2.0,6.0,2.0,1.0,3.0,3.0,6.0,2.0,1.0,3.0,,15.0,2.0,5.0,,5.0,1.0,6.0,7.0,13.0,,2.0,,2.0,4.0,,3.0,2.0,1.0,1.0,6.0,1.0,3.0,3.0,4.0,,,,2.0,,,,4.0,,,2.0,1.0,,1.0,1.0,1.0,,16.0,18.0,14.0,1.0,2.0,0.6,0.75,1.0,0.42857142857142855,1.0,0.5,0.42857142857142855,0.3333333333333333,0.25,0.36363636363636365,0.4318181818181818,0.5,0.4666666666666667,0.4791666666666667,0.5833333333333334,0.5294117647058824,0.3181818181818182,0.06666666666666667,0.1,,,0.6666666666666666,0.5,0.8333333333333334,0.5,,1.0,0.8333333333333334,0.5833333333333334,0.6,,0.5,1.0,,1.0,1.0,0.6666666666666666,,,,111.1669658886894,1.0,14.5,11.333333333333334,13.409090909090908,10.80952380952381,0.45454545454545453,0.5,0.5555555555555556,0.6,0.045454545454545456,,,0.18181818181818182,,,,0.045454545454545456,1.0,1.0,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.8,0.25,,0.2,,,,0.5333333333333333,0.5,,0.26666666666666666,0.5,0.7727272727272727,0.3333333333333333,0.5297590909090909,0.6753999999999999,0.5573233333333333,,,0.30434782608695654,0.782608695652174,6.093333333333334,22.32857142857143,0.6363636363636364,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1611661325,2011,2011,False
100628-100646-100666-201047-201497,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Jessica Davenport, Shannon Bobbitt","Sutton-Brown, Catchings, Douglas, Davenport, Bobbitt",100628-100646-100666-201047-201497,IND,105.0,2,2.0,-8.0,4.0,4.0,,,1.0,8.0,,,,,,,,,1.0,2.0,,,,,,,,,,,1.0,2.0,,,,2.0,10.0,1.0,1.0,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,0.5,1.0,,0.5,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,109.71428571428571,,14.25,12.0,10.25,12.0,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.32195,0.2654,,,,1.0,,17.8,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100628-100646-100666-201497-201919,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Shannon Bobbitt, Shavonte Zellous","Sutton-Brown, Catchings, Douglas, Bobbitt, Zellous",100628-100646-100666-201497-201919,IND,268.0,2,4.0,2.0,8.0,8.0,,2.0,1.0,16.0,2.0,4.0,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,2.0,5.0,,2.0,2.0,6.0,4.0,,1.0,,,,,,,,,,,2.0,2.0,,,,1.0,,,1.0,,1.0,,,1.0,,2.0,,1.0,2.0,3.0,,5.0,1.0,6.0,,1.0,1.0,,,,,1.0,,,1.0,,,,1.0,,,,5.0,,,,2.0,,1.0,,3.0,2.0,1.0,3.0,2.0,,6.0,,,,,0.5,0.5,,,,,,0.4,,,0.2857142857142857,,,0.375,,,0.2857142857142857,,,,,,,0.75,0.3333333333333333,1.0,,0.8333333333333334,0.2,0.5,,,,,0.5,1.0,1.0,1.0,,,85.97014925373134,0.6666666666666666,19.75,13.75,19.375,12.75,0.5714285714285714,0.5,0.5,0.5,,,,0.14285714285714285,,,,0.14285714285714285,,,,0.14285714285714285,,,,1.0,,,,,,,,,,,,0.8571428571428571,,0.52615,0.6377,,0.125,0.16666666666666666,,,5.26,21.95,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100628-100646-101039-201047-201919,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Erin Phillips, Jessica Davenport, Shavonte Zellous","Sutton-Brown, Catchings, Phillips, Davenport, Zellous",100628-100646-101039-201047-201919,IND,73.0,1,1.0,-1.0,4.0,3.0,,3.0,,7.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,2.0,2.0,,,,4.0,5.0,,,,,,,,,,,,,2.0,2.0,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,0.5,0.5,,,,,,1.0,,,1.0,,,1.0,,,,,,,,0.5,,1.0,,,,1.0,,,,,,,1.0,,,,,,138.08219178082192,,10.5,10.333333333333334,10.5,10.333333333333334,0.5,1.0,1.0,1.0,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,0.4848,,,,,,,10.75,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100628-100646-101039-201047-202656,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Erin Phillips, Jessica Davenport, Jeanette Pohlen-Mavunga","Sutton-Brown, Catchings, Phillips, Davenport, Pohlen-Mavunga",100628-100646-101039-201047-202656,IND,90.0,1,2.0,2.0,3.0,2.0,,,,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,4.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,3.0,,1.0,,2.0,,1.0,,,,,,,,4.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,80.0,,19.666666666666668,15.5,19.666666666666668,15.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5136,,,0.5,0.5,,,2.5,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
