EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,LostBallSteals,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,PenaltyCorner3Frequency,BlockingFoulsDrawn,LongMidRangeAssists,OffThreePtRebounds,BlockedShortMidRange,OffThreePtReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,FTOffRebounds,Clear Path Fouls,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceArc3Frequency,Corner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,Corner3Assists,SelfOReb,SecondChanceTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,3SecondViolations,AtRimPctBlocked,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,OffArc3ReboundPct,Offensive Fouls Drawn,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,team_id,year,season,team_vs
100888-100919-101025-200665-201502,1611661313,"Plenette Pierson, Nicole Powell, Kara Braxton, Cappie Pondexter, Essence Carson","Pierson, Powell, Braxton, Pondexter, Carson",100888-100919-101025-200665-201502,NYL,906.0,3,15.0,-17.0,29,27,9.0,12.0,5.0,56,4.0,9.0,2.0,3.0,2.0,3.0,1.0,5.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,8.0,19.0,1.0,3.0,5.0,24.0,41.0,3.0,4.0,2.0,8.0,3.0,7.0,1.0,1.0,2.0,11.0,4.0,12.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,7.0,4.0,1.0,2.0,1.0,4.0,4.0,8.0,4.0,4.0,3.0,2.0,1.0,5.0,2.0,2.0,8.0,3.0,7.0,1.0,13.0,1.0,7.0,1.0,1.0,5.0,1.0,2.0,16.0,11.0,9.0,2.0,0.25,0.2857142857142857,1.0,0.3333333333333333,1.0,0.3333333333333333,0.42105263157894735,0.75,0.42857142857142855,0.4318181818181818,0.75,0.5625,0.4791666666666667,0.8,0.6111111111111112,0.13636363636363635,0.15789473684210525,0.6,0.375,1.0,0.5,0.36363636363636365,0.3333333333333333,0.42857142857142855,0.3076923076923077,0.4,0.25,0.5,0.6666666666666666,0.3333333333333333,89.00662251655629,16.82758620689655,15.481481481481481,15.89655172413793,14.962962962962964,0.4090909090909091,0.4444444444444444,0.4444444444444444,0.5,0.22727272727272727,0.2,0.5,0.22727272727272727,0.6,0.6,0.045454545454545456,0.09090909090909091,0.5,0.5,1.0,0.75,0.6666666666666666,0.375,0.6666666666666666,0.125,1.0,0.5454545454545454,0.5,0.4743568181818182,0.504975,0.46346875,0.08333333333333333,0.09523809523809523,0.3333333333333333,0.4583333333333333,8.589473684210526,22.333333333333332,0.3103448275862069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,True
100888-100919-101025-200665-201507,1611661313,"Plenette Pierson, Nicole Powell, Kara Braxton, Cappie Pondexter, Leilani Mitchell","Pierson, Powell, Braxton, Pondexter, Mitchell",100888-100919-101025-200665-201507,NYL,695.0,3,12.0,11.0,26,25,12.0,10.0,,51,4.0,4.0,,,3.0,3.0,2.0,3.0,,3.0,3.0,2.0,5.0,2.0,2.0,6.0,10.0,2.0,8.0,11.0,29.0,18.0,,,,,4.0,5.0,2.0,3.0,6.0,20.0,8.0,4.0,6.0,,5.0,2.0,,4.0,2.0,6.0,2.0,4.0,14.0,,5.0,6.0,,11.0,,11.0,3.0,2.0,1.0,,1.0,1.0,,,2.0,1.0,,,5.0,,6.0,,,12.0,,3.0,29.0,20.0,12.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.25,0.6666666666666666,0.25,0.6,,0.8,0.5,,0.875,0.6041666666666666,,0.9090909090909091,0.4444444444444444,,,0.5,,0.8571428571428571,,1.0,0.9166666666666666,,,,,1.0,1.0,105.66906474820144,13.115384615384615,14.16,13.115384615384615,13.92,0.2222222222222222,1.0,1.0,1.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,,,0.16666666666666666,0.2777777777777778,0.4,0.4,1.0,,,0.375,1.0,0.25,1.0,0.6666666666666666,0.4,0.511838888888889,,0.564475,0.14285714285714285,0.23076923076923078,,0.6896551724137931,8.49,22.4125,0.46153846153846156,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,True
100888-100919-101025-201502-201507,1611661313,"Plenette Pierson, Nicole Powell, Kara Braxton, Essence Carson, Leilani Mitchell","Pierson, Powell, Braxton, Carson, Mitchell",100888-100919-101025-201502-201507,NYL,129.0,1,2.0,-3.0,4,4,4.0,3.0,,8,1.0,2.0,,,1.0,2.0,,,,,,,1.0,,1.0,1.0,2.0,,1.0,1.0,3.0,6.0,,,,,1.0,2.0,,1.0,1.0,3.0,2.0,,,,1.0,,,1.0,,1.0,,1.0,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,2.0,,,2.0,,,3.0,3.0,4.0,1.0,1.0,1.0,,,,,0.5,,0.5,0.3333333333333333,,0.3333333333333333,0.375,,0.375,0.3333333333333333,,,,,1.0,,,1.0,,,,,,,89.30232558139535,13.5,18.75,13.5,18.75,0.6666666666666666,0.5,0.5,1.0,,,,,,,,0.3333333333333333,,,,,,0.6666666666666666,0.5,0.3333333333333333,,1.0,,0.5456666666666666,,0.5456666666666666,,,,1.0,1.95,22.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,True
100888-100919-200665-201502-201895,1611661313,"Plenette Pierson, Nicole Powell, Cappie Pondexter, Essence Carson, Quanitra Hollingsworth","Pierson, Powell, Pondexter, Carson, Hollingsworth",100888-100919-200665-201502-201895,NYL,327.0,3,5.0,,9,9,1.0,1.0,1.0,18,4.0,6.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,,1.0,,,5.0,8.0,,2.0,,10.0,10.0,1.0,2.0,,2.0,1.0,1.0,,,,2.0,4.0,6.0,,,1.0,,,2.0,,2.0,,1.0,4.0,2.0,,2.0,,2.0,3.0,5.0,3.0,2.0,,1.0,,2.0,,,2.0,,,,3.0,1.0,1.0,,,,,,8.0,2.0,1.0,,0.4,0.4,,,,,0.625,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.2,,,,,0.4,0.6666666666666666,,0.4,0.6,0.5,1.0,,,,79.26605504587155,16.666666666666668,19.666666666666668,12.444444444444445,17.22222222222222,0.6,0.6666666666666666,0.6666666666666666,0.25,0.1,,,0.1,1.0,1.0,0.1,0.1,,,,1.0,0.5,,,,,0.8,,0.57232,0.6632,0.323,,,0.2,0.2,4.75,22.1,0.1111111111111111,,1.0,,1.0,,,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,True
100888-100919-200665-201502-201913,1611661313,"Plenette Pierson, Nicole Powell, Cappie Pondexter, Essence Carson, Kia Vaughn","Pierson, Powell, Pondexter, Carson, Vaughn",100888-100919-200665-201502-201913,NYL,462.0,3,8.0,-6.0,14,15,10.0,5.0,1.0,29,1.0,3.0,,,,1.0,1.0,3.0,,1.0,1.0,,2.0,,1.0,2.0,7.0,,3.0,2.0,6.0,12.0,,,,,1.0,5.0,,2.0,1.0,3.0,2.0,2.0,,,2.0,,1.0,1.0,,1.0,,1.0,2.0,,1.0,4.0,,5.0,1.0,6.0,,,2.0,,2.0,1.0,,,3.0,2.0,3.0,,5.0,1.0,2.0,,,4.0,,2.0,6.0,3.0,10.0,,0.5,0.5,,,,,0.2857142857142857,,0.2,0.2,,0.14285714285714285,0.25,,0.1875,0.3,0.14285714285714285,,0.6666666666666666,,0.8,,1.0,0.8333333333333334,,,,,1.0,1.0,90.38961038961038,18.214285714285715,13.8,16.785714285714285,13.8,0.3,0.3333333333333333,0.3333333333333333,1.0,0.3,0.3333333333333333,0.3333333333333333,0.1,,,0.1,0.2,,,,,,0.14285714285714285,,0.14285714285714285,,0.6,,0.415655,0.291,0.3983357142857143,0.16666666666666666,0.2222222222222222,,0.5,7.442857142857143,22.0,0.7142857142857143,1.0,,,,,,,,,1.0,0.5,,,0.14285714285714285,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,True
100888-100919-200665-201507-201895,1611661313,"Plenette Pierson, Nicole Powell, Cappie Pondexter, Leilani Mitchell, Quanitra Hollingsworth","Pierson, Powell, Pondexter, Mitchell, Hollingsworth",100888-100919-200665-201507-201895,NYL,71.0,1,1.0,,2,2,2.0,,,4,,,,,,,,,1.0,2.0,,,,,,1.0,2.0,,,,2.0,2.0,,,,,1.0,2.0,,,,2.0,,2.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,2.0,2.0,2.0,,,,,,,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,,,,,,1.0,1.0,,,,,,1.0,81.12676056338029,15.0,20.5,15.0,20.5,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,0.3816,,0.3816,,,,1.0,17.25,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,True
100888-100919-200665-201507-201913,1611661313,"Plenette Pierson, Nicole Powell, Cappie Pondexter, Leilani Mitchell, Kia Vaughn","Pierson, Powell, Pondexter, Mitchell, Vaughn",100888-100919-200665-201507-201913,NYL,2067.0,3,34.0,8.0,65,66,4.0,10.0,10.0,131,11.0,20.0,3.0,5.0,,,1.0,10.0,4.0,9.0,7.0,5.0,10.0,,1.0,16.0,39.0,8.0,17.0,8.0,64.0,56.0,3.0,7.0,1.0,7.0,1.0,1.0,,1.0,2.0,4.0,10.0,22.0,18.0,2.0,10.0,5.0,7.0,5.0,6.0,11.0,3.0,5.0,28.0,10.0,7.0,20.0,,27.0,11.0,38.0,8.0,5.0,6.0,4.0,4.0,10.0,2.0,,16.0,2.0,4.0,,11.0,2.0,12.0,,1.0,12.0,,6.0,57.0,4.0,4.0,,0.3125,0.3333333333333333,0.75,0.47058823529411764,,0.47058823529411764,0.41025641025641024,0.42857142857142855,1.0,0.5,0.375,0.5,0.5245901639344263,0.4375,0.6666666666666666,0.30357142857142855,0.1794871794871795,0.2,0.375,,0.7692307692307693,0.43478260869565216,0.875,0.7941176470588235,0.3548387096774194,0.3333333333333333,0.4444444444444444,0.6,0.9230769230769231,0.8,91.26269956458636,15.8,15.757575757575758,15.107692307692307,15.090909090909092,0.35714285714285715,0.55,0.6875,0.45454545454545453,0.17857142857142858,0.1,0.125,0.16071428571428573,0.4444444444444444,0.5,0.125,0.17857142857142858,0.5,0.5,0.6,0.625,0.6,,,0.5,,0.6607142857142857,0.5,0.5119633928571429,0.54019375,0.260125,0.1,0.13953488372093023,0.109375,0.0625,7.374358974358975,22.58823529411765,0.06153846153846154,,3.0,1.0,4.0,2.0,,4.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.25,,,,1.0,2.0,0.125,0.25,,0.6666666666666666,,1.0,,,0.1111111111111111,,,3.0,1.0,6.0,3.0,2.0,3.0,1.0,2.0,1.0,0.2,0.08333333333333333,0.42857142857142855,0.42857142857142855,1.0,0.125,,,,,,,,,,1611661313,2011,2011,True
100888-100919-201502-201507-201913,1611661313,"Plenette Pierson, Nicole Powell, Essence Carson, Leilani Mitchell, Kia Vaughn","Pierson, Powell, Carson, Mitchell, Vaughn",100888-100919-201502-201507-201913,NYL,59.0,1,1.0,2.0,2,2,,,,4,1.0,1.0,,,,,,1.0,,,,,,,,1.0,2.0,,,,2.0,,,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,97.6271186440678,10.5,19.0,10.5,19.0,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,0.5,,0.55595,,,,,,,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,True
100888-101025-200665-201502-201507,1611661313,"Plenette Pierson, Kara Braxton, Cappie Pondexter, Essence Carson, Leilani Mitchell","Pierson, Braxton, Pondexter, Carson, Mitchell",100888-101025-200665-201502-201507,NYL,197.0,2,3.0,-5.0,5,7,,,,12,,,,,,,,1.0,1.0,3.0,,,1.0,,,1.0,4.0,,1.0,,2.0,7.0,,,,,,,,,,,,2.0,,,1.0,,1.0,,,,,,,,,4.0,,4.0,1.0,5.0,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,0.25,,,0.2,,,0.2,,,0.2,0.25,1.0,1.0,,1.0,,,1.0,0.25,,,,1.0,,87.71573604060914,20.0,13.857142857142858,19.8,13.857142857142858,,,,,0.2,,,0.6,0.3333333333333333,0.3333333333333333,,0.2,,,,,,,,,,0.2,,0.43266,,,,,,,13.325,22.4,,,,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1611661313,2011,2011,True
100888-101025-200665-201502-202652,1611661313,"Plenette Pierson, Kara Braxton, Cappie Pondexter, Essence Carson, Alex Montgomery","Pierson, Braxton, Pondexter, Carson, Montgomery",100888-101025-200665-201502-202652,NYL,124.0,1,2.0,3.0,4,4,,,,8,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,5.0,2.0,,,,,,,,,,,,,3.0,,,,1.0,,1.0,1.0,,,3.0,,,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,,,2.0,,1.0,5.0,,,,,,1.0,1.0,,1.0,,,,0.75,,,0.8333333333333334,,,0.5,1.0,,1.0,1.0,1.0,,,0.5,,,,,,,92.9032258064516,15.75,15.25,15.75,12.75,,,,,,,,0.5,,,0.5,,,,,,,,,,,0.5,,0.504975,,,0.3333333333333333,0.5,,,17.3,22.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1611661313,2011,2011,True
