EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,LostBallSteals,DeadBallTurnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,3SecondViolations,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefAtRimReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,BadPassSteals,Charge Fouls Drawn,OffLongMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,Arc3Assists,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,LongMidRangePctBlocked,Loose Ball Fouls Drawn,BlockedLongMidRange,Corner3PctBlocked,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
100404-100720-100721-100942-201067,1611661328,"Katie Smith, Sue Bird, Swin Cash, Ashley Robinson, Camille Little","Smith, Bird, Cash, Robinson, Little",100404-100720-100721-100942-201067,SEA,4550.0,22,76.0,15.0,143.0,141.0,34.0,30.0,284.0,22.0,133.0,9.0,28.0,13.0,61.0,77.0,17.0,12.0,33.0,9.0,38.0,25.0,25.0,5.0,127.0,28.0,34.0,4.0,0.532520325203252,0.5,0.5151515151515151,0.6842105263157895,0.7160493827160493,0.6428571428571429,89.88131868131869,15.727272727272727,16.319148936170212,14.748251748251748,15.5177304964539,0.21052631578947367,0.23776223776223776,15.0,19.0,31.0,2.0,6.0,3.0,8.0,13.0,27.0,10.0,22.0,25.0,42.0,80.0,33.0,118.0,2.0,8.0,2.0,6.0,8.0,17.0,54.0,30.0,2.0,25.0,27.0,34.0,13.0,6.0,75.0,6.0,9.0,45.0,16.0,1.0,12.0,3.0,16.0,2.0,13.0,1.0,3.0,8.0,,0.6428571428571429,0.6585365853658537,0.525,0.25,0.47058823529411764,0.4911504424778761,0.16666666666666666,0.41304347826086957,0.23076923076923078,0.2920353982300885,0.7258064516129032,0.25,0.2727272727272727,0.25862068965517243,0.23076923076923078,0.13333333333333333,0.71875,0.7272727272727273,0.8,0.019230769230769232,0.2743362831858407,0.6129032258064516,0.6785714285714286,0.6842105263157895,0.23893805309734514,0.48148148148148145,0.52,0.19469026548672566,0.45454545454545453,0.47619047619047616,0.6,0.22123893805309736,0.5,0.3333333333333333,0.34782608695652173,0.375,0.5663716814159292,0.4609579646017699,0.5379333333333334,0.44116739130434784,0.06779661016949153,0.09411764705882353,0.045112781954887216,7.975,22.636363636363637,1.0,8.0,9.0,21.0,7.0,,8.0,5.0,3.0,2.0,3.0,4.0,0.7777777777777778,0.2727272727272727,0.2727272727272727,0.75,0.6153846153846154,0.07079646017699115,0.125,0.125,,3.0,4.0,9.0,1.0,0.08333333333333333,0.25,1.0,,1.0,8.0,,1.0,5.0,,1.0,6.0,6.0,,8.0,6.0,,7.0,1.0,3.0,2.0,5.0,,4.0,2.0,1.0,3.0,1.0,,,1.0,,,0.16666666666666666,,0.075,0.0967741935483871,0.07407407407407407,,1.0,0.2,0.45454545454545453,0.5714285714285714,,0.32,0.32,0.875,0.5,0.08333333333333333,,0.043478260869565216,,0.21739130434782608,0.2,0.32,,2.0,0.045454545454545456,,,,,,,,,,,1611661328,2011,2011,False
100404-100720-100721-100973-201067,1611661328,"Katie Smith, Sue Bird, Swin Cash, Le'coe Willingham, Camille Little","Smith, Bird, Cash, Willingham, Little",100404-100720-100721-100973-201067,SEA,4788.0,21,80.0,26.0,142.0,146.0,24.0,50.0,288.0,31.0,172.0,9.0,21.0,9.0,53.0,73.0,13.0,8.0,21.0,6.0,40.0,37.0,36.0,3.0,151.0,21.0,24.0,2.0,0.5972222222222222,0.4772727272727273,0.6190476190476191,0.6428571428571429,0.6973684210526315,0.6153846153846154,86.61654135338347,17.239436619718308,16.027397260273972,16.169014084507044,14.726027397260275,0.12209302325581395,0.16901408450704225,16.0,20.0,31.0,4.0,5.0,4.0,5.0,13.0,31.0,9.0,17.0,42.0,42.0,79.0,49.0,146.0,6.0,10.0,6.0,21.0,6.0,12.0,52.0,32.0,4.0,42.0,26.0,45.0,14.0,6.0,109.0,10.0,10.0,44.0,20.0,3.0,13.0,6.0,8.0,1.0,25.0,1.0,5.0,18.0,1.0,0.6190476190476191,0.65,0.5316455696202531,0.6,0.5,0.55078125,0.5357142857142857,0.35294117647058826,0.6176470588235294,0.3828125,0.7096774193548387,0.2777777777777778,0.35714285714285715,0.3125,0.4117647058823529,0.391304347826087,0.7407407407407407,0.7407407407407407,1.0,0.05357142857142857,0.2421875,0.6451612903225806,0.7142857142857143,0.7,0.2421875,0.41935483870967744,0.48148148148148145,0.1328125,0.5294117647058824,0.5294117647058824,0.6666666666666666,0.328125,0.35714285714285715,0.8,0.29411764705882354,0.8,0.625,0.46614921875,0.49276875,0.3936323529411765,0.1276595744680851,0.1956521739130435,0.12209302325581395,7.201265822784809,22.571428571428573,2.0,7.0,19.0,57.0,19.0,2.0,6.0,5.0,5.0,3.0,5.0,3.0,1.0,0.3877551020408163,0.3877551020408163,0.5,0.46153846153846156,0.0546875,0.2857142857142857,0.3333333333333333,1.0,4.0,4.0,7.0,1.0,0.25,0.2857142857142857,,,,17.0,1.0,,5.0,1.0,,5.0,,,17.0,7.0,1.0,17.0,,,,5.0,,1.0,1.0,3.0,,2.0,1.0,,1.0,1.0,0.25,,0.02040816326530612,0.08860759493670886,0.0967741935483871,0.12903225806451613,,,,0.09090909090909091,0.2,0.2,0.40476190476190477,0.40476190476190477,1.0,,,0.25,,,0.29411764705882354,,0.40476190476190477,,,,1.0,1.0,0.14285714285714285,1.0,,,,,,,1611661328,2011,2011,False
100404-100720-100721-101030-202318,1611661328,"Katie Smith, Sue Bird, Swin Cash, Tanisha Wright, Ewelina Kobryn","Smith, Bird, Cash, Wright, Kobryn",100404-100720-100721-101030-202318,SEA,86.0,1,1.0,-4.0,3.0,3.0,,3.0,6.0,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,100.46511627906976,13.0,15.666666666666666,13.0,15.666666666666666,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,False
100404-100720-100973-101030-201067,1611661328,"Katie Smith, Sue Bird, Le'coe Willingham, Tanisha Wright, Camille Little","Smith, Bird, Willingham, Wright, Little",100404-100720-100973-101030-201067,SEA,1250.0,11,21.0,7.0,38.0,35.0,8.0,9.0,73.0,2.0,33.0,,6.0,1.0,13.0,22.0,3.0,3.0,9.0,3.0,7.0,3.0,2.0,,28.0,6.0,8.0,,0.4342105263157895,0.375,0.3333333333333333,0.5,0.5909090909090909,1.0,84.096,16.92105263157895,17.34285714285714,15.342105263157896,16.542857142857144,0.18181818181818182,0.21052631578947367,6.0,6.0,9.0,,1.0,1.0,2.0,3.0,10.0,2.0,9.0,8.0,11.0,28.0,9.0,26.0,1.0,6.0,,5.0,3.0,8.0,8.0,14.0,,8.0,4.0,7.0,3.0,1.0,17.0,1.0,8.0,12.0,9.0,,3.0,,6.0,,2.0,,,1.0,1.0,0.36363636363636365,0.36363636363636365,0.39285714285714285,0.16666666666666666,0.375,0.4189189189189189,0.2777777777777778,0.375,0.2777777777777778,0.24324324324324326,0.6,0.5,0.16666666666666666,0.4090909090909091,0.5,0.16666666666666666,0.6153846153846154,0.5,,,0.24324324324324326,0.6666666666666666,0.8571428571428571,0.5,0.2702702702702703,0.3,0.3333333333333333,0.24324324324324326,0.2222222222222222,0.2222222222222222,0.5,0.21621621621621623,0.1111111111111111,,0.25,0.5,0.4864864864864865,0.4431972972972973,0.394025,0.415975,0.02631578947368421,0.034482758620689655,0.15151515151515152,8.821428571428571,23.077777777777776,1.0,1.0,3.0,9.0,3.0,1.0,,2.0,3.0,2.0,3.0,,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,,0.02702702702702703,1.0,1.0,1.0,3.0,3.0,3.0,,0.5714285714285714,0.3333333333333333,,,,2.0,1.0,,,1.0,,,,,2.0,3.0,,2.0,,,,,,1.0,,1.0,1.0,,,,1.0,,0.3333333333333333,,,0.10714285714285714,0.2222222222222222,0.1,,,,0.3333333333333333,,,0.25,0.25,1.0,,,0.3333333333333333,,,,,0.25,,,,,,,1.0,,,,,,,1611661328,2011,2011,False
100404-100721-100942-101030-202318,1611661328,"Katie Smith, Swin Cash, Ashley Robinson, Tanisha Wright, Ewelina Kobryn","Smith, Cash, Robinson, Wright, Kobryn",100404-100721-100942-101030-202318,SEA,328.0,3,5.0,2.0,12.0,13.0,9.0,4.0,25.0,5.0,11.0,5.0,9.0,,4.0,4.0,,,4.0,3.0,4.0,3.0,5.0,1.0,11.0,9.0,9.0,1.0,0.6875,0.75,,,0.75,,109.7560975609756,10.083333333333334,15.923076923076923,10.083333333333334,15.076923076923077,0.8181818181818182,0.75,,3.0,5.0,,,2.0,3.0,,1.0,,,,3.0,6.0,,9.0,,,,,2.0,4.0,4.0,2.0,,,2.0,2.0,2.0,,4.0,,,3.0,,,4.0,1.0,4.0,,2.0,,1.0,2.0,,0.6666666666666666,0.6666666666666666,0.5,,0.5,0.5,,0.5,,,0.75,,,,,,1.0,0.5,,,0.8333333333333334,0.6,0.6,0.6666666666666666,0.16666666666666666,,,,,,,,,,0.75,0.6666666666666666,0.8333333333333334,0.5578166666666667,,0.565525,0.2857142857142857,0.2857142857142857,,2.8333333333333335,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1611661328,2011,2011,False
100682-100720-100721-100942-201067,1611661328,"Lauren Jackson, Sue Bird, Swin Cash, Ashley Robinson, Camille Little","Jackson, Bird, Cash, Robinson, Little",100682-100720-100721-100942-201067,SEA,1.0,1,,-1.0,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1440.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,False
100682-100720-100721-101030-201067,1611661328,"Lauren Jackson, Sue Bird, Swin Cash, Tanisha Wright, Camille Little","Jackson, Bird, Cash, Wright, Little",100682-100720-100721-101030-201067,SEA,8292.0,12,138.0,12.0,250.0,244.0,12.0,19.0,494.0,36.0,239.0,5.0,16.0,25.0,93.0,131.0,27.0,14.0,46.0,1.0,60.0,50.0,42.0,3.0,206.0,15.0,11.0,2.0,0.4897119341563786,0.42105263157894735,0.5869565217391305,0.8620689655172413,0.7398373983739838,0.92,85.78871201157743,17.2,16.360655737704917,16.3,15.65983606557377,0.06694560669456066,0.048,29.0,47.0,79.0,7.0,12.0,,2.0,17.0,57.0,6.0,23.0,46.0,70.0,159.0,68.0,227.0,10.0,23.0,4.0,33.0,1.0,9.0,82.0,58.0,6.0,46.0,41.0,59.0,24.0,6.0,136.0,9.0,29.0,66.0,38.0,6.0,25.0,11.0,19.0,7.0,16.0,3.0,9.0,22.0,1.0,0.5857142857142857,0.6119402985074627,0.44025157232704404,0.43478260869565216,0.1111111111111111,0.44713656387665196,0.5178571428571429,0.34375,0.5333333333333333,0.29955947136563876,0.7021276595744681,0.32954545454545453,0.1956521739130435,0.2835820895522388,0.2564102564102564,0.1875,0.6458333333333334,0.72,0.5,0.05,0.34801762114537443,0.5949367088607594,0.6351351351351351,0.5106382978723404,0.2511013215859031,0.2982456140350877,0.3469387755102041,0.1013215859030837,0.2608695652173913,0.2857142857142857,1.0,0.2026431718061674,0.42857142857142855,0.5833333333333334,0.125,,0.6475770925110133,0.4779224669603524,0.47900227272727275,0.420103125,0.09166666666666666,0.12790697674418605,0.13807531380753138,6.614465408805032,22.31764705882353,8.0,22.0,21.0,54.0,18.0,8.0,11.0,9.0,11.0,4.0,12.0,5.0,0.8571428571428571,0.3088235294117647,0.3088235294117647,0.8095238095238095,0.6470588235294118,0.09691629955947137,0.36363636363636365,0.36363636363636365,1.0,4.0,5.0,14.0,1.0,0.4117647058823529,0.14285714285714285,1.0,1.0,1.0,13.0,3.0,2.0,6.0,3.0,3.0,7.0,9.0,,13.0,15.0,,10.0,,2.0,1.0,13.0,1.0,1.0,1.0,2.0,3.0,2.0,,,6.0,7.0,0.6,0.42857142857142855,,0.09433962264150944,0.06329113924050633,0.14035087719298245,,1.0,,0.375,0.21428571428571427,0.5833333333333334,0.2826086956521739,0.2826086956521739,0.7692307692307693,0.2857142857142857,0.03571428571428571,0.75,0.0625,1.0,0.375,0.3333333333333333,0.2826086956521739,,1.0,0.08695652173913043,3.0,1.0,,0.6666666666666666,1.0,1.0,,,,,1611661328,2011,2011,False
100682-100721-100942-101030-201067,1611661328,"Lauren Jackson, Swin Cash, Ashley Robinson, Tanisha Wright, Camille Little","Jackson, Cash, Robinson, Wright, Little",100682-100721-100942-101030-201067,SEA,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,False
100696-100720-101030-202318-202663,1611661328,"Belinda Snell, Sue Bird, Tanisha Wright, Ewelina Kobryn, Krystal Thomas","Snell, Bird, Wright, Kobryn, Thomas",100696-100720-101030-202318-202663,SEA,18.0,1,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,80.0,18.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,False
100696-100720-100721-100942-202318,1611661328,"Belinda Snell, Sue Bird, Swin Cash, Ashley Robinson, Ewelina Kobryn","Snell, Bird, Cash, Robinson, Kobryn",100696-100720-100721-100942-202318,SEA,196.0,2,3.0,-4.0,5.0,6.0,,,11.0,2.0,5.0,,,,1.0,2.0,,,1.0,,1.0,1.0,2.0,,5.0,,,,0.4166666666666667,,,,,,80.81632653061224,19.8,16.166666666666668,18.8,15.833333333333334,,,1.0,,,,,,,,1.0,,1.0,3.0,,2.0,3.0,9.0,,,,,,,,,,2.0,,1.0,,,3.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,0.3,,,,0.6,,0.5,,0.3333333333333333,,,,,,,,,,,0.2,,,0.2,,,,0.6,,,,,0.6,0.439125,,,0.16666666666666666,0.3333333333333333,,10.65,35.733333333333334,,,1.0,3.0,1.0,,,1.0,1.0,,1.0,,1.0,0.3333333333333333,0.5,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,1.0,,0.5,,,,,,,,,,,,,,1611661328,2011,2011,False
100696-100720-100942-100973-101030,1611661328,"Belinda Snell, Sue Bird, Ashley Robinson, Le'coe Willingham, Tanisha Wright","Snell, Bird, Robinson, Willingham, Wright",100696-100720-100942-100973-101030,SEA,70.0,1,1.0,-5.0,1.0,2.0,,,3.0,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,61.71428571428571,33.0,18.5,33.0,18.5,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,False
100696-100721-100942-101030-202318,1611661328,"Belinda Snell, Swin Cash, Ashley Robinson, Tanisha Wright, Ewelina Kobryn","Snell, Cash, Robinson, Wright, Kobryn",100696-100721-100942-101030-202318,SEA,13.0,1,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,False
100696-100721-100973-101030-202318,1611661328,"Belinda Snell, Swin Cash, Le'coe Willingham, Tanisha Wright, Ewelina Kobryn","Snell, Cash, Willingham, Wright, Kobryn",100696-100721-100973-101030-202318,SEA,312.0,3,5.0,-1.0,8.0,9.0,3.0,3.0,17.0,,4.0,,2.0,,4.0,5.0,,,2.0,1.0,1.0,1.0,,,4.0,2.0,3.0,,0.2857142857142857,0.5,,,1.0,,78.46153846153845,20.625,16.333333333333332,19.5,16.333333333333332,0.5,0.375,1.0,,1.0,,,,1.0,2.0,3.0,,2.0,,2.0,6.0,1.0,5.0,,,,,1.0,2.0,,4.0,,,,,,,,,1.0,3.0,1.0,,2.0,,2.0,1.0,1.0,,,,,,,0.3333333333333333,,0.5,0.2857142857142857,,0.5,,0.14285714285714285,1.0,0.25,,0.2,,,1.0,,,,0.14285714285714285,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.2857142857142857,,,,,,,0.5,,0.2857142857142857,0.43658571428571424,,0.4996,,,,10.666666666666666,20.7,,1.0,,,,,,1.0,,,,,,,,,,0.14285714285714285,,,,,,2.0,,0.5,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,0.16666666666666666,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1611661328,2011,2011,False
100696-100721-201067-201516-202318,1611661328,"Belinda Snell, Swin Cash, Camille Little, Allie Quigley, Ewelina Kobryn","Snell, Cash, Little, Quigley, Kobryn",100696-100721-201067-201516-202318,SEA,19.0,1,,-2.0,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,75.78947368421053,,19.0,,12.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,False
100696-100721-100942-201516-202318,1611661328,"Belinda Snell, Swin Cash, Ashley Robinson, Allie Quigley, Ewelina Kobryn","Snell, Cash, Robinson, Quigley, Kobryn",100696-100721-100942-201516-202318,SEA,194.0,2,3.0,-3.0,6.0,6.0,5.0,,12.0,2.0,4.0,,2.0,1.0,1.0,3.0,,,,,,1.0,2.0,,2.0,2.0,5.0,,0.3333333333333333,0.25,,1.0,0.3333333333333333,1.0,89.0721649484536,13.166666666666666,19.166666666666668,10.333333333333334,18.0,0.5,0.8333333333333334,2.0,1.0,1.0,,,1.0,1.0,,2.0,,1.0,1.0,1.0,4.0,1.0,7.0,,1.0,2.0,2.0,1.0,4.0,2.0,,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,,,,,,,,,1.0,,1.0,1.0,0.25,,0.25,0.2,,0.25,0.5,0.2,,0.3333333333333333,1.0,0.5,,1.0,,,,,0.2,1.0,1.0,1.0,0.4,,,0.2,,,,0.2,,,0.25,1.0,0.4,0.40526,0.109,0.40435,0.16666666666666666,0.2,0.5,8.0,23.3,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,False
100696-100973-101030-202645-202663,1611661328,"Belinda Snell, Le'coe Willingham, Tanisha Wright, Ify Ibekwe, Krystal Thomas","Snell, Willingham, Wright, Ibekwe, Thomas",100696-100973-101030-202645-202663,SEA,359.0,1,6.0,-5.0,11.0,12.0,3.0,4.0,23.0,1.0,3.0,,,,7.0,9.0,1.0,1.0,5.0,2.0,4.0,2.0,2.0,,3.0,,3.0,,0.1875,,0.2,,0.8571428571428571,,92.25626740947075,15.727272727272727,15.5,14.636363636363637,14.833333333333334,,0.2727272727272727,2.0,,1.0,,,,,,2.0,1.0,1.0,3.0,1.0,4.0,3.0,8.0,,,,,,,,2.0,,3.0,,,,,,1.0,1.0,6.0,2.0,,,,4.0,1.0,1.0,,,1.0,,,,0.25,,,0.14285714285714285,,,,0.42857142857142855,0.8571428571428571,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,,,0.14285714285714285,,,,0.2857142857142857,,,0.14285714285714285,1.0,1.0,,0.42857142857142855,,,,,0.5714285714285714,0.45715,0.5367,0.529575,0.125,0.2,,8.15,23.233333333333334,,,,,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,2.0,,,2.0,,,,,,,,1.0,,,,,,,2.0,,,,1.0,1.0,,,,,,,,1.0,,,,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,1611661328,2011,2011,False
