EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,ShortMidRangeAssists,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,PenaltyFg3Pct,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,PtsPutbacks,Corner3Assists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,RecoveredBlocks,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,HeaveAttempts,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,3SecondViolations,Blocked3s,BlockedCorner3,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockingFoulsDrawn,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
100072-100931-201050-201483-202653,1611661321,"Sheryl Swoopes, Doneeka Lewis, Tiffany Jackson, Amber Holt, Kayla Pedersen","Swoopes, Lewis, Jackson, Holt, Pedersen",100072-100931-201050-201483-202653,TUL,512.0,2,9.0,6.0,16.0,15.0,1.0,31.0,4.0,7.0,1.0,1.0,1.0,3.0,3.0,4.0,6.0,11.0,3.0,4.0,3.0,24.0,18.0,2.0,2.0,10.0,2.0,9.0,4.0,3.0,5.0,3.0,8.0,3.0,4.0,1.0,19.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,22.0,0.8333333333333334,0.8333333333333334,1.0,0.75,0.75,0.5454545454545454,0.7,0.75,1.0,0.26666666666666666,1.0,0.125,0.2,0.75,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,87.1875,14.4375,18.733333333333334,14.4375,16.866666666666667,0.4666666666666667,0.5714285714285714,0.5714285714285714,1.0,0.06666666666666667,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,1.0,0.26666666666666666,0.75,0.75,1.0,0.7333333333333333,0.75,0.49317666666666665,0.125,0.16666666666666666,0.08333333333333333,7.636363636363637,21.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2011,2011,True
100072-100931-201483-202315-202653,1611661321,"Sheryl Swoopes, Doneeka Lewis, Amber Holt, Andrea Riley, Kayla Pedersen","Swoopes, Lewis, Holt, Riley, Pedersen",100072-100931-201483-202315-202653,TUL,19.0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.5,,,1.0,,,75.78947368421053,,19.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2011,2011,True
100072-101080-202278-202640-202653,1611661321,"Sheryl Swoopes, Jennifer Lacy, Abi Olajuwon, Karima Christmas-Kelly, Kayla Pedersen","Swoopes, Lacy, Olajuwon, Christmas-Kelly, Pedersen",100072-101080-202278-202640-202653,TUL,175.0,1,3.0,5.0,5.0,5.0,,10.0,1.0,2.0,1.0,1.0,1.0,1.0,,,3.0,4.0,,,2.0,8.0,3.0,,,6.0,,,,,3.0,,3.0,,1.0,1.0,6.0,,,3.0,3.0,,3.0,,,,,,,,1.0,2.0,,,,,,,8.0,1.0,1.0,,,,0.75,0.75,0.8,,,,1.0,,,0.75,,,1.0,,,82.28571428571429,13.6,21.4,13.6,20.8,0.5,0.5,0.5,1.0,0.25,1.0,1.0,0.25,1.0,1.0,1.0,,,,,0.5,,0.397,,,,8.9,,,5.0,1.0,2.0,3.0,4.0,2.0,8.0,1.0,1.0,8.0,5.0,1.0,0.75,0.75,0.8,1.0,1.0,1.0,0.5,0.5,0.397,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2011,2011,True
100484-201050-201056-202633-202653,1611661321,"Betty Lennox, Tiffany Jackson, Ivory Latta, Liz Cambage, Kayla Pedersen","Lennox, Jackson, Latta, Cambage, Pedersen",100484-201050-201056-202633-202653,TUL,259.0,4,4.0,3.0,10.0,8.0,,18.0,3.0,5.0,,1.0,,1.0,1.0,2.0,3.0,7.0,1.0,2.0,,9.0,6.0,,,4.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,,7.0,,,2.0,2.0,,2.0,,,,,,1.0,1.0,,,,,,,,,9.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.42857142857142855,0.5,0.5,,0.2222222222222222,,1.0,,,0.6666666666666666,,,,,,100.07722007722008,12.5,16.75,12.5,15.375,0.5555555555555556,0.6,0.75,0.6666666666666666,0.1111111111111111,,,0.1111111111111111,,,,0.2222222222222222,0.5,0.5,1.0,0.7777777777777778,0.5,0.4489388888888889,,,,5.128571428571428,22.45,2.0,4.0,1.0,3.0,1.0,3.0,,2.0,,,2.0,4.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,,1.0,0.3333333333333333,0.4207666666666667,0.2222222222222222,0.4,2.0,0.2857142857142857,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2011,2011,True
101080-201056-201483-202633-202653,1611661321,"Jennifer Lacy, Ivory Latta, Amber Holt, Liz Cambage, Kayla Pedersen","Lacy, Latta, Holt, Cambage, Pedersen",101080-201056-201483-202633-202653,TUL,22.0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.45454545454545,,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2011,2011,True
201050-202261-202315-202633-202665,1611661321,"Tiffany Jackson, Jacinta Monroe, Andrea Riley, Liz Cambage, Chastity Reed","Jackson, Monroe, Riley, Cambage, Reed",201050-202261-202315-202633-202665,TUL,65.0,1,1.0,3.0,1.0,2.0,,3.0,,,,,,,1.0,1.0,,,1.0,1.0,,3.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,3.0,,,,1.0,1.0,,1.5,1.5,,1.0,,1.0,,,0.5,,,1.0,,,66.46153846153847,20.0,22.5,20.0,20.0,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,0.4446,,,,,20.5,,1.0,,,,,,3.0,,,3.0,1.0,,,1.5,1.5,,,,,,0.4446,1.0,1.0,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2011,2011,True
100072-101080-201050-201483-202315,1611661321,"Sheryl Swoopes, Jennifer Lacy, Tiffany Jackson, Amber Holt, Andrea Riley","Swoopes, Lacy, Jackson, Holt, Riley",100072-101080-201050-201483-202315,TUL,4437.0,11,74.0,16.0,138.0,138.0,17.0,276.0,31.0,44.0,13.0,37.0,12.0,29.0,4.0,9.0,56.0,110.0,6.0,12.0,20.0,150.0,134.0,4.0,19.0,66.0,46.0,15.0,9.0,4.0,33.0,5.0,38.0,3.0,20.0,5.0,81.0,17.0,20.0,33.0,55.0,20.0,75.0,16.0,14.0,18.0,16.0,27.0,18.0,28.0,25.0,25.0,5.0,15.0,12.0,7.0,5.0,12.0,131.0,0.5892857142857143,0.6226415094339622,0.8333333333333334,0.5,0.5,0.509090909090909,0.5327868852459017,0.5681818181818182,0.475,0.09836065573770492,0.6666666666666666,0.66,0.3148148148148148,0.7692307692307693,0.6973684210526315,0.31666666666666665,0.3076923076923077,0.5454545454545454,0.7,1.0,89.57403651115618,14.36231884057971,17.78985507246377,13.391304347826088,16.81159420289855,0.36065573770491804,0.7045454545454546,0.7380952380952381,0.6451612903225806,0.30327868852459017,0.35135135135135137,0.37142857142857144,0.23770491803278687,0.41379310344827586,0.42857142857142855,0.4166666666666667,0.07377049180327869,0.4444444444444444,0.4444444444444444,0.75,0.45901639344262296,0.4444444444444444,0.4762467213114754,0.11363636363636363,0.125,0.12666666666666668,8.17,22.733333333333334,12.0,8.0,,1.0,2.0,6.0,2.0,9.0,8.0,,9.0,8.0,,0.3333333333333333,0.5,0.5625,0.631578947368421,0.75,0.6153846153846154,0.14285714285714285,,0.4682857142857143,0.06,0.057971014492753624,5.0,0.045454545454545456,0.045454545454545456,0.05405405405405406,,,1.0,1.0,3.0,1.0,,,4.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,17.0,1.0,1.0,6.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,9.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,6.0,1.0,0.35294117647058826,0.4166666666666667,0.034482758620689655,1.0,0.5,0.3333333333333333,0.3333333333333333,0.29411764705882354,0.4,0.09090909090909091,0.5,0.02459016393442623,0.6666666666666666,0.6666666666666666,1.0,0.3888888888888889,0.5714285714285714,0.25,0.05555555555555555,1.0,1.0,0.14285714285714285,1.0,0.4877970588235294,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2011,2011,True
100072-201050-201483-202315-202633,1611661321,"Sheryl Swoopes, Tiffany Jackson, Amber Holt, Andrea Riley, Liz Cambage","Swoopes, Jackson, Holt, Riley, Cambage",100072-201050-201483-202315-202633,TUL,2820.0,10,47.0,20.0,89.0,89.0,11.0,178.0,15.0,25.0,4.0,13.0,7.0,15.0,8.0,19.0,26.0,53.0,10.0,22.0,21.0,103.0,83.0,5.0,13.0,30.0,22.0,21.0,19.0,8.0,15.0,7.0,22.0,6.0,8.0,5.0,51.0,11.0,11.0,19.0,32.0,14.0,46.0,13.0,11.0,9.0,8.0,17.0,12.0,20.0,22.0,23.0,3.0,10.0,3.0,2.0,1.0,3.0,90.0,0.5769230769230769,0.6521739130434783,0.7,0.45454545454545453,0.45454545454545453,0.49056603773584906,0.5466666666666666,0.6011904761904762,0.5,0.29333333333333333,0.5294117647058824,0.76,0.4230769230769231,0.7333333333333333,0.75,0.3684210526315789,0.5555555555555556,0.6666666666666666,0.8181818181818182,0.5,90.8936170212766,15.089887640449438,16.59550561797753,14.292134831460674,15.123595505617978,0.3333333333333333,0.6,0.7142857142857143,0.5333333333333333,0.17333333333333334,0.3076923076923077,0.4,0.2,0.4666666666666667,0.4666666666666667,0.7142857142857143,0.25333333333333335,0.42105263157894735,0.42105263157894735,0.75,0.6266666666666667,0.42105263157894735,0.46098533333333336,0.12195121951219512,0.16666666666666666,0.1262135922330097,8.20188679245283,22.2,17.0,19.0,1.0,3.0,3.0,9.0,6.0,18.0,2.0,2.0,16.0,18.0,2.0,0.3333333333333333,0.46153846153846156,0.53125,0.6666666666666666,0.8461538461538461,0.5,0.23076923076923078,0.3333333333333333,0.40065,0.17475728155339806,0.21348314606741572,7.0,0.1320754716981132,0.16,0.23076923076923078,1.0,3.0,2.0,4.0,9.0,0.5,0.23076923076923078,0.3333333333333333,4.0,5.0,2.0,3.0,1.0,1.0,,2.0,4.0,8.0,,2.0,6.0,1.0,3.0,,2.0,1.0,2.0,2.0,8.0,1.0,1.0,1.0,3.0,,,,3.0,3.0,1.0,,0.5,0.4,,0.6666666666666666,,0.25,0.4444444444444444,0.25,0.2727272727272727,0.03225806451612903,0.3333333333333333,0.04,0.6666666666666666,0.6666666666666666,0.5,0.5,0.8,0.25,0.2,,,0.07692307692307693,1.0,0.44657857142857144,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,1611661321,2011,2011,True
100072-201056-201483-202278-202653,1611661321,"Sheryl Swoopes, Ivory Latta, Amber Holt, Abi Olajuwon, Kayla Pedersen","Swoopes, Latta, Holt, Olajuwon, Pedersen",100072-201056-201483-202278-202653,TUL,60.0,1,1.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,,,,,,1.0,,,2.0,2.0,,2.0,2.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,0.5,1.0,,,,1.0,,,1.0,,,,,48.0,34.0,26.0,34.0,26.0,,,,,1.0,,,,,,,,,,,,,0.3449,0.5,0.5,1.0,11.6,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2011,2011,True
100887-100931-201050-202315-202653,1611661321,"Marion Jones, Doneeka Lewis, Tiffany Jackson, Andrea Riley, Kayla Pedersen","Jones, Lewis, Jackson, Riley, Pedersen",100887-100931-201050-202315-202653,TUL,257.0,1,4.0,,8.0,9.0,,17.0,2.0,2.0,1.0,1.0,,1.0,,2.0,3.0,4.0,,2.0,2.0,8.0,8.0,,,4.0,2.0,,2.0,,2.0,,2.0,,1.0,,4.0,,2.0,2.0,4.0,,4.0,,,1.0,,1.0,1.0,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,8.0,0.6666666666666666,0.6666666666666666,,,,0.75,0.5,0.5714285714285714,,0.3333333333333333,1.0,0.5,,1.0,0.6666666666666666,,,,1.0,1.0,95.25291828793775,12.375,17.555555555555557,12.375,16.555555555555557,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,1.0,1.0,0.16666666666666666,,,,0.3333333333333333,,,,0.6666666666666666,,0.48384166666666667,0.14285714285714285,0.2,,7.6,22.3,,3.0,2.0,2.0,3.0,3.0,,6.0,1.0,,6.0,3.0,,1.0,1.0,1.0,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.4452666666666667,0.75,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2011,2011,True
