EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,TotalPoss,OpponentPoints,LiveBallTurnovers,LostBallTurnovers,Turnovers,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Minutes,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,ShortMidRangeAssists,DefThreePtRebounds,DeadBallTurnovers,Offensive Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,Corner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,OffTwoPtRebounds,SelfOReb,Travels,Loose Ball Fouls,Offensive Fouls Drawn,OffTwoPtReboundPct,OffAtRimReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,LostBallSteals,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,LongMidRangeAssists,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedShortMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,PenaltyCorner3FGM,BlockingFouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Clear Path Fouls,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,team_id,year,season,team_vs
100236-100628-100666-201896-201919,1611661325,"Tangela Smith, Tammy Sutton-Brown, Katie Douglas, Briann January, Shavonte Zellous","Smith, Sutton-Brown, Douglas, January, Zellous",100236-100628-100666-201896-201919,IND,20.0,1,-2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,144.0,16.0,4.0,16.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100628-100646-100666-201497-201919,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Shannon Bobbitt, Shavonte Zellous","Sutton-Brown, Catchings, Douglas, Bobbitt, Zellous",100628-100646-100666-201497-201919,IND,286.0,4,4.0,8.0,9.0,17.0,8.0,2.0,1.0,2.0,1.0,85.5944055944056,16.75,16.88888888888889,15.125,16.22222222222222,5.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,3.0,1.0,12.0,1.0,6.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,12.0,1.0,0.75,0.75,1.0,0.3333333333333333,0.3333333333333333,1.0,0.7857142857142857,0.8571428571428571,0.42857142857142855,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.5,0.42857142857142855,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,1.0,0.8571428571428571,0.3333333333333333,0.5577857142857143,0.59625,0.14285714285714285,0.25,5.425,22.900000000000002,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
101032-201047-201896-201919-202656,1611661325,"Shyra Ely-Gash, Jessica Davenport, Briann January, Shavonte Zellous, Jeanette Pohlen-Mavunga","Ely-Gash, Davenport, January, Zellous, Pohlen-Mavunga",101032-201047-201896-201919-202656,IND,204.0,1,1.0,6.0,5.0,11.0,7.0,,,1.0,,77.64705882352942,16.666666666666668,20.8,16.333333333333332,20.8,3.0,2.0,2.0,1.0,1.0,2.0,,,1.0,1.0,,2.0,3.0,1.0,2.0,1.0,8.0,,4.0,,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,7.0,1.0,,,2.0,1.0,3.0,,,,,,1.0,4.0,2.0,2.0,,,8.0,2.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.7,0.6666666666666666,0.4,,,1.0,1.0,0.5,,,0.4,0.5,0.5,1.0,,,,0.2,1.0,1.0,1.0,,0.8,1.0,0.53681,0.6173,,,5.566666666666666,22.15,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100628-100666-101032-101039-201919,1611661325,"Tammy Sutton-Brown, Katie Douglas, Shyra Ely-Gash, Erin Phillips, Shavonte Zellous","Sutton-Brown, Douglas, Ely-Gash, Phillips, Zellous",100628-100666-101032-101039-201919,IND,427.0,4,-3.0,14.0,14.0,28.0,20.0,3.0,1.0,4.0,0.75,94.42622950819673,14.785714285714286,15.714285714285714,14.428571428571429,14.571428571428571,7.0,5.0,3.0,1.0,5.0,6.0,1.0,1.0,,2.0,,7.0,8.0,1.0,3.0,,17.0,,6.0,8.0,3.0,2.0,,3.0,1.0,4.0,,3.0,9.0,,,1.0,3.0,1.0,4.0,,,2.0,,2.0,3.0,5.0,3.0,2.0,2.0,2.0,17.0,5.0,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,0.3333333333333333,0.875,0.7727272727272727,0.7727272727272727,0.2727272727272727,1.0,,,0.6666666666666666,0.3333333333333333,,,0.5454545454545454,0.8333333333333334,0.8333333333333334,0.6,0.09090909090909091,1.0,1.0,0.18181818181818182,,,,,0.8181818181818182,,0.5813954545454545,0.5790666666666667,0.18181818181818182,0.25,3.3625,21.833333333333332,0.35714285714285715,,2.0,2.0,1.0,1.0,1.0,,3.0,3.0,,6.0,,2.0,1.0,,,6.0,1.0,,1.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,0.09090909090909091,1.0,1.0,,0.09090909090909091,,0.6666666666666666,1.0,0.35294117647058826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.55965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100628-100666-201047-201497-202656,1611661325,"Tammy Sutton-Brown, Katie Douglas, Jessica Davenport, Shannon Bobbitt, Jeanette Pohlen-Mavunga","Sutton-Brown, Douglas, Davenport, Bobbitt, Pohlen-Mavunga",100628-100666-201047-201497-202656,IND,164.0,1,-3.0,5.0,5.0,10.0,4.0,,,1.0,,87.80487804878048,16.8,16.0,16.8,15.6,3.0,5.0,5.0,,,,,1.0,,,,,3.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,1.0,2.0,,,1.0,5.0,,,,,,,,0.125,,,0.5,,0.5,,,,,,,,0.3333333333333333,,,,,,,,,,0.32239999999999996,0.32239999999999996,,,11.5,,1.0,,,,,2.0,,,,3.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,0.125,,,,0.6666666666666666,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
101032-201047-201497-201919-202656,1611661325,"Shyra Ely-Gash, Jessica Davenport, Shannon Bobbitt, Shavonte Zellous, Jeanette Pohlen-Mavunga","Ely-Gash, Davenport, Bobbitt, Zellous, Pohlen-Mavunga",101032-201047-201497-201919-202656,IND,3432.0,12,9.0,110.0,107.0,217.0,102.0,13.0,6.0,26.0,0.5,91.04895104895104,16.054545454545455,15.570093457943925,14.681818181818182,14.046728971962617,57.0,40.0,43.0,17.0,22.0,39.0,5.0,10.0,6.0,16.0,5.0,33.0,69.0,8.0,23.0,21.0,111.0,6.0,26.0,40.0,21.0,16.0,6.0,13.0,7.0,20.0,5.0,6.0,47.0,6.0,34.0,3.0,41.0,20.0,61.0,9.0,7.0,7.0,4.0,5.0,12.0,27.0,21.0,26.0,3.0,14.0,87.0,40.0,0.3939393939393939,0.4482758620689655,0.875,0.34782608695652173,0.34782608695652173,0.4782608695652174,0.4891304347826087,0.5339805825242718,0.25,0.5,0.7555555555555555,0.42857142857142855,0.6909090909090909,0.3541666666666667,0.3333333333333333,0.8125,0.42391304347826086,0.5641025641025641,0.6111111111111112,0.2727272727272727,0.10869565217391304,0.5,0.5,0.17391304347826086,0.375,0.4,0.8333333333333334,0.16129032258064516,0.6739130434782609,0.375,0.4680978260869565,0.40521290322580644,0.13592233009708737,0.175,6.218840579710145,22.195652173913043,0.36363636363636365,10.0,7.0,10.0,6.0,20.0,7.0,12.0,12.0,25.0,14.0,44.0,4.0,4.0,13.0,3.0,,44.0,4.0,,0.48,0.4838709677419355,0.5657894736842105,0.4,0.6,0.42857142857142855,0.21739130434782608,0.3,0.4,0.6666666666666666,0.07608695652173914,0.7142857142857143,0.3225806451612903,0.7,0.3963963963963964,2.0,2.0,2.0,2.0,11.0,1.0,1.0,,2.0,0.3235294117647059,0.4117647058823529,0.025,0.2857142857142857,0.2857142857142857,1.0,0.14285714285714285,0.4409272727272727,2.0,7.0,5.0,8.0,6.0,,0.7692307692307693,0.75,7.0,1.0,1.0,2.0,7.0,1.0,7.0,24.0,2.0,3.0,8.0,8.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.3333333333333333,0.5833333333333334,0.6071428571428571,0.6666666666666666,0.043478260869565216,0.11594202898550725,0.07692307692307693,0.25,0.0625,0.6,0.16666666666666666,0.4,0.6875,0.3333333333333333,0.6,0.7,0.2857142857142857,0.5,1.0,0.03225806451612903,0.4,0.21621621621621623,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100646-100666-101032-201047-202656,1611661325,"Tamika Catchings, Katie Douglas, Shyra Ely-Gash, Jessica Davenport, Jeanette Pohlen-Mavunga","Catchings, Douglas, Ely-Gash, Davenport, Pohlen-Mavunga",100646-100666-101032-201047-202656,IND,65.0,1,-4.0,2.0,2.0,4.0,4.0,,,,,88.61538461538463,22.0,10.5,22.0,10.5,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,0.5,,,,,1.0,,0.479975,,,,2.3,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100646-100666-101039-201047-201896,1611661325,"Tamika Catchings, Katie Douglas, Erin Phillips, Jessica Davenport, Briann January","Catchings, Douglas, Phillips, Davenport, January",100646-100666-101039-201047-201896,IND,691.0,3,12.0,21.0,19.0,40.0,15.0,,,2.0,,83.3574529667149,13.285714285714286,21.68421052631579,13.238095238095237,21.263157894736842,12.0,7.0,,1.0,4.0,7.0,2.0,2.0,1.0,2.0,,8.0,13.0,2.0,4.0,5.0,27.0,,8.0,8.0,6.0,2.0,1.0,4.0,2.0,6.0,1.0,2.0,14.0,,4.0,,7.0,1.0,8.0,4.0,,,,1.0,1.0,3.0,5.0,6.0,,1.0,25.0,7.0,0.5,0.5714285714285714,1.0,0.5,0.5,0.6153846153846154,0.6470588235294118,0.675,0.23529411764705882,,0.5714285714285714,,0.7,0.16666666666666666,,0.75,0.4117647058823529,0.5714285714285714,0.6666666666666666,0.5,0.11764705882352941,1.0,1.0,0.11764705882352941,0.5,0.5,1.0,,0.6470588235294118,0.5,0.473335294117647,0.5333,0.05555555555555555,0.07142857142857142,5.907692307692307,22.775,0.3333333333333333,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,5.0,9.0,2.0,3.0,2.0,,2.0,9.0,,2.0,1.0,1.0,0.9,1.0,,1.0,0.23529411764705882,0.5,0.5,1.0,0.11764705882352941,1.0,0.5,1.0,0.3333333333333333,1.0,,,1.0,1.0,,,,1.0,0.25,0.5,,0.5,0.5,1.0,,0.6507,4.0,1.0,,1.0,,,,,1.0,,,,1.0,,,2.0,,,2.0,1.0,,,,,1.0,,,,,,1.0,,,1.0,1.0,1.0,,0.07692307692307693,0.14285714285714285,,,,,,0.5,,,1.0,,,,,,0.07407407407407407,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,False
100236-100628-100646-100666-101039,1611661325,"Tangela Smith, Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Erin Phillips","Smith, Sutton-Brown, Catchings, Douglas, Phillips",100236-100628-100646-100666-101039,IND,14021.0,21,95.0,441.0,440.0,881.0,396.0,36.0,11.0,68.0,0.5294117647058824,90.48142072605377,15.884353741496598,15.945454545454545,14.877551020408163,15.118181818181819,234.0,60.0,19.0,55.0,63.0,128.0,33.0,75.0,38.0,84.0,8.0,120.0,264.0,52.0,119.0,95.0,491.0,11.0,116.0,124.0,129.0,84.0,38.0,58.0,43.0,101.0,30.0,36.0,245.0,21.0,102.0,5.0,148.0,61.0,209.0,55.0,43.0,25.0,14.0,8.0,43.0,85.0,113.0,116.0,10.0,51.0,437.0,56.0,0.48333333333333334,0.5,0.8269230769230769,0.4369747899159664,0.4369747899159664,0.45454545454545453,0.5169712793733682,0.5630733944954128,0.31070496083550914,1.0,0.7338129496402878,0.3181818181818182,0.7185929648241206,0.291866028708134,0.3333333333333333,0.8545454545454545,0.3342036553524804,0.4921875,0.5833333333333334,0.5714285714285714,0.195822454308094,0.44,0.44,0.2193211488250653,0.4523809523809524,0.4578313253012048,0.7894736842105263,0.20512820512820512,0.6449086161879896,0.4523809523809524,0.5066916449086162,0.4941538461538461,0.12028301886792453,0.16721311475409836,7.8352272727272725,22.4436974789916,0.1360544217687075,20.0,5.0,14.0,24.0,61.0,35.0,34.0,14.0,28.0,26.0,66.0,8.0,41.0,32.0,7.0,12.0,60.0,4.0,6.0,0.5,0.5128205128205128,0.6226415094339622,0.6833333333333333,0.2857142857142857,0.6888888888888889,0.15926892950391644,0.39344262295081966,0.43636363636363634,0.3333333333333333,0.09138381201044386,0.45454545454545453,0.358974358974359,0.35714285714285715,0.13441955193482688,14.0,10.0,10.0,13.0,40.0,5.0,2.0,3.0,9.0,0.27972027972027974,0.23076923076923078,0.027472527472527472,0.4,0.4,0.9285714285714286,0.22727272727272727,0.5424484375,12.0,24.0,17.0,26.0,15.0,2.0,0.627906976744186,0.5769230769230769,9.0,3.0,5.0,3.0,16.0,5.0,7.0,54.0,4.0,27.0,8.0,26.0,1.0,14.0,,13.0,3.0,,,,2.0,1.0,6.0,0.5,0.36363636363636365,0.47058823529411764,0.5340909090909091,0.5510204081632653,0.008403361344537815,0.09848484848484848,0.15625,0.09836065573770492,0.011904761904761904,,0.2972972972972973,0.34146341463414637,0.6829268292682927,0.6666666666666666,0.42424242424242425,0.45,0.5555555555555556,0.5,1.0,0.07692307692307693,0.375,0.109979633401222,1.0,1.0,2.0,6.0,3.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,1611661325,2011,2011,False
100236-100628-100646-100666-201896,1611661325,"Tangela Smith, Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Briann January","Smith, Sutton-Brown, Catchings, Douglas, January",100236-100628-100646-100666-201896,IND,4899.0,9,-9.0,152.0,147.0,299.0,178.0,16.0,4.0,29.0,0.5517241379310345,87.88732394366197,16.289473684210527,16.482993197278912,15.138157894736842,15.850340136054422,82.0,16.0,12.0,25.0,22.0,37.0,12.0,28.0,15.0,35.0,4.0,42.0,88.0,17.0,47.0,34.0,169.0,4.0,36.0,48.0,45.0,35.0,15.0,18.0,15.0,33.0,13.0,12.0,81.0,12.0,32.0,1.0,46.0,34.0,80.0,14.0,8.0,12.0,5.0,1.0,11.0,26.0,41.0,40.0,4.0,21.0,136.0,16.0,0.42857142857142855,0.46153846153846156,0.8823529411764706,0.3617021276595745,0.3617021276595745,0.4772727272727273,0.5,0.5522875816993464,0.34814814814814815,0.5,0.7111111111111111,0.4,0.7142857142857143,0.4473684210526316,0.35,0.6428571428571429,0.2740740740740741,0.5945945945945946,0.6666666666666666,0.5454545454545454,0.2074074074074074,0.42857142857142855,0.42857142857142855,0.25925925925925924,0.42857142857142855,0.42857142857142855,0.8666666666666667,0.3333333333333333,0.6222222222222222,0.42857142857142855,0.4955785185185185,0.537375,0.13815789473684212,0.2,8.413636363636364,22.365957446808512,0.10526315789473684,9.0,4.0,6.0,8.0,23.0,12.0,16.0,5.0,8.0,2.0,18.0,1.0,13.0,13.0,1.0,1.0,18.0,,1.0,0.625,0.6666666666666666,0.6923076923076923,0.7222222222222222,0.5,0.7142857142857143,0.17037037037037037,0.34782608695652173,0.38095238095238093,0.125,0.08888888888888889,0.391304347826087,0.5,0.6666666666666666,0.10650887573964497,2.0,5.0,7.0,2.0,22.0,6.0,,3.0,2.0,0.4782608695652174,0.4,0.08571428571428572,0.16666666666666666,0.16666666666666666,1.0,0.21739130434782608,0.55235,6.0,7.0,2.0,8.0,4.0,1.0,0.8181818181818182,0.5,4.0,,2.0,2.0,9.0,2.0,9.0,33.0,2.0,6.0,6.0,6.0,,5.0,,5.0,3.0,,,,1.0,1.0,4.0,0.2857142857142857,0.5,0.5625,0.5217391304347826,0.6111111111111112,,0.06818181818181818,0.10810810810810811,0.08695652173913043,,,0.5333333333333333,0.5,0.7,0.75,0.4166666666666667,0.4444444444444444,0.5,0.4,1.0,,0.5,0.1952662721893491,,1.0,,2.0,,,1.0,,2.0,0.08695652173913043,,,,,,,,,1611661325,2011,2011,False
