EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Fg2aBlocked,BadPassOutOfBoundsTurnovers,LostBallTurnovers,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,Corner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,BlockingFouls,SelfOReb,ShortMidRangePctBlocked,SelfORebPct,SecondChanceFtPoints,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,Travels,Charge Fouls Drawn,BlockedAtRim,SecondChanceFg3Pct,DefFTReboundPct,OffFTReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceTurnovers,Offensive Fouls,LongMidRangeAssists,LongMidRangePctAssisted,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,team_id,year,season,team_vs
100888-100919-101025-200665-201502,1611661313,"Plenette Pierson, Nicole Powell, Kara Braxton, Cappie Pondexter, Essence Carson","Pierson, Powell, Braxton, Pondexter, Carson",100888-100919-101025-200665-201502,NYL,906.0,3,15.0,17.0,27,29,12.0,9.0,4.0,56,12.0,13.0,4.0,4.0,4.0,5.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,14.0,19.0,1.0,4.0,10.0,41.0,24.0,4.0,4.0,8.0,5.0,6.0,1.0,7.0,17.0,16.0,12.0,3.0,2.0,4.0,1.0,8.0,1.0,9.0,1.0,8.0,19.0,2.0,2.0,2.0,7.0,9.0,4.0,13.0,3.0,1.0,2.0,4.0,4.0,1.0,5.0,3.0,2.0,7.0,1.0,1.0,13.0,1.0,1.0,12.0,4.0,7.0,1.0,3.0,3.0,3.0,2.0,33.0,17.0,12.0,2.0,0.5714285714285714,0.6153846153846154,1.0,0.25,0.25,0.7368421052631579,1.0,0.8333333333333334,0.6739130434782609,1.0,0.7142857142857143,0.7592592592592593,1.0,0.85,0.17391304347826086,0.8,0.6363636363636364,0.5,1.0,0.6666666666666666,0.6923076923076923,0.5714285714285714,1.0,0.3333333333333333,0.6666666666666666,0.6,0.75,0.5,1.0,1.0,89.00662251655629,0.6666666666666666,15.481481481481481,16.82758620689655,14.962962962962964,15.89655172413793,0.5652173913043478,0.9230769230769231,0.9230769230769231,0.6666666666666666,0.08695652173913043,0.5,0.5,0.17391304347826086,0.25,0.25,0.17391304347826086,0.25,0.25,1.0,1.0,1.0,0.75,0.7142857142857143,0.8,0.14285714285714285,0.7391304347826086,0.25,0.4900652173913043,0.3531,0.535,0.2692307692307692,0.3181818181818182,0.1951219512195122,0.4146341463414634,5.768421052631578,22.425,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,False
100888-100919-101025-200665-201507,1611661313,"Plenette Pierson, Nicole Powell, Kara Braxton, Cappie Pondexter, Leilani Mitchell","Pierson, Powell, Braxton, Pondexter, Mitchell",100888-100919-101025-200665-201507,NYL,695.0,3,12.0,-11.0,25,26,10.0,12.0,1.0,51,4.0,7.0,,1.0,1.0,1.0,,2.0,2.0,4.0,2.0,6.0,2.0,6.0,13.0,2.0,7.0,,18.0,29.0,,1.0,,2.0,4.0,3.0,,7.0,6.0,6.0,,,6.0,2.0,3.0,,3.0,,3.0,6.0,,1.0,6.0,4.0,10.0,1.0,11.0,1.0,1.0,,3.0,2.0,1.0,4.0,1.0,3.0,6.0,,,5.0,,,,,,,,,,,18.0,7.0,10.0,1.0,0.5,0.5,,0.2857142857142857,0.2857142857142857,0.46153846153846156,,0.5,0.45,,0.5,0.45,,0.5,0.35,0.75,1.0,0.14285714285714285,1.0,,1.0,0.08333333333333333,,,,,1.0,1.0,1.0,1.0,105.66906474820144,,14.16,13.115384615384615,13.92,13.115384615384615,0.35,0.5714285714285714,0.8,0.75,0.1,,,0.2,0.5,0.6666666666666666,0.3,0.3333333333333333,0.3333333333333333,,1.0,,,0.14285714285714285,1.0,0.2857142857142857,0.7,0.3333333333333333,0.486965,0.5917,0.44720714285714286,,,,0.3888888888888889,7.684615384615385,22.542857142857144,0.4,1.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,3.0,0.3333333333333333,0.23076923076923078,0.2857142857142857,0.25,0.3333333333333333,0.05,0.14285714285714285,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,False
100888-100919-101025-201502-201507,1611661313,"Plenette Pierson, Nicole Powell, Kara Braxton, Essence Carson, Leilani Mitchell","Pierson, Powell, Braxton, Carson, Mitchell",100888-100919-101025-201502-201507,NYL,129.0,1,2.0,3.0,4,4,3.0,4.0,,8,1.0,2.0,,,1.0,2.0,,,2.0,2.0,,,,3.0,4.0,,,,6.0,3.0,,,,2.0,3.0,,,4.0,2.0,4.0,,,,,1.0,,1.0,,1.0,2.0,,,1.0,1.0,2.0,,2.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,6.0,4.0,3.0,1.0,0.3333333333333333,0.3333333333333333,,,,0.75,,0.6666666666666666,0.75,,0.6666666666666666,0.75,,0.6666666666666666,,,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,89.30232558139535,,18.75,13.5,18.75,13.5,0.5,0.5,0.5,1.0,,,,0.5,1.0,1.0,,,,,,,,0.6666666666666666,0.5,,0.5,,0.433375,,0.45439999999999997,,,,0.6666666666666666,8.825,,0.75,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,False
100888-100919-200665-201502-201895,1611661313,"Plenette Pierson, Nicole Powell, Cappie Pondexter, Essence Carson, Quanitra Hollingsworth","Pierson, Powell, Pondexter, Carson, Hollingsworth",100888-100919-200665-201502-201895,NYL,327.0,3,5.0,,9,9,1.0,1.0,1.0,18,1.0,3.0,,1.0,,1.0,,2.0,1.0,2.0,2.0,2.0,,2.0,7.0,2.0,2.0,,10.0,10.0,,2.0,,,1.0,,,,2.0,2.0,6.0,,2.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,,3.0,1.0,1.0,2.0,3.0,5.0,,,,3.0,2.0,,3.0,,,1.0,,,3.0,1.0,,,,,,,,,,10.0,,1.0,,0.5,0.5,1.0,1.0,1.0,0.2857142857142857,,,0.5555555555555556,,,0.5555555555555556,,,0.2222222222222222,1.0,0.3333333333333333,0.6,0.5,,0.4,0.6,1.0,1.0,,0.5,,,1.0,,79.26605504587155,,19.666666666666668,16.666666666666668,17.22222222222222,12.444444444444445,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,,,0.2222222222222222,0.5,0.5,0.2222222222222222,1.0,1.0,1.0,0.5,,,1.0,,,0.5555555555555556,1.0,0.4442333333333333,0.42725,0.465,,,,,6.971428571428571,23.0,0.1111111111111111,,,,,,1.0,,1.0,,,0.14285714285714285,,,,,,,1.0,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,False
100888-100919-200665-201502-201913,1611661313,"Plenette Pierson, Nicole Powell, Cappie Pondexter, Essence Carson, Kia Vaughn","Pierson, Powell, Pondexter, Carson, Vaughn",100888-100919-200665-201502-201913,NYL,462.0,3,8.0,6.0,15,14,5.0,10.0,1.0,29,2.0,3.0,,,1.0,1.0,1.0,3.0,,2.0,,2.0,1.0,3.0,8.0,,2.0,6.0,12.0,6.0,,,2.0,1.0,2.0,1.0,2.0,4.0,2.0,4.0,,,2.0,,1.0,,1.0,,1.0,2.0,,1.0,3.0,5.0,8.0,1.0,9.0,2.0,2.0,,,,4.0,4.0,2.0,2.0,2.0,,,5.0,1.0,,8.0,,3.0,1.0,1.0,,1.0,1.0,10.0,4.0,5.0,,0.3333333333333333,0.3333333333333333,,,,0.375,,0.5,0.3,,0.3333333333333333,0.42857142857142855,1.0,0.5,0.2,,1.0,0.2,1.0,,1.0,0.16666666666666666,0.5,,,1.0,1.0,1.0,1.0,1.0,90.38961038961038,1.0,13.8,18.214285714285715,13.8,16.785714285714285,0.3,0.6666666666666666,0.6666666666666666,0.5,0.3,0.3333333333333333,0.3333333333333333,0.2,,,0.2,,,,,,,0.3333333333333333,1.0,0.3333333333333333,0.5,,0.418895,,0.35285000000000005,0.23076923076923078,0.2727272727272727,0.16666666666666666,0.3333333333333333,7.375,23.65,0.3333333333333333,,,,,,,2.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,False
100888-100919-200665-201507-201895,1611661313,"Plenette Pierson, Nicole Powell, Cappie Pondexter, Leilani Mitchell, Quanitra Hollingsworth","Pierson, Powell, Pondexter, Mitchell, Hollingsworth",100888-100919-200665-201507-201895,NYL,71.0,1,1.0,,2,2,,2.0,,4,,,,,,,,,,,,1.0,,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,2.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,0.5,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,81.12676056338029,,20.5,15.0,20.5,15.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,0.5148,,,0.5,1.0,,,,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,False
100888-100919-200665-201507-201913,1611661313,"Plenette Pierson, Nicole Powell, Cappie Pondexter, Leilani Mitchell, Kia Vaughn","Pierson, Powell, Pondexter, Mitchell, Vaughn",100888-100919-200665-201507-201913,NYL,2067.0,3,34.0,-8.0,66,65,10.0,4.0,7.0,131,13.0,17.0,,2.0,3.0,4.0,1.0,10.0,3.0,16.0,5.0,10.0,3.0,17.0,43.0,5.0,13.0,7.0,56.0,64.0,,5.0,8.0,3.0,5.0,3.0,2.0,17.0,20.0,14.0,9.0,,10.0,5.0,10.0,3.0,13.0,3.0,9.0,29.0,1.0,6.0,7.0,13.0,22.0,8.0,30.0,6.0,4.0,2.0,8.0,5.0,6.0,14.0,1.0,6.0,12.0,,1.0,11.0,2.0,,8.0,,4.0,,7.0,2.0,7.0,4.0,48.0,17.0,10.0,,0.5882352941176471,0.5882352941176471,0.6,0.38461538461538464,0.38461538461538464,0.3953488372093023,,0.6,0.4375,0.42857142857142855,0.9375,0.4666666666666667,0.5,0.9444444444444444,0.23214285714285715,0.5714285714285714,0.5652173913043478,0.23076923076923078,0.875,0.125,0.6451612903225806,0.20588235294117646,0.3333333333333333,0.07692307692307693,0.2,0.6666666666666666,0.5555555555555556,0.4,1.0,0.75,91.26269956458636,0.5714285714285714,15.757575757575758,15.8,15.090909090909092,15.107692307692307,0.30357142857142855,0.7647058823529411,0.8666666666666667,0.6923076923076923,0.17857142857142858,0.1,0.125,0.2857142857142857,0.1875,0.1875,0.17857142857142858,0.5,0.5,0.6,0.2857142857142857,,,0.5,0.75,0.375,0.5357142857142857,0.5,0.4581491071428571,0.42040000000000005,0.54303125,0.06666666666666667,0.0851063829787234,0.14285714285714285,0.30357142857142855,9.295348837209302,22.246153846153845,0.15151515151515152,3.0,,3.0,3.0,6.0,4.0,3.0,3.0,1.0,1.0,0.09302325581395349,0.11764705882352941,,0.5,0.05357142857142857,,1.0,,,0.2,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.5,,,,,,,,,,,,1611661313,2011,2011,False
100888-100919-201502-201507-201913,1611661313,"Plenette Pierson, Nicole Powell, Essence Carson, Leilani Mitchell, Kia Vaughn","Pierson, Powell, Carson, Mitchell, Vaughn",100888-100919-201502-201507-201913,NYL,59.0,1,1.0,-2.0,2,2,,,,4,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,1.0,,,,,,1.0,,,,97.6271186440678,,19.0,10.5,19.0,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,False
100888-101025-200665-201502-201507,1611661313,"Plenette Pierson, Kara Braxton, Cappie Pondexter, Essence Carson, Leilani Mitchell","Pierson, Braxton, Pondexter, Carson, Mitchell",100888-101025-200665-201502-201507,NYL,197.0,2,3.0,5.0,7,5,,,,12,2.0,5.0,,,,,,,,1.0,1.0,1.0,,2.0,6.0,1.0,1.0,,7.0,2.0,,,,,,,,,2.0,2.0,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,,,3.0,3.0,,3.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,7.0,,,,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,,,0.5,,,0.5,,,0.14285714285714285,,1.0,,,,0.75,,,,,,1.0,1.0,,,87.71573604060914,1.0,13.857142857142858,20.0,13.857142857142858,19.8,0.7142857142857143,0.4,0.5,0.5,,,,0.14285714285714285,,,0.14285714285714285,1.0,1.0,1.0,,,,,,,0.8571428571428571,1.0,0.4890857142857143,,,,,,,4.833333333333333,23.0,,,,,,,1.0,,,,,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,False
100888-101025-200665-201502-202652,1611661313,"Plenette Pierson, Kara Braxton, Cappie Pondexter, Essence Carson, Alex Montgomery","Pierson, Braxton, Pondexter, Carson, Montgomery",100888-101025-200665-201502-202652,NYL,124.0,1,2.0,-3.0,4,4,,,1.0,8,1.0,2.0,,,,,,,,,,1.0,,1.0,2.0,,1.0,,2.0,5.0,,,,,,,,,2.0,,,,1.0,,1.0,,1.0,,1.0,2.0,1.0,,,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,2.0,,,,1.0,1.0,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,,,1.0,1.0,0.5,,,1.0,,,1.0,,,92.9032258064516,1.0,15.25,15.75,12.75,15.75,0.6666666666666666,0.5,0.5,1.0,,,,,,,0.3333333333333333,,,,,,,,,,1.0,,0.7192,,,,,,,2.0,21.9,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1611661313,2011,2011,False
