EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,3SecondViolations,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Blocked2s,BlockedShortMidRange,Blocks,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,Travels,DefAtRimReboundPct,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,HeaveAttempts,StepOutOfBoundsTurnovers,Charge Fouls Drawn,BlockingFoulsDrawn,BlockedLongMidRange,SecondChanceAtRimPctAssisted,OffCorner3ReboundPct,FTOffRebounds,Charge Fouls,OffFTReboundPct,Corner3PctBlocked,BlockingFouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Clear Path Fouls,Blocked3s,BlockedArc3,team_id,year,season,team_vs
100072-100931-201050-201483-202633,1611661321,"Sheryl Swoopes, Doneeka Lewis, Tiffany Jackson, Amber Holt, Liz Cambage","Swoopes, Lewis, Jackson, Holt, Cambage",100072-100931-201050-201483-202633,TUL,465.0,2,8.0,-6.0,16.0,16.0,4.0,32.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,4.0,9.0,4.0,1.0,9.0,15.0,6.0,2.0,2.0,3.0,3.0,2.0,1.0,6.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,0.75,0.75,0.4444444444444444,0.3076923076923077,0.34615384615384615,0.3076923076923077,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,99.09677419354838,15.9375,13.125,15.9375,12.5625,0.15384615384615385,1.0,1.0,1.0,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.5,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.46153846153846156,0.4213884615384615,0.07692307692307693,0.1111111111111111,9.144444444444444,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2011,2011,False
100072-201050-201483-202633-202640,1611661321,"Sheryl Swoopes, Tiffany Jackson, Amber Holt, Liz Cambage, Karima Christmas-Kelly","Swoopes, Jackson, Holt, Cambage, Christmas-Kelly",100072-201050-201483-202633-202640,TUL,292.0,1,5.0,3.0,8.0,8.0,1.0,16.0,3.0,3.0,1.0,4.0,,,1.0,4.0,7.0,1.0,,8.0,5.0,2.0,6.0,1.0,1.0,1.0,1.0,,2.0,1.0,3.0,4.0,5.0,,,,1.0,1.0,,1.0,,,,,,,,,8.0,,0.25,0.25,0.5714285714285714,0.5,0.5,0.125,1.0,0.75,1.0,0.8,1.0,,1.0,78.9041095890411,22.875,13.625,22.875,13.625,0.375,1.0,1.0,0.3333333333333333,0.5,0.25,0.3333333333333333,,,,0.125,0.5,0.4134,,,4.742857142857143,21.6,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.25,0.3333333333333333,0.25,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2011,2011,False
100072-201050-202315-202633-202665,1611661321,"Sheryl Swoopes, Tiffany Jackson, Andrea Riley, Liz Cambage, Chastity Reed","Swoopes, Jackson, Riley, Cambage, Reed",100072-201050-202315-202633-202665,TUL,43.0,1,1.0,,2.0,1.0,,3.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,100.46511627906976,19.5,4.0,19.5,4.0,,,,,1.0,,,,,,,,0.3691,,,5.6,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2011,2011,False
100072-202261-202315-202633-202653,1611661321,"Sheryl Swoopes, Jacinta Monroe, Andrea Riley, Liz Cambage, Kayla Pedersen","Swoopes, Monroe, Riley, Cambage, Pedersen",100072-202261-202315-202633-202653,TUL,20.0,1,,-2.0,1.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,72.0,16.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2011,2011,False
100887-101080-201050-202315-202633,1611661321,"Marion Jones, Jennifer Lacy, Tiffany Jackson, Andrea Riley, Liz Cambage","Jones, Lacy, Jackson, Riley, Cambage",100887-101080-201050-202315-202633,TUL,40.0,1,1.0,-3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,72.0,26.0,14.0,26.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2011,2011,False
100072-101080-201050-201056-202653,1611661321,"Sheryl Swoopes, Jennifer Lacy, Tiffany Jackson, Ivory Latta, Kayla Pedersen","Swoopes, Lacy, Jackson, Latta, Pedersen",100072-101080-201050-201056-202653,TUL,4087.0,10,68.0,14.0,127.0,124.0,21.0,251.0,15.0,29.0,12.0,34.0,18.0,7.0,29.0,33.0,81.0,36.0,26.0,137.0,123.0,38.0,28.0,29.0,19.0,32.0,10.0,6.0,77.0,11.0,29.0,42.0,66.0,13.0,10.0,3.0,12.0,9.0,9.0,21.0,12.0,32.0,34.0,5.0,29.0,2.0,12.0,,114.0,5.0,0.5757575757575758,0.6333333333333333,0.4074074074074074,0.47435897435897434,0.5269230769230769,0.3076923076923077,0.5714285714285714,0.6444444444444445,0.6875,0.6557377049180327,0.5333333333333333,0.8461538461538461,,88.4365059946171,16.984251968503937,15.564516129032258,15.582677165354331,14.306451612903226,0.24786324786324787,0.5172413793103449,0.625,0.6666666666666666,0.2905982905982906,0.35294117647058826,0.3870967741935484,0.5,0.15384615384615385,0.05982905982905983,0.24786324786324787,0.5555555555555556,0.44606153846153845,0.1015625,0.13186813186813187,8.155555555555555,22.147222222222222,9.0,20.0,24.0,4.0,2.0,4.0,0.1111111111111111,0.08823529411764706,0.4166666666666667,0.36363636363636365,0.5,0.8666666666666667,3.0,0.5333333333333333,23.0,21.0,3.0,7.0,2.0,2.0,6.0,5.0,2.0,3.0,2.0,2.0,10.0,1.0,4.0,1.0,5.0,15.0,4.0,11.0,3.0,7.0,6.0,23.0,6.0,10.0,3.0,7.0,6.0,27.0,39.0,6.0,6.0,10.0,1.0,13.0,9.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,6.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,27.0,23.0,3.0,0.8666666666666667,0.4166666666666667,0.42857142857142855,0.42857142857142855,0.4166666666666667,0.36363636363636365,0.6,0.4722222222222222,0.6176470588235294,0.5476190476190477,0.675,0.027777777777777776,0.1724137931034483,0.05555555555555555,0.034482758620689655,0.6666666666666666,0.2222222222222222,0.35714285714285715,0.3333333333333333,0.25,0.017543859649122806,0.75,0.3333333333333333,0.35294117647058826,0.5,0.7142857142857143,0.7142857142857143,0.8,0.3448275862068966,0.35714285714285715,0.9,0.3888888888888889,0.42857142857142855,0.16666666666666666,0.6666666666666666,0.5,0.2222222222222222,0.25,1.0,0.11764705882352941,1.0,0.11764705882352941,1.0,0.29411764705882354,0.2,0.3448275862068966,0.50295,0.3963,0.02702702702702703,0.1678832116788321,0.19708029197080293,0.18110236220472442,,,,,,,,,,,,,,,,,,1611661321,2011,2011,False
100072-101080-201050-201483-202315,1611661321,"Sheryl Swoopes, Jennifer Lacy, Tiffany Jackson, Amber Holt, Andrea Riley","Swoopes, Lacy, Jackson, Holt, Riley",100072-101080-201050-201483-202315,TUL,4437.0,11,74.0,-16.0,138.0,138.0,8.0,276.0,24.0,43.0,7.0,27.0,17.0,12.0,29.0,37.0,87.0,41.0,24.0,134.0,150.0,30.0,44.0,27.0,15.0,25.0,10.0,5.0,60.0,4.0,37.0,42.0,65.0,18.0,16.0,2.0,16.0,14.0,7.0,23.0,15.0,25.0,28.0,3.0,31.0,5.0,18.0,1.0,115.0,,0.40540540540540543,0.4411764705882353,0.42528735632183906,0.4296875,0.475177304964539,0.3203125,0.6956521739130435,0.6851851851851852,0.6666666666666666,0.6833333333333333,0.7058823529411765,0.6,1.0,89.57403651115618,17.78985507246377,14.36231884057971,16.81159420289855,13.391304347826088,0.3359375,0.5581395348837209,0.6666666666666666,0.4166666666666667,0.2109375,0.25925925925925924,0.3181818181818182,0.7142857142857143,0.1328125,0.09375,0.2265625,0.65625,0.4912992,0.1276595744680851,0.18,7.120689655172414,24.38048780487805,12.0,17.0,23.0,5.0,2.0,5.0,0.13793103448275862,0.18518518518518517,0.34,0.3026315789473684,0.25,0.6666666666666666,,0.6923076923076923,12.0,21.0,7.0,10.0,3.0,4.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,,4.0,,2.0,12.0,7.0,13.0,1.0,5.0,2.0,19.0,6.0,10.0,1.0,3.0,,15.0,30.0,6.0,6.0,6.0,,10.0,4.0,6.0,,6.0,1.0,1.0,4.0,,2.0,5.0,2.0,,1.0,1.0,,,2.0,5.0,15.0,12.0,,0.8333333333333334,0.2926829268292683,0.2,0.3333333333333333,0.3076923076923077,0.5384615384615384,0.6,0.4722222222222222,0.5769230769230769,0.5,0.5769230769230769,,0.16279069767441862,,,0.5,0.23076923076923078,0.3684210526315789,0.45454545454545453,0.3,0.015625,1.0,0.35294117647058826,0.35294117647058826,,0.5,0.5,1.0,0.20689655172413793,0.20689655172413793,0.6666666666666666,0.5555555555555556,0.7,0.05555555555555555,1.0,1.0,0.2222222222222222,,,0.3076923076923077,0.75,0.07692307692307693,1.0,0.15384615384615385,,0.2222222222222222,0.513726923076923,0.40075909090909095,,0.1417910447761194,0.11194029850746269,0.08695652173913043,2.0,1.0,2.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,1611661321,2011,2011,False
100072-101080-201050-202315-202640,1611661321,"Sheryl Swoopes, Jennifer Lacy, Tiffany Jackson, Andrea Riley, Karima Christmas-Kelly","Swoopes, Lacy, Jackson, Riley, Christmas-Kelly",100072-101080-201050-202315-202640,TUL,323.0,4,5.0,-1.0,8.0,10.0,1.0,18.0,1.0,1.0,,2.0,1.0,,3.0,2.0,4.0,3.0,,10.0,11.0,2.0,2.0,3.0,1.0,3.0,1.0,,8.0,,1.0,2.0,3.0,,,,2.0,2.0,,2.0,2.0,2.0,2.0,,,,,,8.0,,0.5,0.5,0.5,0.7142857142857143,0.7142857142857143,0.42857142857142855,1.0,1.0,,1.0,,,,80.24767801857584,25.125,12.2,22.5,12.2,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,,,,0.14285714285714285,,0.42857142857142855,0.5714285714285714,0.46322857142857143,,,7.9,22.3,,,1.0,,,,,,,0.3333333333333333,,1.0,,,,1.0,,,,,1.0,,,,,,2.0,,,,,2.0,1.0,1.0,,,,2.0,,,,,,,6.0,,,2.0,,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.6666666666666666,,,0.6666666666666666,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,0.6666666666666666,,,,0.2,,,,,,,,,,,,,,,,,,,,1611661321,2011,2011,False
100072-201050-201056-201483-202633,1611661321,"Sheryl Swoopes, Tiffany Jackson, Ivory Latta, Amber Holt, Liz Cambage","Swoopes, Jackson, Latta, Holt, Cambage",100072-201050-201056-201483-202633,TUL,3265.0,12,54.0,13.0,107.0,107.0,23.0,214.0,19.0,35.0,8.0,25.0,12.0,6.0,17.0,31.0,72.0,23.0,28.0,111.0,98.0,28.0,34.0,16.0,14.0,21.0,10.0,3.0,49.0,10.0,30.0,44.0,66.0,8.0,5.0,3.0,9.0,7.0,11.0,20.0,13.0,27.0,28.0,,38.0,4.0,18.0,1.0,88.0,6.0,0.45161290322580644,0.5384615384615384,0.4305555555555556,0.4368421052631579,0.4955357142857143,0.24210526315789474,0.45,0.9375,1.0,0.9523809523809523,0.9444444444444444,1.0,1.0,94.38284839203676,15.542056074766355,14.97196261682243,14.523364485981308,14.80373831775701,0.3684210526315789,0.5428571428571428,0.6129032258064516,0.5263157894736842,0.2631578947368421,0.32,0.38095238095238093,0.375,0.12631578947368421,0.06315789473684211,0.17894736842105263,0.6105263157894737,0.45836542553191495,0.1651376146788991,0.20930232558139536,6.35,23.786956521739132,8.0,17.0,22.0,4.0,3.0,4.0,0.1111111111111111,0.16,0.4146341463414634,0.4074074074074074,0.23529411764705882,0.9090909090909091,3.0,1.0,23.0,17.0,5.0,10.0,4.0,9.0,4.0,2.0,,1.0,1.0,1.0,5.0,,2.0,,5.0,7.0,6.0,14.0,,3.0,11.0,23.0,7.0,18.0,1.0,6.0,6.0,23.0,21.0,,10.0,5.0,,7.0,5.0,2.0,1.0,5.0,4.0,6.0,3.0,2.0,2.0,,1.0,3.0,1.0,1.0,,3.0,,3.0,23.0,23.0,3.0,1.0,0.30434782608695654,,0.16666666666666666,0.3181818181818182,0.42857142857142855,0.3888888888888889,0.35294117647058826,0.3541666666666667,0.5,0.4107142857142857,,0.11428571428571428,,,1.0,0.38461538461538464,0.5625,0.5,0.1111111111111111,0.13043478260869565,0.75,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,1.0,0.29411764705882354,0.29411764705882354,1.0,0.5882352941176471,0.5,0.058823529411764705,,,0.11764705882352941,,,0.375,0.4444444444444444,0.041666666666666664,1.0,0.20833333333333334,,0.3125,0.49552142857142856,0.4458913043478261,,0.2072072072072072,0.2072072072072072,0.21495327102803738,1.0,,,,1.0,,1.0,,,,,,,,,,,1611661321,2011,2011,False
100072-201050-201056-202633-202653,1611661321,"Sheryl Swoopes, Tiffany Jackson, Ivory Latta, Liz Cambage, Kayla Pedersen","Swoopes, Jackson, Latta, Cambage, Pedersen",100072-201050-201056-202633-202653,TUL,3446.0,15,57.0,-23.0,111.0,110.0,9.0,221.0,18.0,27.0,14.0,39.0,9.0,2.0,12.0,32.0,75.0,14.0,20.0,105.0,128.0,36.0,28.0,12.0,18.0,24.0,12.0,6.0,54.0,11.0,18.0,31.0,51.0,10.0,5.0,5.0,11.0,7.0,18.0,29.0,14.0,31.0,32.0,1.0,29.0,3.0,14.0,2.0,84.0,1.0,0.5625,0.6206896551724138,0.4266666666666667,0.47752808988764045,0.5147058823529411,0.15730337078651685,0.3793103448275862,0.6,0.7857142857142857,0.6590909090909091,0.8,0.7777777777777778,0.8,92.35055136390018,16.56756756756757,14.60909090909091,15.35135135135135,13.818181818181818,0.30337078651685395,0.6666666666666666,0.6923076923076923,0.6666666666666666,0.43820224719101125,0.358974358974359,0.4,0.42857142857142855,0.10112359550561797,0.02247191011235955,0.1348314606741573,0.4606741573033708,0.4452185393258427,0.14,0.16279069767441862,6.817333333333334,21.835714285714285,5.0,14.0,20.0,2.0,1.0,2.0,0.06666666666666667,0.10256410256410256,0.3333333333333333,0.3469387755102041,0.36,0.625,,0.5294117647058824,20.0,17.0,5.0,7.0,1.0,3.0,,1.0,,,,1.0,6.0,,1.0,2.0,3.0,7.0,8.0,15.0,,1.0,5.0,21.0,3.0,12.0,2.0,4.0,8.0,20.0,18.0,3.0,6.0,6.0,,6.0,5.0,1.0,,3.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0,9.0,1.0,,2.0,1.0,2.0,20.0,20.0,2.0,0.8571428571428571,0.5,,0.5,0.5,0.5333333333333333,0.25,0.5,0.375,0.5526315789473685,0.47619047619047616,,0.037037037037037035,,,1.0,0.42857142857142855,0.3333333333333333,0.25,0.5,0.045454545454545456,1.0,,,,0.5,0.5,1.0,0.5,0.5,0.8333333333333334,0.4375,0.7142857142857143,,,,0.0625,,,0.1875,0.3333333333333333,0.0625,,0.1875,0.6666666666666666,0.5,0.4619615384615384,0.460684375,,0.2,0.19047619047619047,0.18018018018018017,,,,,,0.2,,3.0,1.0,0.42857142857142855,,,,,,,,1611661321,2011,2011,False
