EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,AtRimPctBlocked,OffAtRimReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,3SecondViolations,SecondChanceCorner3FGM,SecondChanceFG3M,Clear Path Fouls,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,FTOffRebounds,BlockedArc3,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Technical Free Throw Trips,team_id,year,season,team_vs
100627-200704-201492-201518-202643,1611661322,"Kelly Miller, Kerri Gardin, Matee Ajavon, Crystal Langhorne, Victoria Dunlap","Miller, Gardin, Ajavon, Langhorne, Dunlap",100627-200704-201492-201518-202643,WAS,104.0,1,2.0,3.0,5.0,4.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.5,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,1.0,124.61538461538461,1.0,10.6,12.75,10.6,12.25,0.5,1.0,1.0,1.0,0.5,0.5,0.5633,0.3333333333333333,0.3333333333333333,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2011,2011,True
100533-100627-201492-201518-201889,1611661322,"DeMya Walker, Kelly Miller, Matee Ajavon, Crystal Langhorne, Marissa Coleman","Walker, Miller, Ajavon, Langhorne, Coleman",100533-100627-201492-201518-201889,WAS,3586.0,14,60.0,-38.0,105.0,110.0,215.0,9.0,13.0,22.0,24.0,56.0,18.0,87.0,125.0,22.0,11.0,18.0,7.0,43.0,21.0,2.0,33.0,45.0,12.0,8.0,9.0,5.0,27.0,11.0,29.0,30.0,27.0,7.0,12.0,4.0,13.0,11.0,85.0,0.4583333333333333,0.4583333333333333,0.42857142857142855,0.43670886075949367,0.47282608695652173,0.3333333333333333,1.0,0.5833333333333334,0.62,0.5555555555555556,86.33575013943113,0.8461538461538461,17.419047619047618,15.972727272727273,16.447619047619046,14.627272727272727,0.16455696202531644,0.6923076923076923,0.6923076923076923,0.7777777777777778,0.27848101265822783,0.45569620253164556,0.44414102564102564,0.09195402298850575,0.1111111111111111,10.655357142857143,28.0,32.0,11.0,3.0,3.0,5.0,9.0,21.0,6.0,2.0,4.0,1.0,2.0,5.0,19.0,2.0,1.0,5.0,7.0,23.0,1.0,7.0,2.0,2.0,7.0,16.0,2.0,7.0,3.0,23.0,26.0,21.0,19.0,5.0,2.0,7.0,5.0,2.0,3.0,1.0,6.0,6.0,10.0,12.0,1.0,4.0,5.0,18.0,2.0,4.0,1.0,3.0,3.0,5.0,2.0,1.0,4.0,6.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,7.0,23.0,28.0,1.0,4.0,1.0,0.30434782608695654,0.2857142857142857,0.30434782608695654,0.14285714285714285,0.4375,0.1111111111111111,0.43478260869565216,0.1111111111111111,0.42592592592592593,0.2911392405063291,0.03571428571428571,0.047619047619047616,0.045454545454545456,0.1875,0.7142857142857143,0.4,0.2553191489361702,0.3333333333333333,0.125,0.38461538461538464,0.5,0.6875,0.45454545454545453,0.6666666666666666,0.8,0.022222222222222223,0.26582278481012656,0.42857142857142855,0.45,0.3333333333333333,0.2727272727272727,0.2857142857142857,0.16666666666666666,0.05063291139240506,0.5,0.5,1.0,0.24050632911392406,0.2631578947368421,0.2631578947368421,1.0,0.3333333333333333,0.2222222222222222,0.21739130434782608,0.6,0.08695652173913043,0.5,0.21739130434782608,0.2,0.2631578947368421,0.4445,0.46607954545454544,0.041666666666666664,0.022988505747126436,0.26436781609195403,23.47826086956522,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2011,2011,True
100533-201492-201518-201889-202662,1611661322,"DeMya Walker, Matee Ajavon, Crystal Langhorne, Marissa Coleman, Jasmine Thomas","Walker, Ajavon, Langhorne, Coleman, Thomas",100533-201492-201518-201889-202662,WAS,3816.0,16,64.0,16.0,115.0,117.0,232.0,20.0,32.0,25.0,37.0,80.0,31.0,126.0,110.0,42.0,21.0,26.0,15.0,57.0,23.0,1.0,36.0,50.0,12.0,8.0,6.0,2.0,17.0,7.0,19.0,32.0,35.0,15.0,8.0,3.0,8.0,3.0,116.0,0.5675675675675675,0.5833333333333334,0.4625,0.4846938775510204,0.5526315789473685,0.35294117647058826,1.0,0.6216216216216216,0.6730769230769231,0.2727272727272727,87.54716981132076,0.375,15.782608695652174,17.102564102564102,14.904347826086957,16.17094017094017,0.32653061224489793,0.625,0.7142857142857143,0.75,0.25510204081632654,0.5102040816326531,0.4725721649484536,0.13636363636363635,0.16304347826086957,8.37625,31.0,24.0,12.0,6.0,2.0,6.0,8.0,23.0,9.0,2.0,5.0,,,5.0,13.0,,1.0,2.0,7.0,18.0,4.0,12.0,,10.0,9.0,24.0,1.0,2.0,11.0,32.0,32.0,15.0,13.0,5.0,7.0,5.0,3.0,2.0,3.0,3.0,2.0,12.0,12.0,14.0,2.0,4.0,4.0,11.0,1.0,4.0,,1.0,1.0,2.0,,,,3.0,1.0,1.0,,4.0,,,1.0,4.0,32.0,31.0,3.0,4.0,0.7142857142857143,0.3888888888888889,0.5,0.3888888888888889,0.3333333333333333,0.375,0.3333333333333333,0.40384615384615385,0.38461538461538464,0.5,0.1836734693877551,0.0875,0.13043478260869565,,0.2857142857142857,0.8,0.2222222222222222,0.27450980392156865,0.26666666666666666,0.26666666666666666,0.16666666666666666,0.3333333333333333,0.7692307692307693,0.7692307692307693,0.6666666666666666,1.0,0.045454545454545456,0.23469387755102042,0.34782608695652173,0.4,0.375,0.36,0.36,0.3333333333333333,0.05102040816326531,0.4,0.4,1.0,0.1326530612244898,0.38461538461538464,0.38461538461538464,0.6,0.5,,0.23076923076923078,0.3333333333333333,,,0.07692307692307693,0.5,0.38461538461538464,0.44021,0.40222115384615387,,0.07936507936507936,0.25396825396825395,23.255555555555556,0.26956521739130435,3.0,2.0,6.0,2.0,3.0,1.0,3.0,0.125,0.3333333333333333,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1611661322,2011,2011,True
100627-200673-201500-201518-202662,1611661322,"Kelly Miller, Monique Currie, Nicky Anosike, Crystal Langhorne, Jasmine Thomas","Miller, Currie, Anosike, Langhorne, Thomas",100627-200673-201500-201518-202662,WAS,147.0,2,2.0,,6.0,5.0,11.0,3.0,3.0,1.0,3.0,4.0,,6.0,6.0,6.0,3.0,3.0,3.0,6.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,6.0,1.0,1.0,0.75,0.6,0.6,,,,0.5,,107.75510204081633,,10.833333333333334,16.4,10.833333333333334,15.6,0.6,1.0,1.0,1.0,0.2,0.8,0.52623,,,5.275,3.0,2.0,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,1.0,,1.0,,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,1.0,,0.5,,0.5,0.2,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,0.2,,,,,,0.5,1.0,,,0.5,,,,0.483025,,,0.3333333333333333,22.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2011,2011,True
100627-201492-201500-201889-202662,1611661322,"Kelly Miller, Matee Ajavon, Nicky Anosike, Marissa Coleman, Jasmine Thomas","Miller, Ajavon, Anosike, Coleman, Thomas",100627-201492-201500-201889-202662,WAS,150.0,1,2.0,1.0,6.0,5.0,11.0,1.0,2.0,,2.0,3.0,4.0,8.0,7.0,2.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,,,,8.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.8,1.0,,,1.0,,105.6,,15.833333333333334,11.0,15.833333333333334,11.0,0.6666666666666666,0.5,0.5,1.0,,0.6666666666666666,0.4766666666666666,0.25,0.25,4.033333333333333,3.0,4.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,4.0,2.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,4.0,3.0,,1.0,,,,,,0.5,,0.5,,0.6666666666666666,,,,,,1.0,,,,,,,,,1.0,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,1.0,0.5,,,,,,,0.53965,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2011,2011,True
200704-201492-201500-201518-202662,1611661322,"Kerri Gardin, Matee Ajavon, Nicky Anosike, Crystal Langhorne, Jasmine Thomas","Gardin, Ajavon, Anosike, Langhorne, Thomas",200704-201492-201500-201518-202662,WAS,2747.0,11,46.0,-2.0,90.0,88.0,178.0,14.0,24.0,17.0,27.0,56.0,13.0,82.0,84.0,22.0,11.0,16.0,6.0,37.0,16.0,2.0,27.0,41.0,17.0,11.0,16.0,10.0,23.0,10.0,20.0,14.0,15.0,7.0,5.0,2.0,5.0,2.0,69.0,0.4074074074074074,0.4782608695652174,0.48214285714285715,0.45394736842105265,0.5,0.6956521739130435,0.6666666666666666,0.5517241379310345,0.5434782608695652,0.5555555555555556,93.30906443392793,0.4,14.3,16.59090909090909,13.78888888888889,14.931818181818182,0.3157894736842105,0.5833333333333334,0.6666666666666666,0.42857142857142855,0.2236842105263158,0.5789473684210527,0.5072894736842105,0.0875,0.11666666666666667,8.0625,29.0,24.0,9.0,4.0,2.0,6.0,6.0,15.0,7.0,1.0,3.0,,,4.0,17.0,2.0,1.0,2.0,5.0,20.0,4.0,8.0,4.0,13.0,6.0,17.0,1.0,2.0,9.0,24.0,32.0,15.0,17.0,4.0,6.0,5.0,4.0,1.0,1.0,4.0,4.0,10.0,9.0,14.0,2.0,6.0,3.0,7.0,1.0,6.0,,1.0,,9.0,,,6.0,1.0,1.0,2.0,,2.0,,,,3.0,24.0,29.0,1.0,2.0,1.0,0.25,0.5,0.25,0.5,0.35294117647058826,0.3333333333333333,0.39473684210526316,0.4642857142857143,0.5,0.2631578947368421,0.10714285714285714,0.2,,0.3448275862068966,0.5294117647058824,0.2857142857142857,0.32558139534883723,0.2222222222222222,0.3,0.3333333333333333,,0.2,0.9,0.6363636363636364,0.3333333333333333,0.05555555555555555,0.19736842105263158,0.4,0.5,0.16666666666666666,0.4117647058823529,0.4117647058823529,0.5714285714285714,0.039473684210526314,0.3333333333333333,0.3333333333333333,1.0,0.2236842105263158,0.23529411764705882,0.25,1.0,0.3333333333333333,0.16666666666666666,0.3157894736842105,0.3333333333333333,,,0.10526315789473684,0.5,0.23529411764705882,0.5340777777777778,0.46638684210526316,,0.15853658536585366,0.2926829268292683,22.215,0.32222222222222224,4.0,5.0,,8.0,,1.0,3.0,0.125,0.5,1.0,,2.0,1.0,0.05,0.058823529411764705,0.16666666666666666,,,,,,,,,,,,,,,,1611661322,2011,2011,True
100533-200673-200704-201518-202662,1611661322,"DeMya Walker, Monique Currie, Kerri Gardin, Crystal Langhorne, Jasmine Thomas","Walker, Currie, Gardin, Langhorne, Thomas",100533-200673-200704-201518-202662,WAS,438.0,2,7.0,-1.0,13.0,15.0,28.0,4.0,6.0,1.0,4.0,11.0,2.0,10.0,11.0,4.0,2.0,2.0,2.0,4.0,4.0,,6.0,8.0,1.0,,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,,,,,8.0,0.5,0.5,0.36363636363636365,0.3333333333333333,0.38461538461538464,1.0,,0.5714285714285714,0.6,0.5,92.05479452054794,,14.0,17.066666666666666,12.846153846153847,15.933333333333334,0.5,0.6666666666666666,0.6666666666666666,0.5,0.08333333333333333,0.5833333333333334,0.49514583333333334,0.07692307692307693,0.08333333333333333,5.9818181818181815,4.0,,1.0,1.0,2.0,2.0,,4.0,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,,2.0,2.0,4.0,,1.0,,4.0,4.0,,1.0,,,,,,,,1.0,1.0,2.0,2.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,4.0,4.0,,,,,,,0.5,0.5,0.5,0.4,0.5,0.4,0.08333333333333333,,,,0.14285714285714285,0.6666666666666666,1.0,0.25,0.25,,1.0,,,0.75,0.5,1.0,,0.3333333333333333,,,,,,,,,,,0.08333333333333333,,,,0.5,,0.4,1.0,,,0.2,,,0.52355,0.51003,,0.2,0.4,21.6,0.3076923076923077,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1611661322,2011,2011,True
100533-200673-201492-201500-202662,1611661322,"DeMya Walker, Monique Currie, Matee Ajavon, Nicky Anosike, Jasmine Thomas","Walker, Currie, Ajavon, Anosike, Thomas",100533-200673-201492-201500-202662,WAS,173.0,2,3.0,1.0,6.0,5.0,11.0,,2.0,3.0,1.0,5.0,,5.0,4.0,,,,,,1.0,,1.0,2.0,1.0,,,,1.0,,1.0,,,,,,,,5.0,,,0.2,0.4166666666666667,0.4166666666666667,,,0.5,0.3333333333333333,,91.5606936416185,,15.0,16.6,14.666666666666666,15.4,0.3333333333333333,,,,0.5,0.5,0.34484166666666666,,,10.32,,2.0,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,2.0,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,0.16666666666666666,,,,0.25,,,0.25,,0.5,,,0.5,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,0.16666666666666666,1.0,1.0,,1.0,,,,,,,,1.0,0.5405,,,,,23.3,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2011,2011,True
100533-200704-201500-201889-202662,1611661322,"DeMya Walker, Kerri Gardin, Nicky Anosike, Marissa Coleman, Jasmine Thomas","Walker, Gardin, Anosike, Coleman, Thomas",100533-200704-201500-201889-202662,WAS,105.0,2,2.0,,3.0,3.0,6.0,,1.0,1.0,,3.0,2.0,2.0,2.0,,,,,,1.0,,1.0,2.0,1.0,1.0,,,,,,2.0,2.0,1.0,,,,,2.0,,,,,0.25,,,0.5,0.5,1.0,82.28571428571429,,22.0,13.0,22.0,11.333333333333334,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,0.4177666666666667,0.25,0.25,10.1,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.7155,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661322,2011,2011,True
100533-200704-201889-202643-202662,1611661322,"DeMya Walker, Kerri Gardin, Marissa Coleman, Victoria Dunlap, Jasmine Thomas","Walker, Gardin, Coleman, Dunlap, Thomas",100533-200704-201889-202643-202662,WAS,5.0,1,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,,5.0,,5.0,,,,,,,,0.2352,,,13.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2352,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2011,2011,True
