EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2A,Fg2aBlocked,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,LostBallSteals,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceShotQualityAvg,PenaltyDefPoss,ShortMidRangeFGM,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG2A,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,PenaltyTurnovers,ShootingFouls,Offensive Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,PenaltyFg2Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3Frequency,FTDefRebounds,DefFTReboundPct,Blocked2s,BlockedAtRim,Blocks,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGA,SecondChanceFG3A,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,BlockingFouls,BlockedShortMidRange,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,SelfOReb,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,SecondChanceFtPoints,PenaltyCorner3Accuracy,FTOffRebounds,SecondChanceTurnovers,Charge Fouls,Blocked3s,BlockedArc3,3SecondViolations,OffFTReboundPct,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,HeaveAttempts,BlockedCorner3,StepOutOfBoundsTurnovers,BlockedLongMidRange,Corner3PctBlocked,team_id,year,season,team_vs
100928-201049-201496-202626-202650,1611661320,"Ebony Hoffman, Noelle Quinn, Candace Parker, Jenna O'Hea, Jantel Lavender","Hoffman, Quinn, Parker, O'Hea, Lavender",100928-201049-201496-202626-202650,LAS,483.0,2,8.0,12.0,13.0,13.0,2.0,26,5.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,5.0,6.0,3.0,5.0,4.0,23.0,11.0,1.0,1.0,2.0,5.0,8.0,2.0,6.0,3.0,4.0,3.0,4.0,2.0,6.0,2.0,4.0,14.0,3.0,3.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,23.0,5.0,2.0,0.8,0.8,0.6666666666666666,0.6,1.0,0.6,0.8333333333333334,0.8636363636363636,1.5,0.9583333333333334,1.25,0.45454545454545453,1.0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,77.51552795031056,17.153846153846153,20.0,17.153846153846153,18.846153846153847,0.45454545454545453,1.0,1.0,0.8,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.75,0.75,0.6666666666666666,1.0,1.0,0.9090909090909091,0.75,0.5599409090909091,0.5241,0.25,0.42857142857142855,0.21739130434782608,2.75,22.5,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2011,2011,True
100928-201490-201496-202626-202650,1611661320,"Ebony Hoffman, Natasha Lacy, Candace Parker, Jenna O'Hea, Jantel Lavender","Hoffman, Lacy, Parker, O'Hea, Lavender",100928-201490-201496-202626-202650,LAS,162.0,1,3.0,-2.0,6.0,6.0,,12,,2.0,3.0,,,1.0,,,1.0,6.0,,1.0,,2.0,4.0,,,,,2.0,,,,1.0,,1.0,,1.0,,,2.0,,1.0,1.0,2.0,2.0,1.0,,,,1.0,,,,,,2.0,,,1.0,1.0,,,,,0.16666666666666666,0.14285714285714285,,0.14285714285714285,,0.14285714285714285,,1.0,,1.0,,,,,106.66666666666666,13.166666666666666,13.833333333333334,12.5,13.833333333333334,0.2857142857142857,,,,0.42857142857142855,,0.14285714285714285,,,,,,0.42857142857142855,,0.5321,,,,,7.7,25.9,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.2,0.16666666666666666,0.3333333333333333,1.0,0.14285714285714285,1.0,1.0,1.0,0.4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2011,2011,True
100928-201490-201911-202626-202650,1611661320,"Ebony Hoffman, Natasha Lacy, Kristi Toliver, Jenna O'Hea, Jantel Lavender","Hoffman, Lacy, Toliver, O'Hea, Lavender",100928-201490-201911-202626-202650,LAS,564.0,4,9.0,15.0,20.0,19.0,4.0,39,2.0,3.0,4.0,1.0,5.0,5.0,,,6.0,10.0,5.0,6.0,4.0,31.0,16.0,,1.0,,2.0,8.0,4.0,12.0,3.0,5.0,5.0,4.0,4.0,8.0,4.0,2.0,20.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,,4.0,4.0,,4.0,4.0,1.0,2.0,31.0,2.0,4.0,0.6666666666666666,0.6666666666666666,0.8,0.8333333333333334,,0.8333333333333334,0.6,0.84375,0.3333333333333333,0.8823529411764706,0.3333333333333333,0.375,0.25,0.75,1.0,0.8333333333333334,0.6666666666666666,1.0,1.0,,99.57446808510637,14.35,14.578947368421053,14.35,14.31578947368421,0.1875,0.6666666666666666,1.0,1.0,0.25,0.0625,0.3125,1.0,1.0,0.8,,,0.5625,1.0,0.44289375,0.40091666666666664,0.11764705882352941,0.18181818181818182,0.06451612903225806,9.11,22.849999999999998,0.2,,1.0,3.0,,1.0,1.0,,,,0.1,0.3333333333333333,,,,,,0.1875,0.3333333333333333,0.3333333333333333,1.0,,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.75,0.75,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2011,2011,True
100076-100234-100928-201490-201496,1611661320,"Tina Thompson, Ticha Penicheiro, Ebony Hoffman, Natasha Lacy, Candace Parker","Thompson, Penicheiro, Hoffman, Lacy, Parker",100076-100234-100928-201490-201496,LAS,248.0,2,4.0,-2.0,8.0,7.0,,15,1.0,1.0,2.0,,,1.0,,,2.0,5.0,,1.0,1.0,5.0,7.0,,,,,,4.0,,,1.0,,,,,,,,,2.0,3.0,3.0,1.0,1.0,,,1.0,1.0,,1.0,2.0,,1.0,5.0,,,,,,,,,0.4,0.3333333333333333,,0.35714285714285715,,0.16666666666666666,,1.0,,0.6666666666666666,1.0,1.0,,,87.09677419354838,16.5,16.571428571428573,16.5,15.571428571428571,0.16666666666666666,1.0,1.0,,0.3333333333333333,,0.16666666666666666,,,,,,0.3333333333333333,,0.4229416666666667,,0.14285714285714285,0.16666666666666666,,10.28,21.0,,,1.0,2.0,,,,,,,,,,,,,,0.3333333333333333,0.5,0.5,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2011,2011,True
100076-100928-201490-201496-201911,1611661320,"Tina Thompson, Ebony Hoffman, Natasha Lacy, Candace Parker, Kristi Toliver","Thompson, Hoffman, Lacy, Parker, Toliver",100076-100928-201490-201496-201911,LAS,291.0,3,5.0,,7.0,9.0,,16,1.0,1.0,3.0,,2.0,3.0,,,2.0,4.0,2.0,3.0,,10.0,10.0,,,,,4.0,,6.0,,3.0,2.0,2.0,2.0,4.0,2.0,1.0,10.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,2.0,,2.0,,,,10.0,,,1.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,0.5,0.7142857142857143,,0.7142857142857143,,0.42857142857142855,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,,79.17525773195877,19.714285714285715,17.0,19.714285714285715,14.777777777777779,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,,,0.5714285714285714,0.6666666666666666,0.48945714285714287,,,,,7.975,22.3,,,,,,1.0,,,,,0.25,,0.3333333333333333,,,,,,,,,,2.0,1.0,,,,1.0,,,,,,1.0,,1.0,,,0.3333333333333333,0.5,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2011,2011,True
100234-100928-201049-201496-202626,1611661320,"Ticha Penicheiro, Ebony Hoffman, Noelle Quinn, Candace Parker, Jenna O'Hea","Penicheiro, Hoffman, Quinn, Parker, O'Hea",100234-100928-201049-201496-202626,LAS,62.0,2,1.0,,3.0,4.0,,7,,,,,1.0,1.0,,,,,1.0,1.0,,3.0,3.0,,,,,,,3.0,,1.0,1.0,,1.0,1.0,1.0,,3.0,1.0,,1.0,1.0,,,1.0,,1.0,3.0,,,,,,3.0,,,,,1.0,1.0,,1.0,,1.5,,1.5,,1.0,1.0,,1.0,1.0,,,1.0,,162.5806451612903,8.0,9.5,8.0,9.5,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,0.591,,,,,,22.1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2011,2011,True
100234-100928-201049-202626-202650,1611661320,"Ticha Penicheiro, Ebony Hoffman, Noelle Quinn, Jenna O'Hea, Jantel Lavender","Penicheiro, Hoffman, Quinn, O'Hea, Lavender",100234-100928-201049-202626-202650,LAS,376.0,3,6.0,6.0,12.0,12.0,8.0,24,1.0,2.0,5.0,1.0,1.0,4.0,1.0,3.0,4.0,7.0,1.0,5.0,3.0,14.0,8.0,1.0,3.0,,9.0,4.0,4.0,3.0,,4.0,1.0,2.0,1.0,3.0,1.0,,7.0,,5.0,5.0,6.0,2.0,1.0,,,,4.0,,3.0,6.0,,3.0,14.0,9.0,8.0,0.5,0.5,1.0,0.2,0.3333333333333333,0.2,0.5714285714285714,0.4583333333333333,0.5,0.4666666666666667,0.5,0.4166666666666667,,0.7142857142857143,,0.7142857142857143,0.5,0.5,,,91.91489361702128,14.416666666666666,16.916666666666668,14.083333333333334,16.666666666666668,0.16666666666666666,0.5,0.5,,0.4166666666666667,0.08333333333333333,0.3333333333333333,0.25,0.25,1.0,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.25,0.4557136363636364,0.4650166666666667,0.2,0.3,0.6428571428571429,6.471428571428571,25.34,0.6666666666666666,1.0,,,,1.0,,1.0,1.0,1.0,0.14285714285714285,,0.2,0.3333333333333333,0.16666666666666666,0.5,1.0,,,,,0.46815,4.0,3.0,,3.0,6.0,2.0,,,,,,3.0,,,,0.5,0.6,0.75,0.6666666666666666,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2011,2011,True
100234-201049-201506-202626-202650,1611661320,"Ticha Penicheiro, Noelle Quinn, LaToya Sanders, Jenna O'Hea, Jantel Lavender","Penicheiro, Quinn, Sanders, O'Hea, Lavender",100234-201049-201506-202626-202650,LAS,202.0,2,3.0,-5.0,5.0,6.0,,11,2.0,5.0,,,,1.0,,,2.0,6.0,,1.0,,4.0,9.0,,,,,,4.0,,,1.0,,,,,,,,,1.0,1.0,4.0,1.0,1.0,,,1.0,4.0,,,,,,,,,,,,,,,0.3333333333333333,0.2857142857142857,,0.2857142857142857,,0.14285714285714285,,0.5,,0.5,1.0,,,,78.41584158415841,19.0,17.833333333333332,17.8,17.5,0.7142857142857143,0.4,0.5,,,,0.14285714285714285,,,,,,0.8571428571428571,,0.5763785714285714,,,,,4.716666666666667,22.3,,3.0,,1.0,3.0,1.0,,2.0,3.0,,0.16666666666666666,0.2,,0.5,0.6,,,0.14285714285714285,,,,0.6636,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2011,2011,True
100076-100234-100396-201496-202626,1611661320,"Tina Thompson, Ticha Penicheiro, DeLisha Milton-Jones, Candace Parker, Jenna O'Hea","Thompson, Penicheiro, Milton-Jones, Parker, O'Hea",100076-100234-100396-201496-202626,LAS,4216.0,6,70.0,-7.0,127.0,126.0,2.0,253,21.0,32.0,30.0,8.0,7.0,23.0,,,46.0,85.0,11.0,31.0,15.0,140.0,147.0,,,1.0,3.0,46.0,46.0,30.0,3.0,23.0,7.0,23.0,10.0,33.0,6.0,12.0,76.0,13.0,25.0,40.0,61.0,12.0,11.0,17.0,6.0,27.0,31.0,2.0,21.0,18.0,4.0,10.0,116.0,3.0,2.0,0.5,0.5476190476190477,0.9090909090909091,0.3548387096774194,,0.3548387096774194,0.5411764705882353,0.5387931034482759,1.0,0.5691056910569106,0.75,0.2672413793103448,0.6296296296296297,0.7142857142857143,0.7647058823529411,0.7307692307692307,0.6428571428571429,0.9,0.9090909090909091,0.5,86.41366223908919,17.69291338582677,15.626984126984127,16.905511811023622,14.952380952380953,0.27586206896551724,0.65625,0.7241379310344828,0.5714285714285714,0.25862068965517243,0.06896551724137931,0.19827586206896552,0.30434782608695654,0.30434782608695654,0.8571428571428571,,,0.5431034482758621,0.30434782608695654,0.4741340517241379,0.292,0.08196721311475409,0.10989010989010989,0.02142857142857143,8.62235294117647,22.9741935483871,0.015748031496062992,15.0,11.0,23.0,14.0,5.0,6.0,12.0,21.0,1.0,0.058823529411764705,0.09375,0.03333333333333333,0.3076923076923077,0.3559322033898305,0.1875,0.6363636363636364,0.19827586206896552,0.4782608695652174,0.5,0.5454545454545454,0.5170272727272727,13.0,14.0,,1.0,1.0,5.0,4.0,11.0,10.0,4.0,,15.0,1.0,1.0,,1.0,0.4666666666666667,0.4827586206896552,0.35714285714285715,,2.0,0.5,1.0,,1.0,,,5.0,6.0,,2.0,0.25,,,6.0,8.0,9.0,24.0,8.0,9.0,,1.0,,0.6428571428571429,0.6,0.6,0.45,0.5454545454545454,0.4375,,0.4,0.75,0.17142857142857143,4.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0,0.3333333333333333,0.043478260869565216,0.25,0.5,0.037037037037037035,0.5,0.5,1.0,0.3333333333333333,0.05,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,1611661320,2011,2011,True
100076-100396-201490-201496-201911,1611661320,"Tina Thompson, DeLisha Milton-Jones, Natasha Lacy, Candace Parker, Kristi Toliver","Thompson, Milton-Jones, Lacy, Parker, Toliver",100076-100396-201490-201496-201911,LAS,80.0,1,1.0,1.0,3.0,3.0,3.0,6,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,4.0,1.0,1.0,,5.0,,2.0,3.0,,1.0,1.0,,1.0,1.0,1.0,,3.0,,1.0,1.0,2.0,,,1.0,,1.0,,,1.0,,,,,5.0,3.0,,,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.3333333333333333,1.0,1.0,,1.0,,,,,108.0,16.666666666666668,10.0,12.666666666666666,10.0,0.3333333333333333,1.0,1.0,,0.3333333333333333,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5491166666666667,0.5491166666666667,,,1.0,5.7,23.8,1.0,2.0,,,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,0.672225,,,,1.0,2.0,,,1.0,,,1.0,,,,,0.5,,,,,,,,,,1.0,1.0,1.0,1.0,,,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,5.0,2.0,,,,,1.0,1.25,1.25,,,,,0.5,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1611661320,2011,2011,True
