EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,PenaltyOffPoss,TotalPoss,PenaltyOffPossExcludingTakeFouls,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,PenaltyOffPossPct,Minutes,PlusMinus,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,StepOutOfBoundsTurnovers,Charge Fouls,LongMidRangePctBlocked,OffLongMidRangeReboundPct,HeaveAttempts,BlockedCorner3,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,Fg3aBlocked,Transition Take Fouls,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,BlockedLongMidRange,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1627675-1629524-1641649-1642293-1642797,1611661324,"Courtney Williams, Bridget Carleton, Diamond Miller, Alissa Pili, Anastasiia Olairi Kosu","Williams, Carleton, Miller, Pili, Olairi Kosu",1627675-1629524-1641649-1642293-1642797,MIN,20.0,1,1.0,1.0,1,1.0,72.0,20.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1627675-1629491-1629501-1629524-203825,1611661324,"Courtney Williams, Jessica Shepard, Alanna Smith, Bridget Carleton, Kayla McBride","Williams, Shepard, Smith, Carleton, McBride",1627675-1629491-1629501-1629524-203825,MIN,7520.0,11,246.0,29.0,494,27.0,94.59574468085107,14.979674796747968,14.382113821138212,0.11788617886178862,125.0,7.0,248.0,19.0,24.0,41.0,60.0,6.0,8.0,6.0,8.0,11.0,27.0,23.0,49.0,7.0,16.0,2.0,1.0,2.0,20.0,58.0,2.0,5.0,1.0,4.0,75.0,136.0,27.0,74.0,30.0,261.0,254.0,7.0,10.0,2.0,7.0,4.0,24.0,9.0,18.0,2.0,6.0,5.0,29.0,110.0,40.0,72.0,9.0,6.0,58.0,20.0,6.0,55.0,24.0,79.0,17.0,7.0,35.0,6.0,14.0,182.0,17.0,11.0,1.0,33.0,54.0,3.0,90.0,29.0,119.0,1.0,20.0,16.0,4.0,32.0,5.0,23.0,16.0,2.0,9.0,4.0,48.0,9.0,4.0,15.0,32.0,1.0,1.0,38.0,1.0,1.0,2.0,43.0,2.0,1.0,16.0,2.0,3.0,11.0,1.0,1.0,4.0,7.0,12.0,7.0,237.0,26.0,1.0,1.0,0.7333333333333333,0.7638888888888888,0.8888888888888888,0.36486486486486486,0.2857142857142857,0.3333333333333333,0.36486486486486486,0.5514705882352942,0.7,0.5,0.55,0.5882352941176471,0.5,0.5676855895196506,0.6,0.5178571428571429,0.3523809523809524,0.04411764705882353,0.06666666666666667,0.07407407407407407,0.6666666666666666,1.0,0.16666666666666666,0.7714285714285715,0.18032786885245902,0.7857142857142857,0.3695652173913043,0.7767857142857143,0.2616822429906542,0.3684210526315789,0.25,0.3157894736842105,0.625,0.8333333333333334,0.717948717948718,0.8571428571428571,0.7941176470588235,0.75,0.009900990099009901,0.5833333333333334,15.463709677419354,14.879032258064516,0.2857142857142857,0.6833333333333333,0.7321428571428571,0.8536585365853658,0.12857142857142856,0.4074074074074074,0.44,0.5454545454545454,0.23333333333333334,0.46938775510204084,0.46938775510204084,0.6086956521739131,0.0761904761904762,0.4375,0.4375,1.0,0.2761904761904762,0.3448275862068966,0.3448275862068966,0.85,0.47058823529411764,0.75,0.5,0.11764705882352941,0.29411764705882354,0.4,0.5,0.3333333333333333,0.75,0.08333333333333333,0.5,0.16666666666666666,0.25,0.638095238095238,0.3448275862068966,0.5106611904761905,0.5373375,0.48820208333333337,0.07964601769911504,0.10666666666666667,0.02631578947368421,0.09195402298850575,0.1111111111111111,8.865441176470588,24.563513513513513,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1628317-1628926-1629567-1642293-203825,1611661324,"Karlie Samuelson, Maria Kliundikova, Natisha Hiedeman, Alissa Pili, Kayla McBride","Samuelson, Kliundikova, Hiedeman, Pili, McBride",1628317-1628926-1629567-1642293-203825,MIN,195.0,1,5.0,5.0,11,5.0,81.23076923076923,16.8,16.4,1.0,3.0,2.0,6.0,6.0,1.0,,,,,,,,,2.0,2.0,,,,,,2.0,4.0,,,2.0,4.0,2.0,2.0,2.0,4.0,,10.0,8.0,1.0,1.0,,,,2.0,2.0,2.0,2.0,4.0,,10.0,4.0,,6.0,,,4.0,2.0,,2.0,2.0,4.0,2.0,,,,2.0,10.0,1.0,,,1.0,2.0,,3.0,1.0,4.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,,8.0,10.0,,,1.0,1.0,1.0,0.5,,0.5,0.5,1.0,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,0.6666666666666666,,,,,,,0.6666666666666666,,1.0,0.5,0.75,0.5,,,0.5,,,1.0,,1.0,,,,18.5,15.5,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,0.6666666666666666,0.5,0.6666666666666666,0.5,0.4901416666666667,,0.4901416666666667,,,,0.2,1.0,17.25,25.4,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1628317-1629567-1641649-1642293-1642797,1611661324,"Karlie Samuelson, Natisha Hiedeman, Diamond Miller, Alissa Pili, Anastasiia Olairi Kosu","Samuelson, Hiedeman, Miller, Pili, Olairi Kosu",1628317-1629567-1641649-1642293-1642797,MIN,80.0,1,3.0,,5,,90.0,18.333333333333332,18.333333333333332,,1.0,-1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,1.0,2.0,,,,3.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,0.5,,0.5,,,,,,,,,1.0,,,,12.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1627675-1629483-1629491-1629524-203825,1611661324,"Courtney Williams, Napheesa Collier, Jessica Shepard, Bridget Carleton, Kayla McBride","Williams, Collier, Shepard, Carleton, McBride",1627675-1629483-1629491-1629524-203825,MIN,4018.0,17,132.0,24.0,260,24.0,93.1806869089099,15.083333333333334,14.863636363636363,0.18181818181818182,67.0,31.0,128.0,33.0,9.0,17.0,25.0,2.0,3.0,,,10.0,25.0,12.0,22.0,1.0,8.0,1.0,,1.0,16.0,32.0,1.0,2.0,7.0,9.0,39.0,72.0,17.0,40.0,22.0,151.0,120.0,3.0,5.0,1.0,3.0,2.0,11.0,2.0,7.0,7.0,10.0,8.0,33.0,58.0,20.0,45.0,6.0,4.0,32.0,16.0,5.0,29.0,15.0,44.0,14.0,1.0,12.0,8.0,9.0,103.0,4.0,7.0,,18.0,28.0,1.0,47.0,11.0,58.0,2.0,13.0,11.0,2.0,10.0,2.0,8.0,9.0,,2.0,,19.0,2.0,3.0,7.0,24.0,,4.0,28.0,,1.0,4.0,26.0,2.0,,10.0,,4.0,1.0,,,,1.0,1.0,1.0,140.0,33.0,2.0,4.0,0.7435897435897436,0.7837837837837838,0.8823529411764706,0.425,0.3333333333333333,0.7,0.425,0.5416666666666666,0.6,0.2857142857142857,0.5758928571428571,0.5625,0.7352941176470589,0.6088709677419355,0.6111111111111112,0.7857142857142857,0.35714285714285715,0.06944444444444445,0.04,0.12,0.5263157894736842,1.0,,0.875,0.21212121212121213,0.72,0.17391304347826086,0.8070175438596491,0.19642857142857142,0.375,0.2,0.125,0.2857142857142857,0.9166666666666666,0.8,1.0,0.6842105263157895,0.8333333333333334,0.0392156862745098,1.0,15.8359375,15.171875,0.22321428571428573,0.68,0.7083333333333334,0.7058823529411765,0.22321428571428573,0.4,0.45454545454545453,0.8,0.19642857142857142,0.5454545454545454,0.5714285714285714,0.75,0.07142857142857142,0.125,0.125,1.0,0.2857142857142857,0.5,0.5,0.875,0.375,0.6666666666666666,,0.125,0.25,0.5,1.0,,,0.058823529411764705,,0.5294117647058824,0.7777777777777778,0.5803571428571429,0.5,0.5036147321428571,0.53033,0.4620235294117647,0.08333333333333333,0.125,,0.0728476821192053,0.2185430463576159,9.399999999999999,24.59,1.0,1.0,0.045454545454545456,0.1,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1628317-1629491-1629524-1629567-1642763,1611661324,"Karlie Samuelson, Jessica Shepard, Bridget Carleton, Natisha Hiedeman, Marième Badiane","Samuelson, Shepard, Carleton, Hiedeman, Badiane",1628317-1629491-1629524-1629567-1642763,MIN,138.0,1,3.0,3.0,7,3.0,73.04347826086958,24.0,24.0,1.0,2.0,-5.0,4.0,4.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,1.0,,1.0,,,,1.0,1.0,2.0,,2.0,,2.0,7.0,,,,,,,1.0,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,0.5,,0.5,0.25,,0.25,0.25,,0.25,0.5,,,,,,,,,1.0,,0.5,,,,,,,,,1.0,,,,16.5,15.75,0.25,1.0,1.0,,0.25,,,,,,,,0.25,,,,0.25,,,,,,,,,,,0.25,1.0,0.25,,0.25,,0.75,,0.41159999999999997,,0.41159999999999997,,,,,1.0,5.3,38.05,,,,,1.0,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1628926-1629524-1629567-1641649-203825,1611661324,"Maria Kliundikova, Bridget Carleton, Natisha Hiedeman, Diamond Miller, Kayla McBride","Kliundikova, Carleton, Hiedeman, Miller, McBride",1628926-1629524-1629567-1641649-203825,MIN,125.0,1,4.0,,8,,92.16,11.0,10.25,,2.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,2.0,4.0,1.0,1.0,,7.0,2.0,1.0,1.0,,,,2.0,,,,,,,4.0,,3.0,,,,,1.0,2.0,1.0,3.0,,1.0,1.0,,1.0,7.0,,1.0,,2.0,1.0,,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,1.0,1.0,1.0,1.0,,,1.0,0.5,1.0,,0.7,1.0,,0.7,1.0,,0.2,0.25,,0.5,,,,1.0,0.5,0.6666666666666666,,0.75,0.5,,0.5,,,1.0,,,0.6666666666666666,,,,20.25,18.5,0.2,1.0,1.0,1.0,0.4,,,,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,0.4,,0.51712,0.7386,,,,,0.2857142857142857,,7.425,23.1,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1627675-1628317-1628926-1629483-203825,1611661324,"Courtney Williams, Karlie Samuelson, Maria Kliundikova, Napheesa Collier, Kayla McBride","Williams, Samuelson, Kliundikova, Collier, McBride",1627675-1628317-1628926-1629483-203825,MIN,116.0,1,4.0,4.0,8,4.0,99.3103448275862,12.0,12.0,1.0,2.0,4.0,4.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,1.0,2.0,2.0,,1.0,,4.0,,,,,,,,2.0,2.0,,1.0,,4.0,4.0,,,,,1.0,,,2.0,,2.0,,,1.0,,1.0,4.0,,,,,2.0,,2.0,,2.0,,2.0,2.0,,,,,1.0,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,4.0,4.0,,,1.0,1.0,,,,,,1.0,,1.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.3333333333333333,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,17.0,17.0,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,1.0,,,0.3333333333333333,,0.6666666666666666,,0.5533833333333333,,0.5533833333333333,,,,,1.0,9.5,26.4,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1628926-1629501-1629567-1630096-1642320,1611661324,"Maria Kliundikova, Alanna Smith, Natisha Hiedeman, DiJonai Carrington, Jaylyn Sherrod","Kliundikova, Smith, Hiedeman, Carrington, Sherrod",1628926-1629501-1629567-1630096-1642320,MIN,81.0,1,4.0,,7,,124.44444444444444,8.75,8.75,,1.0,-6.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,1.0,1.0,3.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,15.333333333333334,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.7609,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1628926-1629501-1629524-1629567-203825,1611661324,"Maria Kliundikova, Alanna Smith, Bridget Carleton, Natisha Hiedeman, Kayla McBride","Kliundikova, Smith, Carleton, Hiedeman, McBride",1628926-1629501-1629524-1629567-203825,MIN,203.0,1,5.0,,10,,70.93596059113301,21.6,16.8,,3.0,-3.0,5.0,,2.0,1.0,2.0,,1.0,,,,3.0,,1.0,,1.0,,,,,1.0,,,,,1.0,6.0,,2.0,,2.0,5.0,,3.0,,,,,,,,,,,2.0,,,,,1.0,,2.0,1.0,,1.0,,,1.0,,,2.0,1.0,2.0,,2.0,1.0,,3.0,3.0,6.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,0.16666666666666666,,,0.125,,,0.125,,,0.25,0.3333333333333333,0.5,0.3333333333333333,,,,1.0,0.4,0.6666666666666666,0.5,0.75,0.42857142857142855,,0.3333333333333333,,1.0,,,1.0,0.6666666666666666,,,,19.0,19.0,0.25,0.5,1.0,1.0,0.375,,,,0.125,,,,0.125,,,,0.125,,,,0.3333333333333333,,,,,,,,,,,,,0.5,,0.47931875,0.4742,,,,,,,8.083333333333334,24.75,,,,1.0,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
