EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,SelfORebPct,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeAssists,DeadBallTurnovers,Travels,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Loose Ball Fouls,Offensive Fouls,SecondChanceAtRimFGM,LongMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Fg3aBlocked,OffThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedAtRim,RecoveredBlocks,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,LongMidRangeAssists,AtRimPctBlocked,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Transition Take Fouls,ThreePtShootingFoulsDrawn,BlockedCorner3,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,Charge Fouls,Defensive 3 Seconds Violations,Corner3PctBlocked,BlockedLongMidRange,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1628922-1642288-1642820-203035-204324,1611661320,"Azurá Stevens, Rickea Jackson, Liatu King, Shey Peddy, Dearica Hamby","Stevens, Jackson, King, Peddy, Hamby",1628922-1642288-1642820-203035-204324,LAS,281.0,1,5.0,-1.0,10.0,11.0,7.0,21.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,2.0,3.0,12.0,13.0,4.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,10.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,107.61565836298932,13.2,13.545454545454545,13.2,13.545454545454545,0.3333333333333333,1.0,1.0,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,1.0,1.0,1.0,0.6666666666666666,1.0,0.5614388888888889,6.2,23.266666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2025,2025,True
1628276-1630996-1642210-1642288-1642790,1611661320,"Kelsey Plum, Rae Burrell, Julie Vanloo, Rickea Jackson, Sania Feagin","Plum, Burrell, Vanloo, Jackson, Feagin",1628276-1630996-1642210-1642288-1642790,LAS,228.0,2,4.0,7.0,9.0,8.0,2.0,17.0,4.0,7.0,,,,,1.0,1.0,4.0,7.0,1.0,1.0,15.0,8.0,4.0,4.0,3.0,1.0,1.0,,2.0,1.0,3.0,1.0,,2.0,7.0,3.0,4.0,5.0,1.0,1.0,,,,,2.0,2.0,3.0,15.0,,0.5,0.5,1.0,1.0,1.0,0.5714285714285714,0.6875,0.75,0.125,,,,0.75,0.5714285714285714,0.75,,107.36842105263159,9.88888888888889,17.375,9.444444444444445,15.625,0.875,0.5714285714285714,0.5714285714285714,0.5,,,,,,,0.125,1.0,1.0,1.0,1.0,1.0,0.554775,2.4285714285714284,23.7,6.0,1.0,1.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,9.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,9.0,6.0,2.0,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.75,0.6489,0.515425,0.125,0.14285714285714285,0.6,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2025,2025,True
1628276-1628920-1642782-203824-204324,1611661320,"Kelsey Plum, Mercedes Russell, Sarah Ashlee Barker, Odyssey Sims, Dearica Hamby","Plum, Russell, Ashlee Barker, Sims, Hamby",1628276-1628920-1642782-203824-204324,LAS,364.0,3,6.0,4.0,12.0,13.0,,25.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,11.0,7.0,2.0,,6.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,8.0,4.0,9.0,9.0,1.0,1.0,,2.0,2.0,3.0,1.0,1.0,5.0,11.0,,1.0,1.0,1.0,0.5,0.5,0.25,0.5,0.55,0.5,0.25,0.5,0.6666666666666666,1.0,0.9,1.0,1.0,98.9010989010989,16.25,13.0,16.25,12.692307692307692,0.125,,,,0.25,0.125,0.25,0.5,0.5,1.0,0.25,0.5,0.5,1.0,0.625,0.5,0.46281875,6.775,23.5,,,,,,3.0,,,,,,,5.0,,,3.0,,1.0,1.0,,,,,,,0.8333333333333334,,,,,,,,,,,0.1111111111111111,0.2,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8333333333333334,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2025,2025,True
1628242-1628920-1642782-1642820-203035,1611661320,"Emma Cannon, Mercedes Russell, Sarah Ashlee Barker, Liatu King, Shey Peddy","Cannon, Russell, Ashlee Barker, King, Peddy",1628242-1628920-1642782-1642820-203035,LAS,80.0,1,1.0,-1.0,3.0,2.0,2.0,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,3.0,,2.0,,,1.0,,,,,,,,,,,,0.3333333333333333,0.5,0.5,1.0,,90.0,18.333333333333332,12.5,18.333333333333332,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2025,2025,True
1627700-1628276-1630996-1642288-204324,1611661320,"Julie Allemand, Kelsey Plum, Rae Burrell, Rickea Jackson, Dearica Hamby","Allemand, Plum, Burrell, Jackson, Hamby",1627700-1628276-1630996-1642288-204324,LAS,3711.0,18,62.0,-10.0,124.0,127.0,29.0,251.0,21.0,33.0,29.0,6.0,1.0,4.0,12.0,34.0,38.0,68.0,13.0,38.0,127.0,137.0,40.0,36.0,36.0,33.0,12.0,1.0,20.0,12.0,32.0,11.0,1.0,11.0,76.0,19.0,45.0,54.0,14.0,10.0,4.0,11.0,7.0,22.0,12.0,24.0,24.0,109.0,3.0,0.5263157894736842,0.5882352941176471,0.9230769230769231,0.34210526315789475,0.35135135135135137,0.5588235294117647,0.5424528301886793,0.5625,0.3584905660377358,0.014705882352941176,0.034482758620689655,0.5,0.7037037037037037,0.6935483870967742,0.7727272727272727,0.4,97.39692805173807,14.806451612903226,14.763779527559056,14.346774193548388,14.086614173228346,0.3113207547169811,0.6363636363636364,0.6363636363636364,0.5238095238095238,0.27358490566037735,0.05660377358490566,0.03773584905660377,0.25,0.25,1.0,0.32075471698113206,0.35294117647058826,0.36363636363636365,0.9166666666666666,0.6698113207547169,0.36363636363636365,0.4993680952380952,5.560294117647059,25.48157894736842,22.0,12.0,5.0,2.0,3.0,12.0,7.0,3.0,10.0,3.0,18.0,7.0,24.0,9.0,3.0,16.0,1.0,5.0,2.0,18.0,22.0,1.0,0.3,0.4166666666666667,0.425,0.6857142857142857,0.2413793103448276,0.17307692307692307,0.16666666666666666,0.6666666666666666,0.06,0.5,0.16666666666666666,0.6666666666666666,0.49778333333333336,0.4359764705882353,0.045454545454545456,0.06944444444444445,0.14173228346456693,0.1774193548387097,15.0,9.0,11.0,3.0,,7.0,5.0,8.0,0.7333333333333333,0.5172413793103449,0.5357142857142857,0.6,,2.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,6.0,6.0,1.0,3.0,3.0,18.0,3.0,8.0,3.0,8.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,0.3333333333333333,0.375,0.8571428571428571,0.75,0.7727272727272727,0.02631578947368421,0.029411764705882353,1.0,0.08695652173913043,0.23076923076923078,0.5,0.1,0.5,0.5,0.3333333333333333,0.3333333333333333,0.8,0.3,0.3333333333333333,1.0,0.1111111111111111,0.5,0.3333333333333333,0.3333333333333333,0.14173228346456693,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2025,2025,True
1628276-1628922-1642288-203035-204324,1611661320,"Kelsey Plum, Azurá Stevens, Rickea Jackson, Shey Peddy, Dearica Hamby","Plum, Stevens, Jackson, Peddy, Hamby",1628276-1628922-1642288-203035-204324,LAS,4095.0,4,68.0,-5.0,131.0,133.0,24.0,264.0,25.0,45.0,19.0,11.0,4.0,9.0,8.0,27.0,39.0,75.0,12.0,36.0,145.0,150.0,46.0,32.0,36.0,27.0,8.0,8.0,23.0,12.0,35.0,8.0,4.0,14.0,82.0,24.0,44.0,67.0,13.0,9.0,4.0,15.0,10.0,25.0,17.0,35.0,38.0,111.0,2.0,0.5897435897435898,0.6764705882352942,1.0,0.3333333333333333,0.3333333333333333,0.52,0.5135135135135135,0.562015503875969,0.32432432432432434,0.10666666666666667,,0.6,0.75,0.7192982456140351,0.7777777777777778,0.6,92.83516483516483,15.717557251908397,15.308270676691729,15.213740458015268,14.541353383458647,0.40540540540540543,0.5555555555555556,0.6756756756756757,0.56,0.17117117117117117,0.0990990990990991,0.08108108108108109,0.4444444444444444,0.4444444444444444,1.0,0.24324324324324326,0.2962962962962963,0.2962962962962963,1.0,0.7297297297297297,0.2962962962962963,0.533945045045045,5.76,24.813888888888886,27.0,21.0,11.0,2.0,9.0,31.0,13.0,5.0,16.0,10.0,29.0,15.0,17.0,23.0,3.0,41.0,5.0,20.0,3.0,29.0,27.0,3.0,0.3125,0.38,0.4393939393939394,0.68,0.42857142857142855,0.3898305084745763,0.5,0.8181818181818182,0.058823529411764705,0.6470588235294118,0.36,0.2222222222222222,0.606055,0.49389000000000005,0.15873015873015872,0.2222222222222222,0.2,0.20610687022900764,9.0,5.0,10.0,1.0,1.0,9.0,5.0,9.0,0.5384615384615384,0.47368421052631576,0.47368421052631576,0.5555555555555556,2.0,1.0,8.0,5.0,,1.0,2.0,3.0,3.0,8.0,10.0,3.0,4.0,5.0,34.0,3.0,9.0,,10.0,,,8.0,3.0,3.0,2.0,5.0,,2.0,4.0,1.0,3.0,,,,,4.0,5.0,0.75,0.3333333333333333,0.7692307692307693,0.8529411764705882,0.8095238095238095,,,0.75,0.3333333333333333,0.3,0.4,0.2631578947368421,1.0,0.5555555555555556,0.45454545454545453,0.45454545454545453,0.7272727272727273,0.17647058823529413,0.6666666666666666,1.0,0.04,,0.32,0.375,0.23448275862068965,1.0,1.0,4.0,0.17777777777777778,0.6,0.8,0.375,0.058823529411764705,1.0,1.0,,,,,,,,,,,,,,1611661320,2025,2025,True
1627700-1628276-1642782-1642820-203824,1611661320,"Julie Allemand, Kelsey Plum, Sarah Ashlee Barker, Liatu King, Odyssey Sims","Allemand, Plum, Ashlee Barker, King, Sims",1627700-1628276-1642782-1642820-203824,LAS,1.0,1,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,2.0,,,1.0,,-1.0,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2025,2025,True
1628276-1628922-1642782-1642820-203824,1611661320,"Kelsey Plum, Azurá Stevens, Sarah Ashlee Barker, Liatu King, Odyssey Sims","Plum, Stevens, Ashlee Barker, King, Sims",1628276-1628922-1642782-1642820-203824,LAS,1.0,1,,2.0,1.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,1440.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,2.0,2.0,,,,,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2025,2025,True
1627700-1628276-1628920-1628922-1642820,1611661320,"Julie Allemand, Kelsey Plum, Mercedes Russell, Azurá Stevens, Liatu King","Allemand, Plum, Russell, Stevens, King",1627700-1628276-1628920-1628922-1642820,LAS,18.0,1,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,80.0,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2025,2025,True
1627700-1628920-1642782-203824-204324,1611661320,"Julie Allemand, Mercedes Russell, Sarah Ashlee Barker, Odyssey Sims, Dearica Hamby","Allemand, Russell, Ashlee Barker, Sims, Hamby",1627700-1628920-1642782-203824-204324,LAS,199.0,1,3.0,8.0,7.0,7.0,,14.0,3.0,4.0,2.0,,,1.0,,1.0,4.0,6.0,,2.0,8.0,,,8.0,,1.0,,,,,,,,,,2.0,4.0,5.0,3.0,3.0,,,,,,,1.0,8.0,,,,,,,0.6666666666666666,0.5,0.5,0.25,,,,1.0,1.0,1.0,,101.30653266331657,11.714285714285714,16.714285714285715,10.571428571428571,16.714285714285715,0.5,0.75,0.75,,0.25,,0.125,,,,0.125,,,,0.75,,0.60200625,4.966666666666667,24.25,,1.0,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,0.5,0.25,1.0,,0.25,,,,0.58005,,,,,,1.0,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1611661320,2025,2025,True
