EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,Fg2aBlocked,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefAtRimReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,ShortMidRangeFGA,PenaltyArc3FGA,PenaltyFG3A,OffTwoPtRebounds,FTDefRebounds,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,ShortMidRangeFrequency,PenaltyArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Travels,PenaltyCorner3FGM,FTOffRebounds,OffFTReboundPct,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Charge Fouls,Charge Fouls Drawn,BlockedCorner3,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,Defensive 3 Seconds Violations,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Transition Take Fouls,Transition Take Fouls Drawn,team_id,year,season,team_vs
1628277-1628886-1631009-1642804-203398,1611661330,"Allisha Gray, Jordin Canada, Rhyne Howard, Te-Hina Paopao, Brittney Griner","Gray, Canada, Howard, Paopao, Griner",1628277-1628886-1631009-1642804-203398,ATL,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2025,2025,False
1628269-1628278-1630471-1631009-1631044,1611661330,"Nia Coffey, Shatori Walker-Kimbrough, Maya Caldwell, Rhyne Howard, Naz Hillmon","Coffey, Walker-Kimbrough, Caldwell, Howard, Hillmon",1628269-1628278-1630471-1631009-1631044,ATL,257.0,1,4.0,,9.0,9.0,,,1.0,18.0,1.0,2.0,1.0,4.0,1.0,5.0,4.0,5.0,5.0,,2.0,4.0,1.0,2.0,1.0,5.0,,2.0,5.0,7.0,1.0,8.0,,,5.0,,1.0,1.0,0.2,0.2777777777777778,0.2777777777777778,0.4444444444444444,0.8333333333333334,1.0,,0.875,0.14285714285714285,,0.5,1.0,100.85603112840467,13.222222222222221,15.333333333333334,13.11111111111111,15.222222222222221,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,0.4444444444444444,0.6666666666666666,0.51705,8.78,24.0,,,,,,,,,,,,,,1.0,,,,,2.0,,,1.0,,1.0,1.0,,,,,0.25,0.5,0.2222222222222222,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,3.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,1.0,0.25,,,0.25,,,,,,,1.0,,,1.0,,,,,,,,,,,0.25,0.25,1.0,,,,1.0,,,,,0.25,0.5649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2025,2025,False
1628269-1628278-1628280-1631009-1631044,1611661330,"Nia Coffey, Shatori Walker-Kimbrough, Brionna Jones, Rhyne Howard, Naz Hillmon","Coffey, Walker-Kimbrough, Jones, Howard, Hillmon",1628269-1628278-1628280-1631009-1631044,ATL,91.0,1,2.0,,3.0,2.0,,2.0,1.0,5.0,,,,4.0,,,4.0,4.0,4.0,,,4.0,,1.0,,3.0,2.0,,,1.0,2.0,3.0,,2.0,3.0,,,,,0.375,0.375,1.0,,,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,,79.12087912087912,22.333333333333332,12.0,18.0,12.0,,,,,,1.0,1.0,0.4865625,,24.675,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,0.25,,,0.25,,,,1.0,,,,,,,,,,,,,,,,,0.25,0.25,1.0,,,,1.0,,,,,0.25,,,,,0.25,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,1611661330,2025,2025,False
1628269-1628278-1631044-1642804-1642814,1611661330,"Nia Coffey, Shatori Walker-Kimbrough, Naz Hillmon, Te-Hina Paopao, Taylor Thierry","Coffey, Walker-Kimbrough, Hillmon, Paopao, Thierry",1628269-1628278-1631044-1642804-1642814,ATL,212.0,2,4.0,-1.0,7.0,7.0,2.0,1.0,,14.0,2.0,3.0,,2.0,2.0,3.0,2.0,7.0,8.0,,4.0,2.0,2.0,2.0,2.0,4.0,,,2.0,2.0,,2.0,1.0,1.0,7.0,2.0,1.0,1.0,0.6666666666666666,0.7,0.7,0.4,1.0,,,0.6666666666666666,,,1.0,,95.09433962264151,12.714285714285714,17.571428571428573,12.714285714285714,17.571428571428573,0.6,0.6666666666666666,0.6666666666666666,1.0,,0.4,1.0,0.44326999999999994,2.1333333333333333,25.05,0.2857142857142857,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,0.5974,0.2857142857142857,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2025,2025,False
1628269-1628277-1628278-1630471-1631044,1611661330,"Nia Coffey, Allisha Gray, Shatori Walker-Kimbrough, Maya Caldwell, Naz Hillmon","Coffey, Gray, Walker-Kimbrough, Caldwell, Hillmon",1628269-1628277-1628278-1630471-1631044,ATL,190.0,2,3.0,6.0,6.0,5.0,4.0,3.0,1.0,11.0,2.0,4.0,,3.0,2.0,4.0,3.0,7.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,5.0,1.0,,3.0,3.0,2.0,5.0,,1.0,5.0,4.0,0.5,0.5,0.5,0.5,0.5,0.42857142857142855,1.0,,0.5,0.75,0.5,0.5,1.0,,83.36842105263159,18.333333333333332,16.0,17.833333333333332,16.0,0.5714285714285714,0.5,0.5,0.5,,0.42857142857142855,1.0,0.5337142857142857,3.325,24.96666666666667,0.6666666666666666,1.0,2.0,1.0,2.0,5.0,,5.0,0.5,0.625,0.625,,,1.0,0.5,0.5,0.52235,0.7142857142857143,,2.0,2.0,1.0,,,1.0,,,,,0.5,,,0.5,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,1.0,,,,2.0,1.0,,2.0,3.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,1.0,0.3333333333333333,,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,0.5,0.3333333333333333,,0.14285714285714285,0.25,,0.2857142857142857,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1611661330,2025,2025,False
1628269-1628886-1631009-1631044-203398,1611661330,"Nia Coffey, Jordin Canada, Rhyne Howard, Naz Hillmon, Brittney Griner","Coffey, Canada, Howard, Hillmon, Griner",1628269-1628886-1631009-1631044-203398,ATL,116.0,1,2.0,-1.0,4.0,4.0,,,1.0,8.0,,,,3.0,,,4.0,3.0,4.0,,,3.0,,1.0,,3.0,1.0,1.0,,1.0,1.0,2.0,,,3.0,,,,,0.375,0.375,1.0,,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,,1.0,99.3103448275862,17.5,11.5,16.75,11.5,,,,,,0.75,1.0,0.541125,,24.025,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,1.0,,,,,,3.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.25,,,0.25,,,,1.0,,,,,,,,,,,,,0.25,,,,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2025,2025,False
1628277-1628280-1631009-1642804-203398,1611661330,"Allisha Gray, Brionna Jones, Rhyne Howard, Te-Hina Paopao, Brittney Griner","Gray, Jones, Howard, Paopao, Griner",1628277-1628280-1631009-1642804-203398,ATL,3371.0,12,56.0,5.0,110.0,108.0,23.0,13.0,14.0,218.0,15.0,23.0,8.0,39.0,24.0,51.0,44.0,125.0,120.0,8.0,30.0,36.0,15.0,27.0,10.0,66.0,11.0,11.0,24.0,38.0,19.0,57.0,14.0,31.0,103.0,23.0,0.625,0.6818181818181818,0.47058823529411764,0.5210526315789473,0.5681818181818182,0.4631578947368421,0.75,0.6470588235294118,0.4583333333333333,0.7142857142857143,0.35294117647058826,0.43478260869565216,0.7,0.7333333333333333,93.12370216552952,15.672727272727272,15.25,14.854545454545455,14.305555555555555,0.24210526315789474,0.6521739130434783,0.6818181818181818,0.6666666666666666,0.08421052631578947,0.4105263157894737,0.7052631578947368,0.5020728260869565,6.386274509803921,27.322727272727274,0.20909090909090908,4.0,5.0,5.0,9.0,27.0,4.0,27.0,0.5555555555555556,0.5789473684210527,0.5869565217391305,0.0784313725490196,0.043478260869565216,0.8333333333333334,0.2631578947368421,0.8,0.478471875,0.216,20.0,10.0,10.0,7.0,3.0,11.0,20.0,1.0,5.0,0.15,1.0,0.25925925925925924,0.25,0.21052631578947367,0.5263157894736842,2.0,5.0,8.0,1.0,4.0,5.0,2.0,,13.0,5.0,6.0,4.0,17.0,26.0,2.0,6.0,8.0,,22.0,4.0,5.0,18.0,36.0,15.0,4.0,3.0,13.0,12.0,9.0,3.0,5.0,,1.0,8.0,5.0,3.0,9.0,1.0,4.0,2.0,5.0,,2.0,3.0,28.0,2.0,3.0,34.0,3.0,17.0,1.0,1.0,4.0,,,2.0,2.0,4.0,1.0,1.0,0.7058823529411765,0.38636363636363635,0.75,0.4,0.4146341463414634,0.25,0.6875,0.6875,0.45,0.25,0.2857142857142857,0.75,,0.02127659574468085,0.25,0.4,0.47058823529411764,0.625,0.125,0.125,,0.05263157894736842,0.8,0.8,0.75,0.3333333333333333,0.3333333333333333,0.6923076923076923,0.3125,0.4,0.125,0.375,0.8333333333333334,1.0,,0.4,0.3611111111111111,0.56376875,0.1651376146788991,0.26153846153846155,0.022727272727272728,0.176,1.0,,1.0,0.2,,1.0,,1.0,,,2.0,0.5,,1.0,,1.0,,,,,,,,,,,1611661330,2025,2025,False
1628269-1628278-1628280-1631009-1642804,1611661330,"Nia Coffey, Shatori Walker-Kimbrough, Brionna Jones, Rhyne Howard, Te-Hina Paopao","Coffey, Walker-Kimbrough, Jones, Howard, Paopao",1628269-1628278-1628280-1631009-1642804,ATL,33.0,1,1.0,,2.0,1.0,,,,3.0,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,,,0.5,,,,,130.9090909090909,12.5,8.0,12.5,7.0,,,,,,,1.0,0.5271,,23.1,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2025,2025,False
1628277-1628280-1630471-1631009-1631044,1611661330,"Allisha Gray, Brionna Jones, Maya Caldwell, Rhyne Howard, Naz Hillmon","Gray, Jones, Caldwell, Howard, Hillmon",1628277-1628280-1630471-1631009-1631044,ATL,5322.0,15,89.0,11.0,163.0,160.0,26.0,31.0,22.0,323.0,41.0,58.0,7.0,44.0,58.0,94.0,51.0,174.0,163.0,15.0,78.0,44.0,39.0,45.0,31.0,96.0,14.0,25.0,38.0,68.0,31.0,99.0,17.0,33.0,152.0,25.0,0.6724137931034483,0.7090909090909091,0.6170212765957447,0.4724137931034483,0.5339506172839507,0.35172413793103446,0.7307692307692307,0.78125,0.34146341463414637,0.75,0.37333333333333335,0.3611111111111111,0.8,0.75,87.3957158962796,16.65644171779141,16.29375,15.883435582822086,15.54375,0.4,0.7068965517241379,0.7321428571428571,0.7560975609756098,0.04827586206896552,0.30344827586206896,0.7517241379310344,0.5212448275862069,4.767021276595745,25.072549019607845,0.15950920245398773,6.0,8.0,10.0,15.0,25.0,7.0,23.0,0.6666666666666666,0.45454545454545453,0.4807692307692308,0.07446808510638298,0.034482758620689655,0.6842105263157895,0.36363636363636365,0.75,0.5034363636363636,0.14367816091954022,29.0,6.0,7.0,14.0,5.0,21.0,33.0,5.0,7.0,0.1724137931034483,0.7142857142857143,0.4117647058823529,0.5,0.2,0.2727272727272727,6.0,12.0,16.0,1.0,1.0,7.0,1.0,1.0,6.0,1.0,8.0,,7.0,37.0,8.0,1.0,9.0,3.0,22.0,,5.0,38.0,18.0,3.0,6.0,,6.0,6.0,5.0,1.0,7.0,1.0,3.0,15.0,8.0,7.0,12.0,6.0,5.0,6.0,7.0,,,1.0,44.0,1.0,2.0,45.0,9.0,23.0,1.0,2.0,10.0,2.0,2.0,5.0,5.0,12.0,7.0,1.0,0.8571428571428571,0.13725490196078433,0.1111111111111111,,0.13725490196078433,0.5333333333333333,0.3958333333333333,0.44,0.36363636363636365,0.4375,0.16666666666666666,0.625,1.0,0.043478260869565216,0.5833333333333334,0.5517241379310345,0.6666666666666666,0.4375,0.14285714285714285,0.14285714285714285,1.0,0.04827586206896552,0.14285714285714285,0.14285714285714285,1.0,0.13636363636363635,0.13636363636363635,0.8333333333333334,0.5,0.5,0.041666666666666664,0.3333333333333333,0.125,1.0,0.045454545454545456,,0.13636363636363635,0.585065625,0.15,0.21296296296296297,0.019230769230769232,0.12643678160919541,2.0,,3.0,0.6,,,1.0,,,,3.0,,,,,0.2,0.3333333333333333,1.0,,,,,,,,,1611661330,2025,2025,False
1628269-1628277-1628278-1631021-1642804,1611661330,"Nia Coffey, Allisha Gray, Shatori Walker-Kimbrough, Sika Koné, Te-Hina Paopao","Coffey, Gray, Walker-Kimbrough, Koné, Paopao",1628269-1628277-1628278-1631021-1642804,ATL,14.0,1,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,102.85714285714286,,14.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2025,2025,False
1628269-1628278-1630471-1631009-203398,1611661330,"Nia Coffey, Shatori Walker-Kimbrough, Maya Caldwell, Rhyne Howard, Brittney Griner","Coffey, Walker-Kimbrough, Caldwell, Howard, Griner",1628269-1628278-1630471-1631009-203398,ATL,12.0,1,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2025,2025,False
1628277-1628280-1628886-1630471-1631044,1611661330,"Allisha Gray, Brionna Jones, Jordin Canada, Maya Caldwell, Naz Hillmon","Gray, Jones, Canada, Caldwell, Hillmon",1628277-1628280-1628886-1630471-1631044,ATL,3992.0,12,67.0,14.0,126.0,124.0,32.0,9.0,25.0,250.0,21.0,34.0,6.0,48.0,34.0,67.0,56.0,147.0,133.0,13.0,44.0,48.0,22.0,40.0,15.0,98.0,13.0,17.0,25.0,47.0,28.0,75.0,18.0,26.0,114.0,32.0,0.6470588235294118,0.7333333333333333,0.5074626865671642,0.532520325203252,0.5526315789473685,0.45528455284552843,0.6756756756756757,0.68,0.38235294117647056,0.6774193548387096,0.4,0.37037037037037035,0.75,0.65,90.1803607214429,16.404761904761905,15.524193548387096,15.261904761904763,14.67741935483871,0.2764227642276423,0.6176470588235294,0.7241379310344828,0.7142857142857143,0.04878048780487805,0.3902439024390244,0.7317073170731707,0.5006024390243903,5.353731343283582,24.553571428571427,0.25396825396825395,6.0,8.0,8.0,15.0,39.0,6.0,39.0,0.5333333333333333,0.5344827586206896,0.5909090909090909,0.08955223880597014,0.14705882352941177,0.5333333333333333,0.27586206896551724,0.75,0.48353620689655175,0.2653061224489796,27.0,13.0,14.0,13.0,5.0,6.0,23.0,4.0,7.0,0.037037037037037035,1.0,0.41935483870967744,0.4666666666666667,0.21951219512195122,0.4482758620689655,6.0,8.0,11.0,2.0,1.0,8.0,3.0,1.0,20.0,4.0,7.0,5.0,21.0,16.0,8.0,5.0,10.0,2.0,33.0,5.0,8.0,24.0,54.0,9.0,8.0,,20.0,18.0,17.0,1.0,6.0,1.0,1.0,13.0,9.0,4.0,17.0,2.0,10.0,,7.0,,1.0,1.0,22.0,1.0,2.0,23.0,2.0,10.0,1.0,1.0,6.0,1.0,1.0,4.0,2.0,7.0,2.0,1.0,0.8571428571428571,0.375,0.5,0.35714285714285715,0.375,0.6153846153846154,0.6739130434782609,0.6875,0.7391304347826086,0.38461538461538464,0.3333333333333333,1.0,0.8,0.01694915254237288,0.2857142857142857,0.4074074074074074,0.4230769230769231,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.5,0.06504065040650407,0.125,0.125,1.0,0.4166666666666667,0.4166666666666667,0.85,0.34782608695652173,0.75,0.13043478260869565,0.30434782608695654,0.5714285714285714,0.75,0.034482758620689655,0.38461538461538464,0.4166666666666667,0.548023076923077,0.08333333333333333,0.13333333333333333,0.017543859649122806,0.22448979591836735,1.0,,2.0,0.5,,1.0,,,,,,0.3333333333333333,1.0,,,0.42857142857142855,0.5,,1.0,,,,,,,,1611661330,2025,2025,False
1628277-1628280-1628886-1630471-203398,1611661330,"Allisha Gray, Brionna Jones, Jordin Canada, Maya Caldwell, Brittney Griner","Gray, Jones, Canada, Caldwell, Griner",1628277-1628280-1628886-1630471-203398,ATL,3903.0,7,65.0,1.0,119.0,117.0,15.0,2.0,20.0,236.0,17.0,26.0,8.0,29.0,34.0,73.0,36.0,130.0,129.0,14.0,42.0,29.0,21.0,32.0,8.0,75.0,9.0,17.0,25.0,43.0,26.0,69.0,4.0,18.0,112.0,15.0,0.6176470588235294,0.65625,0.4657534246575342,0.463302752293578,0.512,0.3302752293577982,0.7352941176470589,0.7083333333333334,0.375,0.7241379310344828,0.38095238095238093,0.4,0.7692307692307693,0.8235294117647058,87.07148347425058,16.88235294117647,16.188034188034187,15.563025210084033,15.247863247863247,0.23853211009174313,0.6538461538461539,0.7391304347826086,0.47058823529411764,0.07339449541284404,0.26605504587155965,0.5688073394495413,0.4907201834862385,6.521917808219178,24.844444444444445,0.12605042016806722,,2.0,2.0,10.0,6.0,11.0,6.0,0.2,0.15384615384615385,0.2,0.1506849315068493,0.11538461538461539,0.7692307692307693,0.15384615384615385,,0.3943384615384616,0.046153846153846156,39.0,3.0,3.0,15.0,1.0,9.0,18.0,2.0,4.0,0.1794871794871795,1.0,0.38461538461538464,0.28,0.3577981651376147,0.23076923076923078,5.0,7.0,14.0,3.0,3.0,7.0,1.0,,8.0,,4.0,,11.0,29.0,6.0,1.0,5.0,3.0,18.0,,2.0,26.0,33.0,,4.0,,8.0,11.0,8.0,3.0,11.0,2.0,3.0,9.0,8.0,1.0,9.0,3.0,6.0,2.0,3.0,,4.0,2.0,30.0,2.0,2.0,35.0,1.0,16.0,,1.0,8.0,,,6.0,2.0,8.0,5.0,1.0,1.0,0.3055555555555556,0.2,,0.3055555555555556,0.42857142857142855,0.39473684210526316,0.42857142857142855,0.5,0.7777777777777778,0.2,0.625,0.42857142857142855,0.057692307692307696,0.625,0.358974358974359,0.4375,0.7857142857142857,0.375,0.42857142857142855,0.6666666666666666,0.06422018348623854,0.42857142857142855,0.42857142857142855,1.0,0.27586206896551724,0.27586206896551724,1.0,0.3684210526315789,0.7142857142857143,0.05263157894736842,0.21052631578947367,,,,,0.27586206896551724,0.46385625,0.12903225806451613,0.18181818181818182,,0.13846153846153847,,,2.0,0.4,,1.0,,,,,,1.0,1.0,,0.125,0.25,0.4,2.0,,1.0,,,,,,,1611661330,2025,2025,False
1628277-1628280-1628886-1631009-203398,1611661330,"Allisha Gray, Brionna Jones, Jordin Canada, Rhyne Howard, Brittney Griner","Gray, Jones, Canada, Howard, Griner",1628277-1628280-1628886-1631009-203398,ATL,6760.4,12,113.0,-4.0,210.0,216.0,9.0,16.0,27.0,426.0,46.0,70.0,13.0,64.0,65.0,133.0,73.0,226.0,230.0,19.0,74.0,63.0,37.0,60.0,25.0,143.0,13.0,34.0,42.0,80.0,33.0,113.0,19.0,40.0,197.0,9.0,0.5692307692307692,0.6607142857142857,0.48872180451127817,0.49029126213592233,0.5090497737556561,0.35436893203883496,0.711864406779661,0.6938775510204082,0.2765957446808511,0.7037037037037037,0.2719298245614035,0.2619047619047619,0.7333333333333333,0.6666666666666666,90.7401928879948,16.842380952380953,14.92361111111111,16.13142857142857,14.145833333333334,0.33980582524271846,0.6571428571428571,0.6865671641791045,0.5434782608695652,0.06310679611650485,0.3106796116504854,0.6941747572815534,0.5217673170731707,5.728571428571429,24.99178082191781,0.04285714285714286,3.0,3.0,4.0,5.0,12.0,7.0,12.0,0.8,0.6111111111111112,0.6,0.05263157894736842,0.04285714285714286,0.75,0.3333333333333333,1.0,0.52130625,0.05309734513274336,50.0,4.0,4.0,18.0,4.0,14.0,27.0,5.0,1.0,0.08,1.0,0.26865671641791045,0.19444444444444445,0.24271844660194175,0.4444444444444444,10.0,15.0,14.0,5.0,3.0,9.0,,,21.0,1.0,6.0,1.0,24.0,24.0,12.0,1.0,6.0,2.0,29.0,1.0,1.0,56.0,69.0,3.0,18.0,1.0,21.0,23.0,21.0,2.0,8.0,4.0,4.0,16.0,11.0,5.0,13.0,2.0,6.0,1.0,7.0,,,4.0,38.0,4.0,4.0,37.0,5.0,19.0,1.0,,13.0,,,3.0,9.0,13.0,8.0,,0.9583333333333334,0.3287671232876712,0.16666666666666666,0.25,0.3333333333333333,0.631578947368421,0.54,0.5576923076923077,0.48148148148148145,0.391304347826087,0.25,0.6153846153846154,0.8571428571428571,0.037383177570093455,0.6153846153846154,0.28,0.30434782608695654,0.5714285714285714,0.38461538461538464,0.38461538461538464,0.8,0.043689320388349516,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.328125,0.328125,1.0,0.6,0.6666666666666666,,0.24,0.16666666666666666,1.0,,0.25,0.3333333333333333,0.6084875,0.09049773755656108,0.1292517006802721,0.013513513513513514,0.12831858407079647,3.0,,2.0,0.25,,,,,,1.0,,,,,,0.4,0.1,1.0,,1.0,,,,,,,1611661330,2025,2025,False
