EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyArc3FGA,PtsPutbacks,PenaltyAtRimAccuracy,PenaltyArc3Frequency,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,BadPassTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,LostBallSteals,2pt And 1 Free Throw Trips,SecondChanceFtPoints,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,3SecondViolations,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,LongMidRangePctAssisted,Technical Free Throw Trips,AtRimPctBlocked,Charge Fouls,Corner3FGM,Corner3Assists,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Blocked3s,BlockedArc3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
1627672-1628909-1629488-1631086-1641648,1611661325,"Aerial Powers, Kelsey Mitchell, Brianna Turner, Lexie Hull, Aliyah Boston","Powers, Mitchell, Turner, Hull, Boston",1627672-1628909-1629488-1631086-1641648,IND,454.0,2,8.0,-3.0,13.0,14.0,5.0,4.0,2.0,27,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,8.0,3.0,2.0,8.0,11.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,1.0,9.0,3.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,1.0,0.3333333333333333,0.3333333333333333,0.375,1.0,0.3333333333333333,0.2727272727272727,0.5,0.25,0.3333333333333333,0.5,0.4,0.2727272727272727,0.125,0.5,0.3333333333333333,1.0,0.3333333333333333,0.4,1.0,0.3333333333333333,0.6666666666666666,0.375,1.0,0.5,0.5,1.0,1.0,0.14285714285714285,85.63876651982379,14.692307692307692,18.785714285714285,14.076923076923077,17.071428571428573,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.5,1.0,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.18181818181818182,0.5,1.0,0.5,0.25,0.25,0.5454545454545454,0.5051090909090908,0.6894,0.533775,0.08333333333333333,0.1111111111111111,0.25,0.5,8.9375,23.633333333333336,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
1627672-1628909-1629488-1631086-203035,1611661325,"Aerial Powers, Kelsey Mitchell, Brianna Turner, Lexie Hull, Shey Peddy","Powers, Mitchell, Turner, Hull, Peddy",1627672-1628909-1629488-1631086-203035,IND,86.0,1,1.0,-1.0,4.0,3.0,,,,7,1.0,2.0,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,3.0,4.0,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,1.0,2.0,1.0,,,,3.0,,,,,,0.5,,,0.3333333333333333,,,0.375,,,0.3333333333333333,,,,,,,1.0,,0.5,,,,,,1.0,,117.20930232558139,11.5,13.333333333333334,11.5,13.333333333333334,0.6666666666666666,0.5,0.5,,,,,,,,,0.3333333333333333,,,,,,1.0,0.5950333333333333,,,0.25,0.3333333333333333,,,1.8,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
1627672-1628909-1629488-1631086-203827,1611661325,"Aerial Powers, Kelsey Mitchell, Brianna Turner, Lexie Hull, Natasha Howard","Powers, Mitchell, Turner, Hull, Howard",1627672-1628909-1629488-1631086-203827,IND,57.0,1,1.0,,2.0,2.0,2.0,,1.0,4,1.0,2.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,1.0,,2.0,1.0,2.0,1.0,,2.0,,2.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,0.5,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,1.0,,0.5,,1.0,,,,,101.05263157894737,18.5,10.0,18.0,7.0,0.6666666666666666,0.5,0.5,,,,,,,,,0.3333333333333333,1.0,1.0,,0.6666666666666666,,1.0,0.5925833333333334,,0.5925833333333334,,,1.0,1.0,2.1,23.9,1.0,1.0,1.0,2.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
1627672-1628909-1629488-1641648-1642815,1611661325,"Aerial Powers, Kelsey Mitchell, Brianna Turner, Aliyah Boston, Makayla Timpson","Powers, Mitchell, Turner, Boston, Timpson",1627672-1628909-1629488-1641648-1642815,IND,3.0,1,,-2.0,,1.0,,1.0,,1,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
1627672-1628909-1629488-1641648-203035,1611661325,"Aerial Powers, Kelsey Mitchell, Brianna Turner, Aliyah Boston, Shey Peddy","Powers, Mitchell, Turner, Boston, Peddy",1627672-1628909-1629488-1641648-203035,IND,765.0,5,13.0,3.0,26.0,23.0,16.0,6.0,5.0,49,3.0,6.0,1.0,2.0,5.0,1.0,3.0,,4.0,1.0,,1.0,8.0,4.0,13.0,9.0,7.0,24.0,21.0,1.0,4.0,2.0,5.0,3.0,9.0,7.0,3.0,15.0,6.0,2.0,8.0,,3.0,6.0,1.0,15.0,2.0,2.0,2.0,7.0,,9.0,4.0,13.0,,2.0,2.0,3.0,1.0,1.0,,4.0,1.0,6.0,1.0,,7.0,8.0,2.0,,,,19.0,15.0,16.0,1.0,0.75,1.0,0.3076923076923077,0.25,0.3333333333333333,0.38636363636363635,0.4166666666666667,0.375,0.46153846153846156,0.4166666666666667,0.4166666666666667,0.4090909090909091,,,0.75,,0.875,0.2222222222222222,1.0,0.3333333333333333,0.9,0.26666666666666666,,0.4,1.0,1.0,1.0,,92.23529411764706,14.76923076923077,16.565217391304348,13.038461538461538,16.565217391304348,0.2727272727272727,0.5,0.5,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.18181818181818182,,,0.045454545454545456,0.36363636363636365,0.3333333333333333,0.5,,0.3125,0.0625,0.6818181818181818,0.47910909090909093,0.4345375,0.50425,0.08333333333333333,0.13333333333333333,0.20833333333333334,0.625,7.9,24.822222222222223,0.6153846153846154,3.0,6.0,2.0,0.6,0.375,3.0,1.0,2.0,2.0,3.0,1.0,2.0,9.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.3333333333333333,0.5,0.2857142857142857,0.3333333333333333,0.5,0.25,0.75,1.0,0.6666666666666666,0.375,0.375,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
1627672-1628909-1629488-1641648-203824,1611661325,"Aerial Powers, Kelsey Mitchell, Brianna Turner, Aliyah Boston, Odyssey Sims","Powers, Mitchell, Turner, Boston, Sims",1627672-1628909-1629488-1641648-203824,IND,91.0,2,2.0,,3.0,3.0,,,,6,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,3.0,,,2.0,2.0,,,,,,,,,,2.0,,,,1.0,1.0,,2.0,,,2.0,,,2.0,,2.0,,,,,,,,,,1.0,,,1.0,,,,,,2.0,,,,1.0,1.0,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,1.0,,1.0,,,,,1.0,,,94.94505494505495,18.333333333333332,12.0,18.333333333333332,12.0,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,0.3333333333333333,0.39953333333333335,,,,,,,8.966666666666667,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
1627672-1628909-1629488-203035-203827,1611661325,"Aerial Powers, Kelsey Mitchell, Brianna Turner, Shey Peddy, Natasha Howard","Powers, Mitchell, Turner, Peddy, Howard",1627672-1628909-1629488-203035-203827,IND,517.0,2,9.0,-4.0,17.0,20.0,16.0,19.0,1.0,37,2.0,5.0,,,5.0,,,,1.0,1.0,,1.0,3.0,2.0,6.0,4.0,4.0,14.0,18.0,,,1.0,3.0,2.0,6.0,3.0,4.0,14.0,2.0,2.0,3.0,,1.0,1.0,,2.0,,1.0,2.0,4.0,1.0,7.0,1.0,8.0,,2.0,,5.0,1.0,2.0,1.0,6.0,1.0,2.0,,,4.0,5.0,1.0,,,,11.0,14.0,16.0,1.0,0.5,0.5,0.3333333333333333,,0.3333333333333333,0.5,1.5,0.5555555555555556,0.5833333333333334,1.5,0.6363636363636364,0.4,,,0.8333333333333334,1.0,1.0,0.25,1.0,,1.0,0.16666666666666666,0.3333333333333333,,,1.0,,,103.05609284332688,13.529411764705882,14.35,13.176470588235293,14.35,0.5,0.4,0.4,,,,,0.1,,,0.1,0.3,,,,0.5555555555555556,0.1111111111111111,0.9,0.5526099999999999,0.56175,0.5529611111111111,0.1,0.16666666666666666,0.21428571428571427,1.0,4.016666666666667,25.25,0.9411764705882353,2.0,2.0,,0.4,0.2222222222222222,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,,,1.0,3.0,,6.0,1.0,2.0,2.0,,0.5,1.0,0.6666666666666666,0.5,,,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,,1.0,1.0,,1.0,0.6666666666666666,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
1627672-1628909-1629488-203824-203827,1611661325,"Aerial Powers, Kelsey Mitchell, Brianna Turner, Odyssey Sims, Natasha Howard","Powers, Mitchell, Turner, Sims, Howard",1627672-1628909-1629488-203824-203827,IND,146.0,2,2.0,-1.0,5.0,4.0,,1.0,2.0,9,1.0,1.0,1.0,1.0,,,3.0,,,,,,2.0,1.0,4.0,2.0,1.0,3.0,4.0,1.0,2.0,,3.0,,,,,,,2.0,2.0,1.0,,,,,1.0,1.0,1.0,,1.0,2.0,2.0,4.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,0.25,0.5,,0.16666666666666666,0.5,,0.25,0.75,,0.3333333333333333,0.25,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,0.5,0.5,0.4,,0.5,,,1.0,,88.76712328767124,19.0,12.75,13.6,12.5,0.16666666666666666,1.0,1.0,0.5,,,,,,,,0.3333333333333333,0.5,1.0,,,,0.5,0.46465833333333334,0.3746,,0.16666666666666666,0.25,1.0,,6.45,26.05,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
1627672-1628909-1631086-1641648-1642815,1611661325,"Aerial Powers, Kelsey Mitchell, Lexie Hull, Aliyah Boston, Makayla Timpson","Powers, Mitchell, Hull, Boston, Timpson",1627672-1628909-1631086-1641648-1642815,IND,32.0,1,1.0,,1.0,1.0,,,,2,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,90.0,15.0,17.0,14.0,17.0,,,,,,,,1.0,,,,,,,,,,,0.3807,,,,,,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
1627672-1628909-1631086-1641648-203824,1611661325,"Aerial Powers, Kelsey Mitchell, Lexie Hull, Aliyah Boston, Odyssey Sims","Powers, Mitchell, Hull, Boston, Sims",1627672-1628909-1631086-1641648-203824,IND,529.0,2,9.0,2.0,17.0,15.0,12.0,11.0,1.0,32,2.0,4.0,,1.0,4.0,1.0,5.0,,2.0,,,,2.0,3.0,11.0,2.0,7.0,16.0,14.0,,2.0,,,3.0,9.0,2.0,5.0,14.0,6.0,,2.0,1.0,3.0,4.0,1.0,9.0,,2.0,2.0,1.0,,3.0,2.0,5.0,,3.0,3.0,1.0,,,,1.0,2.0,4.0,1.0,,7.0,10.0,4.0,1.0,,1.0,16.0,14.0,12.0,,1.0,1.0,0.2727272727272727,,0.3333333333333333,0.34615384615384615,,0.4090909090909091,0.4444444444444444,,0.5,0.15384615384615385,0.09090909090909091,0.2,1.0,,0.2,0.2857142857142857,1.0,,0.42857142857142855,0.25,0.5,,,1.0,1.0,,87.1077504725898,15.647058823529411,17.533333333333335,15.529411764705882,14.4,0.3076923076923077,0.5,0.5,0.38461538461538464,0.2,0.25,1.0,0.15384615384615385,,,,0.15384615384615385,0.5,,,0.36363636363636365,,0.46153846153846156,0.4844307692307692,0.4304,0.500109090909091,0.23529411764705882,0.26666666666666666,,0.875,7.0,24.75,0.7058823529411765,2.0,2.0,,0.5,0.18181818181818182,1.0,,,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,,2.0,1.0,1.0,1.0,0.5,,0.5,0.5,,1.0,0.25,,1.0,0.5,0.5,1.0,,,,0.5,0.5,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
