EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,OpponentPoints,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,Corner3Assists,OffThreePtRebounds,FTOffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,LongMidRangeAssists,FTDefRebounds,LostBallOutOfBoundsTurnovers,DefFTReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Blocked3s,BlockedCorner3,OffLongMidRangeReboundPct,Fg3aBlocked,Transition Take Fouls,Technical Free Throw Trips,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,Transition Take Fouls Drawn,BlockedLongMidRange,3SecondViolations,Corner3PctBlocked,Charge Fouls Drawn,LongMidRangePctBlocked,team_id,year,season,team_vs
1628276-1628920-1628922-1642782-1642820,1611661320,"Kelsey Plum, Mercedes Russell, Azurá Stevens, Sarah Ashlee Barker, Liatu King","Plum, Russell, Stevens, Ashlee Barker, King",1628276-1628920-1628922-1642782-1642820,LAS,65.0,1,1.0,2.0,4.0,4.0,4.0,4.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,177.23076923076925,7.25,9.0,6.75,9.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.4923,0.6652,0.4923,0.5,0.5,1.0,1.0,4.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2025,2025,False
1628276-1628922-1630996-1642210-1642790,1611661320,"Kelsey Plum, Azurá Stevens, Rae Burrell, Julie Vanloo, Sania Feagin","Plum, Stevens, Burrell, Vanloo, Feagin",1628276-1628922-1630996-1642210-1642790,LAS,332.0,1,6.0,,11.0,10.0,3.0,,2.0,21.0,2.0,3.0,,,,,3.0,3.0,6.0,15.0,,1.0,1.0,,2.0,5.0,,,2.0,,4.0,2.0,6.0,,1.0,,2.0,,4.0,,5.0,,,5.0,3.0,0.5,,,0.6666666666666666,,0.5,0.6818181818181818,0.25,0.625,0.6666666666666666,,0.8,0.5,0.5,,91.08433734939759,15.363636363636363,16.3,14.454545454545455,15.2,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,,,,,0.6666666666666666,0.5274666666666668,0.3647,0.46176666666666666,0.1,,0.06666666666666667,0.3333333333333333,3.8333333333333335,0.2727272727272727,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,15.0,1.0,1.0,1.0,2.0,6.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,4.0,1.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.1111111111111111,0.2222222222222222,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.25,24.266666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2025,2025,False
1628276-1628922-1642782-203824-204324,1611661320,"Kelsey Plum, Azurá Stevens, Sarah Ashlee Barker, Odyssey Sims, Dearica Hamby","Plum, Stevens, Ashlee Barker, Sims, Hamby",1628276-1628922-1642782-203824-204324,LAS,4479.0,8,75.0,-16.0,149.0,151.0,18.0,15.0,17.0,300.0,23.0,42.0,2.0,9.0,2.0,2.0,36.0,35.0,81.0,155.0,4.0,15.0,12.0,4.0,6.0,20.0,24.0,2.0,17.0,24.0,48.0,22.0,70.0,12.0,31.0,1.0,32.0,2.0,35.0,3.0,32.0,4.0,14.0,20.0,18.0,0.43209876543209874,0.26666666666666666,0.6666666666666666,0.5118110236220472,0.275,0.4230769230769231,0.545774647887324,0.2857142857142857,0.5555555555555556,0.3695652173913043,0.6666666666666666,0.676056338028169,0.29577464788732394,0.32,0.6666666666666666,96.45010046885464,14.671140939597315,15.185430463576159,14.013422818791947,14.397350993377483,0.33070866141732286,0.5476190476190477,0.6216216216216216,0.28346456692913385,0.45,0.2222222222222222,0.15384615384615385,1.0,0.6929133858267716,0.538018253968254,0.5678944444444444,0.5239958333333333,0.10218978102189781,0.15384615384615385,0.07741935483870968,0.12903225806451613,4.734567901234568,0.12080536912751678,11.0,18.0,14.0,28.0,1.0,3.0,20.0,46.0,25.0,171.0,1.0,1.0,7.0,9.0,46.0,48.0,12.0,27.0,14.0,10.0,23.0,16.0,39.0,10.0,14.0,9.0,94.0,24.0,19.0,12.0,,5.0,143.0,4.0,0.6571428571428571,0.6764705882352942,0.8,0.43478260869565216,0.14285714285714285,0.4444444444444444,0.36220472440944884,0.12345679012345678,0.11904761904761904,0.1388888888888889,0.6129032258064516,0.6857142857142857,0.47368421052631576,0.6923076923076923,0.75,0.5,0.6086956521739131,0.3055555555555556,0.3548387096774194,0.8181818181818182,0.14173228346456693,0.2204724409448819,0.5,0.5,0.7142857142857143,0.23076923076923078,0.3333333333333333,0.5185185185185185,,24.791304347826088,1.0,3.0,6.0,2.0,4.0,1.0,3.0,1.0,5.0,1.0,6.0,4.0,1.0,3.0,19.0,15.0,4.0,5.0,7.0,1.0,1.0,2.0,14.0,1.0,4.0,2.0,7.0,4.0,3.0,7.0,5.0,2.0,3.0,0.2,0.3333333333333333,0.16,0.15384615384615385,0.16666666666666666,0.6666666666666666,0.04918032786885246,0.7142857142857143,0.023622047244094488,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,0.1,0.15,0.3333333333333333,1.0,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2025,2025,False
1628276-1628922-1642288-203035-204324,1611661320,"Kelsey Plum, Azurá Stevens, Rickea Jackson, Shey Peddy, Dearica Hamby","Plum, Stevens, Jackson, Peddy, Hamby",1628276-1628922-1642288-203035-204324,LAS,4095.0,4,68.0,5.0,133.0,131.0,24.0,27.0,14.0,264.0,29.0,40.0,2.0,5.0,4.0,6.0,23.0,43.0,68.0,150.0,5.0,9.0,17.0,6.0,10.0,35.0,36.0,8.0,8.0,16.0,40.0,17.0,57.0,11.0,24.0,1.0,38.0,3.0,35.0,1.0,34.0,8.0,17.0,32.0,22.0,0.6323529411764706,0.5555555555555556,0.6,0.5530973451327433,0.5,0.6,0.5952380952380952,0.6071428571428571,0.6730769230769231,0.32,0.6666666666666666,0.6101694915254238,0.2807017543859649,0.46153846153846156,0.7368421052631579,92.83516483516483,15.308270676691729,15.717557251908397,14.541353383458647,15.213740458015268,0.35398230088495575,0.725,0.8055555555555556,0.20353982300884957,0.38461538461538464,0.4,0.3,0.6666666666666666,0.7522123893805309,0.5491597345132744,0.5574333333333333,0.524475,0.13934426229508196,0.22077922077922077,0.11333333333333333,0.23333333333333334,4.676470588235294,0.18045112781954886,10.0,11.0,7.0,34.0,2.0,5.0,13.0,45.0,25.0,145.0,4.0,4.0,10.0,11.0,50.0,39.0,,34.0,7.0,9.0,25.0,13.0,38.0,7.0,19.0,3.0,89.0,20.0,13.0,9.0,,4.0,133.0,2.0,0.5813953488372093,0.6410256410256411,1.0,0.28888888888888886,0.4,0.28888888888888886,0.39823008849557523,0.1323529411764706,0.1,0.21739130434782608,0.5416666666666666,0.5714285714285714,0.18181818181818182,0.5,0.7,0.6,0.6551724137931034,0.43478260869565216,0.5555555555555556,0.3,0.09734513274336283,0.3008849557522124,0.20588235294117646,0.20588235294117646,1.0,0.25,0.4,0.20588235294117646,,24.504444444444445,4.0,5.0,6.0,1.0,5.0,,3.0,1.0,4.0,,6.0,8.0,1.0,,15.0,10.0,5.0,3.0,4.0,1.0,,3.0,20.0,1.0,1.0,2.0,8.0,8.0,,8.0,2.0,,3.0,0.25,0.25,0.25,0.2222222222222222,0.4,0.4,,0.25,0.04424778761061947,0.8,0.8,0.5454545454545454,0.5454545454545454,1.0,,0.07692307692307693,0.23076923076923078,,,0.25,1.0,2.0,3.0,4.0,1.0,1.0,0.75,1.0,1.0,0.4,,,,,,,,,,,,,,,,1611661320,2025,2025,False
1627700-1628242-1628276-1642288-204324,1611661320,"Julie Allemand, Emma Cannon, Kelsey Plum, Rickea Jackson, Dearica Hamby","Allemand, Cannon, Plum, Jackson, Hamby",1627700-1628242-1628276-1642288-204324,LAS,429.0,3,7.0,4.0,13.0,12.0,5.0,,1.0,25.0,2.0,2.0,,,1.0,1.0,2.0,4.0,5.0,16.0,1.0,1.0,2.0,1.0,1.0,7.0,2.0,,,4.0,5.0,1.0,6.0,,4.0,1.0,3.0,,4.0,1.0,2.0,,,7.0,5.0,0.8,1.0,1.0,0.875,1.0,0.8333333333333334,0.8888888888888888,1.0,0.875,,0.5714285714285714,0.5555555555555556,,,0.5714285714285714,83.9160839160839,16.46153846153846,17.916666666666668,15.538461538461538,16.333333333333332,0.25,1.0,1.0,0.25,,,0.3333333333333333,1.0,0.625,0.5093625,0.4247,0.6073000000000001,,,0.125,0.4375,6.0,0.38461538461538464,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,12.0,,1.0,2.0,2.0,6.0,6.0,,2.0,1.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,12.0,1.0,4.0,4.0,,1.0,14.0,1.0,0.75,0.75,1.0,0.6666666666666666,0.5,0.6666666666666666,0.375,0.2,,0.5,1.0,0.5,,,1.0,,1.0,0.5,1.0,1.0,0.125,0.25,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,,24.733333333333334,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,0.125,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2025,2025,False
1628242-1628276-1630996-1642210-204324,1611661320,"Emma Cannon, Kelsey Plum, Rae Burrell, Julie Vanloo, Dearica Hamby","Cannon, Plum, Burrell, Vanloo, Hamby",1628242-1628276-1630996-1642210-204324,LAS,13.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2025,2025,False
1628242-1628276-1642210-1642288-204324,1611661320,"Emma Cannon, Kelsey Plum, Julie Vanloo, Rickea Jackson, Dearica Hamby","Cannon, Plum, Vanloo, Jackson, Hamby",1628242-1628276-1642210-1642288-204324,LAS,304.0,2,5.0,10.0,10.0,8.0,1.0,,,18.0,3.0,3.0,,,,,2.0,3.0,5.0,14.0,,,,,1.0,,,,,2.0,2.0,,2.0,1.0,1.0,,2.0,,2.0,1.0,2.0,,1.0,,1.0,0.6,,,0.75,,,0.7777777777777778,,,,1.0,0.5,,,1.0,85.26315789473685,11.7,23.375,11.7,23.0,0.375,1.0,1.0,0.25,,,,,0.75,0.56001875,,0.4218,0.1111111111111111,0.16666666666666666,,,4.36,0.1,,,2.0,3.0,,,2.0,3.0,2.0,4.0,,,,,6.0,6.0,,3.0,2.0,1.0,3.0,2.0,5.0,2.0,3.0,,12.0,,,,,,14.0,,1.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,0.375,0.2,,0.5,,,,,,,1.0,,,,,0.375,0.6666666666666666,0.6666666666666666,1.0,,,0.6666666666666666,,25.03333333333333,,,,,,,,,,,,,,,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2025,2025,False
1628276-1628920-1628922-1642210-1642288,1611661320,"Kelsey Plum, Mercedes Russell, Azurá Stevens, Julie Vanloo, Rickea Jackson","Plum, Russell, Stevens, Vanloo, Jackson",1628276-1628920-1628922-1642210-1642288,LAS,30.0,1,,-2.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,96.0,7.0,23.0,7.0,23.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2025,2025,False
1627700-1628276-1628922-1642782-204324,1611661320,"Julie Allemand, Kelsey Plum, Azurá Stevens, Sarah Ashlee Barker, Dearica Hamby","Allemand, Plum, Stevens, Ashlee Barker, Hamby",1627700-1628276-1628922-1642782-204324,LAS,1337.0,6,22.0,5.0,45.0,45.0,21.0,15.0,4.0,90.0,6.0,12.0,3.0,3.0,3.0,6.0,9.0,11.0,25.0,51.0,3.0,4.0,6.0,4.0,8.0,21.0,8.0,4.0,2.0,6.0,17.0,4.0,21.0,1.0,3.0,3.0,15.0,,13.0,,19.0,2.0,8.0,21.0,21.0,0.44,0.75,0.5,0.4868421052631579,0.75,0.5,0.5543478260869565,0.75,0.5833333333333334,0.14285714285714285,0.6666666666666666,0.8421052631578947,0.13636363636363635,,0.6,96.9334330590875,14.755555555555556,14.955555555555556,14.6,14.422222222222222,0.3157894736842105,0.5,0.6666666666666666,0.23684210526315788,0.75,1.0,0.42857142857142855,0.5,0.6578947368421053,0.47421447368421055,0.4804333333333333,0.4980785714285714,0.2,0.25806451612903225,0.11764705882352941,0.4117647058823529,6.332000000000001,0.4666666666666667,2.0,1.0,5.0,12.0,2.0,5.0,5.0,13.0,14.0,46.0,,2.0,6.0,7.0,14.0,12.0,3.0,12.0,5.0,4.0,7.0,4.0,11.0,4.0,4.0,2.0,26.0,10.0,2.0,2.0,1.0,1.0,45.0,1.0,0.6363636363636364,0.7777777777777778,0.8,0.38461538461538464,0.3333333333333333,0.38461538461538464,0.34210526315789475,0.16,0.25,0.1111111111111111,0.6666666666666666,1.0,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,0.2222222222222222,0.25,1.0,0.02631578947368421,0.3157894736842105,0.4166666666666667,0.4166666666666667,0.8,0.35714285714285715,0.4,0.4166666666666667,0.07142857142857142,24.792307692307695,3.0,4.0,,,1.0,,,,,,,1.0,1.0,,4.0,2.0,2.0,,,,,,4.0,,,1.0,,,,1.0,,,5.0,,0.5,0.125,0.14285714285714285,,0.75,,,0.10526315789473684,0.75,0.75,,,,0.3333333333333333,,,,,0.07142857142857142,,,1.0,1.0,1.0,0.5,0.3333333333333333,,,,1.0,1.0,1.0,,,,,,,,,,,,,1611661320,2025,2025,False
1628276-1628920-1628922-1642820-203035,1611661320,"Kelsey Plum, Mercedes Russell, Azurá Stevens, Liatu King, Shey Peddy","Plum, Russell, Stevens, King, Peddy",1628276-1628920-1628922-1642820-203035,LAS,268.0,1,4.0,1.0,9.0,8.0,3.0,4.0,1.0,17.0,2.0,3.0,,,,,,2.0,3.0,13.0,,,3.0,,,3.0,,,1.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,,7.0,1.0,2.0,3.0,3.0,0.6666666666666666,,,0.7,1.5,,0.8125,1.5,0.75,1.0,1.0,1.0,0.5,,1.0,91.34328358208955,15.88888888888889,15.625,14.222222222222221,15.625,0.6,0.6666666666666666,0.6666666666666666,,,,,,1.0,0.52247,0.50415,,0.3333333333333333,0.5,0.23076923076923078,0.23076923076923078,2.8000000000000003,0.3333333333333333,,,1.0,2.0,,,1.0,2.0,6.0,12.0,,,,3.0,4.0,3.0,,2.0,1.0,,2.0,1.0,3.0,1.0,2.0,,7.0,2.0,,,,2.0,10.0,2.0,1.0,1.0,1.0,0.5,,0.5,0.4,,,,,1.0,1.0,,1.0,,1.0,,,,,0.4,0.5,0.5,1.0,,,0.5,,26.4,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2025,2025,False
