EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,HeaveAttempts,Fg2aBlocked,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,LostBallSteals,PenaltyTurnovers,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyDefPoss,Travels,Loose Ball Fouls Drawn,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3FGA,FTDefRebounds,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,DefFTReboundPct,SecondChanceCorner3Frequency,SecondChanceTurnovers,OffLongMidRangeReboundPct,Blocked3s,BlockedArc3,OffCorner3ReboundPct,team_id,year,season,team_vs
1627701-1628508-1630097-1631007-1642767,1611661331,"Temi Fágbénlé, Cecilia Zandalasini, Kaila Charles, Veronica Burton, Janelle Salaün","Fágbénlé, Zandalasini, Charles, Burton, Salaün",1627701-1628508-1630097-1631007-1642767,GSV,575.0,1,10.0,19.0,20.0,1.0,39,1.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,5.0,9.0,2.0,6.0,4.0,20.0,20.0,1.0,8.0,2.0,6.0,4.0,1.0,4.0,2.0,6.0,1.0,1.0,3.0,1.0,14.0,4.0,5.0,9.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,6.0,1.0,7.0,1.0,4.0,2.0,3.0,20.0,1.0,0.8,0.8,1.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5333333333333333,0.625,0.4,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,97.6695652173913,14.842105263157896,14.65,14.842105263157896,14.45,0.13333333333333333,0.5,0.5,0.26666666666666666,0.75,0.75,1.0,0.2,0.3333333333333333,0.3333333333333333,1.0,0.13333333333333333,0.5,0.5,1.0,0.26666666666666666,0.25,0.25,1.0,1.0,0.5333333333333333,0.25,0.4874366666666667,0.5349,0.1875,0.3,10.266666666666667,24.483333333333334,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661331,2025,2025,True
1627701-1628508-1631007-1642324-1642767,1611661331,"Temi Fágbénlé, Cecilia Zandalasini, Veronica Burton, Kate Martin, Janelle Salaün","Fágbénlé, Zandalasini, Burton, Martin, Salaün",1627701-1628508-1631007-1642324-1642767,GSV,-592.0,1,-10.0,23.0,22.0,12.0,45,7.0,12.0,,,1.0,2.0,,,3.0,6.0,2.0,8.0,14.0,3.0,6.0,5.0,30.0,23.0,2.0,6.0,10.0,9.0,5.0,3.0,3.0,3.0,6.0,3.0,,,1.0,15.0,1.0,5.0,6.0,11.0,5.0,4.0,2.0,2.0,1.0,,3.0,1.0,4.0,1.0,4.0,,7.0,1.0,4.0,21.0,12.0,0.375,0.6,1.0,0.5,0.6,0.5714285714285714,0.625,0.6521739130434783,0.3,0.6666666666666666,1.0,0.3333333333333333,0.75,1.0,,1.0,0.3333333333333333,,,-41.11304347826087,16.072727272727274,-41.517391304347825,15.618181818181819,0.6,0.5833333333333334,0.6363636363636364,,,,,0.1,0.5,0.5,1.0,,,,,0.3,0.5,0.5,1.0,0.25,0.9,0.6,0.5721921052631579,0.58655,0.17391304347826086,0.23529411764705882,4.078571428571428,28.21666666666667,0.5217391304347826,7.0,5.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,4.0,6.0,1.0,5.0,16.0,6.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,1.0,16.0,1.0,0.5,1.0,0.6666666666666666,1.125,0.6875,1.125,0.7272727272727273,0.07142857142857142,0.08333333333333333,0.3333333333333333,1.0,0.5555555555555556,0.4,1.0,0.25,0.2857142857142857,0.75,1.0,0.25,1.0,1.0,0.625,0.6,0.5,0.6611,0.3,0.5333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661331,2025,2025,True
1627701-1630097-1631007-1642324-1642767,1611661331,"Temi Fágbénlé, Kaila Charles, Veronica Burton, Kate Martin, Janelle Salaün","Fágbénlé, Charles, Burton, Martin, Salaün",1627701-1630097-1631007-1642324-1642767,GSV,12.0,1,,1.0,,,1,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,120.0,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661331,2025,2025,True
1628508-1628881-1630097-1630387-1631007,1611661331,"Cecilia Zandalasini, Monique Billings, Kaila Charles, Iliana Rupert, Veronica Burton","Zandalasini, Billings, Charles, Rupert, Burton",1628508-1628881-1630097-1630387-1631007,GSV,55.0,1,1.0,2.0,2.0,2.0,4,,,,,1.0,1.0,,,,,,1.0,1.0,,,1.0,3.0,2.0,,,2.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,2.0,,,3.0,2.0,,,,,,1.0,1.0,0.75,,,,1.0,1.0,,,,1.0,,104.72727272727273,11.0,16.5,11.0,16.5,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,0.3804,0.3804,,,20.1,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,3.0,,,,,,,,,,,,3.0,,,,1.0,,1.0,,0.75,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661331,2025,2025,True
1628508-1628881-1630097-1630387-1642304,1611661331,"Cecilia Zandalasini, Monique Billings, Kaila Charles, Iliana Rupert, Carla Leite","Zandalasini, Billings, Charles, Rupert, Leite",1628508-1628881-1630097-1630387-1642304,GSV,119.0,1,2.0,4.0,3.0,,7,1.0,1.0,,,1.0,1.0,,,1.0,3.0,,2.0,2.0,1.0,3.0,,7.0,,,,4.0,3.0,3.0,1.0,,1.0,1.0,1.0,,,,3.0,,2.0,2.0,4.0,,,,,1.0,,1.0,,,,,,,,,5.0,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,0.7,0.7,0.6,,0.6666666666666666,,0.6666666666666666,1.0,,,,,84.70588235294117,13.25,22.0,11.75,20.666666666666668,0.2,1.0,1.0,,,,,0.2,1.0,1.0,,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,0.8,0.3333333333333333,0.5155000000000001,,,,10.15,26.066666666666666,,7.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,2.0,,,,,,2.0,,,,2.0,,2.0,,,,,,,,1.0,,0.5,,0.5,,,,,1.0,1.0,,1.0,,,,,0.5,,,,,,,0.2857142857142857,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661331,2025,2025,True
1628508-1628881-1630097-1631007-1642767,1611661331,"Cecilia Zandalasini, Monique Billings, Kaila Charles, Veronica Burton, Janelle Salaün","Zandalasini, Billings, Charles, Burton, Salaün",1628508-1628881-1630097-1631007-1642767,GSV,456.0,2,8.0,14.0,13.0,3.0,27,2.0,2.0,1.0,4.0,2.0,4.0,,,1.0,3.0,3.0,5.0,10.0,1.0,3.0,,13.0,12.0,3.0,8.0,2.0,3.0,3.0,1.0,4.0,1.0,5.0,1.0,,,2.0,11.0,,5.0,5.0,8.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,,1.0,,2.0,,,,,11.0,3.0,0.8,0.8,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.23076923076923078,0.75,0.8333333333333334,,0.8333333333333334,0.5,1.0,1.0,,,85.26315789473685,15.428571428571429,18.46153846153846,14.714285714285714,18.46153846153846,0.15384615384615385,1.0,1.0,0.3076923076923077,0.25,0.5,,0.3076923076923077,0.5,0.5,1.0,,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.75,0.38461538461538464,0.3333333333333333,0.44937692307692306,0.541025,,,10.08,24.633333333333336,0.21428571428571427,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,,5.0,,,2.0,2.0,1.0,2.0,3.0,,1.0,,,5.0,,0.3333333333333333,0.5,1.0,0.3333333333333333,0.625,0.3333333333333333,0.625,0.2,,0.4,0.5,0.42857142857142855,,0.5,,1.0,0.3333333333333333,1.0,0.3333333333333333,,,0.25,1.0,0.3333333333333333,0.5738,0.15384615384615385,0.38461538461538464,,,,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,1611661331,2025,2025,True
1628508-1628881-1630387-1631007-1642324,1611661331,"Cecilia Zandalasini, Monique Billings, Iliana Rupert, Veronica Burton, Kate Martin","Zandalasini, Billings, Rupert, Burton, Martin",1628508-1628881-1630387-1631007-1642324,GSV,54.0,1,1.0,3.0,2.0,3.0,5,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,2.0,5.0,1.0,2.0,,,1.0,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,1.0,,,,1.0,0.5,0.5,0.5,,,,,,,,,,133.33333333333334,7.333333333333333,16.0,7.333333333333333,16.0,,,,,,,,0.5,1.0,1.0,1.0,,,,,0.5,,,,0.5,0.5,,0.222375,0.222375,,,20.0,30.4,1.0,-3.0,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,2.0,,,,1.0,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1611661331,2025,2025,True
1628508-1628881-1630387-1631007-1642767,1611661331,"Cecilia Zandalasini, Monique Billings, Iliana Rupert, Veronica Burton, Janelle Salaün","Zandalasini, Billings, Rupert, Burton, Salaün",1628508-1628881-1630387-1631007-1642767,GSV,395.0,1,7.0,10.0,14.0,3.0,24,,,,1.0,1.0,2.0,1.0,1.0,,4.0,3.0,1.0,3.0,1.0,5.0,1.0,6.0,14.0,3.0,2.0,,3.0,4.0,,1.0,1.0,2.0,,1.0,,1.0,5.0,1.0,1.0,2.0,4.0,,,1.0,1.0,3.0,,4.0,,4.0,1.0,3.0,,2.0,,1.0,6.0,3.0,1.0,1.0,1.0,0.2,0.2,0.3333333333333333,0.3125,0.3333333333333333,0.625,0.25,0.5,1.0,0.6666666666666666,,0.5,,1.0,,87.49367088607595,19.2,14.5,17.9,14.357142857142858,,,,0.125,,,,0.25,0.5,0.5,1.0,0.125,1.0,1.0,1.0,0.5,,,,0.75,0.625,,0.47505,0.479725,0.1111111111111111,0.25,13.9,24.94,0.3,-8.0,1.0,,,,,,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,2.0,,2.0,,,1.0,,1.0,,,,,,,,0.1,,,,0.5,0.3333333333333333,,0.5,,,,,0.5,,,,,,,,0.16666666666666666,,,,1.0,1.0,1.0,,,,,,10.0,1.0,,,,,,,,,,,,,,,,,,1611661331,2025,2025,True
1628508-1628881-1630387-1642304-1642324,1611661331,"Cecilia Zandalasini, Monique Billings, Iliana Rupert, Carla Leite, Kate Martin","Zandalasini, Billings, Rupert, Leite, Martin",1628508-1628881-1630387-1642304-1642324,GSV,128.0,1,2.0,3.0,4.0,,7,,1.0,1.0,1.0,,,,,,2.0,,1.0,2.0,,2.0,,2.0,3.0,,2.0,,,2.0,,1.0,,1.0,,,1.0,,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,2.0,,1.0,1.0,,,,0.5,0.25,0.25,0.5,,1.0,1.0,1.0,,,1.0,1.0,,78.75,13.0,22.25,13.0,22.25,0.25,,,0.25,1.0,1.0,1.0,,,,,,,,,0.5,,,,,0.75,,0.5481125,,,,4.15,25.4,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1611661331,2025,2025,True
1628508-1628881-1631007-1642304-1642767,1611661331,"Cecilia Zandalasini, Monique Billings, Veronica Burton, Carla Leite, Janelle Salaün","Zandalasini, Billings, Burton, Leite, Salaün",1628508-1628881-1631007-1642304-1642767,GSV,122.0,1,2.0,4.0,4.0,4.0,8,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,2.0,2.0,,3.0,1.0,,1.0,1.0,2.0,,1.0,1.0,,5.0,2.0,,2.0,2.0,1.0,1.0,,,,,,1.0,3.0,,2.0,,2.0,,,6.0,4.0,1.0,1.0,1.0,0.5,0.5,1.0,0.8333333333333334,0.75,0.6666666666666666,,,1.0,0.6666666666666666,,,,1.0,,94.42622950819673,10.0,20.5,10.0,18.25,,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,0.6666666666666666,,0.5034333333333333,0.5034333333333333,,,4.3,23.95,1.0,4.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,6.0,,,,,,,,,,,,6.0,,0.5,,1.0,,0.8333333333333334,,0.75,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,4.0,,,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,1611661331,2025,2025,True
