EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,OffThreePtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,ShootingFouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,LongMidRangeAssists,LostBallSteals,Technical Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceFg2Pct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,Charge Fouls,BlockedCorner3,SecondChanceAtRimPctAssisted,ShortMidRangePctBlocked,PenaltyCorner3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,BlockedAtRim,Corner3PctBlocked,FTOffRebounds,Transition Take Fouls Drawn,OffFTReboundPct,SecondChanceCorner3FGM,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,HeaveAttempts,BlockedLongMidRange,team_id,year,season,team_vs
1628932-1629484-1629498-1630389-203833,1611661319,"A'ja Wilson, Megan Gustafson, Jackie Young, Dana Evans, Chelsea Gray","Wilson, Gustafson, Young, Evans, Gray",1628932-1629484-1629498-1630389-203833,LVA,597.0,4,10.0,8.0,19.0,19.0,3.0,7.0,1.0,38,5.0,5.0,3.0,5.0,1.0,1.0,4.0,1.0,8.0,11.0,1.0,4.0,4.0,23.0,15.0,1.0,1.0,1.0,1.0,8.0,8.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,11.0,2.0,3.0,4.0,7.0,2.0,9.0,1.0,4.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,4.0,1.0,1.0,5.0,1.0,5.0,2.0,4.0,23.0,1.0,3.0,1.0,0.5,0.5,1.0,0.25,0.25,0.7272727272727273,0.6333333333333333,0.6764705882352942,0.25,0.26666666666666666,0.3333333333333333,0.8,0.6666666666666666,0.6,0.7,0.4,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5,0.2,91.65829145728644,11.947368421052632,19.473684210526315,11.526315789473685,17.736842105263158,0.3333333333333333,1.0,1.0,0.4,0.3333333333333333,0.6,0.6,0.6666666666666666,0.06666666666666667,0.26666666666666666,0.25,0.25,1.0,1.0,0.6,0.25,0.49466666666666664,0.353,0.09585,0.23529411764705882,0.3076923076923077,0.043478260869565216,6.4363636363636365,26.675,0.15789473684210525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,True
1628932-1629484-1629498-1630389-204319,1611661319,"A'ja Wilson, Megan Gustafson, Jackie Young, Dana Evans, Jewell Loyd","Wilson, Gustafson, Young, Evans, Loyd",1628932-1629484-1629498-1630389-204319,LVA,1085.0,9,18.0,-6.0,37.0,38.0,18.0,8.0,3.0,75,5.0,7.0,5.0,6.0,3.0,3.0,10.0,4.0,11.0,16.0,4.0,12.0,7.0,41.0,47.0,2.0,4.0,5.0,25.0,14.0,8.0,9.0,10.0,3.0,7.0,3.0,10.0,2.0,4.0,3.0,23.0,,3.0,8.0,12.0,3.0,15.0,,2.0,2.0,3.0,3.0,2.0,6.0,1.0,1.0,9.0,,4.0,9.0,1.0,,8.0,,8.0,1.0,3.0,38.0,25.0,18.0,2.0,0.6363636363636364,0.6363636363636364,0.75,0.3333333333333333,0.3333333333333333,0.6875,0.6071428571428571,0.640625,0.78125,0.42857142857142855,0.3333333333333333,0.7272727272727273,,0.75,0.7333333333333333,0.23076923076923078,,,0.7142857142857143,0.75,0.6666666666666666,1.0,,99.53917050691246,14.324324324324325,14.605263157894736,13.91891891891892,14.0,0.25,0.7142857142857143,0.8333333333333334,0.8,0.21428571428571427,0.8333333333333334,0.8333333333333334,0.6,0.10714285714285714,0.35714285714285715,0.3,0.3,0.6666666666666666,0.3076923076923077,0.6785714285714286,0.3,0.48990892857142854,,0.4792461538461538,0.1,0.16666666666666666,0.6097560975609756,6.84375,25.3,0.4864864864864865,5.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,7.0,9.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7777777777777778,0.5,0.7692307692307693,0.5,0.125,0.14285714285714285,0.3333333333333333,1.0,0.375,0.42857142857142855,1.0,0.3333333333333333,0.5,0.07142857142857142,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,0.46153846153846156,0.8333333333333334,0.5,0.07317073170731707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,True
1628932-1629484-1629498-1642801-203833,1611661319,"A'ja Wilson, Megan Gustafson, Jackie Young, Aaliyah Nye, Chelsea Gray","Wilson, Gustafson, Young, Nye, Gray",1628932-1629484-1629498-1642801-203833,LVA,110.0,1,2.0,4.0,3.0,2.0,,,1.0,5,,,,,,,1.0,,,,1.0,2.0,1.0,4.0,,,,,,,,3.0,1.0,,,1.0,1.0,,,,3.0,,,2.0,2.0,1.0,3.0,,,,1.0,,,,1.0,,1.0,1.0,,,,,2.0,,2.0,,1.0,4.0,,,,,,1.0,0.5,0.5,,0.75,0.6666666666666666,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,65.45454545454545,15.333333333333334,32.0,14.333333333333334,25.5,,,,,,,,,,0.5,,,,,1.0,,0.499125,,,0.3333333333333333,1.0,,,24.1,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,True
1628932-1629484-1629498-203833-204319,1611661319,"A'ja Wilson, Megan Gustafson, Jackie Young, Chelsea Gray, Jewell Loyd","Wilson, Gustafson, Young, Gray, Loyd",1628932-1629484-1629498-203833-204319,LVA,1691.0,5,28.0,3.0,56.0,58.0,36.0,22.0,10.0,114,8.0,13.0,7.0,15.0,4.0,3.0,12.0,8.0,17.0,32.0,3.0,15.0,27.0,70.0,67.0,6.0,10.0,22.0,42.0,16.0,18.0,6.0,12.0,3.0,8.0,2.0,10.0,2.0,4.0,3.0,22.0,5.0,7.0,12.0,20.0,11.0,31.0,1.0,3.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,8.0,2.0,6.0,16.0,2.0,1.0,17.0,1.0,29.0,2.0,8.0,61.0,35.0,32.0,2.0,0.47058823529411764,0.5,0.6666666666666666,0.2,0.2,0.53125,0.4574468085106383,0.5677966101694916,0.5,0.3191489361702128,0.5,0.6,0.3333333333333333,0.7777777777777778,0.6551724137931034,0.4230769230769231,0.5,,0.6153846153846154,1.0,0.7142857142857143,1.0,0.043478260869565216,97.07865168539325,14.035714285714286,15.60344827586207,13.482142857142858,14.517241379310345,0.2765957446808511,0.6153846153846154,0.8,0.5,0.3191489361702128,0.4666666666666667,0.4666666666666667,0.42857142857142855,0.0851063829787234,0.2553191489361702,0.25,0.25,0.6666666666666666,0.27586206896551724,0.5957446808510638,0.25,0.47990543478260866,0.46651999999999993,0.45785892857142857,0.1509433962264151,0.21052631578947367,0.6,6.55,26.28666666666667,0.6428571428571429,2.0,5.0,2.0,,3.0,1.0,1.0,2.0,1.0,2.0,9.0,7.0,19.0,2.0,3.0,3.0,,6.0,1.0,,8.0,,6.0,1.0,1.0,2.0,1.0,2.0,0.5,0.2,0.3684210526315789,0.4375,0.3448275862068966,0.5,0.09375,0.23076923076923078,,1.0,0.5454545454545454,0.625,0.5,0.5,0.5,0.06382978723404255,,,,0.125,1.0,1.0,0.1724137931034483,0.4,0.25,0.12857142857142856,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.2,0.3333333333333333,0.25,0.5,0.25,0.5,0.125,0.06896551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,True
1628932-1629484-1630389-203833-204319,1611661319,"A'ja Wilson, Megan Gustafson, Dana Evans, Chelsea Gray, Jewell Loyd","Wilson, Gustafson, Evans, Gray, Loyd",1628932-1629484-1630389-203833-204319,LVA,1097.0,7,18.0,-24.0,35.0,37.0,19.0,20.0,9.0,72,5.0,6.0,3.0,9.0,4.0,3.0,16.0,7.0,8.0,19.0,3.0,18.0,1.0,26.0,50.0,8.0,8.0,1.0,9.0,12.0,4.0,6.0,16.0,3.0,6.0,2.0,8.0,2.0,3.0,3.0,18.0,5.0,4.0,9.0,14.0,12.0,26.0,2.0,1.0,,5.0,,2.0,6.0,3.0,,11.0,2.0,8.0,10.0,,1.0,4.0,,2.0,,,15.0,9.0,19.0,3.0,0.75,1.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.42105263157894735,0.33783783783783783,0.34210526315789475,0.21428571428571427,0.4864864864864865,0.45454545454545453,0.6923076923076923,0.45454545454545453,1.0,0.7647058823529411,0.48,0.3333333333333333,0.5,0.8,0.6,1.0,1.0,0.08,94.51230628988148,15.771428571428572,14.72972972972973,14.4,14.243243243243244,0.16216216216216217,0.8333333333333334,0.8333333333333334,0.6,0.24324324324324326,0.3333333333333333,0.3333333333333333,1.0,0.10810810810810811,0.43243243243243246,0.1875,0.1875,0.6666666666666666,0.35,0.6486486486486487,0.1875,0.4653013513513513,0.4698125,0.43695000000000006,,,0.34615384615384615,7.315789473684211,25.233333333333334,0.5428571428571428,2.0,3.0,,,2.0,1.0,2.0,,1.0,2.0,11.0,4.0,12.0,,3.0,,,7.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,0.5,,0.3333333333333333,0.55,0.2,0.55,,,,1.0,0.5,0.4166666666666667,0.6666666666666666,,,0.05405405405405406,,,,0.2,0.5,,0.15,0.6666666666666666,,0.4230769230769231,3.0,4.0,,1.0,4.0,,4.0,,1.0,,1.0,,0.5,1.0,1.0,0.6666666666666666,,0.4,0.75,,0.05,2.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,True
1628932-1629498-1630389-1631006-1631019,1611661319,"A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell, NaLyssa Smith","Wilson, Young, Evans, Bell, Smith",1628932-1629498-1630389-1631006-1631019,LVA,71.0,2,1.0,,2.0,2.0,,,,4,,,1.0,2.0,,,,,1.0,2.0,,,,2.0,2.0,,,,,2.0,,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,2.0,,,,1.0,1.0,,,,0.5,0.5,0.5,,,,,,,,,,,,,,,,81.12676056338029,18.0,17.5,18.0,17.5,,,,,1.0,0.5,1.0,1.0,,,,,,,,,0.439,,,,,,8.1,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,True
1628932-1629498-1630389-1631006-203833,1611661319,"A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell, Chelsea Gray","Wilson, Young, Evans, Bell, Gray",1628932-1629498-1630389-1631006-203833,LVA,128.0,1,2.0,-1.0,3.0,3.0,,1.0,1.0,6,,,2.0,3.0,,,1.0,,2.0,3.0,,1.0,,4.0,5.0,1.0,,,,,4.0,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,0.6666666666666666,0.5,0.5,,0.25,,,1.0,1.0,1.0,0.5,1.0,,,,1.0,,,67.5,21.666666666666668,21.0,21.666666666666668,21.0,,,,,0.75,0.6666666666666666,0.6666666666666666,,,0.25,,,,,0.25,,0.4405,0.5094,,,,,6.8999999999999995,25.3,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,True
1628932-1629498-1630389-1631006-204319,1611661319,"A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell, Jewell Loyd","Wilson, Young, Evans, Bell, Loyd",1628932-1629498-1630389-1631006-204319,LVA,191.0,1,3.0,-1.0,5.0,5.0,,,,10,4.0,4.0,,,1.0,,,,4.0,5.0,,1.0,,8.0,9.0,,,,,8.0,,,,,4.0,,4.0,,4.0,,8.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,8.0,,,,1.0,1.0,,,,0.8,0.6666666666666666,0.6666666666666666,,0.16666666666666666,,,1.0,1.0,1.0,0.5,,1.0,,,1.0,,,75.39267015706807,24.8,13.4,24.8,13.4,0.6666666666666666,1.0,1.0,1.0,,,,,0.16666666666666666,,,,,,0.8333333333333334,,0.5268166666666666,,,,,,6.12,22.7,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,True
1628932-1629498-1630389-1631019-203833,1611661319,"A'ja Wilson, Jackie Young, Dana Evans, NaLyssa Smith, Chelsea Gray","Wilson, Young, Evans, Smith, Gray",1628932-1629498-1630389-1631019-203833,LVA,1309.0,8,22.0,-10.0,50.0,45.0,17.0,7.0,7.0,95,5.0,11.0,7.0,13.0,6.0,3.0,12.0,4.0,12.0,30.0,5.0,16.0,6.0,45.0,55.0,7.0,5.0,2.0,15.0,12.0,12.0,15.0,12.0,3.0,6.0,5.0,11.0,3.0,4.0,2.0,27.0,4.0,1.0,10.0,12.0,9.0,21.0,1.0,1.0,1.0,6.0,,4.0,3.0,2.0,1.0,9.0,,3.0,12.0,1.0,,11.0,2.0,9.0,3.0,5.0,33.0,15.0,17.0,,0.5,0.6,1.0,0.3125,0.3125,0.4,0.42391304347826086,0.45918367346938777,0.46875,0.34782608695652173,0.6666666666666666,0.8333333333333334,0.23529411764705882,1.0,0.8461538461538461,0.32142857142857145,0.2,0.3333333333333333,0.8888888888888888,0.6666666666666666,1.0,,0.038461538461538464,104.50725744843392,15.06,12.355555555555556,13.92,11.866666666666667,0.2391304347826087,0.45454545454545453,0.45454545454545453,0.8,0.2826086956521739,0.5384615384615384,0.5833333333333334,0.2857142857142857,0.13043478260869565,0.2608695652173913,0.25,0.2727272727272727,1.0,0.26666666666666666,0.5869565217391305,0.25,0.4763695652173913,0.49702,0.45662,0.10416666666666667,0.15625,0.3333333333333333,7.126666666666667,24.5125,0.34,2.0,4.0,,2.0,4.0,1.0,2.0,,1.0,2.0,12.0,5.0,10.0,1.0,,2.0,2.0,5.0,1.0,,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,0.2,0.5,0.6111111111111112,0.43333333333333335,0.6666666666666666,0.06666666666666667,,0.16666666666666666,1.0,0.45454545454545453,0.4444444444444444,0.5,,,0.08695652173913043,0.5,0.5,1.0,0.2222222222222222,0.5,1.0,0.26666666666666666,0.5,,0.26666666666666666,2.0,3.0,,1.0,4.0,1.0,4.0,,,,,,0.5714285714285714,0.16666666666666666,0.5,,,0.3333333333333333,0.6666666666666666,,0.06666666666666667,,,0.5,0.07692307692307693,1.0,1.0,1.0,0.0625,0.08333333333333333,1.0,,,,,,,,,,,,,,,,1611661319,2025,2025,True
1628932-1629498-1630389-1631019-204319,1611661319,"A'ja Wilson, Jackie Young, Dana Evans, NaLyssa Smith, Jewell Loyd","Wilson, Young, Evans, Smith, Loyd",1628932-1629498-1630389-1631019-204319,LVA,785.0,7,13.0,-2.0,25.0,23.0,3.0,2.0,3.0,48,4.0,7.0,1.0,4.0,2.0,4.0,7.0,1.0,5.0,13.0,5.0,8.0,1.0,26.0,28.0,3.0,1.0,,5.0,6.0,4.0,12.0,7.0,4.0,3.0,4.0,7.0,3.0,3.0,,18.0,3.0,2.0,4.0,6.0,3.0,9.0,,4.0,3.0,5.0,,3.0,2.0,2.0,,7.0,,,7.0,,1.0,5.0,,3.0,,1.0,19.0,5.0,3.0,,0.6,0.6,0.8,0.625,0.625,0.38461538461538464,0.5952380952380952,0.5909090909090909,0.8333333333333334,0.38095238095238093,0.7142857142857143,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.3,0.5,1.0,0.75,1.0,0.5,1.0,,88.05095541401273,17.0,15.652173913043478,16.0,15.391304347826088,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.75,0.19047619047619047,0.25,0.3333333333333333,,0.09523809523809523,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.75,0.3333333333333333,0.7142857142857143,0.5714285714285714,0.5076190476190476,0.52895,0.5440333333333334,0.045454545454545456,0.07142857142857142,0.19230769230769232,6.323076923076924,24.7125,0.12,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,2.0,1.0,,,,,,,1.0,1.0,0.5,0.875,0.8333333333333334,0.875,0.07692307692307693,,,,,,,,,0.047619047619047616,1.0,1.0,1.0,0.25,1.0,1.0,0.6666666666666666,0.5,1.0,0.2692307692307692,2.0,2.0,,,2.0,,,,1.0,,,,0.6666666666666666,,,,,0.5,1.0,,,,,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,True
