EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,FtPoints,SecondChanceFG2A,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,AtRimAssists,FTDefRebounds,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LongMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LostBallSteals,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,DefLongMidRangeReboundPct,BlockedLongMidRange,PtsUnassisted3s,LostBallTurnovers,Offensive Fouls Drawn,team_id,year,season,team_vs
1627672-1628267-1628273-201907-203866,1611661321,"Aerial Powers, Saniya Chong, Kaela Davis, Courtney Paris, Kayla Thornton","Powers, Chong, Davis, Paris, Thornton",1627672-1628267-1628273-201907-203866,DAL,146.0,1,2.0,-1.0,6.0,5,11,1.0,2.0,3.0,1.0,2.0,4.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,0.5,0.5,0.5,0.4,0.4,0.2,1.0,1.0,1.0,1.0,108.49315068493152,1.0,13.666666666666666,12.8,13.666666666666666,12.8,0.2,0.6,0.6666666666666666,0.6666666666666666,0.5,0.2,0.2,0.38422999999999996,14.925,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2017,2017,False
1627672-1628267-202640-203017-203849,1611661321,"Aerial Powers, Saniya Chong, Karima Christmas-Kelly, Glory Johnson, Theresa Plaisance","Powers, Chong, Christmas-Kelly, Johnson, Plaisance",1627672-1628267-202640-203017-203849,DAL,181.0,1,3.0,-2.0,7.0,6,13,1.0,1.0,1.0,3.0,2.0,5.0,3.0,5.0,7.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,,,1.0,,,,,,5.0,0.5,0.5,0.4,0.25,0.2777777777777778,0.375,0.5,0.6666666666666666,,1.0,103.42541436464089,,16.571428571428573,10.833333333333334,15.142857142857142,10.166666666666666,0.125,0.125,1.0,1.0,1.0,0.375,0.75,0.47838125,6.74,24.733333333333334,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,1.0,0.375,1.0,1.0,1.0,0.6697,0.1111111111111111,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2017,2017,False
1627672-201907-202640-203017-203400,1611661321,"Aerial Powers, Courtney Paris, Karima Christmas-Kelly, Glory Johnson, Skylar Diggins-Smith","Powers, Paris, Christmas-Kelly, Johnson, Diggins-Smith",1627672-201907-202640-203017-203400,DAL,439.0,1,7.0,-1.0,12.0,12,24,7.0,2.0,4.0,2.0,7.0,14.0,2.0,21.0,22.0,6.0,8.0,2.0,3.0,3.0,2.0,6.0,1.0,2.0,10.0,,1.0,1.0,,,,,,8.0,0.42857142857142855,0.5,0.5,0.4375,0.5526315789473685,0.125,0.3333333333333333,0.3333333333333333,,0.5,78.7243735763098,,20.833333333333332,15.75,17.583333333333332,14.166666666666666,0.4375,0.25,0.5,0.6666666666666666,1.0,0.125,0.3125,0.426184375,9.057142857142857,24.95,7.0,3.0,1.0,3.0,7.0,4.0,2.0,1.0,7.0,,8.0,,,,,4.0,,4.0,7.0,3.0,0.14285714285714285,0.3333333333333333,,1.0,,0.5,0.8888888888888888,1.0,0.5,,0.1875,0.42857142857142855,0.42857142857142855,0.25,0.461075,0.16666666666666666,0.1875,6.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,7.0,13.0,3.0,7.0,1.0,5.0,11.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,11.0,6.0,1.0,1.0,0.75,0.42857142857142855,0.75,0.375,0.9285714285714286,0.55,0.25,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,0.125,1.0,0.125,0.4207625,0.6190476190476191,0.5238095238095238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2017,2017,False
1627672-202640-203017-203400-203849,1611661321,"Aerial Powers, Karima Christmas-Kelly, Glory Johnson, Skylar Diggins-Smith, Theresa Plaisance","Powers, Christmas-Kelly, Johnson, Diggins-Smith, Plaisance",1627672-202640-203017-203400-203849,DAL,668.0,1,11.0,18.0,22.0,22,44,6.0,1.0,3.0,3.0,9.0,18.0,3.0,28.0,10.0,8.0,10.0,3.0,4.0,5.0,,11.0,7.0,12.0,14.0,,,,2.0,1.0,1.0,2.0,1.0,26.0,0.4444444444444444,0.4444444444444444,0.5,0.5,0.5833333333333334,0.14285714285714285,0.4375,0.5,0.42857142857142855,0.6666666666666666,94.8502994011976,0.5,9.818181818181818,20.545454545454547,9.454545454545455,18.59090909090909,0.2857142857142857,0.14285714285714285,0.3333333333333333,0.3333333333333333,,0.14285714285714285,0.5714285714285714,0.5071785714285715,6.672222222222222,23.933333333333334,3.0,9.0,1.0,3.0,7.0,1.0,2.0,,2.0,4.0,2.0,3.0,2.0,,,4.0,1.0,6.0,8.0,4.0,0.1111111111111111,0.1111111111111111,,0.2222222222222222,0.6666666666666666,,0.18181818181818182,0.25,,0.6666666666666666,0.42857142857142855,0.5,0.6,0.5,0.37355,0.17391304347826086,0.2,10.0,4.0,5.0,,4.0,4.0,1.0,,2.0,2.0,6.0,7.0,1.0,4.0,19.0,,3.0,1.0,,,,2.0,2.0,1.0,19.0,10.0,,1.0,,0.8571428571428571,,0.9375,0.3333333333333333,0.95,,1.0,0.3333333333333333,,0.5555555555555556,0.625,0.6,,0.5,1.0,0.125,0.5734,0.07142857142857142,0.6785714285714286,0.45454545454545453,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,,,,,,1611661321,2017,2017,False
1628273-1628277-201907-203400-203866,1611661321,"Kaela Davis, Allisha Gray, Courtney Paris, Skylar Diggins-Smith, Kayla Thornton","Davis, Gray, Paris, Diggins-Smith, Thornton",1628273-1628277-201907-203400-203866,DAL,45.0,1,1.0,2.0,1.0,2,3,,,,,1.0,1.0,,2.0,,2.0,,,1.0,1.0,,2.0,2.0,2.0,2.0,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,96.0,,6.0,19.5,6.0,19.5,,,,,,,1.0,0.6765,1.4,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2017,2017,False
1628277-201907-202640-203017-203400,1611661321,"Allisha Gray, Courtney Paris, Karima Christmas-Kelly, Glory Johnson, Skylar Diggins-Smith","Gray, Paris, Christmas-Kelly, Johnson, Diggins-Smith",1628277-201907-202640-203017-203400,DAL,162.0,1,3.0,-2.0,5.0,5,10,1.0,,,4.0,,1.0,4.0,4.0,6.0,,,4.0,,,,,1.0,2.0,4.0,,,,,,,,,4.0,,,,,0.2857142857142857,0.8,1.0,1.0,,,88.88888888888889,,18.4,14.0,15.2,13.2,0.2,,,,,0.8,0.8,0.42629,13.8,24.55,1.0,,,,4.0,,,2.0,,1.0,2.0,,,,,3.0,,3.0,4.0,1.0,,,,,1.0,0.5,0.4,,0.5,1.0,,,,,,0.16666666666666666,0.5,1.0,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,1.0,,1.0,2.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,0.5,0.2,,2.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1611661321,2017,2017,False
1628277-201907-203017-203400-203866,1611661321,"Allisha Gray, Courtney Paris, Glory Johnson, Skylar Diggins-Smith, Kayla Thornton","Gray, Paris, Johnson, Diggins-Smith, Thornton",1628277-201907-203017-203400-203866,DAL,166.0,1,3.0,-8.0,4.0,5,9,,,,2.0,1.0,1.0,2.0,3.0,11.0,2.0,,2.0,1.0,1.0,,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,3.0,1.0,1.0,1.0,0.3333333333333333,0.375,0.6666666666666666,,,,,78.07228915662651,,19.0,18.0,19.0,16.8,,,,,,0.6666666666666666,1.0,0.49889999999999995,1.5,25.05,,1.0,,,1.0,,,1.0,,,1.0,,,,,3.0,,2.0,2.0,1.0,,,,,,0.5,0.5,,0.5,,0.3333333333333333,,,,,0.25,0.5,,2.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1611661321,2017,2017,False
1628277-202640-203017-203400-203849,1611661321,"Allisha Gray, Karima Christmas-Kelly, Glory Johnson, Skylar Diggins-Smith, Theresa Plaisance","Gray, Christmas-Kelly, Johnson, Diggins-Smith, Plaisance",1628277-202640-203017-203400-203849,DAL,593.0,1,10.0,-16.0,22.0,22,44,4.0,,4.0,6.0,3.0,15.0,6.0,9.0,25.0,6.0,,6.0,3.0,3.0,,6.0,4.0,7.0,9.0,1.0,1.0,3.0,1.0,,1.0,1.0,,9.0,1.0,1.0,0.2,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.6666666666666666,0.6,1.0,0.3333333333333333,106.84654300168634,,14.681818181818182,12.272727272727273,14.272727272727273,11.590909090909092,0.19047619047619047,0.19047619047619047,,,,0.2857142857142857,0.6190476190476191,0.49073809523809525,7.426666666666667,24.650000000000002,2.0,7.0,1.0,,,1.0,3.0,,2.0,2.0,2.0,2.0,1.0,2.0,,6.0,,5.0,,,0.2,0.2857142857142857,0.6666666666666666,0.16666666666666666,0.5,,0.11764705882352941,0.25,,0.5,0.3333333333333333,,,1.0,0.6462,,,6.0,4.0,3.0,,,,3.0,,,,,2.0,3.0,,3.0,,3.0,1.0,1.0,1.0,2.0,,,,3.0,6.0,1.0,,,,,0.3,,0.3,,1.0,0.25,,0.42857142857142855,0.6,1.0,,,,0.6,0.36206,,0.3333333333333333,0.2727272727272727,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.25,,0.16666666666666666,0.16666666666666666,,,0.3333333333333333,0.16666666666666666,1.0,,3.0,2.0,1.0,1611661321,2017,2017,False
202640-203017-203400-203849-203866,1611661321,"Karima Christmas-Kelly, Glory Johnson, Skylar Diggins-Smith, Theresa Plaisance, Kayla Thornton","Christmas-Kelly, Johnson, Diggins-Smith, Plaisance, Thornton",202640-203017-203400-203849-203866,DAL,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2017,2017,False
