EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeFGM,ShortMidRangeFGA,LostBallSteals,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFGM,LongMidRangeFGA,PtsAssisted2s,TwoPtAssists,LongMidRangeAssists,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,OffTwoPtRebounds,OffTwoPtReboundPct,OffLongMidRangeReboundPct,Charge Fouls Drawn,Technical Free Throw Trips,DefLongMidRangeReboundPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,AtRimAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Loose Ball Fouls,OffShortMidRangeReboundPct,OffCorner3ReboundPct,AtRimPctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,LostBallOutOfBoundsTurnovers,PtsUnassisted3s,DefShortMidRangeReboundPct,Fg2aBlocked,ShortMidRangeAssists,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,ShortMidRangePctAssisted,SecondChanceAtRimFGA,SecondChanceFG2A,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,Offensive Fouls Drawn,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceAtRimAccuracy,StepOutOfBoundsTurnovers,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsPutbacks,SelfOReb,SecondChanceFg3Pct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,BlockedLongMidRange,BlockedShortMidRange,Corner3FGM,SecondChanceCorner3FGM,Corner3Assists,FTOffRebounds,BlockingFouls,Charge Fouls,Offensive Fouls,Blocked3s,BlockedArc3,OffFTReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,LongMidRangePctBlocked,team_id,year,season,team_vs
1628278-201056-203403-203859-204333,1611661322,"Shatori Walker-Kimbrough, Ivory Latta, Tianna Hawkins, Asia Taylor, Natasha Cloud","Walker-Kimbrough, Latta, Hawkins, Taylor, Cloud",1628278-201056-203403-203859-204333,WAS,228.0,1,4.0,4.0,7.0,7.0,7.0,7.0,2.0,14,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,10.0,6.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,10.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,8.0,10.0,7.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.8,0.8,0.7142857142857143,0.5,0.7142857142857143,0.8,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,88.42105263157895,15.428571428571429,17.142857142857142,14.0,15.0,0.2,1.0,1.0,0.8,0.5,0.5,1.0,0.2,1.0,0.8,0.5,1.0,0.5,0.55583,0.55583,0.3333333333333333,1.0,0.2,1.0,2.4,23.925,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
1628278-201056-203416-203437-203859,1611661322,"Shatori Walker-Kimbrough, Ivory Latta, Emma Meesseman, Tierra Ruffin-Pratt, Asia Taylor","Walker-Kimbrough, Latta, Meesseman, Ruffin-Pratt, Taylor",1628278-201056-203416-203437-203859,WAS,47.0,1,1.0,-2.0,2.0,2.0,2.0,2.0,,4,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,2.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.5,,,,,1.0,,,,122.55319148936171,17.0,6.5,17.0,6.5,0.5,,,0.5,,,,0.5,,0.5,,1.0,,0.439875,0.439875,,,,,2.3,27.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
1628278-202255-203416-203859-204333,1611661322,"Shatori Walker-Kimbrough, Allison Hightower, Emma Meesseman, Asia Taylor, Natasha Cloud","Walker-Kimbrough, Hightower, Meesseman, Taylor, Cloud",1628278-202255-203416-203859-204333,WAS,80.0,1,1.0,2.0,3.0,3.0,3.0,3.0,,6,1.0,1.0,1.0,1.0,,,,,2.0,2.0,,,,4.0,2.0,,,2.0,2.0,,,,4.0,4.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,4.0,4.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,108.0,5.333333333333333,21.333333333333332,5.333333333333333,21.333333333333332,0.5,1.0,1.0,,,,,0.5,1.0,,,0.5,,0.60715,0.60715,,,,1.0,3.35,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
201056-201911-202663-203416-203437,1611661322,"Ivory Latta, Kristi Toliver, Krystal Thomas, Emma Meesseman, Tierra Ruffin-Pratt","Latta, Toliver, Thomas, Meesseman, Ruffin-Pratt",201056-201911-202663-203416-203437,WAS,106.0,1,2.0,1.0,3.0,3.0,,,,6,,,,,,,,,2.0,2.0,,,1.0,5.0,4.0,,,,,,,,,2.0,,,,,1.0,,2.0,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,2.0,,1.0,,5.0,,,,,,,,1.0,,1.0,,0.8333333333333334,,,,,,1.0,,1.0,,,1.0,81.50943396226415,15.0,20.333333333333332,15.0,20.333333333333332,,,,,,,,,,,,,,0.3501,,0.3333333333333333,0.3333333333333333,,,12.55,,,,,,1.0,1.0,,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
201056-201911-203399-203416-203437,1611661322,"Ivory Latta, Kristi Toliver, Elena Delle Donne, Emma Meesseman, Tierra Ruffin-Pratt","Latta, Toliver, Delle Donne, Meesseman, Ruffin-Pratt",201056-201911-203399-203416-203437,WAS,2.0,1,,2.0,1.0,,1.0,,,1,,,,,,,,,,,,,2.0,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,1.0,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,720.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
201056-201911-203399-203416-204333,1611661322,"Ivory Latta, Kristi Toliver, Elena Delle Donne, Emma Meesseman, Natasha Cloud","Latta, Toliver, Delle Donne, Meesseman, Cloud",201056-201911-203399-203416-204333,WAS,34.0,1,1.0,-2.0,2.0,1.0,2.0,1.0,1.0,3,,,,,,,,,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,127.05882352941177,15.0,4.0,14.0,4.0,,,,,,,,,,,,,,0.39,0.39,,,,,16.1,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
201056-202255-203399-203403-203437,1611661322,"Ivory Latta, Allison Hightower, Elena Delle Donne, Tianna Hawkins, Tierra Ruffin-Pratt","Latta, Hightower, Delle Donne, Hawkins, Ruffin-Pratt",201056-202255-203399-203403-203437,WAS,110.0,1,2.0,5.0,3.0,3.0,,,,6,,,,,1.0,1.0,,,,1.0,1.0,1.0,3.0,6.0,1.0,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,2.0,,2.0,,,,,,,1.0,1.0,3.0,,3.0,,1.0,,6.0,,,,1.0,1.0,,1.0,,,0.75,,0.8333333333333334,,,0.5,,1.0,,,1.0,,,,78.54545454545455,23.666666666666668,13.0,23.666666666666668,13.0,,,,0.5,1.0,1.0,1.0,,,,,0.5,1.0,0.364725,,0.3333333333333333,0.5,,,11.8,22.6,,1.0,1.0,1.0,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
201056-202255-203399-203403-204333,1611661322,"Ivory Latta, Allison Hightower, Elena Delle Donne, Tianna Hawkins, Natasha Cloud","Latta, Hightower, Delle Donne, Hawkins, Cloud",201056-202255-203399-203403-204333,WAS,139.0,2,2.0,3.0,6.0,4.0,4.0,1.0,,10,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,3.0,1.0,2.0,2.0,9.0,6.0,,,1.0,2.0,,1.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,,1.0,,1.0,,1.0,,,,,,,1.0,2.0,1.0,1.0,2.0,,,1.0,9.0,4.0,4.0,1.0,1.0,0.5,,0.5,0.6666666666666666,0.5,0.7,0.3333333333333333,0.75,,0.5,0.4,,,1.0,,1.0,,,,103.59712230215827,10.333333333333334,19.25,10.333333333333334,19.25,0.2,1.0,1.0,0.4,0.5,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,,0.6,0.5,0.43208,0.451,,,,0.4444444444444444,11.966666666666667,23.6,0.6666666666666666,,,,1.0,1.0,,0.2,1.0,1.0,,1.0,,,,,,,,,,,0.2,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
201056-202255-203403-203416-204333,1611661322,"Ivory Latta, Allison Hightower, Tianna Hawkins, Emma Meesseman, Natasha Cloud","Latta, Hightower, Hawkins, Meesseman, Cloud",201056-202255-203403-203416-204333,WAS,340.0,2,6.0,-5.0,11.0,12.0,3.0,,2.0,23,2.0,2.0,,,,2.0,,,2.0,5.0,,4.0,3.0,7.0,12.0,2.0,2.0,,1.0,,2.0,,,2.0,,2.0,,,1.0,,2.0,1.0,3.0,,4.0,2.0,6.0,3.0,2.0,1.0,,2.0,1.0,2.0,3.0,4.0,,5.0,,2.0,,5.0,,3.0,,,,,,0.4,,0.2222222222222222,,0.3181818181818182,0.5,,0.4444444444444444,0.5,,0.75,0.25,0.6666666666666666,0.2857142857142857,,1.0,97.41176470588235,16.363636363636363,13.333333333333334,15.363636363636363,13.0,0.2222222222222222,1.0,1.0,0.2222222222222222,,,,,,,,0.6666666666666666,,0.48282777777777774,0.4617166666666667,0.18181818181818182,0.2857142857142857,0.2857142857142857,,6.82,23.8,0.2727272727272727,1.0,0.5,0.5,,3.0,1.0,0.3333333333333333,,,,,2.0,1.0,,,,,,0.5,0.5,,,,,,1.0,0.3333333333333333,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.2222222222222222,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
201056-202255-203403-203859-204333,1611661322,"Ivory Latta, Allison Hightower, Tianna Hawkins, Asia Taylor, Natasha Cloud","Latta, Hightower, Hawkins, Taylor, Cloud",201056-202255-203403-203859-204333,WAS,73.0,1,1.0,-2.0,2.0,2.0,2.0,2.0,,4,,,,,,,,,1.0,1.0,,,,2.0,4.0,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,2.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,78.9041095890411,20.0,16.5,20.0,13.0,,,,,,,,,,,,,,0.3712,0.3712,,,,1.0,14.9,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
