EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Charge Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,FG3APct,FG3APctBlocked,AtRimPctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls,BlockingFoulsDrawn,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,BlockedArc3,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,Defensive 3 Seconds Violations,PenaltyCorner3Accuracy,Arc3PctBlocked,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,team_id,year,season,team_vs
101023-1627678-1628279-201492-203026,1611661330,"Sancho Lyttle, Bria Holmes, Brittney Sykes, Matee Ajavon, Tiffany Hayes","Lyttle, Holmes, Sykes, Ajavon, Hayes",101023-1627678-1628279-201492-203026,ATL,128.0,2,2.0,-5.0,3.0,4.0,3.0,1.0,2.0,7.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0.125,0.25,0.125,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,78.75,23.666666666666668,14.25,20.666666666666668,11.75,0.3333333333333333,0.6666666666666666,0.3477666666666666,0.3652,0.3477666666666666,0.25,0.25,1.0,1.0,14.733333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,False
101023-1627678-203026-203406-204322,1611661330,"Sancho Lyttle, Bria Holmes, Tiffany Hayes, Layshia Clarendon, Elizabeth Williams","Lyttle, Holmes, Hayes, Clarendon, Williams",101023-1627678-203026-203406-204322,ATL,7323.0,16,122.0,4.0,237.0,230.0,19.0,30.0,32.0,467.0,49.0,60.0,179.0,47.0,221.0,217.0,24.0,6.0,36.0,11.0,11.0,21.0,20.0,24.0,36.0,118.0,10.0,25.0,1.0,50.0,5.0,53.0,4.0,66.0,30.0,,19.0,17.0,0.4435483870967742,0.5294117647058824,0.525,0.11173184357541899,0.20408163265306123,0.23529411764705882,0.2556390977443609,0.25,0.2,91.83121671446129,16.037974683544302,15.31304347826087,15.113924050632912,14.269565217391305,0.2237442922374429,0.273972602739726,0.48292716894977167,0.4974727272727273,0.5018153846153847,0.12345679012345678,0.1477832512315271,0.16289592760180996,0.09502262443438914,9.056983240223463,0.08016877637130802,39.0,70.0,9.0,12.0,3.0,6.0,16.0,20.0,2.0,7.0,6.0,33.0,6.0,2.0,75.0,8.0,40.0,15.0,6.0,5.0,2.0,82.0,68.0,21.0,3.0,8.0,33.0,6.0,1.0,41.0,7.0,48.0,6.0,1.0,20.0,7.0,14.0,103.0,10.0,2.0,22.0,56.0,4.0,82.0,4.0,24.0,18.0,6.0,15.0,3.0,8.0,2.0,7.0,1.0,1.0,1.0,28.0,5.0,2.0,3.0,2.0,6.0,2.0,5.0,9.0,1.0,6.0,1.0,1.0,2.0,10.0,6.0,185.0,3.0,3.0,0.5466666666666666,0.5774647887323944,0.875,0.2,0.2,0.41899441340782123,0.625,0.45454545454545453,0.3972602739726027,0.5,0.38461538461538464,0.182648401826484,0.025,0.14285714285714285,0.14285714285714285,0.6,0.6666666666666666,0.3333333333333333,0.6222222222222222,0.6666666666666666,0.3225806451612903,0.6341463414634146,0.26666666666666666,0.2962962962962963,0.5,0.5925925925925926,0.5833333333333334,0.6666666666666666,0.782608695652174,0.4,0.03508771929824561,0.6,0.319634703196347,0.5571428571428572,0.65,0.5128205128205128,0.32653061224489793,0.41025641025641024,0.4375,0.3333333333333333,0.3333333333333333,0.7,0.0319634703196347,0.2857142857142857,0.3333333333333333,0.5,0.1506849315068493,0.18181818181818182,0.18181818181818182,1.0,0.4,0.75,0.1111111111111111,0.2,0.46153846153846156,0.5,0.15384615384615385,0.502283105022831,0.18181818181818182,24.197499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,False
1627677-1627678-201477-203024-203406,1611661330,"Imani McGee-Stafford, Bria Holmes, Tamera Young, Damiris Dantas, Layshia Clarendon","McGee-Stafford, Holmes, Young, Dantas, Clarendon",1627677-1627678-201477-203024-203406,ATL,219.0,1,4.0,7.0,7.0,7.0,4.0,,2.0,14.0,2.0,1.0,6.0,3.0,13.0,6.0,1.0,1.0,3.0,3.0,1.0,5.0,,1.0,2.0,6.0,,1.0,1.0,,,3.0,,4.0,2.0,,5.0,4.0,0.8125,0.75,0.5,,,1.0,1.0,,,92.05479452054794,14.857142857142858,16.428571428571427,14.857142857142858,16.428571428571427,0.2857142857142857,0.14285714285714285,0.4389214285714286,0.6866,0.5033125,0.2857142857142857,0.3333333333333333,0.23076923076923078,0.38461538461538464,6.45,0.5714285714285714,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,,,,1.0,,1.0,5.0,,1.0,1.0,,2.0,1.0,6.0,4.0,,,2.0,1.0,,,3.0,,3.0,,,1.0,1.0,1.0,6.0,1.0,,1.0,3.0,,4.0,,,,,1.0,,1.0,,,,,,,,,,,2.0,,1.0,1.0,,1.0,,,,1.0,1.0,10.0,,1.0,0.6,0.75,,,,0.8333333333333334,1.0,0.6666666666666666,0.7142857142857143,1.0,0.5,0.14285714285714285,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.5,1.0,1.0,1.0,,,,,0.14285714285714285,,,,1.0,1.0,,,0.75,0.6666666666666666,0.25,0.5714285714285714,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,False
101023-1627677-1628279-203024-203406,1611661330,"Sancho Lyttle, Imani McGee-Stafford, Brittney Sykes, Damiris Dantas, Layshia Clarendon","Lyttle, McGee-Stafford, Sykes, Dantas, Clarendon",101023-1627677-1628279-203024-203406,ATL,240.0,1,4.0,-5.0,9.0,8.0,2.0,2.0,1.0,17.0,,3.0,6.0,,6.0,11.0,2.0,,,,,,,1.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,,,,,,,2.0,0.42857142857142855,,,,,0.3333333333333333,0.25,,,102.0,13.777777777777779,14.5,12.11111111111111,14.25,,0.42857142857142855,0.5148071428571429,0.52185,,,,,,9.65,0.2222222222222222,1.0,3.0,,1.0,,,,2.0,,,,1.0,,,3.0,,1.0,,,,,6.0,,,,,1.0,,,3.0,,3.0,,,1.0,,2.0,6.0,,,2.0,1.0,,3.0,,,,,2.0,1.0,2.0,,,,,,1.0,,,,,,,,1.0,,1.0,,,,1.0,,6.0,1.0,,1.0,1.0,,,,0.5,,,0.42857142857142855,,,0.14285714285714285,,,,0.6666666666666666,,,0.5,0.6666666666666666,,0.6,0.5,,,0.5,,,1.0,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,0.14285714285714285,,,,0.5,,,,,,,0.5714285714285714,,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,False
101023-1627677-1628279-201477-201492,1611661330,"Sancho Lyttle, Imani McGee-Stafford, Brittney Sykes, Tamera Young, Matee Ajavon","Lyttle, McGee-Stafford, Sykes, Young, Ajavon",101023-1627677-1628279-201477-201492,ATL,64.0,2,1.0,-4.0,2.0,3.0,,,,5.0,1.0,,1.0,,,4.0,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,112.5,15.0,11.333333333333334,15.0,11.333333333333334,1.0,,0.3523,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,False
101023-1627677-201477-201492-203026,1611661330,"Sancho Lyttle, Imani McGee-Stafford, Tamera Young, Matee Ajavon, Tiffany Hayes","Lyttle, McGee-Stafford, Young, Ajavon, Hayes",101023-1627677-201477-201492-203026,ATL,126.0,2,2.0,-2.0,4.0,5.0,1.0,3.0,,9.0,1.0,3.0,4.0,,,2.0,,,,1.0,,,,,,4.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,102.85714285714285,16.0,12.4,16.0,12.4,0.25,0.75,0.37505,,0.4346,,,,,13.925,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,False
101023-1627678-202680-203024-203835,1611661330,"Sancho Lyttle, Bria Holmes, Darxia Morris, Damiris Dantas, Jordan Hooper","Lyttle, Holmes, Morris, Dantas, Hooper",101023-1627678-202680-203024-203835,ATL,6.0,1,,2.0,1.0,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,1.0,,,,,,,,,240.0,6.0,,6.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,False
101023-1627678-203024-203026-203406,1611661330,"Sancho Lyttle, Bria Holmes, Damiris Dantas, Tiffany Hayes, Layshia Clarendon","Lyttle, Holmes, Dantas, Hayes, Clarendon",101023-1627678-203024-203026-203406,ATL,1374.0,12,23.0,-1.0,53.0,51.0,14.0,5.0,6.0,104.0,9.0,8.0,33.0,12.0,47.0,48.0,5.0,,3.0,8.0,7.0,15.0,7.0,3.0,6.0,23.0,6.0,11.0,3.0,9.0,1.0,18.0,,16.0,7.0,,15.0,14.0,0.5,0.21428571428571427,0.5769230769230769,0.21212121212121213,0.2222222222222222,0.14285714285714285,0.2,,,108.99563318777294,13.528301886792454,12.882352941176471,12.60377358490566,12.431372549019608,0.225,0.2,0.50920875,0.52407,0.48207500000000003,0.15555555555555556,0.18421052631578946,0.06382978723404255,0.3191489361702128,8.006060606060606,0.2641509433962264,7.0,16.0,,4.0,2.0,4.0,4.0,2.0,,,3.0,7.0,2.0,2.0,13.0,3.0,7.0,,2.0,4.0,2.0,16.0,10.0,6.0,3.0,,7.0,3.0,,8.0,2.0,10.0,2.0,,5.0,2.0,1.0,22.0,2.0,1.0,7.0,10.0,,17.0,,7.0,7.0,,5.0,2.0,3.0,,2.0,,1.0,,4.0,2.0,2.0,2.0,1.0,2.0,,2.0,1.0,,1.0,,,,1.0,1.0,44.0,,2.0,0.6153846153846154,0.6153846153846154,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.3939393939393939,,0.5,0.4375,0.21428571428571427,0.4,0.175,,0.25,,0.45454545454545453,,0.5,0.7692307692307693,0.875,0.5,0.8095238095238095,0.3,0.5,,0.6666666666666666,0.8,0.8,0.8333333333333334,1.0,,1.0,0.4,0.4375,0.5833333333333334,0.7142857142857143,0.4444444444444444,0.5714285714285714,0.5,0.25,0.2857142857142857,0.5,,,,,0.175,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5714285714285714,,,0.2857142857142857,0.4,0.5,0.2,0.575,0.42857142857142855,23.571428571428573,1.0,1.0,0.5,0.125,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,False
101023-1627678-203024-203406-204322,1611661330,"Sancho Lyttle, Bria Holmes, Damiris Dantas, Layshia Clarendon, Elizabeth Williams","Lyttle, Holmes, Dantas, Clarendon, Williams",101023-1627678-203024-203406-204322,ATL,30.0,1,,,1.0,2.0,,,,3.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,144.0,15.0,7.5,15.0,7.5,,,0.4847,,,,,,,2.7,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,False
101023-1627680-1628279-203026-203406,1611661330,"Sancho Lyttle, Rachel Hollivay, Brittney Sykes, Tiffany Hayes, Layshia Clarendon","Lyttle, Hollivay, Sykes, Hayes, Clarendon",101023-1627680-1628279-203026-203406,ATL,130.0,2,2.0,3.0,5.0,5.0,,5.0,,10.0,2.0,1.0,4.0,,6.0,3.0,,,,,,,,,,1.0,1.0,1.0,,2.0,,1.0,,,,,,,0.75,,,,,,,,,110.76923076923077,11.6,14.4,11.6,14.4,0.5,0.25,0.4169,,,,,,,9.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,3.0,,,,,,,6.0,,,,,,,,3.0,,3.0,,,1.0,1.0,1.0,6.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,6.0,1.0,,1.0,1.0,,,,0.75,,,0.75,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,0.25,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,False
