EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,FTOffRebounds,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls Drawn,BlockingFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,Clear Path Fouls,team_id,year,season,team_vs
1627673-1627675-203015-203410-203826,1611661323,"Jonquel Jones, Courtney Williams, Shekinna Stricklen, Alex Bentley, Alyssa Thomas","Jones, Williams, Stricklen, Bentley, Thomas",1627673-1627675-203015-203410-203826,CON,3673.0,11,61.0,16.0,130.0,129.0,35.0,31.0,10.0,259.0,29.0,40.0,3.0,3.0,7.0,8.0,3.0,20.0,7.0,19.0,1.0,5.0,1.0,3.0,19.0,3.0,1.0,3.0,39.0,79.0,4.0,24.0,33.0,123.0,107.0,4.0,5.0,3.0,8.0,10.0,17.0,1.0,4.0,16.0,39.0,38.0,40.0,9.0,3.0,2.0,19.0,3.0,5.0,19.0,3.0,22.0,2.0,1.0,15.0,1.0,3.0,47.0,2.0,9.0,22.0,35.0,1.0,58.0,11.0,69.0,2.0,16.0,9.0,7.0,13.0,6.0,9.0,2.0,7.0,1.0,22.0,3.0,4.0,11.0,3.0,32.0,2.0,2.0,1.0,28.0,2.0,1.0,40.0,5.0,2.0,15.0,7.0,12.0,5.0,1.0,6.0,12.0,8.0,1.0,115.0,33.0,32.0,3.0,4.0,0.48717948717948717,0.5,0.75,0.16666666666666666,0.25,0.16666666666666666,0.4936708860759494,0.8,0.5882352941176471,0.4368932038834951,0.5,0.5476190476190477,0.5041666666666667,0.5,0.6290322580645161,0.23300970873786409,0.06329113924050633,0.05,0.15,0.5909090909090909,0.5,0.7142857142857143,0.23684210526315788,0.8461538461538461,0.10526315789473684,0.76,0.19298245614035087,0.2727272727272727,0.3125,0.09090909090909091,0.13333333333333333,0.8,0.631578947368421,0.7333333333333333,0.8181818181818182,1.0,0.038461538461538464,101.540974680098,0.6666666666666666,11.846153846153847,16.53488372093023,11.476923076923077,15.356589147286822,0.3883495145631068,0.725,0.7631578947368421,0.5172413793103449,0.1941747572815534,0.15,0.17647058823529413,0.3333333333333333,0.18446601941747573,0.3684210526315789,0.3684210526315789,0.42857142857142855,0.04854368932038835,0.2,0.2,1.0,0.18446601941747573,0.15789473684210525,0.15789473684210525,0.6666666666666666,0.375,1.0,0.6666666666666666,0.375,0.38095238095238093,0.875,0.047619047619047616,0.14285714285714285,0.3333333333333333,0.6213592233009708,0.15789473684210525,0.5012607843137254,0.46650625,0.4623575,0.13274336283185842,0.16853932584269662,0.06504065040650407,0.3170731707317073,7.574683544303797,23.974999999999998,0.2692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,False
1627673-1627675-202662-203015-203826,1611661323,"Jonquel Jones, Courtney Williams, Jasmine Thomas, Shekinna Stricklen, Alyssa Thomas","Jones, Williams, Thomas, Stricklen, Thomas",1627673-1627675-202662-203015-203826,CON,21110.0,27,352.0,70.0,707.0,702.0,95.0,61.0,97.0,1409.0,162.0,257.0,35.0,60.0,15.0,24.0,42.0,121.0,46.0,127.0,8.0,17.0,,47.0,117.0,9.0,6.0,18.0,250.0,505.0,55.0,134.0,127.0,792.0,722.0,49.0,87.0,11.0,142.0,26.0,45.0,6.0,18.0,50.0,120.0,242.0,258.0,144.0,21.0,50.0,117.0,47.0,36.0,121.0,48.0,169.0,40.0,8.0,82.0,21.0,18.0,386.0,20.0,93.0,62.0,188.0,10.0,260.0,114.0,374.0,9.0,65.0,45.0,20.0,60.0,49.0,49.0,7.0,11.0,5.0,109.0,6.0,13.0,61.0,3.0,126.0,5.0,13.0,8.0,166.0,19.0,6.0,168.0,16.0,1.0,67.0,26.0,33.0,23.0,,10.0,33.0,21.0,3.0,650.0,111.0,88.0,2.0,14.0,0.484,0.5377777777777778,0.8727272727272727,0.41044776119402987,0.3333333333333333,0.41044776119402987,0.49504950495049505,0.5632183908045977,0.5777777777777777,0.5203442879499217,0.5918367346938775,0.5555555555555556,0.5523743016759777,0.6396396396396397,0.6521739130434783,0.20970266040688576,0.07128712871287128,0.10116731517509728,0.06611570247933884,0.5504587155963303,0.9090909090909091,0.7704918032786885,0.3661417322834646,0.7209302325581395,0.2631578947368421,0.7575757575757576,0.3424242424242424,0.4,0.3924050632911392,0.3,0.26865671641791045,0.7341772151898734,0.810126582278481,0.7674418604651163,0.7142857142857143,0.75,0.030612244897959183,96.11369019422075,0.6363636363636364,14.338048090523339,15.631054131054132,13.707213578500708,14.991452991452991,0.40219092331768386,0.6303501945525292,0.7012987012987013,0.5061728395061729,0.18935837245696402,0.34710743801652894,0.37168141592920356,0.5,0.19874804381846636,0.36220472440944884,0.368,0.391304347826087,0.026604068857589983,0.47058823529411764,0.47058823529411764,1.0,0.18309859154929578,0.4017094017094017,0.4017094017094017,0.851063829787234,0.6122448979591837,0.5833333333333334,0.08571428571428572,0.09183673469387756,0.38095238095238093,0.625,,0.2857142857142857,0.3333333333333333,0.6118935837245696,0.4017094017094017,0.49683012519561814,0.5225208333333333,0.48637619047619046,0.09710144927536232,0.12050359712230216,0.17929292929292928,0.15151515151515152,7.288712871287129,24.056716417910447,0.13437057991513437,1.0,2.0,5.0,6.0,26.0,1.0,14.0,2.0,4.0,5.0,0.5454545454545454,0.015748031496062992,0.058823529411764705,0.2222222222222222,0.02040816326530612,0.5,1.0,0.5555555555555556,0.8,,,,,,,,,,,,,1611661323,2017,2017,False
1627670-1627671-1627673-202653-203410,1611661323,"Morgan Tuck, Rachel Banham, Jonquel Jones, Kayla Pedersen, Alex Bentley","Tuck, Banham, Jones, Pedersen, Bentley",1627670-1627671-1627673-202653-203410,CON,296.0,2,5.0,7.0,10.0,10.0,3.0,3.0,1.0,20.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,,1.0,,,,1.0,1.0,,,,6.0,9.0,1.0,1.0,1.0,16.0,9.0,1.0,2.0,,2.0,2.0,4.0,,,1.0,5.0,8.0,4.0,3.0,,2.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,,3.0,1.0,,11.0,,2.0,,3.0,,3.0,2.0,5.0,,2.0,2.0,,,,2.0,,,1.0,2.0,,1.0,1.0,,3.0,,,,2.0,,,1.0,1.0,,1.0,,,,,,,,,14.0,5.0,3.0,,,0.6666666666666666,0.8,1.0,1.0,,1.0,0.6666666666666666,0.5,0.5,0.75,0.5,0.5,0.8,0.5,0.625,0.1,0.1111111111111111,,0.3333333333333333,,,1.0,0.6666666666666666,,,1.0,0.6666666666666666,,1.0,,,1.0,,,,,,97.29729729729729,,11.7,17.9,11.0,17.9,0.5,1.0,1.0,0.6,0.3,0.3333333333333333,0.5,1.0,0.1,,,,,,,,0.1,1.0,1.0,1.0,0.5,1.0,,,0.5,1.0,,,,0.6,1.0,0.527695,0.5295,0.466125,0.1,0.1111111111111111,0.125,0.3125,6.144444444444444,24.0,0.3,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,False
1627670-1627671-1627673-203015-203410,1611661323,"Morgan Tuck, Rachel Banham, Jonquel Jones, Shekinna Stricklen, Alex Bentley","Tuck, Banham, Jones, Stricklen, Bentley",1627670-1627671-1627673-203015-203410,CON,382.0,4,6.0,1.0,11.0,13.0,3.0,,1.0,24.0,3.0,3.0,1.0,1.0,2.0,2.0,,,1.0,2.0,,,,1.0,6.0,,,,4.0,5.0,1.0,6.0,1.0,12.0,11.0,1.0,1.0,,3.0,3.0,3.0,,,,6.0,,8.0,,3.0,2.0,6.0,1.0,,,,,,,,,,,1.0,,1.0,5.0,,6.0,1.0,7.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,1.0,,3.0,,,,2.0,,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,9.0,6.0,3.0,,,,,,0.16666666666666666,,0.16666666666666666,0.8,1.0,1.0,0.5,1.0,1.0,0.5454545454545454,1.5,1.0,0.5454545454545454,,,,1.0,,0.8333333333333334,,1.0,0.2,0.8571428571428571,0.16666666666666666,,,,0.2,1.0,1.0,0.5,1.0,,0.16666666666666666,90.47120418848168,1.0,15.545454545454545,16.23076923076923,15.454545454545455,16.0,0.2727272727272727,1.0,1.0,,,,,,0.18181818181818182,0.5,0.5,,,,,,0.5454545454545454,0.16666666666666666,0.16666666666666666,,1.0,1.0,,,0.6666666666666666,1.0,,,,0.8181818181818182,0.16666666666666666,0.5446090909090909,,0.6488666666666667,0.09090909090909091,0.2,0.25,0.5,7.88,24.25,0.2727272727272727,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,False
1627670-1627671-1627673-203015-203826,1611661323,"Morgan Tuck, Rachel Banham, Jonquel Jones, Shekinna Stricklen, Alyssa Thomas","Tuck, Banham, Jones, Stricklen, Thomas",1627670-1627671-1627673-203015-203826,CON,84.0,1,1.0,-1.0,3.0,4.0,,,1.0,7.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,2.0,1.0,,,1.0,,2.0,,,1.0,1.0,1.0,,,,3.0,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.5,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,120.00000000000001,,10.333333333333334,13.25,10.333333333333334,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6847,,,0.5,0.5,1.0,,1.2,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,False
1627670-1627671-1628280-202653-203410,1611661323,"Morgan Tuck, Rachel Banham, Brionna Jones, Kayla Pedersen, Alex Bentley","Tuck, Banham, Jones, Pedersen, Bentley",1627670-1627671-1628280-202653-203410,CON,433.0,3,7.0,,15.0,15.0,12.0,6.0,2.0,30.0,1.0,3.0,,,1.0,3.0,1.0,1.0,,,2.0,4.0,3.0,,3.0,,,2.0,2.0,4.0,2.0,7.0,6.0,16.0,16.0,,,1.0,5.0,1.0,3.0,1.0,5.0,6.0,11.0,2.0,2.0,6.0,,,3.0,,1.0,1.0,2.0,3.0,,2.0,1.0,,,8.0,2.0,,1.0,3.0,,4.0,2.0,6.0,,1.0,,1.0,2.0,1.0,1.0,,1.0,,3.0,,3.0,,,2.0,,,,4.0,1.0,,6.0,,,,3.0,,,,,,,,11.0,11.0,12.0,,3.0,0.5,0.5,1.0,0.2857142857142857,0.2,0.2857142857142857,0.5,,0.3333333333333333,0.45454545454545453,1.5,0.3125,0.5714285714285714,1.25,0.5,0.6363636363636364,0.25,0.3333333333333333,,0.6666666666666666,,1.0,,0.5,0.4,0.8,0.2857142857142857,,,,0.6666666666666666,,1.0,1.0,0.5,,,99.7690531177829,,15.466666666666667,13.4,15.133333333333333,13.2,0.2727272727272727,0.3333333333333333,0.5,1.0,0.09090909090909091,1.0,1.0,,,,,,0.36363636363636365,0.5,0.5,1.0,0.2727272727272727,,,,,,,,0.375,0.3333333333333333,0.375,0.25,,0.9090909090909091,,0.40952272727272726,,0.38536875,,,0.3125,0.6875,3.95,24.485714285714288,0.8,1.0,1.0,,1.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,0.3333333333333333,,,,,,,,,,,1611661323,2017,2017,False
1627670-1627671-1628280-203041-203410,1611661323,"Morgan Tuck, Rachel Banham, Brionna Jones, Lynetta Kizer, Alex Bentley","Tuck, Banham, Jones, Kizer, Bentley",1627670-1627671-1628280-203041-203410,CON,170.0,1,3.0,1.0,6.0,5.0,,5.0,2.0,11.0,,2.0,,,,,1.0,1.0,,2.0,1.0,2.0,,,1.0,,,,1.0,5.0,1.0,3.0,,5.0,4.0,,1.0,1.0,,,,,,,,2.0,,3.0,,,1.0,,,1.0,1.0,2.0,,1.0,,1.0,,5.0,1.0,1.0,1.0,,1.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,5.0,,,3.0,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.2,,,0.3125,,,0.3125,,,0.375,,,,,1.0,,0.25,1.0,0.5,1.0,0.3333333333333333,,,0.5,1.0,,,,1.0,,,93.17647058823529,,19.333333333333332,10.8,14.666666666666666,10.8,0.25,,,,0.125,1.0,1.0,1.0,0.25,,,,0.25,0.5,0.5,1.0,0.125,,,,,,,,,,,,,0.625,,0.49923125,0.3776,,,,,,10.120000000000001,23.166666666666668,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,1611661323,2017,2017,False
1627670-1627671-202634-203041-203410,1611661323,"Morgan Tuck, Rachel Banham, Danielle Adams, Lynetta Kizer, Alex Bentley","Tuck, Banham, Adams, Kizer, Bentley",1627670-1627671-202634-203041-203410,CON,191.0,2,3.0,-9.0,6.0,7.0,,6.0,,13.0,3.0,4.0,,1.0,,,,1.0,,1.0,,1.0,,,,,,,3.0,6.0,,1.0,,6.0,15.0,,1.0,,,,,,,,,6.0,,,,,,,1.0,3.0,,3.0,,,3.0,,,6.0,,2.0,,,,,2.0,2.0,,,,,1.0,,,,1.0,,1.0,,,2.0,,3.0,,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,6.0,,,1.0,,1.0,1.0,,,,,0.5,,,0.42857142857142855,,,0.42857142857142855,,,0.14285714285714285,0.16666666666666666,,1.0,1.0,,,0.6666666666666666,,,,0.5,1.0,1.0,,,,,,,,,98.01047120418849,,19.666666666666668,10.428571428571429,19.5,8.142857142857142,0.5714285714285714,0.75,0.75,1.0,0.14285714285714285,,,,0.14285714285714285,,,,0.14285714285714285,,,,,,,,1.0,,,,,,,,,0.7142857142857143,,0.5321,0.6495,,0.14285714285714285,0.16666666666666666,,,4.95,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,False
1627670-1627671-202653-203410-203826,1611661323,"Morgan Tuck, Rachel Banham, Kayla Pedersen, Alex Bentley, Alyssa Thomas","Tuck, Banham, Pedersen, Bentley, Thomas",1627670-1627671-202653-203410-203826,CON,156.0,2,3.0,-4.0,7.0,8.0,3.0,3.0,,15.0,,2.0,,,,,,,1.0,3.0,,,,,,,,,1.0,5.0,,,2.0,4.0,8.0,,,,,,2.0,,,2.0,2.0,,2.0,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,1.0,1.0,,1.0,,,,1.0,,1.0,,,2.0,,3.0,,,,1.0,,,2.0,,,1.0,,,,,,,,,4.0,2.0,3.0,1.0,,,,,,,,0.2,,,0.2,,,0.3333333333333333,,0.3333333333333333,,0.2,0.5,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,,,138.46153846153845,,11.571428571428571,9.375,11.571428571428571,9.375,0.4,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,0.4,,0.43434,,0.36865,0.16666666666666666,0.16666666666666666,,0.5,11.08,,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,False
1627670-1627675-1628280-203041-203410,1611661323,"Morgan Tuck, Courtney Williams, Brionna Jones, Lynetta Kizer, Alex Bentley","Tuck, Williams, Jones, Kizer, Bentley",1627670-1627675-1628280-203041-203410,CON,382.0,2,6.0,,13.0,13.0,4.0,4.0,1.0,26.0,2.0,4.0,,1.0,1.0,1.0,,,2.0,4.0,,,,,2.0,,,,4.0,8.0,,2.0,6.0,14.0,14.0,,1.0,,,2.0,3.0,,,2.0,6.0,2.0,6.0,,,,2.0,,,1.0,,1.0,,,,,1.0,2.0,1.0,,2.0,1.0,1.0,4.0,1.0,5.0,,2.0,2.0,,1.0,,,,1.0,,1.0,,,3.0,,3.0,,,,4.0,,,7.0,,1.0,3.0,,,,,,,,,14.0,6.0,4.0,,,0.25,0.25,,,,,0.5,,0.6666666666666666,0.4,,0.6666666666666666,0.5,,0.75,0.2,,,,1.0,1.0,0.5,,0.6666666666666666,0.5,0.6,0.16666666666666666,,,,0.5,,,1.0,0.6666666666666666,,,98.01047120418849,,13.076923076923077,16.307692307692307,12.76923076923077,14.846153846153847,0.4,0.5,0.5,,,,,,0.4,0.5,0.5,0.5,,,,,0.2,,,,1.0,,,,0.3333333333333333,1.0,,,,0.6,,0.436195,,0.4119333333333333,0.23076923076923078,0.2727272727272727,,0.42857142857142855,9.725,23.75,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,False
