EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,Points,SecondChanceFG3A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,Loose Ball Fouls Drawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,OpponentPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,LiveBallTurnoverPct,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,FG3M,FtPoints,SecondChanceFG3M,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,DefThreePtRebounds,FTDefRebounds,FTA,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted2s,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,OffThreePtReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,Offensive Fouls,BlockingFoulsDrawn,Fg2aBlocked,LostBallTurnovers,Travels,BlockingFouls,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,OffArc3ReboundPct,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,Charge Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefCorner3ReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyTurnovers,PenaltyFtPoints,HeaveAttempts,Charge Fouls Drawn,ShortMidRangePctBlocked,2pt And 1 Free Throw Trips,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceFtPoints,PtsUnassisted3s,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,PenaltyCorner3FGM,NonShootingFoulsDrawn,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,FTOffRebounds,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,BlockedLongMidRange,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1627671-1628280-203015-203041-203410,1611661323,"Rachel Banham, Brionna Jones, Shekinna Stricklen, Lynetta Kizer, Alex Bentley","Banham, Jones, Stricklen, Kizer, Bentley",1627671-1628280-203015-203041-203410,CON,118.0,1,2.0,2.0,3.0,3.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.2,0.2,0.4,1.0,1.0,0.75,0.5,1.0,1.0,1.0,1.0,73.22033898305085,20.0,19.333333333333332,15.0,16.0,0.4,0.5,0.5,1.0,0.2,0.4,1.0,0.8,0.54554,0.58785,7.033333333333334,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,True
1627670-1627671-1627673-202662-203015,1611661323,"Morgan Tuck, Rachel Banham, Jonquel Jones, Jasmine Thomas, Shekinna Stricklen","Tuck, Banham, Jones, Thomas, Stricklen",1627670-1627671-1627673-202662-203015,CON,37.0,1,1.0,-6.0,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.75675675675676,13.0,12.0,13.0,12.0,,,,,,,,,,,,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,True
1627670-1627671-1627673-202653-202662,1611661323,"Morgan Tuck, Rachel Banham, Jonquel Jones, Kayla Pedersen, Jasmine Thomas","Tuck, Banham, Jones, Pedersen, Thomas",1627670-1627671-1627673-202653-202662,CON,32.0,1,1.0,-2.0,1.0,1.0,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,20.0,12.0,20.0,12.0,1.0,,,,,,,1.0,0.3691,,3.4,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,True
1627671-1627675-202653-203015-203826,1611661323,"Rachel Banham, Courtney Williams, Kayla Pedersen, Shekinna Stricklen, Alyssa Thomas","Banham, Williams, Pedersen, Stricklen, Thomas",1627671-1627675-202653-203015-203826,CON,285.0,3,5.0,9.0,8.0,8.0,1.0,16.0,1.0,1.0,2.0,1.0,1.0,3.0,7.0,2.0,13.0,1.0,6.0,1.0,3.0,5.0,1.0,12.0,2.0,2.0,5.0,2.0,7.0,3.0,,10.0,1.0,1.0,0.42857142857142855,0.6666666666666666,0.65,0.2222222222222222,1.0,0.5,1.0,0.5,,0.5,,,80.84210526315789,19.125,16.5,18.0,16.5,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.1111111111111111,1.0,0.3333333333333333,0.4063555555555556,0.58605,11.142857142857142,23.55,4.0,,,,1.0,1.0,,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,0.5,1.0,1.0,0.4444444444444444,0.5,0.5,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.125,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,True
1627675-202653-202662-203410-203826,1611661323,"Courtney Williams, Kayla Pedersen, Jasmine Thomas, Alex Bentley, Alyssa Thomas","Williams, Pedersen, Thomas, Bentley, Thomas",1627675-202653-202662-203410-203826,CON,288.0,2,5.0,-3.0,10.0,10.0,3.0,20.0,3.0,4.0,4.0,2.0,1.0,4.0,8.0,3.0,11.0,1.0,2.0,2.0,1.0,2.0,,5.0,3.0,3.0,3.0,4.0,7.0,1.0,,9.0,0.25,0.3333333333333333,0.5,0.5,0.5,0.2727272727272727,0.75,0.75,0.75,0.6666666666666666,1.0,0.6666666666666666,,1.0,100.0,18.3,10.5,16.1,10.3,0.36363636363636365,0.75,0.75,,0.36363636363636365,0.18181818181818182,0.3333333333333333,0.6363636363636364,0.5154000000000001,0.6369,9.4125,23.833333333333332,14.0,2.0,2.0,3.0,,2.0,0.6666666666666666,,,,1.0,1.0,,1.0,,,2.0,3.0,1.0,1.0,1.0,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.5,,,,,,0.09090909090909091,,,,0.5,0.5,1.0,,,0.5,,,0.18181818181818182,4.0,1.0,2.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.25,0.25,1.0,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,True
1627670-1627671-1627673-203015-203826,1611661323,"Morgan Tuck, Rachel Banham, Jonquel Jones, Shekinna Stricklen, Alyssa Thomas","Tuck, Banham, Jones, Stricklen, Thomas",1627670-1627671-1627673-203015-203826,CON,84.0,1,1.0,1.0,4.0,3.0,1.0,7.0,,,1.0,,,,1.0,,2.0,,,,,,,,1.0,,,1.0,1.0,1.0,,2.0,,,,,0.5,,,1.0,,1.0,,1.0,,,120.00000000000001,13.25,10.333333333333334,11.0,10.333333333333334,,,,,1.0,,,,0.3528,,18.0,,1.0,1.0,1.0,3.0,1.0,3.0,0.3333333333333333,,,,,,,,2.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,True
1627670-1627671-1627675-1628280-203410,1611661323,"Morgan Tuck, Rachel Banham, Courtney Williams, Brionna Jones, Alex Bentley","Tuck, Banham, Williams, Jones, Bentley",1627670-1627671-1627675-1628280-203410,CON,395.0,2,7.0,-2.0,15.0,16.0,3.0,31.0,4.0,8.0,1.0,1.0,,6.0,12.0,1.0,14.0,,10.0,1.0,5.0,5.0,3.0,10.0,2.0,5.0,6.0,3.0,9.0,3.0,,14.0,0.8333333333333334,0.8333333333333334,0.5,0.46153846153846156,0.4666666666666667,0.07692307692307693,0.8333333333333334,0.3333333333333333,0.8571428571428571,0.42857142857142855,0.5,,0.5,1.0,113.0126582278481,14.133333333333333,11.4375,13.0,11.375,0.6153846153846154,0.5,0.5714285714285714,0.75,0.07692307692307693,0.07692307692307693,,0.6923076923076923,0.5062,0.385,4.658333333333333,24.8,16.0,1.0,,3.0,1.0,1.0,0.3333333333333333,1.0,3.0,,,,,,2.0,,,,,,,,1.0,1.0,,4.0,2.0,,,,,,,,1.0,,1.0,1.0,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,0.13333333333333333,0.14285714285714285,,5.0,,1.0,1.0,,3.0,2.0,,1.0,1.0,,1.0,2.0,,,,,1.0,,,1.0,1.0,1.0,0.3333333333333333,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,True
1627670-1627671-1628280-202653-202662,1611661323,"Morgan Tuck, Rachel Banham, Brionna Jones, Kayla Pedersen, Jasmine Thomas","Tuck, Banham, Jones, Pedersen, Thomas",1627670-1627671-1628280-202653-202662,CON,54.0,1,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,0.5,,1.0,,1.0,,,,,,53.33333333333333,38.0,16.0,38.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,True
1627670-1627671-1628280-202653-203410,1611661323,"Morgan Tuck, Rachel Banham, Brionna Jones, Kayla Pedersen, Alex Bentley","Tuck, Banham, Jones, Pedersen, Bentley",1627670-1627671-1628280-202653-203410,CON,433.0,3,7.0,,15.0,15.0,2.0,30.0,2.0,3.0,4.0,4.0,,5.0,9.0,4.0,16.0,,2.0,4.0,1.0,3.0,,8.0,,2.0,5.0,1.0,6.0,2.0,,16.0,0.2,0.2,0.5555555555555556,0.6153846153846154,0.6153846153846154,0.3076923076923077,1.0,,0.7142857142857143,0.2,,,,,99.7690531177829,13.4,15.466666666666667,13.2,15.133333333333333,0.23076923076923078,0.6666666666666666,0.6666666666666666,,0.3076923076923077,0.3076923076923077,,0.5384615384615384,0.4800846153846154,,9.955555555555556,23.6,16.0,1.0,,3.0,,4.0,0.3333333333333333,1.0,2.0,,,2.0,,2.0,,,,6.0,2.0,2.0,2.0,,,3.0,,,,1.0,0.5,,0.5,,,,0.6,,1.0,0.3333333333333333,0.15384615384615385,0.5,0.5,,,,,,0.5,0.5,1.0,,,0.5,,,,12.0,,,2.0,,1.0,8.0,,1.0,1.0,,1.0,2.0,1.0,1.0,3.0,,0.5,,,0.5,0.5,0.5,,,2.0,1.0,1.0,,,,,1.0,,1.0,,,,0.5,6.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,1.0,0.6,0.75,0.75,1.0,1.0,0.3333333333333333,0.5,0.16666666666666666,1.0,0.36870833333333336,0.5625,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,True
1627670-1627671-202653-202662-203410,1611661323,"Morgan Tuck, Rachel Banham, Kayla Pedersen, Jasmine Thomas, Alex Bentley","Tuck, Banham, Pedersen, Thomas, Bentley",1627670-1627671-202653-202662-203410,CON,243.0,1,4.0,4.0,7.0,8.0,1.0,15.0,2.0,3.0,,1.0,,2.0,5.0,1.0,9.0,,,1.0,,1.0,,3.0,1.0,5.0,5.0,1.0,6.0,1.0,,7.0,,,0.4,0.5833333333333334,0.6428571428571429,0.16666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,,,1.0,1.0,88.88888888888889,18.571428571428573,14.125,18.571428571428573,14.125,0.5,0.6666666666666666,0.6666666666666666,,,0.16666666666666666,,0.6666666666666666,0.5001833333333333,0.5944,6.32,23.0,5.0,1.0,1.0,1.0,,,1.0,,2.0,,,1.0,,1.0,2.0,,2.0,3.0,1.0,1.0,1.0,,,,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,0.5,1.0,,0.3333333333333333,,,,,,,,1.0,1.0,1.0,,,1.0,0.14285714285714285,0.16666666666666666,0.2222222222222222,,1.0,1.0,,1.0,1.0,4.0,2.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,6.0,2.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,7.0,,,,,,7.0,6.0,1.0,0.4,0.5833333333333334,0.5833333333333334,,,0.5,0.6666666666666666,0.16666666666666666,1.0,0.5001833333333333,0.7777777777777778,0.8571428571428571,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2017,2017,True
