EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,HeaveAttempts,Fg3aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,NonHeaveArc3FGA,AtRimFGA,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,FoulsDrawn,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFGM,FtPoints,OpponentPoints,PtsUnassisted2s,LostBallTurnovers,ShootingFouls,BlockingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,AtRimFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,AtRimAssists,ShortMidRangeAssists,DeadBallTurnovers,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyFtPoints,SecondChanceTurnovers,Charge Fouls,Technical Free Throw Trips,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGA,OffThreePtRebounds,Loose Ball Fouls Drawn,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,PtsPutbacks,BlockedAtRim,SecondChanceAtRimAccuracy,SecondChanceFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,BadPassOutOfBoundsTurnovers,SecondChanceArc3FGA,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,SecondChanceArc3Frequency,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LostBallSteals,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,SelfOReb,Loose Ball Fouls,BlockingFoulsDrawn,OffLongMidRangeReboundPct,SelfORebPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,OffCorner3ReboundPct,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,NonShootingPenaltyNonTakeFouls,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,StepOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,DefCorner3ReboundPct,Charge Fouls Drawn,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Blocked3s,BlockedArc3,team_id,year,season,team_vs
100888-100915-100944-100952-201904,1611661324,"Plenette Pierson, Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Renee Montgomery","Pierson, Whalen, Brunson, Perkins, Montgomery",100888-100915-100944-100952-201904,MIN,100.0,1,2.0,2.0,3.0,4.0,3.0,4.0,7,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.8,1.0,17.333333333333332,12.0,17.333333333333332,12.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3183,0.3183,1.0,13.4,62.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100915-100944-1628508-202632,1611661324,"Plenette Pierson, Lindsay Whalen, Rebekkah Brunson, Cecilia Zandalasini, Maya Moore","Pierson, Whalen, Brunson, Zandalasini, Moore",100888-100915-100944-1628508-202632,MIN,8.0,1,,,1.0,,1.0,,1,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,180.0,,6.0,,6.0,,,,,,,1.0,1.0,1.0,0.2895,0.2895,,,23.8,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100915-100952-200671-201480,1611661324,"Plenette Pierson, Lindsay Whalen, Jia Perkins, Seimone Augustus, Sylvia Fowles","Pierson, Whalen, Perkins, Augustus, Fowles",100888-100915-100952-200671-201480,MIN,89.0,1,1.0,,2.0,3.0,,,5,,,1.0,,,,3.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,80.89887640449437,,20.5,16.0,20.5,16.0,,0.3333333333333333,,,,,,0.6666666666666666,0.45163333333333333,,,6.7,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100915-100952-201480-202632,1611661324,"Plenette Pierson, Lindsay Whalen, Jia Perkins, Sylvia Fowles, Maya Moore","Pierson, Whalen, Perkins, Fowles, Moore",100888-100915-100952-201480-202632,MIN,187.0,2,3.0,3.0,6.0,6.0,2.0,2.0,12,2.0,1.0,1.0,,,3.0,4.0,,8.0,1.0,1.0,,2.0,2.0,,,1.0,1.0,1.0,2.0,3.0,,4.0,4.0,1.0,,1.0,1.0,,,,,8.0,2.0,2.0,0.3333333333333333,0.3333333333333333,0.75,1.0,0.75,1.0,0.8,1.0,,,,1.0,,0.75,0.8,1.0,1.0,,92.40641711229947,,14.666666666666666,16.5,14.666666666666666,15.833333333333334,0.5,0.25,1.0,1.0,1.0,,,0.25,0.373575,0.3799,0.25,10.4,,0.3333333333333333,,1.0,,,1.0,,,,3.0,,,,,1.0,,,1.0,0.25,2.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100915-100952-202632-203827,1611661324,"Plenette Pierson, Lindsay Whalen, Jia Perkins, Maya Moore, Natasha Howard","Pierson, Whalen, Perkins, Moore, Howard",100888-100915-100952-202632-203827,MIN,14.0,1,,,,1.0,,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.85714285714286,,,14.0,,14.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100915-200671-201480-202632,1611661324,"Plenette Pierson, Lindsay Whalen, Seimone Augustus, Sylvia Fowles, Maya Moore","Pierson, Whalen, Augustus, Fowles, Moore",100888-100915-200671-201480-202632,MIN,193.0,3,3.0,-1.0,6.0,6.0,,,12,3.0,,,1.0,,3.0,4.0,1.0,6.0,,,,,4.0,,,2.0,2.0,,4.0,2.0,,2.0,2.0,,,1.0,,,,,,4.0,,,0.6666666666666666,0.6666666666666666,0.75,,0.6,,0.6,,0.2,,,,,0.6666666666666666,0.6666666666666666,0.5,,1.0,89.53367875647668,,11.833333333333334,20.333333333333332,11.333333333333334,20.333333333333332,0.6,,,,,0.2,,0.4,0.44182,,,5.575,22.9,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,0.2,2.0,,7.0,2.0,,1.0,,4.0,,,,0.6666666666666666,0.6666666666666666,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3932,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100944-100952-1628508-201904,1611661324,"Plenette Pierson, Rebekkah Brunson, Jia Perkins, Cecilia Zandalasini, Renee Montgomery","Pierson, Brunson, Perkins, Zandalasini, Montgomery",100888-100944-100952-1628508-201904,MIN,84.0,1,1.0,-3.0,3.0,3.0,3.0,2.0,6,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,2.0,,,2.0,2.0,,,,,1.0,1.0,3.0,,,,,,,,,0.5,,,,,,0.5,,,,102.85714285714286,,14.0,14.0,13.333333333333334,14.0,0.5,,,,,0.5,0.5,0.5,0.38195,0.38195,1.0,4.8,23.4,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,0.5,,1.0,,,1.0,4.0,,,,,3.0,1.0,,,,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100944-100952-200671-201904,1611661324,"Plenette Pierson, Rebekkah Brunson, Jia Perkins, Seimone Augustus, Renee Montgomery","Pierson, Brunson, Perkins, Augustus, Montgomery",100888-100944-100952-200671-201904,MIN,44.0,2,1.0,2.0,,1.0,,1.0,1,,,,,,1.0,1.0,,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,32.72727272727273,,,41.0,,40.0,,,,,,,,1.0,0.7255,0.7255,1.0,2.4,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,2.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100944-100952-201904-202632,1611661324,"Plenette Pierson, Rebekkah Brunson, Jia Perkins, Renee Montgomery, Maya Moore","Pierson, Brunson, Perkins, Montgomery, Moore",100888-100944-100952-201904-202632,MIN,52.0,1,1.0,-3.0,1.0,1.0,,,2,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,55.38461538461538,,43.0,9.0,29.0,9.0,,,,,,0.5,,1.0,0.46225,,,3.0,22.4,,1.0,1.0,,,,1.0,,,2.0,,,,,,0.5,,,0.5,,,3.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,0.4433,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100944-1628508-200671-201904,1611661324,"Plenette Pierson, Rebekkah Brunson, Cecilia Zandalasini, Seimone Augustus, Renee Montgomery","Pierson, Brunson, Zandalasini, Augustus, Montgomery",100888-100944-1628508-200671-201904,MIN,122.0,1,2.0,7.0,4.0,4.0,4.0,,8,1.0,,,,,4.0,5.0,,9.0,4.0,5.0,,9.0,2.0,,,1.0,1.0,,2.0,3.0,,3.0,4.0,,,,,2.0,,2.0,2.0,7.0,9.0,4.0,0.25,0.3333333333333333,0.8,0.8,0.8,0.8,0.9,0.9,,,,,,1.0,1.0,1.0,,,94.42622950819673,1.0,13.0,17.5,12.5,17.5,0.2,,,,,,,0.8,0.54024,0.54024,1.0,3.08,,1.0,,4.0,,1.0,,1.0,,,1.0,,,,1.0,,1.0,1.0,,0.8,1.0,1.0,2.0,6.0,,,,,1.0,1.0,1.0,1.0,1.0,0.2,0.2,1.0,3.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,0.75,0.75,0.3333333333333333,,0.5977,0.2222222222222222,1.0,,,,,,3.0,4.0,0.8,0.75,1.0,,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100944-200671-201904-202632,1611661324,"Plenette Pierson, Rebekkah Brunson, Seimone Augustus, Renee Montgomery, Maya Moore","Pierson, Brunson, Augustus, Montgomery, Moore",100888-100944-200671-201904-202632,MIN,60.0,1,1.0,-1.0,2.0,2.0,,,4,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,1.0,,0.5,,0.5,,0.5,,,,,,1.0,,,,96.0,,18.5,11.5,18.5,11.5,,,,,,0.5,,1.0,0.6036,,,0.6,25.1,,1.0,1.0,,,1.0,,,,1.0,,,,,1.0,,,1.0,0.5,,,3.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100952-1628283-201904-203827,1611661324,"Plenette Pierson, Jia Perkins, Alexis Jones, Renee Montgomery, Natasha Howard","Pierson, Perkins, Jones, Montgomery, Howard",100888-100952-1628283-201904-203827,MIN,59.0,1,1.0,-1.0,2.0,2.0,2.0,2.0,4,,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,2.0,,,,,,,0.25,0.25,1.0,,,,,,,,,,97.6271186440678,,14.5,15.0,14.5,15.0,,,,,,1.0,1.0,1.0,0.468,0.468,1.0,,24.9,1.0,1.0,,,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,2.0,,,,,,2.0,,,,,,,1.0,,,,1.0,,,,,,,0.5,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100952-1628508-201904-203827,1611661324,"Plenette Pierson, Jia Perkins, Cecilia Zandalasini, Renee Montgomery, Natasha Howard","Pierson, Perkins, Zandalasini, Montgomery, Howard",100888-100952-1628508-201904-203827,MIN,116.0,1,2.0,-2.0,3.0,4.0,3.0,1.0,7,,,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,,,,,,,,1.0,,1.0,2.0,,,1.0,1.0,,,,,2.0,4.0,3.0,,,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,,,,,1.0,1.0,,,1.0,86.89655172413794,,12.666666666666666,19.5,12.0,19.5,,,,,,0.5,0.5,1.0,0.5431,0.5431,1.0,1.8,22.7,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,0.5,,2.0,6.0,2.0,,,,1.0,2.0,,1.0,,,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,0.5,2.0,,,,,,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
