EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Travels,SecondChanceTurnovers,Technical Free Throw Trips,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,PenaltyTurnovers,PenaltyCorner3FGA,PenaltyCorner3Frequency,LostBallOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Defensive 3 Seconds Violations,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,StepOutOfBoundsTurnovers,PenaltyFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,3SecondViolations,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,Arc3PctBlocked,BlockedCorner3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,team_id,year,season,team_vs
1627676-200676-201896-203831-204365,1611661325,"Tiffany Mitchell, Candice Dupree, Briann January, Natalie Achonwa, Erica Wheeler","Mitchell, Dupree, January, Achonwa, Wheeler",1627676-200676-201896-203831-204365,IND,4009.0,13,67.0,13.0,134.0,130.0,10.0,12.0,19.0,264.0,27.0,35.0,4.0,5.0,4.0,5.0,5.0,12.0,15.0,54.0,1.0,3.0,7.0,17.0,1.0,3.0,47.0,101.0,8.0,20.0,30.0,148.0,135.0,7.0,13.0,1.0,3.0,8.0,25.0,4.0,11.0,5.0,13.0,40.0,54.0,18.0,6.0,4.0,17.0,7.0,3.0,20.0,6.0,26.0,5.0,1.0,8.0,1.0,11.0,58.0,4.0,17.0,11.0,26.0,2.0,39.0,21.0,60.0,1.0,15.0,9.0,6.0,11.0,2.0,9.0,8.0,2.0,19.0,12.0,2.0,33.0,1.0,3.0,3.0,36.0,2.0,3.0,2.0,2.0,36.0,2.0,18.0,1.0,5.0,1.0,2.0,2.0,5.0,1.0,123.0,13.0,10.0,1.0,1.0,0.425531914893617,0.4444444444444444,0.75,0.4,0.3333333333333333,0.4,0.46534653465346537,0.5384615384615384,0.36363636363636365,0.48760330578512395,0.53125,0.36363636363636365,0.5362318840579711,0.5952380952380952,0.4642857142857143,0.1652892561983471,0.0297029702970297,0.05714285714285714,0.08333333333333333,0.5789473684210527,0.6666666666666666,0.6190476190476191,0.3148148148148148,0.7333333333333333,0.4,0.6491228070175439,0.328125,0.375,0.2857142857142857,0.3076923076923077,0.3333333333333333,1.0,0.2857142857142857,0.7894736842105263,0.5625,0.5555555555555556,1.0,0.01639344262295082,94.82664005986531,0.2,14.940298507462687,15.438461538461539,14.082089552238806,14.846153846153847,0.2892561983471074,0.7714285714285715,0.8181818181818182,0.2962962962962963,0.09917355371900827,0.4166666666666667,0.45454545454545453,0.2,0.4462809917355372,0.2777777777777778,0.2777777777777778,0.7333333333333333,0.024793388429752067,0.3333333333333333,0.3333333333333333,1.0,0.14049586776859505,0.4117647058823529,0.4117647058823529,0.7142857142857143,0.3125,0.8,0.1875,0.3333333333333333,0.45454545454545453,0.8,0.45454545454545453,0.4117647058823529,0.46310123966942146,0.49076153846153847,0.4713272727272727,0.13138686131386862,0.15384615384615385,0.16891891891891891,0.08783783783783784,11.01881188118812,24.435,0.07462686567164178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2017,2017,False
1627676-1627681-1628286-201896-203845,1611661325,"Tiffany Mitchell, Jazmon Gwathmey, Erica McCall, Briann January, Jennifer Hamson","Mitchell, Gwathmey, McCall, January, Hamson",1627676-1627681-1628286-201896-203845,IND,362.0,1,6.0,9.0,13.0,13.0,1.0,5.0,2.0,26.0,3.0,5.0,,,,,,2.0,3.0,6.0,,,,1.0,,,6.0,13.0,,1.0,2.0,14.0,5.0,,1.0,,,1.0,1.0,,1.0,,,6.0,6.0,,,,1.0,,1.0,3.0,,3.0,,,1.0,,2.0,6.0,1.0,1.0,2.0,4.0,,6.0,2.0,8.0,1.0,3.0,3.0,,,,,1.0,,1.0,1.0,,2.0,,,,3.0,,1.0,,,2.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,13.0,,1.0,,,0.5,0.5,,,,,0.46153846153846156,,,0.42857142857142855,,,0.4642857142857143,,,0.07142857142857142,0.07692307692307693,0.2,,,,1.0,0.14285714285714285,1.0,1.0,1.0,0.25,,0.5,,1.0,,1.0,,1.0,1.0,1.0,0.14285714285714285,103.42541436464089,1.0,13.538461538461538,14.307692307692308,11.923076923076923,13.76923076923077,0.35714285714285715,0.6,0.75,0.3333333333333333,0.14285714285714285,,,,0.42857142857142855,0.5,0.5,0.6666666666666666,,,,,0.07142857142857142,,,,,,,,,,0.42857142857142855,,0.41500714285714285,,0.2577,0.07142857142857142,0.07692307692307693,0.07142857142857142,,10.184615384615386,24.2,0.07692307692307693,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2017,2017,False
1627676-1627681-201503-201889-202656,1611661325,"Tiffany Mitchell, Jazmon Gwathmey, Erlana Larkins, Marissa Coleman, Jeanette Pohlen-Mavunga","Mitchell, Gwathmey, Larkins, Coleman, Pohlen-Mavunga",1627676-1627681-201503-201889-202656,IND,137.0,1,2.0,-1.0,4.0,4.0,,,,8.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,2.0,1.0,2.0,,5.0,6.0,,,,,,,,,,,,2.0,3.0,,,1.0,,,,1.0,1.0,,1.0,,,,3.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,1.0,0.5,,0.5,0.5,,,0.625,,,0.625,,,0.5,,,,,,,,1.0,,0.5,,,,,,,,,,1.0,,,84.08759124087592,,18.0,16.25,18.0,14.5,0.25,1.0,1.0,,,,,,0.25,,,,0.25,1.0,1.0,1.0,0.25,,,,,,,,,,0.75,,0.51475,,,,,,,9.25,23.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2017,2017,False
1627676-1628286-201503-203018-204365,1611661325,"Tiffany Mitchell, Erica McCall, Erlana Larkins, Shenise Johnson, Erica Wheeler","Mitchell, McCall, Larkins, Johnson, Wheeler",1627676-1628286-201503-203018-204365,IND,91.0,1,2.0,,3.0,3.0,,3.0,,6.0,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,3.0,,3.0,,3.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,94.94505494505495,,15.666666666666666,14.666666666666666,15.666666666666666,14.666666666666666,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.40435,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2017,2017,False
1627676-1628286-201889-201896-203831,1611661325,"Tiffany Mitchell, Erica McCall, Marissa Coleman, Briann January, Natalie Achonwa","Mitchell, McCall, Coleman, January, Achonwa",1627676-1628286-201889-201896-203831,IND,214.0,2,4.0,-10.0,6.0,7.0,,1.0,1.0,13.0,1.0,1.0,,,,,,,,4.0,,,,1.0,,,1.0,5.0,,1.0,1.0,3.0,13.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,2.0,3.0,,,,,,,,1.0,,1.0,,,1.0,,,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,0.2,,,0.16666666666666666,,,0.25,,,0.16666666666666666,,,,,,,0.25,1.0,1.0,1.0,0.4,,,0.25,1.0,,,,,1.0,,,87.47663551401868,,17.0,16.0,16.666666666666668,16.0,0.16666666666666666,1.0,1.0,,,,,,0.6666666666666666,,,,,,,,0.16666666666666666,,,,,,,,,,0.3333333333333333,,0.4327083333333333,,,0.16666666666666666,0.2,,,14.419999999999998,24.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2017,2017,False
1627676-1628286-201896-202656-203845,1611661325,"Tiffany Mitchell, Erica McCall, Briann January, Jeanette Pohlen-Mavunga, Jennifer Hamson","Mitchell, McCall, January, Pohlen-Mavunga, Hamson",1627676-1628286-201896-202656-203845,IND,144.0,1,2.0,-4.0,6.0,5.0,6.0,5.0,,11.0,,,,,,,1.0,2.0,,1.0,,,,2.0,,,1.0,3.0,,2.0,1.0,3.0,7.0,,,,,,,1.0,3.0,1.0,3.0,,2.0,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,2.0,,1.0,,1.0,,,,,2.0,,,1.0,,,,,,,3.0,3.0,6.0,2.0,1.0,,,,,,,0.3333333333333333,,0.3333333333333333,0.2,,0.2,0.25,,0.25,0.4,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,,110.0,,11.666666666666666,14.8,11.666666666666666,14.8,,,,,0.4,0.5,0.5,,0.2,,,,,,,,0.4,,,,,,,,,,0.4,,0.40823,,0.40823,,,,1.0,12.700000000000001,23.15,1.0,,,,2.0,2.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2017,2017,False
1627676-1628286-202656-203845-204365,1611661325,"Tiffany Mitchell, Erica McCall, Jeanette Pohlen-Mavunga, Jennifer Hamson, Erica Wheeler","Mitchell, McCall, Pohlen-Mavunga, Hamson, Wheeler",1627676-1628286-202656-203845-204365,IND,135.0,2,2.0,,3.0,4.0,2.0,,1.0,7.0,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,,2.0,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,2.0,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,0.5,1.0,,1.0,0.25,,,1.0,,,,,,1.0,,,74.66666666666667,,17.333333333333332,20.75,15.666666666666666,20.75,,,,,0.25,,,,0.25,,,,0.25,,,,0.25,,,,,,1.0,,,,0.5,,0.3943,0.49845,0.41008333333333336,,,,,14.05,24.7,0.6666666666666666,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2017,2017,False
1627676-200676-201889-203845-204365,1611661325,"Tiffany Mitchell, Candice Dupree, Marissa Coleman, Jennifer Hamson, Erica Wheeler","Mitchell, Dupree, Coleman, Hamson, Wheeler",1627676-200676-201889-203845-204365,IND,22.0,1,,2.0,1.0,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,2.0,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,65.45454545454545,,11.0,,11.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.3591,,0.3591,,,,1.0,18.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2017,2017,False
1627676-201503-201889-203831-204365,1611661325,"Tiffany Mitchell, Erlana Larkins, Marissa Coleman, Natalie Achonwa, Erica Wheeler","Mitchell, Larkins, Coleman, Achonwa, Wheeler",1627676-201503-201889-203831-204365,IND,260.0,1,4.0,4.0,8.0,9.0,1.0,3.0,1.0,17.0,2.0,4.0,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,2.0,5.0,1.0,2.0,3.0,10.0,6.0,,,,,,,,1.0,,,2.0,2.0,3.0,,,1.0,,,1.0,1.0,2.0,,1.0,1.0,,,5.0,,2.0,,2.0,,2.0,2.0,4.0,1.0,2.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,,1.0,4.0,,1.0,,,3.0,1.0,2.0,,,,,,,,10.0,,1.0,,,0.5,0.5,1.0,0.5,,0.5,0.4,,,0.5,,,0.625,,,0.2857142857142857,,,,,,0.6666666666666666,0.6666666666666666,,,0.6666666666666666,0.5,0.5,,1.0,,,,,0.6666666666666666,,,0.25,94.15384615384616,,16.75,14.0,16.75,14.0,0.5714285714285714,0.5,0.5,0.5,,,,,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,,,,,,,,1.0,,0.8571428571428571,,0.5036214285714286,,0.321,0.25,0.3333333333333333,,,4.32,23.05,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2017,2017,False
1627676-201889-201896-202656-203831,1611661325,"Tiffany Mitchell, Marissa Coleman, Briann January, Jeanette Pohlen-Mavunga, Natalie Achonwa","Mitchell, Coleman, January, Pohlen-Mavunga, Achonwa",1627676-201889-201896-202656-203831,IND,48.0,1,1.0,,3.0,2.0,,,,5.0,,1.0,,,,,,,,1.0,,,,,,,,2.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,2.0,,,,,2.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,150.0,,10.0,9.0,10.0,9.0,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,0.53925,,,0.3333333333333333,0.3333333333333333,,,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2017,2017,False
