EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,BlockingFoulsDrawn,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockedLongMidRange,Corner3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,3SecondViolations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
201477-201516-202638-202664-203828,1611661329,"Tamera Young, Allie Quigley, Jessica Breland, Courtney Vandersloot, Stefanie Dolson","Young, Quigley, Breland, Vandersloot, Dolson",201477-201516-202638-202664-203828,CHI,6786.0,15,113.0,-21.0,219.0,224.0,27.0,39.0,26.0,443.0,39.0,62.0,5.0,10.0,4.0,11.0,18.0,45.0,14.0,37.0,3.0,8.0,2.0,16.0,38.0,2.0,5.0,3.0,7.0,71.0,144.0,19.0,46.0,39.0,238.0,259.0,11.0,19.0,2.0,5.0,1.0,29.0,7.0,20.0,3.0,9.0,7.0,30.0,72.0,70.0,51.0,6.0,12.0,38.0,16.0,9.0,36.0,17.0,53.0,14.0,3.0,17.0,10.0,9.0,123.0,3.0,27.0,2.0,22.0,37.0,2.0,61.0,32.0,93.0,2.0,24.0,15.0,9.0,20.0,6.0,16.0,23.0,2.0,4.0,2.0,2.0,43.0,6.0,4.0,18.0,2.0,51.0,1.0,3.0,6.0,44.0,2.0,3.0,1.0,51.0,5.0,2.0,27.0,8.0,1.0,1.0,7.0,1.0,9.0,4.0,209.0,30.0,27.0,8.0,0.5070422535211268,0.5538461538461539,0.8947368421052632,0.41304347826086957,0.4,0.3333333333333333,0.41304347826086957,0.4930555555555556,0.5789473684210527,0.35,0.5236842105263158,0.5833333333333334,0.39655172413793105,0.5566037735849056,0.58,0.453125,0.24210526315789474,0.0625,0.0967741935483871,0.022222222222222223,0.05405405405405406,0.46511627906976744,1.0,0.5,0.7254901960784313,0.38571428571428573,0.88,0.1111111111111111,0.7763157894736842,0.30927835051546393,0.36363636363636365,0.3333333333333333,0.47619047619047616,0.045454545454545456,0.4,0.5882352941176471,0.9090909090909091,0.7391304347826086,0.9047619047619048,0.75,0.02247191011235955,94.0053050397878,0.4444444444444444,15.561643835616438,15.080357142857142,14.968036529680365,14.651785714285714,0.3263157894736842,0.6290322580645161,0.6964285714285714,0.4358974358974359,0.23684210526315788,0.4,0.4090909090909091,0.5555555555555556,0.19473684210526315,0.3783783783783784,0.4,0.6428571428571429,0.042105263157894736,0.375,0.375,1.0,0.2,0.42105263157894735,0.42105263157894735,0.875,0.4166666666666667,0.5,0.20833333333333334,0.4,1.0,0.3793103448275862,0.36363636363636365,0.06896551724137931,0.2413793103448276,0.42857142857142855,0.5684210526315789,0.42105263157894735,0.4743078947368421,0.49047826086956525,0.4126948275862069,0.12735849056603774,0.16265060240963855,0.12184873949579832,0.12605042016806722,8.041666666666666,23.828260869565216,0.1232876712328767,,,,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,True
1627679-200665-201516-202664-203835,1611661329,"Adut Bulgak, Cappie Pondexter, Allie Quigley, Courtney Vandersloot, Jordan Hooper","Bulgak, Pondexter, Quigley, Vandersloot, Hooper",1627679-200665-201516-202664-203835,CHI,141.0,1,2.0,-3.0,5.0,5.0,5.0,1.0,,10.0,,1.0,,,,1.0,,,1.0,2.0,,,,,1.0,,,,1.0,1.0,3.0,,1.0,2.0,4.0,7.0,,,,,,,1.0,3.0,,1.0,2.0,4.0,2.0,,,,,1.0,,,1.0,,1.0,,,,,1.0,2.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,4.0,4.0,5.0,,1.0,1.0,,,,,,0.3333333333333333,,0.3333333333333333,0.25,,0.25,0.4,,0.4,0.25,,,,,,,,,,1.0,,0.5,,,,,,,,,,1.0,,,102.12765957446808,,16.6,11.6,16.6,11.6,0.25,,,,,,,,0.5,0.5,0.5,1.0,,,,,0.25,,,,,,,,,0.25,,,0.25,,0.5,,0.3812375,,0.3812375,,,,1.0,11.833333333333334,24.7,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,True
1627677-200665-201516-202664-204323,1611661329,"Imani McGee-Stafford, Cappie Pondexter, Allie Quigley, Courtney Vandersloot, Cheyenne Parker","McGee-Stafford, Pondexter, Quigley, Vandersloot, Parker",1627677-200665-201516-202664-204323,CHI,162.0,2,3.0,3.0,7.0,5.0,2.0,,2.0,12.0,,3.0,,1.0,,,,2.0,,1.0,,1.0,1.0,1.0,2.0,,,,1.0,,6.0,1.0,3.0,,3.0,,,2.0,,,,,,,,2.0,,,,,3.0,,,2.0,1.0,,,1.0,1.0,1.0,,,,,3.0,,2.0,,1.0,2.0,,3.0,2.0,5.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,1.0,3.0,,2.0,,,,1.0,0.3333333333333333,,,0.3333333333333333,,,,0.16666666666666666,,,0.16666666666666666,,,0.3333333333333333,,,,,,,,0.6666666666666666,0.3333333333333333,1.0,,0.75,0.25,0.3333333333333333,0.5,,,,1.0,0.5,,1.0,,,106.66666666666666,1.0,14.857142857142858,11.6,13.428571428571429,11.2,0.3333333333333333,,,,0.2222222222222222,,,,0.1111111111111111,,,,0.1111111111111111,,,,0.2222222222222222,0.5,0.5,1.0,0.5,,,,,,,0.5,0.5,,0.6666666666666666,0.5,0.5315222222222222,0.4618,0.6114,,,,,5.583333333333333,23.066666666666666,0.2857142857142857,,,1.0,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,True
1627674-1627677-1628300-201477-202638,1611661329,"Kahleah Copper, Imani McGee-Stafford, Makayla Epps, Tamera Young, Jessica Breland","Copper, McGee-Stafford, Epps, Young, Breland",1627674-1627677-1628300-201477-202638,CHI,37.0,1,1.0,2.0,2.0,1.0,,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,1.0,1.0,,2.0,,2.0,,1.0,1.0,,,,2.0,,,,,,,2.0,,,,,2.0,,,1.0,,1.0,,,1.0,,,2.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.6666666666666666,,,,,,,,,,,0.5,,0.5,,,,0.5,,,,,,,1.0,116.75675675675676,,9.5,18.0,8.5,18.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,0.6666666666666666,,,,1.0,1.0,,,,,,,,,1.0,,0.6351833333333333,,,,,1.0,,0.8,23.65,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,1611661329,2017,2017,True
1627674-1627677-201516-202638-202664,1611661329,"Kahleah Copper, Imani McGee-Stafford, Allie Quigley, Jessica Breland, Courtney Vandersloot","Copper, McGee-Stafford, Quigley, Breland, Vandersloot",1627674-1627677-201516-202638-202664,CHI,222.0,3,4.0,5.0,8.0,7.0,,3.0,1.0,15.0,1.0,3.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,2.0,5.0,,1.0,1.0,5.0,,1.0,1.0,,,,2.0,,,,,,,4.0,,,,,1.0,,1.0,2.0,,2.0,,,1.0,,1.0,4.0,,1.0,,3.0,2.0,,5.0,1.0,6.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,2.0,,,,,2.0,,,1.0,2.0,,,,2.0,,,1.0,,,,,,,,3.0,,,,1.0,1.0,,,,,,0.4,1.0,,0.3333333333333333,1.0,,0.35714285714285715,1.0,,0.16666666666666666,0.2,0.3333333333333333,,,0.5,,,1.0,0.3333333333333333,1.0,,1.0,0.3333333333333333,0.5,,,,,,,1.0,1.0,,0.5,97.29729729729729,,14.375,15.285714285714286,13.625,15.285714285714286,0.5,0.3333333333333333,0.5,1.0,0.16666666666666666,,,,0.16666666666666666,1.0,1.0,1.0,,,,,0.16666666666666666,,,,,,,,,,,,,,0.6666666666666666,,0.4625666666666666,0.3987,,0.14285714285714285,0.16666666666666666,0.4,,8.24,24.6,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,True
1627674-1627679-1627689-200665-202664,1611661329,"Kahleah Copper, Adut Bulgak, Bashaara Graves, Cappie Pondexter, Courtney Vandersloot","Copper, Bulgak, Graves, Pondexter, Vandersloot",1627674-1627679-1627689-200665-202664,CHI,121.0,1,2.0,3.0,4.0,4.0,,,1.0,8.0,,,,,,,,1.0,,,,1.0,,1.0,2.0,,1.0,,,,1.0,1.0,3.0,2.0,5.0,2.0,,,,1.0,,,,,,,,,,,3.0,,,2.0,1.0,,,1.0,1.0,1.0,,,,,3.0,2.0,,,,2.0,,2.0,2.0,4.0,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,2.0,1.0,,,2.0,,,1.0,1.0,,,1.0,,1.0,1.0,5.0,,,,,,1.0,0.3333333333333333,,,0.3333333333333333,,,,0.375,,,0.5,,,0.75,,,,,,,,1.0,,,1.0,1.0,0.6666666666666666,,,,1.0,1.0,1.0,,1.0,,,0.3333333333333333,95.20661157024794,1.0,19.5,10.75,16.25,10.75,,,,,0.25,,,,,,,,0.25,,,,0.5,0.5,0.5,1.0,,,1.0,,,,,,,,0.75,0.5,0.49105,,,0.2,0.5,,,5.0,23.8,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,True
1627674-1627679-201516-202638-203835,1611661329,"Kahleah Copper, Adut Bulgak, Allie Quigley, Jessica Breland, Jordan Hooper","Copper, Bulgak, Quigley, Breland, Hooper",1627674-1627679-201516-202638-203835,CHI,34.0,1,1.0,1.0,2.0,1.0,2.0,1.0,,3.0,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,3.0,2.0,,,,,,,1.0,1.0,,1.0,1.0,3.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,3.0,3.0,2.0,,,,,,,,,1.0,,1.0,0.5,,0.5,0.75,,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,127.05882352941177,,9.0,16.0,9.0,16.0,0.5,1.0,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,1.0,,0.5,,1.0,,0.54205,,0.54205,0.5,1.0,,1.0,0.1,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,True
1627674-1627689-200665-202644-203835,1611661329,"Kahleah Copper, Bashaara Graves, Cappie Pondexter, Amber Harris, Jordan Hooper","Copper, Graves, Pondexter, Harris, Hooper",1627674-1627689-200665-202644-203835,CHI,46.0,2,1.0,5.0,3.0,3.0,3.0,1.0,,6.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,2.0,1.0,1.0,,5.0,,,,,,,,1.0,2.0,1.0,1.0,,5.0,2.0,,3.0,,,,,,1.0,1.0,2.0,,1.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,3.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,,0.5,0.8333333333333334,,0.8333333333333334,0.8333333333333334,,0.8333333333333334,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,187.82608695652172,,11.666666666666666,3.6666666666666665,11.666666666666666,3.6666666666666665,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,,,0.6666666666666666,,0.4365833333333333,,0.4365833333333333,,,,1.0,11.95,23.6,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1611661329,2017,2017,True
1627674-1627689-200665-203828-203835,1611661329,"Kahleah Copper, Bashaara Graves, Cappie Pondexter, Stefanie Dolson, Jordan Hooper","Copper, Graves, Pondexter, Dolson, Hooper",1627674-1627689-200665-203828-203835,CHI,137.0,1,2.0,4.0,5.0,4.0,,,,9.0,2.0,2.0,,,,,,,1.0,1.0,,,,,1.0,,,,,3.0,3.0,,1.0,,6.0,2.0,,,,,,,,,,,,,6.0,,,,,1.0,,,3.0,,3.0,,,2.0,,1.0,6.0,,,,,2.0,,2.0,,2.0,,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,6.0,,,,1.0,1.0,,,,,,1.0,,,0.75,,,0.75,,,0.25,,,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,94.59854014598541,,12.0,19.25,12.0,19.25,0.5,1.0,1.0,1.0,,,,,0.25,1.0,1.0,1.0,,,,,0.25,,,,,,,,,,,,,,0.75,,0.5615,,,,,,,8.633333333333333,24.2,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,True
1627674-200665-201516-203828-204323,1611661329,"Kahleah Copper, Cappie Pondexter, Allie Quigley, Stefanie Dolson, Cheyenne Parker","Copper, Pondexter, Quigley, Dolson, Parker",1627674-200665-201516-203828-204323,CHI,335.0,3,6.0,3.0,10.0,11.0,2.0,3.0,,21.0,3.0,5.0,,,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,4.0,6.0,2.0,3.0,1.0,15.0,12.0,,,,,,,1.0,1.0,1.0,1.0,,5.0,8.0,,6.0,,,1.0,1.0,1.0,4.0,2.0,6.0,1.0,1.0,3.0,1.0,,14.0,,,,,2.0,,2.0,,2.0,,3.0,3.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,2.0,,,,2.0,,,1.0,1.0,,,,1.0,1.0,1.0,15.0,5.0,2.0,,1.0,1.0,1.0,0.6666666666666666,,1.0,0.6666666666666666,0.6666666666666666,,1.0,0.7777777777777778,,1.25,0.75,,1.25,0.3333333333333333,0.16666666666666666,0.2,,,,,,0.6666666666666666,,,,0.5,,,,,,,,0.5,1.0,,,,90.26865671641792,1.0,15.4,16.454545454545453,15.4,15.636363636363637,0.5555555555555556,0.6,0.75,1.0,0.1111111111111111,1.0,1.0,1.0,,,,,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,1.0,1.0,1.0,,,,,,0.5,1.0,0.5,,,0.8888888888888888,1.0,0.5982666666666667,,0.614075,0.1,0.14285714285714285,,0.3333333333333333,3.0833333333333335,23.833333333333332,0.2,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1611661329,2017,2017,True
