EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefCorner3ReboundPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,Charge Fouls,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,Charge Fouls Drawn,FTDefRebounds,StepOutOfBoundsTurnovers,Loose Ball Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,3SecondViolations,LongMidRangePctBlocked,DefFTReboundPct,ThreePtShootingFoulsDrawnPct,HeaveAttempts,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
100940-201067-202657-202658-203855,1611661317,"Diana Taurasi, Camille Little, Angel Robinson, Danielle Robinson, Stephanie Talbot","Taurasi, Little, Robinson, Robinson, Talbot",100940-201067-202657-202658-203855,PHO,3560.0,9,59.0,7.0,117.0,118.0,20.0,11.0,19.0,235.0,25.0,44.0,3.0,9.0,5.0,5.0,6.0,24.0,12.0,23.0,3.0,6.0,16.0,3.0,4.0,1.0,3.0,43.0,91.0,6.0,19.0,27.0,131.0,124.0,4.0,14.0,3.0,4.0,3.0,20.0,9.0,13.0,1.0,3.0,6.0,27.0,38.0,48.0,12.0,6.0,4.0,16.0,6.0,7.0,19.0,4.0,23.0,4.0,9.0,3.0,7.0,50.0,7.0,13.0,18.0,21.0,39.0,20.0,59.0,3.0,13.0,10.0,3.0,4.0,5.0,2.0,15.0,4.0,2.0,2.0,19.0,3.0,3.0,10.0,1.0,26.0,3.0,37.0,4.0,3.0,3.0,30.0,4.0,2.0,12.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,6.0,4.0,111.0,27.0,20.0,1.0,4.0,0.4418604651162791,0.4634146341463415,0.6666666666666666,0.3157894736842105,0.75,0.3333333333333333,0.3157894736842105,0.4725274725274725,0.2857142857142857,0.6923076923076923,0.4727272727272727,0.4722222222222222,0.65625,0.5286885245901639,0.5263157894736842,0.7105263157894737,0.17272727272727273,0.07692307692307693,0.13636363636363635,0.041666666666666664,0.21052631578947367,0.7,0.2765957446808511,0.9473684210526315,0.5833333333333334,0.7959183673469388,0.3389830508474576,0.3157894736842105,0.2777777777777778,0.2,0.4444444444444444,1.0,0.8461538461538461,0.5555555555555556,0.625,0.9473684210526315,0.057692307692307696,95.0561797752809,0.6666666666666666,15.47008547008547,14.830508474576272,14.461538461538462,14.211864406779661,0.4,0.5681818181818182,0.6578947368421053,0.36,0.21818181818181817,0.25,0.2608695652173913,0.5,0.20909090909090908,0.5217391304347826,0.5217391304347826,0.5833333333333334,0.02727272727272727,0.14545454545454545,0.375,0.375,0.6666666666666666,0.5,0.3333333333333333,0.2222222222222222,0.75,0.6666666666666666,0.3125,1.0,0.1875,0.3333333333333333,0.5727272727272728,0.375,0.4968740909090909,0.5131166666666667,0.475784375,0.1016949152542373,0.12121212121212122,0.15267175572519084,0.20610687022900764,7.469230769230769,23.968421052631577,0.17094017094017094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
1628242-200673-202657-202658-203389,1611661317,"Emma Cannon, Monique Currie, Angel Robinson, Danielle Robinson, Yvonne Turner","Cannon, Currie, Robinson, Robinson, Turner",1628242-200673-202657-202658-203389,PHO,221.0,2,4.0,9.0,9.0,7.0,2.0,,2.0,16.0,3.0,4.0,,1.0,,1.0,1.0,2.0,,1.0,,1.0,1.0,,,,,4.0,7.0,1.0,1.0,2.0,13.0,4.0,1.0,2.0,,,,2.0,,2.0,,,2.0,2.0,4.0,4.0,3.0,,,1.0,1.0,,2.0,1.0,3.0,1.0,2.0,,,7.0,,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,3.0,1.0,,2.0,,,,,,,,,,11.0,2.0,2.0,,,0.5,0.5,1.0,1.0,,,1.0,0.5714285714285714,0.5,,0.6875,0.5,,0.7222222222222222,0.5,0.3333333333333333,0.125,,,,,1.0,0.3333333333333333,1.0,,1.0,0.3333333333333333,,1.0,,,,1.0,,1.0,,0.3333333333333333,104.25339366515837,,9.444444444444445,19.428571428571427,8.777777777777779,19.428571428571427,0.5,0.75,0.75,0.6666666666666666,0.25,0.5,0.5,,0.125,,,,,0.125,1.0,1.0,1.0,0.5,,,,,0.5,,,,0.625,1.0,0.53890625,0.453,0.47875,0.2222222222222222,0.25,0.15384615384615385,0.15384615384615385,6.414285714285714,23.1,0.2222222222222222,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
1628297-201067-202658-203389-204297,1611661317,"Alexis Prince, Camille Little, Danielle Robinson, Yvonne Turner, Cayla George","Prince, Little, Robinson, Turner, George",1628297-201067-202658-203389-204297,PHO,218.0,3,4.0,1.0,7.0,6.0,3.0,3.0,,13.0,1.0,1.0,,,,,,1.0,1.0,3.0,,1.0,2.0,,,,1.0,2.0,5.0,1.0,2.0,,7.0,6.0,,,,,,,,1.0,,1.0,,,2.0,2.0,3.0,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,5.0,,1.0,2.0,1.0,3.0,1.0,4.0,,,,,2.0,,2.0,,,,,2.0,,2.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,7.0,,3.0,,,0.5,0.5,1.0,0.5,,,0.5,0.4,,,0.5,,,0.5,,,0.2857142857142857,0.2,,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,,0.75,0.3333333333333333,,1.0,,,,,,1.0,0.5,,85.87155963302753,,18.285714285714285,15.0,18.285714285714285,15.0,0.14285714285714285,1.0,1.0,,0.14285714285714285,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,0.2857142857142857,0.5,0.5,1.0,,,,,,,,0.5,,0.42857142857142855,0.5,0.44188571428571427,,0.38795,,,,,11.28,23.7,0.42857142857142855,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
100940-1628242-1628297-202658-204297,1611661317,"Diana Taurasi, Emma Cannon, Alexis Prince, Danielle Robinson, Cayla George","Taurasi, Cannon, Prince, Robinson, George",100940-1628242-1628297-202658-204297,PHO,196.0,1,3.0,-6.0,7.0,5.0,6.0,5.0,,12.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,2.0,,,,2.0,1.0,2.0,1.0,3.0,,5.0,11.0,,,,,,,1.0,2.0,1.0,3.0,,5.0,,2.0,3.0,,,2.0,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,5.0,5.0,6.0,1.0,,,,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.5,,0.5,0.5,,0.5,0.5,,0.5,0.6,,,,,,,,,,,,,,,,,,,,,88.16326530612245,,14.571428571428571,18.8,14.571428571428571,18.0,0.2,1.0,1.0,,0.2,,,,,,,,0.2,0.4,,,,,,,,,0.2,1.0,0.4,,0.8,,0.46828000000000003,,0.46828000000000003,,,,1.0,5.0,23.7,0.8571428571428571,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
100940-1628242-1628297-203389-203398,1611661317,"Diana Taurasi, Emma Cannon, Alexis Prince, Yvonne Turner, Brittney Griner","Taurasi, Cannon, Prince, Turner, Griner",100940-1628242-1628297-203389-203398,PHO,93.0,1,2.0,3.0,3.0,3.0,,,,6.0,,1.0,,,,,,,,,,1.0,2.0,,,,,,1.0,1.0,2.0,,3.0,,,,,,,,,,,,,,,,3.0,,,2.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,1.0,2.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,0.5,,,0.5,,,,0.5,,,0.5,,,0.6666666666666666,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,92.90322580645162,,17.0,14.0,17.0,9.0,0.3333333333333333,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,1.0,0.5,0.5933333333333334,,,,,,,1.9,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
100940-1628242-200673-201507-204297,1611661317,"Diana Taurasi, Emma Cannon, Monique Currie, Leilani Mitchell, Cayla George","Taurasi, Cannon, Currie, Mitchell, George",100940-1628242-200673-201507-204297,PHO,567.0,5,9.0,4.0,17.0,18.0,7.0,2.0,2.0,35.0,3.0,5.0,,,1.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,7.0,11.0,1.0,6.0,3.0,20.0,16.0,1.0,1.0,1.0,2.0,,5.0,2.0,4.0,1.0,2.0,1.0,8.0,4.0,10.0,3.0,,,3.0,1.0,,2.0,1.0,3.0,1.0,1.0,1.0,,7.0,2.0,1.0,4.0,5.0,9.0,3.0,12.0,,,,,1.0,,,,,1.0,,1.0,,,3.0,1.0,4.0,,7.0,1.0,,,5.0,1.0,,2.0,1.0,3.0,,,3.0,,,3.0,,15.0,8.0,7.0,,1.0,0.2857142857142857,0.2857142857142857,1.0,0.16666666666666666,0.5,0.5,0.16666666666666666,0.6363636363636364,1.0,0.5,0.5,0.8333333333333334,0.5833333333333334,0.5263157894736842,0.8333333333333334,0.5714285714285714,0.35294117647058826,,,,1.0,0.625,0.25,0.5714285714285714,0.4,0.6,0.3333333333333333,,,1.0,,0.6666666666666666,0.4,1.0,1.0,0.6,,88.8888888888889,,16.647058823529413,15.777777777777779,15.235294117647058,12.0,0.29411764705882354,0.6,0.6,0.3333333333333333,0.11764705882352941,0.5,0.5,1.0,0.23529411764705882,0.75,0.75,,0.17647058823529413,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,0.16666666666666666,1.0,0.6470588235294118,0.3333333333333333,0.4827941176470588,0.383175,0.47379166666666667,0.1111111111111111,0.16666666666666666,0.25,0.4,8.318181818181818,23.650000000000002,0.4117647058823529,0.5,,,1.0,,,,,,0.16666666666666666,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
100940-1628242-200673-203389-204297,1611661317,"Diana Taurasi, Emma Cannon, Monique Currie, Yvonne Turner, Cayla George","Taurasi, Cannon, Currie, Turner, George",100940-1628242-200673-203389-204297,PHO,351.0,2,6.0,-3.0,9.0,9.0,3.0,,4.0,18.0,,3.0,,2.0,,1.0,1.0,2.0,,1.0,,2.0,4.0,1.0,2.0,,,1.0,6.0,2.0,4.0,3.0,11.0,14.0,,4.0,1.0,2.0,,3.0,,2.0,,,3.0,3.0,,2.0,6.0,,,4.0,2.0,2.0,,2.0,2.0,2.0,,,,6.0,2.0,2.0,1.0,1.0,2.0,6.0,8.0,,,,,1.0,,1.0,1.0,,,,2.0,,,,,2.0,,4.0,1.0,,1.0,4.0,,,1.0,1.0,,,,,,,,,8.0,3.0,3.0,,1.0,,,1.0,0.5,0.5,,0.5,0.16666666666666666,,,0.4,0.25,,0.4583333333333333,0.25,0.375,0.4,0.3333333333333333,0.6666666666666666,,0.5,0.25,0.4,0.3333333333333333,1.0,0.2857142857142857,0.5714285714285714,0.3333333333333333,,1.0,1.0,,,0.3333333333333333,,0.5,,73.84615384615385,,20.666666666666668,18.333333333333332,15.88888888888889,13.88888888888889,0.3,,,,0.2,0.5,0.5,,0.1,,,,,0.4,0.5,0.5,1.0,0.3333333333333333,,0.3333333333333333,0.5,1.0,0.5,,,,0.7,0.5,0.465245,0.48097,0.4681,0.09090909090909091,0.14285714285714285,0.2727272727272727,0.2727272727272727,7.2,23.45,0.3333333333333333,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
100940-1628242-201062-201067-202658,1611661317,"Diana Taurasi, Emma Cannon, Shay Murphy, Camille Little, Danielle Robinson","Taurasi, Cannon, Murphy, Little, Robinson",100940-1628242-201062-201067-202658,PHO,88.0,1,1.0,2.0,3.0,3.0,,,,6.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,2.0,2.0,,1.0,,4.0,2.0,,,,,,,,,,,,,2.0,2.0,,,,1.0,,,1.0,,1.0,,1.0,,,2.0,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,0.5,0.5,,,,,,1.0,,,0.6666666666666666,,,0.6666666666666666,,,0.3333333333333333,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,98.18181818181819,,15.0,14.333333333333334,15.0,14.333333333333334,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,1.0,1.0,,,0.3333333333333333,,,,,,,,,,,,,0.6666666666666666,,0.52695,,,,,,,7.85,25.1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
100940-1628242-201067-201507-203389,1611661317,"Diana Taurasi, Emma Cannon, Camille Little, Leilani Mitchell, Yvonne Turner","Taurasi, Cannon, Little, Mitchell, Turner",100940-1628242-201067-201507-203389,PHO,68.0,1,1.0,,2.0,2.0,,,,4.0,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,2.0,2.0,,,,,,,,,,,,,2.0,,,,,1.0,,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,1.0,,,0.5,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,84.70588235294117,,17.0,17.0,17.0,17.0,0.5,1.0,1.0,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,0.577275,,,,,,,1.3,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
100940-1628242-201507-202658-203398,1611661317,"Diana Taurasi, Emma Cannon, Leilani Mitchell, Danielle Robinson, Brittney Griner","Taurasi, Cannon, Mitchell, Robinson, Griner",100940-1628242-201507-202658-203398,PHO,89.0,2,1.0,,1.0,3.0,,2.0,,4.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,2.0,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,1.0,,2.0,,,,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,0.6666666666666666,,,,0.6666666666666666,,,,,,,,0.6666666666666666,,,,64.71910112359551,1.0,23.0,22.0,23.0,20.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.7964,,,1.0,1.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
