EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,BadPassTurnovers,DeadBallTurnovers,Travels,Loose Ball Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,AtRimFGM,PenaltyAtRimFGM,Corner3FGA,AtRimAssists,Steals,BadPassSteals,LostBallSteals,2pt And 1 Free Throw Trips,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,PenaltyAtRimAccuracy,PtsUnassisted3s,Loose Ball Fouls,Offensive Fouls Drawn,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFGA,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,Corner3FGM,PenaltyCorner3FGA,PtsPutbacks,Corner3Assists,FTOffRebounds,SelfOReb,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,OffFTReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,OffCorner3ReboundPct,PenaltyCorner3FGM,3SecondViolations,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
100949-201496-201502-202650-203824,1611661320,"Alana Beard, Candace Parker, Essence Carson, Jantel Lavender, Odyssey Sims","Beard, Parker, Carson, Lavender, Sims",100949-201496-201502-202650-203824,LAS,143.0,3,2.0,-5.0,5.0,5.0,4.0,5.0,1.0,10,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5,1.0,0.5,0.5,1.0,100.69930069930071,17.2,11.4,15.0,11.4,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.4877833333333333,0.4877833333333333,0.25,0.5,0.5,8.1,23.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2017,2017,False
100949-201496-201502-202650-203833,1611661320,"Alana Beard, Candace Parker, Essence Carson, Jantel Lavender, Chelsea Gray","Beard, Parker, Carson, Lavender, Gray",100949-201496-201502-202650-203833,LAS,703.0,5,12.0,-3.0,19.0,22.0,10.0,9.0,6.0,41,1.0,3.0,10.0,4.0,7.0,5.0,14.0,10.0,2.0,15.0,18.0,4.0,1.0,6.0,7.0,6.0,4.0,9.0,4.0,,14.0,7.0,21.0,2.0,1.0,3.0,3.0,3.0,,4.0,5.0,,5.0,1.0,9.0,6.0,10.0,,0.35714285714285715,0.16666666666666666,0.2708333333333333,0.19230769230769232,0.28846153846153844,0.21428571428571427,0.4166666666666667,0.6666666666666666,,0.5,0.8666666666666667,0.4117647058823529,0.5,,83.98293029871977,20.842105263157894,13.954545454545455,17.36842105263158,13.454545454545455,0.125,0.3333333333333333,0.5,0.4166666666666667,0.6666666666666666,0.5384615384615384,0.625,0.45176304347826085,0.4265333333333334,0.04,0.06666666666666667,0.4,10.678571428571429,27.369999999999997,0.5263157894736842,5.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,6.0,3.0,1.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,3.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,0.6,0.6,1.0,0.1,0.25,0.14285714285714285,0.1111111111111111,0.5,0.4166666666666667,0.42857142857142855,0.1,0.35714285714285715,0.8,0.3333333333333333,0.1,1.0,0.9285714285714286,0.3333333333333333,0.6,1.0,0.75,1.0,1.0,0.20833333333333334,0.25,0.6666666666666666,0.6666666666666666,0.75,0.1,0.1111111111111111,1.0,0.25,1.0,0.15384615384615385,0.14285714285714285,0.1111111111111111,0.37820000000000004,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2017,2017,False
100949-201496-201502-203014-203824,1611661320,"Alana Beard, Candace Parker, Essence Carson, Nneka Ogwumike, Odyssey Sims","Beard, Parker, Carson, Ogwumike, Sims",100949-201496-201502-203014-203824,LAS,459.0,5,8.0,2.0,17.0,15.0,4.0,4.0,1.0,32,,,5.0,1.0,,6.0,7.0,7.0,7.0,19.0,17.0,1.0,2.0,3.0,,6.0,2.0,5.0,1.0,3.0,5.0,1.0,6.0,1.0,1.0,1.0,,2.0,,3.0,6.0,,8.0,4.0,19.0,6.0,4.0,,0.8571428571428571,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.5588235294117647,0.75,0.5,1.0,1.0,0.14285714285714285,0.8333333333333334,0.125,0.2,1.0,100.3921568627451,15.235294117647058,13.333333333333334,14.294117647058824,13.266666666666667,,,,0.35714285714285715,1.0,,0.8571428571428571,0.5437,0.5383666666666667,0.25,0.4444444444444444,0.3157894736842105,6.285714285714286,22.814285714285713,0.23529411764705882,5.0,2.0,2.0,2.0,,,,,,,,,,,2.0,10.0,,,,,,5.0,,5.0,,2.0,10.0,,2.0,,,,,1.0,,1.0,,,,,,1.0,0.8333333333333334,0.8333333333333334,,,,,,,,,,,,,,,0.6666666666666666,,,,,0.6666666666666666,,0.35714285714285715,0.14285714285714285,1.0,1.0,1.0,,,,,,0.6666666666666666,,,0.4962,,4.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,0.8,0.8,0.75,0.14285714285714285,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2017,2017,False
100949-201496-201502-203014-203833,1611661320,"Alana Beard, Candace Parker, Essence Carson, Nneka Ogwumike, Chelsea Gray","Beard, Parker, Carson, Ogwumike, Gray",100949-201496-201502-203014-203833,LAS,339.0,4,6.0,-3.0,9.0,11.0,1.0,5.0,,20,,1.0,2.0,,,1.0,3.0,2.0,1.0,6.0,9.0,,,,,,2.0,2.0,,,5.0,,5.0,2.0,1.0,3.0,,,,3.0,4.0,,3.0,,6.0,,,,0.3333333333333333,,0.5,,0.4166666666666667,,0.4,0.6666666666666666,,,0.625,,,,84.95575221238937,17.77777777777778,16.272727272727273,17.77777777777778,14.727272727272727,0.2,,,0.4,,,0.4,0.38639,,,,,15.733333333333334,24.05,0.1111111111111111,,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,5.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,0.5,,,0.5,,,,,,,,,,0.7142857142857143,,,0.75,1.0,0.5,,,0.4,0.5,0.5,,0.5,0.5,,,,,,0.5,,,,,,,1.0,1.0,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2017,2017,False
100949-201496-201502-203824-203833,1611661320,"Alana Beard, Candace Parker, Essence Carson, Odyssey Sims, Chelsea Gray","Beard, Parker, Carson, Sims, Gray",100949-201496-201502-203824-203833,LAS,60.0,1,1.0,3.0,2.0,1.0,2.0,,,3,,,1.0,,1.0,,,1.0,,3.0,,,,,1.0,3.0,,1.0,,,,,,1.0,,1.0,1.0,,,1.0,,,,,3.0,3.0,2.0,,,,1.5,1.5,1.5,1.5,1.0,1.0,,,,,,,72.0,19.0,22.0,19.0,22.0,,,,1.0,,1.0,1.0,0.4674,0.4674,,,1.0,,24.1,1.0,,,,,1.0,,1.0,1.0,,,,,,1.0,,,3.0,,1.0,,,,1.0,1.0,1.0,,3.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2017,2017,False
100949-201496-202650-203029-203824,1611661320,"Alana Beard, Candace Parker, Jantel Lavender, Riquna Williams, Odyssey Sims","Beard, Parker, Lavender, Williams, Sims",100949-201496-202650-203029-203824,LAS,49.0,1,1.0,2.0,1.0,1.0,,,,2,,,,,,1.0,1.0,,,2.0,,,,,,,2.0,,,,1.0,,1.0,,,,,,,1.0,,,,,2.0,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,58.775510204081634,6.0,43.0,6.0,43.0,,,,,,,,0.449,,,,,14.9,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2017,2017,False
100949-201496-202650-203029-203833,1611661320,"Alana Beard, Candace Parker, Jantel Lavender, Riquna Williams, Chelsea Gray","Beard, Parker, Lavender, Williams, Gray",100949-201496-202650-203029-203833,LAS,152.0,1,3.0,9.0,6.0,4.0,6.0,4.0,,10,1.0,2.0,,,,5.0,6.0,,,10.0,1.0,,5.0,6.0,,10.0,6.0,,,,3.0,,3.0,,,,,1.0,,1.0,,,,,10.0,10.0,6.0,,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,,,,,1.0,,,,94.73684210526316,12.333333333333334,19.5,12.333333333333334,19.5,0.3333333333333333,0.5,0.5,,,,0.3333333333333333,0.42511666666666664,0.42511666666666664,,,1.0,8.133333333333333,,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,4.0,,,,,,2.0,,2.0,,1.0,4.0,,2.0,1.0,,,,,,,,,,,,,0.4,0.4,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,,,,,0.3333333333333333,,,,,2.0,2.0,,1.0,1.0,1.0,,,,1.0,1.0,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2017,2017,False
100949-201496-202650-203824-203833,1611661320,"Alana Beard, Candace Parker, Jantel Lavender, Odyssey Sims, Chelsea Gray","Beard, Parker, Lavender, Sims, Gray",100949-201496-202650-203824-203833,LAS,1170.0,7,20.0,-7.0,36.0,37.0,2.0,18.0,2.0,73,1.0,4.0,8.0,1.0,,13.0,22.0,8.0,1.0,36.0,43.0,1.0,2.0,2.0,,4.0,10.0,8.0,1.0,3.0,13.0,2.0,15.0,2.0,1.0,10.0,,8.0,,13.0,4.0,,1.0,,36.0,4.0,2.0,1.0,0.5909090909090909,1.0,0.5833333333333334,1.0,0.5833333333333334,1.0,0.26666666666666666,0.2,1.0,0.25,0.8333333333333334,0.16666666666666666,0.25,1.0,89.84615384615384,15.555555555555555,16.486486486486488,14.86111111111111,16.0,0.13333333333333333,0.25,0.3333333333333333,0.26666666666666666,1.0,,0.6,0.4852916666666667,0.33345,,,0.1111111111111111,9.1,23.9,0.05555555555555555,10.0,,5.0,8.0,3.0,,,3.0,,,,,,,,16.0,9.0,,3.0,2.0,,8.0,3.0,11.0,3.0,3.0,25.0,1.0,7.0,3.0,1.0,8.0,,,1.0,,2.0,2.0,,2.0,1.0,,0.6153846153846154,0.6153846153846154,1.0,0.375,,,0.375,,,,,0.09090909090909091,0.1,0.25,,1.0,0.7777777777777778,0.125,,0.5,1.0,0.6666666666666666,0.5,0.3333333333333333,0.26666666666666666,0.625,0.625,0.6,0.375,0.375,1.0,,,,,0.375,0.3798,,7.0,,,4.0,5.0,3.0,2.0,,,0.7,0.7777777777777778,0.5714285714285714,,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2017,2017,False
100949-201496-203014-203029-203824,1611661320,"Alana Beard, Candace Parker, Nneka Ogwumike, Riquna Williams, Odyssey Sims","Beard, Parker, Ogwumike, Williams, Sims",100949-201496-203014-203029-203824,LAS,209.0,3,3.0,-2.0,7.0,6.0,,,2.0,13,,,1.0,1.0,,2.0,5.0,1.0,2.0,6.0,8.0,1.0,,,,,,1.0,1.0,,,3.0,3.0,2.0,,3.0,,,,4.0,3.0,,2.0,1.0,4.0,,,,0.4,,0.3333333333333333,,0.42857142857142855,,0.16666666666666666,0.6666666666666666,,1.0,,0.75,1.0,,89.56937799043062,13.714285714285714,18.833333333333332,11.428571428571429,17.166666666666668,,,,0.16666666666666666,0.5,,0.8333333333333334,0.5659666666666666,,0.14285714285714285,0.16666666666666666,,4.84,23.9,,4.0,,,1.0,,,,,,1.0,,2.0,2.0,,,4.0,,,,,,2.0,,2.0,,,4.0,2.0,,,2.0,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,0.3333333333333333,,,,,,,,0.6666666666666666,0.5,,,,,0.6666666666666666,0.16666666666666666,,,,,,,,,,,,0.4092,0.3333333333333333,2.0,,,2.0,2.0,2.0,,,,0.5,0.5,1.0,,,,,1.0,,,,,,1.0,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2017,2017,False
100949-201496-203014-203029-203833,1611661320,"Alana Beard, Candace Parker, Nneka Ogwumike, Riquna Williams, Chelsea Gray","Beard, Parker, Ogwumike, Williams, Gray",100949-201496-203014-203029-203833,LAS,17.0,1,,3.0,1.0,,1.0,,,1,,,,,,1.0,1.0,,1.0,3.0,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,3.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.5,1.5,,,,,,,,,84.70588235294117,15.0,,15.0,,,,,,,,1.0,0.5638,0.5638,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2017,2017,False
