EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsUnassisted2s,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,BlockedAtRim,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGA,SecondChanceFG2A,Fg2aBlocked,LostBallSteals,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,OffThreePtRebounds,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFGM,AtRimAssists,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceFG2M,PtsPutbacks,LostBallTurnovers,PenaltyTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,DefThreePtRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,BlockingFoulsDrawn,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,Corner3Assists,Charge Fouls Drawn,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,LongMidRangePctBlocked,Fg3aBlocked,Charge Fouls,Blocked3s,BlockedCorner3,BlockedLongMidRange,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,BlockedArc3,Corner3PctBlocked,team_id,year,season,team_vs
1628278-201911-203399-203416-203859,1611661322,"Shatori Walker-Kimbrough, Kristi Toliver, Elena Delle Donne, Emma Meesseman, Asia Taylor","Walker-Kimbrough, Toliver, Delle Donne, Meesseman, Taylor",1628278-201911-203399-203416-203859,WAS,213.0,1,4.0,-7.0,7.0,8.0,1.0,1.0,15.0,3.0,1.0,1.0,3.0,1.0,6.0,3.0,5.0,12.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.16666666666666666,0.16666666666666666,0.3125,1.0,1.0,1.0,0.2,0.6666666666666666,0.2,0.3333333333333333,1.0,0.2,101.40845070422536,1.0,15.714285714285714,12.875,15.714285714285714,12.5,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,0.4761666666666667,0.7316,0.25,0.25,0.4,4.55,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
201911-203399-203416-203437-204333,1611661322,"Kristi Toliver, Elena Delle Donne, Emma Meesseman, Tierra Ruffin-Pratt, Natasha Cloud","Toliver, Delle Donne, Meesseman, Ruffin-Pratt, Cloud",201911-203399-203416-203437-204333,WAS,393.0,4,7.0,-9.0,14.0,14.0,5.0,1.0,28.0,1.0,,1.0,4.0,2.0,8.0,4.0,11.0,20.0,,,4.0,2.0,1.0,4.0,,4.0,1.0,5.0,,,,2.0,1.0,6.0,2.0,4.0,2.0,1.0,,1.0,,11.0,5.0,0.25,0.3181818181818182,0.4230769230769231,,,0.6666666666666666,0.2,0.6666666666666666,0.14285714285714285,,1.0,,102.59541984732824,,14.285714285714286,13.785714285714286,13.642857142857142,13.214285714285714,0.09090909090909091,0.36363636363636365,0.25,0.25,,0.36363636363636365,0.42967272727272726,0.345975,0.15384615384615385,0.2,,11.25,0.35714285714285715,7.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.25,0.25,0.4,0.2727272727272727,0.5,1.0,0.5,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.36363636363636365,23.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
1628278-1628287-202663-203859-204333,1611661322,"Shatori Walker-Kimbrough, Jennie Simms, Krystal Thomas, Asia Taylor, Natasha Cloud","Walker-Kimbrough, Simms, Thomas, Taylor, Cloud",1628278-1628287-202663-203859-204333,WAS,115.0,1,2.0,2.0,5.0,5.0,5.0,1.0,10.0,1.0,1.0,,,,2.0,4.0,4.0,2.0,,,2.0,,1.0,2.0,,2.0,1.0,3.0,,1.0,,,,2.0,3.0,6.0,3.0,1.0,,1.0,1.0,4.0,5.0,,,0.4,,,1.0,0.5,1.0,0.5,,,,125.21739130434783,1.0,14.2,8.8,13.2,8.8,0.5,,,,0.5,0.5,0.2958,0.2958,0.6,0.6,,9.0,1.0,5.0,,1.0,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,0.4,,,1.0,1.0,1.0,0.5,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.2505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
1628278-201056-201911-203399-203416,1611661322,"Shatori Walker-Kimbrough, Ivory Latta, Kristi Toliver, Elena Delle Donne, Emma Meesseman","Walker-Kimbrough, Latta, Toliver, Delle Donne, Meesseman",1628278-201056-201911-203399-203416,WAS,62.0,2,1.0,-1.0,4.0,4.0,4.0,1.0,8.0,,,,,,,,3.0,4.0,,,,,,,1.0,1.0,1.0,2.0,,,,,,3.0,,,,,,,,3.0,4.0,,0.3,0.3,,1.0,,,,0.25,,,,185.8064516129032,,9.5,6.0,8.5,6.0,,,,,,1.0,0.36267,0.36267,,,,,1.0,4.0,,,1.0,5.0,1.0,5.0,,,3.0,,,5.0,1.0,,,,,,,,,,,,,,3.0,,,,0.2,0.2,,0.3,0.3,1.0,,,,,,,,,1.0,0.2,0.2,,0.2,1.0,25.259999999999998,,,,,,,,,,,1.0,1.0,5.0,1.0,1.0,5.0,3.0,1.0,0.2,0.25,0.25,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
1628278-201056-203403-203863-204333,1611661322,"Shatori Walker-Kimbrough, Ivory Latta, Tianna Hawkins, Haley Peters, Natasha Cloud","Walker-Kimbrough, Latta, Hawkins, Peters, Cloud",1628278-201056-203403-203863-204333,WAS,93.0,1,2.0,-2.0,4.0,5.0,,,9.0,2.0,,,,1.0,2.0,,2.0,4.0,,,,,,1.0,,1.0,,1.0,,1.0,1.0,2.0,,3.0,2.0,1.0,1.0,,,,,2.0,,0.5,0.3333333333333333,0.3333333333333333,,,1.0,,1.0,,,,,139.3548387096774,,10.25,10.4,10.25,10.4,0.6666666666666666,,,,,1.0,0.5798166666666666,,0.3333333333333333,0.5,,0.85,,5.0,,,,1.0,,1.0,,,,2.0,,1.0,,1.0,,1.0,,,2.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,,0.3333333333333333,,,1.0,,,,,,0.3333333333333333,,,,,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
1628278-201911-202255-202663-203416,1611661322,"Shatori Walker-Kimbrough, Kristi Toliver, Allison Hightower, Krystal Thomas, Emma Meesseman","Walker-Kimbrough, Toliver, Hightower, Thomas, Meesseman",1628278-201911-202255-202663-203416,WAS,97.0,2,2.0,-5.0,2.0,3.0,2.0,1.0,5.0,4.0,2.0,,,1.0,5.0,,2.0,7.0,,2.0,3.0,2.0,4.0,,,,4.0,4.0,,,,,,,1.0,2.0,1.0,,,,,,2.0,0.2,0.2,0.16666666666666666,0.25,,,1.0,,1.0,1.0,,,74.22680412371133,,32.0,11.0,26.0,11.0,0.8,,,,0.6666666666666666,0.8,0.54082,0.5813333333333334,0.16666666666666666,0.16666666666666666,1.0,5.58,1.0,,,1.0,,,,,1.0,,2.0,,,,,,,,,,,1.0,,,,1.0,,,2.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,1.0,,,0.2,,,,,,,,,1.0,,3.0,3.0,1.0,,,,0.2,0.25,1.0,0.6363666666666666,,,,,,,,,,,,,,,1.0,,,,,0.25,0.3333333333333333,,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
1628278-201911-203399-203416-203437,1611661322,"Shatori Walker-Kimbrough, Kristi Toliver, Elena Delle Donne, Emma Meesseman, Tierra Ruffin-Pratt","Walker-Kimbrough, Toliver, Delle Donne, Meesseman, Ruffin-Pratt",1628278-201911-203399-203416-203437,WAS,548.0,2,9.0,-3.0,17.0,16.0,8.0,2.0,33.0,3.0,2.0,2.0,3.0,4.0,9.0,5.0,19.0,22.0,4.0,4.0,5.0,6.0,2.0,1.0,,4.0,2.0,6.0,,1.0,1.0,4.0,,5.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,15.0,8.0,0.4444444444444444,0.5384615384615384,0.6,1.0,,0.3333333333333333,0.4,0.6666666666666666,0.2857142857142857,1.0,0.5,,86.71532846715328,0.5,15.705882352941176,17.5625,15.588235294117647,17.5625,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5384615384615384,0.4532230769230769,0.44674166666666665,0.07142857142857142,0.1,0.21052631578947367,10.2,0.47058823529411764,,1.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,9.0,2.0,6.0,4.0,2.0,1.0,2.0,3.0,2.0,,8.0,,,4.0,1.0,4.0,,,9.0,0.25,0.25,1.0,0.5,0.5,0.2,0.4166666666666667,0.5625,0.3076923076923077,,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,,0.3076923076923077,0.5,0.5,1.0,0.5,0.47368421052631576,23.975,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,0.16666666666666666,1.0,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,2.0,,,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
1628278-201911-203399-203437-203859,1611661322,"Shatori Walker-Kimbrough, Kristi Toliver, Elena Delle Donne, Tierra Ruffin-Pratt, Asia Taylor","Walker-Kimbrough, Toliver, Delle Donne, Ruffin-Pratt, Taylor",1628278-201911-203399-203437-203859,WAS,4.0,1,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,360.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
1628278-202663-203403-203437-204333,1611661322,"Shatori Walker-Kimbrough, Krystal Thomas, Tianna Hawkins, Tierra Ruffin-Pratt, Natasha Cloud","Walker-Kimbrough, Thomas, Hawkins, Ruffin-Pratt, Cloud",1628278-202663-203403-203437-204333,WAS,46.0,1,1.0,,2.0,2.0,2.0,,4.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,1.0,,,,,,1.0,1.0,2.0,,,,,,1.0,2.0,,,0.5,,,1.0,,0.5,,,,,125.21739130434781,,13.5,9.5,13.5,9.5,,,,,,,,,,,,,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
201056-201911-202255-203403-203859,1611661322,"Ivory Latta, Kristi Toliver, Allison Hightower, Tianna Hawkins, Asia Taylor","Latta, Toliver, Hightower, Hawkins, Taylor",201056-201911-202255-203403-203859,WAS,58.0,2,1.0,4.0,3.0,3.0,3.0,,6.0,1.0,1.0,,1.0,1.0,2.0,2.0,4.0,,,,2.0,2.0,,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,,4.0,3.0,0.5,0.5,0.6666666666666666,,,,,1.0,,,,,148.9655172413793,,8.666666666666666,10.666666666666666,8.666666666666666,10.666666666666666,0.5,0.5,,,0.5,0.5,0.47815,0.47815,,,,2.85,1.0,2.0,,,,,,,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,4.0,,,,,,0.5,0.5,0.6666666666666666,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2017,2017,False
