EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,HeaveAttempts,Fg3aBlocked,FTOffRebounds,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,FTDefRebounds,3SecondViolations,DefFTReboundPct,Technical Free Throw Trips,SecondChanceFtPoints,DefCorner3ReboundPct,Charge Fouls Drawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3PctAssisted,BlockedShortMidRange,LongMidRangePctBlocked,BlockingFoulsDrawn,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,Corner3PctBlocked,Clear Path Fouls,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,BlockedLongMidRange,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,team_id,year,season,team_vs
100915-100944-100952-200671-201480,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Seimone Augustus, Sylvia Fowles","Whalen, Brunson, Perkins, Augustus, Fowles",100915-100944-100952-200671-201480,MIN,634.0,5,11.0,-6.0,19.0,20.0,,,2.0,39.0,3.0,4.0,,,1.0,2.0,2.0,5.0,1.0,1.0,,,6.0,11.0,1.0,4.0,19.0,25.0,1.0,,,,,,4.0,8.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,,7.0,1.0,1.0,6.0,7.0,3.0,10.0,4.0,1.0,2.0,2.0,6.0,,2.0,4.0,18.0,,,,0.3333333333333333,0.3333333333333333,1.0,0.25,,0.25,0.5454545454545454,,0.5,,0.5588235294117647,,0.26666666666666666,0.6666666666666666,0.6666666666666666,0.2,0.5,0.6363636363636364,0.375,0.3333333333333333,1.0,,0.5,88.58044164037855,18.789473684210527,13.85,17.36842105263158,13.4,0.26666666666666666,0.75,1.0,0.6666666666666666,0.13333333333333333,0.5,0.5,,0.3333333333333333,0.4,0.4,0.06666666666666667,1.0,1.0,1.0,,,,,0.5333333333333333,1.0,0.47575333333333336,,,,10.036363636363637,23.175,,,,,3.0,,,,,4.0,,,,1.0,,,,1.0,,,2.0,1.0,1.0,,1.0,,2.0,,1.0,,,,1.0,5.0,,,5.0,1.0,3.0,,,2.0,2.0,2.0,1.0,,,,0.25,0.09090909090909091,0.25,0.6666666666666666,,,,0.6666666666666666,0.7142857142857143,0.14285714285714285,0.5,,0.2,,,,,,,,,,,0.17647058823529413,0.23076923076923078,,0.05263157894736842,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,False
100915-100944-100952-201480-201904,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Sylvia Fowles, Renee Montgomery","Whalen, Brunson, Perkins, Fowles, Montgomery",100915-100944-100952-201480-201904,MIN,255.0,3,4.0,1.0,9.0,8.0,,,1.0,17.0,2.0,2.0,,,2.0,3.0,,1.0,,1.0,,,4.0,6.0,,1.0,9.0,8.0,1.0,,,,,,4.0,4.0,,1.0,,2.0,,2.0,,1.0,1.0,4.0,,2.0,2.0,5.0,1.0,6.0,,2.0,,3.0,3.0,,1.0,1.0,7.0,,,,0.5,0.6666666666666666,,,,,0.6666666666666666,,0.5714285714285714,,0.6428571428571429,,0.14285714285714285,,1.0,,1.0,1.0,0.3333333333333333,,,1.0,1.0,96.0,15.11111111111111,14.875,14.88888888888889,14.875,0.2857142857142857,1.0,1.0,0.5,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,,,0.14285714285714285,,,,,,,,0.42857142857142855,,0.4585214285714286,,,,8.283333333333333,23.7,,1.0,1.0,,,,,,,1.0,1.0,,,2.0,,,2.0,1.0,,,1.0,,,,,,,1.0,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,0.16666666666666666,,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,0.14285714285714285,0.16666666666666666,,0.2222222222222222,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1611661324,2017,2017,False
100915-100952-201480-202632-203827,1611661324,"Lindsay Whalen, Jia Perkins, Sylvia Fowles, Maya Moore, Natasha Howard","Whalen, Perkins, Fowles, Moore, Howard",100915-100952-201480-202632-203827,MIN,58.0,1,1.0,1.0,2.0,1.0,,1.0,,3.0,,,,,,,,,1.0,1.0,,,,,1.0,1.0,3.0,2.0,,,,,,,,,3.0,1.0,1.0,,1.0,1.0,1.0,,,3.0,,,,,,,,,,1.0,1.0,,,,3.0,,,,,,1.0,1.0,,1.0,,,1.5,,1.5,,1.0,,,,,,,,,,,74.48275862068965,18.5,21.0,18.5,21.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.4848,,,,,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,False
100915-200671-201480-202632-203827,1611661324,"Lindsay Whalen, Seimone Augustus, Sylvia Fowles, Maya Moore, Natasha Howard","Whalen, Augustus, Fowles, Moore, Howard",100915-200671-201480-202632-203827,MIN,767.0,4,13.0,4.0,26.0,24.0,,,4.0,50.0,8.0,11.0,,,1.0,2.0,1.0,6.0,1.0,5.0,,,10.0,19.0,1.0,5.0,26.0,22.0,5.0,,,,,,16.0,4.0,3.0,5.0,1.0,8.0,1.0,9.0,1.0,7.0,1.0,19.0,3.0,1.0,7.0,8.0,5.0,13.0,4.0,,4.0,,4.0,,2.0,6.0,18.0,,,,0.8,0.8888888888888888,1.0,0.2,,0.2,0.5263157894736842,,0.4791666666666667,,0.48148148148148145,,0.20833333333333334,1.0,0.7777777777777778,0.3333333333333333,0.5,0.7272727272727273,0.3076923076923077,0.2,0.5,1.0,0.5,93.8722294654498,15.846153846153847,14.791666666666666,14.653846153846153,13.791666666666666,0.4583333333333333,0.7272727272727273,0.8,0.875,0.08333333333333333,0.5,0.5,1.0,0.25,0.16666666666666666,0.16666666666666666,0.20833333333333334,0.2,0.25,1.0,,,,,0.6666666666666666,0.2,0.5063666666666666,0.477175,,,7.773684210526315,23.98,,4.0,5.0,,,,,,,3.0,4.0,,,8.0,,,2.0,1.0,,,1.0,1.0,2.0,2.0,,,,,,,,1.0,,7.0,,2.0,6.0,,3.0,,,2.0,2.0,2.0,2.0,,0.8,0.8,0.8,0.05263157894736842,0.09090909090909091,0.25,0.3333333333333333,1.0,0.25,,1.0,0.09090909090909091,1.0,,,,,,1.0,0.8,0.75,,,,,0.1111111111111111,0.13636363636363635,,0.3076923076923077,,1.0,1.0,0.2,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,False
100944-100952-1627701-1628283-203827,1611661324,"Rebekkah Brunson, Jia Perkins, Temi Fagbenle, Alexis Jones, Natasha Howard","Brunson, Perkins, Fagbenle, Jones, Howard",100944-100952-1627701-1628283-203827,MIN,209.0,2,3.0,-2.0,6.0,8.0,,1.0,1.0,14.0,,,,,1.0,1.0,,3.0,,,,,1.0,4.0,,,2.0,4.0,1.0,,,,,,,2.0,,,,,,,,,,,1.0,,2.0,2.0,1.0,3.0,2.0,,1.0,1.0,3.0,,1.0,2.0,,,,,,,,,,,0.25,,0.25,,0.25,,,0.6666666666666666,0.6666666666666666,0.3333333333333333,,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,96.45933014354067,15.166666666666666,14.75,12.833333333333334,12.75,,,,,0.25,1.0,1.0,,0.75,,,,,,,,,,,,,0.407325,0.3868,,,15.475,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,False
100944-100952-1628283-200671-201480,1611661324,"Rebekkah Brunson, Jia Perkins, Alexis Jones, Seimone Augustus, Sylvia Fowles","Brunson, Perkins, Jones, Augustus, Fowles",100944-100952-1628283-200671-201480,MIN,30.0,1,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,48.0,,19.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,False
100944-100952-1628283-201480-202632,1611661324,"Rebekkah Brunson, Jia Perkins, Alexis Jones, Sylvia Fowles, Maya Moore","Brunson, Perkins, Jones, Fowles, Moore",100944-100952-1628283-201480-202632,MIN,394.0,2,7.0,-7.0,12.0,13.0,7.0,7.0,1.0,25.0,1.0,5.0,1.0,3.0,,,1.0,1.0,,4.0,,3.0,2.0,6.0,,4.0,6.0,13.0,1.0,1.0,3.0,,3.0,2.0,,4.0,,4.0,,,,,,,,,,3.0,2.0,5.0,1.0,6.0,1.0,,1.0,,1.0,1.0,,1.0,6.0,2.0,7.0,,,,,,,,0.3333333333333333,0.3333333333333333,0.2,0.16666666666666666,0.25,0.14285714285714285,0.4,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,91.37055837563452,18.166666666666668,13.538461538461538,17.25,13.538461538461538,0.5,0.2,0.2,,,,,,0.1,1.0,1.0,0.4,,,,0.5,0.3333333333333333,0.5,,0.9,,0.497055,0.6063,0.4884583333333334,0.3333333333333333,4.416666666666667,24.175,0.5833333333333334,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.09090909090909091,0.14285714285714285,,,,,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1611661324,2017,2017,False
100944-100952-200671-201480-202632,1611661324,"Rebekkah Brunson, Jia Perkins, Seimone Augustus, Sylvia Fowles, Maya Moore","Brunson, Perkins, Augustus, Fowles, Moore",100944-100952-200671-201480-202632,MIN,332.0,1,6.0,2.0,12.0,14.0,10.0,12.0,1.0,26.0,3.0,5.0,3.0,5.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,4.0,8.0,1.0,2.0,18.0,16.0,1.0,3.0,6.0,1.0,1.0,13.0,2.0,6.0,,1.0,1.0,1.0,,1.0,,1.0,,2.0,1.0,,2.0,3.0,1.0,4.0,1.0,,1.0,,1.0,1.0,2.0,3.0,15.0,13.0,10.0,1.0,0.25,0.3333333333333333,,0.5,1.0,0.5,0.5,0.5,0.55,0.6428571428571429,0.6923076923076923,0.7222222222222222,0.2,1.0,1.0,0.25,,0.6666666666666666,0.2,,,1.0,,112.7710843373494,12.916666666666666,12.642857142857142,12.916666666666666,12.642857142857142,0.5,0.6,0.75,0.3333333333333333,0.2,0.5,1.0,,0.1,,,0.1,1.0,1.0,,0.7142857142857143,0.6,0.14285714285714285,1.0,0.7,1.0,0.47067500000000007,0.3795,0.49702857142857143,0.7222222222222222,5.5625,22.55,0.8333333333333334,,,,1.0,,,,,7.0,1.0,,,3.0,4.0,3.0,2.0,2.0,,,,,2.0,,2.0,,,,,,,,,4.0,,,7.0,1.0,2.0,,2.0,,,1.0,,,1.0,1.0,1.5,0.25,0.2,,,1.0,,,1.0,,,,0.1,,,,,,,,,,,0.18181818181818182,0.2222222222222222,,0.16666666666666666,,1.0,,0.5,,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,1.0,1.0,0.5,1.0,,,,,,,1611661324,2017,2017,False
100952-1627701-1628283-201480-203827,1611661324,"Jia Perkins, Temi Fagbenle, Alexis Jones, Sylvia Fowles, Natasha Howard","Perkins, Fagbenle, Jones, Fowles, Howard",100952-1627701-1628283-201480-203827,MIN,48.0,1,1.0,-4.0,1.0,2.0,,2.0,,3.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,90.0,26.0,11.0,26.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,False
100952-1628283-201480-201904-203827,1611661324,"Jia Perkins, Alexis Jones, Sylvia Fowles, Renee Montgomery, Natasha Howard","Perkins, Jones, Fowles, Montgomery, Howard",100952-1628283-201480-201904-203827,MIN,24.0,2,,-2.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,60.0,,7.0,,7.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,0.7642,,,,0.9,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1611661324,2017,2017,False
100952-200671-201480-201904-203827,1611661324,"Jia Perkins, Seimone Augustus, Sylvia Fowles, Renee Montgomery, Natasha Howard","Perkins, Augustus, Fowles, Montgomery, Howard",100952-200671-201480-201904-203827,MIN,261.0,3,4.0,-3.0,10.0,9.0,5.0,3.0,1.0,19.0,,3.0,,1.0,,,1.0,2.0,,2.0,,,1.0,5.0,,2.0,6.0,9.0,1.0,1.0,2.0,,,4.0,,2.0,,2.0,,,,,,,,,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,6.0,4.0,5.0,,,,,,,,0.2,0.5,0.14285714285714285,0.5,0.3,0.6666666666666666,0.2857142857142857,0.5,1.0,0.5,1.0,1.0,0.3333333333333333,,1.0,,1.0,104.82758620689656,13.6,13.88888888888889,12.9,13.88888888888889,0.42857142857142855,,,,,,,,0.2857142857142857,0.5,0.5,0.2857142857142857,,,,0.5,,,,0.7142857142857143,,0.5026928571428572,0.501,0.3998,0.6666666666666666,8.540000000000001,24.8,0.5,,,,,,,,,4.0,,,,,2.0,,,1.0,,,,,3.0,2.0,1.0,,1.0,,,,,,,4.0,,,6.0,,2.0,,1.0,,,,,,,,,0.2,0.3333333333333333,,0.6666666666666666,,,,,,,,,,,,,,,,,,,0.2222222222222222,0.2857142857142857,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1611661324,2017,2017,False
100915-100944-200671-201480-202632,1611661324,"Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Sylvia Fowles, Maya Moore","Whalen, Brunson, Augustus, Fowles, Moore",100915-100944-200671-201480-202632,MIN,18821.0,20,314.0,102.0,605.0,617.0,102.0,35.0,82.0,1222.0,118.0,175.0,17.0,26.0,38.0,92.0,68.0,150.0,39.0,100.0,7.0,15.0,224.0,417.0,45.0,113.0,704.0,602.0,68.0,28.0,61.0,8.0,18.0,121.0,268.0,180.0,114.0,100.0,39.0,134.0,38.0,172.0,32.0,76.0,21.0,382.0,62.0,77.0,142.0,228.0,94.0,322.0,60.0,11.0,47.0,42.0,102.0,13.0,55.0,121.0,589.0,109.0,93.0,3.0,0.5982142857142857,0.6473429951690821,0.8444444444444444,0.39823008849557523,0.4444444444444444,0.39823008849557523,0.5371702637889688,0.45901639344262296,0.55,0.5063291139240507,0.5833333333333334,0.5882352941176471,0.21320754716981133,0.5882352941176471,0.7029702970297029,0.32124352331606215,0.8191489361702128,0.7398648648648649,0.3178294573643411,0.3170731707317073,0.75,0.7424242424242424,0.8333333333333334,93.49556346634078,15.588429752066116,15.218800648298217,14.796694214876034,14.638573743922205,0.330188679245283,0.6742857142857143,0.7468354430379747,0.6440677966101694,0.17358490566037735,0.41304347826086957,0.4367816091954023,0.5526315789473685,0.2830188679245283,0.4533333333333333,0.4533333333333333,0.18867924528301888,0.39,0.39,0.8205128205128205,0.3291139240506329,0.6538461538461539,0.189873417721519,0.4666666666666667,0.5433962264150943,0.39,0.48840349056603777,0.5049081967213115,0.4848094936708861,0.171875,8.843884892086331,23.49646017699115,0.16859504132231404,24.0,35.0,6.0,13.0,1.0,3.0,6.0,8.0,121.0,39.0,6.0,8.0,115.0,41.0,21.0,34.0,22.0,6.0,37.0,20.0,14.0,64.0,49.0,15.0,6.0,13.0,9.0,5.0,4.0,2.0,10.0,11.0,143.0,8.0,10.0,160.0,14.0,64.0,1.0,19.0,26.0,18.0,27.0,10.0,0.75,0.5735294117647058,0.631578947368421,0.6609195402298851,0.05275779376498801,0.09714285714285714,0.3076923076923077,0.3333333333333333,0.3148148148148148,0.3103448275862069,0.2857142857142857,0.6375,0.059322033898305086,0.37037037037037035,0.5441176470588235,0.024528301886792454,0.46153846153846156,0.46153846153846156,1.0,0.4605263157894737,0.6857142857142857,0.16666666666666666,0.10526315789473684,0.75,0.0379746835443038,0.3333333333333333,0.11187607573149742,0.13704496788008566,0.008771929824561403,0.16335227272727273,,,12.0,,,0.5454545454545454,9.0,,0.8181818181818182,6.0,19.0,0.75,,2.0,9.0,0.6666666666666666,8.0,,5.0,1.0,1.0,0.05434782608695652,,1.0,,,,,,1611661324,2017,2017,False
100944-200671-201480-201904-202632,1611661324,"Rebekkah Brunson, Seimone Augustus, Sylvia Fowles, Renee Montgomery, Maya Moore","Brunson, Augustus, Fowles, Montgomery, Moore",100944-200671-201480-201904-202632,MIN,11384.0,23,190.0,57.0,369.0,365.0,75.0,19.0,49.0,734.0,79.0,121.0,19.0,31.0,26.0,64.0,32.0,77.0,25.0,55.0,4.0,8.0,137.0,262.0,30.0,64.0,432.0,375.0,47.0,21.0,49.0,6.0,10.0,79.0,168.0,106.0,72.0,55.0,25.0,84.0,24.0,108.0,19.0,46.0,16.0,240.0,45.0,49.0,89.0,141.0,59.0,200.0,33.0,8.0,22.0,32.0,65.0,13.0,21.0,69.0,365.0,79.0,75.0,2.0,0.6131386861313869,0.6885245901639344,0.8,0.46875,0.6,0.46875,0.5229007633587787,0.42857142857142855,0.558282208588957,0.5084745762711864,0.589041095890411,0.5571428571428572,0.19631901840490798,0.5076923076923077,0.717741935483871,0.36585365853658536,0.7101449275362319,0.7150259067357513,0.3525641025641026,0.29545454545454547,0.7333333333333333,0.7959183673469388,0.711864406779661,92.8460997891778,15.024390243902438,16.0,14.441734417344174,15.126027397260273,0.37116564417177916,0.6528925619834711,0.6929824561403509,0.5822784810126582,0.19631901840490798,0.40625,0.4126984126984127,0.6153846153846154,0.2361963190184049,0.4155844155844156,0.4155844155844156,0.1687116564417178,0.45454545454545453,0.46296296296296297,0.76,0.5254237288135594,0.6129032258064516,0.13559322033898305,0.5,0.5674846625766872,0.45454545454545453,0.4948967791411043,0.5197086956521739,0.5322550847457627,0.18287037037037038,7.958396946564885,23.4390625,0.2032520325203252,22.0,34.0,5.0,9.0,2.0,2.0,3.0,6.0,68.0,26.0,3.0,6.0,67.0,19.0,18.0,30.0,8.0,5.0,22.0,10.0,12.0,34.0,28.0,6.0,2.0,11.0,6.0,2.0,,3.0,6.0,9.0,94.0,4.0,8.0,90.0,7.0,38.0,2.0,7.0,17.0,10.0,18.0,10.0,0.5,0.5531914893617021,0.5754716981132075,0.5877192982456141,0.030534351145038167,0.05785123966942149,0.30303030303030304,0.42857142857142855,0.3783783783783784,0.27586206896551724,0.5,0.6222222222222222,0.08108108108108109,0.5555555555555556,0.6875,0.027607361963190184,0.5555555555555556,0.5555555555555556,1.0,0.6415094339622641,0.6470588235294118,0.045454545454545456,0.11320754716981132,0.5,0.03389830508474576,1.0,0.11173184357541899,0.1296928327645051,0.03076923076923077,0.1550925925925926,,1.0,4.0,0.015625,0.01818181818181818,0.4444444444444444,3.0,,1.0,3.0,6.0,0.7,,1.0,7.0,0.6666666666666666,6.0,,1.0,1.0,1.0,0.015625,,,2.0,1.0,1.0,,,1611661324,2017,2017,False
100888-100915-201480-201904-202632,1611661324,"Plenette Pierson, Lindsay Whalen, Sylvia Fowles, Renee Montgomery, Maya Moore","Pierson, Whalen, Fowles, Montgomery, Moore",100888-100915-201480-201904-202632,MIN,381.0,4,6.0,3.0,16.0,13.0,3.0,2.0,3.0,29.0,2.0,4.0,,,,1.0,2.0,5.0,,2.0,,,4.0,10.0,,2.0,10.0,7.0,3.0,,2.0,,,2.0,6.0,2.0,,2.0,,3.0,,3.0,,1.0,,6.0,1.0,3.0,4.0,7.0,2.0,9.0,2.0,,1.0,2.0,4.0,,,4.0,6.0,2.0,3.0,,0.75,0.75,,,,,0.4,,0.3333333333333333,,0.38461538461538464,0.3333333333333333,0.16666666666666666,0.5,0.5714285714285714,0.2,1.0,0.7,0.2857142857142857,0.3333333333333333,0.5,,1.0,109.60629921259843,12.4375,14.0,10.8125,13.615384615384615,0.3333333333333333,0.5,0.5,0.5,0.08333333333333333,,,,0.4166666666666667,0.4,0.5,0.16666666666666666,,,,,,,,0.5,,0.42901666666666666,0.4088333333333333,0.34465,0.2,10.42,23.6,0.1875,1.0,1.0,,,,,,,2.0,2.0,,,4.0,2.0,,,1.0,,2.0,1.0,,,,,1.0,1.0,,,,,,1.0,4.0,1.0,1.0,2.0,,1.0,,,1.0,,1.0,1.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1,,0.5,,,0.5,,1.0,,1.0,1.0,,,,,0.3333333333333333,1.0,1.0,,,,,0.07692307692307693,0.09090909090909091,,0.4,,,,,,,,,,,,1.0,,,,,1.0,0.2,,,,,,,,,,,,1611661324,2017,2017,False
100888-100915-100944-201904-202632,1611661324,"Plenette Pierson, Lindsay Whalen, Rebekkah Brunson, Renee Montgomery, Maya Moore","Pierson, Whalen, Brunson, Montgomery, Moore",100888-100915-100944-201904-202632,MIN,296.0,2,5.0,11.0,8.0,10.0,6.0,6.0,1.0,18.0,1.0,3.0,1.0,2.0,2.0,2.0,,,2.0,4.0,1.0,3.0,3.0,5.0,3.0,5.0,15.0,4.0,1.0,3.0,4.0,1.0,3.0,9.0,2.0,4.0,9.0,4.0,2.0,1.0,3.0,4.0,2.0,,1.0,11.0,1.0,1.0,4.0,5.0,2.0,7.0,,,,,,,,2.0,13.0,9.0,6.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,0.6,0.6,0.75,0.75,0.6428571428571429,0.75,0.6428571428571429,0.5,,0.6666666666666666,0.5,1.0,0.7142857142857143,0.5,,0.5,1.0,1.0,87.56756756756756,18.75,14.6,17.75,14.2,0.3,0.3333333333333333,0.5,,0.2,1.0,1.0,0.5,,,,0.4,0.5,0.5,1.0,0.2857142857142857,0.5,0.42857142857142855,0.3333333333333333,0.8,0.5,0.504965,,0.49534285714285714,0.6,4.2,23.2,0.75,1.0,1.0,1.0,1.0,,,,,,1.0,,,2.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,2.0,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.2,0.3333333333333333,0.5,0.5,,0.5,,0.6666666666666666,0.3333333333333333,,,0.1,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.13333333333333333,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1611661324,2017,2017,False
