EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,ShortMidRangeAssists,OffThreePtRebounds,StepOutOfBoundsTurnovers,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Fg3aBlocked,Charge Fouls Drawn,Technical Free Throw Trips,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,Charge Fouls,BlockedCorner3,FTOffRebounds,OffFTReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,team_id,year,season,team_vs
100888-100952-201480-201904-202632,1611661324,"Plenette Pierson, Jia Perkins, Sylvia Fowles, Renee Montgomery, Maya Moore","Pierson, Perkins, Fowles, Montgomery, Moore",100888-100952-201480-201904-202632,MIN,2781.0,20,46.0,-7.0,93.0,84.0,21.0,35.0,16.0,177.0,13.0,32.0,2.0,5.0,3.0,8.0,2.0,9.0,13.0,27.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,14.0,1.0,1.0,1.0,4.0,28.0,68.0,7.0,16.0,11.0,88.0,95.0,5.0,11.0,2.0,2.0,3.0,19.0,9.0,17.0,2.0,5.0,24.0,34.0,22.0,15.0,6.0,2.0,1.0,13.0,5.0,4.0,17.0,5.0,22.0,3.0,2.0,5.0,12.0,49.0,17.0,7.0,18.0,1.0,26.0,17.0,43.0,2.0,8.0,7.0,1.0,9.0,1.0,5.0,11.0,3.0,4.0,3.0,20.0,3.0,3.0,5.0,1.0,19.0,2.0,2.0,14.0,1.0,1.0,1.0,15.0,1.0,8.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,69.0,24.0,21.0,3.0,0.6071428571428571,0.6296296296296297,0.7142857142857143,0.4375,1.0,0.4,0.4666666666666667,0.4117647058823529,0.45454545454545453,0.5294117647058824,0.4583333333333333,0.6153846153846154,0.5454545454545454,0.4835164835164835,0.6333333333333333,0.5454545454545454,0.19047619047619047,0.058823529411764705,0.09375,0.1111111111111111,0.45,1.0,0.6428571428571429,0.4358974358974359,0.7777777777777778,0.6756756756756757,0.3695652173913043,0.3333333333333333,0.42857142857142855,0.5714285714285714,0.14285714285714285,1.0,0.75,0.7777777777777778,0.046511627906976744,91.6504854368932,0.75,16.032258064516128,15.357142857142858,15.010752688172044,14.797619047619047,0.38095238095238093,0.40625,0.4482758620689655,0.38461538461538464,0.10714285714285714,0.2222222222222222,0.25,0.32142857142857145,0.48148148148148145,0.48148148148148145,0.9230769230769231,0.023809523809523808,1.0,1.0,1.0,0.16666666666666666,0.35714285714285715,0.35714285714285715,0.6,0.38461538461538464,0.4,0.5,0.07692307692307693,1.0,1.0,0.07692307692307693,1.0,1.0,0.36363636363636365,0.375,0.045454545454545456,1.0,0.18181818181818182,0.25,0.5714285714285714,0.38461538461538464,0.48242590361445786,0.4975307692307692,0.4948166666666666,0.08791208791208792,0.10666666666666667,0.2159090909090909,0.2727272727272727,8.870588235294118,24.95,0.22580645161290322,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
100915-100944-100952-201480-202632,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Sylvia Fowles, Maya Moore","Whalen, Brunson, Perkins, Fowles, Moore",100915-100944-100952-201480-202632,MIN,2998.0,9,50.0,6.0,97.0,94.0,8.0,20.0,11.0,191.0,14.0,25.0,2.0,6.0,,1.0,5.0,10.0,11.0,26.0,1.0,4.0,,,,,7.0,16.0,1.0,2.0,2.0,4.0,30.0,61.0,8.0,20.0,15.0,99.0,93.0,4.0,9.0,1.0,2.0,,11.0,,3.0,2.0,4.0,9.0,36.0,24.0,21.0,3.0,6.0,,16.0,7.0,5.0,18.0,7.0,25.0,6.0,1.0,8.0,7.0,57.0,11.0,13.0,24.0,1.0,38.0,13.0,51.0,1.0,10.0,8.0,2.0,14.0,1.0,12.0,6.0,2.0,2.0,1.0,20.0,1.0,1.0,10.0,1.0,21.0,2.0,1.0,20.0,1.0,,3.0,20.0,2.0,9.0,4.0,3.0,,1.0,5.0,3.0,1.0,88.0,9.0,8.0,,0.6,0.6666666666666666,0.875,0.4,0.5,0.5,0.4,0.4918032786885246,0.4444444444444444,,0.5185185185185185,0.5,0.42857142857142855,0.55,0.5,0.5,0.24691358024691357,0.08196721311475409,0.12,0.1,0.7,0.5,0.75,0.3548387096774194,0.8125,0.7708333333333334,0.3023255813953488,0.5454545454545454,0.6,0.13333333333333333,0.8461538461538461,0.625,0.7272727272727273,0.8571428571428571,0.02631578947368421,91.74116077384923,0.6,14.948453608247423,16.46808510638298,14.556701030927835,15.872340425531915,0.30864197530864196,0.56,0.6363636363636364,0.5714285714285714,0.12345679012345678,0.5,0.5555555555555556,0.32098765432098764,0.4230769230769231,0.44,0.6363636363636364,0.04938271604938271,0.25,0.25,1.0,0.19753086419753085,0.4375,0.4375,0.8571428571428571,0.5454545454545454,0.3333333333333333,,,,,0.18181818181818182,0.5,1.0,0.14285714285714285,,,,0.5714285714285714,0.5,0.5555555555555556,0.4375,0.49429753086419753,0.501,0.4083357142857143,0.10227272727272728,0.1323529411764706,0.1111111111111111,0.09090909090909091,9.714754098360656,23.330000000000002,0.08247422680412371,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.038461538461538464,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.5,0.6,,,,,,,,,,,,,,1611661324,2017,2017,True
100944-200671-201480-201904-202632,1611661324,"Rebekkah Brunson, Seimone Augustus, Sylvia Fowles, Renee Montgomery, Maya Moore","Brunson, Augustus, Fowles, Montgomery, Moore",100944-200671-201480-201904-202632,MIN,11384.0,23,190.0,-57.0,365.0,369.0,19.0,75.0,44.0,734.0,51.0,96.0,7.0,16.0,5.0,8.0,20.0,50.0,38.0,89.0,9.0,19.0,1.0,1.0,,,29.0,89.0,4.0,8.0,,1.0,109.0,235.0,38.0,108.0,43.0,375.0,432.0,16.0,34.0,5.0,9.0,5.0,52.0,8.0,16.0,,1.0,23.0,114.0,104.0,102.0,12.0,10.0,,89.0,29.0,17.0,57.0,34.0,91.0,25.0,9.0,23.0,24.0,216.0,35.0,23.0,78.0,5.0,106.0,55.0,161.0,8.0,33.0,22.0,11.0,34.0,6.0,28.0,26.0,1.0,6.0,2.0,60.0,7.0,1.0,40.0,1.0,94.0,4.0,8.0,69.0,6.0,9.0,,48.0,6.0,21.0,8.0,7.0,,1.0,9.0,4.0,2.0,323.0,21.0,18.0,7.0,0.5229357798165137,0.5480769230769231,0.8947368421052632,0.35185185185185186,0.5555555555555556,,0.35185185185185186,0.46382978723404256,0.47058823529411764,0.5,0.4839650145772595,0.5465116279069767,0.47058823529411764,0.512396694214876,0.5652173913043478,0.55,0.31486880466472306,0.07234042553191489,0.10416666666666667,0.12,0.5666666666666667,0.5555555555555556,0.6341463414634146,0.28225806451612906,0.696969696969697,0.6474358974358975,0.2849740932642487,0.37777777777777777,0.26666666666666666,0.20408163265306123,0.5714285714285714,0.6216216216216216,0.7045454545454546,0.7241379310344828,0.045714285714285714,92.8460997891778,0.4444444444444444,16.0,15.024390243902438,15.126027397260273,14.441734417344174,0.27988338192419826,0.53125,0.5930232558139535,0.45098039215686275,0.1457725947521866,0.4,0.45454545454545453,0.2594752186588921,0.42696629213483145,0.4318181818181818,0.631578947368421,0.05539358600583091,0.47368421052631576,0.47368421052631576,1.0,0.2594752186588921,0.3258426966292135,0.32954545454545453,0.8620689655172413,0.37209302325581395,0.4375,0.14285714285714285,0.023255813953488372,1.0,1.0,0.18604651162790697,0.5,0.75,0.47058823529411764,0.625,,,0.058823529411764705,,0.5947521865889213,0.3258426966292135,0.4914119533527697,0.483289705882353,0.5056382352941177,0.05865921787709497,0.084,0.13866666666666666,0.06133333333333333,9.44,23.689814814814813,0.052054794520547946,7.0,10.0,20.0,1.0,5.0,1.0,1.0,2.0,0.011235955056179775,0.2898550724637681,0.288135593220339,0.3,0.5,0.5,1.0,3.0,3.0,1.0,0.009259259259259259,0.011235955056179775,,,,,,,,1611661324,2017,2017,True
100952-1627701-200671-201904-203827,1611661324,"Jia Perkins, Temi Fagbenle, Seimone Augustus, Renee Montgomery, Natasha Howard","Perkins, Fagbenle, Augustus, Montgomery, Howard",100952-1627701-200671-201904-203827,MIN,194.0,1,3.0,2.0,6.0,7.0,6.0,,,13.0,1.0,1.0,,,1.0,1.0,,,2.0,4.0,,,,,,,,,,,,,3.0,5.0,,,3.0,9.0,7.0,,,,,,,3.0,5.0,,,9.0,4.0,2.0,,,,,,,,2.0,,2.0,,,1.0,1.0,4.0,,,2.0,,2.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,1.0,,3.0,,1.0,1.0,,,1.0,1.0,,,9.0,9.0,6.0,,0.6666666666666666,0.6666666666666666,,,,,,0.6,,0.6,0.6,,0.6,0.6666666666666666,,0.6666666666666666,,,,,,,0.6666666666666666,,,0.6666666666666666,,,,,,,1.0,,,96.49484536082474,,15.166666666666666,14.714285714285714,15.166666666666666,13.571428571428571,0.2,1.0,1.0,1.0,,,,0.8,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,0.2,1.0,,,,,0.2,,0.45692000000000005,,0.45692000000000005,0.16666666666666666,0.16666666666666666,,1.0,14.2,,1.0,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1611661324,2017,2017,True
100888-100915-100944-100952-202632,1611661324,"Plenette Pierson, Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Maya Moore","Pierson, Whalen, Brunson, Perkins, Moore",100888-100915-100944-100952-202632,MIN,143.0,2,2.0,1.0,5.0,4.0,3.0,,2.0,9.0,1.0,4.0,,1.0,,3.0,,1.0,,,,,,,,,,1.0,,,,,1.0,5.0,,1.0,3.0,5.0,4.0,,1.0,,,3.0,3.0,,3.0,,,2.0,,2.0,,,,,1.0,,,,,,,,,,,3.0,,1.0,,1.0,3.0,4.0,1.0,,,,,,,1.0,,,,1.0,,1.0,,,1.0,,1.0,3.0,,,,4.0,,1.0,,,,,,,,2.0,2.0,3.0,,,,,,,,,0.2,,,0.16666666666666666,,,0.3125,0.5,0.25,0.16666666666666666,,,,,,1.0,0.75,,1.0,0.6,0.6666666666666666,1.0,,,,1.0,,0.2,90.62937062937063,,18.0,13.25,17.0,13.25,0.6666666666666666,0.25,0.25,,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,1.0,,,,,,,,,1.0,,,,,,0.8333333333333334,,0.5405583333333334,0.6785,0.5992333333333334,0.14285714285714285,0.16666666666666666,0.6,0.4,2.7,23.0,0.6,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100915-100952-201480-201904,1611661324,"Plenette Pierson, Lindsay Whalen, Jia Perkins, Sylvia Fowles, Renee Montgomery","Pierson, Whalen, Perkins, Fowles, Montgomery",100888-100915-100952-201480-201904,MIN,479.0,3,8.0,-2.0,14.0,15.0,3.0,3.0,,29.0,1.0,1.0,,,,,4.0,5.0,1.0,3.0,,,,,,,1.0,4.0,,,,,6.0,9.0,1.0,4.0,1.0,16.0,18.0,,,,,,,2.0,3.0,,,4.0,6.0,6.0,3.0,,,,4.0,1.0,,3.0,1.0,4.0,1.0,,1.0,,9.0,,1.0,3.0,,4.0,,4.0,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,,2.0,,1.0,,2.0,,1.0,1.0,,,1.0,1.0,,,16.0,4.0,3.0,,0.5,0.5,1.0,0.25,,,0.25,0.6666666666666666,,0.6666666666666666,0.5769230769230769,,0.6666666666666666,0.5714285714285714,,0.6666666666666666,0.3076923076923077,,,,1.0,,0.75,,1.0,0.8,,,,,1.0,,1.0,,,87.18162839248434,,17.785714285714285,15.333333333333334,17.785714285714285,15.066666666666666,0.07692307692307693,1.0,1.0,1.0,0.38461538461538464,0.8,0.8,0.23076923076923078,0.3333333333333333,0.3333333333333333,,,,,,0.3076923076923077,0.25,0.25,1.0,,,,,,,,,,,,,,,,0.38461538461538464,0.25,0.42453846153846153,,0.345,0.07142857142857142,0.1,,0.25,10.777777777777779,23.675,0.21428571428571427,,2.0,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100915-1627701-200671-202632,1611661324,"Plenette Pierson, Lindsay Whalen, Temi Fagbenle, Seimone Augustus, Maya Moore","Pierson, Whalen, Fagbenle, Augustus, Moore",100888-100915-1627701-200671-202632,MIN,136.0,1,2.0,-2.0,4.0,4.0,4.0,,,8.0,1.0,2.0,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,1.0,3.0,,,,2.0,4.0,,,,,,,1.0,3.0,,,2.0,2.0,,,,,,,,,1.0,,1.0,,,1.0,,2.0,,1.0,1.0,,2.0,,2.0,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,,1.0,1.0,,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,,1.0,,0.5,,0.3333333333333333,0.4,,,,,,1.0,,,,84.70588235294117,,15.25,18.75,15.25,12.25,0.6666666666666666,0.5,0.5,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.5,,,,,0.6666666666666666,,0.5254333333333333,,0.5254333333333333,,,,1.0,7.066666666666666,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100915-200671-202632-203827,1611661324,"Plenette Pierson, Lindsay Whalen, Seimone Augustus, Maya Moore, Natasha Howard","Pierson, Whalen, Augustus, Moore, Howard",100888-100915-200671-202632-203827,MIN,41.0,1,1.0,-2.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2439024390244,,23.0,18.0,23.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100944-100952-1628283-202632,1611661324,"Plenette Pierson, Rebekkah Brunson, Jia Perkins, Alexis Jones, Maya Moore","Pierson, Brunson, Perkins, Jones, Moore",100888-100944-100952-1628283-202632,MIN,81.0,1,1.0,-2.0,3.0,3.0,,3.0,1.0,6.0,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,2.0,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,1.0,,,1.0,,,,,,1.0,,,,106.66666666666666,1.0,16.666666666666668,10.333333333333334,12.0,10.333333333333334,0.6666666666666666,,,,,,,,,,,0.3333333333333333,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,0.5353333333333333,0.4745,,,,,,2.0,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
100888-100944-200671-201904-203827,1611661324,"Plenette Pierson, Rebekkah Brunson, Seimone Augustus, Renee Montgomery, Natasha Howard","Pierson, Brunson, Augustus, Montgomery, Howard",100888-100944-200671-201904-203827,MIN,80.0,1,1.0,,3.0,3.0,3.0,3.0,,6.0,1.0,1.0,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,1.0,3.0,,,,2.0,2.0,,,,,,,1.0,3.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,3.0,1.0,,,,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,,,,1.0,,,1.0,,,,,,,1.0,,,108.0,,17.333333333333332,9.333333333333334,17.333333333333332,5.0,0.3333333333333333,1.0,1.0,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,,,,,0.3333333333333333,,0.3405,,0.3405,,,,1.0,12.966666666666667,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2017,2017,True
