EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,ShortMidRangeFGM,ShortMidRangeFGA,ShortMidRangeAssists,DefThreePtRebounds,ShootingFouls,Fouls,Charge Fouls Drawn,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFGM,PtsUnassisted2s,LongMidRangeAssists,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyOffPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,FTDefRebounds,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,OffThreePtRebounds,LostBallSteals,BadPassTurnovers,Travels,3SecondViolations,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,PenaltyCorner3Frequency,SecondChanceTurnovers,Offensive Fouls,BlockedLongMidRange,OffShortMidRangeReboundPct,LostBallOutOfBoundsTurnovers,DefCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangePctBlocked,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceFtPoints,SelfOReb,BlockedAtRim,OffAtRimReboundPct,SelfORebPct,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,SecondChanceCorner3FGA,Fg3aBlocked,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,BlockedArc3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,team_id,year,season,team_vs
1627672-1628278-1628878-1628899-203403,1611661322,"Aerial Powers, Shatori Walker-Kimbrough, Ariel Atkins, Myisha Hines-Allen, Tianna Hawkins","Powers, Walker-Kimbrough, Atkins, Hines-Allen, Hawkins",1627672-1628278-1628878-1628899-203403,WAS,124.0,1,2.0,3.0,5.0,4.0,1.0,9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.4166666666666667,0.4,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,104.51612903225805,1.0,11.8,16.25,10.2,16.25,0.4,0.5,0.5,1.0,0.2,0.2,1.0,1.0,1.0,0.2,0.8,0.47012,0.16666666666666666,0.25,8.266666666666667,24.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2019,2019,False
1627672-1628278-201506-203399-204333,1611661322,"Aerial Powers, Shatori Walker-Kimbrough, LaToya Sanders, Elena Delle Donne, Natasha Cloud","Powers, Walker-Kimbrough, Sanders, Delle Donne, Cloud",1627672-1628278-201506-203399-204333,WAS,84.0,2,1.0,-3.0,2.0,4.0,,6,,,,,,1.0,1.0,1.0,,1.0,2.0,5.0,2.0,,1.0,1.0,,1.0,,,2.0,,,1.0,,1.0,1.0,,,,,,,,2.0,1.0,1.0,,,,1.0,0.5,0.5,0.5,,,1.0,,,,,102.85714285714286,,21.0,10.5,21.0,10.5,,,,,,,,,,0.5,0.5,0.432475,,,7.7,23.9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2019,2019,False
1627672-1628278-201506-203403-204333,1611661322,"Aerial Powers, Shatori Walker-Kimbrough, LaToya Sanders, Tianna Hawkins, Natasha Cloud","Powers, Walker-Kimbrough, Sanders, Hawkins, Cloud",1627672-1628278-201506-203403-204333,WAS,181.0,1,3.0,2.0,6.0,6.0,,12,1.0,2.0,1.0,,,,3.0,5.0,,,6.0,4.0,2.0,,,1.0,,1.0,,,2.0,,1.0,2.0,,2.0,1.0,,,,,,,,6.0,0.3333333333333333,0.3333333333333333,,,,0.6,0.6,0.6,,1.0,,0.6666666666666666,,,,,95.4696132596685,,14.166666666666666,16.0,14.166666666666666,14.833333333333334,0.4,0.5,0.5,,0.2,,,,,,0.4,0.4643,,,7.68,,,1.0,2.0,,1.0,,1.0,,0.5,0.5,0.4,0.5,0.5,,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2019,2019,False
1627672-1628278-201506-203416-204333,1611661322,"Aerial Powers, Shatori Walker-Kimbrough, LaToya Sanders, Emma Meesseman, Natasha Cloud","Powers, Walker-Kimbrough, Sanders, Meesseman, Cloud",1627672-1628278-201506-203416-204333,WAS,29.0,1,,-2.0,1.0,1.0,,2,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3103448275862,,9.0,20.0,9.0,17.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2019,2019,False
1627672-1628278-201911-203399-203416,1611661322,"Aerial Powers, Shatori Walker-Kimbrough, Kristi Toliver, Elena Delle Donne, Emma Meesseman","Powers, Walker-Kimbrough, Toliver, Delle Donne, Meesseman",1627672-1628278-201911-203399-203416,WAS,471.0,3,8.0,1.0,16.0,16.0,,32,1.0,2.0,2.0,,,4.0,2.0,7.0,4.0,4.0,20.0,19.0,4.0,12.0,4.0,2.0,4.0,6.0,,1.0,16.0,,3.0,7.0,,7.0,4.0,,5.0,3.0,1.0,1.0,1.0,,20.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.7272727272727273,0.7692307692307693,0.36363636363636365,0.6,,0.7142857142857143,,,0.3333333333333333,1.0,97.8343949044586,,18.8125,10.625,18.8125,10.1875,0.18181818181818182,0.5,0.5,1.0,0.18181818181818182,,,,,0.36363636363636365,0.5454545454545454,0.42925454545454544,0.23076923076923078,0.3333333333333333,10.328571428571427,26.525,7.0,1.0,3.0,1.0,2.0,2.0,2.0,,1.0,1.0,0.2727272727272727,0.3333333333333333,0.5,1.0,,,,,,,,3.0,1.0,,,,5.0,5.0,0.3125,4.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,5.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.14285714285714285,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.38608333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2019,2019,False
1627672-1628278-201911-203403-203416,1611661322,"Aerial Powers, Shatori Walker-Kimbrough, Kristi Toliver, Tianna Hawkins, Emma Meesseman","Powers, Walker-Kimbrough, Toliver, Hawkins, Meesseman",1627672-1628278-201911-203403-203416,WAS,840.0,4,14.0,13.0,31.0,29.0,1.0,60,2.0,2.0,5.0,,2.0,8.0,10.0,14.0,5.0,10.0,38.0,25.0,10.0,9.0,8.0,5.0,3.0,8.0,,1.0,19.0,,8.0,11.0,1.0,12.0,6.0,1.0,3.0,2.0,,,,,38.0,0.5,0.5,0.6,0.5,0.5,0.7142857142857143,0.7291666666666666,0.76,0.4166666666666667,0.6153846153846154,,0.6875,0.125,,0.5555555555555556,0.75,102.85714285714286,,14.258064516129032,13.724137931034482,14.193548387096774,13.03448275862069,0.08333333333333333,1.0,1.0,0.5,0.20833333333333334,0.08333333333333333,,,,0.3333333333333333,0.5,0.4551541666666667,0.08,0.13333333333333333,9.642857142857142,24.880000000000003,2.0,5.0,7.0,3.0,3.0,5.0,7.0,2.0,1.0,1.0,0.2916666666666667,0.7142857142857143,0.8333333333333334,0.6,3.0,10.0,1.0,2.0,1.0,,4.0,7.0,,0.6,0.6,0.3333333333333333,1.0,1.0,0.03225806451612903,5.0,,1.0,3.0,,,,2.0,,5.0,1.0,3.0,,3.0,2.0,,1.0,,,,,,0.07142857142857142,0.14285714285714285,0.42857142857142855,,0.625,0.625,0.6,0.5,,0.625,0.2637,,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,0.25,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2019,2019,False
1627672-1628278-203399-203403-204333,1611661322,"Aerial Powers, Shatori Walker-Kimbrough, Elena Delle Donne, Tianna Hawkins, Natasha Cloud","Powers, Walker-Kimbrough, Delle Donne, Hawkins, Cloud",1627672-1628278-203399-203403-204333,WAS,79.0,1,1.0,-2.0,4.0,4.0,1.0,8,,,1.0,,,,1.0,2.0,,,2.0,4.0,2.0,,,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,0.5,0.5,0.5,,0.5,1.0,0.5,1.0,,,0.5,145.8227848101266,1.0,10.75,9.0,10.25,9.0,,,,,0.5,,,,,,,0.36635,,,10.55,,,,1.0,,,,1.0,,,,0.5,,,,1.0,,1.0,1.0,1.0,,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,2.0,1.0,,,,,,,,0.5,1.0,0.6666666666666666,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2019,2019,False
1627672-1628278-203399-203416-204333,1611661322,"Aerial Powers, Shatori Walker-Kimbrough, Elena Delle Donne, Emma Meesseman, Natasha Cloud","Powers, Walker-Kimbrough, Delle Donne, Meesseman, Cloud",1627672-1628278-203399-203416-204333,WAS,350.0,3,6.0,-8.0,11.0,11.0,,22,,2.0,1.0,,,2.0,1.0,6.0,1.0,2.0,7.0,15.0,,3.0,2.0,,1.0,1.0,,,3.0,,,2.0,,2.0,2.0,,2.0,1.0,,,,,7.0,,,1.0,0.5,0.5,0.16666666666666666,0.3125,0.3888888888888889,0.25,,,0.6666666666666666,,,,,90.51428571428572,,17.90909090909091,13.909090909090908,17.90909090909091,13.909090909090908,0.25,,,,0.125,,,,,0.25,0.5,0.40875625,0.1111111111111111,0.14285714285714285,8.950000000000001,25.05,4.0,1.0,3.0,,2.0,2.0,3.0,,0.6666666666666666,0.5,0.375,0.3333333333333333,1.0,,,2.0,,1.0,1.0,,1.0,2.0,,,,,,,,1.0,,,2.0,,,,,,1.0,2.0,1.0,,1.0,1.0,,,,,,,,0.3333333333333333,0.6666666666666666,0.5,,0.5,0.5,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2019,2019,False
1627672-1628278-203403-203416-204333,1611661322,"Aerial Powers, Shatori Walker-Kimbrough, Tianna Hawkins, Emma Meesseman, Natasha Cloud","Powers, Walker-Kimbrough, Hawkins, Meesseman, Cloud",1627672-1628278-203403-203416-204333,WAS,950.0,6,16.0,20.0,33.0,32.0,3.0,65,5.0,6.0,9.0,,1.0,8.0,13.0,22.0,5.0,9.0,47.0,27.0,18.0,12.0,8.0,9.0,4.0,13.0,,3.0,30.0,1.0,7.0,15.0,3.0,18.0,5.0,1.0,6.0,2.0,3.0,3.0,4.0,3.0,43.0,0.6923076923076923,0.75,0.8,0.5555555555555556,0.5555555555555556,0.5909090909090909,0.6612903225806451,0.696969696969697,0.2903225806451613,0.875,0.14285714285714285,0.7777777777777778,0.2727272727272727,0.2,0.8333333333333334,1.0,98.52631578947368,0.75,13.484848484848484,15.78125,13.181818181818182,15.40625,0.1935483870967742,0.8333333333333334,0.8333333333333334,0.6,0.2903225806451613,0.03225806451612903,,,,0.25806451612903225,0.4838709677419355,0.43229354838709677,0.0625,0.08695652173913043,10.299999999999999,25.755555555555556,12.0,5.0,7.0,4.0,7.0,6.0,13.0,,0.7,0.8571428571428571,0.22580645161290322,0.7142857142857143,0.7142857142857143,0.8,3.0,8.0,2.0,,,,2.0,4.0,,0.3333333333333333,0.375,0.6666666666666666,7.0,7.0,0.21212121212121213,5.0,,1.0,6.0,3.0,5.0,,1.0,8.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,8.0,,0.6,0.5,0.5714285714285714,0.045454545454545456,,0.5,1.0,0.625,0.625,0.8,0.16666666666666666,,0.625,0.39225,0.1702127659574468,,,,3.0,2.0,,1.0,,,0.5,1.0,,,,,,,,0.3333333333333333,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.6666666666666666,1.0,0.5,0.3333333333333333,1.0,0.6005,0.0851063829787234,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2019,2019,False
1627672-1628878-201506-201911-203399,1611661322,"Aerial Powers, Ariel Atkins, LaToya Sanders, Kristi Toliver, Elena Delle Donne","Powers, Atkins, Sanders, Toliver, Delle Donne",1627672-1628878-201506-201911-203399,WAS,68.0,1,1.0,-3.0,2.0,2.0,1.0,4,,,,,,,1.0,1.0,,,2.0,5.0,2.0,,,1.0,,1.0,,,2.0,,,,,,1.0,,,,,,,,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,84.70588235294117,,16.5,17.5,15.5,11.0,,,,,,,,,,,,0.3815,,,12.0,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2019,2019,False
