EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGA,FtPoints,SecondChanceFG2A,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,DeadBallTurnovers,Turnovers,PlusMinus,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFtPoints,SecondChancePoints,LongMidRangeAssists,Fouls,SecondChanceTsPct,OffLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChancePointsPct,FTOffRebounds,OffFTReboundPct,AtRimFGM,AtRimAssists,FTDefRebounds,ShootingFouls,Offensive Fouls,ShortMidRangePctBlocked,DefFTReboundPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceFG2M,PtsUnassisted2s,PtsPutbacks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SelfOReb,Steals,BadPassSteals,2pt And 1 Free Throw Trips,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyFtPoints,BadPassOutOfBoundsTurnovers,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGA,SecondChanceFG3A,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGA,PtsAssisted3s,ThreePtAssists,Arc3Assists,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,RecoveredBlocks,Assisted3sPct,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,Corner3Frequency,Arc3PctAssisted,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,LongMidRangePctBlocked,LostBallSteals,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Charge Fouls,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,Travels,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedAtRim,3SecondViolations,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,HeaveAttempts,team_id,year,season,team_vs
1628276-1628932-1629498-202259-202670,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Epiphanny Prince, Carolyn Swords","Plum, Wilson, Young, Prince, Swords",1628276-1628932-1629498-202259-202670,LVA,114.0,1,2.0,4.0,4.0,4.0,,8.0,,2.0,,1.0,,1.0,1.0,3.0,,1.0,4.0,4.0,1.0,3.0,,1.0,4.0,,,1.0,,,,,,,,,1.0,,,,2.0,4.0,4.0,,,,,,0.3333333333333333,0.3333333333333333,0.25,0.25,0.4,0.4,0.25,,,,,,101.05263157894737,14.5,14.0,11.5,14.0,0.5,,,,0.25,,,0.25,,0.5,,0.4715875,0.4715875,1.0,6.866666666666667,28.4,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.3333333333333333,,0.5,0.3333333333333333,,0.25,0.536925,,,,,,,,,2.0,,,0.5,,,,,,0.5,,,1.0,,,,,0.5,,,1.0,1.0,,1.0,2.0,2.0,,1.0,0.5,1.0,1.0,,,,,0.5,,,0.5,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-1629498-202633-203825,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Liz Cambage, Kayla McBride","Plum, Wilson, Young, Cambage, McBride",1628276-1628932-1629498-202633-203825,LVA,1512.0,4,25.0,52.0,53.0,3.0,2.0,105.0,6.0,22.0,6.0,8.0,,,18.0,44.0,6.0,10.0,60.0,62.0,2.0,4.0,,,4.0,12.0,3.0,8.0,6.0,6.0,11.0,3.0,27.0,8.0,15.0,23.0,34.0,5.0,3.0,6.0,46.0,4.0,3.0,0.3333333333333333,0.46153846153846156,0.6,,0.6,0.4090909090909091,0.5,0.5,0.5,0.5263157894736842,0.5,0.18518518518518517,0.7142857142857143,0.8888888888888888,0.7666666666666667,0.6666666666666666,0.875,100.0,14.23076923076923,14.566037735849056,13.365384615384615,14.283018867924529,0.4074074074074074,0.2727272727272727,0.2857142857142857,0.5,0.14814814814814814,0.75,0.75,,,0.42592592592592593,0.75,0.46398518518518517,0.43315,0.06666666666666667,7.8931818181818185,24.919999999999998,0.057692307692307696,9.0,13.0,6.0,8.0,1.0,9.0,11.0,9.0,7.0,4.0,0.022727272727272728,,0.34615384615384615,0.36666666666666664,0.75,0.24074074074074073,0.5720357142857143,0.07142857142857142,0.08695652173913043,3.0,8.0,-2.0,3.0,9.0,2.0,14.0,,7.0,0.7,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,,0.23333333333333334,,,9.0,3.0,,4.0,1.0,0.045454545454545456,,,0.6923076923076923,0.6923076923076923,0.3333333333333333,6.0,24.0,10.0,,0.75,0.6666666666666666,5.0,5.0,1.0,1.0,1.0,2.0,0.25,1.0,0.034482758620689655,0.5555555555555556,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,,0.1111111111111111,0.5,0.5,2.0,15.0,5.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,5.0,0.8333333333333334,0.625,0.5,0.5,0.5,0.8181818181818182,0.8333333333333334,0.037037037037037035,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-1629498-203825-204324,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Kayla McBride, Dearica Hamby","Plum, Wilson, Young, McBride, Hamby",1628276-1628932-1629498-203825-204324,LVA,513.0,2,9.0,20.0,19.0,13.0,4.0,39.0,5.0,8.0,2.0,3.0,2.0,2.0,7.0,10.0,2.0,3.0,30.0,14.0,5.0,6.0,2.0,2.0,20.0,8.0,,3.0,2.0,4.0,6.0,2.0,14.0,2.0,6.0,9.0,11.0,1.0,1.0,1.0,28.0,20.0,13.0,0.5714285714285714,0.5714285714285714,0.6666666666666666,1.0,0.6666666666666666,0.7,0.8333333333333334,0.7692307692307693,1.0,0.8333333333333334,1.0,0.23076923076923078,1.0,1.0,1.0,1.0,1.0,109.4736842105263,11.35,15.052631578947368,10.75,15.052631578947368,0.6153846153846154,0.625,0.8333333333333334,0.4,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.25,1.0,0.38461538461538464,0.6666666666666666,0.4441115384615385,0.4624375,0.6666666666666666,5.4,25.099999999999998,0.65,2.0,2.0,10.0,1.0,2.0,1.0,2.0,6.0,10.0,3.0,0.2,,0.3333333333333333,0.5,,0.15384615384615385,,0.1875,0.23076923076923078,,3.0,16.0,,,2.0,2.0,,1.0,0.5,,,,,,0.06666666666666667,,,2.0,2.0,1.0,1.0,,0.25,1.0,1.0,1.0,1.0,1.0,,6.0,,,,,,,,1.0,1.0,,0.3333333333333333,,,,,4.0,,2.0,2.0,,,2.0,2.0,,0.25,1.0,,6.0,2.0,2.0,1.0,3.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-201477-202633-203825,1611661319,"Kelsey Plum, A'ja Wilson, Tamera Young, Liz Cambage, Kayla McBride","Plum, Wilson, Young, Cambage, McBride",1628276-1628932-201477-202633-203825,LVA,320.0,2,5.0,14.0,14.0,,3.0,28.0,1.0,7.0,1.0,1.0,,,4.0,11.0,1.0,1.0,11.0,13.0,,,,,,2.0,,1.0,1.0,1.0,2.0,1.0,5.0,4.0,4.0,8.0,10.0,,,,9.0,,,0.25,0.3333333333333333,1.0,,1.0,0.36363636363636365,,0.4583333333333333,,0.4583333333333333,,0.08333333333333333,1.0,1.0,1.0,1.0,1.0,126.0,11.0,11.857142857142858,10.928571428571429,11.857142857142858,0.5833333333333334,0.14285714285714285,0.14285714285714285,1.0,0.08333333333333333,1.0,1.0,,,0.25,1.0,0.47237916666666663,,,7.836363636363637,25.8,,2.0,2.0,,2.0,,2.0,2.0,1.0,,,,,0.2857142857142857,0.2857142857142857,,0.16666666666666666,0.65675,,,2.0,4.0,-2.0,1.0,2.0,,2.0,,2.0,0.5,,0.16666666666666666,0.5,0.5,,0.18181818181818182,,,2.0,,,1.0,,,,,1.0,1.0,,1.0,6.0,2.0,,0.5,0.5,1.0,1.0,1.0,,,,0.3333333333333333,,0.14285714285714285,0.5,1.0,,2.0,,,,,,,,,,,3.0,1.0,1.0,,2.0,,,,,,,1.0,0.5,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-201477-202633-204324,1611661319,"Kelsey Plum, A'ja Wilson, Tamera Young, Liz Cambage, Dearica Hamby","Plum, Wilson, Young, Cambage, Hamby",1628276-1628932-201477-202633-204324,LVA,428.0,2,7.0,14.0,15.0,9.0,,29.0,3.0,6.0,,1.0,,1.0,4.0,12.0,,1.0,10.0,20.0,1.0,7.0,,1.0,3.0,2.0,,1.0,,1.0,1.0,,2.0,2.0,4.0,6.0,8.0,1.0,,1.0,10.0,3.0,9.0,0.25,0.25,,,,0.3333333333333333,0.14285714285714285,0.3076923076923077,0.125,0.38461538461538464,0.1875,0.07692307692307693,0.6666666666666666,1.0,0.75,0.5,1.0,97.57009345794393,12.785714285714286,16.6,12.5,16.066666666666666,0.46153846153846156,0.5,0.75,,0.07692307692307693,,,0.125,,0.3076923076923077,,0.41253461538461533,0.40711875,0.3,8.674999999999999,28.0,0.6428571428571429,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,0.25,,0.125,0.2222222222222222,,0.23076923076923078,,0.15384615384615385,0.16666666666666666,,3.0,-10.0,,3.0,,,,1.0,,0.3333333333333333,0.23076923076923078,,,,,,,1.0,1.0,,,,0.3333333333333333,,1.0,0.3333333333333333,0.3333333333333333,1.0,,6.0,,,,,,1.0,,,,2.0,,1.0,,1.0,,1.0,,,2.0,,,,,,0.25,,,,,,1.0,3.0,2.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,0.6666666666666666,1.0,,,1.0,2.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-201477-202670-204324,1611661319,"Kelsey Plum, A'ja Wilson, Tamera Young, Carolyn Swords, Dearica Hamby","Plum, Wilson, Young, Swords, Hamby",1628276-1628932-201477-202670-204324,LVA,7.0,1,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,205.71428571428572,7.0,,7.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-201477-203411-204324,1611661319,"Kelsey Plum, A'ja Wilson, Tamera Young, Sugar Rodgers, Dearica Hamby","Plum, Wilson, Young, Rodgers, Hamby",1628276-1628932-201477-203411-204324,LVA,217.0,2,4.0,5.0,7.0,2.0,,12.0,,,1.0,2.0,,,2.0,4.0,1.0,2.0,7.0,8.0,2.0,2.0,,,4.0,2.0,,2.0,1.0,1.0,2.0,,5.0,1.0,1.0,2.0,4.0,,,,7.0,4.0,2.0,0.5,0.5,0.5,,0.5,0.5,1.0,0.5833333333333334,1.0,0.5833333333333334,1.0,0.3333333333333333,1.0,0.5,0.6666666666666666,1.0,0.5,79.63133640552995,18.6,17.714285714285715,15.8,16.571428571428573,,,,,0.3333333333333333,0.5,0.5,,,0.3333333333333333,0.5,0.47136666666666666,0.478,0.5714285714285714,15.0,24.15,0.4,1.0,,,1.0,1.0,1.0,2.0,1.0,,,0.25,,0.5,0.6666666666666666,,,0.3239,,,1.0,1.0,-1.0,2.0,4.0,,,1.0,,,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-201477-203825-204324,1611661319,"Kelsey Plum, A'ja Wilson, Tamera Young, Kayla McBride, Dearica Hamby","Plum, Wilson, Young, McBride, Hamby",1628276-1628932-201477-203825-204324,LVA,209.0,2,3.0,8.0,8.0,,1.0,16.0,2.0,2.0,,1.0,,,5.0,5.0,,1.0,12.0,6.0,,,,,,8.0,,1.0,,4.0,4.0,1.0,8.0,1.0,1.0,2.0,3.0,,,,10.0,,,0.8,0.8,,,,1.0,,0.8333333333333334,,0.8571428571428571,,0.16666666666666666,1.0,1.0,1.0,,,110.23923444976076,12.625,13.5,12.375,13.5,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,,,,,0.5,,0.419175,,,6.56,24.4,,1.0,2.0,2.0,,,,1.0,3.0,2.0,1.0,,,,1.0,,0.3333333333333333,,0.14285714285714285,0.16666666666666666,1.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,,1.0,,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,,,2.0,2.0,,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,0.5,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-202259-202670-204324,1611661319,"Kelsey Plum, A'ja Wilson, Epiphanny Prince, Carolyn Swords, Dearica Hamby","Plum, Wilson, Prince, Swords, Hamby",1628276-1628932-202259-202670-204324,LVA,46.0,1,1.0,1.0,2.0,1.0,,3.0,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,93.91304347826086,18.0,14.0,18.0,14.0,1.0,,,,,,,,,,,0.4356,0.4356,,5.2,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-202259-203411-203825,1611661319,"Kelsey Plum, A'ja Wilson, Epiphanny Prince, Sugar Rodgers, Kayla McBride","Plum, Wilson, Prince, Rodgers, McBride",1628276-1628932-202259-203411-203825,LVA,12.0,1,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,2.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,120.0,12.0,,12.0,,,,,,,,,,,,,0.2117,0.2117,1.0,18.0,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-202633-203411-203825,1611661319,"Kelsey Plum, A'ja Wilson, Liz Cambage, Sugar Rodgers, Kayla McBride","Plum, Wilson, Cambage, Rodgers, McBride",1628276-1628932-202633-203411-203825,LVA,127.0,1,2.0,4.0,4.0,,,8.0,1.0,3.0,,,,,1.0,3.0,1.0,1.0,5.0,5.0,,,,,,2.0,,,,1.0,2.0,1.0,5.0,,2.0,2.0,2.0,,,,5.0,,,1.0,1.0,1.0,,1.0,0.3333333333333333,,0.625,,0.625,,0.25,1.0,,0.5,1.0,,90.70866141732283,13.25,18.5,13.25,11.75,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.25,,0.4398875,,,7.3999999999999995,22.6,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,1.0,,,,,1.0,,0.25,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-202633-203411-204324,1611661319,"Kelsey Plum, A'ja Wilson, Liz Cambage, Sugar Rodgers, Dearica Hamby","Plum, Wilson, Cambage, Rodgers, Hamby",1628276-1628932-202633-203411-204324,LVA,190.0,3,3.0,7.0,6.0,4.0,3.0,13.0,,,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,13.0,10.0,1.0,1.0,2.0,2.0,9.0,4.0,3.0,3.0,2.0,2.0,3.0,,7.0,,1.0,1.0,3.0,,,,9.0,9.0,4.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8333333333333334,1.3333333333333333,0.9285714285714286,1.5,0.5,0.5,,0.5,,,98.52631578947368,14.0,15.333333333333334,10.857142857142858,15.0,,,,,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.8333333333333334,0.6666666666666666,0.46179166666666666,0.4183333333333333,0.6923076923076923,6.866666666666667,24.933333333333334,0.5714285714285714,2.0,2.0,3.0,1.0,,1.0,2.0,3.0,3.0,2.0,,,1.0,1.0,,0.3333333333333333,0.564525,0.2857142857142857,0.5,1.0,1.0,3.0,,1.0,2.0,4.0,,2.0,0.6666666666666666,1.0,0.16666666666666666,,,,0.3076923076923077,,,2.0,2.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,0.5,0.5,1.0,1.0,,1.0,1.0,1.0,1.0,,,0.5,0.3333333333333333,1.0,,3.0,1.0,1.0,1.0,,,,,,,,0.5,,1.0,1.0,,1.0,,,0.5,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-202633-203825-204324,1611661319,"Kelsey Plum, A'ja Wilson, Liz Cambage, Kayla McBride, Dearica Hamby","Plum, Wilson, Cambage, McBride, Hamby",1628276-1628932-202633-203825-204324,LVA,3917.0,5,65.0,132.0,131.0,42.0,9.0,263.0,19.0,40.0,9.0,18.0,1.0,4.0,51.0,90.0,11.0,22.0,162.0,148.0,14.0,28.0,2.0,6.0,41.0,70.0,,18.0,9.0,35.0,46.0,14.0,103.0,27.0,28.0,55.0,64.0,9.0,7.0,9.0,150.0,41.0,42.0,0.6862745098039216,0.7291666666666666,0.5,0.3333333333333333,0.5,0.5666666666666667,0.5,0.6026785714285714,0.5,0.6585365853658537,0.5540540540540541,0.19642857142857142,0.7,0.9310344827586207,0.7971014492753623,0.7619047619047619,0.92,96.68623946898137,13.068181818181818,16.732824427480917,12.719696969696969,16.14503816793893,0.35714285714285715,0.475,0.5,0.7368421052631579,0.16071428571428573,0.5,0.5,0.11764705882352941,0.25,0.48214285714285715,0.5,0.46053080357142856,0.42575,0.25308641975308643,7.79,24.89090909090909,0.3181818181818182,10.0,32.0,27.0,9.0,3.0,8.0,9.0,27.0,30.0,16.0,0.03333333333333333,0.03125,0.21052631578947367,0.1836734693877551,0.16666666666666666,0.2857142857142857,0.463295,0.13934426229508196,0.16161616161616163,8.0,20.0,14.0,6.0,18.0,,12.0,5.0,26.0,0.6,0.16666666666666666,0.16071428571428573,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.07407407407407407,,,26.0,16.0,,11.0,2.0,0.05,,0.625,0.8125,0.8387096774193549,0.6153846153846154,6.0,32.0,6.0,1.0,0.6666666666666666,0.6,3.0,3.0,3.0,5.0,4.0,7.0,0.25,1.0,0.06521739130434782,0.3,1.0,7.0,3.0,7.0,10.0,1.0,1.0,1.0,1.0,0.1,0.29411764705882354,0.7,4.0,33.0,11.0,9.0,1.0,12.0,8.0,2.0,,,,6.0,1.0,0.6,0.09090909090909091,,0.5,0.6363636363636364,0.6666666666666666,0.03571428571428571,1.0,4.0,6.0,,,1.0,1.0,,2.0,2.0,0.5,0.5,1.0,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.058823529411764705,0.5,0.043478260869565216,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-202641-203825-204324,1611661319,"Kelsey Plum, A'ja Wilson, Sydney Colson, Kayla McBride, Dearica Hamby","Plum, Wilson, Colson, McBride, Hamby",1628276-1628932-202641-203825-204324,LVA,9.0,1,,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,3.0,,,,1.0,1.0,3.0,,3.0,1.0,1.0,,,,,,,,,,,,3.0,3.0,1.0,,,1.0,1.0,1.0,,,1.5,1.5,1.5,1.5,1.0,,,,,,320.0,2.0,7.0,2.0,7.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3645,0.3645,1.0,,24.9,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-202670-203411-204324,1611661319,"Kelsey Plum, A'ja Wilson, Carolyn Swords, Sugar Rodgers, Dearica Hamby","Plum, Wilson, Swords, Rodgers, Hamby",1628276-1628932-202670-203411-204324,LVA,148.0,1,2.0,5.0,5.0,3.0,5.0,10.0,,,,1.0,,,1.0,2.0,,1.0,4.0,5.0,1.0,1.0,,,2.0,2.0,,1.0,,1.0,1.0,,2.0,1.0,1.0,2.0,3.0,,,,4.0,2.0,3.0,1.0,1.0,,,,0.5,1.0,0.3333333333333333,1.0,0.4,0.5,0.3333333333333333,0.5,1.0,0.6666666666666666,,1.0,97.29729729729729,15.2,14.4,12.8,14.4,,,,,0.3333333333333333,,,,,0.6666666666666666,,0.45249999999999996,0.436,0.5,9.6,24.6,0.6,1.0,1.0,2.0,1.0,,,1.0,2.0,4.0,1.0,,,,0.5,,0.3333333333333333,,0.25,0.3333333333333333,2.0,2.0,-1.0,1.0,1.0,,,1.0,1.0,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,2.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-202670-203825-204324,1611661319,"Kelsey Plum, A'ja Wilson, Carolyn Swords, Kayla McBride, Dearica Hamby","Plum, Wilson, Swords, McBride, Hamby",1628276-1628932-202670-203825-204324,LVA,200.0,2,3.0,6.0,5.0,,2.0,11.0,,,1.0,2.0,,,1.0,5.0,2.0,3.0,12.0,9.0,,,,,,2.0,,2.0,1.0,1.0,3.0,,8.0,2.0,,2.0,6.0,,,,7.0,,,1.0,1.0,0.6666666666666666,,0.6666666666666666,0.2,,0.5,,0.6,,0.375,,1.0,1.0,,1.0,79.2,18.5,17.8,14.166666666666666,17.8,,,,,0.25,0.5,0.5,,,0.75,0.5,0.48776875,,,7.7,24.7,,3.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,5.0,3.0,0.2,0.3333333333333333,1.0,0.8,1.0,0.375,0.5749166666666666,0.3,0.42857142857142855,,,3.0,1.0,2.0,2.0,5.0,1.0,1.0,0.625,1.0,0.25,0.5,0.5,1.0,0.4166666666666667,,,,,,1.0,,,,,,,,,,,,,0.5,,1.0,1.0,,,1.0,,1.0,0.25,0.3333333333333333,,,,,,1.0,2.0,,,0.3333333333333333,,,1.0,6.0,2.0,1.0,,,,,,,,,1.0,,,,,,,0.125,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,,,1611661319,2019,2019,False
