EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,TotalPoss,Arc3FGA,FG3A,NonHeaveArc3FGA,Fouls,FG3APct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,Minutes,PlusMinus,DefPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Arc3FGM,FG2M,FG2A,FG3M,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Travels,Turnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,ShortMidRangeAssists,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Loose Ball Fouls,FoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsPutbacks,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG3A,PenaltyFG3A,Corner3Assists,AtRimAssists,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,ShootingFouls,FTA,TwoPtShootingFoulsDrawn,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyTurnovers,DefShortMidRangeReboundPct,SecondChanceFtPoints,FTOffRebounds,BadPassTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,OffFTReboundPct,OffShortMidRangeReboundPct,Charge Fouls,NonShootingFoulsDrawn,BlockedShortMidRange,PenaltyFtPoints,PtsUnassisted3s,HeaveAttempts,Offensive Fouls,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,PenaltyFG3M,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceTurnovers,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,3SecondViolations,Defensive 3 Seconds Violations,team_id,year,season,team_vs
100949-1628282-1628283-1628926-1629480,1611661320,"Alana Beard, Sydney Wiese, Alexis Jones, Maria Vadeeva, Kalani Brown","Beard, Wiese, Jones, Vadeeva, Brown",100949-1628282-1628283-1628926-1629480,LAS,25.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,57.599999999999994,21.0,21.0,1.0,1.0,0.55125,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628282-1628283-1628926-203823,1611661320,"Alana Beard, Sydney Wiese, Alexis Jones, Maria Vadeeva, Chiney Ogwumike","Beard, Wiese, Jones, Vadeeva, Ogwumike",100949-1628282-1628283-1628926-203823,LAS,225.0,1,7.0,15.0,3.0,3.0,3.0,,0.5,96.0,13.714285714285714,13.714285714285714,0.5,0.8333333333333334,0.6057750000000001,25.733333333333334,4.0,3.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.75,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,16.125,15.875,0.3333333333333333,0.5,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,8.700000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628282-1628926-203823-203833,1611661320,"Alana Beard, Sydney Wiese, Maria Vadeeva, Chiney Ogwumike, Chelsea Gray","Beard, Wiese, Vadeeva, Ogwumike, Gray",100949-1628282-1628926-203823-203833,LAS,218.0,1,8.0,16.0,3.0,4.0,3.0,1.0,0.6666666666666666,105.68807339449542,11.625,11.625,0.5,0.6666666666666666,0.43606666666666666,24.625,4.0,-1.0,8.0,,,,,1.0,1.0,2.0,1.0,5.0,6.0,,3.0,1.0,1.0,2.0,1.0,5.0,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,,,,,5.0,1.0,0.25,0.25,0.5,0.4166666666666667,0.4166666666666667,0.3333333333333333,,0.3333333333333333,,0.5,,,15.625,13.375,,,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,7.2,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628282-201496-203014-203833,1611661320,"Alana Beard, Sydney Wiese, Candace Parker, Nneka Ogwumike, Chelsea Gray","Beard, Wiese, Parker, Ogwumike, Gray",100949-1628282-201496-203014-203833,LAS,131.0,1,5.0,9.0,,,,2.0,,98.93129770992367,13.8,13.6,,0.5,0.42891666666666667,,2.0,4.0,4.0,,1.0,3.0,3.0,,3.0,6.0,,6.0,2.0,2.0,,,,2.0,,4.0,2.0,,3.0,4.0,,,,,,,,,,4.0,,,,0.5,0.5,0.5,,1.0,1.0,,,1.0,,15.5,15.5,0.5,0.3333333333333333,0.5,0.5,,,,,10.566666666666666,,,,4.0,1.0,2.0,,,,,,1.0,0.6666666666666666,1.0,0.16666666666666666,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,0.5733,0.44793333333333335,0.3333333333333333,0.6666666666666666,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628282-201496-203029-203823,1611661320,"Alana Beard, Sydney Wiese, Candace Parker, Riquna Williams, Chiney Ogwumike","Beard, Wiese, Parker, Williams, Ogwumike",100949-1628282-201496-203029-203823,LAS,295.0,2,11.0,22.0,6.0,8.0,6.0,2.0,0.6153846153846154,107.38983050847457,13.090909090909092,11.545454545454545,0.46153846153846156,1.0,0.5033846153846153,24.575,5.0,2.0,11.0,2.0,3.0,5.0,,,3.0,5.0,1.0,12.0,10.0,4.0,3.0,,1.0,2.0,,5.0,1.0,4.0,6.0,11.0,1.0,1.0,1.0,,1.0,,,,,10.0,1.0,0.125,0.125,0.6,0.34615384615384615,0.4,0.8,1.0,0.8333333333333334,1.0,1.0,1.0,,13.727272727272727,13.636363636363637,0.38461538461538464,0.6,0.6,,,,,,2.56,,,2.0,2.0,,1.0,,,,,,2.0,0.3333333333333333,0.5,,,,,,,,0.15384615384615385,3.0,3.0,1.0,2.0,,2.0,,1.0,2.0,2.0,,2.0,,2.0,,1.0,1.0,5.0,,3.0,0.5,,0.2,,0.2,,,1.0,0.5,0.5555555555555556,,,,,,0.4,0.5,0.3333333333333333,,0.53325,0.453475,0.16666666666666666,,0.2727272727272727,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,0.5714285714285714,0.5,0.5,1.0,0.1111111111111111,0.3333333333333333,0.5,0.5,1.0,0.2,0.4,0.16666666666666666,0.5,0.13333333333333333,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628282-201496-203437-203823,1611661320,"Alana Beard, Sydney Wiese, Candace Parker, Tierra Ruffin-Pratt, Chiney Ogwumike","Beard, Wiese, Parker, Ruffin-Pratt, Ogwumike",100949-1628282-201496-203437-203823,LAS,53.0,2,2.0,4.0,,,,,,108.67924528301887,12.5,12.5,,1.0,0.4663,,1.0,-1.0,2.0,2.0,1.0,1.0,,,1.0,1.0,,2.0,3.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,2.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,14.0,13.5,1.0,1.0,1.0,,,,,,2.6,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,2.0,,,,1.0,1.0,,,,,1.0,1.0,2.0,,,,,,2.0,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,0.4663,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628282-201496-203823-203833,1611661320,"Alana Beard, Sydney Wiese, Candace Parker, Chiney Ogwumike, Chelsea Gray","Beard, Wiese, Parker, Ogwumike, Gray",100949-1628282-201496-203823-203833,LAS,728.0,4,23.0,47.0,7.0,8.0,7.0,6.0,0.42105263157894735,92.96703296703296,16.782608695652176,15.521739130434783,0.3684210526315789,0.7368421052631579,0.47509473684210524,24.825,12.0,-1.0,24.0,10.0,3.0,6.0,1.0,3.0,6.0,11.0,3.0,24.0,25.0,6.0,9.0,3.0,3.0,6.0,3.0,15.0,2.0,5.0,7.0,9.0,3.0,2.0,2.0,,5.0,2.0,2.0,2.0,1.0,22.0,1.0,0.375,0.375,0.5454545454545454,0.5526315789473685,0.5714285714285714,0.625,0.6666666666666666,0.6363636363636364,0.3333333333333333,0.75,0.6666666666666666,0.5,14.25,13.083333333333334,0.3157894736842105,0.5,0.5,0.05263157894736842,0.42857142857142855,0.42857142857142855,1.0,0.42857142857142855,5.809090909090909,3.0,4.0,1.0,6.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,8.0,0.5,0.5,0.09090909090909091,0.25,0.6,0.21052631578947367,0.75,1.0,0.6666666666666666,0.05263157894736842,9.0,3.0,,1.0,1.0,1.0,,,1.0,2.0,3.0,4.0,6.0,,,1.0,,2.0,6.0,9.0,,0.75,,0.42857142857142855,0.3333333333333333,0.42857142857142855,,,0.25,0.1111111111111111,,,,,,0.5,,0.14285714285714285,1.0,0.424025,0.4709714285714286,0.08333333333333333,0.25,0.391304347826087,,,,1.0,3.0,3.0,1.0,3.0,,1.0,,,,4.0,4.0,2.0,,,,,,0.3333333333333333,,,,,0.5,,0.42857142857142855,0.09523809523809523,0.15384615384615385,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628282-203014-203029-203823,1611661320,"Alana Beard, Sydney Wiese, Nneka Ogwumike, Riquna Williams, Chiney Ogwumike","Beard, Wiese, Ogwumike, Williams, Ogwumike",100949-1628282-203014-203029-203823,LAS,293.0,2,9.0,18.0,2.0,2.0,2.0,4.0,0.2857142857142857,88.46416382252559,15.444444444444445,14.11111111111111,0.2857142857142857,0.42857142857142855,0.4230714285714286,23.9,5.0,-7.0,9.0,,,1.0,2.0,1.0,1.0,5.0,1.0,6.0,13.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,,2.0,2.0,4.0,,,1.0,,3.0,2.0,1.0,2.0,1.0,6.0,1.0,0.5,0.5,0.2,0.35714285714285715,0.375,0.5,,0.5,0.5,1.0,,0.5,17.11111111111111,16.11111111111111,0.14285714285714285,,,0.2857142857142857,0.5,0.5,1.0,0.5,13.559999999999999,1.0,2.0,,,,,,,2.0,,,1.0,,,,,0.6666666666666666,0.2857142857142857,0.5,0.5,,,,2.0,,,,,,,1.0,,,,,,,2.0,,2.0,,,,,,,,,,,0.5,0.4,0.5,,,,,,,,,0.422075,,,,,,,,1.0,,1.0,1.0,,,,,,,3.0,2.0,,,,,,,,,,,,0.5,,,,,,,,,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628282-203014-203823-203833,1611661320,"Alana Beard, Sydney Wiese, Nneka Ogwumike, Chiney Ogwumike, Chelsea Gray","Beard, Wiese, Ogwumike, Ogwumike, Gray",100949-1628282-203014-203823-203833,LAS,879.0,4,30.0,58.0,7.0,9.0,6.0,5.0,0.391304347826087,95.01706484641637,14.066666666666666,13.233333333333333,0.30434782608695654,0.5652173913043478,0.4650409090909091,28.511111111111113,15.0,-14.0,28.0,7.0,3.0,4.0,8.0,1.0,6.0,14.0,1.0,17.0,31.0,6.0,,1.0,,3.0,,6.0,2.0,7.0,9.0,14.0,3.0,2.0,5.0,1.0,11.0,1.0,,1.0,,15.0,,0.1111111111111111,0.125,0.42857142857142855,0.32608695652173914,0.34,0.7777777777777778,0.4,0.6428571428571429,1.0,0.75,0.4,,16.321428571428573,15.642857142857142,0.17391304347826086,0.75,0.75,0.34782608695652173,0.14285714285714285,0.14285714285714285,,0.16666666666666666,11.242857142857144,,2.0,2.0,6.0,1.0,3.0,,1.0,6.0,5.0,,6.0,0.5,0.5,0.07142857142857142,0.5,0.5454545454545454,0.08695652173913043,,,,0.08695652173913043,7.0,4.0,,1.0,1.0,1.0,3.0,,2.0,2.0,2.0,3.0,6.0,,1.0,3.0,,5.0,6.0,7.0,,0.6666666666666666,,0.2857142857142857,0.25,0.375,,,0.375,0.35714285714285715,0.4,,0.375,0.375,0.3333333333333333,0.3333333333333333,,0.14285714285714285,1.0,0.33445,0.4266833333333333,0.11764705882352941,0.35294117647058826,0.23333333333333334,,,1.0,1.0,3.0,2.0,1.0,4.0,,2.0,2.0,,,,4.0,1.0,0.3333333333333333,,0.5,,,0.6666666666666666,,,,,0.3333333333333333,0.14285714285714285,0.42857142857142855,0.041666666666666664,0.06666666666666667,2.0,0.6666666666666666,2.0,,1.0,,1.0,,0.5,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628283-1628926-203014-203833,1611661320,"Alana Beard, Alexis Jones, Maria Vadeeva, Nneka Ogwumike, Chelsea Gray","Beard, Jones, Vadeeva, Ogwumike, Gray",100949-1628283-1628926-203014-203833,LAS,175.0,1,7.0,13.0,2.0,3.0,2.0,1.0,0.6,106.97142857142858,9.857142857142858,8.142857142857142,0.4,1.0,0.5246500000000001,24.400000000000002,3.0,8.0,6.0,,1.0,2.0,,1.0,1.0,2.0,2.0,10.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,6.0,1.0,4.0,5.0,6.0,,,1.0,,2.0,,,,,5.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.8,0.8333333333333334,1.0,1.0,1.0,,1.0,1.0,,17.666666666666668,17.666666666666668,0.4,0.5,0.5,,0.5,0.5,1.0,0.5,1.9,,,1.0,,,,,,1.0,,1.0,1.0,,,,,0.5,,,,,0.2,,2.0,1.0,1.0,,,,1.0,1.0,5.0,,,,2.0,,,,1.0,,,1.0,,1.25,,1.25,,,,,0.5,,,,,,0.5,1.0,,,0.32415,,0.5,,,1.0,1.0,,,,2.0,1.0,,1.0,,1.0,,1.0,,2.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,0.5,,,,0.16666666666666666,0.3333333333333333,,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
