EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffThreePtRebounds,ShortMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangeFGM,LongMidRangeFGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3A,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,DeadBallTurnovers,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceArc3FGA,SecondChanceFG3A,Blocked2s,BlockedShortMidRange,SecondChanceArc3Frequency,BadPassOutOfBoundsTurnovers,DefAtRimReboundPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,Corner3Assists,LostBallOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3SecondViolations,SecondChanceFg3Pct,PenaltyFg3Pct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,BlockedAtRim,Travels,SecondChanceTurnovers,DefCorner3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsUnassisted3s,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,Loose Ball Fouls,Charge Fouls Drawn,Charge Fouls,Technical Free Throw Trips,Fg3aBlocked,Clear Path Fouls,BlockedCorner3,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,HeaveAttempts,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
1627671-1627678-1628280-1629567-203826,1611661323,"Rachel Banham, Bria Holmes, Brionna Jones, Natisha Hiedeman, Alyssa Thomas","Banham, Holmes, Jones, Hiedeman, Thomas",1627671-1627678-1628280-1629567-203826,CON,361.0,4,6.0,-1.0,11.0,13.0,4.0,10.0,2.0,24.0,4.0,7.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,9.0,1.0,1.0,1.0,12.0,13.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,2.0,2.0,1.0,1.0,4.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,3.0,4.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.4444444444444444,1.0,0.3333333333333333,0.55,1.0,0.3333333333333333,0.5454545454545454,1.0,0.375,0.1,0.1111111111111111,0.14285714285714285,1.0,1.0,1.0,0.4,0.6666666666666666,0.75,0.4,0.6666666666666666,1.0,1.0,95.73407202216066,1.0,14.272727272727273,15.692307692307692,12.909090909090908,15.461538461538462,0.7,0.5714285714285714,0.6666666666666666,0.5,0.1,0.1,0.1,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.8,1.0,0.5463,0.4766,0.5481333333333334,0.3333333333333333,0.25,4.444444444444445,23.7,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,True
1627670-1627671-1627673-1627675-203406,1611661323,"Morgan Tuck, Rachel Banham, Jonquel Jones, Courtney Williams, Layshia Clarendon","Tuck, Banham, Jones, Williams, Clarendon",1627670-1627671-1627673-1627675-203406,CON,111.0,1,2.0,2.0,3.0,4.0,,,1.0,7.0,2.0,2.0,1.0,1.0,,,1.0,,,2.0,2.0,3.0,,2.0,,4.0,2.0,1.0,1.0,2.0,,,,,2.0,2.0,,2.0,2.0,,1.0,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,,2.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,0.5,1.0,,,,0.6666666666666666,1.0,,0.4,1.0,,0.4,1.0,,0.4,0.3333333333333333,,,,1.0,1.0,1.0,1.0,0.6666666666666666,,1.0,1.0,90.8108108108108,,14.666666666666666,16.75,13.666666666666666,16.75,0.4,1.0,1.0,0.5,0.2,,0.4,,,,1.0,1.0,,,0.8,,0.51406,0.5687,,0.5,,3.3333333333333335,25.75,,1.0,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,True
1627670-1627671-1627673-1627678-202662,1611661323,"Morgan Tuck, Rachel Banham, Jonquel Jones, Bria Holmes, Jasmine Thomas","Tuck, Banham, Jones, Holmes, Thomas",1627670-1627671-1627673-1627678-202662,CON,747.0,4,12.0,-5.0,27.0,25.0,4.0,3.0,1.0,52.0,3.0,4.0,,,2.0,3.0,5.0,4.0,1.0,6.0,5.0,13.0,1.0,6.0,11.0,24.0,29.0,,,2.0,2.0,3.0,1.0,5.0,8.0,2.0,3.0,,6.0,1.0,,4.0,1.0,5.0,1.0,2.0,11.0,1.0,5.0,1.0,1.0,7.0,1.0,8.0,3.0,3.0,,2.0,1.0,1.0,3.0,,4.0,9.0,8.0,13.0,,,,,,22.0,5.0,4.0,,,0.8,0.8,1.0,0.16666666666666666,0.16666666666666666,0.38461538461538464,,0.6666666666666666,0.34210526315789475,,0.5,0.48,1.0,0.625,0.3157894736842105,,,0.6666666666666666,1.0,0.5,0.125,1.0,0.8571428571428571,0.08333333333333333,,,1.0,100.2409638554217,,13.925925925925926,14.84,13.925925925925926,14.76,0.21052631578947367,0.75,0.75,0.6666666666666666,0.2631578947368421,0.21052631578947367,0.3157894736842105,0.16666666666666666,0.16666666666666666,1.0,,,0.75,0.6666666666666666,0.5263157894736842,0.16666666666666666,0.4625394736842105,,0.528825,0.08333333333333333,0.20833333333333334,8.4,24.866666666666664,0.14814814814814814,,,,0.25,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0.08333333333333333,0.2,0.2,1.0,0.25,0.25,1.0,0.25,0.28,0.3684210526315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,True
1627670-1627671-1627675-1627678-1629485,1611661323,"Morgan Tuck, Rachel Banham, Courtney Williams, Bria Holmes, Kristine Anigwe","Tuck, Banham, Williams, Holmes, Anigwe",1627670-1627671-1627675-1627678-1629485,CON,133.0,2,2.0,7.0,4.0,4.0,,,1.0,8.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,4.0,2.0,2.0,1.0,4.0,,7.0,,1.0,1.0,2.0,,,,,,4.0,3.0,,4.0,1.0,,,1.0,1.0,1.0,,3.0,,,2.0,,2.0,2.0,4.0,1.0,1.0,,,,,,,,,1.0,,,,,1.0,1.0,5.0,,,,,,,1.0,0.25,0.25,1.0,1.0,,0.5833333333333334,0.5,,0.5833333333333334,0.5,,0.6666666666666666,,,,,1.0,,,1.0,0.6666666666666666,,1.0,,86.61654135338345,1.0,19.5,13.75,14.5,13.75,0.16666666666666666,1.0,1.0,,,0.16666666666666666,0.6666666666666666,0.25,0.25,1.0,0.5,1.0,,,0.8333333333333334,0.25,0.4928416666666667,0.4899,,0.2857142857142857,,11.1,24.725,,2.0,,0.6666666666666666,,0.6666666666666666,,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,True
1627670-1627671-1627678-1629485-1629524,1611661323,"Morgan Tuck, Rachel Banham, Bria Holmes, Kristine Anigwe, Bridget Carleton","Tuck, Banham, Holmes, Anigwe, Carleton",1627670-1627671-1627678-1629485-1629524,CON,318.0,1,5.0,2.0,12.0,12.0,,,1.0,24.0,3.0,6.0,1.0,1.0,,,2.0,,1.0,2.0,4.0,8.0,1.0,2.0,2.0,13.0,11.0,1.0,1.0,2.0,,,,,6.0,2.0,3.0,2.0,2.0,1.0,,3.0,1.0,4.0,1.0,2.0,9.0,1.0,1.0,3.0,1.0,5.0,1.0,6.0,2.0,2.0,,1.0,,1.0,2.0,,3.0,3.0,1.0,2.0,,,,,,11.0,,,,,0.75,1.0,1.0,0.5,0.5,0.5,1.0,,0.55,1.0,,0.5909090909090909,1.0,,0.2,,,0.5,1.0,1.0,0.25,1.0,1.0,0.2,0.3333333333333333,,1.0,108.67924528301887,,13.333333333333334,13.166666666666666,13.333333333333334,13.166666666666666,0.6,0.5,0.5,0.6666666666666666,0.2,,0.2,0.5,0.5,1.0,1.0,1.0,,,0.8,0.5,0.605155,0.6986,,0.15384615384615385,,2.8125,24.3,,,,,,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,0.5,0.5,1.0,,,,,0.09090909090909091,0.1111111111111111,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,True
1627670-1627671-1627678-1628280-203406,1611661323,"Morgan Tuck, Rachel Banham, Bria Holmes, Brionna Jones, Layshia Clarendon","Tuck, Banham, Holmes, Jones, Clarendon",1627670-1627671-1627678-1628280-203406,CON,623.0,5,10.0,7.0,23.0,21.0,1.0,5.0,3.0,44.0,2.0,3.0,,,,,6.0,4.0,3.0,5.0,7.0,13.0,4.0,8.0,,26.0,19.0,1.0,1.0,8.0,,1.0,,3.0,10.0,4.0,12.0,,5.0,3.0,,5.0,4.0,9.0,3.0,1.0,22.0,2.0,1.0,5.0,1.0,7.0,4.0,11.0,,,,2.0,2.0,,5.0,,6.0,9.0,5.0,,,,,2.0,1.0,18.0,3.0,1.0,,,0.7142857142857143,0.7142857142857143,1.0,0.5,0.5,0.5384615384615384,1.0,,0.6190476190476191,1.0,0.75,0.6190476190476191,1.0,0.75,0.38095238095238093,,,0.4,1.0,0.625,0.3333333333333333,1.0,0.6666666666666666,0.4,,,1.0,101.70144462279295,0.5,15.869565217391305,12.285714285714286,14.695652173913043,11.619047619047619,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.5,0.2857142857142857,0.19047619047619047,0.23809523809523808,0.6,0.6,1.0,,,,,0.5238095238095238,0.6,0.44707857142857144,0.42063333333333336,0.350275,0.3076923076923077,0.11538461538461539,9.592307692307692,24.1125,0.043478260869565216,2.0,,0.5,,0.5,5.0,,1.0,,1.0,4.0,,,3.0,,,,0.5,,0.8333333333333334,0.8333333333333334,0.8,,,,0.5,,,1.0,3.0,2.0,2.0,0.25,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.5,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,True
1627670-1627671-1628280-203015-203406,1611661323,"Morgan Tuck, Rachel Banham, Brionna Jones, Shekinna Stricklen, Layshia Clarendon","Tuck, Banham, Jones, Stricklen, Clarendon",1627670-1627671-1628280-203015-203406,CON,130.0,2,2.0,6.0,4.0,4.0,1.0,3.0,1.0,8.0,2.0,2.0,,,,,1.0,2.0,,,3.0,5.0,,,,6.0,,1.0,1.0,2.0,,1.0,,,2.0,4.0,,,,,,1.0,,1.0,,1.0,2.0,1.0,,3.0,1.0,4.0,1.0,5.0,,,,,,,,,,,2.0,,,,,,,4.0,,1.0,,,0.3333333333333333,0.3333333333333333,,,,0.6,1.0,,0.6,1.0,,0.6,1.0,,,,,,1.0,0.75,1.0,,0.6,1.0,,1.0,,88.61538461538463,,18.25,14.25,17.5,7.75,0.4,1.0,1.0,0.5,0.2,0.4,,,,,,,,,0.4,,0.4086,0.4567,0.2073,0.3333333333333333,,9.059999999999999,,0.25,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,True
1627670-1627673-1627675-1627678-1629567,1611661323,"Morgan Tuck, Jonquel Jones, Courtney Williams, Bria Holmes, Natisha Hiedeman","Tuck, Jones, Williams, Holmes, Hiedeman",1627670-1627673-1627675-1627678-1629567,CON,378.0,4,6.0,8.0,14.0,11.0,,,1.0,25.0,,,,,,,4.0,1.0,1.0,2.0,4.0,5.0,1.0,2.0,7.0,18.0,10.0,1.0,1.0,3.0,,,,,6.0,2.0,3.0,,2.0,1.0,,3.0,1.0,4.0,1.0,,9.0,,1.0,3.0,1.0,5.0,,5.0,,,,1.0,,1.0,4.0,,2.0,5.0,8.0,9.0,,,,1.0,1.0,15.0,,,,,0.75,0.75,1.0,0.5,0.5,0.8,1.0,,0.7857142857142857,1.0,,0.9,1.5,,0.2857142857142857,,,0.25,1.0,0.75,,1.0,0.8,,,,1.0,95.23809523809524,1.0,14.785714285714286,15.545454545454545,14.357142857142858,15.272727272727273,,,,,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,,,,,0.2857142857142857,0.5,0.4179642857142857,0.3979,,0.16666666666666666,,9.22,26.7,,,,,,,3.0,1.0,,1.0,,3.0,,,3.0,,3.0,6.0,0.6666666666666666,,0.75,0.75,1.0,1.0,1.0,,,0.6,0.75,,,1.0,,,,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,True
1627670-1627673-1627675-1627678-202662,1611661323,"Morgan Tuck, Jonquel Jones, Courtney Williams, Bria Holmes, Jasmine Thomas","Tuck, Jones, Williams, Holmes, Thomas",1627670-1627673-1627675-1627678-202662,CON,1242.0,10,21.0,-1.0,41.0,39.0,3.0,1.0,7.0,80.0,2.0,5.0,,,,1.0,10.0,9.0,1.0,5.0,7.0,24.0,3.0,7.0,12.0,35.0,36.0,,1.0,7.0,,1.0,1.0,1.0,12.0,2.0,9.0,,5.0,1.0,3.0,6.0,3.0,9.0,1.0,1.0,21.0,5.0,6.0,8.0,1.0,15.0,7.0,22.0,5.0,5.0,,6.0,3.0,3.0,10.0,2.0,2.0,9.0,13.0,14.0,1.0,1.0,1.0,5.0,4.0,28.0,1.0,3.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,0.42857142857142855,0.42857142857142855,0.2916666666666667,,,0.3709677419354839,0.5,,0.4605263157894737,0.7,0.25,0.22580645161290322,0.125,0.2,0.6,1.0,0.6666666666666666,0.29411764705882354,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,0.625,92.7536231884058,0.8,16.804878048780488,14.179487179487179,16.0,13.282051282051283,0.16129032258064516,0.4,0.5,0.5,0.3225806451612903,0.2903225806451613,0.16129032258064516,0.2,0.2,1.0,,,1.0,,0.3870967741935484,0.2,0.4536983870967742,0.431425,0.6658,0.2,0.02857142857142857,10.366666666666667,24.542857142857144,0.07317073170731707,2.0,0.2,0.5,0.1111111111111111,0.5,1.0,4.0,,4.0,,1.0,4.0,,4.0,,,6.0,0.75,,0.1,0.125,1.0,0.4444444444444444,0.4444444444444444,1.0,,0.16216216216216217,0.2,1.0,2.0,4.0,3.0,0.3333333333333333,1.0,0.3333333333333333,2.0,2.0,1.0,1.0,,,1.0,,2.0,,1.0,2.0,1.0,,0.5,,0.2,,0.06451612903225806,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,True
1627670-1627673-1627675-203015-203406,1611661323,"Morgan Tuck, Jonquel Jones, Courtney Williams, Shekinna Stricklen, Layshia Clarendon","Tuck, Jones, Williams, Stricklen, Clarendon",1627670-1627673-1627675-203015-203406,CON,317.0,2,5.0,-12.0,8.0,9.0,4.0,,2.0,17.0,,,,,,,2.0,1.0,,1.0,1.0,3.0,1.0,6.0,2.0,7.0,19.0,,,,,,2.0,5.0,,2.0,3.0,,1.0,,,,1.0,1.0,,,3.0,,,1.0,,1.0,2.0,3.0,,,,,,,,,,,2.0,2.0,,,,,,7.0,5.0,4.0,,,,,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,,,0.2777777777777778,,0.375,0.35,,0.5,0.6666666666666666,,,,,0.5,,,0.5,0.2857142857142857,,,,77.22397476340694,,22.125,15.555555555555555,19.75,15.0,,,,,0.2222222222222222,0.1111111111111111,0.1111111111111111,,,,,,,,0.6666666666666666,,0.4846333333333333,,0.5204625,,0.7142857142857143,10.633333333333333,23.266666666666666,0.5,2.0,,0.4,,1.0,,1.0,1.0,,4.0,,,,,,,1.0,1.0,,,,,1.0,1.0,,0.25,0.1,0.25,,2.0,,,,,,1.0,5.0,,2.0,,,,1.0,1.0,,,,,,,0.25,,0.25,0.5555555555555556,0.2,0.2,1.0,1.0,,,,,,,,,,1.0,3.0,0.75,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,True
