EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,DefThreePtRebounds,DefRebounds,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,PenaltyOffPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,DefTwoPtRebounds,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FtPoints,PenaltyFG2M,PtsUnassisted2s,PtsPutbacks,Corner3Assists,AtRimAssists,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,PenaltyFg2Pct,LiveBallTurnoverPct,OffAtRimReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimPctBlocked,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceFtPoints,LongMidRangeAssists,2pt And 1 Free Throw Trips,LongMidRangePctAssisted,SelfOReb,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,PenaltyFtPoints,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,BlockedLongMidRange,OffCorner3ReboundPct,PenaltyCorner3FGA,HeaveAttempts,Charge Fouls,PenaltyCorner3Frequency,PenaltyCorner3FGM,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Accuracy,FTOffRebounds,3SecondViolations,OffFTReboundPct,PtsUnassisted3s,Fg3aBlocked,FTDefRebounds,Charge Fouls Drawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,Corner3PctBlocked,team_id,year,season,team_vs
1627670-1627673-1627678-202662-203826,1611661323,"Morgan Tuck, Jonquel Jones, Bria Holmes, Jasmine Thomas, Alyssa Thomas","Tuck, Jones, Holmes, Thomas, Thomas",1627670-1627673-1627678-202662-203826,CON,167.0,2,3.0,-5.0,5.0,6,,1.0,11,1.0,3.0,,1.0,1.0,3.0,,2.0,3.0,8.0,,1.0,,,,1.0,,,,,,,,,,1.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,,,,,,0.3333333333333333,,0.2,,0.25,,0.4,,,,0.25,,94.8502994011976,18.0,12.833333333333334,16.0,12.833333333333334,0.6,0.3333333333333333,0.3333333333333333,,0.2,,,,0.4,,0.47004,0.412,,8.033333333333333,23.8,,2.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,0.5,1.0,,,,,,,,,1.0,,,1.0,,2.0,,,,,1.0,1.0,,,,1.0,,3.0,1.0,,,,1.0,,,,,,,0.2,,,,,,,,,,,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,False
1627670-1627675-1627678-1628280-202662,1611661323,"Morgan Tuck, Courtney Williams, Bria Holmes, Brionna Jones, Jasmine Thomas","Tuck, Williams, Holmes, Jones, Thomas",1627670-1627675-1627678-1628280-202662,CON,172.0,1,3.0,3.0,6.0,6,2.0,,12,,,1.0,3.0,1.0,2.0,1.0,3.0,5.0,2.0,,,,,3.0,3.0,1.0,,,1.0,1.0,1.0,,3.0,,,3.0,1.0,,,,,5.0,,,1.0,0.3333333333333333,0.3333333333333333,0.5,,0.5,,0.5,,0.6,,,,,,100.46511627906976,12.666666666666666,16.0,12.666666666666666,15.833333333333334,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,0.8,0.3333333333333333,0.60307,,,11.85,25.733333333333334,1.0,3.0,0.5,0.75,0.5,,1.0,,1.0,,,,,,,2.0,,,,,,,,,1.0,,1.0,0.2,0.2,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,False
1627670-1627675-1627678-1628280-203826,1611661323,"Morgan Tuck, Courtney Williams, Bria Holmes, Brionna Jones, Alyssa Thomas","Tuck, Williams, Holmes, Jones, Thomas",1627670-1627675-1627678-1628280-203826,CON,157.0,1,3.0,3.0,5.0,4,,,9,,,,,3.0,4.0,,,6.0,3.0,,,,4.0,,,,,2.0,,2.0,,,4.0,,,2.0,,,,1.0,,6.0,0.6666666666666666,0.6666666666666666,,,,0.75,,0.75,,0.75,,,,,,,,82.54777070063695,11.0,25.5,11.0,21.0,,,,,,,,,0.75,,0.517,,,5.525,,1.0,2.0,0.5,0.5,0.5,,3.0,,1.0,,,,,,,1.0,,,,,,,,,0.5,1.0,,0.75,0.25,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,False
1627670-1627675-1627678-1629567-203826,1611661323,"Morgan Tuck, Courtney Williams, Bria Holmes, Natisha Hiedeman, Alyssa Thomas","Tuck, Williams, Holmes, Hiedeman, Thomas",1627670-1627675-1627678-1629567-203826,CON,67.0,1,1.0,-4.0,1.0,2,,,3,,1.0,,,,1.0,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,64.4776119402985,28.0,19.5,28.0,19.5,1.0,,,,,,,,,,0.4129,,,6.2,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,0.4129,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,False
1627670-1627675-1627678-1629567-203849,1611661323,"Morgan Tuck, Courtney Williams, Bria Holmes, Natisha Hiedeman, Theresa Plaisance","Tuck, Williams, Holmes, Hiedeman, Plaisance",1627670-1627675-1627678-1629567-203849,CON,29.0,1,,2.0,1.0,1,1.0,1.0,2,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,,1.0,1.0,2.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,1.0,0.5,,,,1.0,,99.3103448275862,20.0,9.0,17.0,9.0,0.5,1.0,1.0,,0.5,,,,0.5,,0.37835,,1.0,7.3,25.2,,,,,,1.0,,,,,1.0,1.0,,1.0,2.0,,,,,2.0,1.0,,0.5,0.5,,,,,,,0.5,,0.37835,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,False
1627670-1627675-1627678-202662-203826,1611661323,"Morgan Tuck, Courtney Williams, Bria Holmes, Jasmine Thomas, Alyssa Thomas","Tuck, Williams, Holmes, Thomas, Thomas",1627670-1627675-1627678-202662-203826,CON,513.0,2,9.0,-3.0,14.0,16,6.0,2.0,30,2.0,3.0,2.0,6.0,5.0,10.0,2.0,6.0,16.0,19.0,1.0,2.0,2.0,4.0,6.0,6.0,2.0,,2.0,2.0,4.0,2.0,2.0,10.0,3.0,3.0,7.0,2.0,,3.0,4.0,2.0,14.0,0.4,0.4,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.375,,,0.6,0.3333333333333333,,84.21052631578947,17.142857142857142,17.0625,14.071428571428571,17.0,0.1875,0.6666666666666666,0.6666666666666666,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.625,0.3333333333333333,0.46955,0.3884,0.125,7.37,25.916666666666668,1.0,4.0,1.0,0.8,1.0,3.0,4.0,,3.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,,,,5.0,3.0,1.0,1.25,1.25,0.75,0.6666666666666666,1.0,0.25,0.1875,,0.5,1.0,0.37995,0.3125,0.21428571428571427,,1.0,,1.0,,1.0,,,,0.3333333333333333,,,2.0,,1.0,,,,,,,1.0,6.0,,,,2.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,0.5,,,0.5,0.5,,,,,,0.3333333333333333,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,False
1627670-1627675-1628280-202662-203826,1611661323,"Morgan Tuck, Courtney Williams, Brionna Jones, Jasmine Thomas, Alyssa Thomas","Tuck, Williams, Jones, Thomas, Thomas",1627670-1627675-1628280-202662-203826,CON,54.0,1,1.0,,1.0,2,,,3,1.0,1.0,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,,,,,,,80.0,13.0,20.5,13.0,19.0,1.0,1.0,1.0,,,,,,,,0.4362,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,False
1627670-1627675-202662-203015-203826,1611661323,"Morgan Tuck, Courtney Williams, Jasmine Thomas, Shekinna Stricklen, Alyssa Thomas","Tuck, Williams, Thomas, Stricklen, Thomas",1627670-1627675-202662-203015-203826,CON,649.0,2,11.0,2.0,20.0,20,11.0,3.0,40,3.0,10.0,2.0,5.0,5.0,15.0,2.0,6.0,18.0,16.0,,2.0,3.0,4.0,6.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,10.0,3.0,5.0,12.0,2.0,2.0,,4.0,4.0,15.0,0.4,0.4,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.38095238095238093,0.375,0.4090909090909091,0.375,0.2857142857142857,0.13333333333333333,0.2,0.3,0.35714285714285715,0.2857142857142857,88.75192604006163,15.15,17.3,14.2,16.5,0.47619047619047616,0.3,0.375,0.6666666666666666,0.23809523809523808,0.4,0.4,1.0,0.2857142857142857,0.4,0.43384047619047617,0.42766666666666664,0.16666666666666666,10.466666666666667,25.266666666666666,4.0,7.0,1.0,0.7777777777777778,1.0,1.0,,,5.0,,1.0,,,1.0,,3.0,1.0,,1.0,,1.0,,,,0.6,,0.6666666666666666,,0.23809523809523808,,1.0,,0.5898,,0.05,1.0,2.0,1.0,2.0,2.0,,0.5,0.5,0.3333333333333333,0.5,0.5,1.0,,,,,,1.0,,,2.0,,6.0,,,,,1.0,1.0,1.0,,,2.0,1.0,2.0,1.0,,1.0,,0.5,,1.0,1.0,,,,0.047619047619047616,,,,,,,,,,,0.045454545454545456,0.0625,,2.0,0.4,0.4,,,,,1.0,0.3333333333333333,,0.08333333333333333,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,False
1627670-1627678-1628280-202662-203015,1611661323,"Morgan Tuck, Bria Holmes, Brionna Jones, Jasmine Thomas, Shekinna Stricklen","Tuck, Holmes, Jones, Thomas, Stricklen",1627670-1627678-1628280-202662-203015,CON,15.0,1,,,,1,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,15.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,False
1627671-1627673-1627678-1629567-203826,1611661323,"Rachel Banham, Jonquel Jones, Bria Holmes, Natisha Hiedeman, Alyssa Thomas","Banham, Jones, Holmes, Hiedeman, Thomas",1627671-1627673-1627678-1629567-203826,CON,104.0,1,2.0,4.0,4.0,3,,,7,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,3.0,,,,,3.0,1.0,1.0,,,1.0,1.0,1.0,,3.0,,,2.0,,,,1.0,1.0,7.0,,,1.0,1.0,1.0,1.0,,1.1666666666666667,,1.1666666666666667,,0.3333333333333333,,,,,,96.92307692307692,10.0,21.333333333333332,10.0,18.0,0.6666666666666666,1.0,1.0,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.45015,,,8.35,27.8,1.0,2.0,1.0,0.6666666666666666,1.0,2.0,,,,1.0,1.0,,1.0,1.0,3.0,1.0,,,,3.0,2.0,1.0,1.5,1.5,0.5,1.0,,,,,1.0,1.0,0.53295,0.42857142857142855,0.5,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,False
1627671-1627673-1627678-202662-203826,1611661323,"Rachel Banham, Jonquel Jones, Bria Holmes, Jasmine Thomas, Alyssa Thomas","Banham, Jones, Holmes, Thomas, Thomas",1627671-1627673-1627678-202662-203826,CON,607.0,3,10.0,5.0,22.0,20,,4.0,42,3.0,5.0,,6.0,6.0,10.0,1.0,8.0,22.0,17.0,1.0,1.0,4.0,6.0,3.0,5.0,,1.0,3.0,1.0,4.0,,3.0,9.0,2.0,4.0,13.0,2.0,1.0,,1.0,6.0,18.0,0.5,0.6,1.0,0.125,0.14285714285714285,0.6,1.0,0.4166666666666667,0.3333333333333333,0.4782608695652174,0.5,0.4444444444444444,0.1,0.2,0.5,0.4,0.5,99.63756177924218,12.409090909090908,16.7,11.545454545454545,16.4,0.2777777777777778,0.6,0.75,1.0,0.3333333333333333,,,,0.6111111111111112,,0.4621411764705882,0.2745,0.18181818181818182,6.9,28.7625,2.0,9.0,1.0,0.8181818181818182,1.0,4.0,3.0,,2.0,,2.0,2.0,,3.0,,7.0,1.0,1.0,1.0,,4.0,,,,0.7777777777777778,0.5,1.0,0.16666666666666666,0.1111111111111111,,0.4,,0.357175,,0.18181818181818182,,2.0,,2.0,2.0,,,0.3333333333333333,0.4,0.6666666666666666,,,3.0,1.0,1.0,,1.0,2.0,,,7.0,,6.0,2.0,1.0,,1.0,3.0,,1.0,3.0,,4.0,,10.0,5.0,,,,0.75,,,,1.0,1.0,,0.1111111111111111,0.5,0.5,1.0,0.3333333333333333,1.0,,,,,,0.21739130434782608,0.3333333333333333,,,,,2.0,,,,,0.5,1.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,False
1627671-1627673-202662-203015-203826,1611661323,"Rachel Banham, Jonquel Jones, Jasmine Thomas, Shekinna Stricklen, Alyssa Thomas","Banham, Jones, Thomas, Stricklen, Thomas",1627671-1627673-202662-203015-203826,CON,50.0,1,1.0,-1.0,1.0,2,,,3,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,86.39999999999999,15.0,17.5,15.0,17.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,2.0,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,False
1627671-1627678-1628280-202662-203826,1611661323,"Rachel Banham, Bria Holmes, Brionna Jones, Jasmine Thomas, Alyssa Thomas","Banham, Holmes, Jones, Thomas, Thomas",1627671-1627678-1628280-202662-203826,CON,228.0,1,4.0,4.0,7.0,8,,,15,,,2.0,2.0,1.0,2.0,2.0,2.0,10.0,6.0,,,,2.0,6.0,2.0,2.0,,1.0,2.0,3.0,2.0,,8.0,,,3.0,2.0,,,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,,1.0,,0.5,,,,,,94.73684210526316,10.714285714285714,19.125,10.714285714285714,17.875,,,,,0.5,1.0,1.0,1.0,1.0,1.0,0.624975,,,1.55,24.4,1.0,3.0,1.0,0.75,1.0,,2.0,,,,,,,,,2.0,,,,,,,,,0.6666666666666666,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,1.0,2.0,1.0,1.0,1.0,,,2.0,,2.0,1.0,,,,0.5,,,,0.5,0.5,1.0,,,,,,,,,,,,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,False
1627673-1627675-1627678-1629567-203826,1611661323,"Jonquel Jones, Courtney Williams, Bria Holmes, Natisha Hiedeman, Alyssa Thomas","Jones, Williams, Holmes, Hiedeman, Thomas",1627673-1627675-1627678-1629567-203826,CON,463.0,3,8.0,,16.0,14,3.0,2.0,30,1.0,5.0,1.0,3.0,5.0,11.0,2.0,4.0,18.0,18.0,,2.0,,6.0,6.0,3.0,1.0,1.0,3.0,2.0,5.0,1.0,,12.0,2.0,2.0,8.0,,,2.0,4.0,2.0,18.0,0.6,0.6,1.0,0.5,0.5,0.45454545454545453,,0.5333333333333333,,0.5625,,0.26666666666666666,0.09090909090909091,0.2,0.3333333333333333,0.2857142857142857,0.25,93.30453563714903,13.875,17.214285714285715,13.3125,17.214285714285715,0.3333333333333333,0.2,0.25,,0.2,0.3333333333333333,0.3333333333333333,1.0,0.4,0.3333333333333333,0.39598333333333335,0.32495,,11.654545454545454,25.575,1.0,6.0,1.0,1.0,1.0,6.0,2.0,,4.0,,1.0,3.0,1.0,2.0,7.0,5.0,2.0,1.0,2.0,7.0,6.0,0.5,0.5,0.5833333333333334,1.0,1.0,1.0,0.13333333333333333,0.26666666666666666,,0.2,,0.37616,0.3888888888888889,0.375,,,,,,1.0,,,,,,,2.0,,,,1.0,1.0,,,2.0,1.0,4.0,,1.0,2.0,,1.0,,1.0,1.0,,2.0,,2.0,,1.0,2.0,0.3333333333333333,0.5,,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,1.0,1.0,1.0,,,,,,,,,,,2.0,0.5,0.5,,1.0,,0.5,,0.5,,,2.0,1.0,,,,,,,,,,1.0,,,0.2,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1611661323,2019,2019,False
1627673-1627675-1627678-202662-203826,1611661323,"Jonquel Jones, Courtney Williams, Bria Holmes, Jasmine Thomas, Alyssa Thomas","Jones, Williams, Holmes, Thomas, Thomas",1627673-1627675-1627678-202662-203826,CON,1713.0,7,29.0,-2.0,55.0,60,5.0,11.0,115,6.0,19.0,2.0,13.0,20.0,41.0,3.0,14.0,59.0,61.0,4.0,6.0,14.0,20.0,9.0,13.0,2.0,1.0,10.0,3.0,13.0,2.0,3.0,29.0,11.0,14.0,31.0,8.0,6.0,3.0,13.0,7.0,45.0,0.5,0.5882352941176471,1.0,0.21428571428571427,0.21428571428571427,0.4878048780487805,0.6666666666666666,0.44545454545454544,0.5,0.48333333333333334,0.5384615384615384,0.2545454545454545,0.024390243902439025,,0.5238095238095238,0.40625,0.6923076923076923,96.6725043782837,14.363636363636363,15.383333333333333,13.709090909090909,14.75,0.34545454545454546,0.3157894736842105,0.3157894736842105,0.5,0.23636363636363636,0.15384615384615385,0.15384615384615385,1.0,0.509090909090909,0.15384615384615385,0.4618481818181818,0.49506500000000003,0.23728813559322035,7.578048780487805,25.485714285714288,5.0,17.0,0.7142857142857143,0.7727272727272727,0.7142857142857143,10.0,14.0,2.0,8.0,,2.0,6.0,,2.0,13.0,12.0,3.0,1.0,3.0,13.0,10.0,,0.625,0.6666666666666666,0.8,0.8,0.8571428571428571,0.2545454545454545,0.14545454545454545,0.25,0.25,,0.44029375,0.22033898305084745,0.18181818181818182,1.0,5.0,1.0,5.0,2.0,,0.2,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.2,1.0,10.0,2.0,4.0,2.0,1.0,1.0,,,10.0,5.0,20.0,6.0,1.0,5.0,2.0,3.0,2.0,5.0,1.0,,8.0,,12.0,5.0,2.0,2.0,0.8333333333333334,0.375,0.25,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.7692307692307693,0.5,0.01818181818181818,1.0,1.0,1.0,0.36363636363636365,0.5,,,,,1.0,0.0847457627118644,0.1111111111111111,0.07142857142857142,4.0,0.5,0.5,3.0,2.0,1.0,0.5,1.0,0.25,,0.03225806451612903,3.0,,3.0,3.0,,1.0,,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,0.5,,,,,,,,,,,,,,1611661323,2019,2019,False
1627673-1627675-1627678-203015-203826,1611661323,"Jonquel Jones, Courtney Williams, Bria Holmes, Shekinna Stricklen, Alyssa Thomas","Jones, Williams, Holmes, Stricklen, Thomas",1627673-1627675-1627678-203015-203826,CON,109.0,1,2.0,-2.0,3.0,3,,,6,,1.0,,,1.0,3.0,,,2.0,4.0,,,,2.0,,,,,1.0,,1.0,,,2.0,,,1.0,,,,,,2.0,1.0,1.0,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,79.26605504587155,14.666666666666666,21.666666666666668,14.666666666666666,21.666666666666668,0.3333333333333333,,,,,,,,0.3333333333333333,,0.4393666666666667,,,9.733333333333333,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,False
1627673-1627675-1629567-203015-203826,1611661323,"Jonquel Jones, Courtney Williams, Natisha Hiedeman, Shekinna Stricklen, Alyssa Thomas","Jones, Williams, Hiedeman, Stricklen, Thomas",1627673-1627675-1629567-203015-203826,CON,324.0,2,5.0,2.0,10.0,10,,4.0,20,2.0,4.0,1.0,2.0,5.0,10.0,1.0,3.0,16.0,14.0,2.0,5.0,5.0,6.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,9.0,3.0,5.0,9.0,,,,1.0,3.0,11.0,0.6,0.75,1.0,0.3333333333333333,0.3333333333333333,0.5,0.4,0.5,0.4,0.5714285714285714,0.5,0.23076923076923078,0.1,,0.6,0.7142857142857143,0.5,88.88888888888889,15.9,16.5,14.2,16.5,0.3076923076923077,0.5,0.5,0.5,0.15384615384615385,0.5,0.5,1.0,0.6153846153846154,0.5,0.47299615384615384,0.4969666666666666,0.3125,5.8100000000000005,24.933333333333334,3.0,4.0,1.0,1.0,1.0,7.0,5.0,3.0,1.0,,1.0,8.0,,2.0,10.0,1.0,,,,10.0,7.0,,0.4,0.45454545454545453,1.0,,1.0,0.38461538461538464,0.07692307692307693,0.3,0.1,,0.44877,0.625,0.7,,,,,2.0,,,1.0,1.0,,,,3.0,1.0,2.0,2.0,,1.0,,,3.0,4.0,4.0,2.0,,2.0,,,,1.0,,1.0,1.0,,3.0,2.0,,,0.5,,0.5,,,0.6,0.75,0.6666666666666666,0.07692307692307693,,,,0.4,0.5,,,,,0.6666666666666666,0.14285714285714285,0.18181818181818182,0.2,,,,1.0,,1.0,,1.0,1.0,1.0,0.16666666666666666,2.0,,,,,,,,,,1.0,1.0,,,0.1,,,,,,,,,,,,,,,,,,,,,1611661323,2019,2019,False
