EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,PenaltyFtPoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffRebounds,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,LongMidRangePctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,DefTwoPtRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,LiveBallTurnoverPct,DefTwoPtReboundPct,DefLongMidRangeReboundPct,Corner3FGA,DefShortMidRangeReboundPct,Corner3Frequency,OffTwoPtRebounds,BadPassSteals,NonShootingFoulsDrawn,BlockedLongMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,OffTwoPtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceShotQualityAvg,ShortMidRangeAssists,Offensive Fouls,ShortMidRangePctAssisted,SelfOReb,LostBallOutOfBoundsTurnovers,SelfORebPct,FTDefRebounds,DefFTReboundPct,OffShortMidRangeReboundPct,PtsUnassisted3s,PenaltyTurnovers,BlockedShortMidRange,OffLongMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceTurnovers,SecondChanceFg3Pct,AtRimPctBlocked,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
101023-1629482-1629488-201886-203389,1611661317,"Sancho Lyttle, Sophie Cunningham, Brianna Turner, DeWanna Bonner, Yvonne Turner","Lyttle, Cunningham, Turner, Bonner, Turner",101023-1629482-1629488-201886-203389,PHO,67.0,1,1.0,1.0,2,3,2.0,3.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,1.25,1.25,0.5,1.0,1.0,1.0,107.46268656716417,9.5,16.0,9.5,16.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.538225,0.538225,1.0,3.1,25.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2019,2019,True
101023-1629482-201067-201886-203389,1611661317,"Sancho Lyttle, Sophie Cunningham, Camille Little, DeWanna Bonner, Yvonne Turner","Lyttle, Cunningham, Little, Bonner, Turner",101023-1629482-201067-201886-203389,PHO,29.0,1,,,2,1,2.0,,3,,,,,,,,,,,,,2.0,2.0,,,,,2.0,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,,,,,,,,,1.0,1.0,,,,,148.9655172413793,9.0,11.0,9.0,11.0,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2019,2019,True
101023-1629488-201507-201886-201896,1611661317,"Sancho Lyttle, Brianna Turner, Leilani Mitchell, DeWanna Bonner, Briann January","Lyttle, Turner, Mitchell, Bonner, January",101023-1629488-201507-201886-201896,PHO,276.0,1,5.0,,9,9,3.0,9.0,18,3.0,4.0,1.0,1.0,,1.0,,,6.0,9.0,,1.0,13.0,13.0,2.0,3.0,,,4.0,6.0,,1.0,,,3.0,,6.0,1.0,1.0,2.0,2.0,2.0,10.0,4.0,3.0,,,,,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,0.65,0.6666666666666666,0.1,1.0,0.25,,93.91304347826087,15.11111111111111,15.555555555555555,15.11111111111111,13.0,0.4,0.75,0.75,0.1,,,,0.3333333333333333,1.0,,,0.5,,0.44218,0.4284333333333334,0.3076923076923077,10.033333333333333,24.1,0.3333333333333333,1.0,,2.0,1.0,1.0,0.1,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5,0.6,1.0,1.0,1.5,0.1111111111111111,0.25,1.0,0.25,1.0,1.0,0.6666666666666666,0.1,1.0,1.0,0.4,0.5,0.6666666666666666,0.5,1.0,1.0,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2019,2019,True
101023-201067-201502-201896-203389,1611661317,"Sancho Lyttle, Camille Little, Essence Carson, Briann January, Yvonne Turner","Lyttle, Little, Carson, January, Turner",101023-201067-201502-201896-203389,PHO,101.0,1,2.0,-2.0,5,5,,,10,1.0,2.0,,,,,,,1.0,3.0,,,2.0,4.0,,,,,,,,,,,1.0,,2.0,,2.0,2.0,2.0,2.0,2.0,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,1.0,,142.5742574257426,8.6,11.6,8.6,11.6,0.6666666666666666,0.5,0.5,,,,,,,,,0.6666666666666666,,0.49796666666666667,,,8.366666666666667,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,0.3333333333333333,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2019,2019,True
101023-201067-201507-201886-201896,1611661317,"Sancho Lyttle, Camille Little, Leilani Mitchell, DeWanna Bonner, Briann January","Lyttle, Little, Mitchell, Bonner, January",101023-201067-201507-201886-201896,PHO,167.0,1,3.0,,6,7,,1.0,13,2.0,2.0,,,,1.0,,,3.0,3.0,,2.0,6.0,6.0,,,,,,2.0,,1.0,,,2.0,,4.0,,2.0,2.0,2.0,3.0,6.0,,,,,,,1.0,,0.6,,0.6,,0.4,,1.0,,112.09580838323353,13.666666666666666,12.142857142857142,13.666666666666666,12.142857142857142,0.4,1.0,1.0,0.2,,,,,,,,0.8,,0.60129,,,6.666666666666667,24.05,,,,1.0,,,,,,,,,,1.0,1.0,,,,,4.0,,,2.0,2.0,,,,1.0,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,1.0,,,,0.2,1.0,1.0,,,,,2.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2019,2019,True
101023-201067-201507-201886-203389,1611661317,"Sancho Lyttle, Camille Little, Leilani Mitchell, DeWanna Bonner, Yvonne Turner","Lyttle, Little, Mitchell, Bonner, Turner",101023-201067-201507-201886-203389,PHO,206.0,1,3.0,2.0,7,7,1.0,,14,1.0,3.0,,,1.0,1.0,,,1.0,6.0,1.0,1.0,8.0,6.0,,1.0,,,1.0,,3.0,1.0,1.0,1.0,2.0,1.0,5.0,,3.0,4.0,,1.0,8.0,1.0,1.0,1.0,1.0,,1.0,0.16666666666666666,,0.35714285714285715,,0.4444444444444444,0.25,0.14285714285714285,,0.75,,97.86407766990291,15.285714285714286,14.142857142857142,14.428571428571429,14.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.14285714285714285,1.0,1.0,1.0,,,,,0.5714285714285714,1.0,0.5623142857142857,0.4496,0.125,6.133333333333333,23.8,0.14285714285714285,3.0,1.0,4.0,4.0,1.0,0.14285714285714285,0.16666666666666666,1.0,,,,2.0,,1.0,,1.0,,,2.0,,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,0.2,,,1.0,0.2857142857142857,,,0.14285714285714285,,,,,,,3.0,1.0,,1.0,,1.0,,1.0,1.0,0.75,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,0.2,0.5,0.6666666666666666,1.0,0.4542,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2019,2019,True
101023-201067-201886-201896-203389,1611661317,"Sancho Lyttle, Camille Little, DeWanna Bonner, Briann January, Yvonne Turner","Lyttle, Little, Bonner, January, Turner",101023-201067-201886-201896-203389,PHO,131.0,1,2.0,3.0,6,4,,4.0,10,2.0,2.0,,,1.0,1.0,,,3.0,3.0,1.0,1.0,9.0,6.0,,,,,,2.0,3.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,1.0,,1.0,9.0,,,1.0,1.0,,1.0,1.0,,1.125,,1.125,,0.25,1.0,1.0,1.0,109.92366412213741,11.5,15.5,11.5,15.5,0.5,1.0,1.0,0.25,1.0,1.0,1.0,,,,,0.75,1.0,0.5795625,,,4.266666666666667,24.0,,,,,,,,,,,,1.0,1.0,,,,,,,4.0,,,2.0,1.0,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,0.5,0.25,1.0,1.0,,,,,,,,,,,1.0,,1.0,1.0,2.0,0.5,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1611661317,2019,2019,True
101023-201502-201507-201886-201896,1611661317,"Sancho Lyttle, Essence Carson, Leilani Mitchell, DeWanna Bonner, Briann January","Lyttle, Carson, Mitchell, Bonner, January",101023-201502-201507-201886-201896,PHO,57.0,1,1.0,3.0,2,2,,2.0,4,1.0,2.0,,,,,,,1.0,2.0,,,3.0,,,,,,,2.0,,,,,,,,1.0,1.0,2.0,,,3.0,,,,,,,0.5,,0.5,,0.75,,,1.0,1.0,1.0,101.05263157894737,13.5,15.0,13.5,15.0,1.0,0.5,0.5,,,,,,,,,1.0,,0.76435,,,0.95,,,1.0,,2.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1611661317,2019,2019,True
1629482-1629488-201067-201502-203389,1611661317,"Sophie Cunningham, Brianna Turner, Camille Little, Essence Carson, Yvonne Turner","Cunningham, Turner, Little, Carson, Turner",1629482-1629488-201067-201502-203389,PHO,103.0,1,2.0,,5,4,5.0,4.0,9,,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,2.0,2.0,,2.0,,1.0,2.0,,,1.0,,,,,,,1.0,2.0,1.0,1.0,2.0,2.0,5.0,,,,,,,,,0.25,0.25,0.3333333333333333,,,,125.8252427184466,13.8,8.5,11.4,8.5,0.3333333333333333,,,0.3333333333333333,,,,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,,0.40700000000000003,0.40700000000000003,1.0,4.1,24.8,1.0,2.0,2.0,1.0,2.0,1.0,0.25,0.3333333333333333,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,2.0,,,,,0.5,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1611661317,2019,2019,True
1629482-1629488-201067-201886-203389,1611661317,"Sophie Cunningham, Brianna Turner, Camille Little, DeWanna Bonner, Yvonne Turner","Cunningham, Turner, Little, Bonner, Turner",1629482-1629488-201067-201886-203389,PHO,175.0,1,3.0,,7,7,3.0,2.0,14,1.0,2.0,,1.0,1.0,1.0,,,2.0,4.0,1.0,1.0,8.0,8.0,,2.0,,,,2.0,,1.0,1.0,,1.0,,2.0,1.0,2.0,2.0,3.0,3.0,8.0,,3.0,,1.0,,1.0,0.5,,0.7,,0.8,,0.2,1.0,1.0,1.0,115.2,11.142857142857142,13.857142857142858,11.142857142857142,13.857142857142858,0.4,0.5,0.5,0.2,1.0,1.0,,0.5,,,,0.6,1.0,0.43301,0.31225,,9.025,24.1,0.42857142857142855,1.0,,1.0,1.0,1.0,0.2,0.25,,,,,,1.0,2.0,,,,,2.0,,,1.0,1.0,,,,,1.0,,,,0.5,0.5,,,,,,,,,,1.0,,,,0.4,0.5,0.5,,,,,1.0,1.0,1.0,,1.0,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,1.0,,,,,,,,,,,,,,1611661317,2019,2019,True
