EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,StepOutOfBoundsTurnovers,PenaltyCorner3FGA,PenaltyCorner3Frequency,Clear Path Fouls,PtsUnassisted3s,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,BlockedCorner3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Arc3PctBlocked,team_id,year,season,team_vs
1629483-201480-202658-203824-203855,1611661324,"Napheesa Collier, Sylvia Fowles, Danielle Robinson, Odyssey Sims, Stephanie Talbot","Collier, Fowles, Robinson, Sims, Talbot",1629483-201480-202658-203824-203855,MIN,9836.0,19,164.0,27.0,320.0,322.0,13.0,40.0,38.0,642.0,54.0,86.0,8.0,16.0,2.0,3.0,29.0,74.0,33.0,74.0,5.0,10.0,14.0,49.0,1.0,6.0,1.0,2.0,116.0,234.0,19.0,59.0,49.0,338.0,311.0,11.0,27.0,1.0,6.0,8.0,33.0,4.0,7.0,1.0,2.0,6.0,17.0,152.0,80.0,57.0,10.0,2.0,47.0,14.0,22.0,1.0,76.0,19.0,95.0,14.0,5.0,35.0,20.0,21.0,209.0,13.0,30.0,1.0,44.0,65.0,5.0,114.0,44.0,158.0,2.0,31.0,25.0,6.0,26.0,5.0,19.0,23.0,4.0,7.0,3.0,49.0,9.0,1.0,18.0,52.0,3.0,2.0,3.0,66.0,3.0,1.0,9.0,60.0,6.0,1.0,28.0,1.0,3.0,15.0,1.0,1.0,6.0,9.0,16.0,10.0,2.0,1.0,305.0,17.0,13.0,4.0,3.0,0.6551724137931034,0.6846846846846847,1.0,0.3220338983050847,0.16666666666666666,0.5,0.3333333333333333,0.49572649572649574,0.4074074074074074,0.5714285714285714,0.4931740614334471,0.3787878787878788,0.6111111111111112,0.5282131661442007,0.4583333333333333,0.6538461538461539,0.20136518771331058,0.01694915254237288,0.09401709401709402,0.10465116279069768,0.16216216216216217,0.013513513513513514,0.1,0.5306122448979592,1.0,0.2,0.7647058823529411,0.25862068965517243,0.7457627118644068,0.35135135135135137,0.7569444444444444,0.28104575163398693,0.28125,0.20454545454545456,0.3,0.3125,0.6,0.64,0.7307692307692307,0.8823529411764706,0.7021276595744681,0.9166666666666666,0.015384615384615385,93.98942659617731,0.625,14.765625,15.872670807453416,13.8875,15.161490683229813,0.2935153583617747,0.627906976744186,0.7012987012987013,0.6481481481481481,0.2525597269624573,0.3918918918918919,0.46774193548387094,0.6896551724137931,0.2525597269624573,0.44594594594594594,0.4520547945205479,0.6363636363636364,0.034129692832764506,0.5,0.5555555555555556,1.0,0.16723549488054607,0.2857142857142857,0.2857142857142857,1.0,0.48484848484848486,0.5,0.125,0.18181818181818182,0.16666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.5,0.4948805460750853,0.2978723404255319,0.4904678694158075,0.51753125,0.43315,0.09177215189873418,0.109375,0.016666666666666666,0.09763313609467456,0.05029585798816568,8.664102564102565,25.284745762711864,0.040625,,,,,,,,,,,,,,,,1611661324,2019,2019,False
1627687-1628882-1629483-202658-203824,1611661324,"Jillian Alleyne, Lexie Brown, Napheesa Collier, Danielle Robinson, Odyssey Sims","Alleyne, Brown, Collier, Robinson, Sims",1627687-1628882-1629483-202658-203824,MIN,93.0,1,2.0,-3.0,3.0,4.0,,4.0,1.0,7.0,,,,,,,1.0,3.0,,,,,,1.0,,,,,1.0,3.0,,1.0,,2.0,5.0,,1.0,,,,,,,,,,,2.0,,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,1.0,,,,,,0.3333333333333333,,,0.25,,,0.25,,,0.25,,0.3333333333333333,,0.3333333333333333,,,,,,,0.5,,,,0.3333333333333333,,0.5,,,,,,,,,,108.38709677419355,,17.333333333333332,10.25,14.333333333333334,10.0,,,,,0.75,0.3333333333333333,0.5,1.0,,,,,,,,,0.25,,,,,,,,,,,,,,0.25,,0.3411875,0.3701,,,,,,,5.366666666666667,26.0,,,,,,,,,,,,,,,,,1611661324,2019,2019,False
1627701-1628882-1629483-201480-202658,1611661324,"Temi Fagbenle, Lexie Brown, Napheesa Collier, Sylvia Fowles, Danielle Robinson","Fagbenle, Brown, Collier, Fowles, Robinson",1627701-1628882-1629483-201480-202658,MIN,600.0,6,10.0,3.0,19.0,21.0,,7.0,2.0,40.0,5.0,6.0,,,,,1.0,3.0,3.0,5.0,,,1.0,4.0,,1.0,,,9.0,14.0,1.0,4.0,3.0,24.0,21.0,,,,1.0,,,,,,,,,12.0,6.0,3.0,,,4.0,1.0,2.0,,6.0,1.0,7.0,1.0,,3.0,1.0,2.0,15.0,1.0,,,2.0,3.0,1.0,6.0,1.0,7.0,,4.0,3.0,1.0,1.0,,,,,1.0,,1.0,1.0,,5.0,7.0,,,,3.0,,,,3.0,1.0,,2.0,,,,,,,,,,,,24.0,,,1.0,,0.6666666666666666,0.6666666666666666,1.0,0.25,,,0.25,0.6428571428571429,,,0.5833333333333334,,,0.631578947368421,,,0.2222222222222222,,0.14285714285714285,0.16666666666666666,0.3333333333333333,,,1.0,1.0,,0.5,,1.0,0.3333333333333333,0.625,0.125,,,,0.3333333333333333,,,0.5,0.6666666666666666,1.0,,,96.0,,15.736842105263158,14.333333333333334,15.210526315789474,12.666666666666666,0.3333333333333333,0.8333333333333334,1.0,0.6,0.16666666666666666,0.3333333333333333,0.5,1.0,0.2777777777777778,0.6,0.6,0.6666666666666666,,,,,0.2222222222222222,0.25,0.25,1.0,,,,1.0,,,,,,,0.5555555555555556,0.25,0.5079333333333333,0.34605,,0.10526315789473684,0.13333333333333333,,,,9.857142857142858,23.975,,,,,,,,,,,,,,,,,1611661324,2019,2019,False
1627701-1628882-200671-202658-203024,1611661324,"Temi Fagbenle, Lexie Brown, Seimone Augustus, Danielle Robinson, Damiris Dantas","Fagbenle, Brown, Augustus, Robinson, Dantas",1627701-1628882-200671-202658-203024,MIN,115.0,2,2.0,-1.0,5.0,3.0,1.0,,3.0,8.0,2.0,2.0,2.0,2.0,,,,2.0,,,,,,2.0,,,,,2.0,4.0,,2.0,1.0,5.0,6.0,2.0,3.0,,,1.0,5.0,,1.0,,,,,,4.0,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,2.0,,,,,,1.0,,1.0,,,,1.0,,,1.0,2.0,,,,2.0,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,0.5,0.6666666666666666,,0.3333333333333333,0.6666666666666666,,0.4166666666666667,0.8333333333333334,,0.3333333333333333,,,,,,,,,,,0.5,,0.5,,0.5,,0.5,,0.5,,,,,,,,100.17391304347825,,15.6,12.333333333333334,12.6,10.666666666666666,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,1.0,,,,,,,,,0.6666666666666666,,0.4980166666666667,0.5118666666666667,0.3703,0.3333333333333333,0.5,,1.0,,6.125,24.35,0.2,,,,,,,,,,,,,,,,1611661324,2019,2019,False
1627701-1628882-200671-203024-203824,1611661324,"Temi Fagbenle, Lexie Brown, Seimone Augustus, Damiris Dantas, Odyssey Sims","Fagbenle, Brown, Augustus, Dantas, Sims",1627701-1628882-200671-203024-203824,MIN,49.0,1,1.0,,2.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,1.0,,,,2.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.55102040816327,,13.0,11.5,13.0,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1611661324,2019,2019,False
1627701-1629483-200671-202658-203024,1611661324,"Temi Fagbenle, Napheesa Collier, Seimone Augustus, Danielle Robinson, Damiris Dantas","Fagbenle, Collier, Augustus, Robinson, Dantas",1627701-1629483-200671-202658-203024,MIN,89.0,1,1.0,,3.0,4.0,,,,7.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,113.25842696629213,,16.333333333333332,10.0,16.333333333333332,10.0,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.48025,,,,,,,,4.4,,,,,,,,,,,,,,,,,,1611661324,2019,2019,False
1627701-1629483-201480-203824-203855,1611661324,"Temi Fagbenle, Napheesa Collier, Sylvia Fowles, Odyssey Sims, Stephanie Talbot","Fagbenle, Collier, Fowles, Sims, Talbot",1627701-1629483-201480-203824-203855,MIN,133.0,1,2.0,-4.0,4.0,4.0,,,1.0,8.0,,,,,,,1.0,2.0,,1.0,,1.0,,1.0,,,,,1.0,3.0,,2.0,,2.0,6.0,,1.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.3333333333333333,,,0.2,,,0.2,,,0.4,,,,,,,,,,,0.5,0.5,,0.5,0.25,,1.0,,,,,,,0.5,,,86.61654135338345,,18.25,15.0,16.5,14.5,,,,,0.4,0.5,0.5,,0.2,,,,0.2,,,,0.2,,,,,,,,,,,,,,0.4,,0.45316999999999996,0.4147,,,,,,,12.633333333333333,24.6,,,,,,,,,,,,,,,,,1611661324,2019,2019,False
1628261-1628268-1628882-1629483-202658,1611661324,"Shao Ting, Alaina Coates, Lexie Brown, Napheesa Collier, Danielle Robinson","Ting, Coates, Brown, Collier, Robinson",1628261-1628268-1628882-1629483-202658,MIN,117.0,1,2.0,2.0,4.0,3.0,,,,7.0,,,,,,,1.0,3.0,1.0,1.0,,,,,,,,,2.0,4.0,,,,4.0,2.0,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,2.0,,,,1.0,1.0,4.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,4.0,,,,,1.0,1.0,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,86.15384615384616,,16.5,17.0,16.5,17.0,,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.396525,,,,,,,,8.55,,,,,,,,,,,,,,,,,,1611661324,2019,2019,False
1628261-1628268-1629483-202658-203824,1611661324,"Shao Ting, Alaina Coates, Napheesa Collier, Danielle Robinson, Odyssey Sims","Ting, Coates, Collier, Robinson, Sims",1628261-1628268-1629483-202658-203824,MIN,127.0,1,2.0,1.0,3.0,4.0,,2.0,,7.0,,,,,,,1.0,2.0,,,,,,,,,,,1.0,2.0,,,,2.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,,,1.0,,2.0,,,,1.0,2.0,,3.0,,3.0,,,,,1.0,,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,1.0,,,0.5,,0.5,,0.5,,,,,,,,0.5,1.0,,1.0,,79.37007874015748,,19.333333333333332,17.25,19.333333333333332,15.0,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.35845,,,,,,,,8.1,,,,,,,,,,,,,,,,,,1611661324,2019,2019,False
1628261-1629483-201480-202658-203824,1611661324,"Shao Ting, Napheesa Collier, Sylvia Fowles, Danielle Robinson, Odyssey Sims","Ting, Collier, Fowles, Robinson, Sims",1628261-1629483-201480-202658-203824,MIN,116.0,1,2.0,1.0,4.0,4.0,,1.0,,8.0,,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,2.0,1.0,1.0,,5.0,4.0,,,,,,,,,,,,,2.0,,3.0,,,1.0,1.0,,,1.0,1.0,2.0,1.0,,,1.0,,5.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,1.0,1.0,1.0,1.0,,,1.0,0.5,,,0.8333333333333334,,,0.8333333333333334,,,0.3333333333333333,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,99.3103448275862,,13.0,16.0,13.0,16.0,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,0.6666666666666666,1.0,0.5365333333333333,,,,,,,,3.6,25.7,,,,,,,,,,,,,,,,,1611661324,2019,2019,False
