EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,Arc3FGM,FG3M,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3A,OffThreePtRebounds,SelfOReb,PenaltyOffPossExcludingTakeFouls,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,AtRimAssists,BadPassSteals,AtRimPctAssisted,FTDefRebounds,DefFTReboundPct,DefLongMidRangeReboundPct,Travels,DefCorner3ReboundPct,LongMidRangeFGM,FtPoints,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsUnassisted3s,RecoveredBlocks,BlocksRecoveredPct,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,PenaltyTurnovers,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyArc3Accuracy,PenaltyPointsPct,PenaltyAtRimFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,Corner3Assists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,SecondChancePointsPct,team_id,year,season,team_vs
1628244-201518-201919-202252-203827,1611661328,"Sami Whitcomb, Crystal Langhorne, Shavonte Zellous, Alysha Clark, Natasha Howard","Whitcomb, Langhorne, Zellous, Clark, Howard",1628244-201518-201919-202252-203827,SEA,57.0,1,1.0,1.0,1.0,1.0,,,2,,,,,1.0,,,,1.0,3.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,1.5,1.5,1.0,,,,,,,,,,,,,,,50.526315789473685,17.0,40.0,17.0,40.0,,,,,,1.0,,1.0,0.46665,,,24.4,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,False
1628244-201518-201919-203827-204321,1611661328,"Sami Whitcomb, Crystal Langhorne, Shavonte Zellous, Natasha Howard, Kaleena Mosqueda-Lewis","Whitcomb, Langhorne, Zellous, Howard, Mosqueda-Lewis",1628244-201518-201919-203827-204321,SEA,267.0,2,4.0,1.0,8.0,8.0,,,16,,,,3.0,2.0,,2.0,3.0,3.0,7.0,6.0,,,4.0,2.0,,,,1.0,2.0,3.0,,3.0,2.0,1.0,1.0,1.0,1.0,,2.0,,,2.0,,,7.0,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.5,,,,,0.5,0.6666666666666666,,1.0,0.75,,,,0.5,1.0,86.29213483146067,12.0,21.375,12.0,20.25,,,,,0.5,0.3333333333333333,,0.5,0.42295,,18.7,24.166666666666668,,1.0,1.0,,3.0,1.0,,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,0.5,0.5,1.0,0.5,,,,1.0,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,1.0,,,,1.0,1.0,,2.0,,,,,,,0.6666666666666666,0.6666666666666666,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,False
1628886-1628920-201518-202252-204319,1611661328,"Jordin Canada, Mercedes Russell, Crystal Langhorne, Alysha Clark, Jewell Loyd","Canada, Russell, Langhorne, Clark, Loyd",1628886-1628920-201518-202252-204319,SEA,354.0,2,6.0,-1.0,12.0,13.0,4.0,,25,,1.0,1.0,2.0,4.0,,1.0,4.0,5.0,10.0,11.0,,,,4.0,,,,2.0,1.0,4.0,,4.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,1.0,3.0,,10.0,0.25,0.4444444444444444,0.5,0.5555555555555556,,,,,0.5,0.3333333333333333,,0.5,0.42857142857142855,,,,0.5,0.5,101.69491525423729,15.25,13.153846153846153,15.25,10.846153846153847,0.1111111111111111,,,0.1111111111111111,0.2222222222222222,0.4444444444444444,,0.6666666666666666,0.4691277777777778,,13.4,24.759999999999998,1.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,,,1.0,1.0,1.0,0.5,0.5,1.0,0.5,6.0,,,1.0,,1.0,3.0,1.0,4.0,,,6.0,,,,,,0.1111111111111111,,,,0.2,0.6,0.47752999999999995,0.5,,,,1.0,1.0,,1.0,,,2.0,1.0,,2.0,,1.0,,,0.1,0.2,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,0.25,1.0,0.5,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,False
1628886-1628920-202252-203827-204319,1611661328,"Jordin Canada, Mercedes Russell, Alysha Clark, Natasha Howard, Jewell Loyd","Canada, Russell, Clark, Howard, Loyd",1628886-1628920-202252-203827-204319,SEA,2577.0,2,43.0,7.0,85.0,84.0,3.0,9.0,169,16.0,20.0,19.0,14.0,16.0,1.0,26.0,53.0,17.0,93.0,86.0,6.0,2.0,14.0,16.0,4.0,,8.0,11.0,17.0,28.0,9.0,37.0,9.0,4.0,8.0,6.0,8.0,2.0,16.0,,6.0,20.0,18.0,2.0,79.0,0.49056603773584906,0.5428571428571428,0.575,0.24285714285714285,,0.07547169811320754,0.10526315789473684,,0.5,0.68,0.2962962962962963,0.7333333333333333,0.7,0.2571428571428571,0.2727272727272727,0.25,0.75,0.7142857142857143,94.43538998835855,14.141176470588235,16.36904761904762,13.588235294117647,15.988095238095237,0.2857142857142857,0.8,0.8888888888888888,0.2714285714285714,0.2,0.22857142857142856,0.125,0.5285714285714286,0.4699521428571429,0.445475,8.164150943396226,25.11176470588235,8.0,7.0,8.0,38.0,21.0,7.0,19.0,7.0,26.0,6.0,5.0,59.0,4.0,2.0,5.0,0.7307692307692307,0.7307692307692307,0.875,0.47058823529411764,0.47058823529411764,,0.6666666666666666,0.42105263157894735,0.47058823529411764,0.625,0.4375,0.4375,0.8571428571428571,0.4375,9.0,,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,,8.0,0.125,0.5,0.125,,,0.014285714285714285,,0.125,0.25,,0.5,0.4577625,0.10588235294117647,13.0,5.0,0.8125,,,0.625,,1.0,2.0,17.0,2.0,3.0,22.0,2.0,6.0,0.14285714285714285,0.14285714285714285,0.08108108108108109,0.10526315789473684,3.0,3.0,0.6,,1.0,,10.0,1.0,2.0,9.0,,0.5,0.25,0.5555555555555556,,0.10752688172043011,1.0,1.0,1.0,1.0,3.0,2.0,2.0,14.0,8.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,0.5,0.75,0.7777777777777778,0.1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15053763440860216,1611661328,2019,2019,False
1628886-1628920-203827-204319-204321,1611661328,"Jordin Canada, Mercedes Russell, Natasha Howard, Jewell Loyd, Kaleena Mosqueda-Lewis","Canada, Russell, Howard, Loyd, Mosqueda-Lewis",1628886-1628920-203827-204319-204321,SEA,234.0,1,4.0,4.0,7.0,7.0,,2.0,14,1.0,1.0,1.0,4.0,1.0,,3.0,6.0,1.0,8.0,4.0,,,6.0,1.0,,,1.0,3.0,2.0,5.0,2.0,7.0,,,1.0,1.0,,,1.0,1.0,,,1.0,,6.0,0.5,0.42857142857142855,0.5,0.14285714285714285,,,,,1.0,0.4,0.3333333333333333,1.0,0.625,0.5,,0.5,,1.0,86.15384615384616,13.714285714285714,19.714285714285715,13.428571428571429,16.428571428571427,0.14285714285714285,1.0,1.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,,0.2857142857142857,0.41632142857142856,,15.883333333333333,26.9,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,0.6666666666666666,,1.0,2.0,2.0,,,2.0,,1.0,0.5,0.5,0.125,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.25,1611661328,2019,2019,False
1628886-201518-201907-202252-204319,1611661328,"Jordin Canada, Crystal Langhorne, Courtney Paris, Alysha Clark, Jewell Loyd","Canada, Langhorne, Paris, Clark, Loyd",1628886-201518-201907-202252-204319,SEA,5.0,1,,,,1.0,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,False
1628886-201518-202252-203827-204319,1611661328,"Jordin Canada, Crystal Langhorne, Alysha Clark, Natasha Howard, Jewell Loyd","Canada, Langhorne, Clark, Howard, Loyd",1628886-201518-202252-203827-204319,SEA,17.0,1,,4.0,2.0,2.0,2.0,,4,,,,,,,,,,4.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,2.0,,4.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,338.8235294117647,2.5,6.0,2.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,4.0,,,4.0,,,,,,,,,,,,,4.0,,,,,,,1.0,,1.0,,,,,,,,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,False
1628886-201907-203827-204319-204321,1611661328,"Jordin Canada, Courtney Paris, Natasha Howard, Jewell Loyd, Kaleena Mosqueda-Lewis","Canada, Paris, Howard, Loyd, Mosqueda-Lewis",1628886-201907-203827-204319-204321,SEA,57.0,1,1.0,-5.0,2.0,2.0,,,4,,,,,1.0,,,,1.0,,5.0,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,101.05263157894737,21.5,7.0,21.5,7.0,,,,,,1.0,,1.0,0.5535,,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,False
201518-202252-203827-204319-204355,1611661328,"Crystal Langhorne, Alysha Clark, Natasha Howard, Jewell Loyd, Blake Dietrick","Langhorne, Clark, Howard, Loyd, Dietrick",201518-202252-203827-204319-204355,SEA,19.0,1,,-3.0,1.0,1.0,1.0,,2,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.57894736842107,5.0,14.0,5.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,False
201907-201919-203827-204319-204321,1611661328,"Courtney Paris, Shavonte Zellous, Natasha Howard, Jewell Loyd, Kaleena Mosqueda-Lewis","Paris, Zellous, Howard, Loyd, Mosqueda-Lewis",201907-201919-203827-204319-204321,SEA,39.0,1,1.0,-2.0,1.0,1.0,,,2,,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,73.84615384615384,37.0,2.0,37.0,2.0,1.0,,,,,,,1.0,0.657,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,False
