EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PenaltyFG2M,PtsUnassisted2s,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,PenaltyFg2Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PlusMinus,FoulsDrawn,AtRimFGM,AtRimFGA,AtRimAssists,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FtPoints,PenaltyFtPoints,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,LiveBallTurnoverPct,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,ShortMidRangeAssists,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,BadPassOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,Fg3aBlocked,FTDefRebounds,SelfOReb,Steals,BadPassSteals,StepOutOfBoundsTurnovers,Travels,SecondChanceFg2Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,LostBallSteals,PenaltyTurnovers,Offensive Fouls,PtsUnassisted3s,BlockedLongMidRange,LostBallTurnovers,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceTurnovers,Charge Fouls Drawn,Charge Fouls,AtRimPctBlocked,SecondChanceArc3PctAssisted,OffCorner3ReboundPct,team_id,year,season,team_vs
1628276-1628917-1628932-203411-204324,1611661319,"Kelsey Plum, JiSu Park, A'ja Wilson, Sugar Rodgers, Dearica Hamby","Plum, Park, Wilson, Rodgers, Hamby",1628276-1628917-1628932-203411-204324,LVA,157.0,1,3.0,6.0,5.0,2.0,5.0,3.0,11.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,5.0,7.0,7.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,2.0,2.0,1.0,1.0,4.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,0.2,0.5,0.5,0.2,0.4,0.35,0.375,0.3,0.35,0.375,0.3,0.5,0.2,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,100.89171974522293,19.166666666666668,8.4,16.666666666666668,8.4,0.3,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.4,0.25,1.0,1.0,0.25,0.2,1.0,0.2,0.5,0.42060000000000003,0.471475,0.41147999999999996,0.42857142857142855,0.42857142857142855,12.379999999999999,27.96,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,True
1628276-1628917-1628932-203825-204324,1611661319,"Kelsey Plum, JiSu Park, A'ja Wilson, Kayla McBride, Dearica Hamby","Plum, Park, Wilson, McBride, Hamby",1628276-1628917-1628932-203825-204324,LVA,78.0,1,1.0,2.0,2.0,2.0,,,4.0,2.0,,,,,,,,,,,,1.0,2.0,,,2.0,2.0,,,,,2.0,,,2.0,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,2.0,2.0,,,,,,,,0.5,0.5,,0.5,0.5,,0.5,,,,0.5,,,0.5,,,,1.0,73.84615384615384,22.5,16.5,22.5,8.5,1.0,,,,,,,,,,,,,,,,,,0.2982,,0.2982,,1.0,4.9,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,True
1628276-1628917-201477-203411-204324,1611661319,"Kelsey Plum, JiSu Park, Tamera Young, Sugar Rodgers, Dearica Hamby","Plum, Park, Young, Rodgers, Hamby",1628276-1628917-201477-203411-204324,LVA,25.0,1,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.599999999999994,,25.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,True
1628276-1628917-202633-203411-204324,1611661319,"Kelsey Plum, JiSu Park, Liz Cambage, Sugar Rodgers, Dearica Hamby","Plum, Park, Cambage, Rodgers, Hamby",1628276-1628917-202633-203411-204324,LVA,90.0,1,2.0,2.0,3.0,,,,5.0,,,,,,,,,,2.0,,,,,,2.0,,4.0,,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,0.5,,,0.5,,,,1.0,80.0,27.0,12.0,27.0,12.0,,,,,,,,,,1.0,,,,,,,,1.0,0.4716,,,,,,25.45,,,,,1.0,1.0,,,,,,,-4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,True
1628276-1628917-202633-203825-204324,1611661319,"Kelsey Plum, JiSu Park, Liz Cambage, Kayla McBride, Dearica Hamby","Plum, Park, Cambage, McBride, Hamby",1628276-1628917-202633-203825-204324,LVA,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,True
1628276-1628917-202670-203825-204324,1611661319,"Kelsey Plum, JiSu Park, Carolyn Swords, Kayla McBride, Dearica Hamby","Plum, Park, Swords, McBride, Hamby",1628276-1628917-202670-203825-204324,LVA,124.0,1,2.0,5.0,4.0,,,1.0,9.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,3.0,1.0,2.0,5.0,2.0,,,,,,,,,2.0,3.0,1.0,,1.0,1.0,2.0,1.0,,5.0,,1.0,2.0,2.0,1.0,3.0,5.0,,,1.0,1.0,1.0,0.5,,,0.5,0.3333333333333333,0.5,,,0.4166666666666667,,,0.4,,,1.0,0.5,,1.0,0.3333333333333333,,,1.0,104.51612903225805,11.8,16.25,10.2,16.25,,0.2,,,,0.2,1.0,1.0,1.0,0.2,,,,,,,,0.8,0.47012,,,,,8.266666666666667,24.45,,,,,,,1.0,,1.0,,,,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.5,1.0,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,True
1628276-1628917-203411-203825-204324,1611661319,"Kelsey Plum, JiSu Park, Sugar Rodgers, Kayla McBride, Dearica Hamby","Plum, Park, Rodgers, McBride, Hamby",1628276-1628917-203411-203825-204324,LVA,73.0,1,1.0,4.0,3.0,4.0,,,7.0,2.0,1.0,1.0,,,,,,,,,,3.0,3.0,,,9.0,4.0,,,,,3.0,,,9.0,2.0,,,,1.0,,1.0,,1.0,2.0,,,1.0,1.0,,1.0,9.0,9.0,4.0,0.3333333333333333,0.3333333333333333,,,,,,1.0,1.0,,1.0,1.125,,1.125,,,,0.5,,,0.5,,,,,138.08219178082192,7.25,14.666666666666666,7.25,14.666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,0.4096666666666667,,0.4096666666666667,,1.0,11.033333333333333,,1.0,2.0,3.0,4.0,,,,,,1.0,1.0,1.0,5.0,2.0,,,,,3.0,1.0,,,,0.5,,,,,,0.3333333333333333,0.3333333333333333,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,True
1628276-1628932-1629498-201477-202633,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Tamera Young, Liz Cambage","Plum, Wilson, Young, Young, Cambage",1628276-1628932-1629498-201477-202633,LVA,359.0,2,6.0,11.0,11.0,,,2.0,22.0,1.0,,,,1.0,,1.0,,,6.0,,,,1.0,1.0,7.0,9.0,17.0,1.0,,1.0,,,,,,,3.0,6.0,,,1.0,1.0,,,3.0,2.0,,2.0,3.0,2.0,5.0,9.0,,,,,1.0,0.14285714285714285,,,0.14285714285714285,,0.1875,,,0.4090909090909091,,,0.875,,,0.3333333333333333,,0.3333333333333333,0.42857142857142855,0.2857142857142857,,0.4,0.2,88.24512534818942,18.0,14.636363636363637,16.545454545454547,13.0,0.125,,,,,0.125,,,,0.75,0.5,,,,,,,0.875,0.5057375,,,,,10.9,24.87142857142857,,,,,2.0,4.0,2.0,,2.0,,,,-8.0,3.0,,,,,6.0,3.0,2.0,,,,,,,,,0.2727272727272727,0.75,6.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,True
1628276-1628932-1629498-201477-202641,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Tamera Young, Sydney Colson","Plum, Wilson, Young, Young, Colson",1628276-1628932-1629498-201477-202641,LVA,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,True
1628276-1628932-1629498-201477-204324,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Tamera Young, Dearica Hamby","Plum, Wilson, Young, Young, Hamby",1628276-1628932-1629498-201477-204324,LVA,85.0,1,1.0,3.0,4.0,3.0,1.0,,7.0,1.0,,,,,,,,,1.0,,1.0,2.0,2.0,1.0,1.0,7.0,5.0,,,,,2.0,1.0,1.0,7.0,2.0,3.0,1.0,,1.0,1.0,2.0,,,5.0,,,,,,,7.0,7.0,3.0,0.5,0.5,1.0,1.0,,1.0,1.0,1.0,1.1666666666666667,,1.1666666666666667,1.1666666666666667,,1.1666666666666667,0.3333333333333333,,,,,,,,,,,118.58823529411764,16.0,9.25,16.0,9.25,0.3333333333333333,,,,,,,,,0.3333333333333333,,,,,,,0.3333333333333333,0.6666666666666666,0.47755,,0.47755,,1.0,3.7,24.8,1.0,1.0,2.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,True
