EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG3A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,Blocked3s,BlockedArc3,Blocks,PenaltyOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,BlockedLongMidRange,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,3SecondViolations,DefCorner3ReboundPct,Loose Ball Fouls,LongMidRangePctBlocked,SecondChanceFtPoints,Charge Fouls,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,PenaltyFG2M,PtsUnassisted3s,PenaltyFg2Pct,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Travels,SelfOReb,Offensive Fouls,SelfORebPct,Loose Ball Fouls Drawn,FTOffRebounds,Charge Fouls Drawn,Offensive Fouls Drawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,OffAtRimReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,SecondChanceTurnovers,OffCorner3ReboundPct,Technical Free Throw Trips,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,team_id,year,season,team_vs
100949-1628282-1628283-1628926-203014,1611661320,"Alana Beard, Sydney Wiese, Alexis Jones, Maria Vadeeva, Nneka Ogwumike","Beard, Wiese, Jones, Vadeeva, Ogwumike",100949-1628282-1628283-1628926-203014,LAS,195.0,1,3.0,-5.0,6.0,7.0,1.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.25,0.2,0.2,0.2,1.0,1.0,0.3333333333333333,0.5,0.8,0.25,0.3333333333333333,1.0,1.0,1.0,0.5,96.0,15.0,15.0,14.833333333333334,15.0,0.6,0.2,1.0,1.0,1.0,0.2,1.0,0.2,0.42150999999999994,0.55665,10.575,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628282-1628283-1628926-203833,1611661320,"Alana Beard, Sydney Wiese, Alexis Jones, Maria Vadeeva, Chelsea Gray","Beard, Wiese, Jones, Vadeeva, Gray",100949-1628282-1628283-1628926-203833,LAS,9.0,2,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,,4.5,,4.5,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628282-1628283-1628926-203823,1611661320,"Alana Beard, Sydney Wiese, Alexis Jones, Maria Vadeeva, Chiney Ogwumike","Beard, Wiese, Jones, Vadeeva, Ogwumike",100949-1628282-1628283-1628926-203823,LAS,557.0,5,9.0,1.0,19.0,18.0,3.0,37.0,3.0,,1.0,6.0,,4.0,8.0,7.0,21.0,20.0,1.0,4.0,6.0,2.0,5.0,,13.0,1.0,1.0,4.0,6.0,2.0,8.0,3.0,2.0,4.0,2.0,3.0,5.0,16.0,0.5,0.6666666666666666,0.5,0.5666666666666667,0.6176470588235294,0.4666666666666667,0.75,1.0,0.25,1.0,1.0,0.25,0.5,1.0,,1.0,1.0,95.65529622980252,15.421052631578947,14.666666666666666,14.68421052631579,14.277777777777779,0.2,0.06666666666666667,,,,0.4,,0.7333333333333333,0.49024999999999996,0.53225,5.9875,24.228571428571428,5.0,,,2.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,4.0,7.0,4.0,9.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,5.0,1.0,1.0,0.42857142857142855,1.0,1.0,0.42857142857142855,0.5,0.8333333333333334,0.75,0.8333333333333334,0.875,0.125,0.25,1.0,0.25,0.25,0.5,0.26666666666666666,0.75,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.06666666666666667,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,0.3333333333333333,0.44275,0.0625,0.1111111111111111,0.23809523809523808,0.3333333333333333,0.2631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628282-1628283-201496-203014,1611661320,"Alana Beard, Sydney Wiese, Alexis Jones, Candace Parker, Nneka Ogwumike","Beard, Wiese, Jones, Parker, Ogwumike",100949-1628282-1628283-201496-203014,LAS,47.0,1,1.0,2.0,2.0,1.0,,3.0,,,,1.0,,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,2.0,,,1.0,0.5,0.5,0.5,,1.0,,,1.0,,,,,1.0,,91.91489361702128,12.0,23.0,12.0,23.0,,,,,,0.5,,1.0,0.3501,,3.0,24.3,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628282-1629480-1629497-203823,1611661320,"Alana Beard, Sydney Wiese, Kalani Brown, Marina Mabrey, Chiney Ogwumike","Beard, Wiese, Brown, Mabrey, Ogwumike",100949-1628282-1629480-1629497-203823,LAS,542.0,2,9.0,2.0,16.0,17.0,,33.0,4.0,,2.0,4.0,,7.0,9.0,4.0,21.0,19.0,,6.0,4.0,3.0,5.0,,12.0,,3.0,4.0,7.0,,7.0,1.0,1.0,4.0,,1.0,2.0,21.0,0.42857142857142855,0.42857142857142855,0.7777777777777778,0.7692307692307693,0.8076923076923077,0.3076923076923077,0.25,0.5,,0.75,0.5833333333333334,,,1.0,0.5,,0.6666666666666666,87.67527675276753,15.3125,17.470588235294116,15.3125,16.58823529411765,0.3076923076923077,0.15384615384615385,,,,0.3076923076923077,,0.5384615384615384,0.4535846153846154,,8.666666666666666,24.95,,,,2.0,,3.0,3.0,,,4.0,,,,,2.0,,,2.0,1.0,,,,,,,,,,8.0,6.0,,2.0,,2.0,2.0,,2.0,1.0,,,1.0,1.0,,,3.0,,,1.0,1.0,,2.0,,2.0,1.0,,,,1.0,0.5,,,0.5,,,,,,,,,,,0.5,0.23076923076923078,1.0,1.0,0.6666666666666666,1.0,1.0,0.25,,,,,0.5,0.5,1.0,,,,,,,,0.5,,0.07692307692307693,0.1111111111111111,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628282-203014-203029-203823,1611661320,"Alana Beard, Sydney Wiese, Nneka Ogwumike, Riquna Williams, Chiney Ogwumike","Beard, Wiese, Ogwumike, Williams, Ogwumike",100949-1628282-203014-203029-203823,LAS,62.0,1,1.0,-2.0,1.0,1.0,,2.0,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,46.4516129032258,29.0,33.0,29.0,33.0,1.0,,,,,,,,0.4217,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628283-1628926-203014-203833,1611661320,"Alana Beard, Alexis Jones, Maria Vadeeva, Nneka Ogwumike, Chelsea Gray","Beard, Jones, Vadeeva, Ogwumike, Gray",100949-1628283-1628926-203014-203833,LAS,13.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628926-1629497-203823-203833,1611661320,"Alana Beard, Maria Vadeeva, Marina Mabrey, Chiney Ogwumike, Chelsea Gray","Beard, Vadeeva, Mabrey, Ogwumike, Gray",100949-1628926-1629497-203823-203833,LAS,29.0,1,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,49.6551724137931,23.0,,23.0,,,,,,,1.0,,1.0,0.5298,,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628926-203029-203823-203833,1611661320,"Alana Beard, Maria Vadeeva, Riquna Williams, Chiney Ogwumike, Chelsea Gray","Beard, Vadeeva, Williams, Ogwumike, Gray",100949-1628926-203029-203823-203833,LAS,59.0,1,1.0,,2.0,2.0,,4.0,,1.0,2.0,,,1.0,2.0,,2.0,2.0,,2.0,,1.0,1.0,1.0,2.0,,1.0,,1.0,,1.0,,,,,,1.0,2.0,1.0,1.0,0.5,0.5,0.5,,,,,1.0,1.0,,,,,,1.0,97.6271186440678,15.5,14.0,15.5,14.0,,1.0,0.5,1.0,1.0,,,,0.3912,,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
100949-1628926-203014-203437-203833,1611661320,"Alana Beard, Maria Vadeeva, Nneka Ogwumike, Tierra Ruffin-Pratt, Chelsea Gray","Beard, Vadeeva, Ogwumike, Ruffin-Pratt, Gray",100949-1628926-203014-203437-203833,LAS,444.0,2,7.0,-3.0,16.0,16.0,3.0,32.0,9.0,3.0,4.0,1.0,,7.0,15.0,1.0,16.0,19.0,,8.0,1.0,4.0,4.0,2.0,8.0,3.0,1.0,3.0,4.0,3.0,7.0,1.0,,3.0,1.0,5.0,4.0,12.0,0.5714285714285714,0.5714285714285714,0.4666666666666667,0.4375,0.47058823529411764,0.0625,0.3333333333333333,0.75,0.375,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.3333333333333333,,1.0,1.0,0.3333333333333333,103.78378378378378,15.25,12.5,14.25,11.4375,0.5625,0.25,0.75,0.75,0.6666666666666666,0.0625,,0.1875,0.4377,0.38915,10.08,25.3,1.0,,,,,1.0,2.0,,,3.0,,,,,,,,,2.0,1.0,2.0,,4.0,,,,,,6.0,,,,1.0,,,,1.0,1.0,,,2.0,,2.0,,2.0,1.0,,4.0,3.0,,,,,,,,,,,,,,0.5,0.5,,0.6666666666666666,,0.06666666666666667,,,,,,0.125,0.5,0.5,1.0,0.3333333333333333,0.375,0.3333333333333333,,,,,,,,,,,,,,,,,0.17647058823529413,0.1875,0.25,,,,,2.0,,,,,2.0,2.0,0.1111111111111111,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,True
