EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFG2A,Steals,BadPassSteals,BadPassTurnovers,OffLongMidRangeReboundPct,SecondChanceShotQualityAvg,PenaltyTurnovers,Loose Ball Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffThreePtRebounds,SecondChanceTurnovers,Offensive Fouls Drawn,BlockedAtRim,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFG2M,PenaltyFG3M,PtsPutbacks,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,FTDefRebounds,BadPassOutOfBoundsTurnovers,Offensive Fouls,DefFTReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,ShortMidRangeAssists,Technical Free Throw Trips,ShortMidRangePctAssisted,SecondChanceArc3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,ShortMidRangePctBlocked,HeaveAttempts,Corner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,Corner3Assists,FTOffRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,BlockingFouls,BlockingFoulsDrawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Charge Fouls,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Corner3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
101030-201049-201067-202252-203403,1611661328,"Tanisha Wright, Noelle Quinn, Camille Little, Alysha Clark, Tianna Hawkins","Wright, Quinn, Little, Clark, Hawkins",101030-201049-201067-202252-203403,SEA,748.0,7,12.0,10.0,22.0,23.0,6.0,3.0,1.0,45.0,4.0,5.0,1.0,1.0,3.0,5.0,2.0,4.0,1.0,2.0,3.0,1.0,9.0,14.0,2.0,4.0,7.0,31.0,21.0,2.0,2.0,2.0,5.0,1.0,3.0,7.0,10.0,8.0,6.0,3.0,2.0,1.0,5.0,2.0,7.0,2.0,4.0,1.0,16.0,1.0,2.0,7.0,9.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,9.0,1.0,1.0,7.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,29.0,7.0,6.0,1.0,0.5555555555555556,0.5555555555555556,1.0,0.5,0.5,0.6428571428571429,0.4,0.6666666666666666,0.3333333333333333,0.7380952380952381,1.0,0.5,0.2222222222222222,0.07142857142857142,0.2,0.5,0.875,0.2,0.5,0.75,0.14285714285714285,0.5,0.8,1.0,0.3333333333333333,1.0,0.16666666666666666,86.63101604278074,1.0,17.09090909090909,16.17391304347826,17.045454545454547,14.782608695652174,0.2777777777777778,0.8,1.0,1.0,0.2777777777777778,0.6,0.6,0.2222222222222222,0.5,0.5,0.5,0.05555555555555555,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,0.5,0.6666666666666666,0.41542777777777773,0.3721833333333333,0.15,0.1875,0.06451612903225806,0.22580645161290322,9.678571428571429,23.35,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2013,2013,False
100556-101024-101030-203015-203403,1611661328,"Nakia Sanford, Temeka Johnson, Tanisha Wright, Shekinna Stricklen, Tianna Hawkins","Sanford, Johnson, Wright, Stricklen, Hawkins",100556-101024-101030-203015-203403,SEA,179.0,2,3.0,,5.0,6.0,2.0,2.0,1.0,11.0,2.0,3.0,1.0,1.0,,1.0,,1.0,,,,,2.0,5.0,,,,4.0,4.0,,,1.0,3.0,,,2.0,2.0,2.0,,,,,1.0,,1.0,,1.0,,2.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,4.0,2.0,2.0,,0.5,0.5,,,,0.4,0.3333333333333333,0.4,0.3333333333333333,0.4,,0.3333333333333333,,,,1.0,1.0,0.3333333333333333,,1.0,0.3333333333333333,,,1.0,,,,88.49162011173185,,16.8,15.833333333333334,15.8,15.833333333333334,0.6,0.6666666666666666,0.6666666666666666,0.5,0.2,,,0.2,,,,,,,,,0.3333333333333333,1.0,,0.6,,0.52466,0.44816666666666666,,,,0.5,6.42,,0.4,1.0,1.0,1.0,1.0,1.0,0.4107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2013,2013,False
100942-101024-201067-202252-203015,1611661328,"Ashley Robinson, Temeka Johnson, Camille Little, Alysha Clark, Shekinna Stricklen","Robinson, Johnson, Little, Clark, Stricklen",100942-101024-201067-202252-203015,SEA,188.0,2,3.0,-4.0,5.0,5.0,5.0,2.0,1.0,10.0,,,,,,2.0,,1.0,,,1.0,1.0,,3.0,,1.0,2.0,2.0,6.0,,,,3.0,1.0,2.0,2.0,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,1.0,,1.0,,1.0,1.0,3.0,1.0,,,3.0,,,,,,,,,2.0,2.0,5.0,,,,,,,,,,,0.2,,0.2,0.25,,,1.0,0.3333333333333333,0.3333333333333333,,0.25,0.25,0.5,,0.5,,,,76.59574468085107,,15.8,21.8,15.0,19.4,,,,,0.5,,,0.25,,,,,0.25,,,,,,0.25,0.25,,0.456875,0.456875,0.2,,,1.0,8.700000000000001,24.3,1.0,1.0,1.0,1.0,,,0.4153,1.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2013,2013,False
100076-100942-101024-101030-201049,1611661328,"Tina Thompson, Ashley Robinson, Temeka Johnson, Tanisha Wright, Noelle Quinn","Thompson, Robinson, Johnson, Wright, Quinn",100076-100942-101024-101030-201049,SEA,419.0,4,7.0,-13.0,12.0,12.0,2.0,,4.0,24.0,,3.0,,,,1.0,,2.0,1.0,,2.0,1.0,,6.0,,3.0,1.0,1.0,14.0,,,,,1.0,1.0,1.0,,,,2.0,,1.0,,,,,,,,2.0,1.0,2.0,3.0,4.0,7.0,,3.0,3.0,1.0,1.0,6.0,,3.0,4.0,,1.0,2.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,0.05,,0.25,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.5,0.4444444444444444,,,,0.5,,,82.48210023866348,1.0,22.583333333333332,12.333333333333334,20.166666666666668,10.25,0.3333333333333333,,,,0.1111111111111111,,,0.2222222222222222,,,,0.1111111111111111,0.2222222222222222,,,,,,1.0,0.6666666666666666,,0.42420555555555556,0.5211,,,,1.0,7.783333333333334,24.96666666666667,0.16666666666666666,,1.0,1.0,2.0,0.5,,1.0,1.0,,,2.0,4.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2013,2013,False
100076-101024-101030-201067-202252,1611661328,"Tina Thompson, Temeka Johnson, Tanisha Wright, Camille Little, Alysha Clark","Thompson, Johnson, Wright, Little, Clark",100076-101024-101030-201067-202252,SEA,508.0,7,8.0,-3.0,18.0,17.0,8.0,2.0,2.0,35.0,2.0,4.0,2.0,2.0,1.0,3.0,,,1.0,1.0,3.0,2.0,3.0,7.0,1.0,4.0,7.0,16.0,19.0,2.0,4.0,2.0,2.0,3.0,5.0,12.0,,6.0,3.0,3.0,1.0,,,1.0,1.0,1.0,,,3.0,1.0,1.0,3.0,4.0,2.0,6.0,,4.0,,3.0,,4.0,2.0,5.0,8.0,,,8.0,,1.0,3.0,,,,,,12.0,12.0,8.0,4.0,,,1.0,0.25,0.25,0.42857142857142855,1.0,0.4090909090909091,0.7,0.5333333333333333,1.0,0.75,0.36363636363636365,,,1.0,0.6,0.25,1.0,0.6666666666666666,0.2857142857142857,0.5,1.0,0.5,1.0,,,99.21259842519684,,16.0,12.941176470588236,15.944444444444445,11.705882352941176,0.36363636363636365,0.5,0.5,,0.2727272727272727,0.3333333333333333,0.3333333333333333,,,,,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.4,1.0,0.4,0.7272727272727273,0.3333333333333333,0.4593318181818182,0.4337,0.08333333333333333,0.125,0.25,0.75,4.757142857142857,24.75,0.4444444444444444,1.0,,,1.0,,,1.0,,,,1.0,,,,0.3333333333333333,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2013,2013,False
100556-101024-101030-202252-203015,1611661328,"Nakia Sanford, Temeka Johnson, Tanisha Wright, Alysha Clark, Shekinna Stricklen","Sanford, Johnson, Wright, Clark, Stricklen",100556-101024-101030-202252-203015,SEA,24.0,1,,-2.0,1.0,2.0,,,,3.0,,,,,,,,1.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,180.0,,10.0,7.0,10.0,7.0,,,,,,,,1.0,,,,,,,,,,,,,,0.3814,,,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2013,2013,False
100556-101030-201049-202252-203403,1611661328,"Nakia Sanford, Tanisha Wright, Noelle Quinn, Alysha Clark, Tianna Hawkins","Sanford, Wright, Quinn, Clark, Hawkins",100556-101030-201049-202252-203403,SEA,275.0,2,5.0,-3.0,9.0,9.0,,,2.0,18.0,1.0,3.0,,,1.0,2.0,1.0,2.0,,,,,3.0,7.0,,,,6.0,9.0,,2.0,,,,,,2.0,4.0,,,,,1.0,,1.0,,1.0,,2.0,2.0,,2.0,3.0,2.0,5.0,,1.0,2.0,,,3.0,2.0,3.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,4.0,,,,0.3333333333333333,0.3333333333333333,,,,0.42857142857142855,,0.42857142857142855,,0.42857142857142855,1.0,,,,,0.3333333333333333,1.0,0.5,,1.0,0.5,,1.0,,,,,94.25454545454546,1.0,19.666666666666668,10.88888888888889,17.11111111111111,10.88888888888889,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.5,0.5,0.2857142857142857,0.5,0.5,,,,,,,,,,0.42857142857142855,,0.40255714285714284,,,,0.3333333333333333,,9.1,,,1.0,,,1.0,1.0,0.3437,,,,,,,,,,0.5,,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2013,2013,False
100556-101030-202252-203015-203403,1611661328,"Nakia Sanford, Tanisha Wright, Alysha Clark, Shekinna Stricklen, Tianna Hawkins","Sanford, Wright, Clark, Stricklen, Hawkins",100556-101030-202252-203015-203403,SEA,256.0,3,4.0,,9.0,7.0,,5.0,3.0,16.0,1.0,2.0,,,1.0,2.0,2.0,5.0,,,3.0,,4.0,9.0,,3.0,1.0,9.0,9.0,,2.0,,,,,,4.0,4.0,,3.0,,,2.0,,2.0,,,1.0,4.0,3.0,,1.0,1.0,4.0,5.0,,1.0,,,,1.0,,2.0,,,,1.0,,,,,,,,,7.0,,,,0.5,0.6666666666666666,,,,0.4444444444444444,,0.3333333333333333,,0.3333333333333333,0.2,,0.25,,,1.0,1.0,0.75,,1.0,0.5714285714285714,,1.0,,,,,90.0,,18.88888888888889,12.285714285714286,13.0,12.285714285714286,0.16666666666666666,0.5,0.5,,0.16666666666666666,0.5,0.5,0.4166666666666667,0.4,0.4,0.5,,0.25,,,,,,,0.4166666666666667,,0.43829583333333333,,,,0.2222222222222222,,12.266666666666667,23.96666666666667,,3.0,1.0,1.0,1.0,1.0,0.4752375,,1.0,,,1.0,,,,0.3333333333333333,1.0,0.3333333333333333,,1.0,2.0,,,1.0,,2.0,1.0,,0.3333333333333333,0.2,,0.4,0.5,,,,,,,2.0,2.0,1.0,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2013,2013,False
201049-202252-203015-203403-203555,1611661328,"Noelle Quinn, Alysha Clark, Shekinna Stricklen, Tianna Hawkins, Joslyn Tinkle","Quinn, Clark, Stricklen, Hawkins, Tinkle",201049-202252-203015-203403-203555,SEA,210.0,1,4.0,2.0,7.0,6.0,7.0,,2.0,13.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,,4.0,4.0,1.0,3.0,,5.0,2.0,4.0,2.0,,,1.0,3.0,5.0,2.0,4.0,2.0,,,4.0,,,1.0,,1.0,,1.0,,2.0,,1.0,2.0,3.0,2.0,5.0,,,,,,,,,2.0,,,2.0,,,1.0,,,,,,4.0,4.0,7.0,1.0,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,0.125,0.125,0.2222222222222222,,0.2222222222222222,0.625,,,,0.6666666666666666,,1.0,0.75,0.3333333333333333,,,,1.0,,,89.14285714285714,,16.142857142857142,16.166666666666668,13.714285714285714,15.0,0.125,1.0,1.0,1.0,,,,0.25,,,,0.125,0.5,,,,0.125,1.0,0.5,0.75,,0.465825,0.465825,,,,1.0,11.9,23.52,1.0,1.0,1.0,1.0,,,0.4323,,,,,2.0,,1.0,,0.5,,0.5,0.6666666666666666,,,1.0,,,,,,,,,,,,0.125,,,,,,1.0,1.0,,,,0.5,1.0,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2013,2013,False
100076-100556-101024-101030-201049,1611661328,"Tina Thompson, Nakia Sanford, Temeka Johnson, Tanisha Wright, Noelle Quinn","Thompson, Sanford, Johnson, Wright, Quinn",100076-100556-101024-101030-201049,SEA,152.0,3,3.0,-1.0,5.0,5.0,,,1.0,10.0,1.0,1.0,,,,1.0,,,1.0,,,,1.0,2.0,,1.0,3.0,5.0,6.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,3.0,,,3.0,1.0,2.0,,1.0,,1.0,1.0,,5.0,,,,,,,,,0.5,,0.3333333333333333,,0.625,,,0.3333333333333333,0.5,,1.0,,,1.0,0.3333333333333333,,,,,,1.0,,94.73684210526316,,14.2,16.2,12.4,14.6,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,,0.3333333333333333,,,,,,,,0.6666666666666666,,0.5498666666666666,,0.5,0.6666666666666666,,,3.05,23.5,,1.0,1.0,1.0,,,0.3615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2013,2013,False
