EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,BlockingFouls,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,FTA,TwoPtShootingFoulsDrawn,FG3APct,Arc3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,Steals,BadPassSteals,ShootingFouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Loose Ball Fouls Drawn,PtsUnassisted2s,Fg2aBlocked,Fg3aBlocked,FTDefRebounds,BadPassTurnovers,Travels,PenaltyTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeFGM,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SecondChanceTurnovers,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceFtPoints,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,AtRimPctBlocked,OffAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,BlockingFoulsDrawn,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,Arc3Assists,Offensive Fouls Drawn,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsPutbacks,team_id,year,season,team_vs
100721-202259-202664-203069-203399,1611661329,"Swin Cash, Epiphanny Prince, Courtney Vandersloot, Avery Warley-Talbert, Elena Delle Donne","Cash, Prince, Vandersloot, Warley-Talbert, Delle Donne",100721-202259-202664-203069-203399,CHI,325.0,1,5.0,-4.0,10.0,9.0,,3.0,19.0,2.0,4.0,,,1.0,1.0,3.0,4.0,8.0,8.0,12.0,,,,6.0,3.0,3.0,1.0,1.0,6.0,,2.0,2.0,3.0,,,2.0,1.0,,,8.0,,,,0.75,0.75,0.5,,0.4444444444444444,,0.4444444444444444,,,0.6666666666666666,,0.6666666666666666,1.0,,,84.18461538461538,16.1,18.22222222222222,16.0,18.0,0.4444444444444444,0.5,0.5,0.5,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,0.5555555555555556,0.47133888888888886,,,9.1625,,,1.0,,1.0,,,,1.0,,,0.1111111111111111,0.1111111111111111,,,,23.9,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,,0.635,,1.0,2.0,,2.0,,,,,1.0,,,2.0,1.0,2.0,1.0,,,,,,,0.5,1.0,1.0,,1.0,1.0,,0.3333333333333333,,0.25,,,,1.0,1.0,1.0,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,False
201062-201477-201480-201516-203399,1611661329,"Shay Murphy, Tamera Young, Sylvia Fowles, Allie Quigley, Elena Delle Donne","Murphy, Young, Fowles, Quigley, Delle Donne",201062-201477-201480-201516-203399,CHI,18.0,1,,-3.0,,1.0,,1.0,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,80.0,,18.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,False
201062-201477-201480-202259-203399,1611661329,"Shay Murphy, Tamera Young, Sylvia Fowles, Epiphanny Prince, Elena Delle Donne","Murphy, Young, Fowles, Prince, Delle Donne",201062-201477-201480-202259-203399,CHI,139.0,1,2.0,-3.0,4.0,4.0,4.0,,8.0,,,,,,1.0,2.0,1.0,2.0,4.0,7.0,1.0,2.0,4.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,4.0,4.0,4.0,,,,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,,0.5,,1.0,,82.87769784172662,18.25,16.5,18.25,16.25,,,,,,1.0,0.5,0.5,,,,,0.29025,0.29025,1.0,16.0,1.0,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,False
201062-201477-201480-202664-203399,1611661329,"Shay Murphy, Tamera Young, Sylvia Fowles, Courtney Vandersloot, Elena Delle Donne","Murphy, Young, Fowles, Vandersloot, Delle Donne",201062-201477-201480-202664-203399,CHI,53.0,1,1.0,,3.0,2.0,3.0,2.0,5.0,,1.0,,1.0,,,1.0,,2.0,2.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,3.0,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,135.8490566037736,11.333333333333334,9.5,11.333333333333334,9.5,0.5,,,,,0.5,,,,0.5,,0.5,0.5436,0.5436,1.0,10.0,1.0,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,False
201062-201477-201516-202314-203069,1611661329,"Shay Murphy, Tamera Young, Allie Quigley, Michelle Campbell, Avery Warley-Talbert","Murphy, Young, Quigley, Campbell, Warley-Talbert",201062-201477-201516-202314-203069,CHI,78.0,1,1.0,2.0,2.0,3.0,2.0,3.0,5.0,,,,,1.0,,1.0,,2.0,2.0,,,2.0,2.0,,,,,,,1.0,,1.0,2.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,,0.3333333333333333,0.3333333333333333,,,1.0,1.0,,,1.0,92.3076923076923,16.5,15.0,14.5,15.0,,,,,0.5,0.5,,,,,,,0.4455,0.4455,1.0,10.55,1.0,,,,,2.0,,2.0,,2.0,1.0,,,,0.3333333333333333,0.3333333333333333,,1.0,,,,1.0,,,,,,,,,,,,,0.4957,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.5,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,False
201062-201480-201516-202664-203399,1611661329,"Shay Murphy, Sylvia Fowles, Allie Quigley, Courtney Vandersloot, Elena Delle Donne","Murphy, Fowles, Quigley, Vandersloot, Delle Donne",201062-201480-201516-202664-203399,CHI,256.0,1,4.0,-2.0,7.0,7.0,,,14.0,1.0,3.0,,,2.0,,2.0,1.0,7.0,3.0,5.0,,,,2.0,1.0,1.0,1.0,,2.0,,3.0,3.0,4.0,,,,2.0,,2.0,3.0,,,,1.0,1.0,0.14285714285714285,,0.14285714285714285,,0.1875,,,1.0,,1.0,1.0,,,78.75,17.285714285714285,19.285714285714285,16.714285714285715,19.285714285714285,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.2857142857142857,,,,,,0.42857142857142855,0.46642857142857147,,,7.3428571428571425,,,,,,1.0,,,,2.0,1.0,,,,0.125,0.125,,1.0,,1.0,,1.0,,,,1.0,,,,,,1.0,,,0.6054,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,0.16666666666666666,,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,False
201062-201480-202259-202664-203399,1611661329,"Shay Murphy, Sylvia Fowles, Epiphanny Prince, Courtney Vandersloot, Elena Delle Donne","Murphy, Fowles, Prince, Vandersloot, Delle Donne",201062-201480-202259-202664-203399,CHI,70.0,1,1.0,-1.0,4.0,3.0,2.0,1.0,7.0,,,,,,,1.0,,1.0,3.0,4.0,,1.0,,,,1.0,,,3.0,,1.0,1.0,1.0,1.0,,1.0,2.0,,1.0,3.0,,2.0,,,,,,0.75,,0.5,,1.0,1.0,,1.0,,1.0,,144.0,8.25,12.333333333333334,8.25,12.333333333333334,,,,,,0.5,,,,,,0.5,0.326275,0.2198,,20.5,0.5,,,,1.0,,,,,2.0,1.0,0.5,,,0.3333333333333333,0.5,22.9,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1611661329,2013,2013,False
201477-201480-201516-202259-203399,1611661329,"Tamera Young, Sylvia Fowles, Allie Quigley, Epiphanny Prince, Elena Delle Donne","Young, Fowles, Quigley, Prince, Delle Donne",201477-201480-201516-202259-203399,CHI,172.0,1,3.0,1.0,5.0,6.0,5.0,,11.0,,1.0,,1.0,2.0,,2.0,,5.0,6.0,5.0,,5.0,6.0,,,2.0,,,6.0,1.0,,1.0,3.0,,,,,,1.0,6.0,6.0,5.0,,,,,,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,,,0.5,0.5,,,1.0,92.09302325581395,18.4,13.333333333333334,17.8,12.166666666666666,0.14285714285714285,,,,0.2857142857142857,0.2857142857142857,,,,0.14285714285714285,,0.42857142857142855,0.44927857142857147,0.44927857142857147,1.0,11.440000000000001,1.0,,1.0,1.0,2.0,,2.0,,1.0,,,0.2857142857142857,0.14285714285714285,0.14285714285714285,,,23.7,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,0.4174,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,0.4,,0.4,0.5,,,,,,,,,,,,,,1.0,,,,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,,1611661329,2013,2013,False
201477-201480-202259-202664-203399,1611661329,"Tamera Young, Sylvia Fowles, Epiphanny Prince, Courtney Vandersloot, Elena Delle Donne","Young, Fowles, Prince, Vandersloot, Delle Donne",201477-201480-202259-202664-203399,CHI,610.0,2,10.0,-5.0,15.0,16.0,9.0,6.0,31.0,3.0,4.0,2.0,2.0,4.0,1.0,3.0,7.0,11.0,18.0,23.0,4.0,7.0,9.0,4.0,2.0,3.0,1.0,,7.0,,4.0,5.0,7.0,2.0,1.0,2.0,5.0,,6.0,16.0,9.0,9.0,,0.2857142857142857,0.3333333333333333,0.6363636363636364,0.5714285714285714,0.5666666666666667,0.4,0.6,0.45,1.0,0.8,,0.8,,1.0,,73.18032786885246,18.6,20.6875,18.0,20.6875,0.26666666666666666,0.75,0.75,0.3333333333333333,0.26666666666666666,0.2,0.3333333333333333,0.3333333333333333,,0.2,1.0,0.5333333333333333,0.47920357142857145,0.4734111111111111,0.5,9.218181818181819,0.6,,4.0,3.0,4.0,1.0,3.0,1.0,4.0,2.0,2.0,0.26666666666666666,0.26666666666666666,0.3,0.13333333333333333,0.18181818181818182,26.925,2.0,,,1.0,2.0,2.0,1.0,,2.0,,,0.5,0.5,0.5,,,,0.371,0.1111111111111111,,,,10.0,,,1.0,1.0,,1.0,,2.0,1.0,2.0,,,,,,1.0,1.0,,3.0,1.0,1.0,1.0,2.0,,0.25,0.5,0.3333333333333333,,0.5,0.5,0.75,0.75,0.3333333333333333,,,1.0,,,2.0,1.0,,,,,,,,1.0,3.0,1.0,,1.0,0.25,0.25,,,,,,,1.0,,,1.0,1.0,,,0.25,0.25,1.0,,,,0.25,2.0,1611661329,2013,2013,False
201477-202259-202664-203069-203399,1611661329,"Tamera Young, Epiphanny Prince, Courtney Vandersloot, Avery Warley-Talbert, Elena Delle Donne","Young, Prince, Vandersloot, Warley-Talbert, Delle Donne",201477-202259-202664-203069-203399,CHI,66.0,1,1.0,,2.0,2.0,2.0,,4.0,,,,,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,1.0,,,2.0,2.0,2.0,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,87.27272727272727,16.5,16.5,16.5,16.5,,,,,,1.0,0.5,0.5,,,,,0.3911,0.3911,1.0,19.15,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,False
