EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,BlockingFouls,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Loose Ball Fouls,3SecondViolations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
100915-100944-101019-202257-202632,1611661324,"Lindsay Whalen, Rebekkah Brunson, Janel McCarville, Monica Wright, Maya Moore","Whalen, Brunson, McCarville, Wright, Moore",100915-100944-101019-202257-202632,MIN,5086.0,12,85.0,29.0,168.0,164.0,24.0,13.0,20.0,332,37.0,61.0,10.0,14.0,4.0,8.0,8.0,23.0,22.0,47.0,1.0,4.0,1.0,6.0,9.0,67.0,131.0,7.0,13.0,31.0,186.0,157.0,10.0,21.0,4.0,24.0,8.0,15.0,1.0,8.0,24.0,70.0,64.0,18.0,3.0,14.0,9.0,6.0,7.0,35.0,6.0,41.0,5.0,1.0,18.0,3.0,14.0,88.0,1.0,22.0,1.0,20.0,37.0,4.0,61.0,24.0,85.0,4.0,18.0,15.0,3.0,12.0,2.0,6.0,19.0,3.0,6.0,1.0,2.0,31.0,2.0,4.0,11.0,25.0,1.0,5.0,44.0,1.0,5.0,4.0,1.0,43.0,4.0,1.0,19.0,4.0,6.0,5.0,1.0,6.0,4.0,1.0,162.0,24.0,24.0,1.0,4.0,0.5223880597014925,0.5833333333333334,0.8571428571428571,0.5384615384615384,0.5384615384615384,0.5114503816793893,0.47619047619047616,0.5333333333333333,0.5381944444444444,0.47619047619047616,0.5,0.5705521472392638,0.5217391304347826,0.5454545454545454,0.09027777777777778,0.05343511450381679,0.06557377049180328,0.043478260869565216,0.0425531914893617,0.3870967741935484,1.0,0.25,0.7115384615384616,0.3548387096774194,0.7142857142857143,0.2,0.7125,0.34328358208955223,0.4583333333333333,0.42857142857142855,0.20833333333333334,0.5,0.6363636363636364,0.7142857142857143,0.8125,0.6956521739130435,0.8,0.06557377049180328,93.99921352732993,0.6666666666666666,14.773809523809524,15.878048780487806,14.05952380952381,15.201219512195122,0.4236111111111111,0.6065573770491803,0.6491228070175439,0.4864864864864865,0.1597222222222222,0.34782608695652173,0.36363636363636365,0.375,0.3263888888888889,0.46808510638297873,0.4888888888888889,0.6363636363636364,0.027777777777777776,0.25,0.25,1.0,0.0625,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.2,0.5,0.5,0.0625,0.5138888888888888,0.6666666666666666,0.49169618055555553,0.544315,0.488534375,0.11949685534591195,0.13013698630136986,0.12903225806451613,0.12903225806451613,9.08473282442748,23.676923076923078,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,False
100915-100944-101019-202257-203411,1611661324,"Lindsay Whalen, Rebekkah Brunson, Janel McCarville, Monica Wright, Sugar Rodgers","Whalen, Brunson, McCarville, Wright, Rodgers",100915-100944-101019-202257-203411,MIN,152.0,1,3.0,-1.0,5.0,6.0,5.0,1.0,,11,1.0,1.0,,,1.0,1.0,,2.0,,2.0,,,,,,1.0,5.0,,,,2.0,3.0,,,,,1.0,5.0,,,2.0,2.0,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,3.0,1.0,1.0,5.0,,5.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,2.0,2.0,5.0,,,1.0,1.0,,,,0.2,,0.2,0.2,,0.2,0.2,,0.2,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,1.0,,104.21052631578948,1.0,16.4,11.666666666666666,16.4,11.0,0.2,1.0,1.0,1.0,0.4,,,,0.4,,,,,,,,,,,,,,,0.2,1.0,,0.2,,0.41024000000000005,,0.41024000000000005,,,,1.0,11.86,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,False
100915-100944-200671-202257-202632,1611661324,"Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Monica Wright, Maya Moore","Whalen, Brunson, Augustus, Wright, Moore",100915-100944-200671-202257-202632,MIN,3261.0,12,54.0,8.0,104.0,108.0,34.0,26.0,14.0,212,12.0,17.0,2.0,2.0,4.0,5.0,3.0,22.0,14.0,34.0,,2.0,1.0,6.0,13.0,29.0,73.0,6.0,15.0,25.0,101.0,93.0,5.0,11.0,3.0,16.0,11.0,29.0,5.0,14.0,42.0,30.0,28.0,18.0,,2.0,13.0,6.0,4.0,15.0,6.0,21.0,6.0,,7.0,1.0,7.0,48.0,3.0,10.0,2.0,9.0,31.0,5.0,45.0,15.0,60.0,1.0,11.0,8.0,3.0,8.0,2.0,7.0,9.0,1.0,1.0,,1.0,17.0,,3.0,14.0,29.0,1.0,3.0,30.0,1.0,2.0,1.0,,35.0,1.0,2.0,12.0,5.0,9.0,4.0,4.0,10.0,9.0,,85.0,42.0,34.0,4.0,5.0,0.5172413793103449,0.5357142857142857,1.0,0.4,0.4,0.3972602739726027,0.45454545454545453,0.3793103448275862,0.4318181818181818,0.5,0.4117647058823529,0.4807692307692308,0.5,0.5,0.17045454545454544,0.0547945205479452,0.17647058823529413,,0.029411764705882353,0.47058823529411764,0.8333333333333334,0.6666666666666666,0.7948717948717948,0.23809523809523808,0.6923076923076923,0.42857142857142855,0.7692307692307693,0.2653061224489796,0.2,0.2777777777777778,0.21052631578947367,0.4,0.6923076923076923,0.8,0.875,0.8,0.3333333333333333,0.022222222222222223,93.61545538178473,0.9,16.182692307692307,14.61111111111111,14.48076923076923,13.87962962962963,0.19318181818181818,0.7058823529411765,0.8571428571428571,0.5833333333333334,0.25,0.13636363636363635,0.13636363636363635,0.3333333333333333,0.38636363636363635,0.4117647058823529,0.42424242424242425,0.5,0.022727272727272728,,,,0.14772727272727273,0.46153846153846156,0.46153846153846156,1.0,0.15384615384615385,1.0,0.5,0.14705882352941177,0.8,0.029411764705882353,0.36363636363636365,0.46153846153846156,0.41676534090909095,0.38712307692307696,0.3748808823529412,0.12121212121212122,0.14285714285714285,0.15841584158415842,0.4158415841584158,11.516438356164384,23.573333333333334,0.3269230769230769,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.4,0.5,0.15384615384615385,0.5,1.0,0.11764705882352941,0.5,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,False
100915-100944-202257-202632-203016,1611661324,"Lindsay Whalen, Rebekkah Brunson, Monica Wright, Maya Moore, Devereaux Peters","Whalen, Brunson, Wright, Moore, Peters",100915-100944-202257-202632-203016,MIN,4166.0,20,69.0,17.0,131.0,134.0,34.0,16.0,13.0,265,20.0,32.0,3.0,5.0,5.0,9.0,6.0,20.0,18.0,38.0,2.0,2.0,1.0,2.0,10.0,44.0,90.0,4.0,12.0,35.0,135.0,118.0,3.0,7.0,6.0,15.0,10.0,23.0,2.0,16.0,39.0,42.0,46.0,9.0,3.0,4.0,10.0,2.0,6.0,21.0,3.0,24.0,1.0,2.0,9.0,2.0,10.0,51.0,1.0,14.0,,14.0,34.0,1.0,49.0,15.0,64.0,1.0,15.0,12.0,3.0,15.0,3.0,9.0,9.0,1.0,6.0,,1.0,24.0,2.0,6.0,12.0,25.0,,2.0,36.0,1.0,1.0,5.0,1.0,41.0,1.0,,17.0,4.0,11.0,8.0,2.0,11.0,4.0,,120.0,39.0,34.0,3.0,4.0,0.4772727272727273,0.5,0.75,0.3333333333333333,0.3333333333333333,0.4888888888888889,0.42857142857142855,0.43478260869565216,0.49019607843137253,0.5,0.46,0.5532786885245902,0.625,0.5735294117647058,0.11764705882352941,0.06666666666666667,0.09375,0.15,,0.625,1.0,,0.723404255319149,0.30434782608695654,0.7368421052631579,0.125,0.7272727272727273,0.2777777777777778,0.25,0.42857142857142855,0.25,0.125,0.5882352941176471,0.8888888888888888,0.7619047619047619,0.75,0.6666666666666666,0.020833333333333332,91.59865578492558,0.36363636363636365,15.366412213740459,16.067164179104477,14.763358778625955,15.126865671641792,0.3137254901960784,0.625,0.6896551724137931,0.45,0.19607843137254902,0.3,0.35294117647058826,0.3333333333333333,0.37254901960784315,0.47368421052631576,0.47368421052631576,0.5555555555555556,0.0196078431372549,1.0,1.0,1.0,0.09803921568627451,0.2,0.2,0.5,0.5555555555555556,0.6,,0.36,0.5555555555555556,0.04,0.43137254901960786,0.2,0.4750828431372549,0.5241388888888889,0.47141800000000006,0.1440677966101695,0.16037735849056603,0.1111111111111111,0.28888888888888886,9.802222222222223,24.016666666666666,0.2595419847328244,,1.0,,1.0,1.0,2.0,1.0,1.0,,,1.0,0.5,0.5,,0.1111111111111111,,,0.04,,1.0,1.0,1.0,2.0,1.0,0.1111111111111111,1.0,1.0,1.0,,,,,,,,,,,1611661324,2013,2013,False
200671-202257-202644-203016-203411,1611661324,"Seimone Augustus, Monica Wright, Amber Harris, Devereaux Peters, Sugar Rodgers","Augustus, Wright, Harris, Peters, Rodgers",200671-202257-202644-203016-203411,MIN,94.0,2,2.0,2.0,2.0,3.0,,,,5,,,,,,,,,,,,,,,1.0,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,2.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,0.5,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,76.59574468085107,,15.5,21.0,15.5,15.333333333333334,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,0.2505,,,0.5,1.0,,,,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,False
100915-100944-200671-202632-202647,1611661324,"Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Maya Moore, Rachel Jarry","Whalen, Brunson, Augustus, Moore, Jarry",100915-100944-200671-202632-202647,MIN,141.0,1,2.0,1.0,5.0,4.0,3.0,4.0,3.0,9,,1.0,,1.0,,1.0,1.0,4.0,1.0,4.0,,,,,1.0,2.0,9.0,,1.0,1.0,5.0,4.0,,4.0,1.0,1.0,1.0,6.0,,,2.0,2.0,2.0,,,,1.0,,1.0,1.0,,1.0,,,,,1.0,2.0,1.0,5.0,,,2.0,,2.0,6.0,8.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,2.0,,,1.0,,1.0,1.0,,1.0,1.0,,4.0,2.0,3.0,,,0.5,0.5,,,,0.2222222222222222,,0.16666666666666666,0.2,,0.16666666666666666,0.22727272727272727,0.08333333333333333,0.16666666666666666,0.1,0.1111111111111111,1.0,,,,,,1.0,0.8333333333333334,,1.0,1.0,0.8571428571428571,,1.0,1.0,1.0,1.0,,1.0,,,0.16666666666666666,91.91489361702128,1.0,19.0,11.5,15.4,11.5,0.1,,,,0.4,0.25,0.25,,0.4,0.25,0.25,1.0,,,,,0.1,,,,0.2,,,0.16666666666666666,,,0.2,,0.39588,0.450575,0.3862833333333333,0.09090909090909091,0.1,0.2,0.4,11.144444444444444,23.9,0.6,,1.0,,,,1.0,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,False
100915-100944-101019-202632-203409,1611661324,"Lindsay Whalen, Rebekkah Brunson, Janel McCarville, Maya Moore, Lindsey Moore","Whalen, Brunson, McCarville, Moore, Moore",100915-100944-101019-202632-203409,MIN,143.0,1,2.0,,4.0,4.0,,,1.0,8,,,,,,,,,,3.0,,,,,,,3.0,,,2.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,3.0,1.0,4.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,2.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,0.25,,,,,,,,1.0,,,1.0,0.3333333333333333,1.0,,1.0,0.3333333333333333,,,0.3333333333333333,,1.0,,,1.0,,,80.55944055944056,,23.25,12.5,17.75,12.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.3476666666666666,0.3362,,0.25,0.25,,,15.299999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,False
100915-100944-200671-202632-202644,1611661324,"Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Maya Moore, Amber Harris","Whalen, Brunson, Augustus, Moore, Harris",100915-100944-200671-202632-202644,MIN,1673.0,7,28.0,-10.0,56.0,54.0,10.0,13.0,2.0,110,14.0,19.0,1.0,2.0,3.0,4.0,4.0,6.0,5.0,13.0,1.0,2.0,,2.0,8.0,23.0,38.0,3.0,10.0,6.0,61.0,71.0,2.0,4.0,,4.0,3.0,7.0,,4.0,10.0,26.0,20.0,9.0,,,8.0,2.0,1.0,13.0,3.0,16.0,2.0,1.0,8.0,1.0,4.0,35.0,2.0,3.0,,5.0,12.0,2.0,19.0,5.0,24.0,,4.0,4.0,,6.0,1.0,6.0,3.0,,,,1.0,9.0,,1.0,5.0,7.0,,1.0,8.0,,,,1.0,7.0,1.0,,3.0,1.0,4.0,1.0,2.0,4.0,2.0,,57.0,10.0,10.0,,1.0,0.5652173913043478,0.5652173913043478,1.0,0.3,0.3,0.6052631578947368,0.5,0.42857142857142855,0.5729166666666666,0.5,0.42857142857142855,0.5980392156862745,0.5,0.5555555555555556,0.20833333333333334,0.02631578947368421,,0.16666666666666666,,0.6666666666666666,0.5,,0.6,0.2,1.0,0.2857142857142857,0.68,0.22727272727272727,0.2,,0.25,0.3333333333333333,0.5,0.4,0.8571428571428571,1.0,1.0,,94.68021518230724,0.5,17.321428571428573,13.018518518518519,16.571428571428573,12.444444444444445,0.3958333333333333,0.7368421052631579,0.7368421052631579,0.5714285714285714,0.125,0.6666666666666666,0.8,0.25,0.2708333333333333,0.38461538461538464,0.38461538461538464,0.8,0.041666666666666664,0.5,0.5,1.0,0.16666666666666666,0.25,0.25,1.0,0.5,0.5,1.0,0.5714285714285714,0.75,,0.6041666666666666,0.25,0.49937916666666665,0.6030333333333333,0.4945,0.06,0.075,0.06557377049180328,0.16393442622950818,8.086842105263159,23.36,0.17857142857142858,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,False
100915-101019-200671-202257-203016,1611661324,"Lindsay Whalen, Janel McCarville, Seimone Augustus, Monica Wright, Devereaux Peters","Whalen, McCarville, Augustus, Wright, Peters",100915-101019-200671-202257-203016,MIN,823.0,7,14.0,-5.0,26.0,30.0,11.0,14.0,,56,2.0,4.0,,,1.0,2.0,3.0,5.0,3.0,7.0,,,,,1.0,8.0,16.0,,1.0,6.0,22.0,27.0,,,,,3.0,7.0,,3.0,9.0,12.0,4.0,,,,1.0,,1.0,6.0,,6.0,,,2.0,1.0,3.0,12.0,,,,2.0,5.0,1.0,8.0,,8.0,,5.0,4.0,1.0,3.0,2.0,2.0,3.0,,1.0,,,6.0,,3.0,1.0,4.0,1.0,,6.0,,,1.0,1.0,7.0,1.0,,4.0,,2.0,1.0,1.0,3.0,2.0,,22.0,9.0,11.0,1.0,,0.75,0.75,,,,0.5,,0.42857142857142855,0.47058823529411764,,0.42857142857142855,0.55,,0.5625,0.058823529411764705,0.0625,0.25,,,0.5,0.5,,0.625,,0.6666666666666666,,0.6363636363636364,,,,,,1.0,0.5,,0.5,1.0,,97.98298906439854,0.6666666666666666,14.384615384615385,14.966666666666667,14.384615384615385,13.7,0.23529411764705882,0.5,0.6666666666666666,1.0,0.29411764705882354,0.6,0.6,0.3333333333333333,0.4117647058823529,0.42857142857142855,0.42857142857142855,1.0,,,,,0.058823529411764705,,,,,,,0.2857142857142857,0.5,,0.29411764705882354,,0.4520911764705882,,0.4325428571428572,0.2,0.21052631578947367,,0.4090909090909091,11.275,23.4,0.4230769230769231,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,False
100915-101019-200671-202257-203409,1611661324,"Lindsay Whalen, Janel McCarville, Seimone Augustus, Monica Wright, Lindsey Moore","Whalen, McCarville, Augustus, Wright, Moore",100915-101019-200671-202257-203409,MIN,14.0,1,,2.0,2.0,1.0,1.0,1.0,,3,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,,,,,1.0,1.0,,1.0,3.0,2.0,,,,,1.0,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,3.0,3.0,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,0.5,,1.0,0.5,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,308.57142857142856,,7.0,,7.0,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,0.5,,,,,,,,,,0.5,,0.329425,,0.3374,,,,1.0,18.9,23.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,False
