EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Corner3Assists,FTOffRebounds,Charge Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,Defensive 3 Seconds Violations,Corner3PctBlocked,3SecondViolations,Clear Path Fouls,OffensiveGoaltends,team_id,year,season,team_vs
100940-200676-201501-201886-203046,1611661317,"Diana Taurasi, Candice Dupree, Charde Houston, DeWanna Bonner, Briana Butler","Taurasi, Dupree, Houston, Bonner, Butler",100940-200676-201501-201886-203046,PHO,2942.0,8,49.0,-5.0,101.0,96.0,13.0,15.0,12.0,197.0,14.0,24.0,3.0,5.0,1.0,2.0,5.0,14.0,5.0,15.0,1.0,10.0,28.0,3.0,3.0,2.0,24.0,53.0,10.0,29.0,13.0,91.0,96.0,3.0,6.0,3.0,3.0,5.0,20.0,1.0,5.0,2.0,3.0,5.0,28.0,20.0,24.0,6.0,6.0,28.0,10.0,5.0,1.0,14.0,8.0,22.0,8.0,8.0,2.0,4.0,52.0,6.0,7.0,7.0,34.0,4.0,45.0,13.0,58.0,4.0,4.0,3.0,1.0,11.0,2.0,9.0,10.0,3.0,2.0,1.0,1.0,21.0,2.0,1.0,11.0,2.0,24.0,1.0,2.0,20.0,1.0,3.0,15.0,3.0,8.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,71.0,4.0,12.0,2.0,0.5833333333333334,0.6666666666666666,0.8,0.3448275862068966,1.0,0.3448275862068966,0.4528301886792453,0.5,0.2,0.47560975609756095,0.8333333333333334,0.14285714285714285,0.5170454545454546,0.9090909090909091,0.2777777777777778,0.35365853658536583,0.034482758620689655,0.09433962264150944,0.08333333333333333,0.21428571428571427,0.03571428571428571,0.5238095238095238,1.0,0.6666666666666666,0.2413793103448276,0.5833333333333334,0.3157894736842105,0.6507936507936508,0.2708333333333333,0.5555555555555556,0.2,0.3333333333333333,0.6363636363636364,0.75,0.6428571428571429,0.5,1.0,0.09523809523809523,96.42420122365738,0.25,15.07920792079208,14.78125,14.287128712871286,13.09375,0.2926829268292683,0.5833333333333334,0.6363636363636364,0.5714285714285714,0.17073170731707318,0.35714285714285715,0.45454545454545453,0.4,0.18292682926829268,0.3333333333333333,0.3333333333333333,0.8,0.012195121951219513,0.34146341463414637,0.35714285714285715,0.37037037037037035,0.8,0.5555555555555556,0.6,0.3333333333333333,1.0,0.6666666666666666,0.2857142857142857,0.5,0.2857142857142857,0.6463414634146342,0.35714285714285715,0.48386585365853657,0.59897,0.4593857142857143,0.09195402298850575,0.13793103448275862,0.21978021978021978,0.054945054945054944,7.711320754716981,24.03103448275862,0.12871287128712872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
100940-200676-201886-202663-203046,1611661317,"Diana Taurasi, Candice Dupree, DeWanna Bonner, Krystal Thomas, Briana Butler","Taurasi, Dupree, Bonner, Thomas, Butler",100940-200676-201886-202663-203046,PHO,4397.0,19,73.0,-22.0,151.0,146.0,41.0,35.0,20.0,297.0,25.0,33.0,5.0,7.0,8.0,11.0,11.0,27.0,9.0,27.0,9.0,9.0,28.0,,1.0,6.0,45.0,87.0,12.0,37.0,28.0,154.0,176.0,8.0,14.0,,1.0,4.0,20.0,11.0,25.0,11.0,15.0,43.0,50.0,40.0,27.0,9.0,6.0,28.0,9.0,5.0,,25.0,9.0,34.0,6.0,17.0,2.0,6.0,77.0,7.0,14.0,8.0,30.0,8.0,46.0,22.0,68.0,1.0,10.0,8.0,2.0,21.0,2.0,14.0,13.0,,7.0,1.0,,34.0,5.0,6.0,14.0,,41.0,2.0,3.0,37.0,,2.0,34.0,3.0,12.0,5.0,8.0,5.0,,3.0,8.0,5.0,134.0,43.0,41.0,5.0,0.5555555555555556,0.5952380952380952,0.75,0.32432432432432434,,0.32432432432432434,0.5172413793103449,0.5714285714285714,0.44,0.5080645161290323,0.5333333333333333,0.3888888888888889,0.5539568345323741,0.5882352941176471,0.4777777777777778,0.29838709677419356,,0.05747126436781609,0.06060606060606061,0.1111111111111111,,0.6176470588235294,0.8888888888888888,0.7142857142857143,0.35,0.6666666666666666,0.28,0.7037037037037037,0.3230769230769231,0.21428571428571427,0.3333333333333333,0.2631578947368421,0.4666666666666667,0.75,0.9333333333333333,0.7,0.5,0.01639344262295082,97.26631794405277,0.625,15.211920529801324,14.383561643835616,14.47019867549669,13.86986301369863,0.2661290322580645,0.7575757575757576,0.8064516129032258,0.68,0.21774193548387097,0.4074074074074074,0.4583333333333333,0.18181818181818182,0.21774193548387097,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.07258064516129033,0.22580645161290322,0.32142857142857145,0.32142857142857145,0.6666666666666666,0.4666666666666667,0.7142857142857143,0.06666666666666667,,,0.3055555555555556,0.7272727272727273,0.16666666666666666,0.5645161290322581,0.32142857142857145,0.4801733870967742,0.49861666666666665,0.4760236111111111,0.09701492537313433,0.125,0.12987012987012986,0.2792207792207792,8.627586206896552,23.84864864864865,0.271523178807947,3.0,1.0,5.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,6.0,0.18181818181818182,0.3333333333333333,0.625,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2,0.1388888888888889,0.2,0.16666666666666666,0.02631578947368421,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
100634-200676-201487-201886-203046,1611661317,"Penny Taylor, Candice Dupree, Alexis Hornbuckle, DeWanna Bonner, Briana Butler","Taylor, Dupree, Hornbuckle, Bonner, Butler",100634-200676-201487-201886-203046,PHO,326.0,3,5.0,-4.0,12.0,11.0,3.0,2.0,1.0,23.0,2.0,2.0,,,,,,2.0,,3.0,,,2.0,,,2.0,2.0,7.0,,2.0,2.0,6.0,10.0,,,,,,,,,2.0,2.0,2.0,4.0,,,,,2.0,,,,2.0,,2.0,,2.0,,,4.0,,1.0,,2.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,3.0,1.0,1.0,,,4.0,1.0,1.0,3.0,,,4.0,,1.0,1.0,,,,,,,6.0,2.0,3.0,1.0,1.0,1.0,,,,,0.2857142857142857,,,0.2222222222222222,,,0.2727272727272727,,0.3333333333333333,0.2222222222222222,,,,,,0.3333333333333333,1.0,0.5,0.2,,,0.5,0.16666666666666666,,0.3333333333333333,,,,0.5,,,0.16666666666666666,101.59509202453987,,13.416666666666666,15.0,12.583333333333334,13.818181818181818,0.2222222222222222,1.0,1.0,1.0,0.2222222222222222,,,,0.3333333333333333,,,,,0.2222222222222222,,,,,,,,,,,1.0,0.4444444444444444,,0.48289375,,0.56055,0.1,0.125,,0.3333333333333333,10.071428571428571,30.5,0.25,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
100940-201487-201886-202663-203041,1611661317,"Diana Taurasi, Alexis Hornbuckle, DeWanna Bonner, Krystal Thomas, Lynetta Kizer","Taurasi, Hornbuckle, Bonner, Thomas, Kizer",100940-201487-201886-202663-203041,PHO,322.0,3,5.0,-2.0,10.0,10.0,6.0,2.0,1.0,20.0,4.0,6.0,,1.0,2.0,4.0,,,,2.0,,,1.0,,,1.0,4.0,8.0,,1.0,,8.0,10.0,,1.0,,,,,2.0,5.0,1.0,,4.0,8.0,,,,,1.0,,,,4.0,,4.0,,4.0,,,8.0,,1.0,,5.0,,5.0,1.0,6.0,,,,,1.0,,1.0,1.0,,,,,2.0,,1.0,3.0,,8.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,8.0,4.0,6.0,,1.0,1.0,,,,,0.5,,0.4,0.4444444444444444,,0.3333333333333333,0.4444444444444444,,0.3333333333333333,0.1111111111111111,,,,,,0.5,,0.625,0.25,,,0.625,0.2,,,,,0.6666666666666666,0.75,,,,89.44099378881988,1.0,15.5,16.7,15.3,14.1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,,,,,0.2222222222222222,,,,,0.1111111111111111,,,,1.0,,,,,0.6666666666666666,0.5,0.16666666666666666,0.7777777777777778,,0.5265222222222222,0.6154,0.5349833333333334,0.1111111111111111,0.125,,0.5,6.1,23.1,0.6,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
200676-201487-201886-202663-203046,1611661317,"Candice Dupree, Alexis Hornbuckle, DeWanna Bonner, Krystal Thomas, Briana Butler","Dupree, Hornbuckle, Bonner, Thomas, Butler",200676-201487-201886-202663-203046,PHO,1216.0,5,20.0,-25.0,39.0,39.0,7.0,15.0,1.0,78.0,1.0,4.0,,,,,4.0,10.0,4.0,12.0,1.0,,3.0,,,1.0,9.0,26.0,,4.0,7.0,25.0,50.0,,,,,,,1.0,3.0,1.0,4.0,6.0,12.0,6.0,,,,3.0,,5.0,,6.0,,6.0,,1.0,2.0,3.0,12.0,,1.0,3.0,5.0,2.0,10.0,1.0,11.0,,2.0,2.0,,3.0,2.0,2.0,4.0,,1.0,,,7.0,1.0,1.0,6.0,,13.0,2.0,1.0,6.0,,,8.0,,4.0,,1.0,1.0,,,1.0,1.0,25.0,6.0,7.0,3.0,0.6666666666666666,0.6666666666666666,,,,,0.34615384615384615,,0.3333333333333333,0.3,,0.25,0.36764705882352944,,0.5,0.13333333333333333,,0.19230769230769232,0.75,0.1,,0.42857142857142855,1.0,0.625,0.0625,0.6,,0.6153846153846154,0.05,,0.14285714285714285,,0.5,1.0,0.3333333333333333,0.5,1.0,,92.36842105263159,1.0,17.435897435897434,13.743589743589743,17.358974358974358,12.923076923076923,0.13333333333333333,0.25,1.0,1.0,0.3333333333333333,0.4,0.4444444444444444,0.5,0.4,0.3333333333333333,0.36363636363636365,0.75,0.03333333333333333,0.1,,,,,,,,,,,0.25,0.26666666666666666,,0.4053116666666667,,0.38395,0.11764705882352941,0.13333333333333333,,0.24,12.38846153846154,23.4,0.1794871794871795,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
100634-100940-200676-201501-202663,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Charde Houston, Krystal Thomas","Taylor, Taurasi, Dupree, Houston, Thomas",100634-100940-200676-201501-202663,PHO,492.0,3,8.0,-6.0,16.0,17.0,9.0,3.0,2.0,33.0,1.0,5.0,,,1.0,4.0,,2.0,1.0,2.0,1.0,,2.0,,1.0,2.0,2.0,9.0,1.0,3.0,3.0,10.0,16.0,,,,1.0,,,2.0,7.0,2.0,2.0,6.0,4.0,,3.0,,,2.0,,1.0,,2.0,1.0,3.0,,1.0,,1.0,7.0,1.0,1.0,2.0,2.0,,4.0,2.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,,3.0,,1.0,,,4.0,1.0,,2.0,,6.0,,1.0,2.0,,,4.0,,2.0,,,,,,,,10.0,6.0,9.0,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.2222222222222222,,0.2857142857142857,0.2916666666666667,,0.2222222222222222,0.35714285714285715,,0.3,0.25,,0.1111111111111111,0.2,,,0.25,,0.5,0.14285714285714285,0.6666666666666666,0.5,0.5714285714285714,0.2222222222222222,0.5,,0.5,1.0,,1.0,0.5,1.0,0.125,96.58536585365854,,14.625,15.176470588235293,13.5,13.352941176470589,0.4166666666666667,0.2,0.25,1.0,0.16666666666666666,,,,0.16666666666666666,0.5,0.5,1.0,0.08333333333333333,0.16666666666666666,,,,,,1.0,,,0.4444444444444444,0.25,0.2222222222222222,0.6666666666666666,,0.5186166666666666,,0.5501444444444444,0.14285714285714285,0.18181818181818182,,0.6,7.033333333333333,23.633333333333336,0.5625,1.0,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
100634-100940-201487-202663-203041,1611661317,"Penny Taylor, Diana Taurasi, Alexis Hornbuckle, Krystal Thomas, Lynetta Kizer","Taylor, Taurasi, Hornbuckle, Thomas, Kizer",100634-100940-201487-202663-203041,PHO,311.0,1,5.0,17.0,9.0,8.0,,,2.0,17.0,1.0,3.0,,1.0,,,,,,2.0,3.0,3.0,3.0,,,,1.0,5.0,5.0,6.0,,17.0,,,1.0,1.0,1.0,,3.0,,,,,,2.0,,15.0,,,3.0,3.0,,,1.0,5.0,6.0,3.0,1.0,,,17.0,,2.0,1.0,3.0,,4.0,2.0,6.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,14.0,,,,1.0,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334,0.2,,,0.7727272727272727,0.75,,0.7727272727272727,0.75,,0.5454545454545454,,,,,,,,1.0,0.5,1.0,,1.0,0.4,,0.5,,,,1.0,1.0,,0.2,78.71382636655949,,17.555555555555557,19.125,14.666666666666666,19.125,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,,,,0.18181818181818182,,,,0.2727272727272727,0.2727272727272727,1.0,1.0,1.0,0.5,,,,,,,,0.8181818181818182,1.0,0.49660454545454547,0.503525,,,,0.17647058823529413,,8.2,23.03333333333333,,2.0,,,,,2.0,,,,1.0,,,,,0.5,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,1611661317,2013,2013,False
100634-100940-201886-202663-203398,1611661317,"Penny Taylor, Diana Taurasi, DeWanna Bonner, Krystal Thomas, Brittney Griner","Taylor, Taurasi, Bonner, Thomas, Griner",100634-100940-201886-202663-203398,PHO,135.0,1,2.0,-3.0,4.0,4.0,,4.0,,8.0,,,,,,,1.0,1.0,,,,,2.0,,,,1.0,1.0,,2.0,,2.0,5.0,,,,,,,,,,,,2.0,,,,,2.0,,,,1.0,,1.0,,,1.0,,2.0,,,1.0,1.0,,2.0,,2.0,,,,,1.0,,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,1.0,,,0.3333333333333333,,,0.3333333333333333,,,0.6666666666666666,,,,,,1.0,,1.0,,0.5,,0.6666666666666666,,,,,,,1.0,0.5,,,85.33333333333333,,17.5,16.25,17.5,14.25,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,0.6666666666666666,,,,,,,,,,,,0.6666666666666666,,0.43816666666666665,,,,,,,6.8,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
100634-100940-201886-202663-203041,1611661317,"Penny Taylor, Diana Taurasi, DeWanna Bonner, Krystal Thomas, Lynetta Kizer","Taylor, Taurasi, Bonner, Thomas, Kizer",100634-100940-201886-202663-203041,PHO,453.0,2,8.0,9.0,14.0,14.0,7.0,3.0,2.0,28.0,1.0,2.0,,,,1.0,,1.0,1.0,3.0,1.0,2.0,4.0,,,3.0,2.0,6.0,2.0,5.0,7.0,17.0,8.0,,1.0,,,2.0,2.0,,3.0,3.0,3.0,6.0,2.0,2.0,6.0,,,4.0,2.0,,,1.0,2.0,3.0,2.0,1.0,,,8.0,2.0,,4.0,4.0,,8.0,2.0,10.0,,2.0,2.0,,,,,1.0,,,,,1.0,,,3.0,,6.0,2.0,,5.0,,,8.0,,4.0,,1.0,1.0,,,1.0,1.0,15.0,6.0,7.0,1.0,0.5,0.5,1.0,0.4,,0.4,0.3333333333333333,,,0.45454545454545453,,0.25,0.5666666666666667,0.5,0.375,0.45454545454545453,,,,,,,,0.5,,0.8,0.6666666666666666,0.6153846153846154,0.2857142857142857,,,0.5,0.5,0.25,1.0,0.75,1.0,,89.00662251655629,1.0,14.857142857142858,17.5,13.5,15.5,0.18181818181818182,0.5,0.5,1.0,0.09090909090909091,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,,0.09090909090909091,0.36363636363636365,0.5,0.5,1.0,,,,,,0.16666666666666666,,0.5,0.6363636363636364,0.5,0.4683818181818182,,0.49438333333333334,0.26666666666666666,0.4,0.11764705882352941,0.35294117647058826,11.366666666666667,23.919999999999998,0.5,,,,1.0,1.0,,,,,,,,0.3333333333333333,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
100634-201487-201886-202663-203046,1611661317,"Penny Taylor, Alexis Hornbuckle, DeWanna Bonner, Krystal Thomas, Briana Butler","Taylor, Hornbuckle, Bonner, Thomas, Butler",100634-201487-201886-202663-203046,PHO,66.0,2,1.0,,2.0,2.0,,,,4.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,1.0,,,2.0,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,87.27272727272727,,16.0,17.0,16.0,17.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6742,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
