EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted3s,ThreePtAssists,Arc3Assists,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,SecondChancePointsPct,LongMidRangeAssists,BadPassSteals,LongMidRangePctAssisted,SecondChanceAtRimFGM,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,DeadBallTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,LostBallOutOfBoundsTurnovers,PtsPutbacks,SelfOReb,Technical Free Throw Trips,OffCorner3ReboundPct,SelfORebPct,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Travels,DefCorner3ReboundPct,BlockingFouls,Offensive Fouls Drawn,SecondChanceFtPoints,FTOffRebounds,OffFTReboundPct,Loose Ball Fouls Drawn,StepOutOfBoundsTurnovers,HeaveAttempts,Charge Fouls Drawn,BlockingFoulsDrawn,Blocked3s,BlockedArc3,3SecondViolations,LongMidRangePctBlocked,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
100928-201046-201496-201911-203014,1611661320,"Ebony Hoffman, Lindsey Harding, Candace Parker, Kristi Toliver, Nneka Ogwumike","Hoffman, Harding, Parker, Toliver, Ogwumike",100928-201046-201496-201911-203014,LAS,379.0,1,6.0,7.0,16.0,14.0,11.0,6.0,1.0,30.0,2.0,5.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,11.0,1.0,4.0,4.0,17.0,10.0,1.0,2.0,6.0,1.0,4.0,2.0,9.0,8.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,8.0,1.0,5.0,1.0,6.0,1.0,7.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,17.0,9.0,11.0,2.0,0.8,0.8,0.25,0.25,0.25,0.45454545454545453,0.3333333333333333,0.43333333333333335,0.35,0.5,0.4090909090909091,0.26666666666666666,0.09090909090909091,0.25,1.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.1111111111111111,0.3333333333333333,0.75,1.0,113.98416886543536,0.5,11.8125,13.571428571428571,11.75,13.071428571428571,0.3333333333333333,0.4,0.4,1.0,0.26666666666666666,0.5,0.6666666666666666,1.0,0.13333333333333333,0.5,0.5,0.06666666666666667,0.2,0.3333333333333333,0.3333333333333333,1.0,0.1,0.1,0.3,0.3333333333333333,0.6,0.3333333333333333,0.5104866666666666,0.7502,0.45289,0.11764705882352941,0.15384615384615385,0.5294117647058824,6.718181818181819,23.875,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2013,2013,False
100928-201889-201911-202626-202650,1611661320,"Ebony Hoffman, Marissa Coleman, Kristi Toliver, Jenna O'Hea, Jantel Lavender","Hoffman, Coleman, Toliver, O'Hea, Lavender",100928-201889-201911-202626-202650,LAS,618.0,4,10.0,2.0,17.0,18.0,8.0,4.0,3.0,35.0,4.0,5.0,1.0,2.0,1.0,3.0,2.0,6.0,,,1.0,1.0,,,7.0,14.0,1.0,1.0,2.0,19.0,17.0,2.0,5.0,6.0,,,2.0,12.0,6.0,8.0,,1.0,1.0,1.0,3.0,4.0,3.0,,9.0,3.0,4.0,,5.0,3.0,8.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,14.0,12.0,8.0,,0.42857142857142855,0.42857142857142855,1.0,,1.0,0.5,0.8333333333333334,0.5666666666666667,0.8333333333333334,0.59375,0.8571428571428571,0.06666666666666667,0.07142857142857142,,,0.5714285714285714,0.42857142857142855,0.625,0.42857142857142855,,0.5,,81.55339805825243,,16.941176470588236,18.333333333333332,15.176470588235293,16.555555555555557,0.3333333333333333,0.8,1.0,0.75,0.2,0.3333333333333333,0.3333333333333333,,0.4,0.3333333333333333,0.3333333333333333,,0.06666666666666667,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,0.4,1.0,0.48056,0.48996666666666666,0.5039833333333333,,,0.631578947368421,10.535714285714286,23.1,0.47058823529411764,2.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.2,1.0,1.0,0.5,0.5,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2013,2013,False
100949-201889-201911-202626-202650,1611661320,"Alana Beard, Marissa Coleman, Kristi Toliver, Jenna O'Hea, Jantel Lavender","Beard, Coleman, Toliver, O'Hea, Lavender",100949-201889-201911-202626-202650,LAS,203.0,1,3.0,1.0,7.0,8.0,7.0,,,15.0,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,,,,,,,4.0,6.0,,,,8.0,7.0,,4.0,6.0,,,,8.0,8.0,,,,,,4.0,4.0,1.0,1.0,8.0,,1.0,,2.0,,2.0,2.0,,1.0,1.0,,,,,,,,8.0,8.0,7.0,,1.0,1.0,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,1.0,,1.0,,,,,106.4039408866995,,10.714285714285714,16.0,10.714285714285714,16.0,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,,,0.3333333333333333,,0.47733333333333333,,0.47733333333333333,,,1.0,9.433333333333334,,1.0,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,0.5,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2013,2013,False
100949-201046-201496-201911-202626,1611661320,"Alana Beard, Lindsey Harding, Candace Parker, Kristi Toliver, Jenna O'Hea","Beard, Harding, Parker, Toliver, O'Hea",100949-201046-201496-201911-202626,LAS,4.0,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,-1.0,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2013,2013,False
100949-201496-201911-202650-203407,1611661320,"Alana Beard, Candace Parker, Kristi Toliver, Jantel Lavender, A'dia Mathies","Beard, Parker, Toliver, Lavender, Mathies",100949-201496-201911-202650-203407,LAS,260.0,2,4.0,4.0,8.0,8.0,6.0,,1.0,16.0,2.0,3.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,3.0,5.0,1.0,1.0,1.0,10.0,6.0,1.0,1.0,3.0,1.0,1.0,,5.0,2.0,4.0,,,,,1.0,2.0,1.0,,5.0,1.0,1.0,,2.0,1.0,3.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,8.0,5.0,6.0,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6,0.3333333333333333,0.75,0.625,0.8333333333333334,0.625,0.16666666666666666,,,,0.3333333333333333,0.5,0.4,0.5,,,0.5,88.61538461538463,0.5,15.375,17.125,13.375,15.875,0.5,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,1.0,1.0,,0.16666666666666666,,,0.16666666666666666,,,,1.0,0.5,0.25,,,0.6666666666666666,,0.48478333333333334,0.5408,0.518625,0.16666666666666666,0.2,0.5,6.04,23.9,0.75,1.0,,,1.0,,,2.0,3.0,1.0,,1.0,2.0,1.0,1.0,3.0,3.0,,,,1.0,,1.0,1.0,1.0,,0.6666666666666666,0.5,,1.0,,0.5,,,,,0.5,0.2,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2013,2013,False
201496-201911-202626-203014-203407,1611661320,"Candace Parker, Kristi Toliver, Jenna O'Hea, Nneka Ogwumike, A'dia Mathies","Parker, Toliver, O'Hea, Ogwumike, Mathies",201496-201911-202626-203014-203407,LAS,258.0,2,4.0,4.0,8.0,8.0,4.0,1.0,1.0,16.0,1.0,3.0,,2.0,1.0,1.0,,,,,2.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,11.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,,3.0,2.0,,1.0,3.0,,1.0,8.0,,1.0,,3.0,1.0,4.0,,,1.0,3.0,1.0,2.0,,,,,,9.0,6.0,4.0,1.0,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,0.5,0.5,0.7142857142857143,0.8333333333333334,0.6875,0.75,0.42857142857142855,,,,0.5,,0.75,0.3333333333333333,,,,89.30232558139535,,12.125,20.125,11.875,20.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.14285714285714285,1.0,1.0,1.0,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,0.3333333333333333,1.0,0.8571428571428571,0.6666666666666666,0.4493142857142857,,0.3559833333333333,,,0.5454545454545454,5.2,24.833333333333332,0.5,1.0,,,1.0,,,2.0,6.0,2.0,2.0,2.0,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,0.5,0.18181818181818182,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2013,2013,False
100928-100949-201046-201496-203407,1611661320,"Ebony Hoffman, Alana Beard, Lindsey Harding, Candace Parker, A'dia Mathies","Hoffman, Beard, Harding, Parker, Mathies",100928-100949-201046-201496-203407,LAS,170.0,1,3.0,4.0,6.0,5.0,,,,11.0,2.0,2.0,,,1.0,3.0,,,,,,,,,3.0,5.0,,,1.0,7.0,3.0,,,,,,,,2.0,4.0,,,,,1.0,1.0,,1.0,2.0,,1.0,,2.0,,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,7.0,,,,0.3333333333333333,0.3333333333333333,,,,0.6,,0.6,,0.7,,,,,,1.0,,1.0,,,1.0,,93.17647058823529,,15.333333333333334,15.6,15.333333333333334,15.6,0.4,1.0,1.0,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,0.4,,0.45233999999999996,,,0.2,0.2,,6.56,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2013,2013,False
100928-100949-201046-202626-203014,1611661320,"Ebony Hoffman, Alana Beard, Lindsey Harding, Jenna O'Hea, Nneka Ogwumike","Hoffman, Beard, Harding, O'Hea, Ogwumike",100928-100949-201046-202626-203014,LAS,193.0,2,3.0,-2.0,6.0,8.0,,4.0,1.0,14.0,,,,,1.0,2.0,2.0,3.0,,,,,,,3.0,5.0,,,,6.0,8.0,1.0,,,,,,,2.0,4.0,,,,,1.0,1.0,,,2.0,1.0,2.0,,2.0,1.0,3.0,1.0,,1.0,4.0,,,,1.0,,1.0,1.0,4.0,,,2.0,0.3333333333333333,0.3333333333333333,,,,0.6,,0.6,,0.6,,,,,,1.0,0.5,1.0,0.5,,,,104.4559585492228,1.0,13.666666666666666,13.875,11.833333333333334,13.875,,,,,0.4,0.5,0.5,,0.6,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,0.36394000000000004,0.3278,,,,,13.940000000000001,,,,,,1.0,,,2.0,,,,,1.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,,0.5,,1.0,,1.0,,,,,,,0.3333333333333333,1.0,1.0,0.5,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2013,2013,False
100928-100949-201046-203014-203407,1611661320,"Ebony Hoffman, Alana Beard, Lindsey Harding, Nneka Ogwumike, A'dia Mathies","Hoffman, Beard, Harding, Ogwumike, Mathies",100928-100949-201046-203014-203407,LAS,89.0,1,1.0,3.0,3.0,2.0,,,,5.0,1.0,1.0,,,1.0,1.0,,,,,,,,,2.0,2.0,,,2.0,6.0,3.0,,,,,,,,4.0,,,,,,2.0,2.0,1.0,1.0,4.0,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,2.0,1.0,,,,,6.0,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,1.0,80.89887640449437,,15.0,22.0,15.0,22.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,0.5,,0.4628,,,0.3333333333333333,0.3333333333333333,,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2013,2013,False
100928-100949-201496-201911-203407,1611661320,"Ebony Hoffman, Alana Beard, Candace Parker, Kristi Toliver, A'dia Mathies","Hoffman, Beard, Parker, Toliver, Mathies",100928-100949-201496-201911-203407,LAS,142.0,1,2.0,-2.0,3.0,3.0,,,,6.0,1.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,2.0,4.0,,,,,,,,2.0,,,1.0,,,1.0,1.0,1.0,,2.0,,,,1.0,,1.0,,,1.0,3.0,,,,,,,,2.0,,,,1.0,1.0,,,,1.0,,0.5,,0.5,,0.5,,,,,,0.5,,,,,60.84507042253521,,23.333333333333332,24.0,23.333333333333332,22.666666666666668,0.5,1.0,1.0,1.0,,,,,,,,,0.5,,,,,,,,1.0,,0.4448,,,,,,2.3,23.9,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2013,2013,False
